
[00:00:00.000 --> 00:00:04.000]  各位朋友 各位影子妹 新年好
[00:23:20.000 --> 00:23:22.000]  當你喝葡萄汁
[00:23:22.000 --> 00:23:25.000]  嘗到葡萄的甜味的時候
[00:23:25.000 --> 00:23:31.000]  你有沒有感受到葡萄汁滋潤你的口腔和喉嚨呢?
[00:23:31.000 --> 00:23:35.000]  你有沒有感覺到這個少少凍的葡萄汁
[00:23:35.000 --> 00:23:40.000]  怎樣流入你的食道和體內呢?
[00:23:40.000 --> 00:23:44.000]  你有沒有一邊去思想紀念主耶穌
[00:23:44.000 --> 00:23:45.000]  捨身流血
[00:23:45.000 --> 00:23:48.000]  使我們的生命變甜
[00:23:48.000 --> 00:23:53.000]  使我們今天的生命和祂聯合呢?
[00:23:53.000 --> 00:23:59.000]  其實當我們這樣用我們的五官帶動我們的思想
[00:23:59.000 --> 00:24:03.000]  回憶或紀念神的時候
[00:24:03.000 --> 00:24:06.000]  我們怎會不喜樂呢?
[00:24:06.000 --> 00:24:08.000]  我們怎會不感激呢?
[00:24:08.000 --> 00:24:12.000]  我們的心靈怎會不被振奮呢?
[00:24:12.000 --> 00:24:17.000]  所以聖餐不是教會舉行的例行公事
[00:24:17.000 --> 00:24:20.000]  當我們用五官投入的時候
[00:24:20.000 --> 00:24:26.000]  我們就會再一次很感激上帝拯救我們的恩典
[00:24:26.000 --> 00:24:29.000]  另外主耶穌在臨星天的時候
[00:24:29.000 --> 00:24:35.000]  吩咐萬民要做祂的門徒
[00:24:35.000 --> 00:24:40.000]  並且奉父子聖靈的名去給他們施洗
[00:24:40.000 --> 00:24:47.000]  洗禮的意義是記載在羅馬書第六章三至十節
[00:24:47.000 --> 00:24:53.000]  難道你們不知道我們這受洗歸入基督耶穌的人
[00:24:53.000 --> 00:24:56.000]  就是受洗歸入祂的死嗎?
[00:24:56.000 --> 00:25:00.000]  所以我們藉著洗禮歸入死和祂一同埋葬
[00:25:00.000 --> 00:25:04.000]  是要我們行事為人都有新生的樣子
[00:25:04.000 --> 00:25:08.000]  像基督藉著父的榮耀和死人中復活一樣
[00:25:08.000 --> 00:25:11.000]  我們若與祂合一經歷與祂一樣的死
[00:25:11.000 --> 00:25:14.000]  也將經歷與祂一樣的復活
[00:25:14.000 --> 00:25:18.000]  我們知道我們的救人和他同釘十字架
[00:25:18.000 --> 00:25:22.000]  使罪身滅絕叫我們不再作罪的勞瀑
[00:25:22.000 --> 00:25:25.000]  因為已死的人是脫離了罪
[00:25:25.000 --> 00:25:29.000]  我們若與基督同死我們信也必與他同活
[00:25:29.000 --> 00:25:33.000]  因為知道基督既從死人中復活就不再死
[00:25:33.000 --> 00:25:35.000]  死也不再作他的主了
[00:25:35.000 --> 00:25:38.000]  他死了是對罪死
[00:25:38.000 --> 00:25:39.000]  只這一次
[00:25:39.000 --> 00:25:41.000]  他們是對神沒著
[00:25:41.000 --> 00:25:43.000]  你聽完了
[00:25:43.000 --> 00:25:46.000]  你可能看過這篇文字
[00:25:46.000 --> 00:25:48.000]  這段聖經很多次了
[00:25:48.000 --> 00:25:52.000]  但是你有沒有很深刻的體會呢?
[00:25:52.000 --> 00:25:54.000]  受洗的弟兄姊妹
[00:25:54.000 --> 00:25:56.000]  我現在邀請你閉上眼
[00:25:56.000 --> 00:26:03.000]  你回想一下你領受水禮的時候那些感覺
[00:26:04.000 --> 00:26:08.000]  你還記得你領受水禮的時候
[00:26:08.000 --> 00:26:15.000]  被主禮牧師用手按你進水的時候的壓力嗎?
[00:26:15.000 --> 00:26:21.000]  你還記得你閉上眼
[00:26:21.000 --> 00:26:25.000]  不能看東西的感覺嗎?
[00:26:25.000 --> 00:26:30.000]  你還記得當時你要閉氣
[00:26:30.000 --> 00:26:33.000]  不能呼吸的感覺嗎?
[00:26:33.000 --> 00:26:36.000]  雖然時間很短
[00:26:36.000 --> 00:26:41.000]  但是有沒有一些驚惶或窒息的感覺呢?
[00:26:41.000 --> 00:26:47.000]  你的皮膚有沒有感受到水溫呢?
[00:26:47.000 --> 00:26:54.000]  還記得當時的水溫是冰涼還是溫暖呢?
[00:26:57.000 --> 00:27:06.000]  你還記得主禮牧師用手輕輕扶起你出水的時候的感覺嗎?
[00:27:06.000 --> 00:27:09.000]  是不是輕鬆了呢?
[00:27:09.000 --> 00:27:14.000]  睜大眼睛的時候是不是豁然開朗很喜樂呢?
[00:27:14.000 --> 00:27:19.000]  你可以睜大眼睛了
[00:27:22.000 --> 00:27:28.000]  這些觸感就讓羅馬書這段文字的記載
[00:27:28.000 --> 00:27:30.000]  生動起來了
[00:27:30.000 --> 00:27:32.000]  深刻起來了
[00:27:32.000 --> 00:27:35.000]  這些觸感這些五官的感覺
[00:27:35.000 --> 00:27:44.000]  是令我們感受到以前我們在罪裡面的盲目、窒息、捆綁和壓力
[00:27:44.000 --> 00:27:51.000]  又令我們感覺到被救贖從罪裡面得釋放的自由、輕鬆
[00:27:51.000 --> 00:27:54.000]  和被主更新的輕散
[00:27:54.000 --> 00:27:58.000]  這些觸感和身體的動作
[00:27:58.000 --> 00:28:02.000]  是能夠幫助我們去聯想和回憶
[00:28:02.000 --> 00:28:05.000]  我們是和基督聯合的
[00:28:05.000 --> 00:28:08.000]  是和基督同死同埋葬同復活的
[00:28:08.000 --> 00:28:13.000]  並且我們是因著這個五官的體驗
[00:28:13.000 --> 00:28:16.000]  我們有一個深刻的感受
[00:28:16.000 --> 00:28:21.000]  我們就能夠帶動我們的心靈今生立意
[00:28:21.000 --> 00:28:26.000]  以後立志向罪死和向主活
[00:28:26.000 --> 00:28:38.000]  弟兄姊妹其實我們是可以恆常用感知投入聖餐和投入聖禮去和主相遇的
[00:28:38.000 --> 00:28:41.000]  不過有弟兄姊妹就會問
[00:28:41.000 --> 00:28:44.000]  聖餐就起碼每個月一次
[00:28:44.000 --> 00:28:47.000]  但是水禮已經過了
[00:28:47.000 --> 00:28:49.000]  我浪費了
[00:28:49.000 --> 00:28:54.000]  我那次沒有用五官去投入自己的心靈裡面
[00:28:54.000 --> 00:28:57.000]  怎麼辦?怎樣和主相遇?
[00:28:57.000 --> 00:29:03.000]  其實只要你每次去參與弟兄姊妹的水禮的時候
[00:29:03.000 --> 00:29:05.000]  你不只是為了恭賀她
[00:29:05.000 --> 00:29:09.000]  不只是為她打氣去參觀水禮
[00:29:09.000 --> 00:29:13.000]  而是你投入水禮裡面
[00:29:13.000 --> 00:29:15.000]  當媳婦受浸的時候
[00:29:15.000 --> 00:29:20.000]  你同時回想你受浸當天的感受
[00:29:20.000 --> 00:29:25.000]  你就能夠每次在水禮裡面都和神相遇
[00:29:25.000 --> 00:29:30.000]  再次感受到神怎樣淋在你的生命裡面
[00:29:30.000 --> 00:29:33.000]  給你喜樂和恩典
[00:29:33.000 --> 00:29:37.000]  所以弟兄姊妹下次教會舉行水禮的時候
[00:29:37.000 --> 00:29:42.000]  你嘗試用你的五官全人投入去參與
[00:29:43.000 --> 00:29:47.000]  第三方面我想和大家分享的就是
[00:29:47.000 --> 00:29:51.000]  藉著各種藝術用五官去經驗神
[00:29:51.000 --> 00:29:54.000]  在2021年1月7日
[00:29:54.000 --> 00:30:01.000]  恩福崇拜學堂就邀請了洪志涓博士去講信仰的美
[00:30:01.000 --> 00:30:05.000]  他說崇拜是與神相遇
[00:30:05.000 --> 00:30:08.000]  藝術是用物質去呈現美
[00:30:08.000 --> 00:30:13.000]  他說從《出拉及記》第25章到31章
[00:30:13.000 --> 00:30:20.000]  是記載到神怎樣仔細地去吩咐不同的工匠去建造會幕
[00:30:20.000 --> 00:30:23.000]  和會幕裡面的陳設的時候
[00:30:23.000 --> 00:30:29.000]  就得知神是怎樣善用藝術去引導人去朝見他
[00:30:29.000 --> 00:30:34.000]  洪博士說藝術是藉感官去接收
[00:30:34.000 --> 00:30:38.000]  又能夠承載感情凝聚心思
[00:30:38.000 --> 00:30:42.000]  深化記憶和更新記憶
[00:30:42.000 --> 00:30:46.000]  我自己就不是藝術家
[00:30:46.000 --> 00:30:49.000]  我對藝術都不會有很多的研究
[00:30:49.000 --> 00:30:53.000]  不過我認為每一個人都可以用五感官
[00:30:53.000 --> 00:30:59.000]  去接收藝術所呈現的訊息和所承載的感情
[00:30:59.000 --> 00:31:07.000]  其實想想所有的藝術都是記載或抄襲神的創造
[00:31:07.000 --> 00:31:11.000]  例如攝影就是記載神的創造
[00:31:11.000 --> 00:31:16.000]  或者我膚淺地想山水畫就是抄襲神的創造
[00:31:16.000 --> 00:31:22.000]  又或者所有的藝術都是用神已經創造了的語言
[00:31:22.000 --> 00:31:25.000]  巴比塔神是辯論口音
[00:31:25.000 --> 00:31:29.000]  或者是用神已經創造的物質
[00:31:29.000 --> 00:31:33.000]  去二次三次四次再創作
[00:31:33.000 --> 00:31:37.000]  神所創造的包括我們身體的器官聲帶
[00:31:37.000 --> 00:31:41.000]  都是他創造的
[00:31:41.000 --> 00:31:44.000]  藝術是多姿多彩的
[00:31:44.000 --> 00:31:49.000]  有詩藝、曲藝、歌藝、文藝、詩詞歌賦
[00:31:49.000 --> 00:31:53.000]  形體藝術、行為藝術、花藝、廚藝、影藝
[00:31:53.000 --> 00:31:56.000]  即是電影等等等等
[00:31:56.000 --> 00:32:00.000]  當一個基督徒以神做焦點
[00:32:00.000 --> 00:32:04.000]  或者用聖經的記載作為籃本去創作的時候
[00:32:04.000 --> 00:32:07.000]  他就能夠經歷神了
[00:32:07.000 --> 00:32:12.000]  而當我們用五官感知去欣賞基督徒的藝術作品
[00:32:12.000 --> 00:32:15.000]  或者呈現的時候
[00:32:15.000 --> 00:32:18.000]  我們也能夠認識神
[00:32:18.000 --> 00:32:22.000]  對神產生感情和神相遇
[00:32:22.000 --> 00:32:26.000]  我們創作詩篇和我們今天閱讀詩篇
[00:32:26.000 --> 00:32:30.000]  或者朗誦詩篇其實是一個最好的例子
[00:32:30.000 --> 00:32:36.000]  讓我分享一些善用五官感受藝術而體驗神的經驗
[00:32:36.000 --> 00:32:40.000]  我相信你也有類似的經驗
[00:32:40.000 --> 00:32:43.000]  好像剛才敬拜的時候這樣
[00:32:43.000 --> 00:32:47.000]  當你聽或者唱聖詩
[00:32:47.000 --> 00:32:51.000]  你聽到神如此認識我
[00:32:51.000 --> 00:32:54.000]  你會被觸動
[00:32:54.000 --> 00:32:56.000]  神就是這樣
[00:32:56.000 --> 00:32:59.000]  時時用愛圍繞我
[00:32:59.000 --> 00:33:04.000]  當你盡力去讚美他
[00:33:04.000 --> 00:33:08.000]  聽到鼓和拍手
[00:33:08.000 --> 00:33:10.000]  甚至跳舞
[00:33:10.000 --> 00:33:13.000]  我們的靈被火熱
[00:33:13.000 --> 00:33:17.000]  我們就會讚美禱告和感恩
[00:33:17.000 --> 00:33:19.000]  你有沒有試過?
[00:33:19.000 --> 00:33:22.000]  另外你有沒有跳讚美操?
[00:33:22.000 --> 00:33:24.000]  當讚美操的時候
[00:33:24.000 --> 00:33:27.000]  舉手向上
[00:33:27.000 --> 00:33:30.000]  你的身體動作
[00:33:30.000 --> 00:33:33.000]  你的觸感帶動你整個心靈
[00:33:33.000 --> 00:33:38.000]  更加朝向神和看護神
[00:33:38.000 --> 00:33:44.000]  我自己也很喜歡去仁視十字架
[00:33:44.000 --> 00:33:48.000]  和去揚燭的光
[00:33:48.000 --> 00:33:53.000]  當我嗅到香味
[00:33:53.000 --> 00:33:56.000]  看著光在搖曳
[00:33:56.000 --> 00:33:59.000]  看著十字架的影像
[00:33:59.000 --> 00:34:02.000]  我回想著給我的救恩
[00:34:02.000 --> 00:34:06.000]  慢慢心靈平靜下來
[00:34:06.000 --> 00:34:09.000]  就會安歇在主的裡面
[00:34:09.000 --> 00:34:13.000]  我又想你用一點時間
[00:34:13.000 --> 00:34:18.000]  去看看這個橄欖木雕
[00:34:18.000 --> 00:34:27.000]  你看著這個木雕的時候
[00:34:27.000 --> 00:34:29.000]  你看到什麼呢?
[00:34:29.000 --> 00:34:33.000]  還有什麼感覺呢?
[00:34:33.000 --> 00:34:37.000]  我看著主耶穌的頭像
[00:34:37.000 --> 00:34:41.000]  我就看到主耶穌憂鬱的眼神
[00:34:41.000 --> 00:34:44.000]  我看到祂憂傷的眼神
[00:34:44.000 --> 00:34:47.000]  我就想祂為我的罪憂傷
[00:34:47.000 --> 00:34:53.000]  促使我真誠地向主認罪
[00:34:53.000 --> 00:34:57.000]  大家還記不記得
[00:34:57.000 --> 00:35:00.000]  一次的復活節晚會
[00:35:00.000 --> 00:35:04.000]  或者是受苦節的晚會
[00:35:04.000 --> 00:35:07.000]  在當天我們用釘子
[00:35:07.000 --> 00:35:09.000]  自己拿釘子
[00:35:09.000 --> 00:35:12.000]  釘上十字架那裡
[00:35:12.000 --> 00:35:15.000]  我們觸摸著這些釘子
[00:35:15.000 --> 00:35:20.000]  我們看到一個荊棘的冠冕
[00:35:20.000 --> 00:35:24.000]  你的心靈有沒有被觸動
[00:35:24.000 --> 00:35:27.000]  感激主為我們受死呢?
[00:35:27.000 --> 00:35:29.000]  在復活節的主日
[00:35:29.000 --> 00:35:32.000]  看到一個紫色的布
[00:35:32.000 --> 00:35:36.000]  看到一個甲子飛在那裡
[00:35:36.000 --> 00:35:39.000]  好像聖靈象徵著聖靈
[00:35:39.000 --> 00:35:41.000]  你有沒有感受到
[00:35:41.000 --> 00:35:43.000]  與復活節的主同在
[00:35:43.000 --> 00:35:45.000]  是好得無比的呢?
[00:35:45.000 --> 00:35:47.000]  這些就是藝術
[00:35:47.000 --> 00:35:50.000]  透過我們的五感觀
[00:35:50.000 --> 00:35:52.000]  被我們心靈的觸動
[00:35:52.000 --> 00:35:56.000]  去到歐洲的教堂
[00:35:56.000 --> 00:36:02.000]  那些光是透過彩色的玻璃滲下來
[00:36:02.000 --> 00:36:06.000]  看到高聳的教堂的天花
[00:36:06.000 --> 00:36:09.000]  感受到一個莊嚴的氣氛
[00:36:09.000 --> 00:36:11.000]  心靈靜下來
[00:36:11.000 --> 00:36:13.000]  對神產生敬畏
[00:36:13.000 --> 00:36:15.000]  就會跪下來
[00:36:15.000 --> 00:36:18.000]  向神禱告
[00:36:18.000 --> 00:36:20.000]  我讀神學的時候
[00:36:20.000 --> 00:36:24.000]  我曾經依據主耶穌說的八福
[00:36:24.000 --> 00:36:27.000]  去設計了這些剪紙畫
[00:36:27.000 --> 00:36:30.000]  當我一直去構思
[00:36:30.000 --> 00:36:33.000]  怎樣去呈現八福的時候
[00:36:33.000 --> 00:36:39.000]  其實我越想就越明白主的價值觀
[00:36:39.000 --> 00:36:41.000]  和祂的心腸
[00:36:41.000 --> 00:36:45.000]  我就樂意去採用主的價值觀
[00:36:45.000 --> 00:36:48.000]  去效法主的心腸
[00:36:48.000 --> 00:36:51.000]  大家也知道
[00:36:51.000 --> 00:36:54.000]  我很喜歡烹飪
[00:36:54.000 --> 00:36:56.000]  我每次烹飪的時候
[00:36:56.000 --> 00:36:59.000]  都覺得神很厲害
[00:36:59.000 --> 00:37:02.000]  祂創造了多姿多彩的食材
[00:37:02.000 --> 00:37:04.000]  就算是菇菌
[00:37:04.000 --> 00:37:07.000]  也有很多類
[00:37:07.000 --> 00:37:10.000]  我時時都用盡我的五感觀
[00:37:10.000 --> 00:37:15.000]  去再次創造神的食物
[00:37:15.000 --> 00:37:19.000]  去呈現神創造食物的色香味
[00:37:19.000 --> 00:37:24.000]  我也嘗試用食物去傳遞神的訊息
[00:37:24.000 --> 00:37:30.000]  我試過做一個可以講福音的牛油麵包布丁
[00:37:30.000 --> 00:37:32.000]  大家看到十字架在裏面
[00:37:32.000 --> 00:37:36.000]  另外那些就是一些很紛亂的世界
[00:37:36.000 --> 00:37:39.000]  我就是送給人去講福音
[00:37:39.000 --> 00:37:43.000]  大家看到左上角那裏嗎?
[00:37:43.000 --> 00:37:45.000]  是不是五色豬?
[00:37:45.000 --> 00:37:48.000]  其實不是,是五色水果串
[00:37:48.000 --> 00:37:51.000]  我用五色水果串
[00:37:51.000 --> 00:37:55.000]  讓人一邊嘗一邊有味道有味覺
[00:37:55.000 --> 00:37:58.000]  一邊去聽福音
[00:37:58.000 --> 00:38:02.000]  其實我昨天很成功地用這個水果串
[00:38:02.000 --> 00:38:07.000]  向我家的兼職的家務助理傳了福音
[00:38:07.000 --> 00:38:08.000]  他相信了主
[00:38:08.000 --> 00:38:10.000]  我非常開心
[00:38:10.000 --> 00:38:16.000]  新年了,我有學做魚的年糕
[00:38:16.000 --> 00:38:19.000]  不過人家會說年年有魚
[00:38:19.000 --> 00:38:25.000]  但我用這個鯉魚年糕祝我的家人得人如得魚
[00:38:25.000 --> 00:38:29.000]  這些都是藝術的一種
[00:38:29.000 --> 00:38:37.000]  另外,波道總會舉辦了一個書法靈修的課程
[00:38:37.000 --> 00:38:39.000]  很可惜我沒有時間去參加
[00:38:39.000 --> 00:38:43.000]  但其實我們真的可以直接寫書法
[00:38:43.000 --> 00:38:48.000]  或者看書法去領會神的話
[00:38:48.000 --> 00:38:50.000]  兄弟姐妹
[00:38:50.000 --> 00:38:55.000]  我不是說所有藝術都能讓我們認識神
[00:38:55.000 --> 00:39:03.000]  我們應分辨哪些藝術建基於真道和真理
[00:39:03.000 --> 00:39:05.000]  哪些藝術不是
[00:39:05.000 --> 00:39:10.000]  我們也不能讓藝術奪取神的榮耀
[00:39:10.000 --> 00:39:12.000]  挪開我們的焦點
[00:39:12.000 --> 00:39:13.000]  只是唯美
[00:39:13.000 --> 00:39:17.000]  而心靈不是對準神
[00:39:17.000 --> 00:39:21.000]  不過以神為中心的藝術創作
[00:39:21.000 --> 00:39:27.000]  以神為焦點去欣賞和感受藝術作品
[00:39:27.000 --> 00:39:30.000]  我們是能夠與神相遇的
[00:39:30.000 --> 00:39:38.000]  第四方面,在日常生活中用五官去認識神
[00:39:38.000 --> 00:39:42.000]  剛才敬拜的時候我們也唱了這首歌
[00:39:42.000 --> 00:39:44.000]  詩篇139篇
[00:39:44.000 --> 00:39:52.000]  在第二和第三節說到神是無處不在,無所不知
[00:39:52.000 --> 00:40:01.000]  另外,他說到我們坐下,我們起來,我們走路,我們躺臥
[00:40:01.000 --> 00:40:03.000]  也就是說我們的日常生活
[00:40:03.000 --> 00:40:06.000]  神也在,神也知道
[00:40:06.000 --> 00:40:10.000]  第五節說,祂四處圍繞著我們
[00:40:10.000 --> 00:40:16.000]  第七和第十節說,就算我們上天下地,去到天腳底那裡
[00:40:16.000 --> 00:40:19.000]  祂也會引導扶持我們
[00:40:19.000 --> 00:40:25.000]  所以我們日常生活中,每時每刻,我們在做什麼
[00:40:25.000 --> 00:40:31.000]  其實我們也可以善用五官,帶動意念和心靈去認識神
[00:40:31.000 --> 00:40:33.000]  得著神的引導
[00:40:33.000 --> 00:40:39.000]  因為時間關係,我各舉五官的一個例子
[00:40:39.000 --> 00:40:46.000]  當你的喉嚨有點癢,你去喝蜜糖水的時候
[00:40:46.000 --> 00:40:51.000]  你嘗到蜜糖的甘甜和滋潤你的喉嚨
[00:40:51.000 --> 00:40:57.000]  你就會想起,你的言語在我上唐那裡何等甘美
[00:40:57.000 --> 00:41:00.000]  在我口中比蜜更甜
[00:41:00.000 --> 00:41:07.000]  當這樣嘗到的時候,就會引發對神的話語學務之情
[00:41:07.000 --> 00:41:15.000]  當我洗完澡,或者做Facial
[00:41:15.000 --> 00:41:18.000]  聞到自己香噴噴的時候
[00:41:18.000 --> 00:41:23.000]  我就想起,保羅說感謝神
[00:41:23.000 --> 00:41:26.000]  祂常率領我們在基督裡面得勝
[00:41:26.000 --> 00:41:31.000]  並藉著我們在各處顯揚,那因認識基督而有的香氣
[00:41:31.000 --> 00:41:36.000]  我就會告訴自己,不准自己有些寒臭味
[00:41:36.000 --> 00:41:39.000]  不准自己有些臭的見證
[00:41:39.000 --> 00:41:44.000]  我只可以為神做一些香的見證,美好的見證
[00:41:44.000 --> 00:41:51.000]  其實日常生活不一定像在大自然裡看到那麼美的東西
[00:41:51.000 --> 00:41:54.000]  或者你在大自然裡也看到不美的東西
[00:41:54.000 --> 00:42:01.000]  當你踩到狗糞,或者你看到一大堆牛糞,二堆三堆的時候
[00:42:01.000 --> 00:42:03.000]  你有什麼感覺呢?
[00:42:03.000 --> 00:42:05.000]  很噁心,很噁心
[00:42:05.000 --> 00:42:08.000]  但是當你想到
[00:42:08.000 --> 00:42:16.000]  詩人說神在我們很悲哀的生命裡提拔我們
[00:42:16.000 --> 00:42:21.000]  祂令我們跟貴族同坐,跟本國的王子同坐的時候
[00:42:21.000 --> 00:42:25.000]  你是不是充滿感激和幸福感呢?
[00:42:25.000 --> 00:42:30.000]  當你聽到同事在吵架的時候
[00:42:30.000 --> 00:42:35.000]  你會不會想起其實你前幾天也是跟家人吵架呢?
[00:42:35.000 --> 00:42:40.000]  會不會想起《針研》第十五章十八節呢?
[00:42:40.000 --> 00:42:44.000]  暴露的人挑啟爭端,引路的人紫色紛爭
[00:42:44.000 --> 00:42:49.000]  就深深懊悔自己失見證,去求主饒恕
[00:42:49.000 --> 00:42:53.000]  而且嘗試去跟人磨好呢?
[00:42:53.000 --> 00:42:56.000]  好了,觸感
[00:42:56.000 --> 00:42:59.000]  當感覺到很熱的時候
[00:42:59.000 --> 00:43:04.000]  你有沒有想起耶利米蘇十七章七至八節呢?
[00:43:04.000 --> 00:43:09.000]  倚靠耶和華,以耶和華維他水養顏的人
[00:43:09.000 --> 00:43:10.000]  懶人就有福了
[00:43:10.000 --> 00:43:13.000]  就好像樹栽在溪水房一樣
[00:43:13.000 --> 00:43:16.000]  在河邊紮根,多熱都不會察覺
[00:43:16.000 --> 00:43:20.000]  葉子就會清脆了
[00:43:20.000 --> 00:43:23.000]  其實心靜自然涼
[00:43:23.000 --> 00:43:27.000]  只要我們安穩在主那裡去養耐耶和華
[00:43:27.000 --> 00:43:29.000]  感覺到神給我們的福氣
[00:43:29.000 --> 00:43:34.000]  我們就沒有這些燥熱的感覺了
[00:43:34.000 --> 00:43:39.000]  弟兄姊妹,你有沒有時時在日常生活裡面
[00:43:39.000 --> 00:43:44.000]  去用你的感官,藉著所見所聞所思所感
[00:43:44.000 --> 00:43:50.000]  去得著神的話語,認識神,得著神的引導
[00:43:50.000 --> 00:43:57.000]  而且更加激發你感激神,愛神,學武神的情懷呢?
[00:43:57.000 --> 00:44:02.000]  五官感知是神給人的恩賜
[00:44:02.000 --> 00:44:06.000]  人的身體和心靈是互動的,互為影響的
[00:44:06.000 --> 00:44:13.000]  讓我們時時都用聖言和聖靈去引導我們的感官和傳人
[00:44:13.000 --> 00:44:16.000]  以致我們時時跟神相遇
[00:44:16.000 --> 00:44:22.000]  又懂得將我們的感受和神相遇的領受和人分享
[00:44:22.000 --> 00:44:25.000]  以致他們都認識神呢?
[00:44:25.000 --> 00:44:31.000]  弟兄姊妹,我很希望你們每一天都能夠經歷神,親近神

