
[00:00:00.000 --> 00:00:06.600]  各位定睛姐妹,早安!聖誕快樂!今年大家夠不夠聖誕?
[00:26:26.100 --> 00:26:31.100]  聖誕節和壽誕節是一個不可分割的節日
[00:26:31.100 --> 00:26:37.100]  上帝的拯救不單單是在壽誕節裡
[00:26:37.100 --> 00:26:41.100]  更加是起始於聖誕節的降生
[00:26:41.100 --> 00:26:44.100]  讓我們能夠好好地Treasure up
[00:26:44.100 --> 00:26:46.100]  讓我們能夠好好地保管著它
[00:26:46.100 --> 00:26:48.100]  成為我們生命力量
[00:26:48.100 --> 00:26:52.100]  讓我們雖然身體衰退
[00:26:52.100 --> 00:26:55.100]  世界雖然越來越不知道怎樣好
[00:26:55.100 --> 00:26:58.100]  我們內心仍然溫暖
[00:26:58.100 --> 00:27:01.100]  內心仍然有著你自己帶起的訊息
[00:27:01.100 --> 00:27:03.100]  能夠面對這個世界
[00:27:03.100 --> 00:27:06.100]  幫助我們感酸加鬧鼎之門
[00:27:06.100 --> 00:27:11.100]  我們能夠成為心裡健康的人
[00:27:11.100 --> 00:27:13.100]  我們靈魂發落的人
[00:27:13.100 --> 00:27:15.100]  我們以你的救恩為樂
[00:27:15.100 --> 00:27:19.100]  以你的榮耀為我們的福分
[00:27:19.100 --> 00:27:21.100]  求主你幫助我們
[00:27:21.100 --> 00:27:22.100]  奉主命求
[00:27:22.100 --> 00:27:23.100]  阿門

