
[00:00:00.000 --> 00:00:03.000]  在2007年的時候
[00:20:26.000 --> 00:20:30.000]  或者有些補充的劑
[00:20:30.000 --> 00:20:34.000]  但是大腦的營養
[00:20:34.000 --> 00:20:40.000]  你跟我今天每天吸了多少這些思想
[00:20:40.000 --> 00:20:44.000]  主耶穌在馬漢福音第七章
[00:20:44.000 --> 00:20:46.000]  十四節開始
[00:20:46.000 --> 00:20:48.000]  門徒開始討論
[00:20:48.000 --> 00:20:51.000]  因為他們入屋之後
[00:20:51.000 --> 00:20:57.000]  那些法利賽人就在暗中去罵那些門徒
[00:20:57.000 --> 00:21:00.000]  嘩 回家都不洗手
[00:21:00.000 --> 00:21:05.000]  污衊接觸外面的外邦人
[00:21:05.000 --> 00:21:07.000]  門徒就很奇怪
[00:21:07.000 --> 00:21:09.000]  耶穌說了一番話
[00:21:09.000 --> 00:21:13.000]  入口的不會污衊人的
[00:21:13.000 --> 00:21:16.000]  唯有出口的才會污衊人的
[00:21:16.000 --> 00:21:18.000]  門徒就很不明白
[00:21:18.000 --> 00:21:21.000]  入屋之後就問耶穌
[00:21:21.000 --> 00:21:24.000]  耶穌說
[00:21:24.000 --> 00:21:26.000]  第十七節
[00:21:26.000 --> 00:21:28.000]  這是七章的十七節
[00:21:28.000 --> 00:21:31.000]  耶穌離開眾人進了屋子
[00:21:31.000 --> 00:21:34.000]  門徒就問他者比喻是什麼意思
[00:21:34.000 --> 00:21:35.000]  第十八節
[00:21:35.000 --> 00:21:37.000]  耶穌對他們說
[00:21:37.000 --> 00:21:39.000]  原來你們都不明白
[00:21:39.000 --> 00:21:41.000]  難道你們不了解
[00:21:41.000 --> 00:21:43.000]  凡是從外面進去的
[00:21:43.000 --> 00:21:45.000]  是不會污衊人的
[00:21:45.000 --> 00:21:47.000]  因為不是進他的心靈
[00:21:47.000 --> 00:21:50.000]  是進他的肚子
[00:21:50.000 --> 00:21:54.000]  接著就排出來去廁所
[00:21:54.000 --> 00:21:58.000]  就是說各樣的食物其實都是潔淨的
[00:21:58.000 --> 00:22:00.000]  不過說完之後
[00:22:00.000 --> 00:22:02.000]  耶穌說第二十節
[00:22:02.000 --> 00:22:04.000]  耶穌又說
[00:22:04.000 --> 00:22:06.000]  從人裡面出來的
[00:22:06.000 --> 00:22:09.000]  那才真正的去玷污人
[00:22:09.000 --> 00:22:11.000]  因為從人心裡面
[00:22:11.000 --> 00:22:14.000]  發出的是種種的惡念
[00:22:14.000 --> 00:22:16.000]  淫亂 偷渡
[00:22:16.000 --> 00:22:18.000]  兇殺 奸人
[00:22:18.000 --> 00:22:20.000]  貪婪 邪惡
[00:22:20.000 --> 00:22:22.000]  詭詐 淫蕩
[00:22:22.000 --> 00:22:24.000]  嫉妒 毀謗
[00:22:24.000 --> 00:22:26.000]  驕傲 狂妄
[00:22:26.000 --> 00:22:30.000]  這一切的惡都是從裡面出來
[00:22:30.000 --> 00:22:34.000]  而且是能夠玷污人的
[00:22:34.000 --> 00:22:39.000]  這些就是我們每天吃的東西
[00:22:39.000 --> 00:22:43.000]  史圖保羅真是很寶貴
[00:22:43.000 --> 00:22:45.000]  一個生命的改變
[00:22:45.000 --> 00:22:48.000]  發現基督徒最重要的
[00:22:48.000 --> 00:22:51.000]  要過快樂門徒生活
[00:22:51.000 --> 00:22:55.000]  就是不單止控制你的食物
[00:22:55.000 --> 00:22:57.000]  那個營養標籤
[00:22:57.000 --> 00:23:00.000]  是進入大腦裡面
[00:23:00.000 --> 00:23:05.000]  令我們去思想的一切的意念
[00:23:05.000 --> 00:23:10.000]  所以他現在不說那些不好的清單
[00:23:10.000 --> 00:23:12.000]  他說的是很好的清單
[00:23:12.000 --> 00:23:15.000]  多吃一點 不怕吃
[00:23:15.000 --> 00:23:17.000]  是什麼清單
[00:23:17.000 --> 00:23:20.000]  就是追求美善
[00:23:20.000 --> 00:23:23.000]  生命的美善
[00:23:23.000 --> 00:23:27.000]  基督徒有這樣的一個秘訣
[00:23:27.000 --> 00:23:31.000]  足夠我們靈魂的營養
[00:23:31.000 --> 00:23:33.000]  請問有多少弟兄姊妹
[00:23:33.000 --> 00:23:36.000]  會留意自己每天想的東西
[00:23:36.000 --> 00:23:39.000]  有些人去研究
[00:23:39.000 --> 00:23:45.000]  大概每天我們思想有一萬樣東西
[00:23:45.000 --> 00:23:48.000]  我們的可能是胡思亂想
[00:23:48.000 --> 00:23:50.000]  認真的想
[00:23:50.000 --> 00:23:52.000]  不經意的想等等
[00:23:52.000 --> 00:23:55.000]  由你起床到你睡覺
[00:23:55.000 --> 00:24:00.000]  這個時間可以是很多的思緒
[00:24:00.000 --> 00:24:04.000]  但是不是一些沒用的數據
[00:24:04.000 --> 00:24:08.000]  有時是很集中地對人的仇恨
[00:24:08.000 --> 00:24:10.000]  各樣的事情
[00:24:10.000 --> 00:24:12.000]  很多的事情
[00:24:12.000 --> 00:24:15.000]  所以我們要訓練我們自己
[00:24:15.000 --> 00:24:17.000]  我們要進入什麼
[00:24:17.000 --> 00:24:19.000]  我們的大腦裡面
[00:24:19.000 --> 00:24:21.000]  我們要吃什麼
[00:24:21.000 --> 00:24:23.000]  保羅就告訴我們
[00:24:23.000 --> 00:24:27.000]  這些美善就要追求了
[00:24:27.000 --> 00:24:30.000]  不妨我們可以再讀多一次
[00:24:30.000 --> 00:24:32.000]  麻煩玉玉再將經文打出來
[00:24:32.000 --> 00:24:37.000]  真實可敬公義清潔
[00:24:37.000 --> 00:24:40.000]  凡是可愛的事情
[00:24:40.000 --> 00:24:42.000]  凡是有美名的事情
[00:24:42.000 --> 00:24:45.000]  有什麼德行的事情
[00:24:45.000 --> 00:24:48.000]  有什麼是值得稱讚的事情
[00:24:48.000 --> 00:24:50.000]  都要留意
[00:24:50.000 --> 00:24:54.000]  這個字本身在第四章已經出現四次了
[00:24:54.000 --> 00:24:57.000]  就是思念這個字
[00:24:57.000 --> 00:24:59.000]  保羅就說你們要思念這些事情
[00:24:59.000 --> 00:25:03.000]  因為我們的大腦要進食這些思想
[00:25:03.000 --> 00:25:06.000]  在我們的內心裡面
[00:25:06.000 --> 00:25:08.000]  影響著我們的內心
[00:25:08.000 --> 00:25:11.000]  所以主耶穌就教導我們
[00:25:11.000 --> 00:25:14.000]  如果我們的內心是清潔出來的
[00:25:14.000 --> 00:25:17.000]  對人就會是一個很大的祝福
[00:25:17.000 --> 00:25:22.000]  就不是玷污人了
[00:25:22.000 --> 00:25:27.000]  剛才開始的時候那個例子
[00:25:27.000 --> 00:25:30.000]  貝爾做這個演奏
[00:25:30.000 --> 00:25:33.000]  這個調查暗中的
[00:25:33.000 --> 00:25:36.000]  希望找到有人真真正正
[00:25:36.000 --> 00:25:41.000]  是對美善的那種的羨慕和認識
[00:25:41.000 --> 00:25:43.000]  這些還是一些物質性的
[00:25:43.000 --> 00:25:45.000]  因為真的不知道
[00:25:45.000 --> 00:25:46.000]  趕著上班
[00:25:46.000 --> 00:25:49.000]  多好聽都與我無關
[00:25:49.000 --> 00:25:52.000]  這個調查始終有它的限制
[00:25:52.000 --> 00:25:55.000]  但是基督徒
[00:25:55.000 --> 00:25:57.000]  我們的生命
[00:25:57.000 --> 00:26:01.000]  用什麼來在我們的大腦裡面
[00:26:01.000 --> 00:26:03.000]  我們有限的人生
[00:26:03.000 --> 00:26:06.000]  唯有你和我自己知道的
[00:26:06.000 --> 00:26:09.000]  大腦是沒有人知道的
[00:26:09.000 --> 00:26:11.000]  你照老數秒
[00:26:11.000 --> 00:26:14.000]  是照不到你內心的意念的
[00:26:14.000 --> 00:26:17.000]  唯有神和我們知道的
[00:26:17.000 --> 00:26:19.000]  所以主耶穌教導我們
[00:26:19.000 --> 00:26:21.000]  保羅再一次說
[00:26:21.000 --> 00:26:22.000]  要追求的
[00:26:22.000 --> 00:26:24.000]  要思念的
[00:26:24.000 --> 00:26:26.000]  是這些事情
[00:26:26.000 --> 00:26:28.000]  是要讓這些美善
[00:26:28.000 --> 00:26:31.000]  在我們的大腦裡面不斷的徘徊
[00:26:31.000 --> 00:26:35.000]  然後第九節就是行動
[00:26:35.000 --> 00:26:38.000]  你看保羅所說
[00:26:38.000 --> 00:26:40.000]  從我所學習
[00:26:40.000 --> 00:26:41.000]  所領受
[00:26:41.000 --> 00:26:43.000]  聽見看見的
[00:26:43.000 --> 00:26:46.000]  你們都要繼續去做
[00:26:46.000 --> 00:26:48.000]  保羅說我就是其中一個
[00:26:48.000 --> 00:26:49.000]  在人生裡面
[00:26:49.000 --> 00:26:52.000]  我找到這個快樂的途徑
[00:26:52.000 --> 00:26:54.000]  我就是這樣追求
[00:26:54.000 --> 00:26:56.000]  在主耶穌的面前
[00:26:56.000 --> 00:27:00.000]  這樣來去那個美善的生活
[00:27:00.000 --> 00:27:02.000]  所以你們都要繼續去做
[00:27:02.000 --> 00:27:05.000]  其實保羅正在坐牢
[00:27:05.000 --> 00:27:10.000]  其實保羅有很多對教會的需要的掛心
[00:27:10.000 --> 00:27:13.000]  但是不會變成焦慮
[00:27:13.000 --> 00:27:16.000]  他仍然內心裡面有主的平安
[00:27:16.000 --> 00:27:19.000]  盡住在他的內心
[00:27:19.000 --> 00:27:21.000]  為什麼呢
[00:27:21.000 --> 00:27:25.000]  因為他追求的是這位美善的主
[00:27:25.000 --> 00:27:30.000]  所以平安的神就會與你們同在
[00:27:30.000 --> 00:27:36.000]  剛才說的要驅走那些焦慮
[00:27:36.000 --> 00:27:39.000]  神所賜出人意外的平安
[00:27:39.000 --> 00:27:41.000]  就會保守我們的心懷意念
[00:27:41.000 --> 00:27:43.000]  但是追求這些美善
[00:27:43.000 --> 00:27:46.000]  和實際的實踐出來的時候
[00:27:46.000 --> 00:27:50.000]  主耶穌就會與我們同在
[00:27:50.000 --> 00:27:53.000]  最後我想用一個例子來結束
[00:27:53.000 --> 00:27:57.000]  我手上有一本見證書
[00:27:57.000 --> 00:27:59.000]  新村的故事
[00:27:59.000 --> 00:28:03.000]  這本書是2019年12月
[00:28:03.000 --> 00:28:06.000]  應該是24號開始
[00:28:06.000 --> 00:28:09.000]  由一個意念
[00:28:09.000 --> 00:28:12.000]  2009年12月
[00:28:12.000 --> 00:28:15.000]  開始要來寫這本書
[00:28:15.000 --> 00:28:18.000]  400多頁的書
[00:28:18.000 --> 00:28:22.000]  用了不夠7個月就寫好了
[00:28:22.000 --> 00:28:26.000]  因為這個作者在2010年的7月17號
[00:28:26.000 --> 00:28:29.000]  就離開世界了
[00:28:29.000 --> 00:28:36.000]  裡面說了只是11年的他的人生
[00:28:36.000 --> 00:28:42.000]  由內地當時是剛剛戰後
[00:28:42.000 --> 00:28:49.000]  走難潮跟隨媽媽和一個哥哥一個妹妹
[00:28:49.000 --> 00:28:53.000]  四個人就走難來香港
[00:28:53.000 --> 00:28:57.000]  更加是戰後的逃亡潮
[00:28:57.000 --> 00:29:01.000]  戰後的孤兒的故事
[00:29:01.000 --> 00:29:05.000]  因為這個作者很快
[00:29:05.000 --> 00:29:11.000]  連他一起走難來香港的媽媽都病死
[00:29:11.000 --> 00:29:12.000]  在他四歲的時候
[00:29:12.000 --> 00:29:17.000]  爸爸已經在大陸廣州病死
[00:29:17.000 --> 00:29:22.000]  所以是很慘很坎坷很可憐的
[00:29:22.000 --> 00:29:24.000]  接著就送到去
[00:29:24.000 --> 00:29:28.000]  因為香港的親戚照顧不到他
[00:29:28.000 --> 00:29:33.000]  跟他哥哥就送去孤兒院
[00:29:33.000 --> 00:29:41.000]  他的妹妹應該是被他的姨媽
[00:29:41.000 --> 00:29:48.000]  送給一些有能力養他的妹妹
[00:29:48.000 --> 00:29:52.000]  所以從此就沒有機會見這個妹妹了
[00:29:52.000 --> 00:29:55.000]  直至長大很多年之後
[00:29:55.000 --> 00:30:00.000]  這個故事本來可以很坎坷
[00:30:00.000 --> 00:30:05.000]  很多對世界對自己的生命批判
[00:30:05.000 --> 00:30:09.000]  來埋怨很多的苦讀的作者
[00:30:09.000 --> 00:30:15.000]  但整本書他熱切要分享的是恩典
[00:30:15.000 --> 00:30:21.000]  是他的生命經歷很多很多主耶穌在他生命裏的恩典
[00:30:21.000 --> 00:30:24.000]  因為他在孤兒院裏面信了主
[00:30:24.000 --> 00:30:27.000]  很多年很小的時候
[00:30:27.000 --> 00:30:31.000]  就已經那些西教士帶了他兩兄弟信主
[00:30:31.000 --> 00:30:35.000]  所以他的生命充滿的是感恩
[00:30:35.000 --> 00:30:38.000]  長大之後學有所成
[00:30:38.000 --> 00:30:40.000]  在安署中學教書
[00:30:40.000 --> 00:30:47.000]  得到很多的師長、同學、學生對他的愛戴
[00:30:47.000 --> 00:30:52.000]  這位的弟兄就是潘建宗弟兄
[00:30:52.000 --> 00:30:57.000]  他整個十一年的孤兒院生涯
[00:30:57.000 --> 00:30:59.000]  是真真正正的孤兒
[00:30:59.000 --> 00:31:05.000]  但是流露出的是那份對生命的熱愛
[00:31:05.000 --> 00:31:08.000]  對生命的追求
[00:31:08.000 --> 00:31:12.000]  以及對美善的尋求
[00:31:12.000 --> 00:31:18.000]  一些對他的人生的痛苦、坎坷
[00:31:18.000 --> 00:31:23.000]  一點你都看不到有任何的那種控訴
[00:31:23.000 --> 00:31:28.000]  反而他歌頌的是在他身邊一直幫助他的人
[00:31:28.000 --> 00:31:32.000]  以及他自己在整個生活裏面成長
[00:31:32.000 --> 00:31:37.000]  那種快樂、那份平安
[00:31:37.000 --> 00:31:40.000]  我在2005年的時間
[00:31:40.000 --> 00:31:42.000]  在孫德堂聚會
[00:31:42.000 --> 00:31:45.000]  只是圓坑一面見過潘先生
[00:31:45.000 --> 00:31:49.000]  但是就沒有機會可以一起侍奉
[00:31:49.000 --> 00:31:53.000]  但是當我2010年入職在錦繡堂之後
[00:31:53.000 --> 00:31:58.000]  經常聽張牧師提到潘先生、潘建宗弟兄
[00:31:58.000 --> 00:32:01.000]  侍奉裏面的那份熱誠
[00:32:01.000 --> 00:32:05.000]  對童工、對神學生的愛戴
[00:32:05.000 --> 00:32:07.000]  因為他自己是一個孤兒成長
[00:32:07.000 --> 00:32:11.000]  他很明白很多的事情
[00:32:11.000 --> 00:32:15.000]  如何給那些院友去打
[00:32:15.000 --> 00:32:18.000]  書裏面有詳細的說
[00:32:18.000 --> 00:32:20.000]  很慘的
[00:32:20.000 --> 00:32:22.000]  但是一個長大的人
[00:32:22.000 --> 00:32:24.000]  在主耶穌裏面
[00:32:24.000 --> 00:32:26.000]  他自己一生的追求
[00:32:26.000 --> 00:32:30.000]  所出來的是一份美善的生命
[00:32:30.000 --> 00:32:35.000]  其實他是很熱切要寫這個見證
[00:32:35.000 --> 00:32:39.000]  是他確診了急性血癌的時候
[00:32:39.000 --> 00:32:44.000]  2009年聖誕節的前兩天
[00:32:44.000 --> 00:32:47.000]  他覺得他要寫下這個見證
[00:32:47.000 --> 00:32:52.000]  來為主耶穌、為烏溪沙的新村
[00:32:52.000 --> 00:32:55.000]  來作一個美善的見證
[00:32:55.000 --> 00:32:57.000]  有很多的西教士
[00:32:57.000 --> 00:33:00.000]  曾經在這些小朋友的生命裏面
[00:33:00.000 --> 00:33:03.000]  留下了主耶穌的美善
[00:33:03.000 --> 00:33:07.000]  所以他很想在他臨死之前
[00:33:07.000 --> 00:33:09.000]  寫這個見證
[00:33:09.000 --> 00:33:11.000]  你想想用了七個月
[00:33:11.000 --> 00:33:13.000]  插了喉
[00:33:13.000 --> 00:33:16.000]  來寫是很艱難
[00:33:16.000 --> 00:33:18.000]  但是潘先生完成了
[00:33:18.000 --> 00:33:21.000]  他現在在天上
[00:33:21.000 --> 00:33:24.000]  等待我們的人生
[00:33:24.000 --> 00:33:29.000]  你如何去編寫你自己的人生
[00:33:29.000 --> 00:33:31.000]  史陀保羅告訴我們
[00:33:31.000 --> 00:33:35.000]  凡是真實、可敬、有美名
[00:33:35.000 --> 00:33:36.000]  值得稱讚的事情
[00:33:36.000 --> 00:33:39.000]  我們就要思念了
[00:33:39.000 --> 00:33:43.000]  這個是美善基督徒的人生
[00:33:43.000 --> 00:33:45.000]  求主幫助我們每一個
[00:33:45.000 --> 00:33:48.000]  一起編織美麗的人生
[00:33:48.000 --> 00:33:50.000]  我們一起簡單祈禱
[00:33:50.000 --> 00:33:52.000]  多謝主
[00:33:52.000 --> 00:33:55.000]  讓我們能夠在菲律賓書裏面
[00:33:55.000 --> 00:33:58.000]  看到這麼優美的人生追求
[00:33:58.000 --> 00:34:01.000]  可以追求健康的人際關係
[00:34:01.000 --> 00:34:04.000]  可以追求平安的心靈
[00:34:04.000 --> 00:34:06.000]  的心懷意念
[00:34:06.000 --> 00:34:08.000]  可以來到在主耶穌的
[00:34:08.000 --> 00:34:11.000]  臨近我們的心靈裏面
[00:34:11.000 --> 00:34:13.000]  我們去追求美善
[00:34:13.000 --> 00:34:15.000]  我們獻上感恩
[00:34:15.000 --> 00:34:18.000]  願主感動弟兄姊妹
[00:34:18.000 --> 00:34:20.000]  感宣家的弟兄姊妹
[00:34:20.000 --> 00:34:22.000]  一起在我們的人生
[00:34:22.000 --> 00:34:25.000]  為主來追求美善
[00:34:25.000 --> 00:34:28.000]  和活出美善的人生
[00:34:28.000 --> 00:34:30.000]  這樣的感恩禱告
[00:34:30.000 --> 00:34:32.000]  奉耶穌基督的名
[00:34:32.000 --> 00:34:34.000]  阿門

