
[00:00:00.000 --> 00:00:03.720]   Welcome to The Vine.
[00:21:27.060 --> 00:21:32.660]   We love to gather in this room and gather online and gather in Yulong and worship God
[00:21:32.660 --> 00:21:34.260]   in the way that we do.
[00:21:34.260 --> 00:21:35.860]   And our worship here is noisy.
[00:21:35.860 --> 00:21:36.860]   It's loud.
[00:21:36.860 --> 00:21:37.860]   We have drums.
[00:21:37.860 --> 00:21:38.860]   We sing loud.
[00:21:38.860 --> 00:21:39.860]   It's awesome.
[00:21:39.860 --> 00:21:44.720]   But I think what God is saying is we have to be really careful in our journey with Him
[00:21:44.720 --> 00:21:51.940]   that our worship of Him doesn't become a worship of worship, that our worship of Him doesn't
[00:21:51.940 --> 00:21:57.860]   become some worship of an experience, or our worship of Him doesn't become instead a worship
[00:21:57.860 --> 00:22:02.540]   of some culture or some traditions or something else that's other than Him.
[00:22:02.540 --> 00:22:06.360]   Even if those things are good, if they're not Him, then He is not in it.
[00:22:06.360 --> 00:22:10.620]   We can make a huge amount of noise in this room, but if our hearts aren't in the right
[00:22:10.620 --> 00:22:15.500]   place, God is not in it.
[00:22:15.500 --> 00:22:21.900]   And so God comes to Elijah and says, "What you're perceiving about Israel is correct."
[00:22:21.900 --> 00:22:26.300]   I'm not in all of that dramatic stuff.
[00:22:26.300 --> 00:22:29.420]   But God's also speaking personally to Elijah.
[00:22:29.420 --> 00:22:35.420]   You see, I think the wind and the earthquake and the fire was representative also metaphorically
[00:22:35.420 --> 00:22:39.420]   to Elijah of what was happening inside of him with his emotions.
[00:22:39.420 --> 00:22:43.020]   He was going through an absolute turmoil in his emotions.
[00:22:43.020 --> 00:22:47.660]   He was so frustrated and so angry and so depressed.
[00:22:47.660 --> 00:22:51.700]   It's almost like there was this kind of roaring wind of frustration in him that he didn't
[00:22:51.700 --> 00:22:53.100]   know how to express.
[00:22:53.100 --> 00:22:57.620]   There was this like shaking earthquake anger in him that was deep inside of him.
[00:22:57.620 --> 00:23:02.220]   There was a raging fire, if you will, of depression that he couldn't quench.
[00:23:02.220 --> 00:23:03.620]   He couldn't put it out.
[00:23:03.620 --> 00:23:08.140]   And I think God shows up and shows him all the stuff that's happening around him to try
[00:23:08.140 --> 00:23:12.460]   to connect to the reality of what's happening inside of him.
[00:23:12.460 --> 00:23:13.900]   He's like, "This is what it's like for you.
[00:23:13.900 --> 00:23:15.820]   This is how you're feeling right now.
[00:23:15.820 --> 00:23:16.820]   There's all this turmoil.
[00:23:16.820 --> 00:23:18.660]   There's all this noise inside of you.
[00:23:18.660 --> 00:23:22.460]   There's all these competing emotions that are trying to tell you who you are."
[00:23:22.460 --> 00:23:26.060]   Remember last week when I was talking about how our emotions tell us who we are?
[00:23:26.060 --> 00:23:30.020]   All that stuff is happening and God's like, "I'm not there."
[00:23:30.020 --> 00:23:34.180]   And I think God understood something about Elijah here that I think we all need to grasp.
[00:23:34.180 --> 00:23:40.020]   God understood that Elijah in this moment is fragile, that Elijah in this moment is
[00:23:40.020 --> 00:23:41.900]   overwhelmed.
[00:23:41.900 --> 00:23:47.660]   And if God showed up to Elijah like he had shown up to Moses, I think Elijah would have
[00:23:47.660 --> 00:23:50.740]   imploded.
[00:23:50.740 --> 00:23:54.420]   You see, Elijah didn't need some big drama in that moment.
[00:23:54.420 --> 00:23:59.060]   He had enough drama going on in himself.
[00:23:59.060 --> 00:24:08.900]   What he needed was God to come, like my mom, drew alongside of him in the time when he
[00:24:08.900 --> 00:24:15.260]   thought he would get an angry word, when he thought he should be told off.
[00:24:15.260 --> 00:24:20.380]   And God comes and gives him grace.
[00:24:20.380 --> 00:24:22.060]   Look exactly what he does.
[00:24:22.060 --> 00:24:27.540]   God says this, "And after the fire came a gentle whisper.
[00:24:27.540 --> 00:24:31.020]   When Elijah heard it, he pulled his cloak over his face and he went out and stood at
[00:24:31.020 --> 00:24:32.380]   the mouth of the cave."
[00:24:32.380 --> 00:24:37.740]   God wasn't in any of that drama stuff, but God comes and does something unprecedented
[00:24:37.740 --> 00:24:39.260]   in Scripture to this point.
[00:24:39.260 --> 00:24:42.540]   He just comes in a gentle whisper.
[00:24:42.540 --> 00:24:48.780]   The Hebrew here for gentle whisper really means a still, small voice, or it can be translated
[00:24:48.780 --> 00:24:53.500]   a quiet and gentle breath.
[00:24:53.500 --> 00:24:54.980]   And I think this is so beautiful.
[00:24:54.980 --> 00:25:00.300]   God's like, "I know exactly how you're feeling right now, and I'm going to come to you in
[00:25:00.300 --> 00:25:03.380]   the opposite of what you expect.
[00:25:03.380 --> 00:25:06.380]   I'm going to show you all the things that are happening inside of your heart, and I'm
[00:25:06.380 --> 00:25:11.700]   going to come with the one thing that you least expect that can turn all of that turmoil
[00:25:11.700 --> 00:25:13.260]   around in a moment.
[00:25:13.260 --> 00:25:16.260]   When you thought I was going to get angry at you and shout at you and send you to your
[00:25:16.260 --> 00:25:23.900]   bedroom for 21 years, I show up and say, 'It's okay.
[00:25:23.900 --> 00:25:26.540]   I'm here.
[00:25:26.540 --> 00:25:27.540]   We can do this.'"
[00:25:27.540 --> 00:25:31.660]   It's interesting here, and I think this is really important.
[00:25:31.660 --> 00:25:38.100]   We never ever know or hear the words that God spoke over Elijah.
[00:25:38.100 --> 00:25:39.500]   Notice that?
[00:25:39.500 --> 00:25:42.980]   I think if we did know the words that God had spoken over Elijah in this moment that
[00:25:42.980 --> 00:25:47.620]   set Elijah on his path to healing, we would have turned those words into a formula that
[00:25:47.620 --> 00:25:50.340]   we pray for each other every time we're a bit stressed.
[00:25:50.340 --> 00:25:55.720]   I think God is very wise because God understands that every single person's story and situation
[00:25:55.720 --> 00:25:56.720]   is unique.
[00:25:56.720 --> 00:25:59.820]   And very rarely is there a one formula that works for all.
[00:25:59.820 --> 00:26:03.900]   And so we never find out what exactly it is that God says to Elijah here.
[00:26:03.900 --> 00:26:06.180]   What we see is the response.
[00:26:06.180 --> 00:26:11.700]   Elijah is drawn out of his cave, and he comes to the entrance, and he covers his face like
[00:26:11.700 --> 00:26:17.260]   Moses did because he knows that God is about to pass by.
[00:26:17.260 --> 00:26:24.860]   You see, where Moses needed a demonstration of the power of God, God understood that Elijah
[00:26:24.860 --> 00:26:29.220]   needed a demonstration of his intimacy.
[00:26:29.220 --> 00:26:33.580]   And for every single one of you here, if you've ever dealt with some sort of mental health
[00:26:33.580 --> 00:26:37.060]   challenge like I have and like I've shared with you over the last couple of weeks with
[00:26:37.060 --> 00:26:46.900]   anxiety, so often the last thing I need is somebody else's loud voice at me telling me
[00:26:46.900 --> 00:26:50.540]   all the things that I should do in order to get better.
[00:26:50.540 --> 00:26:59.300]   And actually what I really need is for them to just sit with me, for them to maybe shut
[00:26:59.300 --> 00:27:05.180]   up a bit and just be present.
[00:27:05.180 --> 00:27:13.660]   And Elijah discovers a God in this moment who is present with him.
[00:27:13.660 --> 00:27:20.660]   Like my mom when I was trembling with the messed up cube, and she says, "It's okay,
[00:27:20.660 --> 00:27:21.660]   son.
[00:27:21.660 --> 00:27:22.660]   I've done it before.
[00:27:22.660 --> 00:27:23.660]   I can do it again."
[00:27:23.660 --> 00:27:27.780]   Words that I least expected, but words that healed and began to transform me, words that
[00:27:27.780 --> 00:27:34.100]   were so powerful to me that I remember them verbatim 42 years later, words that were so
[00:27:34.100 --> 00:27:39.220]   powerful that I've actually tried to hold that in my heart as I've raised my own daughter,
[00:27:39.220 --> 00:27:40.220]   Mia.
[00:27:40.220 --> 00:27:43.460]   And in those moments where Mia's maybe screwed up and messed up and done stuff, and I feel
[00:27:43.460 --> 00:27:47.500]   super angry and I want to do all the things that I want to do, I often will hear those
[00:27:47.500 --> 00:27:48.500]   words, "It's okay, son.
[00:27:48.500 --> 00:27:49.500]   I did it before.
[00:27:49.500 --> 00:27:50.500]   I can do it again."
[00:27:50.500 --> 00:27:51.500]   "Ah, okay."
[00:27:51.500 --> 00:28:00.020]   Let me move in an opposite spirit to the ones that the emotions inside of me are telling
[00:28:00.020 --> 00:28:01.020]   me.
[00:28:01.020 --> 00:28:03.380]   Are you with me, church?
[00:28:03.380 --> 00:28:07.340]   What's really interesting here too is that the idea of a whisper is something that I
[00:28:07.340 --> 00:28:08.660]   think we don't think too much about.
[00:28:08.660 --> 00:28:11.900]   A whisper is literally defined like this.
[00:28:11.900 --> 00:28:19.420]   A whisper is spoken words without the use of a voice, just breath.
[00:28:19.420 --> 00:28:22.300]   Spoken words without the use of a voice, just breath.
[00:28:22.300 --> 00:28:29.780]   Spoken words without the use of a voice, just breath.
[00:28:29.780 --> 00:28:33.060]   And breath in Hebrew Scripture is the word ruach.
[00:28:33.060 --> 00:28:36.260]   It's also the word that's used for spirit.
[00:28:36.260 --> 00:28:42.100]   And so when God shows up to Elijah and holds back his voice and instead just brings his
[00:28:42.100 --> 00:28:48.560]   breath, his spirit, what he's communicating to Elijah in this moment is, "I'm here and
[00:28:48.560 --> 00:28:54.180]   it's my spirit, it's my breath that can begin to minister to you.
[00:28:54.180 --> 00:28:56.660]   That you don't need all this great big noise around you.
[00:28:56.660 --> 00:29:01.740]   It's actually my breath that can come and bring life to you in this moment."
[00:29:01.740 --> 00:29:08.020]   I think this is so important because power is seldom the thing that we need when we're
[00:29:08.020 --> 00:29:09.860]   at the end of ourselves.
[00:29:09.860 --> 00:29:15.720]   Actually, when we're like that, what we really need is relationships.
[00:29:15.720 --> 00:29:24.180]   We need the gentle whispers of others to help us to be reminded of our value and worth.
[00:29:24.180 --> 00:29:29.060]   And I know countless times in my own journey with anxiety when friends have reached out
[00:29:29.060 --> 00:29:34.420]   just to be in relationship with me, not to try to solve all my problems, but just come
[00:29:34.420 --> 00:29:38.420]   and be proximate with me.
[00:29:38.420 --> 00:29:44.020]   It's been like a gentle whisper nurturing to my soul.
[00:29:44.020 --> 00:29:46.940]   And I want you to know that this is how God will work with you.
[00:29:46.940 --> 00:29:51.780]   When we started this service and I said, "He wants to meet you just where you are at."
[00:29:51.780 --> 00:29:52.780]   This is God.
[00:29:52.780 --> 00:29:54.260]   You know, whispers are an amazing thing.
[00:29:54.260 --> 00:29:59.660]   When you're shouting at people, they can be a long way away from you and hear you.
[00:29:59.660 --> 00:30:04.780]   But when you whisper, you have to be close.
[00:30:04.780 --> 00:30:06.500]   You may not have heard what I said there.
[00:30:06.500 --> 00:30:10.020]   I said, "When you whisper, you have to be close."
[00:30:10.020 --> 00:30:15.900]   So God shows up in a gentle whisper, which means that he wasn't far, he was close.
[00:30:15.900 --> 00:30:21.780]   And sometimes the loudness distracts, but the quietness invites.
[00:30:21.780 --> 00:30:24.580]   It welcomes us.
[00:30:24.580 --> 00:30:32.040]   So God draws near to Elijah and intentionally holds back his commanding voice and instead
[00:30:32.040 --> 00:30:37.140]   communicates to him in the gentleness of his spirit, his breath.
[00:30:37.140 --> 00:30:40.260]   And that's exactly what he would do for you.
[00:30:40.260 --> 00:30:43.420]   And if you're here today feeling overwhelmed emotionally, if you're here today stressed,
[00:30:43.420 --> 00:30:47.340]   if you're here today feeling like the world is just too much for you, I want you to be
[00:30:47.340 --> 00:30:52.740]   welcomed into the reality of a gentle whisper.
[00:30:52.740 --> 00:30:55.780]   Gentle whispers don't judge.
[00:30:55.780 --> 00:30:58.900]   Gentle whispers invite.
[00:30:58.900 --> 00:31:05.620]   And we know for Elijah, the invitation was for him to come out of his cave and stand
[00:31:05.620 --> 00:31:13.980]   in a place where he was exposed and vulnerable, but open before God to work in his life.
[00:31:13.980 --> 00:31:16.800]   And I think God's doing something else here in Elijah as well.
[00:31:16.800 --> 00:31:18.580]   I think this bit is really key.
[00:31:18.580 --> 00:31:21.880]   I think one of the critical things that God's doing in Elijah here, he's actually helping
[00:31:21.880 --> 00:31:27.500]   Elijah to understand not just what he wants to do for Elijah, but how he wants now Elijah
[00:31:27.500 --> 00:31:29.820]   to minister to others.
[00:31:29.820 --> 00:31:34.220]   In other words, the gentle whisper approach is not just so that Elijah, tattered as he
[00:31:34.220 --> 00:31:38.580]   was, could find strength in himself, but so that Elijah could then go and be a gentle
[00:31:38.580 --> 00:31:40.900]   whisper to others.
[00:31:40.900 --> 00:31:44.300]   That Elijah would be then equipped, having gone through that journey himself, to be able
[00:31:44.300 --> 00:31:47.700]   to be the offering to others in the same way.
[00:31:47.700 --> 00:31:51.980]   And I think we get this so often wrong as Christians.
[00:31:51.980 --> 00:31:56.320]   So often when we're walking with people, maybe in our families or our friend group or in
[00:31:56.320 --> 00:32:00.380]   colleagues or even here at the Vine who are struggling with anxiety or struggling with
[00:32:00.380 --> 00:32:06.220]   fear or struggling with depression, I think so often it's easy to get impatient with them.
[00:32:06.220 --> 00:32:09.060]   It's easy to get a little bit frustrated with them.
[00:32:09.060 --> 00:32:16.000]   And one thing I've come to notice is that God is so much more calmer when dealing with
[00:32:16.000 --> 00:32:20.820]   us than we are when dealing with others.
[00:32:20.820 --> 00:32:25.700]   God is so much calmer when he comes to deal with us than we are when we deal with each
[00:32:25.700 --> 00:32:27.060]   other.
[00:32:27.060 --> 00:32:31.420]   And we get frustrated, impatient, and oh my goodness, my friend, man, every time I get
[00:32:31.420 --> 00:32:32.860]   around them, they're just so depressed.
[00:32:32.860 --> 00:32:34.460]   They're just so negative all the time.
[00:32:34.460 --> 00:32:36.140]   I don't want to be around that anymore.
[00:32:36.140 --> 00:32:38.980]   We want to go up to them and go, "Look, just snap out of it.
[00:32:38.980 --> 00:32:40.620]   Have you tried smiling a bit more?
[00:32:40.620 --> 00:32:42.700]   Have you just smiled some more?
[00:32:42.700 --> 00:32:43.860]   Maybe then you'd feel better.
[00:32:43.860 --> 00:32:45.500]   Have you read your Bible lately?
[00:32:45.500 --> 00:32:48.860]   If you just read your Bible, that'll be the answer for all your problems.
[00:32:48.860 --> 00:32:49.860]   Have you gone to church?
[00:32:49.860 --> 00:32:52.500]   When was the last time you went to church?"
[00:32:52.500 --> 00:32:53.660]   Are you with me?
[00:32:53.660 --> 00:32:58.940]   We make an awful lot of noise out of our own insecurity of not knowing how to walk with
[00:32:58.940 --> 00:33:04.660]   people, out of our own frustrations ourselves in the situation we're in, and we end up shouting
[00:33:04.660 --> 00:33:08.980]   a lot at people, and we wonder why they never come out of their caves.
[00:33:08.980 --> 00:33:12.260]   Come on, church.
[00:33:12.260 --> 00:33:22.980]   See, we as Christ's ambassadors are God's gentle whisper to the brokenness of this world.
[00:33:22.980 --> 00:33:33.220]   And if we just stopped shouting, perhaps more people like Elijah would come out of their
[00:33:33.220 --> 00:33:34.420]   caves.
[00:33:34.420 --> 00:33:41.780]   If we could learn what it is to be God's gentle whisper to those that are struggling with
[00:33:41.780 --> 00:33:48.820]   mental health challenges around us, if we could have the courage to recognize that sometimes
[00:33:48.820 --> 00:33:55.660]   the thing they might need the most is not the roaring wind of our positivity, it's not
[00:33:55.660 --> 00:34:02.980]   the earth-shattering earthquake of our encouragement, perhaps it's not even the raging fire of our
[00:34:02.980 --> 00:34:04.460]   advice and wisdom.
[00:34:04.460 --> 00:34:12.180]   Perhaps what they need is just the physical proximity of sitting with them and them knowing
[00:34:12.180 --> 00:34:19.980]   that even if we never open our mouths, we love them.
[00:34:19.980 --> 00:34:22.780]   If you've ever struggled with mental health like I have, you'll know that you'll often
[00:34:22.780 --> 00:34:23.780]   feel like this.
[00:34:23.780 --> 00:34:28.460]   You'll often feel totally conflicted and messed up inside, and your emotions are all over
[00:34:28.460 --> 00:34:30.780]   the place, and you wonder, "How do I fix this?"
[00:34:30.780 --> 00:34:34.860]   And the problem with it is that you know how you should look, or you have this perception
[00:34:34.860 --> 00:34:39.860]   of what you think is normal or what you think is right, and because you feel like this and
[00:34:39.860 --> 00:34:43.100]   you think that you should feel like this, it clashes with each other, which makes you
[00:34:43.100 --> 00:34:45.260]   feel even more messed up than ever before.
[00:34:45.260 --> 00:34:48.900]   And every time you go into church, you think everybody else is looking like this when you're
[00:34:48.900 --> 00:34:51.940]   like this, when the reality is most people are looking like this and wanting us to still
[00:34:51.940 --> 00:34:52.940]   be like that as well.
[00:34:52.940 --> 00:34:54.180]   Are you with me?
[00:34:54.180 --> 00:34:59.380]   And this thing of feeling like this gets worse and worse for us, and we begin to self-condemn
[00:34:59.380 --> 00:35:00.380]   ourselves.
[00:35:00.380 --> 00:35:04.540]   We begin to look down even on ourselves because we're not kind of what we want to be.
[00:35:04.540 --> 00:35:07.140]   And we've tried everything to try to fix ourselves.
[00:35:07.140 --> 00:35:08.620]   We've tried to work really hard.
[00:35:08.620 --> 00:35:10.260]   We've tried to get our friends to fix us.
[00:35:10.260 --> 00:35:15.380]   We've tried to steam off every square and stick it right.
[00:35:15.380 --> 00:35:20.060]   But maybe we have to realize that just like me that day when I realized that the only
[00:35:20.060 --> 00:35:26.340]   one who could fix this and make it more like this was the one who did this in the first
[00:35:26.340 --> 00:35:29.600]   place.
[00:35:29.600 --> 00:35:38.920]   So God shows up to Elijah in the cave of his depression and says to him in a gentle
[00:35:38.920 --> 00:35:45.760]   whisper, "I'm the one who can do it."
[00:35:45.760 --> 00:35:48.720]   And my prayer for you today, whatever it is that you're facing, whatever mental health
[00:35:48.720 --> 00:35:52.360]   challenge you might be facing or whatever mental health challenges might be around you
[00:35:52.360 --> 00:36:01.640]   in your spirit of influence, that the shouting would come down, that the earthquakes and
[00:36:01.640 --> 00:36:11.320]   the fires and the wind would still, and you would hear God say this, "It's okay, my son,
[00:36:11.320 --> 00:36:13.480]   my daughter, my child.
[00:36:13.480 --> 00:36:16.440]   I've done it before.
[00:36:16.440 --> 00:36:17.440]   I can do it again."
[00:36:17.440 --> 00:36:20.440]   Would you pray with me?
[00:36:20.440 --> 00:36:24.320]   Let's pray.
[00:36:24.320 --> 00:36:34.600]   Father, I'm so grateful for each person here and everybody watching online.
[00:36:34.600 --> 00:36:40.400]   And Father, we come to you in this moment.
[00:36:40.400 --> 00:36:49.320]   Perhaps many of us are feeling like Elijah, hidden dark in a cave.
[00:36:49.320 --> 00:36:56.560]   And Father, we're grateful that we can come to you just as we are.
[00:36:56.560 --> 00:37:01.920]   We're grateful that we can come like the messed up cube, that we don't have to fix ourselves
[00:37:01.920 --> 00:37:07.680]   before we're accepted by you, that we don't have to get all our squares in the right place
[00:37:07.680 --> 00:37:12.920]   before we can come into your courts.
[00:37:12.920 --> 00:37:18.680]   We're grateful that in the story with Elijah, you come and meet him in the gentlest of ways.
[00:37:18.680 --> 00:37:24.520]   And you understood that Moses needed your power, but you also understood that Elijah
[00:37:24.520 --> 00:37:27.520]   needed your gentleness and tenderness and mercy.
[00:37:27.520 --> 00:37:34.040]   And Lord, as we journey in mental health together, we're grateful that we have a community here
[00:37:34.040 --> 00:37:39.400]   where we can be tender and merciful to one another.
[00:37:39.400 --> 00:37:46.560]   Father, I pray in this moment right now that your breath would come.
[00:37:46.560 --> 00:37:58.920]   I want to invite you as our eyes are closed, if you'd like just to respond in any way this
[00:37:58.920 --> 00:37:59.920]   morning.
[00:37:59.920 --> 00:38:07.280]   I invite you just to open your hands just before you, on your lap, whatever is comfortable
[00:38:07.280 --> 00:38:10.560]   for you.
[00:38:10.560 --> 00:38:18.040]   Father, we come as your people.
[00:38:18.040 --> 00:38:21.880]   We can't fix ourselves.
[00:38:21.880 --> 00:38:30.120]   We don't have the power inside of us to get all the squares back in the right place.
[00:38:30.120 --> 00:38:38.000]   But we're grateful that you do.
[00:38:38.000 --> 00:38:43.480]   We're grateful that you made us fearfully and wonderfully.
[00:38:43.480 --> 00:38:48.440]   We're grateful that you know every hair on our head.
[00:38:48.440 --> 00:38:52.880]   Grateful that you invite us to come just as we are.
[00:38:52.880 --> 00:39:01.640]   So Father, I pray for every person here, every person watching online.
[00:39:01.640 --> 00:39:11.560]   And I pray that they would hear your gentle whisper now.
[00:39:11.560 --> 00:39:33.160]   Just invite the Spirit of God to be with you.
[00:39:33.160 --> 00:39:35.740]   (gentle music)
[00:39:35.740 --> 00:39:38.580]   (water trickling)
[00:39:38.580 --> 00:39:41.160]   (gentle music)
[00:39:41.160 --> 00:39:44.000]   (water trickling)
[00:39:44.000 --> 00:39:46.580]   (gentle music)
[00:39:46.580 --> 00:39:49.420]   (water trickling)
[00:39:49.420 --> 00:39:52.000]   (gentle music)
[00:39:52.000 --> 00:39:54.840]   (water trickling)
[00:39:54.840 --> 00:39:57.420]   (gentle music)
[00:39:57.420 --> 00:40:00.260]   (water trickling)
[00:40:00.260 --> 00:40:02.840]   (gentle music)
[00:40:02.840 --> 00:40:05.680]   (water trickling)
[00:40:05.680 --> 00:40:08.260]   (gentle music)
[00:40:08.260 --> 00:40:11.100]   (water trickling)
[00:40:11.100 --> 00:40:13.680]   (gentle music)
[00:40:13.680 --> 00:40:16.520]   (water trickling)
[00:40:16.520 --> 00:40:19.100]   (gentle music)
[00:40:19.100 --> 00:40:21.940]   (water trickling)
[00:40:21.940 --> 00:40:24.520]   (gentle music)
[00:40:24.520 --> 00:40:27.360]   (water trickling)
[00:40:27.360 --> 00:40:29.940]   (gentle music)
[00:40:29.940 --> 00:40:32.780]   (water trickling)
[00:40:32.780 --> 00:40:35.360]   (gentle music)
[00:40:35.360 --> 00:40:38.200]   (water trickling)
[00:40:38.200 --> 00:40:40.780]   (gentle music)
[00:40:40.780 --> 00:40:43.620]   (water trickling)
[00:40:43.620 --> 00:40:46.200]   (gentle music)
[00:40:46.200 --> 00:40:49.040]   (water trickling)
[00:40:49.040 --> 00:40:51.620]   (gentle music)
[00:40:51.620 --> 00:40:54.460]   (water trickling)
[00:40:54.460 --> 00:40:57.040]   (gentle music)
[00:40:57.040 --> 00:40:59.880]   (water trickling)
[00:40:59.880 --> 00:41:02.460]   (gentle music)
[00:41:02.460 --> 00:41:05.300]   (water trickling)
[00:41:05.300 --> 00:41:07.880]   (gentle music)
[00:41:07.880 --> 00:41:10.720]   (water trickling)
[00:41:10.720 --> 00:41:13.300]   (gentle music)
[00:41:13.300 --> 00:41:38.480]   Father, just thank you so much for
[00:41:39.780 --> 00:41:41.700]   the ways in which you meet your people.
[00:41:41.700 --> 00:41:47.460]   And we ask that your gentleness,
[00:41:47.460 --> 00:41:48.500]   your tender mercy,
[00:41:48.500 --> 00:41:51.080]   would mark us.
[00:41:51.080 --> 00:41:55.000]   And we thank you for the times that you show up
[00:41:55.000 --> 00:41:55.840]   in your power,
[00:41:55.840 --> 00:41:58.460]   when you do shake us.
[00:41:58.460 --> 00:42:03.600]   We're grateful that you do move amongst your people
[00:42:03.600 --> 00:42:04.440]   in that way.
[00:42:07.640 --> 00:42:10.600]   But we're also thankful that you come and meet us like this.
[00:42:10.600 --> 00:42:15.060]   And that you still the busyness of Hong Kong,
[00:42:15.060 --> 00:42:20.560]   all its earthquakes and fires and winds.
[00:42:20.560 --> 00:42:24.780]   And you meet us as your people.
[00:42:24.780 --> 00:42:29.860]   And you meet us just as we don't expect,
[00:42:29.860 --> 00:42:32.700]   perhaps as we don't deserve.
[00:42:32.860 --> 00:42:35.440]   (gentle music)
[00:42:35.440 --> 00:42:41.200]   Father, I pray that you would draw us out of our caves.
[00:42:41.200 --> 00:42:45.860]   I pray we'd meet with you.
[00:42:45.860 --> 00:42:52.160]   Just keep your eyes closed.
[00:42:52.160 --> 00:42:53.000]   I wanna encourage you,
[00:42:53.000 --> 00:42:55.420]   we're gonna close the service in a second.
[00:42:55.420 --> 00:42:58.040]   But if you'd like to stay and just,
[00:42:58.040 --> 00:43:02.260]   just maybe have somebody pray with you around you,
[00:43:02.260 --> 00:43:03.460]   maybe you've come with some friends
[00:43:03.460 --> 00:43:05.740]   and you want to just receive prayer,
[00:43:05.740 --> 00:43:08.000]   encourage you just to share and maybe pray together.
[00:43:08.000 --> 00:43:08.960]   If you wanna come forward,
[00:43:08.960 --> 00:43:10.880]   we'll have prayer teams available
[00:43:10.880 --> 00:43:12.620]   in the upper house and lower house.
[00:43:12.620 --> 00:43:15.880]   If you need to leave in a moment,
[00:43:15.880 --> 00:43:17.080]   I encourage you to leave.
[00:43:17.080 --> 00:43:18.300]   That's great, that's fine.
[00:43:18.300 --> 00:43:20.140]   Just please leave quietly.
[00:43:20.140 --> 00:43:25.340]   But if you'd like to stay and just spend some more time
[00:43:25.340 --> 00:43:28.520]   in the quietness of God,
[00:43:28.520 --> 00:43:30.440]   you're more than welcome to do that too.
[00:43:31.300 --> 00:43:33.460]   Father, I thank you for today
[00:43:33.460 --> 00:43:35.020]   and for these incredible people.
[00:43:35.020 --> 00:43:37.940]   I pray your ministry would stay with us this week
[00:43:37.940 --> 00:43:39.240]   in such beautiful ways.
[00:43:39.240 --> 00:43:43.060]   Jesus' name, amen.
[00:43:43.060 --> 00:43:45.180]   God bless, guys.
[00:43:45.180 --> 00:43:47.760]   (gentle music)

