
[00:00:00.000 --> 00:00:01.600]   - Thank you, Francesca.
[00:20:42.360 --> 00:20:45.360]   is not going to be just enough for today,
[00:20:45.360 --> 00:20:48.120]   but for the rest of my journey with him.
[00:20:49.120 --> 00:20:54.120]   I've realized that courage isn't the absence of fear,
[00:20:54.120 --> 00:20:57.720]   but fearing the right one.
[00:20:57.720 --> 00:21:01.960]   There are many reasons why I could be fearful.
[00:21:01.960 --> 00:21:06.200]   I could be fearful financially or about my pathway
[00:21:06.200 --> 00:21:08.240]   or my family or what I'm going to do
[00:21:08.240 --> 00:21:11.200]   when it's the end of the pathway.
[00:21:11.200 --> 00:21:14.080]   There are so many things that I could be fearful of,
[00:21:14.080 --> 00:21:17.600]   but that's another meaning to the word fear, is to honor.
[00:21:18.560 --> 00:21:20.400]   I honor my God.
[00:21:20.400 --> 00:21:22.840]   I honor Jesus in my life.
[00:21:22.840 --> 00:21:25.960]   And that is going to give me the courage
[00:21:25.960 --> 00:21:27.160]   to take the next step.
[00:21:27.160 --> 00:21:30.960]   Now let's take a look at Peter and John,
[00:21:30.960 --> 00:21:33.480]   how they responded when the authorities
[00:21:33.480 --> 00:21:35.080]   tried to silence them.
[00:21:35.080 --> 00:21:38.360]   Then they called them in again
[00:21:38.360 --> 00:21:42.320]   and commanded them not to speak or teach at all
[00:21:42.320 --> 00:21:43.800]   in the name of Jesus.
[00:21:43.800 --> 00:21:46.440]   But Peter and John replied,
[00:21:46.440 --> 00:21:48.840]   "Which is right in God's eyes,
[00:21:48.840 --> 00:21:53.120]   "listen to you or to him, you be the judges.
[00:21:53.120 --> 00:21:56.440]   "As for us, we cannot help speaking about
[00:21:56.440 --> 00:21:59.360]   "what we have seen and heard."
[00:21:59.360 --> 00:22:02.520]   When they were ordered to be quiet
[00:22:02.520 --> 00:22:04.760]   and stop talking about Jesus,
[00:22:04.760 --> 00:22:06.280]   Peter and John answered,
[00:22:06.280 --> 00:22:11.280]   "You decide whether it is right for us to obey you or God.
[00:22:11.280 --> 00:22:14.360]   "But as for us, we cannot help speaking about
[00:22:14.360 --> 00:22:17.000]   "what we have seen and heard."
[00:22:17.000 --> 00:22:21.680]   What have you seen and heard lately from Jesus?
[00:22:21.680 --> 00:22:26.280]   That you go, "I've heard this,
[00:22:26.280 --> 00:22:28.120]   "I cannot stop talking about it."
[00:22:28.120 --> 00:22:30.200]   Just like you had some really delicious food.
[00:22:30.200 --> 00:22:32.240]   You went to a restaurant, it go, "So delicious."
[00:22:32.240 --> 00:22:34.240]   You can't help but tell everyone around you
[00:22:34.240 --> 00:22:36.320]   to go and try that place.
[00:22:36.320 --> 00:22:37.320]   It is like this.
[00:22:37.320 --> 00:22:40.840]   Have you seen and taste the goodness of God?
[00:22:40.840 --> 00:22:43.080]   It's not that he isn't there,
[00:22:43.080 --> 00:22:46.000]   but we need to place ourself in a position
[00:22:46.000 --> 00:22:49.080]   where we could hear him and taste his goodness
[00:22:49.080 --> 00:22:53.680]   and be revealed his glorious love and grace to us.
[00:22:53.680 --> 00:22:59.840]   There are a lot of layers to Peter and John's answer here.
[00:22:59.840 --> 00:23:02.880]   First, they actually flipped the situation around.
[00:23:02.880 --> 00:23:05.720]   What's remarkable is that through the wisdom
[00:23:05.720 --> 00:23:09.040]   that comes from being filled by the Holy Spirit,
[00:23:09.040 --> 00:23:11.680]   Peter and John were able to completely
[00:23:11.680 --> 00:23:13.440]   turn the situation around.
[00:23:13.440 --> 00:23:16.720]   Just moments before, they were the ones on trial,
[00:23:16.720 --> 00:23:19.240]   being questioned, accused, and judged
[00:23:19.240 --> 00:23:22.880]   by the most powerful religious leaders in the land.
[00:23:22.880 --> 00:23:25.520]   But when they were filled by the Holy Spirit,
[00:23:25.520 --> 00:23:27.720]   they shifted the focus.
[00:23:27.720 --> 00:23:30.480]   Suddenly, it was the high priest and the rulers
[00:23:30.480 --> 00:23:32.880]   who were being put on trial,
[00:23:32.880 --> 00:23:36.800]   not before human caught, but before God himself.
[00:23:36.800 --> 00:23:40.920]   Now the question was not about Peter and John's authority,
[00:23:40.920 --> 00:23:43.920]   but about the leaders' willingness to obey God.
[00:23:43.920 --> 00:23:49.040]   The wisdom of the Holy Spirit enabled Peter and John
[00:23:49.040 --> 00:23:51.360]   to see through the intimidation,
[00:23:51.360 --> 00:23:53.400]   to stand firm in their conviction,
[00:23:53.400 --> 00:23:56.280]   and to expose a deeper truth.
[00:23:56.280 --> 00:23:59.080]   Who are you really serving?
[00:23:59.080 --> 00:24:01.680]   Whose voice are you listening to?
[00:24:01.680 --> 00:24:06.680]   The same spirit-given wisdom is what we need
[00:24:06.680 --> 00:24:09.520]   when we face accusation or pressure,
[00:24:09.520 --> 00:24:13.080]   so that we too can discern what is truly right
[00:24:13.080 --> 00:24:16.720]   in God's eyes, and to have the courage to stand before him.
[00:24:16.720 --> 00:24:21.720]   Second, this is a mirror for us.
[00:24:21.720 --> 00:24:25.480]   When we are under pressure or fear,
[00:24:25.480 --> 00:24:28.960]   which could be real, and I'm not undermining
[00:24:28.960 --> 00:24:31.160]   how challenging life could be.
[00:24:31.160 --> 00:24:37.520]   When we are asked to compromise,
[00:24:37.520 --> 00:24:40.680]   or struggling to hold on to our faith,
[00:24:40.680 --> 00:24:43.800]   Peter and John's question is for us too.
[00:24:43.800 --> 00:24:47.800]   Can I hear God's voice in this?
[00:24:47.800 --> 00:24:51.880]   Or am I just listening to the loudest voices in the world?
[00:24:51.880 --> 00:24:57.680]   Am I serving out of my own comfort, or serving Christ?
[00:24:57.680 --> 00:25:01.040]   Their response wasn't stubbornness,
[00:25:01.040 --> 00:25:03.480]   or trying to argue their way through,
[00:25:03.480 --> 00:25:05.160]   but they're just being honest.
[00:25:05.160 --> 00:25:09.800]   I cannot help but speak about what we have seen or heard.
[00:25:09.800 --> 00:25:13.480]   And I feel like in our midst right now,
[00:25:13.480 --> 00:25:18.240]   there are times when we cannot hold on anymore.
[00:25:18.240 --> 00:25:21.600]   When we need to be strong, and we need to remember
[00:25:21.600 --> 00:25:25.160]   the goodness of Jesus, but it's just so difficult.
[00:25:25.160 --> 00:25:27.320]   And that's why we gather together in church,
[00:25:27.320 --> 00:25:30.520]   because when you talk about God's goodness in your life,
[00:25:30.520 --> 00:25:33.200]   this is going to happen to your friends sitting next to you.
[00:25:33.200 --> 00:25:37.480]   When you testify the goodness and the grace in Jesus' name,
[00:25:37.480 --> 00:25:40.600]   this is going to stir up a power in this community,
[00:25:40.600 --> 00:25:43.880]   that not because we can't do it, but in community,
[00:25:43.880 --> 00:25:48.800]   together we can witness the power and the grace of God.
[00:25:48.800 --> 00:25:51.520]   So never stop coming back, never stop meeting,
[00:25:51.520 --> 00:25:53.840]   and just don't come and be yourself,
[00:25:53.840 --> 00:25:58.400]   but I encourage you to be in community, to make friends,
[00:25:58.400 --> 00:26:01.600]   because today you can be someone else's encouragement,
[00:26:01.600 --> 00:26:06.600]   you are going to testify the power and the holiness of God.
[00:26:06.600 --> 00:26:11.640]   And tomorrow, others might do the same for you.
[00:26:11.640 --> 00:26:14.120]   And we are building this church together
[00:26:14.120 --> 00:26:16.360]   in this uncharted season.
[00:26:16.360 --> 00:26:18.560]   This is uncharted season for us,
[00:26:18.560 --> 00:26:20.400]   and we're gonna do this together,
[00:26:20.400 --> 00:26:24.600]   because it is God who brought us all together in this place.
[00:26:24.600 --> 00:26:25.440]   Amen?
[00:26:29.320 --> 00:26:32.080]   Maybe God is inviting each of us
[00:26:32.080 --> 00:26:35.160]   to respond like Peter and John.
[00:26:35.160 --> 00:26:38.600]   When we face fear, confusion, or pressure,
[00:26:38.600 --> 00:26:42.880]   Peter and John's words can be a filter for our hearts.
[00:26:42.880 --> 00:26:45.720]   Who am I listening to right now?
[00:26:45.720 --> 00:26:49.440]   Are my actions led by God's perspective,
[00:26:49.440 --> 00:26:52.640]   or just shaped by the outside pressure?
[00:26:52.640 --> 00:26:57.000]   So often, just honestly asking ourselves these questions
[00:26:57.000 --> 00:27:00.880]   helps us see what's really happening inside.
[00:27:00.880 --> 00:27:03.520]   Peter and John didn't claim to know everything,
[00:27:03.520 --> 00:27:05.200]   or have all the answers.
[00:27:05.200 --> 00:27:06.480]   They just honestly said,
[00:27:06.480 --> 00:27:09.040]   "We've seen, heard, and experienced God,
[00:27:09.040 --> 00:27:11.280]   "and we can't be quiet about it."
[00:27:11.280 --> 00:27:15.440]   Maybe for you, having the courage to take the next step
[00:27:15.440 --> 00:27:18.040]   isn't about figuring out all the answers,
[00:27:18.040 --> 00:27:21.080]   or know where you're going,
[00:27:21.080 --> 00:27:25.000]   but just be honest about your journey with God,
[00:27:25.000 --> 00:27:28.480]   and letting that truth be the foundation
[00:27:28.480 --> 00:27:30.120]   for your next step of faith.
[00:27:30.120 --> 00:27:33.920]   When we're hesitant or struggling,
[00:27:33.920 --> 00:27:35.960]   Jesus doesn't walk away.
[00:27:35.960 --> 00:27:39.520]   He comes to meet us right at the place
[00:27:39.520 --> 00:27:43.560]   where we're most afraid, most resistant,
[00:27:43.560 --> 00:27:46.200]   and least willing to face.
[00:27:46.200 --> 00:27:50.320]   Grace isn't just for the moments when we're doing well.
[00:27:50.320 --> 00:27:54.200]   It's even more for the times we fail,
[00:27:54.200 --> 00:27:56.960]   we fear, or we want to hide.
[00:27:56.960 --> 00:28:01.000]   The same Jesus who sought Peter
[00:28:01.000 --> 00:28:03.120]   after he denied him three times,
[00:28:03.120 --> 00:28:05.800]   restored him and embraced him,
[00:28:05.800 --> 00:28:08.680]   and he does the same for me and for you.
[00:28:08.680 --> 00:28:14.360]   He comes to find us, welcomes us, forgives us,
[00:28:14.360 --> 00:28:16.240]   and encourage us to move forward.
[00:28:16.240 --> 00:28:21.520]   Even when you feel your faith or courage isn't enough,
[00:28:21.520 --> 00:28:24.200]   his love is enough to cover you.
[00:28:24.200 --> 00:28:30.280]   His love, his power, his wisdom
[00:28:30.280 --> 00:28:32.440]   is bigger than our decision.
[00:28:32.440 --> 00:28:37.600]   But the work we need to put in is to surrender.
[00:28:37.600 --> 00:28:41.480]   The work that we need to put in is to walk with him,
[00:28:41.480 --> 00:28:43.280]   be close to him.
[00:28:43.280 --> 00:28:47.480]   The work that we need to put in is to check our intentions.
[00:28:47.480 --> 00:28:48.800]   I often hear the saying,
[00:28:48.880 --> 00:28:52.080]   God is not going to be mad at us and go,
[00:28:52.080 --> 00:28:53.320]   you want to serve the orphans,
[00:28:53.320 --> 00:28:55.240]   but I told you to serve the children.
[00:28:55.240 --> 00:28:56.920]   He's not gonna do that.
[00:28:56.920 --> 00:28:58.760]   But what we need to figure out is,
[00:28:58.760 --> 00:29:02.480]   what is my intention of wanting to do that?
[00:29:02.480 --> 00:29:06.280]   Am I doing it, the ministry, church thing,
[00:29:06.280 --> 00:29:07.680]   school thing, work thing,
[00:29:07.680 --> 00:29:10.680]   out of my own glory and my own benefit?
[00:29:10.680 --> 00:29:15.040]   Or is my intention focusing on God?
[00:29:15.640 --> 00:29:20.640]   Jesus is going to wrap us up
[00:29:20.640 --> 00:29:22.840]   when we're feeling the weakest
[00:29:22.840 --> 00:29:26.440]   and inviting us not to rely on our own strength,
[00:29:26.440 --> 00:29:29.240]   but to trust his love and faithfulness
[00:29:29.240 --> 00:29:33.600]   and bring our weakness closer to him.
[00:29:33.600 --> 00:29:37.000]   And I'd like to invite the worship team to come up.
[00:29:37.000 --> 00:29:41.520]   As we move into a time of prayer and ministry,
[00:29:41.520 --> 00:29:43.920]   we need to be open to God's love.
[00:29:43.920 --> 00:29:47.200]   And as we move into a time of prayer and ministry,
[00:29:47.200 --> 00:29:51.000]   maybe there's something that God is bringing up
[00:29:51.000 --> 00:29:51.960]   in your heart.
[00:29:51.960 --> 00:29:57.880]   Maybe a place of uncertainty, a fear,
[00:29:57.880 --> 00:30:00.840]   or step he's inviting you to take.
[00:30:00.840 --> 00:30:04.680]   So I would like to invite you to close our eyes
[00:30:04.680 --> 00:30:07.400]   and just be ministered.
[00:30:07.400 --> 00:30:09.800]   (soft music)
[00:30:09.800 --> 00:30:17.600]   A lot has been said today.
[00:30:17.600 --> 00:30:24.240]   But then what is the most important word
[00:30:24.240 --> 00:30:26.160]   that needs to be spoken?
[00:30:26.160 --> 00:30:28.800]   It's the word that the Holy Spirit
[00:30:28.800 --> 00:30:30.320]   is speaking to you right now.
[00:30:35.800 --> 00:30:40.360]   Maybe there's something that you have inside your heart
[00:30:40.360 --> 00:30:42.600]   that you know that you want to take,
[00:30:42.600 --> 00:30:45.080]   but there's fear.
[00:30:45.080 --> 00:30:49.880]   Maybe there are doubts.
[00:30:49.880 --> 00:30:56.600]   Jesus is not telling you to brush it away.
[00:30:56.600 --> 00:30:58.080]   Just have courage, brush it away.
[00:30:58.080 --> 00:31:01.360]   No, he said, look at that.
[00:31:01.360 --> 00:31:02.760]   Look at that fear.
[00:31:02.760 --> 00:31:05.000]   Look at the thing that you're afraid of
[00:31:05.000 --> 00:31:08.800]   and tell Jesus, why are you afraid of that?
[00:31:08.800 --> 00:31:15.000]   What is triggering you?
[00:31:15.000 --> 00:31:17.760]   What is bothering you?
[00:31:17.760 --> 00:31:21.080]   And you can give it to Jesus.
[00:31:21.080 --> 00:31:29.720]   Maybe he's showing you the next step that you should take.
[00:31:30.720 --> 00:31:33.120]   (soft music)
[00:31:33.120 --> 00:31:40.600]   And I just pray that in this time,
[00:31:40.600 --> 00:31:43.960]   you're going to open your heart and open your eyes.
[00:31:43.960 --> 00:31:55.320]   And just like a child, we can run to Jesus,
[00:31:55.320 --> 00:31:56.920]   his accepting love.
[00:31:58.200 --> 00:31:59.680]   It's going to embrace you.
[00:31:59.680 --> 00:32:02.260]   (gentle music)
[00:32:02.260 --> 00:32:12.260]   [BLANK_AUDIO]

