
[00:00:00.000 --> 00:00:03.080]   (gentle piano music)
[00:16:32.840 --> 00:16:34.960]   in many places in his writings.
[00:16:34.960 --> 00:16:37.080]   He often, in just three verses,
[00:16:37.080 --> 00:16:38.680]   gives you something that's in the past,
[00:16:38.680 --> 00:16:40.720]   something in the present and something in the future.
[00:16:40.720 --> 00:16:43.600]   And you can see that when we break down the passage here.
[00:16:43.600 --> 00:16:46.040]   He's got something about what's happened in the past,
[00:16:46.040 --> 00:16:48.680]   something that should impact what's going on in the present.
[00:16:48.680 --> 00:16:51.080]   And then he leans us forward to the future.
[00:16:51.080 --> 00:16:53.680]   This is Paul's now but not yet tension
[00:16:53.680 --> 00:16:55.400]   in the time in which we live in.
[00:16:55.400 --> 00:16:57.640]   Christ has come, we're living in this time
[00:16:57.640 --> 00:16:58.480]   and Christ is coming.
[00:16:58.480 --> 00:16:59.320]   And that's the second thing, notice,
[00:16:59.320 --> 00:17:01.280]   he speaks about the appearance of God
[00:17:01.280 --> 00:17:02.960]   in the first place in the past.
[00:17:02.960 --> 00:17:05.960]   That's speaking about his first advent, his first coming.
[00:17:05.960 --> 00:17:07.720]   And then he speaks about at the end,
[00:17:07.720 --> 00:17:10.000]   his glory of his second return.
[00:17:10.000 --> 00:17:12.400]   That's speaking about the end of all things.
[00:17:12.400 --> 00:17:15.640]   And Paul is wanting his church to understand
[00:17:15.640 --> 00:17:18.360]   that they're living in this time between those two events.
[00:17:18.360 --> 00:17:20.320]   But then notice what he says remains.
[00:17:20.320 --> 00:17:22.080]   This is kind of a parallel passage
[00:17:22.080 --> 00:17:23.800]   to that 1 Corinthians 13 passage.
[00:17:23.800 --> 00:17:27.280]   He says, "There is a blessed hope."
[00:17:27.280 --> 00:17:30.520]   I love that phrase, blessed hope.
[00:17:30.520 --> 00:17:32.520]   Because like I was saying earlier,
[00:17:32.520 --> 00:17:35.720]   I think so often we think hope is cursed.
[00:17:35.720 --> 00:17:39.560]   Oh, we tried, we hoped, it didn't work out.
[00:17:39.560 --> 00:17:44.560]   And we got burnt again and hope didn't come through.
[00:17:44.560 --> 00:17:45.400]   Paul's writing and saying,
[00:17:45.400 --> 00:17:48.640]   "No, you need to begin to think differently about hope
[00:17:48.640 --> 00:17:51.720]   'cause hope is not cursed, hope is blessed.
[00:17:51.720 --> 00:17:54.440]   Hope is a blessing, hope brings blessing.
[00:17:54.440 --> 00:17:57.040]   And when we begin to understand the power that is in hope,
[00:17:57.040 --> 00:17:58.880]   it changes the way you begin to think.
[00:17:58.880 --> 00:18:02.360]   And rather than the church being sort of alongside
[00:18:02.360 --> 00:18:04.680]   of the rest of the world and thinking that hope is cursed,
[00:18:04.680 --> 00:18:07.120]   the church could raise up and begin to be a blessing
[00:18:07.120 --> 00:18:09.360]   in a time of crisis.
[00:18:10.040 --> 00:18:12.920]   Now, he's saying this is a blessed hope
[00:18:12.920 --> 00:18:15.800]   because Paul is teaching and understanding something
[00:18:15.800 --> 00:18:17.440]   that we all need to understand.
[00:18:17.440 --> 00:18:21.960]   Paul is not placing his hope in circumstance.
[00:18:21.960 --> 00:18:26.760]   He's not placing his hope here in some positive thinking
[00:18:26.760 --> 00:18:30.520]   or a way of having kind of better thoughts about something.
[00:18:30.520 --> 00:18:32.800]   He's not even placing hope within himself.
[00:18:32.800 --> 00:18:36.400]   Oh, I know what God has done in me, or I know who I am,
[00:18:36.400 --> 00:18:37.840]   or I know what I used to be,
[00:18:37.840 --> 00:18:39.280]   but I also know who I am today.
[00:18:39.280 --> 00:18:40.480]   And that gives me great hope.
[00:18:40.480 --> 00:18:41.600]   Not even in himself.
[00:18:41.600 --> 00:18:45.080]   He's saying the only place where hope can be found
[00:18:45.080 --> 00:18:49.720]   is in the one who is certain, the one who is all loving,
[00:18:49.720 --> 00:18:52.560]   the one who's all good, our hope is blessed
[00:18:52.560 --> 00:18:55.360]   'cause it's not found in our circumstances, our situations,
[00:18:55.360 --> 00:18:57.240]   it's found in the one who's never changing.
[00:18:57.240 --> 00:18:58.560]   It's found in him, in God.
[00:18:58.560 --> 00:18:59.560]   God is hope.
[00:18:59.560 --> 00:19:02.480]   In other words, Paul is saying God doesn't give hope,
[00:19:02.480 --> 00:19:03.840]   God is hope.
[00:19:03.840 --> 00:19:08.040]   And when you begin to shift your thinking away from,
[00:19:08.040 --> 00:19:11.000]   hey, my hope is in something that's uncertain,
[00:19:11.000 --> 00:19:13.440]   of course, that's gonna be cursed most of the time,
[00:19:13.440 --> 00:19:16.360]   but when you place your hope in the certainty
[00:19:16.360 --> 00:19:19.880]   of the one who never changes, then your hope becomes blessed.
[00:19:19.880 --> 00:19:23.040]   Paul would write differently to the church in Colossae,
[00:19:23.040 --> 00:19:23.880]   and he would say, look,
[00:19:23.880 --> 00:19:25.520]   you've got to understand it like this.
[00:19:25.520 --> 00:19:27.160]   I know what it is to be wealthy.
[00:19:27.160 --> 00:19:28.760]   I know what it is to be poor.
[00:19:28.760 --> 00:19:30.240]   I know what it is to be hungry.
[00:19:30.240 --> 00:19:31.600]   I know what it is to be well-fed.
[00:19:31.600 --> 00:19:33.000]   I know what it is to be shipwrecked.
[00:19:33.000 --> 00:19:34.000]   I know what it is to be safe.
[00:19:34.000 --> 00:19:35.080]   He goes through all this list,
[00:19:35.080 --> 00:19:37.920]   and he says, no matter the circumstance in my life,
[00:19:37.920 --> 00:19:41.360]   I have come to learn what it is to be content
[00:19:41.360 --> 00:19:43.120]   in any circumstance.
[00:19:43.120 --> 00:19:48.120]   He's talking about blessed hope,
[00:19:48.120 --> 00:19:52.400]   and he's holding onto this concept of hope being blessed
[00:19:52.400 --> 00:19:55.520]   because he's placing it not in uncertainty,
[00:19:55.520 --> 00:19:56.400]   but in what is certain.
[00:19:56.400 --> 00:19:59.360]   My daughter is placing her hope
[00:19:59.360 --> 00:20:03.240]   in the uncertainty of Chris and I's bank account,
[00:20:03.240 --> 00:20:04.920]   and that is very uncertain.
[00:20:04.920 --> 00:20:07.000]   I can let you know that now.
[00:20:07.000 --> 00:20:08.720]   Paul's not making that mistake.
[00:20:08.720 --> 00:20:11.000]   He's placing his hope in the only one
[00:20:11.000 --> 00:20:12.960]   that can be the fullness of that hope,
[00:20:12.960 --> 00:20:15.920]   and that's a beautiful, glorious, good thing.
[00:20:15.920 --> 00:20:19.080]   Ah, hope is blessed, he's saying.
[00:20:19.080 --> 00:20:20.440]   Hope is not in us.
[00:20:20.440 --> 00:20:23.080]   It's not in circumstance, as it's saying here behind me.
[00:20:23.080 --> 00:20:26.080]   It's not in just idea of positive thinking.
[00:20:26.080 --> 00:20:29.320]   It's not in kind of facts that kind of work themselves out.
[00:20:29.320 --> 00:20:33.720]   No, hope is only ever in this unchanging, lovable,
[00:20:33.720 --> 00:20:36.880]   this incredibly purposeful God who speaks truth
[00:20:36.880 --> 00:20:38.120]   and can only speak truth.
[00:20:38.120 --> 00:20:40.760]   That's where our hope is found.
[00:20:40.760 --> 00:20:42.240]   Are you with me?
[00:20:42.240 --> 00:20:44.360]   Now, as we begin to place our hope in that,
[00:20:44.360 --> 00:20:45.680]   he says, this is a blessed hope,
[00:20:45.680 --> 00:20:48.800]   and he said, you need to realize why this hope is blessed,
[00:20:48.800 --> 00:20:52.280]   and this is where he speaks about two incredible things.
[00:20:52.280 --> 00:20:55.240]   He goes back to the first advent of Christ,
[00:20:55.240 --> 00:20:57.160]   and I want you to notice the word he uses.
[00:20:57.160 --> 00:21:01.880]   He says, there is the grace of God appeared to us before.
[00:21:01.880 --> 00:21:05.440]   So he uses a word to link that summarizes
[00:21:05.440 --> 00:21:07.840]   what it is that God did in his first advent.
[00:21:07.840 --> 00:21:09.520]   He calls it grace.
[00:21:09.520 --> 00:21:11.200]   In other words, that Jesus was born
[00:21:11.200 --> 00:21:13.120]   in that stable in Bethlehem,
[00:21:13.120 --> 00:21:15.760]   that Jesus grew up to inaugurate the kingdom,
[00:21:15.760 --> 00:21:18.120]   that Jesus went to the cross to die for our sins,
[00:21:18.120 --> 00:21:21.200]   that, he's saying, is a story of grace,
[00:21:21.200 --> 00:21:23.120]   and because God came before,
[00:21:23.120 --> 00:21:27.520]   our hope is based in a story of grace.
[00:21:27.520 --> 00:21:31.000]   This grace means that if you align your heart and your life
[00:21:31.000 --> 00:21:33.440]   to the saving power of Jesus,
[00:21:33.440 --> 00:21:35.800]   if you recognize that he went to that cross
[00:21:35.800 --> 00:21:37.000]   to pay for your sin,
[00:21:37.000 --> 00:21:39.120]   he did that whilst you were still a sinner.
[00:21:39.120 --> 00:21:41.320]   He did that before you even knew him.
[00:21:41.320 --> 00:21:44.120]   He so loved you that he responded to you
[00:21:44.120 --> 00:21:46.240]   before you even knew that you needed him
[00:21:46.240 --> 00:21:47.600]   to be responding to.
[00:21:47.600 --> 00:21:49.520]   That's the story of grace,
[00:21:49.520 --> 00:21:52.880]   and Paul's saying your hope is founded on the root
[00:21:52.880 --> 00:21:57.280]   of this crazy idea that God's grace saves you,
[00:21:57.280 --> 00:22:00.040]   changes you, transforms you, equips you,
[00:22:00.040 --> 00:22:02.280]   and it's all because you didn't earn it,
[00:22:02.280 --> 00:22:03.880]   you didn't do something good for it.
[00:22:03.880 --> 00:22:06.800]   Even when you were still in the darkest depths of your sin,
[00:22:06.800 --> 00:22:08.480]   he came and loved you.
[00:22:08.480 --> 00:22:10.280]   That's grace.
[00:22:10.280 --> 00:22:14.000]   So he's like, understand that your hope is not arbitrary.
[00:22:14.000 --> 00:22:16.880]   That hope came at a high price.
[00:22:16.880 --> 00:22:20.280]   It came at the gift of the grace of a God
[00:22:20.280 --> 00:22:23.200]   who sent his son to die for your sins.
[00:22:23.200 --> 00:22:24.800]   Blessed hope, he says.
[00:22:24.800 --> 00:22:28.640]   But it's not just based in grace.
[00:22:28.640 --> 00:22:30.560]   He then takes us to the return of Christ
[00:22:30.560 --> 00:22:31.600]   at the end of all things,
[00:22:31.600 --> 00:22:32.920]   and he uses a different word.
[00:22:32.920 --> 00:22:35.480]   He says when he comes back, you will see glory.
[00:22:35.480 --> 00:22:38.240]   So he says our story of hope
[00:22:38.240 --> 00:22:40.760]   starts in this grace that's brought to us,
[00:22:40.760 --> 00:22:44.080]   but it's completed in this glory that comes
[00:22:44.080 --> 00:22:45.280]   when Christ returns.
[00:22:45.280 --> 00:22:48.720]   The glorification of the whole redemptive story
[00:22:48.720 --> 00:22:51.680]   that what Christ began in his birth and in his life
[00:22:51.680 --> 00:22:55.320]   and in his death and his resurrection only gets completed
[00:22:55.320 --> 00:22:57.320]   when he comes back to this world
[00:22:57.320 --> 00:22:59.480]   to restore and renew all things.
[00:22:59.480 --> 00:23:02.320]   That is when we get to see him in the glory.
[00:23:02.320 --> 00:23:04.480]   And Paul's saying your hope
[00:23:04.480 --> 00:23:06.720]   is not just founded in the grace story,
[00:23:06.720 --> 00:23:08.960]   it's also founded in the glory story.
[00:23:08.960 --> 00:23:11.160]   In fact, if he doesn't return,
[00:23:11.160 --> 00:23:13.200]   that's an issue for the grace story.
[00:23:13.200 --> 00:23:15.240]   The grace story finds its fullness
[00:23:15.240 --> 00:23:17.720]   in the glory story of him coming back.
[00:23:17.720 --> 00:23:19.760]   The God who came to you in grace
[00:23:19.760 --> 00:23:22.520]   is returning to you in glory.
[00:23:22.520 --> 00:23:24.640]   And as you begin to really wrestle
[00:23:24.640 --> 00:23:27.480]   with the wonder of a God who is grace
[00:23:27.480 --> 00:23:30.560]   at the start of my story and glory at the end of it,
[00:23:30.560 --> 00:23:34.560]   then everything in between begins to fall into place.
[00:23:34.560 --> 00:23:37.320]   It doesn't mean, like Paul to the church in Colossae,
[00:23:37.320 --> 00:23:39.720]   that everything's gonna work out perfect.
[00:23:39.720 --> 00:23:41.120]   Doesn't mean that suddenly my circumstances
[00:23:41.120 --> 00:23:42.240]   are all gonna be perfect.
[00:23:42.240 --> 00:23:44.320]   Doesn't mean that I'm gonna get that iPad for Christmas.
[00:23:44.320 --> 00:23:45.160]   She's not.
[00:23:45.160 --> 00:23:50.520]   What it does mean is that if I have Jesus at the start
[00:23:50.520 --> 00:23:52.520]   and I have Jesus at the end,
[00:23:52.520 --> 00:23:55.160]   then I can have Jesus right now.
[00:23:55.160 --> 00:23:56.880]   It means that I can have a relationship
[00:23:56.880 --> 00:24:00.880]   with this blessed hope that can raise in my spirit
[00:24:00.880 --> 00:24:03.720]   something that is different from the doom and the gloom
[00:24:03.720 --> 00:24:05.760]   and the despair that I see in this world.
[00:24:05.760 --> 00:24:10.080]   And I can begin to live on behalf of a hope,
[00:24:10.080 --> 00:24:13.960]   a glorious hope that's coming in the here and now.
[00:24:13.960 --> 00:24:17.760]   It's like Jesus said, "I'm the alpha and the omega,
[00:24:17.760 --> 00:24:19.120]   the first and the last."
[00:24:19.120 --> 00:24:20.040]   What he's basically saying is,
[00:24:20.040 --> 00:24:21.640]   "If you have me at your start,
[00:24:21.640 --> 00:24:23.360]   and if you're gonna have me at your end,
[00:24:23.360 --> 00:24:26.760]   then you have nothing to worry about in between."
[00:24:26.760 --> 00:24:29.320]   Doesn't mean that everything's gonna be perfect for you.
[00:24:29.320 --> 00:24:30.640]   It's gonna be some challenges.
[00:24:30.640 --> 00:24:31.480]   It's gonna be tough.
[00:24:31.480 --> 00:24:32.320]   It's gonna be hard.
[00:24:32.320 --> 00:24:34.960]   You will not go through it alone.
[00:24:34.960 --> 00:24:38.800]   I am Emmanuel, God with you.
[00:24:38.800 --> 00:24:40.040]   I'm at your start.
[00:24:40.040 --> 00:24:41.360]   I'm at your end.
[00:24:41.360 --> 00:24:43.640]   Everything else is in between.
[00:24:43.640 --> 00:24:47.640]   And Paul says, "This is blessed."
[00:24:47.640 --> 00:24:49.720]   He's like, "Could you imagine the privilege
[00:24:49.720 --> 00:24:51.360]   that it is to live in this time?"
[00:24:51.360 --> 00:24:55.580]   Imagine a church that would say,
[00:24:55.580 --> 00:24:58.040]   "Isn't it such a privilege to live in a time
[00:24:58.040 --> 00:25:00.480]   when everybody is doom and gloom?"
[00:25:00.480 --> 00:25:04.080]   'Cause then I've got something to say.
[00:25:04.080 --> 00:25:06.200]   I've got a hope to speak of.
[00:25:06.200 --> 00:25:08.480]   I've got a light that can shine,
[00:25:08.480 --> 00:25:11.540]   and that light shines brightest
[00:25:11.540 --> 00:25:13.320]   when it's pretty dark out there.
[00:25:13.320 --> 00:25:17.440]   It's interesting because it's not just Paul
[00:25:17.440 --> 00:25:19.600]   that speaks this way.
[00:25:19.600 --> 00:25:22.600]   There are writers throughout the New Testament
[00:25:22.600 --> 00:25:27.600]   that hold this idea of hope being this caught between time
[00:25:27.600 --> 00:25:30.580]   of the beginning and the end and the joy it is to live now.
[00:25:30.580 --> 00:25:32.100]   Let me just jump out of Paul for a second,
[00:25:32.100 --> 00:25:34.260]   take you to 1 Peter,
[00:25:34.260 --> 00:25:36.460]   and the apostle Peter is speaking here
[00:25:36.460 --> 00:25:38.700]   about the same kind of thing Paul's speaking about.
[00:25:38.700 --> 00:25:41.740]   Let me read this to you from 1 Peter 1, verse 3.
[00:25:41.740 --> 00:25:44.580]   Praise be to the God and the Father of our Lord Jesus Christ
[00:25:44.580 --> 00:25:47.060]   for in his great mercy, he has given to us,
[00:25:47.060 --> 00:25:50.300]   notice this, new birth into a living hope.
[00:25:50.300 --> 00:25:51.820]   Isn't that beautiful?
[00:25:51.820 --> 00:25:54.960]   Christ has given us this grace that's appeared,
[00:25:54.960 --> 00:25:58.800]   has given us this new birth into a living hope
[00:25:58.800 --> 00:26:02.240]   through the resurrection of Jesus Christ from the dead
[00:26:02.240 --> 00:26:03.880]   and into an inheritance
[00:26:03.880 --> 00:26:05.980]   that can never perish, spoil, or fade,
[00:26:05.980 --> 00:26:07.960]   kept in heaven just for you,
[00:26:07.960 --> 00:26:11.120]   who through faith are shielded by God's power
[00:26:11.120 --> 00:26:13.480]   until the coming of the salvation
[00:26:13.480 --> 00:26:16.280]   that is ready to be revealed in the last time.
[00:26:16.280 --> 00:26:18.360]   Can you hear what Peter's saying here?
[00:26:18.360 --> 00:26:20.040]   It's so similar to what Paul's saying.
[00:26:20.040 --> 00:26:23.360]   In fact, let me just bring the two things side by side here
[00:26:23.360 --> 00:26:25.480]   so you can see them next to each other.
[00:26:25.480 --> 00:26:28.200]   Peter is speaking very similarly to Paul here.
[00:26:28.200 --> 00:26:29.760]   He's saying, look, we've got to understand
[00:26:29.760 --> 00:26:32.800]   that Christ has come and in his death and his resurrection,
[00:26:32.800 --> 00:26:34.420]   he started a new life.
[00:26:34.420 --> 00:26:36.680]   We, if we're in relationship with him,
[00:26:36.680 --> 00:26:41.360]   can have a new birth into what he calls a living hope.
[00:26:41.360 --> 00:26:42.480]   In other words, it's not just a hope
[00:26:42.480 --> 00:26:45.880]   that's anchored to the starting point of Christ in the past.
[00:26:45.880 --> 00:26:47.880]   It's not just a hope that's for us
[00:26:47.880 --> 00:26:49.740]   in the future at some point.
[00:26:49.740 --> 00:26:53.040]   No, he's saying the hope has resonance today.
[00:26:53.040 --> 00:26:57.880]   The hope brings life and is alive in us right here and now.
[00:26:57.880 --> 00:26:59.360]   And he's saying that hope is becoming
[00:26:59.360 --> 00:27:02.200]   because of this inheritance we have in Christ
[00:27:02.200 --> 00:27:04.880]   that we will be shielded by the power of God
[00:27:04.880 --> 00:27:06.440]   until we get there on that day
[00:27:06.440 --> 00:27:08.220]   and we will realize that we are dressed
[00:27:08.220 --> 00:27:10.200]   in his righteousness alone,
[00:27:10.200 --> 00:27:13.160]   so we'll have confidence to stand before the throne.
[00:27:13.160 --> 00:27:16.640]   That's a living hope that actually has pay,
[00:27:16.640 --> 00:27:19.980]   payback to our lives right here and now.
[00:27:19.980 --> 00:27:23.100]   Paul writes the same thing in the Titus passage.
[00:27:23.100 --> 00:27:24.980]   Look at verse 12 here.
[00:27:24.980 --> 00:27:27.180]   He says, here's what this blessed hope does.
[00:27:27.180 --> 00:27:31.020]   It teaches us to say no to ungodliness and worldly passions
[00:27:31.020 --> 00:27:33.140]   and to live a self-controlled, upright,
[00:27:33.140 --> 00:27:36.260]   and godly life in this present age.
[00:27:36.260 --> 00:27:39.740]   See, both Paul and Peter don't want you to think
[00:27:39.740 --> 00:27:43.940]   that hope was for the past and it's only for the future.
[00:27:43.940 --> 00:27:47.240]   They want you to realize that this hope is alive
[00:27:47.240 --> 00:27:48.880]   right here and right now.
[00:27:48.880 --> 00:27:51.200]   It's a living hope, it's a blessed hope,
[00:27:51.200 --> 00:27:53.080]   and when you get that hope, guess what?
[00:27:53.080 --> 00:27:55.360]   You have the ability to say no,
[00:27:55.360 --> 00:27:59.560]   to say no to exploitation that you see in the world,
[00:27:59.560 --> 00:28:02.060]   to say no to rampant consumerism,
[00:28:02.060 --> 00:28:04.880]   to say no to the injustices that you see,
[00:28:04.880 --> 00:28:08.680]   injustices out there, but also injustices in here.
[00:28:08.680 --> 00:28:11.480]   It enables me to say no to ungodly passions
[00:28:11.480 --> 00:28:13.160]   that come up within me.
[00:28:13.160 --> 00:28:15.480]   It enables me to be more self-controlled.
[00:28:15.480 --> 00:28:17.960]   It enables me that when my life doesn't go well,
[00:28:17.960 --> 00:28:20.200]   sure, I feel the pain of that, the hurt of that.
[00:28:20.200 --> 00:28:21.960]   I'm impacted by that.
[00:28:21.960 --> 00:28:23.920]   I want my life to go well, and when it doesn't,
[00:28:23.920 --> 00:28:27.560]   that hurts and it's difficult, but I can be self-controlled.
[00:28:27.560 --> 00:28:29.840]   I can begin to live in a way that actually puts
[00:28:29.840 --> 00:28:32.040]   the blessed hope of the past and the future
[00:28:32.040 --> 00:28:34.800]   right into work in the present right now.
[00:28:34.800 --> 00:28:38.760]   Could you imagine a church that is not confined
[00:28:38.760 --> 00:28:43.400]   to thinking that hope is uncertain and a curse,
[00:28:43.400 --> 00:28:46.640]   but that hope was alive and true
[00:28:46.640 --> 00:28:50.760]   and meant something right here in Hong Kong
[00:28:50.760 --> 00:28:55.920]   when so many people are crying out for hope?
[00:28:55.920 --> 00:29:02.200]   It's interesting to me because the hope
[00:29:02.200 --> 00:29:05.960]   that the world is speaking about, this societal hope,
[00:29:06.880 --> 00:29:11.160]   is so whimsical and such the power of positive thinking.
[00:29:11.160 --> 00:29:12.560]   And Paul's saying here, you need to understand
[00:29:12.560 --> 00:29:15.680]   that biblical hope is not the power of positive thinking.
[00:29:15.680 --> 00:29:17.720]   It's not thinking better about your life
[00:29:17.720 --> 00:29:20.040]   or thinking better about the future and going,
[00:29:20.040 --> 00:29:22.440]   I just hope things get better in the future.
[00:29:22.440 --> 00:29:26.240]   He's like, also, biblical hope is not naive.
[00:29:26.240 --> 00:29:29.340]   It's not the sort of hope that shuts its eyes
[00:29:29.340 --> 00:29:31.320]   to the problems of the world.
[00:29:31.320 --> 00:29:33.560]   It's not a hope that's trying to bury its head in the sand
[00:29:33.560 --> 00:29:36.000]   and kind of pretend like it doesn't really matter.
[00:29:36.000 --> 00:29:39.760]   Hope in the Bible is not gathering in a building like this
[00:29:39.760 --> 00:29:43.160]   and kind of cushioning ourselves from the evil in the world.
[00:29:43.160 --> 00:29:45.040]   That's not biblical hope.
[00:29:45.040 --> 00:29:47.880]   Biblical hope lights a fire inside of us
[00:29:47.880 --> 00:29:50.600]   to be able to live in a new and a fresh way,
[00:29:50.600 --> 00:29:52.280]   representing the heart of God
[00:29:52.280 --> 00:29:54.280]   in the darkness that's around us.
[00:29:54.280 --> 00:29:57.600]   Hope, biblically, is not shy about the pain
[00:29:57.600 --> 00:29:59.120]   and the suffering of this world.
[00:29:59.120 --> 00:30:02.820]   Hope welcomes us into the process of lament,
[00:30:02.820 --> 00:30:05.560]   where we lament together on what we're seeing
[00:30:05.560 --> 00:30:07.280]   in this now but not yet,
[00:30:07.280 --> 00:30:10.800]   longing for the time when glory will appear,
[00:30:10.800 --> 00:30:14.300]   grateful for the fact that grace has already come,
[00:30:14.300 --> 00:30:17.760]   living in the wonder between those two things
[00:30:17.760 --> 00:30:19.440]   and declaring to the world
[00:30:19.440 --> 00:30:22.560]   that there is a better day ahead.
[00:30:22.560 --> 00:30:25.720]   That's a beautiful thing.
[00:30:25.720 --> 00:30:30.960]   That's how I think Paul wanted his church to be.
[00:30:30.960 --> 00:30:35.080]   I think it's how God wants his church to be today.
[00:30:35.080 --> 00:30:38.240]   Christians should be the most hopeful people on the planet
[00:30:38.240 --> 00:30:40.280]   and in an hour like this,
[00:30:40.280 --> 00:30:43.640]   we should be rising up and finding our voice.
[00:30:43.640 --> 00:30:47.640]   It's important you understand that this sort of hope
[00:30:47.640 --> 00:30:50.300]   is what the Christmas story is all about.
[00:30:50.300 --> 00:30:51.460]   This is really interesting.
[00:30:51.460 --> 00:30:53.920]   I don't know if you've ever thought of the Christmas story
[00:30:53.920 --> 00:30:57.280]   by like stripping out all of the kind of like decorations
[00:30:57.280 --> 00:30:58.880]   and the gifts and the celebrations
[00:30:58.880 --> 00:31:00.160]   and the nice carols and all of that
[00:31:00.160 --> 00:31:02.540]   and just actually looked at the rawness
[00:31:02.540 --> 00:31:05.440]   of what Christmas is all about.
[00:31:05.440 --> 00:31:06.280]   At the very heart of it,
[00:31:06.280 --> 00:31:08.400]   the Christmas story is essentially a story
[00:31:08.400 --> 00:31:10.160]   of a teenage crisis pregnancy.
[00:31:10.160 --> 00:31:14.200]   It's a story of a young girl who finds herself pregnant
[00:31:14.200 --> 00:31:16.520]   without having ever slept with a man
[00:31:16.520 --> 00:31:17.960]   and the reality of the shame
[00:31:17.960 --> 00:31:21.400]   that that was gonna bring upon her and her fiance,
[00:31:21.400 --> 00:31:23.640]   the person that she was pledged to be married to
[00:31:23.640 --> 00:31:27.240]   but had not actually gotten married and had not had sex
[00:31:27.240 --> 00:31:30.200]   and suddenly she finds herself in a place of pregnancy
[00:31:30.200 --> 00:31:32.640]   which even today is a vulnerable thing
[00:31:32.640 --> 00:31:35.840]   but that was even more of a vulnerable thing back then.
[00:31:35.840 --> 00:31:37.500]   I mean, you can imagine almost the whispers
[00:31:37.500 --> 00:31:39.500]   of the people around them in Nazareth at the time,
[00:31:39.500 --> 00:31:42.180]   I told you that those two were getting together.
[00:31:42.180 --> 00:31:43.620]   I told you they were doing some dodgy stuff
[00:31:43.620 --> 00:31:45.600]   after that party last week.
[00:31:45.600 --> 00:31:46.760]   Look at what's happened.
[00:31:46.760 --> 00:31:52.260]   These guys are so ungodly, so broken, so horrible.
[00:31:52.260 --> 00:31:55.020]   So this is a story of a young girl who's done nothing wrong
[00:31:55.020 --> 00:31:55.980]   and has to live in the shame
[00:31:55.980 --> 00:31:58.320]   of everybody pointing her finger at her.
[00:31:58.320 --> 00:32:01.060]   Not only that, but she's pledged to be married
[00:32:01.060 --> 00:32:04.700]   to a working class man who's a carpenter
[00:32:04.700 --> 00:32:06.460]   who ends up actually living
[00:32:06.460 --> 00:32:09.820]   and they're living in a small town in a small country
[00:32:09.820 --> 00:32:14.820]   that's under oppression by a major dominant empire.
[00:32:14.820 --> 00:32:16.980]   Not only that, but their freedoms are not their own.
[00:32:16.980 --> 00:32:19.540]   We hear in the story that if her pregnancy
[00:32:19.540 --> 00:32:21.480]   and the shame of that was not worse enough,
[00:32:21.480 --> 00:32:22.900]   they didn't have to uproot themselves
[00:32:22.900 --> 00:32:24.860]   and move to another place that they did not know
[00:32:24.860 --> 00:32:27.380]   although it was the fiance's family home
[00:32:27.380 --> 00:32:29.000]   in this place called Bethlehem.
[00:32:29.000 --> 00:32:31.020]   They didn't know it, but they had to go there
[00:32:31.020 --> 00:32:32.620]   because a census was taking place.
[00:32:32.620 --> 00:32:35.440]   And when they got there, here was their hope.
[00:32:35.440 --> 00:32:38.580]   Their hope was that family members that lived there
[00:32:38.580 --> 00:32:41.420]   of the fiance would open their doors to them
[00:32:41.420 --> 00:32:44.660]   and welcome them in because she was heavenly pregnant.
[00:32:44.660 --> 00:32:47.100]   And they get there and guess what happens?
[00:32:47.100 --> 00:32:49.060]   Their very flesh and blood,
[00:32:49.060 --> 00:32:52.500]   their relatives refused to let them in
[00:32:52.500 --> 00:32:54.660]   even though I'm sure they had plenty of space
[00:32:54.660 --> 00:32:56.980]   in their own homes because they didn't want
[00:32:56.980 --> 00:32:58.700]   to be associated with the shame
[00:32:58.700 --> 00:33:01.200]   of an unmarried pregnant teenage girl.
[00:33:01.200 --> 00:33:04.940]   Oh, we talk about it like there was no room in the inn.
[00:33:04.940 --> 00:33:08.340]   The reality is none of the family would let them in.
[00:33:08.340 --> 00:33:11.940]   And so they have to go to this cave.
[00:33:11.940 --> 00:33:14.080]   Mangers, again, on the Hallmark Christmas cards
[00:33:14.080 --> 00:33:16.260]   look so pretty and nice and clean, don't they?
[00:33:16.260 --> 00:33:18.140]   They were basically caves that happened
[00:33:18.140 --> 00:33:20.660]   under the houses themselves where the animals
[00:33:20.660 --> 00:33:23.160]   would be to stay warm in winter under the house.
[00:33:23.160 --> 00:33:26.020]   So literally Mary and Joseph go to a cave,
[00:33:26.020 --> 00:33:30.180]   a dark, damp place, and they have their child there.
[00:33:30.180 --> 00:33:31.900]   And you could imagine for the mother
[00:33:31.900 --> 00:33:34.700]   that this was not how she had planned anything to be.
[00:33:34.700 --> 00:33:37.420]   This is not circumstances how she wanted it to be.
[00:33:37.420 --> 00:33:39.340]   But she brings her child into the world
[00:33:39.340 --> 00:33:41.780]   in less than perfect circumstances.
[00:33:41.780 --> 00:33:44.440]   But she has this audacious thought
[00:33:44.440 --> 00:33:46.620]   that her child was special.
[00:33:46.620 --> 00:33:49.460]   And she believed that the location of his birth
[00:33:49.460 --> 00:33:52.160]   did not determine his destiny or his future.
[00:33:52.160 --> 00:33:55.220]   And really the rawness of the Christmas story
[00:33:55.220 --> 00:33:58.380]   tells us this, that no matter how bleak
