
[00:00:00.000 --> 00:00:03.000]   Best Christmas video ever!
[00:19:17.220 --> 00:19:21.980]   The beautiful thing about the Christian story, what the scriptures present to us is that
[00:19:21.980 --> 00:19:27.300]   the human condition is one where we all know, don't we, whether you believe in God or not,
[00:19:27.300 --> 00:19:32.380]   we all know that inside of us there's the propensity at times to do things that we're
[00:19:32.380 --> 00:19:37.580]   not proud of, things that are not good or healthy, whether for us or for others.
[00:19:37.580 --> 00:19:43.300]   We've all experienced times where we've done broken things, wrong things, things that we're
[00:19:43.300 --> 00:19:45.660]   not proud of, things that we regret.
[00:19:45.660 --> 00:19:50.020]   We know that we have done things where we've hurt the people that we've loved.
[00:19:50.020 --> 00:19:55.940]   We know that sometimes our language or our actions or the decisions we make, later on
[00:19:55.940 --> 00:20:00.180]   we realize that that wasn't the best to bring a flourishing or a life for someone and that
[00:20:00.180 --> 00:20:02.360]   actually just brought more pain and hurt.
[00:20:02.360 --> 00:20:04.500]   We all have experienced that.
[00:20:04.500 --> 00:20:06.740]   That's the shared common human experience.
[00:20:06.740 --> 00:20:11.420]   The Bible speaks of that in this idea of sin or just brokenness.
[00:20:11.420 --> 00:20:15.740]   Now the human condition has this brokenness and we can't do anything ourselves to fix
[00:20:15.740 --> 00:20:16.740]   it.
[00:20:16.740 --> 00:20:19.900]   It's not like we can suddenly kind of like get better at just trying to be a nicer person
[00:20:19.900 --> 00:20:21.860]   or try to fix that.
[00:20:21.860 --> 00:20:28.020]   It's an ingrained, deeply part of who we are and we need someone outside of ourselves to
[00:20:28.020 --> 00:20:31.660]   come and to set things right.
[00:20:31.660 --> 00:20:36.020]   The wonder of the Christmas story is that this child that was born in that dark, damp,
[00:20:36.020 --> 00:20:43.020]   smelly place is a sign to us that he can be born in the darkness of us as well.
[00:20:43.020 --> 00:20:49.060]   It's a welcomed opportunity for us to realize that for all the people, for every single
[00:20:49.060 --> 00:20:53.900]   person who's struggling, who knows that they've done things that they're not proud of, they
[00:20:53.900 --> 00:20:57.340]   can receive a new relationship with God.
[00:20:57.340 --> 00:21:00.820]   That's the beauty of what this salvation is all about.
[00:21:00.820 --> 00:21:03.420]   It's not about just getting better as people.
[00:21:03.420 --> 00:21:08.300]   It's about being brought into a reconciled relationship with God.
[00:21:08.300 --> 00:21:13.820]   Jesus would grow up and in his life and his death and his resurrection, he would stand
[00:21:13.820 --> 00:21:21.060]   in the gap for us who are in this broken relationship with God and say, "If you believe in me,
[00:21:21.060 --> 00:21:26.020]   if you recognize what I've done and if you open your heart to me, I can provide that
[00:21:26.020 --> 00:21:31.340]   reconciliation through the work of the death on cross and the resurrection afterwards to
[00:21:31.340 --> 00:21:33.700]   be back in relationship with him."
[00:21:33.700 --> 00:21:38.220]   That's all that's meant in this idea of the word Savior.
[00:21:38.220 --> 00:21:41.180]   And the angels show up before Jesus has done anything.
[00:21:41.180 --> 00:21:44.220]   Right now he's just probably thinking of bubble pop, right?
[00:21:44.220 --> 00:21:45.220]   He's like a kid.
[00:21:45.220 --> 00:21:48.900]   He's a little defenseless, vulnerable child.
[00:21:48.900 --> 00:21:55.100]   But even before he's done anything, the angels declare, "This is the one that will save you.
[00:21:55.100 --> 00:21:58.180]   This is the one who can provide that reconciliation.
[00:21:58.180 --> 00:22:04.620]   And it's got nothing to do with how good you think you are or even how bad you might feel.
[00:22:04.620 --> 00:22:09.420]   It's a message and hope for you."
[00:22:09.420 --> 00:22:14.140]   And so on the other side, we should be thinking, "Well, how do I actually get back into this
[00:22:14.140 --> 00:22:15.740]   relationship with God?
[00:22:15.740 --> 00:22:19.740]   What is it that I can do to be in that reconciled relationship?"
[00:22:19.740 --> 00:22:24.380]   Well, unfortunately, it's got nothing to do with dinosaurs.
[00:22:24.380 --> 00:22:28.460]   It's got nothing to do with cheetahs and lions or bubble pop or anything like that.
[00:22:28.460 --> 00:22:33.740]   But it does have something to do with, "There is a light."
[00:22:33.740 --> 00:22:42.060]   This idea of light and grace, the idea that Jesus comes for us before we do anything,
[00:22:42.060 --> 00:22:45.580]   that in the grace of what he has done, we can respond to him.
[00:22:45.580 --> 00:22:47.540]   There's this beautiful passage in Titus.
[00:22:47.540 --> 00:22:49.980]   It's a book in the New Testament, Titus 2 verse 11.
[00:22:49.980 --> 00:22:51.220]   Let me read this to you.
[00:22:51.540 --> 00:22:58.100]   It says, "For the grace of God has appeared that offers salvation to all people."
[00:22:58.100 --> 00:23:00.260]   Grace for every single one of us.
[00:23:00.260 --> 00:23:04.900]   Grace means that you don't have to try to get better in order to meet with God.
[00:23:04.900 --> 00:23:09.540]   Grace means that you don't have to try to earn some favor or try to live a better life
[00:23:09.540 --> 00:23:12.060]   in order to be back in relationship with God.
[00:23:12.060 --> 00:23:15.660]   Grace means that everything for you to be back in relationship with him has already
[00:23:15.660 --> 00:23:17.580]   taken place.
[00:23:17.580 --> 00:23:23.500]   And we receive that grace through our open hearts of asking for him to forgive us and
[00:23:23.500 --> 00:23:25.860]   to move into relationship with him.
[00:23:25.860 --> 00:23:29.140]   That's the good news that is for all people.
[00:23:29.140 --> 00:23:35.620]   I don't know about you, but when I go to the airport, every single time I go to the airport,
[00:23:35.620 --> 00:23:37.660]   I pray for an upgrade.
[00:23:37.660 --> 00:23:39.000]   Anyone else do that?
[00:23:39.000 --> 00:23:40.880]   Come on Christians in the room.
[00:23:40.880 --> 00:23:42.380]   And maybe some non-Christians here too.
[00:23:42.380 --> 00:23:43.660]   Maybe you do it as well.
[00:23:43.660 --> 00:23:44.660]   We go to the airport, don't we?
[00:23:44.740 --> 00:23:48.540]   And I'm like, "Jesus, Lord Jesus, this may be the day.
[00:23:48.540 --> 00:23:52.060]   Oh, Lord, I love you so much and you've done so much for me.
[00:23:52.060 --> 00:23:53.420]   Oh, worship your holy name."
[00:23:53.420 --> 00:23:58.740]   Now, if I could just get an upgrade today and I go up to the desk, you know, and I'm
[00:23:58.740 --> 00:24:03.460]   trying to be smiley and happy and I kind of hand my passport over and, you know, my economy
[00:24:03.460 --> 00:24:08.100]   class airline ticket, and I kind of smile at them and I go, "Any chance of an upgrade
[00:24:08.100 --> 00:24:09.600]   today?"
[00:24:09.600 --> 00:24:10.900]   I pray that prayer a lot.
[00:24:10.900 --> 00:24:12.220]   Anyone else pray that prayer?
[00:24:12.220 --> 00:24:15.140]   Jesus has never answered that prayer in my life.
[00:24:15.140 --> 00:24:18.060]   I just want you to know, never answered that prayer.
[00:24:18.060 --> 00:24:19.860]   But here's one thing I do know.
[00:24:19.860 --> 00:24:25.080]   There is a prayer, right, you can do right now that will immediately give you the only
[00:24:25.080 --> 00:24:27.620]   upgrade that is ever needed.
[00:24:27.620 --> 00:24:30.540]   And that is your reconciled relationship with God.
[00:24:30.540 --> 00:24:32.520]   That changes everything.
[00:24:32.520 --> 00:24:39.140]   And that prayer, every single time it is prayed, reconciles us back to him, brings us into
[00:24:39.140 --> 00:24:41.500]   a place of salvation and grace.
[00:24:41.500 --> 00:24:44.340]   And that's an upgrade that is worth everything.
[00:24:44.340 --> 00:24:50.780]   And I wonder whether we might be able to pray for some of you today to receive that upgrade,
[00:24:50.780 --> 00:24:53.820]   a reconciled relationship with God.
[00:24:53.820 --> 00:24:57.940]   Would you just close your eyes and bow your heads and I want to pray for you.
[00:24:57.940 --> 00:25:01.780]   And if you've been listening to this message and this is connecting for you, maybe you
[00:25:01.780 --> 00:25:06.980]   do feel a little bit like you're an outsider, a little bit on the outskirts of things.
[00:25:06.980 --> 00:25:12.500]   Maybe you feel that way with your family or in your workplace or in relationships.
[00:25:12.500 --> 00:25:17.220]   Maybe you feel that way even being here in this church community and in this church.
[00:25:17.220 --> 00:25:18.820]   You've always felt like you don't fit in.
[00:25:18.820 --> 00:25:21.420]   You felt like you don't belong.
[00:25:21.420 --> 00:25:25.200]   Well, Christmas is good news for you.
[00:25:25.200 --> 00:25:28.900]   It's news for all people.
[00:25:28.900 --> 00:25:39.140]   And that great idea of a Savior coming to the world to be born for you, to die for you,
[00:25:39.140 --> 00:25:44.500]   to be raised from the dead for you, so that you might be in a reconciled relationship
[00:25:44.500 --> 00:25:45.500]   with God.
[00:25:45.500 --> 00:25:48.860]   That's the crux of what Christmas is all about.
[00:25:48.860 --> 00:25:52.540]   That's the wonder and the beauty of a child that was born on this day.
[00:25:52.540 --> 00:25:59.700]   Not just a moral philosopher, a Savior, the Son of God, Jesus Christ.
[00:25:59.700 --> 00:26:03.280]   And so whilst your eyes are closed and your heads bowed, this is a chance for you to pray
[00:26:03.280 --> 00:26:10.180]   a prayer that will align you in faith and hope and belief back into that relationship
[00:26:10.180 --> 00:26:11.780]   with God through Jesus.
[00:26:11.780 --> 00:26:14.180]   And we're going to pray this in a moment.
[00:26:14.180 --> 00:26:17.500]   And if you pray this prayer for the first time, I want to encourage you to do something,
[00:26:17.500 --> 00:26:20.900]   and that is to share with the person who brought you to church today.
[00:26:20.900 --> 00:26:26.420]   Or if you've come here on your own, and all our pastors are here around the building after
[00:26:26.420 --> 00:26:29.940]   the service, they're all wearing lanyards, we would love to connect with you and hear
[00:26:29.940 --> 00:26:30.940]   from you.
[00:26:30.940 --> 00:26:35.500]   Because we want to tell you that life in Jesus is not just a prayer that you pray, but it's
[00:26:35.500 --> 00:26:37.300]   a lifestyle that's then walked out.
[00:26:37.300 --> 00:26:40.660]   And we would love to help you begin your journey of walking out that lifestyle.
[00:26:40.660 --> 00:26:44.420]   And so you can share with the person who brought you, or meet with one of our pastors after
[00:26:44.420 --> 00:26:45.420]   the service.
[00:26:45.420 --> 00:26:48.900]   But as our eyes are closed, heads are bowed, we're all going to pray this prayer.
[00:26:48.900 --> 00:26:50.860]   If you're a Christian here, pray it out loud.
[00:26:50.860 --> 00:26:53.980]   And if you're wanting to pray this for the first time, pray it out loud as well.
[00:26:53.980 --> 00:27:01.340]   And as we do so, we join together in the recognition that a Savior came for all of us.
[00:27:01.340 --> 00:27:02.340]   So let's pray.
[00:27:02.340 --> 00:27:06.940]   Lord Jesus, okay, we're going to start again.
[00:27:06.940 --> 00:27:09.380]   And now you're going to pray louder, okay?
[00:27:09.380 --> 00:27:16.100]   Lord Jesus, I want to thank you for dying for me.
[00:27:16.100 --> 00:27:28.500]   Here on Christmas Day in 2024, I'm grateful that I can get to know you and have a relationship
[00:27:28.500 --> 00:27:30.460]   with you.
[00:27:30.460 --> 00:27:39.140]   I recognize that Christmas is for all people, and that includes me.
[00:27:39.140 --> 00:27:41.500]   Thank you, Jesus.
[00:27:41.500 --> 00:27:49.740]   I ask that you would forgive me for all of the things I've done that have hurt you, that
[00:27:49.740 --> 00:27:53.980]   have hurt myself, that have hurt others.
[00:27:53.980 --> 00:28:00.820]   And I thank you that you do forgive and bring me into new life.
[00:28:00.820 --> 00:28:10.860]   And I ask today that you would give me in this moment your Spirit, your presence.
[00:28:10.860 --> 00:28:21.180]   I ask for peace, for new life, and for your love to be known in me and through me.
[00:28:21.180 --> 00:28:23.980]   And I pray this in Jesus' name.
[00:28:23.980 --> 00:28:24.980]   Amen.
[00:28:24.980 --> 00:28:28.620]   Can we put our hands together for anyone here who's prayed that prayer for the first time
[00:28:28.620 --> 00:28:29.620]   today?
[00:28:29.620 --> 00:28:32.580]   We're so grateful if you have.
[00:28:32.580 --> 00:28:34.340]   Talk to the people that brought you.
[00:28:34.340 --> 00:28:36.300]   Talk to us after the service.
[00:28:36.300 --> 00:28:40.380]   We'd love to hear more, and we'd love to invite you into a life journey of getting to know
[00:28:40.380 --> 00:28:41.420]   Jesus more and more.
[00:28:41.420 --> 00:28:44.340]   It's the one thing that is the most beautiful, powerful thing.
[00:28:44.340 --> 00:28:47.340]   I'm not going to promise that your life is suddenly going to be perfect, but I'm going
[00:28:47.340 --> 00:28:51.260]   to promise you that you will have a relationship with the one who created you, who can draw
[00:28:51.260 --> 00:28:55.700]   you into the flourishing of the way that He's always designed you to be.
[00:28:55.700 --> 00:28:58.180]   And there's no better way to live than that.
[00:28:58.180 --> 00:28:59.860]   Can we all stand together?
[00:28:59.860 --> 00:29:04.060]   And we're going to celebrate as we draw our service to a close.
[00:29:04.060 --> 00:29:09.420]   We're going to celebrate this incredible message that we have that is for all the people, and
[00:29:09.420 --> 00:29:11.940]   we're going to do so through song of worship.
[00:29:11.940 --> 00:29:18.140]   And as we do this, may I invite you to reflect on the goodness of God for Him in your life
[00:29:18.140 --> 00:29:23.940]   and for the joy that He's brought to you in 2024 as you prepare your hearts for all that's
[00:29:23.940 --> 00:29:24.940]   ahead.

