
[00:00:00.000 --> 00:00:02.500]  謝謝Pastor Tim和Pastor Chapman
[00:20:48.200 --> 00:20:52.200]  他們能夠有一個很好的環境去接觸到福音
[00:20:52.200 --> 00:20:55.200]  同時也在支持我們Bunches of Hope
[00:20:55.200 --> 00:20:58.200]  希望之子
[00:20:58.200 --> 00:21:03.200]  希望之子就是去服侍難民和尋求庇護的人士
[00:21:03.200 --> 00:21:07.200]  藉此我們又可以去幫助一些更多的弱勢社群
[00:21:07.200 --> 00:21:12.200]  我們可以貢獻在剛才所說的香港貧富懸殊很嚴重的問題
[00:21:12.200 --> 00:21:17.200]  我們能夠貢獻在當中去幫助那些經常被忽視
[00:21:17.200 --> 00:21:20.200]  經常被邊緣化的人士
[00:21:20.200 --> 00:21:23.200]  我們可以為他們提供支援
[00:21:23.200 --> 00:21:29.200]  最後我們也在計劃和本地的一些宣教機構合作
[00:21:29.200 --> 00:21:31.200]  我們現在有兩個宣教機構
[00:21:31.200 --> 00:21:34.200]  我們接下來會和他們有一個合作的關係
[00:21:34.200 --> 00:21:36.200]  我們會在經濟上去支持他們
[00:21:36.200 --> 00:21:39.200]  我們也會在事工上去支持他們
[00:21:39.200 --> 00:21:44.200]  希望在當中能夠為本地宣教一起去貢獻這個地方
[00:21:44.200 --> 00:21:50.200]  所以今天無論你可以付出多少
[00:21:50.200 --> 00:21:53.200]  這都是非常重要的
[00:21:53.200 --> 00:21:55.200]  但最奇妙的是什麼呢
[00:21:55.200 --> 00:21:58.200]  最奇妙的是剛才所說的一切
[00:21:58.200 --> 00:22:00.200]  我們都是一起去做
[00:22:00.200 --> 00:22:03.200]  我們都能夠一起在當中去參與
[00:22:03.200 --> 00:22:08.200]  無論是財務上、精神上、體力上
[00:22:08.200 --> 00:22:10.200]  所有的東西
[00:22:10.200 --> 00:22:12.200]  我們有沒有好好去求問上帝
[00:22:12.200 --> 00:22:16.200]  當我們能夠同樣去見到上帝讓我們見到的東西的時候
[00:22:16.200 --> 00:22:19.200]  我們怎樣去將上帝給我們的資源
[00:22:19.200 --> 00:22:24.200]  重新去分配好好運用在這些地方
[00:22:24.200 --> 00:22:29.200]  現在是我們在敬拜當中去回應的時間
[00:22:29.200 --> 00:22:34.200]  我們也有邀請敬拜隊回到我們的台上
[00:22:34.200 --> 00:22:38.200]  大家在椅子上都有一個信封和一個奉獻封
[00:22:38.200 --> 00:22:44.200]  奉獻封上也有一些電子的奉獻方法
[00:22:44.200 --> 00:22:49.200]  而你們看到左右兩邊我們也預設了兩張奉獻台
[00:22:49.200 --> 00:22:51.200]  你們可以將你們的奉獻
[00:22:51.200 --> 00:22:53.200]  無論是現金奉獻也好
[00:22:53.200 --> 00:22:58.200]  可以將它放到兩邊奉獻台上的奉獻箱裡
[00:22:58.200 --> 00:23:04.200]  因為這段時間是我們自己和上帝有溝通的時間
[00:23:04.200 --> 00:23:06.200]  所以大家不用急
[00:23:06.200 --> 00:23:11.200]  我們有充裕的時間可以在當中去領受和回應
[00:23:11.200 --> 00:23:13.200]  當大家準備好的時候
[00:23:13.200 --> 00:23:16.200]  在敬拜的過程中
[00:23:16.200 --> 00:23:22.200]  你們就可以將奉獻封放到奉獻箱裡
[00:23:22.200 --> 00:23:24.200]  不如我為大家有個祈禱
[00:23:24.200 --> 00:23:29.200]  我們進入敬拜和奉獻的時間
[00:23:29.200 --> 00:23:32.200]  天父我們感謝你讓我們看得見
[00:23:32.200 --> 00:23:37.200]  你讓我們用熟明眼睛去打開
[00:23:37.200 --> 00:23:42.200]  讓我們看得到你究竟緊張什麼
[00:23:42.200 --> 00:23:45.200]  這個香港這個地方的問題
[00:23:45.200 --> 00:23:49.200]  比我們剛才所說的多千千萬萬倍
[00:23:49.200 --> 00:23:53.200]  不過你在這裡藉一個新的堂會
[00:23:53.200 --> 00:23:57.200]  讓我們成為一個熟齡的群體
[00:23:57.200 --> 00:23:59.200]  剛才所說的一個新的民族
[00:23:59.200 --> 00:24:01.200]  是你國的民族
[00:24:01.200 --> 00:24:03.200]  你讓我們有特別的體見
[00:24:03.200 --> 00:24:05.200]  因此我們有特別的貢獻
[00:24:05.200 --> 00:24:10.200]  因此我們可以將這個意象放到我們的心裡
[00:24:10.200 --> 00:24:13.200]  現在這一刻是我們作回應的時候
[00:24:13.200 --> 00:24:16.200]  感謝你呼召我們成為你衣服的邊
[00:24:16.200 --> 00:24:17.200]  感謝你讓我們
[00:24:17.200 --> 00:24:19.200]  當我們走出來的時候
[00:24:19.200 --> 00:24:21.200]  其他人會看得到
[00:24:21.200 --> 00:24:24.200]  這就是盼望
[00:24:24.200 --> 00:24:27.200]  這就是我們能夠去捉緊
[00:24:27.200 --> 00:24:32.200]  我們能夠在絕望迷茫的情緒當中
[00:24:32.200 --> 00:24:33.200]  在那個環境當中
[00:24:33.200 --> 00:24:36.200]  看到這裡有一個衣服的邊
[00:24:36.200 --> 00:24:39.200]  是讓人可以緊緊去捉緊
[00:24:39.200 --> 00:24:42.200]  但是這個教會這個群體
[00:24:42.200 --> 00:24:46.200]  需要你的公認
[00:24:46.200 --> 00:24:49.200]  需要我們大家同心
[00:24:49.200 --> 00:24:54.200]  需要我們五餅二魚地將這個神蹟展現出來
[00:24:54.200 --> 00:24:56.200]  我們今天這個堂會
[00:24:56.200 --> 00:25:01.200]  是過去有人藉著你給他們的信心
[00:25:01.200 --> 00:25:02.200]  給他們的確據
[00:25:02.200 --> 00:25:04.200]  他們去奉獻出來
[00:25:04.200 --> 00:25:06.200]  這是一個下注
[00:25:06.200 --> 00:25:07.200]  這是一個投資
[00:25:07.200 --> 00:25:11.200]  讓我們今天可以繼續投資在這個國度裡
[00:25:11.200 --> 00:25:14.200]  所以主日求你跟我們說話
[00:25:14.200 --> 00:25:17.200]  讓我們知道我們可以如何回應

