
[00:00:00.000 --> 00:00:01.400]   Well, thank you, Benedict.
[00:30:48.900 --> 00:30:56.900]   Sometimes it can seem that living within boundaries and limits is not in our best interest.
[00:30:56.900 --> 00:30:59.900]   Or even in the best interest of God's mission.
[00:30:59.900 --> 00:31:03.900]   But they are more than we can possibly imagine.
[00:31:03.900 --> 00:31:08.900]   When we trust in God's goodness by receiving his limits as our gift
[00:31:08.900 --> 00:31:12.900]   and expressions of his love, we mature in wisdom.
[00:31:12.900 --> 00:31:18.900]   Indeed, we have this wonderful assurance and encouragement from God himself.
[00:31:18.900 --> 00:31:25.900]   Isaiah chapter 54 says, "Enlarge the place of your tent.
[00:31:25.900 --> 00:31:28.900]   Stretch your tent curtains wide.
[00:31:28.900 --> 00:31:32.900]   Do not hold back. Lengthen your costs.
[00:31:32.900 --> 00:31:39.900]   Strengthen your stakes, for you will spread out to the right and to the left."
[00:31:39.900 --> 00:31:44.900]   Well, we only have limited days left for the year 2025.
[00:31:44.900 --> 00:31:54.900]   But as we lift up our eyes to see beyond, we can see what God has in store for us for the years ahead.
[00:31:54.900 --> 00:32:00.900]   As we draw to a closure of this year, may we learn to yield everything to him,
[00:32:00.900 --> 00:32:06.900]   let him bless and prosper the very little that we have surrendered to him.
[00:32:06.900 --> 00:32:12.900]   May he continue to lead us to an exciting journey into new and uncharted waters.
[00:32:12.900 --> 00:32:18.900]   We are to embrace our limits and yet be bold enough to go beyond.
[00:32:18.900 --> 00:32:24.900]   May I invite you to stand? I do want to pray and bless all of us here.
[00:32:24.900 --> 00:32:33.900]   Yeah, we are to learn how to embrace our limits.
[00:32:33.900 --> 00:32:42.900]   Some of you are aware that I have a medical condition that was, yeah, theoretically not curable.
[00:32:42.900 --> 00:32:45.900]   But it's controllable. So that's my limits.
[00:32:45.900 --> 00:32:50.900]   I need to learn and gracefully embrace this limit.
[00:32:50.900 --> 00:32:56.900]   So some of you need to learn how to embrace your own limits.
[00:32:56.900 --> 00:33:00.900]   Then earlier on this morning, a congregant shared with me,
[00:33:00.900 --> 00:33:04.900]   "Oh Sidney, what you have shared is a mission impossible."
[00:33:04.900 --> 00:33:08.900]   Yes, it's a mission impossible, but it is possible with God.
[00:33:08.900 --> 00:33:14.900]   So we need to ask God to enhance our faith to breakthrough.
[00:33:14.900 --> 00:33:17.900]   So I want to pray for all of us here.
[00:33:17.900 --> 00:33:22.900]   Lord, for all of us, for any one of us here who have a limit that we need to learn to embrace,
[00:33:22.900 --> 00:33:28.900]   may you give us the grace that we can indeed embrace our limits.
[00:33:28.900 --> 00:33:35.900]   And for some of us here who have a limit that we need to learn to breakthrough by faith,
[00:33:35.900 --> 00:33:39.900]   may you give us courage and boldness to breakthrough.
[00:33:39.900 --> 00:33:43.900]   In Jesus' name, Amen. Amen.
[00:33:43.900 --> 00:33:50.900]   Right now I would love to pray actually for Vivian and Sidney.
[00:33:50.900 --> 00:33:53.900]   And I would love for all of us to pray for them.
[00:33:53.900 --> 00:33:58.900]   So we're so excited about your church plant.
[00:33:58.900 --> 00:34:02.900]   And yeah, we would love to just pray for you.
[00:34:02.900 --> 00:34:06.900]   It's not our church plant. It's our church plant.
[00:34:06.900 --> 00:34:08.900]   Yes. Yeah.
[00:34:08.900 --> 00:34:15.900]   And for me in our own journey of planting,
[00:34:15.900 --> 00:34:21.900]   really there are so many things you can't do, but God does.
[00:34:21.900 --> 00:34:23.900]   And so I would love to pray for you.
[00:34:23.900 --> 00:34:27.900]   And I actually want to invite if you're an elder, and also John and Sandra and pastor,
[00:34:27.900 --> 00:34:32.900]   if you're here, I would love for you to come up and lay hands on as well and pray with me.
[00:34:32.900 --> 00:34:35.900]   And if you all can stretch out your hand, please.
[00:34:35.900 --> 00:34:37.900]   Yeah.
[00:34:37.900 --> 00:34:44.900]   Heavenly Father, I am so thankful for Sidney and Vivian
[00:34:44.900 --> 00:34:49.900]   and for just their love for you and their love for people
[00:34:49.900 --> 00:34:53.900]   and how they just love serving people
[00:34:53.900 --> 00:34:57.900]   and a love for people to experience healing and restoration
[00:34:57.900 --> 00:35:01.900]   and just growth in you and getting to know you.
[00:35:01.900 --> 00:35:06.900]   And I thank you, Lord, that when you appoint us,
[00:35:06.900 --> 00:35:10.900]   like you're appointing Vivian and you're appointing Sidney,
[00:35:10.900 --> 00:35:13.900]   you also anoint us by your Holy Spirit.
[00:35:13.900 --> 00:35:18.900]   And it's not by our own strength that we do anything.
[00:35:18.900 --> 00:35:22.900]   It's just by your grace and by your power at work in us.
[00:35:22.900 --> 00:35:27.900]   And so, Lord, I pray for your pouring out of your Holy Spirit,
[00:35:27.900 --> 00:35:31.900]   you fill them to the fullest measure
[00:35:31.900 --> 00:35:36.900]   and that as a journey in faith and courage with their limitations,
[00:35:36.900 --> 00:35:41.900]   but with you who is limitless, that you would get glory,
[00:35:41.900 --> 00:35:46.900]   that they could see you at work powerfully providing what they can't do,
[00:35:46.900 --> 00:35:48.900]   but you can do.
[00:35:48.900 --> 00:35:52.900]   And I also pray that you provide at every step of the way what they need,
[00:35:52.900 --> 00:35:57.900]   that you just bring the people, make the connections.
[00:35:57.900 --> 00:36:01.900]   I pray for the location, the venue,
[00:36:01.900 --> 00:36:07.900]   that you open up the right opportunity for them that is just in the right place.
[00:36:07.900 --> 00:36:12.900]   And so we just trust you with that, Lord, because that's who you are.
[00:36:12.900 --> 00:36:16.900]   You invite us into your work and then you provide us and you lead us
[00:36:16.900 --> 00:36:19.900]   and your presence is with us and is with Sidney and Vivian.
[00:36:19.900 --> 00:36:23.900]   So I just pray for your blessing.
[00:36:23.900 --> 00:36:25.900]   I pray for strength.
[00:36:25.900 --> 00:36:27.900]   I pray for joy.
[00:36:27.900 --> 00:36:30.900]   And I pray, Lord, that you get all the glory.
[00:36:30.900 --> 00:36:31.900]   I pray this in your name, Jesus.
[00:36:31.900 --> 00:36:32.900]   Amen.
[00:36:32.900 --> 00:36:33.900]   Amen.
[00:36:33.900 --> 00:36:34.900]   Thank you.
[00:36:34.900 --> 00:36:38.900]   [applause]
[00:36:38.900 --> 00:36:40.900]   Let's worship church.
[00:36:40.900 --> 00:36:45.900]   Thank you.
[00:36:45.900 --> 00:36:46.900]   Thank you.

