
[00:00:00.000 --> 00:00:01.920]   - Good morning, church.
[00:18:54.380 --> 00:18:56.340]   the word baptism of the Holy Spirit
[00:18:56.340 --> 00:18:58.860]   actually comes with a lot of baggage.
[00:18:58.860 --> 00:19:00.640]   At least for me, it does.
[00:19:00.640 --> 00:19:03.660]   Many immediately, you know, I think of receiving tongues,
[00:19:03.660 --> 00:19:05.860]   receiving all the spiritual gifts all at once,
[00:19:05.860 --> 00:19:08.780]   or experiencing some kind of really dramatic thing
[00:19:08.780 --> 00:19:10.540]   that we read about in Acts.
[00:19:10.540 --> 00:19:13.580]   I want to reassure you that my heart today for us
[00:19:13.580 --> 00:19:16.420]   is not to do that, although we can do that some other time,
[00:19:16.420 --> 00:19:18.140]   but maybe not this morning.
[00:19:18.140 --> 00:19:19.820]   But I want to clarify this for you.
[00:19:19.820 --> 00:19:23.180]   I want to clarify that the Spirit of God comes to us
[00:19:23.180 --> 00:19:26.420]   as believers when we first believe and confess Christ
[00:19:26.420 --> 00:19:28.660]   at the first point of salvation.
[00:19:28.660 --> 00:19:32.500]   So what I have to say now about the baptism of the Spirit
[00:19:32.500 --> 00:19:37.180]   is an additional aspect, an additional dimension
[00:19:37.180 --> 00:19:41.680]   to our salvation, to our baptism, and our faith.
[00:19:41.680 --> 00:19:44.620]   So in verse seven, John the Baptist says
[00:19:44.620 --> 00:19:47.340]   that there is someone coming who is more superior,
[00:19:47.340 --> 00:19:49.700]   who's more powerful than himself.
[00:19:49.700 --> 00:19:53.260]   And in verse eight, John says the one who is to come
[00:19:53.260 --> 00:19:56.420]   will baptize you in the Holy Spirit.
[00:19:56.420 --> 00:19:59.860]   So what does this baptism look like and mean?
[00:20:00.780 --> 00:20:03.620]   Mark makes a very important contrast
[00:20:03.620 --> 00:20:05.820]   between the water baptism here
[00:20:05.820 --> 00:20:07.980]   and the baptism of God's Spirit,
[00:20:07.980 --> 00:20:12.380]   in that water baptism in of itself is inadequate.
[00:20:12.380 --> 00:20:14.660]   That means it is not enough, church,
[00:20:14.660 --> 00:20:17.000]   to be baptized in water alone,
[00:20:17.000 --> 00:20:19.720]   because in our hearts, in our spirits,
[00:20:19.720 --> 00:20:22.340]   what we truly need and yearn for
[00:20:22.340 --> 00:20:25.660]   is to receive the very presence of God himself.
[00:20:25.660 --> 00:20:29.100]   And as Christians, the good news is that we are promised
[00:20:29.100 --> 00:20:32.500]   and given the indwelling presence of God.
[00:20:32.500 --> 00:20:35.560]   By his Spirit, we become more connected to him,
[00:20:35.560 --> 00:20:36.780]   we're able to hear him,
[00:20:36.780 --> 00:20:40.840]   and we allow ourselves to be satisfied by him.
[00:20:40.840 --> 00:20:44.580]   We are created, God intended us to be created
[00:20:44.580 --> 00:20:48.020]   to be in a strong and genuine encounter and dialogue
[00:20:48.020 --> 00:20:51.260]   and a conversation with him every single day,
[00:20:51.260 --> 00:20:55.140]   and this is only possible because of the Spirit.
[00:20:55.140 --> 00:20:57.300]   And so the baptism of the Holy Spirit
[00:20:57.300 --> 00:20:59.780]   reminds us fundamentally every single day
[00:20:59.780 --> 00:21:03.060]   that apart from him, without him, we can do no good thing.
[00:21:03.060 --> 00:21:04.920]   We can do nothing.
[00:21:04.920 --> 00:21:08.600]   It is not us, ultimately, who moves us in this journey.
[00:21:08.600 --> 00:21:10.760]   It is not us that brings about the change
[00:21:10.760 --> 00:21:12.300]   that we pray and yearn for.
[00:21:12.300 --> 00:21:15.740]   It is God's Spirit and what he's doing alone.
[00:21:15.740 --> 00:21:19.820]   It's his presence in our life that allows us to do that.
[00:21:19.820 --> 00:21:23.020]   And so, church, we are also incomplete
[00:21:23.020 --> 00:21:25.140]   until we welcome the Spirit
[00:21:25.140 --> 00:21:27.660]   and allow him to initiate our growth,
[00:21:27.660 --> 00:21:29.980]   to allow him to liberate us from bondage,
[00:21:29.980 --> 00:21:33.460]   to allow him to heal us of our woundedness
[00:21:33.460 --> 00:21:35.140]   and our brokenness,
[00:21:35.140 --> 00:21:39.180]   allow him to cleanse us of the uncleanliness,
[00:21:39.180 --> 00:21:42.440]   and to really allow him to make us whole
[00:21:42.440 --> 00:21:45.140]   in the personhood of Christ.
[00:21:45.140 --> 00:21:47.300]   And this is only possible when we say,
[00:21:47.300 --> 00:21:52.300]   yes, Lord, immerse me in not just forgiveness,
[00:21:52.300 --> 00:21:55.060]   but in your Spirit every single day,
[00:21:55.060 --> 00:21:59.140]   or else, otherwise, I can do nothing and I am incomplete.
[00:21:59.140 --> 00:22:02.900]   And church, one more thing that I want to say
[00:22:02.900 --> 00:22:05.700]   about the Spirit is that Jesus says
[00:22:05.700 --> 00:22:09.980]   that there will be a time where many will claim
[00:22:09.980 --> 00:22:11.260]   to be like Christ.
[00:22:11.260 --> 00:22:13.780]   They will be claimed, meaning that they are Jesus,
[00:22:13.780 --> 00:22:15.820]   and they will do Christ-like things,
[00:22:15.820 --> 00:22:17.580]   and they will deceive many people.
[00:22:17.580 --> 00:22:18.940]   And Jesus says there will be a day
[00:22:18.940 --> 00:22:22.180]   when there will be sheep dressed up as sheep's clothing,
[00:22:22.180 --> 00:22:26.580]   and they will deceive and lead the children of God astray.
[00:22:26.580 --> 00:22:28.100]   And Jesus points to a day
[00:22:28.100 --> 00:22:30.980]   where the truth is gonna be undermined,
[00:22:30.980 --> 00:22:33.760]   and that the truth will be severely twisted
[00:22:33.760 --> 00:22:36.500]   to serve other selfish gains.
[00:22:36.500 --> 00:22:39.020]   And church, we already live in this day.
[00:22:39.020 --> 00:22:42.500]   As Jesus says in John 16, verse 13,
[00:22:42.500 --> 00:22:45.020]   he says, "The Spirit of truth has come,
[00:22:45.020 --> 00:22:48.060]   "and he will guide us into all truth."
[00:22:48.060 --> 00:22:51.260]   This, I share this because this is good news.
[00:22:51.260 --> 00:22:54.940]   God gives us the Spirit, and he immerses us in the Spirit
[00:22:54.940 --> 00:22:58.660]   so that we will not be easily deceived.
[00:22:58.660 --> 00:23:01.860]   He will give us the Spirit, which is a compass
[00:23:01.860 --> 00:23:04.600]   that will continually speak and remind us
[00:23:04.600 --> 00:23:06.460]   and to encourage us and to comfort us,
[00:23:06.460 --> 00:23:08.700]   and ultimately, to point us to the truth,
[00:23:08.700 --> 00:23:12.320]   point us to what is still good and true in this world.
[00:23:12.320 --> 00:23:14.480]   And no matter how dark it gets,
[00:23:14.480 --> 00:23:16.880]   we will still have a compass
[00:23:16.880 --> 00:23:19.380]   that leads us back into his presence,
[00:23:19.380 --> 00:23:22.220]   where we can continue to live in the fullness
[00:23:22.220 --> 00:23:24.380]   of what he intended.
[00:23:24.380 --> 00:23:27.700]   So church, the baptism of the Holy Spirit
[00:23:27.700 --> 00:23:29.800]   is the most glorious treasure
[00:23:29.800 --> 00:23:32.640]   we will ever possess in this life,
[00:23:32.640 --> 00:23:36.340]   and because that is the very presence of yourself.
[00:23:36.340 --> 00:23:41.340]   And so our response to the baptism of the Holy Spirit
[00:23:41.340 --> 00:23:43.780]   is to know that our daily worship,
[00:23:43.780 --> 00:23:46.680]   our daily response is to host the presence of God,
[00:23:46.680 --> 00:23:48.420]   is to make room in our hearts,
[00:23:48.420 --> 00:23:50.300]   is to welcome him every single day and say,
[00:23:50.300 --> 00:23:52.880]   "Lord, if you do not come, I am incomplete.
[00:23:52.880 --> 00:23:55.900]   "If you do not come, I will continue to ask you
[00:23:55.900 --> 00:23:57.720]   "and invite you to come.
[00:23:57.720 --> 00:24:00.160]   "Whatever I do, wherever I am, whatever season,
[00:24:00.160 --> 00:24:03.500]   "whatever wilderness, desert, just be with me, Lord.
[00:24:03.500 --> 00:24:04.720]   "I, I, sit with me.
[00:24:04.720 --> 00:24:06.080]   "I wanna sit with you."
[00:24:06.080 --> 00:24:12.060]   You know, recently, church, we've experienced history,
[00:24:12.060 --> 00:24:14.540]   not just this year, but recently,
[00:24:14.540 --> 00:24:18.140]   we were able to baptize our brothers and sisters
[00:24:18.140 --> 00:24:22.780]   in the Vine Church, first ever historic in-house baptism
[00:24:22.780 --> 00:24:27.220]   that took place on November 8th for the entire Sunday,
[00:24:27.220 --> 00:24:29.620]   and I know a lot of you were there.
[00:24:29.620 --> 00:24:32.020]   And I'm just grateful that the Spirit of God
[00:24:32.020 --> 00:24:34.900]   inspires us to do such things,
[00:24:34.900 --> 00:24:36.660]   and I do wanna just thank you for everyone
[00:24:36.660 --> 00:24:39.780]   that spearheaded that, you know who you are.
[00:24:39.780 --> 00:24:43.740]   And, and just to be able to do what we as a church
[00:24:43.740 --> 00:24:46.220]   are called to do, which is to see others baptized,
[00:24:46.220 --> 00:24:49.740]   to see people immersed in God's presence.
[00:24:49.740 --> 00:24:52.620]   And I had time to actually read over a lot
[00:24:52.620 --> 00:24:55.060]   of the testimonies that were written
[00:24:55.060 --> 00:24:56.700]   by our brothers and sisters that day,
[00:24:56.700 --> 00:24:58.120]   and I want to just sum up.
[00:24:58.120 --> 00:25:00.100]   I don't have enough time to go through every one,
[00:25:00.100 --> 00:25:02.900]   but I wanna sum up the general, unique journey
[00:25:02.900 --> 00:25:04.460]   that each brother and sister took,
[00:25:04.460 --> 00:25:07.260]   and that they moved from a place of desolation,
[00:25:07.260 --> 00:25:09.740]   a place of isolation, the wilderness, the desert,
[00:25:09.740 --> 00:25:12.900]   to a place where, you know what, things are not perfect,
[00:25:12.900 --> 00:25:14.380]   they're not completely healed,
[00:25:14.380 --> 00:25:17.700]   but they got to a place where they could breathe again,
[00:25:17.700 --> 00:25:20.180]   where they could actually hear their thoughts again,
[00:25:20.180 --> 00:25:22.060]   where they could be liberated,
[00:25:22.060 --> 00:25:24.220]   where they had a new perspective,
[00:25:24.220 --> 00:25:28.500]   that they felt free to love and to speak
[00:25:28.500 --> 00:25:31.420]   and to know and that they're not alone.
[00:25:31.420 --> 00:25:34.340]   And so this is the journey of baptism,
[00:25:34.340 --> 00:25:36.180]   this is the posturing of our heart,
[00:25:36.180 --> 00:25:38.180]   and all these men and women before us,
[00:25:38.180 --> 00:25:40.980]   on Sunday, November 8th, they said,
[00:25:40.980 --> 00:25:44.420]   we found the way, and I declare and I confess,
[00:25:44.420 --> 00:25:47.340]   this is the way I wanna continue to live from now on,
[00:25:47.340 --> 00:25:50.140]   with our God leading us.
[00:25:50.140 --> 00:25:51.540]   And so I wanna share this quote
[00:25:51.540 --> 00:25:54.180]   from a philosopher, theologian, Martin Buber,
[00:25:54.180 --> 00:25:57.620]   and I feel like he sums up this baptism,
[00:25:57.620 --> 00:26:00.460]   our baptism journey, and also our reality,
[00:26:00.460 --> 00:26:02.860]   our shared reality as Christians.
[00:26:02.860 --> 00:26:06.140]   He says, "God is no object of discourse,
[00:26:06.140 --> 00:26:08.180]   "knowledge, or even experience.
[00:26:08.300 --> 00:26:12.420]   "He cannot be spoken of, but He can be spoken to.
[00:26:12.420 --> 00:26:16.100]   "He cannot be seen, but He can be listened to.
[00:26:16.100 --> 00:26:18.580]   "The only possible relationship with God
[00:26:18.580 --> 00:26:21.740]   "is to address Him and to be addressed by Him,
[00:26:21.740 --> 00:26:23.220]   "here and now."
[00:26:23.220 --> 00:26:26.900]   Church, this describes the Christian life
[00:26:26.900 --> 00:26:28.980]   that all of us are on,
[00:26:28.980 --> 00:26:31.740]   and the beauty of being addressed by God,
[00:26:31.740 --> 00:26:35.380]   and for us to address God and to listen to God,
[00:26:35.380 --> 00:26:36.820]   you know, it's not without struggles,
[00:26:36.820 --> 00:26:40.220]   but it is what it is, and this is the beautiful gospel,
[00:26:40.220 --> 00:26:42.540]   this is the life that all of us are called to.
[00:26:42.540 --> 00:26:47.500]   And for me, each day, when I live out this baptism,
[00:26:47.500 --> 00:26:49.900]   each day is a new opportunity for me
[00:26:49.900 --> 00:26:52.380]   to call out to God in my wilderness
[00:26:52.380 --> 00:26:55.500]   of being distracted, of hurrying, of busyness,
[00:26:55.500 --> 00:27:00.500]   of misplaced desires, of idolatry, of sin, and anger.
[00:27:00.500 --> 00:27:03.220]   You know, each day I cry out to God,
[00:27:03.220 --> 00:27:05.540]   and I say, "Lord, I don't wanna live like this anymore.
[00:27:05.540 --> 00:27:06.660]   "I can't live like this.
[00:27:06.660 --> 00:27:08.660]   "I can't bear to live like this,
[00:27:08.660 --> 00:27:10.180]   "so would you show me another way?
[00:27:10.180 --> 00:27:12.300]   "I don't mind pain, I don't mind the suffer,
[00:27:12.300 --> 00:27:13.940]   "but just show me another way.
[00:27:13.940 --> 00:27:16.100]   "Walk with me just through today.
[00:27:16.100 --> 00:27:18.580]   "That's what I'm asking for, Lord."
[00:27:18.580 --> 00:27:21.780]   And each day, I'm so forgetful, I just pray one thing.
[00:27:21.780 --> 00:27:25.140]   I say, "Lord, may I go through this day not to forget you,
[00:27:25.140 --> 00:27:26.820]   "not to know that you sit with me."
[00:27:26.820 --> 00:27:30.500]   And I spend most of my energies just to remind myself
[00:27:30.500 --> 00:27:33.500]   that He indeed is present with me.
[00:27:34.900 --> 00:27:36.780]   And in the last four to five months,
[00:27:36.780 --> 00:27:38.740]   I've actually been in the same spot with God.
[00:27:38.740 --> 00:27:41.340]   I've been surrendering more or less the same one thing.
[00:27:41.340 --> 00:27:44.180]   I've been praying the same prayers every single day.
[00:27:44.180 --> 00:27:48.260]   My prayer is this, "Lord, baptize me,
[00:27:48.260 --> 00:27:51.520]   "immerse me in your presence, in your word,
[00:27:51.520 --> 00:27:54.760]   "and teach me not to be upset and angry
[00:27:54.760 --> 00:27:56.700]   "and lash out at my children."
[00:27:56.700 --> 00:27:59.620]   You know, and it's painful.
[00:27:59.620 --> 00:28:01.940]   It's humbling when your own children
[00:28:01.940 --> 00:28:03.660]   teach you how to parent.
[00:28:03.660 --> 00:28:08.660]   But I think that's God speaking out of the wilderness to me.
[00:28:08.660 --> 00:28:12.040]   And I think the important thing is to remain repentant,
[00:28:12.040 --> 00:28:15.100]   to be open, because God is God, right?
[00:28:15.100 --> 00:28:19.700]   He is the Lord of all creation, all over everything.
[00:28:19.700 --> 00:28:22.420]   And so I don't mind spending the rest of my life
[00:28:22.420 --> 00:28:25.960]   just praying the same thing, learning what God has for me,
[00:28:25.960 --> 00:28:29.820]   if I am to grow to be more like Him.
[00:28:29.820 --> 00:28:30.860]   And so, church, I just wanna say,
[00:28:30.860 --> 00:28:32.740]   don't be discouraged in where you are,
[00:28:32.740 --> 00:28:35.380]   because He is with you.
[00:28:35.380 --> 00:28:36.940]   And we're supposed to struggle,
[00:28:36.940 --> 00:28:38.940]   so don't be so hard on yourself.
[00:28:38.940 --> 00:28:43.460]   If God can speak to me as I practice preaching,
[00:28:43.460 --> 00:28:44.780]   as I prepared for today,
[00:28:44.780 --> 00:28:48.540]   He really just spoke to me at 11.20 last night,
[00:28:48.540 --> 00:28:52.420]   then I'm sure He can speak to you in any situation, church.
[00:28:52.420 --> 00:28:55.160]   So practically, how does this look like
[00:28:55.160 --> 00:28:56.260]   for you and I to live out?
[00:28:56.260 --> 00:28:57.900]   I want to suggest three things
[00:28:57.900 --> 00:29:00.480]   that I've been personally adopting in my own life
[00:29:00.480 --> 00:29:04.080]   as a way to live out this idea and heart of baptism.
[00:29:04.080 --> 00:29:11.020]   And I just ask again, how do you and I posture ourselves
[00:29:11.020 --> 00:29:13.840]   to be immersed in this way of life?
[00:29:13.840 --> 00:29:17.500]   First, I would say the key is to be always ready
[00:29:17.500 --> 00:29:19.380]   to be repentant at any time.
[00:29:19.380 --> 00:29:22.680]   Guard your heart so that you're always ready
[00:29:22.680 --> 00:29:24.520]   and able to respond to God,
[00:29:24.520 --> 00:29:28.200]   even if it's just a very little thing
[00:29:28.200 --> 00:29:29.840]   that you can say or do.
[00:29:30.760 --> 00:29:33.760]   You know, God shows up in the most inconvenient times.
[00:29:33.760 --> 00:29:35.800]   He shows up in the most awkward times.
[00:29:35.800 --> 00:29:37.440]   He shows up in our conversations.
[00:29:37.440 --> 00:29:39.880]   He shows up with people we don't like,
[00:29:39.880 --> 00:29:41.480]   people who we don't even want to see,
[00:29:41.480 --> 00:29:45.160]   but yet God is there showing us in our disappointments,
[00:29:45.160 --> 00:29:47.920]   in our interruptions, in our pain and grief.
[00:29:47.920 --> 00:29:52.920]   He is there to show us Himself and to show us another way.
[00:29:52.920 --> 00:29:55.460]   And so that you will see, you'll be able to see
[00:29:55.460 --> 00:30:00.460]   if you are willing to follow Him, new perspective.
[00:30:00.460 --> 00:30:03.580]   And I think in this life, we will be distracted.
[00:30:03.580 --> 00:30:04.700]   We will be busy.
[00:30:04.700 --> 00:30:07.700]   We will be tempted, but no matter what,
[00:30:07.700 --> 00:30:09.860]   always try to get back to this place
[00:30:09.860 --> 00:30:12.500]   where your heart can say, "Lord, immerse me.
[00:30:12.500 --> 00:30:14.900]   "Lord, I know today's been really messed up,
[00:30:14.900 --> 00:30:18.400]   "but immerse me, that's all I need."
[00:30:18.400 --> 00:30:22.040]   Second suggestion is to immerse yourself in Scripture
[00:30:22.040 --> 00:30:25.300]   so that you can make room for the Holy Spirit in your life.
[00:30:25.300 --> 00:30:26.220]   Why do I say this?
[00:30:26.220 --> 00:30:28.700]   Because this is what Christians do.
[00:30:28.700 --> 00:30:31.700]   This is what, this is the only way we know.
[00:30:31.700 --> 00:30:32.940]   This is our way of life.
[00:30:32.940 --> 00:30:36.500]   Without letting Him address us with His words,
[00:30:36.500 --> 00:30:38.460]   we will not be able to live.
[00:30:38.460 --> 00:30:40.660]   You cannot discern God's voice
[00:30:40.660 --> 00:30:42.540]   from the deception of the enemy,
[00:30:42.540 --> 00:30:45.900]   from the good and well-intentioned things of this world,
[00:30:45.900 --> 00:30:47.740]   from God's intention.
[00:30:47.740 --> 00:30:51.380]   You know, and my prayer is really simple.
[00:30:51.380 --> 00:30:54.140]   My prayer is, "Lord, when I wake up,
[00:30:54.140 --> 00:30:56.820]   "I want you to be the first person that addresses me.
[00:30:56.820 --> 00:30:59.900]   "I want you to be the first person I talk to."
[00:30:59.900 --> 00:31:02.020]   And at night, I also just say,
[00:31:02.020 --> 00:31:06.340]   "Lord, I pray that the person going to sleep right now
[00:31:06.340 --> 00:31:08.660]   "is different than the person who woke up
[00:31:08.660 --> 00:31:11.480]   "because you encountered me, you spoke to me,
[00:31:11.480 --> 00:31:16.080]   "you changed my perspective, and I'm so thankful for that."
[00:31:16.080 --> 00:31:19.960]   Thirdly, lastly, I want to suggest
[00:31:19.960 --> 00:31:23.660]   to keep very short accounts in all our relationships.
[00:31:23.660 --> 00:31:26.500]   You know, our ultimate test, I think, of our Christianity,
[00:31:26.500 --> 00:31:28.740]   whether it's genuine, whether it's sincere,
[00:31:28.740 --> 00:31:31.220]   is simply in how we treat each other,
[00:31:31.220 --> 00:31:33.340]   how we treat our parents, how we treat our children,
[00:31:33.340 --> 00:31:35.740]   how we treat our enemies, how we treat the stranger
[00:31:35.740 --> 00:31:36.860]   that we bump into the street
[00:31:36.860 --> 00:31:38.140]   when we're in a really bad mood.
[00:31:38.140 --> 00:31:39.060]   What do we say to them?
[00:31:39.060 --> 00:31:40.840]   How do we treat them?
[00:31:40.840 --> 00:31:46.180]   But the good news is God is in our relationship,
[00:31:46.180 --> 00:31:50.880]   so whenever, in any relationship, God is there with us.
[00:31:50.880 --> 00:31:52.920]   And therefore, I think it's that important
[00:31:52.920 --> 00:31:56.720]   to prioritize managing our relationship
[00:31:56.720 --> 00:31:57.800]   and keeping short accounts,
[00:31:57.800 --> 00:31:59.840]   and that means to practice forgiveness.
[00:31:59.840 --> 00:32:01.360]   Because once again, I want to remind you,
[00:32:01.360 --> 00:32:05.380]   forgiveness removes all the barriers between us,
[00:32:05.380 --> 00:32:07.680]   between God and us and between you and I.
[00:32:07.680 --> 00:32:13.480]   And, you know, my prayer has always been that
[00:32:13.480 --> 00:32:15.820]   if Christians can be known for anything,
[00:32:15.820 --> 00:32:18.640]   it's not for mistakes, it's not for hypocrisy,
[00:32:18.640 --> 00:32:21.120]   or, you know, what we didn't do, didn't say,
[00:32:21.120 --> 00:32:24.020]   but I pray that Christians would be known
[00:32:24.020 --> 00:32:26.900]   for our forgiveness, that they would see Christ
[00:32:26.900 --> 00:32:28.840]   because in how we choose to forgive,
[00:32:28.840 --> 00:32:30.620]   because God has forgiven us.
[00:32:30.620 --> 00:32:35.300]   So, church, if I can sum up the last 25 minutes,
[00:32:35.300 --> 00:32:38.160]   I would say today is really about the work of God
[00:32:38.160 --> 00:32:41.120]   and the Holy Spirit and what he desires to do in our life.
[00:32:41.120 --> 00:32:46.720]   In this Advent season, and in every season of our life,
[00:32:46.720 --> 00:32:49.680]   this baptism of water and the Holy Spirit
[00:32:49.680 --> 00:32:54.220]   represents his invitation to come on a lifelong journey,
[00:32:54.220 --> 00:32:58.060]   a pilgrimage, a spiritual journey with the triune God
[00:32:58.060 --> 00:33:01.480]   who leads us to be truly free,
[00:33:01.480 --> 00:33:05.840]   to be truly ourselves in his presence every single day.
[00:33:05.840 --> 00:33:09.600]   So the simple question I ask you is, will you join him?
[00:33:09.600 --> 00:33:11.480]   Will you let him satisfy you?
[00:33:11.480 --> 00:33:14.360]   Will you let him address you and transform you?
[00:33:14.360 --> 00:33:19.360]   Will you allow him to immerse himself and his love upon you?
[00:33:19.360 --> 00:33:24.080]   Closing, in closing, church, I wanna say this.
[00:33:24.080 --> 00:33:25.860]   Do you remember the Great Commission?
[00:33:25.860 --> 00:33:27.260]   What does Jesus say there?
[00:33:27.260 --> 00:33:29.520]   And I wanna remind you what the Great Commission says.
[00:33:29.520 --> 00:33:33.380]   He says, "So you must go and make all the nations
[00:33:33.380 --> 00:33:36.960]   "into disciples, baptizing them in the name of the Father
[00:33:36.960 --> 00:33:38.860]   "and the Son and the Holy Spirit.
[00:33:38.860 --> 00:33:41.400]   "Teach them to observe everything I've commanded you,
[00:33:41.400 --> 00:33:44.180]   "and look, I am with you every single day
[00:33:44.180 --> 00:33:46.300]   "to the very end of age."
[00:33:46.300 --> 00:33:49.640]   Note that Jesus calls us to baptize the nations,
[00:33:49.640 --> 00:33:53.040]   baptize whoever we seize in the Father, Son, and Holy Spirit
[00:33:53.040 --> 00:33:56.880]   as in we are called as Christians to immerse others
[00:33:56.880 --> 00:33:58.840]   in everything we know about God,
[00:33:58.840 --> 00:34:00.480]   everything Jesus has given us,
[00:34:00.480 --> 00:34:02.880]   everything that the Holy Spirit is showing us,
[00:34:02.880 --> 00:34:06.960]   we are called to immerse others with this,
[00:34:06.960 --> 00:34:09.280]   and this is a command.
[00:34:09.280 --> 00:34:12.580]   And so what I really wanna remind us before we go
[00:34:12.580 --> 00:34:15.880]   is that our faith must go beyond ourselves.
[00:34:15.880 --> 00:34:19.800]   We immerse ourselves, we transform, we are changed,
[00:34:19.800 --> 00:34:22.360]   not for our own sake, but the sake of our neighbor,
[00:34:22.360 --> 00:34:23.840]   for the sake of our enemy.
[00:34:23.840 --> 00:34:28.920]   And so having after received God's presence,
[00:34:28.920 --> 00:34:32.240]   we too then must go out and share the presence of God,
[00:34:32.240 --> 00:34:36.280]   the love of God, whatever God has given us with others,
[00:34:36.280 --> 00:34:39.200]   and so that others may know that there is a journey
[00:34:39.200 --> 00:34:42.120]   that God yearns to bring each of us on.
[00:34:43.060 --> 00:34:46.500]   And so this is what the Christian life is all about,
[00:34:46.500 --> 00:34:49.160]   and I pray that the Spirit will lead you
[00:34:49.160 --> 00:34:53.320]   from wherever you are today to walk with Him.
[00:34:53.320 --> 00:34:54.420]   Church, can we pray?
[00:34:54.420 --> 00:35:03.740]   Father, you say if we confess our sins, you are faithful,
[00:35:03.740 --> 00:35:07.140]   you are just, and you will forgive us and will cleanse us.
[00:35:07.140 --> 00:35:11.140]   You will wash us thoroughly from all that cages us
[00:35:11.140 --> 00:35:12.860]   and causes us to be stuck.
[00:35:12.860 --> 00:35:17.740]   You will free us, you will be able to make us whole again.
[00:35:17.740 --> 00:35:22.740]   So God, today, right now, we ask that you create in us
[00:35:22.740 --> 00:35:25.000]   a renewed spirit.
[00:35:25.000 --> 00:35:28.580]   Father, would your Spirit come and dwell in us.
[00:35:28.580 --> 00:35:31.980]   Immerse us, Lord God.
[00:35:31.980 --> 00:35:35.760]   Father, let us be with you.
[00:35:35.760 --> 00:35:38.980]   Wherever you are, we confess we want to follow
[00:35:38.980 --> 00:35:40.240]   and be with you.
[00:35:41.240 --> 00:35:46.240]   And Lord, as children, we ask, Lord God,
[00:35:46.240 --> 00:35:50.340]   that the one thing is that you would make yourself real
[00:35:50.340 --> 00:35:53.260]   to us today, right now.
[00:35:53.260 --> 00:35:56.400]   Whatever it takes, Lord God, to get our attention,
[00:35:56.400 --> 00:36:00.960]   Father, I pray that at the end of today, before we sleep,
[00:36:00.960 --> 00:36:05.600]   our hearts would say, Lord, you are the living God.
[00:36:05.600 --> 00:36:07.080]   You, I will follow.
[00:36:07.080 --> 00:36:09.320]   You, I will learn more about.
[00:36:10.200 --> 00:36:12.800]   And one day, I might follow you,
[00:36:12.800 --> 00:36:15.920]   or maybe we'll say, Lord, thank you for being with me.
[00:36:15.920 --> 00:36:17.260]   Thank you for immersing me.
[00:36:17.260 --> 00:36:20.360]   Thank you for reminding me that I'm not alone,
[00:36:20.360 --> 00:36:21.920]   that I don't struggle alone.
[00:36:21.920 --> 00:36:24.820]   I don't go through anything alone because you are with me.
[00:36:24.820 --> 00:36:28.260]   And so Jesus, this is our prayer.
[00:36:28.260 --> 00:36:33.260]   In your beautiful name, would you continue to speak to us
[00:36:33.260 --> 00:36:37.500]   every single moment you give to us in this precious life.
[00:36:38.440 --> 00:36:41.160]   And Lord, teach us to steward and treasure
[00:36:41.160 --> 00:36:44.680]   the greatest treasure we will ever, ever receive,
[00:36:44.680 --> 00:36:45.620]   and that is you.
[00:36:45.620 --> 00:36:48.580]   In your name we pray, amen.
[00:36:48.580 --> 00:36:51.160]   (gentle music)

