
[00:00:00.000 --> 00:00:02.000]  多謝你,June
[00:15:10.200 --> 00:15:12.600]  都表達緊佢哋嘅期望
[00:15:12.600 --> 00:15:14.400]  And Jesus stands up
[00:15:14.400 --> 00:15:16.800]  and it says that he cried out
[00:15:16.800 --> 00:15:18.600]  耶穌喺嗰度站起嚟
[00:15:18.600 --> 00:15:20.600]  聖經話佢呼喊出嚟
[00:15:20.600 --> 00:15:24.600]  Let anyone who is thirsty come to me and drink
[00:15:24.600 --> 00:15:26.200]  如果有任何人渴嘅話
[00:15:26.200 --> 00:15:28.400]  就嚟我嗰度嚟到去飲水啦
[00:15:28.400 --> 00:15:31.400]  Whoever believes in me as scripture has said
[00:15:31.400 --> 00:15:34.800]  Rivers of living water will flow from within them
[00:15:34.800 --> 00:15:37.200]  嗰啲信我嘅就好似經常所講
[00:15:37.200 --> 00:15:40.600]  從佢嘅腹中會有活水江湖去湧流出嚟
[00:15:40.600 --> 00:15:42.000]  Now I don't know about you
[00:15:42.000 --> 00:15:43.400]  我唔知道你點樣睇
[00:15:43.400 --> 00:15:45.800]  But I would have loved to have been there
[00:15:45.800 --> 00:15:46.800]  但係我好想
[00:15:46.800 --> 00:15:47.600]  如果係我嘅話
[00:15:47.600 --> 00:15:48.800]  我好想喺嗰度
[00:15:48.800 --> 00:15:51.600]  Just observe this moment
[00:15:51.600 --> 00:15:54.800]  嚟到去見證去睇下呢一個時刻
[00:15:54.800 --> 00:15:57.000]  I mean Jesus is saying
[00:15:57.000 --> 00:15:59.800]  I am the fulfillment of these promises
[00:15:59.800 --> 00:16:00.600]  耶穌喺度話
[00:16:00.600 --> 00:16:04.400]  我就係呢一個應許嘅成就啦
[00:16:04.400 --> 00:16:07.400]  I am the fulfillment of the feast of tabernacle
[00:16:07.400 --> 00:16:09.000]  that this feast points towards
[00:16:09.000 --> 00:16:11.200]  我就係嗰個鑄棚節
[00:16:11.200 --> 00:16:13.000]  嚟到去所要表達嘅嗰個
[00:16:13.000 --> 00:16:14.400]  去指向嘅嗰一位
[00:16:14.400 --> 00:16:15.400]  I am the one through whom
[00:16:15.400 --> 00:16:18.000]  this new work of God is beginning
[00:16:18.000 --> 00:16:20.000]  我就係呢神嘅新嘅工作
[00:16:20.000 --> 00:16:21.000]  新到嚟新嘅開始
[00:16:21.000 --> 00:16:23.200]  我就係成就嘅嗰一個啦
[00:16:23.200 --> 00:16:24.800]  I am the one through whom
[00:16:24.800 --> 00:16:27.400]  all these longings and needs
[00:16:27.400 --> 00:16:30.800]  that you are holding and carrying
[00:16:30.800 --> 00:16:32.800]  they are met through me
[00:16:32.800 --> 00:16:34.000]  我就係嗰一個
[00:16:34.000 --> 00:16:36.200]  喺你哋心裏面所帶住嗰啲嘅
[00:16:36.200 --> 00:16:37.400]  期望嗰啲嘅學生
[00:16:37.400 --> 00:16:39.000]  我就係會嚟回應
[00:16:39.000 --> 00:16:42.400]  嚟到去成就嘅嗰一個
[00:16:42.400 --> 00:16:44.400]  I mean if a normal person
[00:16:44.400 --> 00:16:46.000]  and what says something like that
[00:16:46.000 --> 00:16:47.400]  is a crazy claim
[00:16:47.400 --> 00:16:49.400]  如果有一個人無啦啦走出嚟
[00:16:49.400 --> 00:16:50.400]  講呢番說話嘅話
[00:16:50.400 --> 00:16:53.600]  我哋一定會覺得呢個人係傻傻地㗎
[00:16:53.600 --> 00:16:55.400]  Now but this is Jesus
[00:16:55.400 --> 00:16:58.200]  who can truly you know fulfill
[00:16:58.200 --> 00:16:59.400]  what he says
[00:16:59.400 --> 00:17:00.800]  但係耶穌係嗰個
[00:17:00.800 --> 00:17:03.000]  佢能夠真正嚟到去成就
[00:17:03.000 --> 00:17:04.200]  佢所講嘅說話嘅人
[00:17:04.200 --> 00:17:06.000]  He can quench our thirst
[00:17:06.000 --> 00:17:07.400]  our longings our needs
[00:17:07.400 --> 00:17:09.400]  like nobody else can
[00:17:09.400 --> 00:17:11.200]  佢可以嚟滿足我哋裏面嘅
[00:17:11.200 --> 00:17:12.600]  學上我哋嗰份
[00:17:12.600 --> 00:17:14.000]  我哋裏面嘅口渴
[00:17:14.000 --> 00:17:16.000]  佢佢佢能夠做到
[00:17:16.000 --> 00:17:20.600]  And so the crowd
[00:17:20.600 --> 00:17:21.600]  that was around Jesus
[00:17:21.600 --> 00:17:23.000]  they understood what he was saying
[00:17:23.000 --> 00:17:25.000]  because he was claiming to be the Messiah
[00:17:25.000 --> 00:17:27.600]  所以嗰班圍繞住耶穌嘅人
[00:17:27.600 --> 00:17:29.600]  全部都明白佢喺度講緊乜嘢
[00:17:29.600 --> 00:17:30.600]  佢所講嘅就係
[00:17:30.600 --> 00:17:32.200]  佢話佢自己就係理賽亞
[00:17:32.200 --> 00:17:33.200]  And so if you read on
[00:17:33.200 --> 00:17:35.000]  you can see all the different ways
[00:17:35.000 --> 00:17:36.000]  they respond to that
[00:17:36.000 --> 00:17:38.400]  所以如果我哋繼續去睇嗰段經文嘅話
[00:17:38.400 --> 00:17:40.600]  你會見到嗰啲唔同嘅回應
[00:17:40.600 --> 00:17:42.800]  But with Jesus' invitation
[00:17:42.800 --> 00:17:44.800]  to come and drink
[00:17:44.800 --> 00:17:47.600]  and for anyone who is thirsty
[00:17:47.600 --> 00:17:49.200]  it still stands today
[00:17:49.200 --> 00:17:51.600]  但係耶穌所發出嘅呢個邀請
[00:17:51.600 --> 00:17:53.400]  去邀請人去到佢嗰度
[00:17:53.400 --> 00:17:54.600]  嚟到去飲水嘅
[00:17:54.600 --> 00:17:56.800]  呢個嘅邀請直到今時今日
[00:17:56.800 --> 00:17:58.600]  仍然都係存在
[00:17:58.600 --> 00:18:00.400]  Let anyone who is thirsty
[00:18:00.400 --> 00:18:02.800]  come to me and drink
[00:18:02.800 --> 00:18:05.000]  如果有任何嘅人覺得口渴嘅話
[00:18:05.000 --> 00:18:06.800]  就嚟我呢度去飲水
[00:18:06.800 --> 00:18:09.600]  It doesn't say let anyone who is moral
[00:18:09.600 --> 00:18:11.200]  and who has their life together
[00:18:11.200 --> 00:18:12.400]  come to me and drink
[00:18:12.400 --> 00:18:13.400]  耶穌呢度唔係話
[00:18:13.400 --> 00:18:14.400]  如果有任何人
[00:18:14.400 --> 00:18:16.000]  佢係好有道德嘅話
[00:18:16.000 --> 00:18:17.800]  佢係一個好正直嘅人
[00:18:17.800 --> 00:18:19.000]  就嚟我呢度
[00:18:19.000 --> 00:18:22.400]  Jesus' requirement for coming is
[00:18:22.400 --> 00:18:24.400]  you have a need, you have a longing
[00:18:24.400 --> 00:18:25.400]  耶穌佢話
[00:18:25.400 --> 00:18:27.600]  要嚟嘅人有啲咩要求呢
[00:18:27.600 --> 00:18:29.600]  就係首先你有啲嘢需要
[00:18:29.600 --> 00:18:31.400]  你裏面有一個渴望
[00:18:31.400 --> 00:18:32.400]  That's it
[00:18:32.400 --> 00:18:33.800]  就係咁多啦
[00:18:33.800 --> 00:18:35.400]  We like to qualify it
[00:18:35.400 --> 00:18:36.800]  and add things to it
[00:18:36.800 --> 00:18:37.800]  我哋好多時候
[00:18:37.800 --> 00:18:40.000]  我哋鍾意要加好多嘅前設
[00:18:40.000 --> 00:18:43.600]  或者要符合好多嘅要求先至得
[00:18:43.600 --> 00:18:45.800]  Anyone who fully comes to me
[00:18:45.800 --> 00:18:47.600]  you know or
[00:18:47.600 --> 00:18:50.600]  如果你完全完全嘅嚟到我呢度
[00:18:50.600 --> 00:18:52.400]  But it's just anyone who is thirsty
[00:18:52.400 --> 00:18:53.200]  That's it
[00:18:53.200 --> 00:18:54.200]  耶穌淨係話
[00:18:54.200 --> 00:18:55.200]  如果你口渴嘅話
[00:18:55.200 --> 00:18:55.800]  你就嚟啦
[00:18:55.800 --> 00:18:58.200]  淨係咁多
[00:18:58.200 --> 00:19:01.800]  And so the needs that we can bring to Jesus
[00:19:01.800 --> 00:19:03.600]  所以嗰啲我哋可以帶到嚟
[00:19:03.600 --> 00:19:05.600]  耶穌面前嘅嗰啲嘅渴望
[00:19:05.600 --> 00:19:07.000]  或者嗰啲嘅需要
[00:19:07.000 --> 00:19:08.800]  They can look quite differently for us
[00:19:08.800 --> 00:19:12.000]  可能我哋每一個人都有唔一樣嘅需要
[00:19:12.000 --> 00:19:12.800]  You know maybe
[00:19:12.800 --> 00:19:15.600]  Maybe it's a need for physical healing
[00:19:15.600 --> 00:19:17.600]  可能我哋中間有啲人需要嘅係
[00:19:17.600 --> 00:19:19.400]  身體上面得到醫治
[00:19:19.400 --> 00:19:21.200]  Maybe it's a need for emotional healing
[00:19:21.200 --> 00:19:23.200]  because of breakdown of relationship
[00:19:23.200 --> 00:19:26.200]  or just some strange relationship with our parents
[00:19:26.200 --> 00:19:27.600]  可能我哋需要嘅係
[00:19:27.600 --> 00:19:28.600]  我哋嘅情感裏面
[00:19:28.600 --> 00:19:29.800]  關係裏面得到醫治
[00:19:29.800 --> 00:19:31.600]  例如係同我哋嘅屋企人
[00:19:31.600 --> 00:19:34.600]  Maybe it's a need for greater holiness
[00:19:34.600 --> 00:19:36.200]  或者可能係我哋嘅生命裏面
[00:19:36.200 --> 00:19:38.600]  有一個更大程度嘅聖潔
[00:19:38.600 --> 00:19:40.000]  Because it's just broken us in our life
[00:19:40.000 --> 00:19:41.800]  or we just need Jesus to meet us
[00:19:41.800 --> 00:19:43.800]  and make us more holy
[00:19:43.800 --> 00:19:46.200]  可能我哋生命裏面都破碎到一個地步
[00:19:46.200 --> 00:19:48.000]  我哋需要耶穌嚟同我哋相遇
[00:19:48.000 --> 00:19:50.400]  使到我哋嘅生命可以分別維持
[00:19:50.400 --> 00:19:52.400]  Maybe we are holding anxiety
[00:19:52.400 --> 00:19:54.000]  and there is just no peace
[00:19:54.000 --> 00:19:56.000]  and there is a need for peace
[00:19:56.000 --> 00:19:58.200]  可能係我哋裏面有好多嘅焦慮
[00:19:58.200 --> 00:19:59.400]  我哋需要耶穌嚟到
[00:19:59.400 --> 00:20:01.400]  俾我哋一個真正嘅平安
[00:20:01.400 --> 00:20:03.800]  Maybe it's a need for greater faith
[00:20:03.800 --> 00:20:05.800]  because whatever is going on in our lives
[00:20:05.800 --> 00:20:07.200]  we just don't have it
[00:20:07.200 --> 00:20:10.000]  and we need God to give us a greater faith
[00:20:10.000 --> 00:20:12.000]  可能我哋需要有更大嘅信心
[00:20:12.000 --> 00:20:13.000]  生命裏面發生嘅嘢
[00:20:13.000 --> 00:20:15.600]  令到我哋唔能夠好完全嘅相信
[00:20:15.600 --> 00:20:17.600]  我哋需要神俾我哋更大嘅信心
[00:20:17.600 --> 00:20:20.400]  And I do wonder what is this thirst
[00:20:20.400 --> 00:20:22.400]  this longing, this desire
[00:20:22.400 --> 00:20:24.800]  that you are holding right now
[00:20:24.800 --> 00:20:26.400]  所以我今日喺度諗嘅就係
[00:20:26.400 --> 00:20:28.400]  喺我哋中間在座嘅人
[00:20:28.400 --> 00:20:30.800]  我哋生命裏面嗰個口渴嘅地方
[00:20:30.800 --> 00:20:32.400]  我哋生命裏面嗰啲嘢期待
[00:20:32.400 --> 00:20:34.600]  嗰啲嘢渴想係啲乜嘢呢
[00:20:35.600 --> 00:20:38.000]  And you know it's interesting with thirst
[00:20:38.000 --> 00:20:39.000]  even though it's so simple
[00:20:39.000 --> 00:20:41.000]  what Jesus tells us to do
[00:20:41.000 --> 00:20:43.400]  關於呢個渴想好似好簡單
[00:20:43.400 --> 00:20:45.400]  耶穌同我哋講嘢都非常簡單
[00:20:45.400 --> 00:20:49.000]  We actually struggle to admit that we are thirsty
[00:20:49.000 --> 00:20:51.600]  我哋好似有時好難去承認
[00:20:51.600 --> 00:20:53.000]  我哋自己係好口渴
[00:20:53.000 --> 00:20:55.000]  We can deceive ourselves
[00:20:55.000 --> 00:20:56.800]  我哋會嚟呃我哋自己
[00:20:56.800 --> 00:20:58.200]  We can play down our thirst
[00:20:58.200 --> 00:21:00.000]  and we say I can just handle it on my own
[00:21:00.000 --> 00:21:01.400]  or it's not that big of a deal
[00:21:01.400 --> 00:21:02.800]  我哋有時會同自己講
[00:21:02.800 --> 00:21:04.000]  都唔係咁大件事
[00:21:04.000 --> 00:21:05.800]  姐係我自己搞得掂
[00:21:05.800 --> 00:21:06.800]  I was doing that
[00:21:06.800 --> 00:21:08.200]  while we were planting the church
[00:21:08.200 --> 00:21:10.600]  當我哋喺呢度去席堂嘅時候
[00:21:10.600 --> 00:21:12.000]  我就係咁樣同我自己講
[00:21:12.000 --> 00:21:14.200]  I was playing down sin in my life
[00:21:14.200 --> 00:21:16.000]  喺我生命裏面嘅一啲嘢除外
[00:21:16.000 --> 00:21:18.400]  就係冇乜大緊要
[00:21:18.400 --> 00:21:19.800]  And you know
[00:21:19.800 --> 00:21:21.800]  pretending like I have no need
[00:21:21.800 --> 00:21:23.000]  就去好似講到
[00:21:23.000 --> 00:21:25.000]  我生命裏面冇乜嘢需求
[00:21:25.000 --> 00:21:26.800]  So it takes actually humility
[00:21:26.800 --> 00:21:27.600]  to come to Jesus and say
[00:21:27.600 --> 00:21:30.400]  Jesus will you forgive me
[00:21:30.400 --> 00:21:33.200]  and will you help me to move forward
[00:21:33.200 --> 00:21:34.400]  in the way that honors you
[00:21:34.400 --> 00:21:35.600]  所以當我哋嘅生命
[00:21:35.600 --> 00:21:37.800]  要嚟到耶穌面前去同佢講
[00:21:37.800 --> 00:21:39.000]  主呀請你赦免我
[00:21:39.000 --> 00:21:40.200]  請你嚟幫助我
[00:21:40.200 --> 00:21:42.200]  係需要一份嘅謙卑
[00:21:42.200 --> 00:21:45.400]  So we struggle with admitting our thirst
[00:21:45.400 --> 00:21:47.200]  有時我哋好掙扎
[00:21:47.200 --> 00:21:48.400]  唔識得點樣去承認
[00:21:48.400 --> 00:21:50.200]  我哋自己都係一個口渴嘅人
[00:21:50.200 --> 00:21:51.400]  But we also think
[00:21:51.400 --> 00:21:53.000]  that our thirst is met
[00:21:53.000 --> 00:21:55.200]  in some other things besides Jesus
[00:21:55.200 --> 00:21:56.400]  或者有時我哋覺得
[00:21:56.400 --> 00:21:58.400]  我哋嘅口渴係有其他嘢
[00:21:58.400 --> 00:22:00.800]  喺耶穌意外可以去得到滿足
[00:22:00.800 --> 00:22:02.400]  We think our thirst is met
[00:22:02.400 --> 00:22:06.800]  in money, in power, in relationships, in achievements
[00:22:06.800 --> 00:22:07.800]  我哋可能會覺得
[00:22:07.800 --> 00:22:10.000]  我哋嘅口渴可以用金錢去解決
[00:22:10.000 --> 00:22:11.600]  有更多權力就搞得掂
[00:22:11.600 --> 00:22:14.200]  或者喺關係裏面可以搵得到
[00:22:14.200 --> 00:22:16.800]  If only I would have more money
[00:22:16.800 --> 00:22:18.200]  I would have peace of mind
[00:22:18.200 --> 00:22:20.200]  如果我有更多嘅錢嘅話
[00:22:20.200 --> 00:22:22.000]  咁我就會有更大嘅平安
[00:22:22.000 --> 00:22:23.400]  If only this relation
[00:22:23.400 --> 00:22:25.000]  If I was in this relationship
[00:22:25.000 --> 00:22:27.000]  Then I would finally feel whole
[00:22:27.000 --> 00:22:28.600]  如果唔係呢段關係嘅話
[00:22:28.600 --> 00:22:30.600]  或者呢段關係唔同咗嘅話
[00:22:30.600 --> 00:22:32.600]  咁我就會更加完整
[00:22:32.600 --> 00:22:35.000]  If only I would achieve this
[00:22:35.000 --> 00:22:37.600]  Then finally I would be loved
[00:22:37.600 --> 00:22:39.400]  如果我可以得到呢個成就
[00:22:39.400 --> 00:22:40.800]  我做得掂呢件事嘅話
[00:22:40.800 --> 00:22:42.800]  咁我就會有人愛
[00:22:42.800 --> 00:22:44.200]  And so we think
[00:22:44.200 --> 00:22:46.000]  that it's those things
[00:22:46.000 --> 00:22:48.000]  that can quench our thirst
[00:22:48.000 --> 00:22:49.800]  我哋以為係呢一啲嘢
[00:22:49.800 --> 00:22:53.000]  可以嚟滿足到我哋裏面嗰份嘅口渴
[00:22:53.000 --> 00:22:55.400]  And so we reject the invitation of Jesus
[00:22:55.400 --> 00:22:59.600]  to come and to bring our needs to Him
[00:22:59.600 --> 00:23:01.400]  以致我哋會拒絕咗
[00:23:01.400 --> 00:23:03.200]  耶穌所發出嘅邀請
[00:23:03.200 --> 00:23:04.800]  去邀請我哋去到佢面前
[00:23:04.800 --> 00:23:06.000]  去得著滿足
[00:23:06.000 --> 00:23:08.600]  So if you want change and transformation
[00:23:08.600 --> 00:23:09.800]  in your life right now
[00:23:09.800 --> 00:23:12.000]  所以如果你想你嘅生命裏面
[00:23:12.000 --> 00:23:13.600]  有呢個真正嘅更新
[00:23:13.600 --> 00:23:15.400]  同埋去轉化嘅話
[00:23:15.400 --> 00:23:17.400]  If you want your thirst to be quenched
[00:23:17.400 --> 00:23:18.600]  如果你想你嘅口渴
[00:23:18.600 --> 00:23:20.400]  可以得著真正嘅滿足
[00:23:20.400 --> 00:23:21.400]  You actually have to admit
[00:23:21.400 --> 00:23:22.400]  that you have thirst
[00:23:22.400 --> 00:23:23.600]  你首先就要承認
[00:23:23.600 --> 00:23:25.600]  係我係一個好口渴嘅人
[00:23:28.800 --> 00:23:32.200]  And Jesus, He will give you to drink
[00:23:32.200 --> 00:23:34.200]  而耶穌,佢就會嚟
[00:23:34.200 --> 00:23:36.600]  去俾水我哋去飲
[00:23:36.600 --> 00:23:38.600]  And so in verse 38 and 39
[00:23:38.600 --> 00:23:41.000]  it talks, explains what drinking is
[00:23:41.000 --> 00:23:42.200]  Drinking the water
[00:23:42.200 --> 00:23:44.200]  喺第38、39節嗰度
[00:23:44.200 --> 00:23:45.200]  你就嚟到去解釋
[00:23:45.200 --> 00:23:47.200]  呢種嘅飲水係咩嘅意思
[00:23:47.200 --> 00:23:48.800]  It's believing in Jesus
[00:23:48.800 --> 00:23:50.000]  It's trusting Jesus
[00:23:50.000 --> 00:23:51.200]  就係去相信耶穌
[00:23:51.200 --> 00:23:53.600]  去將你嘅信心放喺佢裏面
[00:23:53.600 --> 00:23:56.000]  And the way that we express this belief and trust
[00:23:56.000 --> 00:23:57.200]  is simply by coming to Him
[00:23:57.200 --> 00:23:59.200]  That is already an act of faith
[00:23:59.200 --> 00:24:00.800]  呢一種嘅信靠
[00:24:00.800 --> 00:24:03.200]  係由我哋去到佢面前嚟到去表達
[00:24:03.200 --> 00:24:06.000]  講緊我哋有一個信心嘅行動
[00:24:06.000 --> 00:24:08.800]  It's not about a perfect faith
[00:24:08.800 --> 00:24:10.400]  Jesus can work with a little
[00:24:10.400 --> 00:24:11.400]  We just come
[00:24:11.400 --> 00:24:13.800]  唔係講緊一個要完完全全嘅
[00:24:13.800 --> 00:24:15.000]  好完美嘅信心
[00:24:15.000 --> 00:24:16.200]  耶穌只係需要我哋一個
[00:24:16.200 --> 00:24:17.600]  帶住一個微小嘅信心
[00:24:17.600 --> 00:24:19.000]  嚟到佢面前
[00:24:19.000 --> 00:24:20.400]  And then in verse 39
[00:24:20.400 --> 00:24:22.200]  the gospel writer of John
[00:24:22.200 --> 00:24:23.800]  He explains a little bit more
[00:24:23.800 --> 00:24:25.400]  喺第39節嗰度
[00:24:25.400 --> 00:24:28.000]  《永恆福音》嘅作者就咁樣解釋更加多
[00:24:28.000 --> 00:24:41.000]  佢話喺呢一度其實係講緊聖靈
[00:24:41.000 --> 00:24:43.000]  就係嗰啲因為之後相信佢
[00:24:43.000 --> 00:24:44.000]  而會領受嘅人
[00:24:44.000 --> 00:24:46.000]  但係喺呢個直到目前為止
[00:24:46.000 --> 00:24:47.600]  聖靈都未被賜下
[00:24:47.600 --> 00:24:49.200]  因為耶穌仲未被榮耀
[00:24:54.000 --> 00:24:55.800]  所以耶穌要畀我哋
[00:24:55.800 --> 00:24:57.000]  呢個讓我哋可以
[00:24:57.000 --> 00:24:58.400]  口渴得著滿足嘅水
[00:24:58.400 --> 00:24:59.800]  其實就係聖靈
[00:24:59.800 --> 00:25:08.800]  而喺呢一度呢段經文裏面
[00:25:08.800 --> 00:25:09.800]  約翰解釋佢話
[00:25:09.800 --> 00:25:12.000]  首先耶穌要得著榮耀
[00:25:12.000 --> 00:25:18.400]  即係代表住佢首先要經歷
[00:25:18.400 --> 00:25:20.600]  死亡復活同埋升天
[00:25:21.600 --> 00:25:23.200]  而呢個水將會被賜下
[00:25:23.200 --> 00:25:24.200]  聖靈就會被賜下
[00:25:24.200 --> 00:25:26.200]  讓到所有好似已經死咗嘅嘢
[00:25:26.200 --> 00:25:27.600]  都會重新復活過嚟
[00:25:27.600 --> 00:25:28.600]  得著生命
[00:25:28.600 --> 00:25:34.200]  今日我喺度問嘅問題就係
[00:25:34.200 --> 00:25:36.200]  喺我哋嘅生命裏面有啲乜嘢
[00:25:36.200 --> 00:25:38.200]  而家都好似死咗一樣呢
[00:25:38.200 --> 00:25:45.200]  我哋嘅生命裏面
[00:25:45.200 --> 00:25:46.200]  有啲乜嘢
[00:25:46.200 --> 00:25:48.200]  而家都好似死咗一樣呢
[00:25:48.800 --> 00:25:50.800]  我哋喺度問嘅問題就係
[00:25:50.800 --> 00:25:52.800]  喺我哋嘅生命裏面
[00:25:52.800 --> 00:25:53.800]  有啲乜嘢
[00:25:53.800 --> 00:25:55.800]  而家都好似死咗一樣呢
[00:25:55.800 --> 00:26:00.800]  我哋喺度問嘅問題就係
[00:26:00.800 --> 00:26:02.800]  喺我哋嘅生命裏面
[00:26:02.800 --> 00:26:03.800]  有啲乜嘢
[00:26:03.800 --> 00:26:05.800]  而家都好似死咗一樣呢
[00:26:05.800 --> 00:26:07.800]  而家都好似死咗一樣呢
[00:26:07.800 --> 00:26:09.800]  而家都好似死咗一樣呢
[00:26:09.800 --> 00:26:11.800]  而家都好似死咗一樣呢
[00:26:11.800 --> 00:26:13.800]  而家都好似死咗一樣呢
[00:26:13.800 --> 00:26:15.800]  而家都好似死咗一樣呢
[00:26:15.800 --> 00:26:17.800]  而家都好似死咗一樣呢
[00:26:17.800 --> 00:26:19.800]  而家都好似死咗一樣呢
[00:26:19.800 --> 00:26:21.800]  而家都好似死咗一樣呢
[00:26:21.800 --> 00:26:23.800]  而家都好似死咗一樣呢
[00:26:23.800 --> 00:26:25.800]  而家都好似死咗一樣呢
[00:26:25.800 --> 00:26:27.800]  而家都好似死咗一樣呢
[00:26:27.800 --> 00:26:29.800]  而家都好似死咗一樣呢
[00:26:29.800 --> 00:26:31.800]  而家都好似死咗一樣呢
[00:26:31.800 --> 00:26:33.800]  而家都好似死咗一樣呢
[00:26:33.800 --> 00:26:35.800]  而家都好似死咗一樣呢
[00:26:35.800 --> 00:26:37.800]  而家都好似死咗一樣呢
[00:26:37.800 --> 00:26:39.800]  而家都好似死咗一樣呢
[00:26:39.800 --> 00:26:41.800]  而家都好似死咗一樣呢
[00:26:41.800 --> 00:26:43.800]  而家都好似死咗一樣呢
[00:26:43.800 --> 00:26:45.800]  而家都好似死咗一樣呢
[00:26:45.800 --> 00:26:47.800]  而家都好似死咗一樣呢
[00:26:47.800 --> 00:26:49.800]  而家都好似死咗一樣呢
[00:26:49.800 --> 00:26:51.800]  而家都好似死咗一樣呢
[00:26:51.800 --> 00:26:53.800]  而家都好似死咗一樣呢
[00:26:53.800 --> 00:26:55.800]  而家都好似死咗一樣呢
[00:26:55.800 --> 00:26:57.800]  而家都好似死咗一樣呢
[00:26:57.800 --> 00:26:59.800]  而家都好似死咗一樣呢
[00:26:59.800 --> 00:27:01.800]  而家都好似死咗一樣呢
[00:27:01.800 --> 00:27:03.800]  而家都好似死咗一樣呢
[00:27:03.800 --> 00:27:05.800]  而家都好似死咗一樣呢
[00:27:05.800 --> 00:27:07.800]  而家都好似死咗一樣呢
[00:27:07.800 --> 00:27:09.800]  而家都好似死咗一樣呢
[00:27:09.800 --> 00:27:11.800]  而家都好似死咗一樣呢
[00:27:11.800 --> 00:27:13.800]  而家都好似死咗一樣呢
[00:27:13.800 --> 00:27:15.800]  而家都好似死咗一樣呢
[00:27:15.800 --> 00:27:17.800]  而家都好似死咗一樣呢
[00:27:17.800 --> 00:27:19.800]  而家都好似死咗一樣呢
[00:27:19.800 --> 00:27:21.800]  而家都好似死咗一樣呢
[00:27:21.800 --> 00:27:23.800]  而家都好似死咗一樣呢
[00:27:23.800 --> 00:27:25.800]  而家都好似死咗一樣呢
[00:27:25.800 --> 00:27:27.800]  而家都好似死咗一樣呢
[00:27:27.800 --> 00:27:29.800]  而家都好似死咗一樣呢
[00:27:29.800 --> 00:27:31.800]  而家都好似死咗一樣呢
[00:27:31.800 --> 00:27:33.800]  而家都好似死咗一樣呢
[00:27:33.800 --> 00:27:35.800]  而家都好似死咗一樣呢
[00:27:35.800 --> 00:27:37.800]  而家都好似死咗一樣呢
[00:27:37.800 --> 00:27:39.800]  而家都好似死咗一樣呢
[00:27:39.800 --> 00:27:41.800]  而家都好似死咗一樣呢
[00:27:41.800 --> 00:27:43.800]  而家都好似死咗一樣呢
[00:27:43.800 --> 00:27:45.800]  而家都好似死咗一樣呢
[00:27:45.800 --> 00:27:47.800]  而家都好似死咗一樣呢
[00:27:47.800 --> 00:27:49.800]  而家都好似死咗一樣呢
[00:27:49.800 --> 00:27:51.800]  而家都好似死咗一樣呢
[00:27:51.800 --> 00:27:53.800]  而家都好似死咗一樣呢
[00:27:53.800 --> 00:27:55.800]  而家都好似死咗一樣呢
[00:27:55.800 --> 00:27:57.800]  而家都好似死咗一樣呢
[00:27:57.800 --> 00:27:59.800]  而家都好似死咗一樣呢
[00:27:59.800 --> 00:28:01.800]  而家都好似死咗一樣呢
[00:28:01.800 --> 00:28:03.800]  而家都好似死咗一樣呢
[00:28:03.800 --> 00:28:05.800]  而家都好似死咗一樣呢
[00:28:05.800 --> 00:28:07.800]  而家都好似死咗一樣呢
[00:28:07.800 --> 00:28:09.800]  而家都好似死咗一樣呢
[00:28:09.800 --> 00:28:11.800]  而家都好似死咗一樣呢
[00:28:11.800 --> 00:28:13.800]  而家都好似死咗一樣呢
[00:28:13.800 --> 00:28:15.800]  而家都好似死咗一樣呢
[00:28:15.800 --> 00:28:17.800]  而家都好似死咗一樣呢
[00:28:17.800 --> 00:28:19.800]  而家都好似死咗一樣呢
[00:28:19.800 --> 00:28:21.800]  而家都好似死咗一樣呢
[00:28:21.800 --> 00:28:23.800]  而家都好似死咗一樣呢
[00:28:23.800 --> 00:28:25.800]  而家都好似死咗一樣呢
[00:28:25.800 --> 00:28:27.800]  而家都好似死咗一樣呢
[00:28:27.800 --> 00:28:29.800]  而家都好似死咗一樣呢
[00:28:29.800 --> 00:28:31.800]  而家都好似死咗一樣呢
[00:28:31.800 --> 00:28:33.800]  而家都好似死咗一樣呢
[00:28:33.800 --> 00:28:35.800]  而家都好似死咗一樣呢
[00:28:35.800 --> 00:28:37.800]  而家都好似死咗一樣呢
[00:28:37.800 --> 00:28:39.800]  而家都好似死咗一樣呢
[00:28:39.800 --> 00:28:41.800]  而家都好似死咗一樣呢
[00:28:41.800 --> 00:28:43.800]  而家都好似死咗一樣呢
[00:28:43.800 --> 00:28:45.800]  而家都好似死咗一樣呢
[00:28:45.800 --> 00:28:47.800]  而家都好似死咗一樣呢
[00:28:47.800 --> 00:28:49.800]  而家都好似死咗一樣呢
[00:28:49.800 --> 00:28:51.800]  而家都好似死咗一樣呢
[00:28:51.800 --> 00:28:53.800]  而家都好似死咗一樣呢
[00:28:53.800 --> 00:28:55.800]  而家都好似死咗一樣呢
[00:28:55.800 --> 00:28:57.800]  而家都好似死咗一樣呢
[00:28:57.800 --> 00:28:59.800]  而家都好似死咗一樣呢
[00:28:59.800 --> 00:29:01.800]  而家都好似死咗一樣呢
[00:29:01.800 --> 00:29:03.800]  而家都好似死咗一樣呢
[00:29:03.800 --> 00:29:05.800]  而家都好似死咗一樣呢
