
[00:00:00.000 --> 00:00:02.000]   Amen. Thank you, Francesca.
[00:26:47.000 --> 00:26:51.000]   And then suddenly, I found myself in this mess,
[00:26:51.000 --> 00:26:53.000]   because I quit my job.
[00:26:53.000 --> 00:26:55.000]   I don't know exactly what I'm doing.
[00:26:55.000 --> 00:26:57.000]   I told my parents.
[00:26:57.000 --> 00:26:59.000]   "Ooooh."
[00:26:59.000 --> 00:27:04.000]   Yeah, my parents, "You make a big mistake. Why didn't you stay there?"
[00:27:04.000 --> 00:27:06.000]   That's why I didn't ask my parents beforehand,
[00:27:06.000 --> 00:27:09.000]   because I knew what they would say.
[00:27:09.000 --> 00:27:11.000]   But my prayer was that they would come around,
[00:27:11.000 --> 00:27:13.000]   that they would understand,
[00:27:13.000 --> 00:27:16.000]   that they could see that God had called me.
[00:27:16.000 --> 00:27:18.000]   And then I ended up, in the meantime,
[00:27:18.000 --> 00:27:21.000]   as I was applying to different roles and things,
[00:27:21.000 --> 00:27:26.000]   I took a job at an old company that worked for a lot lower position.
[00:27:26.000 --> 00:27:29.000]   And I even wondered, "God, did I make a mistake?
[00:27:29.000 --> 00:27:32.000]   Did I hear you wrongly?"
[00:27:32.000 --> 00:27:36.000]   But I ended up joining Mercy Ships, a medical mission ship.
[00:27:36.000 --> 00:27:39.000]   I did a discipleship training school with them
[00:27:39.000 --> 00:27:41.000]   for five months in West Africa.
[00:27:41.000 --> 00:27:44.000]   They do life-saving surgeries,
[00:27:44.000 --> 00:27:47.000]   bringing hope and healing through their practical work,
[00:27:47.000 --> 00:27:49.000]   but also through sharing the gospel.
[00:27:49.000 --> 00:27:53.000]   I helped out in the finance department and also had that schooling.
[00:27:53.000 --> 00:27:55.000]   And for me, even though it was messy,
[00:27:55.000 --> 00:28:00.000]   when Jesus calls us to do things, a lot of times they're messy.
[00:28:00.000 --> 00:28:04.000]   There's a season where stuff gets stirred up,
[00:28:04.000 --> 00:28:06.000]   but it is always good.
[00:28:06.000 --> 00:28:10.000]   God always has a good reason and a good purpose for it.
[00:28:10.000 --> 00:28:12.000]   And for me, this was like my key turning point,
[00:28:12.000 --> 00:28:15.000]   where Jesus set me on a different trajectory,
[00:28:15.000 --> 00:28:19.000]   because he had different plans for my life
[00:28:19.000 --> 00:28:22.000]   than I had come up with on my own.
[00:28:22.000 --> 00:28:24.000]   I wanted to be successful in business.
[00:28:24.000 --> 00:28:25.000]   My father was successful.
[00:28:25.000 --> 00:28:27.000]   I wanted to be like him in this way.
[00:28:27.000 --> 00:28:30.000]   But Jesus had a different plan for me.
[00:28:30.000 --> 00:28:33.000]   So this is what happens when the real Jesus enters your life
[00:28:33.000 --> 00:28:35.000]   and is Lord of your life.
[00:28:35.000 --> 00:28:37.000]   He speaks into your life.
[00:28:37.000 --> 00:28:39.000]   He calls you to obedience.
[00:28:39.000 --> 00:28:43.000]   And Jesus comes into our lives and turns things upside down.
[00:28:43.000 --> 00:28:49.000]   This is messy, but it always is designed to bring life.
[00:28:49.000 --> 00:28:54.000]   Jesus is working out his good purposes in us and through us.
[00:28:54.000 --> 00:29:01.000]   Now, just think also when the Holy Spirit confronts us in sin,
[00:29:01.000 --> 00:29:05.000]   when he asks us to stop watching pornography
[00:29:05.000 --> 00:29:09.000]   or to stop cheating on our taxes or whatever it is.
[00:29:09.000 --> 00:29:13.000]   It's not nice to be confronted in those things.
[00:29:13.000 --> 00:29:16.000]   It always is messy.
[00:29:16.000 --> 00:29:20.000]   But when we repent and we do what Jesus asks us to do,
[00:29:20.000 --> 00:29:22.000]   he brings wholeness.
[00:29:22.000 --> 00:29:23.000]   He brings life.
[00:29:23.000 --> 00:29:26.000]   He does something good.
[00:29:26.000 --> 00:29:30.000]   But that only happens when Jesus is Lord of your life,
[00:29:30.000 --> 00:29:34.000]   when you give him that space to speak that way into your life.
[00:29:34.000 --> 00:29:37.000]   But a lot of times we love keeping Jesus at arm's length
[00:29:37.000 --> 00:29:43.000]   because we want to be in control.
[00:29:43.000 --> 00:29:47.000]   Now, receiving difficult tasks, you know,
[00:29:47.000 --> 00:29:50.000]   to stand up in your company for something that's wrong
[00:29:50.000 --> 00:29:55.000]   or to change a career or to lean into a difficult conversation
[00:29:55.000 --> 00:29:59.000]   with somebody who has not treated you very nicely,
[00:29:59.000 --> 00:30:03.000]   that's uneasy to get that sort of news and direction.
[00:30:03.000 --> 00:30:08.000]   It involves not just joy, but there's also some pain in there.
[00:30:08.000 --> 00:30:14.000]   Just imagine how Mary must have felt when Simeon was speaking
[00:30:14.000 --> 00:30:18.000]   those prophetic words over her and in Jesus.
[00:30:18.000 --> 00:30:24.000]   He said, "And a sword will pierce your own soul too."
[00:30:24.000 --> 00:30:27.000]   That is Simeon's prophetic word over Mary.
[00:30:27.000 --> 00:30:29.000]   Now, what does that mean?
[00:30:29.000 --> 00:30:34.000]   Well, it's not a physical sword, but a metaphorical sword
[00:30:34.000 --> 00:30:41.000]   where she will experience pain because her son Jesus
[00:30:41.000 --> 00:30:45.000]   is being rejected and because she sees him suffer.
[00:30:45.000 --> 00:30:48.000]   You know, that's not an easy burden to carry.
[00:30:48.000 --> 00:30:52.000]   But at the same time, Simeon also had revealed,
[00:30:52.000 --> 00:30:58.000]   and in other settings as well, that Jesus was the consolation of Israel,
[00:30:58.000 --> 00:31:01.000]   the Messiah who would bring salvation to all people.
[00:31:01.000 --> 00:31:05.000]   So even though there is suffering, there is also joy
[00:31:05.000 --> 00:31:08.000]   in knowing what God is doing.
[00:31:08.000 --> 00:31:10.000]   And if God calls you to do something,
[00:31:10.000 --> 00:31:13.000]   he gives you the grace and the strength to do it.
[00:31:13.000 --> 00:31:16.000]   He never asks you to do something that you cannot do.
[00:31:16.000 --> 00:31:20.000]   He doesn't set you up for failure.
[00:31:20.000 --> 00:31:23.000]   He gave Mary the grace and the strength to do it.
[00:31:23.000 --> 00:31:25.000]   He gave me the grace and strength to do it.
[00:31:25.000 --> 00:31:27.000]   They go through a messy transition,
[00:31:27.000 --> 00:31:31.000]   and God will give you the grace and the strength to go through it
[00:31:31.000 --> 00:31:34.000]   when you are obedient, when he's leading you.
[00:31:34.000 --> 00:31:40.000]   He will provide for you, and it is always for the good.
[00:31:40.000 --> 00:31:45.000]   You know, God has good plans and a good purpose for you.
[00:31:45.000 --> 00:31:49.000]   But if we block him out of our lives or keep him so far away,
[00:31:49.000 --> 00:32:01.000]   we're keeping Jesus from doing that work in our lives.
[00:32:01.000 --> 00:32:07.000]   I want to right now invite the worship team to come up.
[00:32:07.000 --> 00:32:14.000]   Now, some of us, you know, we have been keeping Jesus at arm's length.
[00:32:14.000 --> 00:32:19.000]   We have bought into whether we purposefully wanted to,
[00:32:19.000 --> 00:32:23.000]   into this tamed Jesus that we can control,
[00:32:23.000 --> 00:32:26.000]   that is only a nice to have when we need him.
[00:32:26.000 --> 00:32:30.000]   We call on him like a magic genie, you know,
[00:32:30.000 --> 00:32:32.000]   help us and give us what we need.
[00:32:32.000 --> 00:32:40.000]   But we have not surrendered all areas of our lives to Jesus.
[00:32:40.000 --> 00:32:44.000]   What Jesus deserves are all.
[00:32:44.000 --> 00:32:45.000]   He wants your whole heart.
[00:32:45.000 --> 00:32:49.000]   He doesn't just want a little part of your life.
[00:32:49.000 --> 00:32:54.000]   He wants all of your heart.
[00:32:54.000 --> 00:32:59.000]   And whatever Jesus does is always for the good.
[00:32:59.000 --> 00:33:07.000]   And so my question is, are you giving him room to speak into your life,
[00:33:07.000 --> 00:33:12.000]   to speak words of encouragement, to speak words of direction,
[00:33:12.000 --> 00:33:16.000]   to speak words of correction as well?
[00:33:16.000 --> 00:33:21.000]   Are you giving Jesus that space in your life?
[00:33:21.000 --> 00:33:26.000]   And when we give Jesus that space in our lives, this is the real Jesus,
[00:33:26.000 --> 00:33:30.000]   the one who turns our lives around, who takes our broken lives,
[00:33:30.000 --> 00:33:35.000]   our messy lives, and who turns them into something beautiful,
[00:33:35.000 --> 00:33:40.000]   who lets us know that he loves us, that he has perfect plans for us,
[00:33:40.000 --> 00:33:46.000]   and who works them out in our lives in a way we can't even imagine or dream of.
[00:33:46.000 --> 00:33:48.000]   But it doesn't mean that every part is always easy.
[00:33:48.000 --> 00:33:51.000]   It does get messy.
[00:33:51.000 --> 00:33:58.000]   So what I want to do, I want to invite you all to stand.
[00:33:58.000 --> 00:34:04.000]   And if you, whether it's for the first time or today again,
[00:34:04.000 --> 00:34:07.000]   want to make yourselves available to Jesus and say,
[00:34:07.000 --> 00:34:10.000]   "Jesus, I don't want to cut you out of my life or certain parts of my life.
[00:34:10.000 --> 00:34:14.000]   I want all of you. I want you to speak into my life.
[00:34:14.000 --> 00:34:18.000]   I want you to mess things up where things need to be shaken up,
[00:34:18.000 --> 00:34:20.000]   where you have something better than what is there,"
[00:34:20.000 --> 00:34:22.000]   then I want to encourage you to stretch out your hands,
[00:34:22.000 --> 00:34:25.000]   and I would just love to pray over you.
[00:34:25.000 --> 00:34:31.000]   So you stretch out your hands as a symbol of just wanting to receive from Jesus right now.
[00:34:31.000 --> 00:34:38.000]   "Jesus, I thank you so much that you love us so much that you don't just let us be,
[00:34:38.000 --> 00:34:47.000]   but that you have come here to reveal who you are so that we can know that you love us.
[00:34:47.000 --> 00:34:51.000]   You have come to shake us up in areas where we're living in brokenness
[00:34:51.000 --> 00:34:55.000]   or we're heading in directions where you have something else for us."
[00:34:55.000 --> 00:34:59.000]   I want to pray right now for those who are stretching out their hands
[00:34:59.000 --> 00:35:05.000]   that you--yeah, as a surrender to you, Lord, we know that honors you.
[00:35:05.000 --> 00:35:11.000]   Will you meet them? Will you speak words of life, of encouragement, of goodness,
[00:35:11.000 --> 00:35:17.000]   and direction, correction, whatever it is that they need, that we need, Lord?
[00:35:17.000 --> 00:35:19.000]   Will you speak those words to us?
[00:35:19.000 --> 00:35:24.000]   And will you shake things up, and will you bring what is good, what is life,
[00:35:24.000 --> 00:35:29.000]   what is beautiful, because you are working, you are stirring, you're moving.
[00:35:29.000 --> 00:35:33.000]   And Lord, I ask that you forgive us where we've cut you out of our lives.
[00:35:33.000 --> 00:35:38.000]   Also pray for those who've been struggling with strongholds for a long time,
[00:35:38.000 --> 00:35:41.000]   where they just seem to not be getting out of patterns of brokenness.
[00:35:41.000 --> 00:35:46.000]   Lord, I pray that in your power and by your name, Jesus, you break chains right now,
[00:35:46.000 --> 00:35:52.000]   that you break those addictions, that you break those areas where we just keep living in sin,
[00:35:52.000 --> 00:35:59.000]   that you bring us into your beautiful life, into your holiness, into your righteousness.
[00:35:59.000 --> 00:36:02.000]   So we thank you, we love you, and we worship you.
[00:36:02.000 --> 00:36:05.000]   And I pray all this in your name, Jesus. Amen.
[00:36:05.000 --> 00:36:11.000]   [Music]

