
[00:00:00.000 --> 00:00:02.000]   Merry Christmas, everyone.
[00:21:48.000 --> 00:21:52.000]   That's what we gather together today to celebrate.
[00:21:52.000 --> 00:21:55.000]   And so my encouragement to you on Christmas Day,
[00:21:55.000 --> 00:21:59.000]   and I pray that this would inspire you and fill you with hope,
[00:21:59.000 --> 00:22:02.000]   is that if you are to live out the Christmas message,
[00:22:02.000 --> 00:22:06.000]   it is to live out that message,
[00:22:06.000 --> 00:22:09.000]   that we are people who see power in a different way.
[00:22:09.000 --> 00:22:12.000]   We are people who see love in a different way.
[00:22:12.000 --> 00:22:18.000]   And we are people who carry a message that is truly good news.
[00:22:18.000 --> 00:22:22.000]   May we walk towards the vulnerable, marginalize the poor.
[00:22:22.000 --> 00:22:26.000]   We walk towards those who need the message the most
[00:22:26.000 --> 00:22:29.000]   and offer them true hope.
[00:22:29.000 --> 00:22:32.000]   That's the mission of Christmas.
[00:22:32.000 --> 00:22:34.000]   It's what we gather to celebrate today.
[00:22:34.000 --> 00:22:36.000]   And as we worship Him and sing,
[00:22:36.000 --> 00:22:38.000]   and as we open the presents later on
[00:22:38.000 --> 00:22:40.000]   and have the incredible food for lunch that we'll have,
[00:22:40.000 --> 00:22:45.000]   may we do so in a spirit of true gratefulness
[00:22:45.000 --> 00:22:51.000]   for the humility of a God who shows us a different way.
[00:22:51.000 --> 00:22:53.000]   That, my friends, is Christmas.
[00:22:53.000 --> 00:22:55.000]   Amen.
[00:22:55.000 --> 00:22:56.000]   Would you stand with me?
[00:22:56.000 --> 00:22:58.000]   I would love to pray with you.
[00:22:58.000 --> 00:23:00.000]   Let's stand together.
[00:23:02.000 --> 00:23:07.000]   Father, I'm just so grateful for each person here today,
[00:23:07.000 --> 00:23:09.000]   on Christmas Day.
[00:23:09.000 --> 00:23:15.000]   And Father, while of course we long
[00:23:15.000 --> 00:23:18.000]   to meet the David Beckhams of this world,
[00:23:18.000 --> 00:23:20.000]   we're grateful.
[00:23:20.000 --> 00:23:23.000]   We're grateful for every person.
[00:23:23.000 --> 00:23:26.000]   The people who are standing around us right now,
[00:23:26.000 --> 00:23:27.000]   the people in our neighborhoods,
[00:23:27.000 --> 00:23:28.000]   our apartment buildings, our communities,
[00:23:28.000 --> 00:23:31.000]   the people in our offices and our workplaces,
[00:23:31.000 --> 00:23:33.000]   the people that you've surrounded us with,
[00:23:33.000 --> 00:23:35.000]   we are grateful for them.
[00:23:35.000 --> 00:23:38.000]   Father, I pray that you would put a fire in the vine
[00:23:38.000 --> 00:23:41.000]   and a fire amongst us as your people.
[00:23:41.000 --> 00:23:45.000]   To be people who love justice,
[00:23:45.000 --> 00:23:47.000]   people who fight for the vulnerable,
[00:23:47.000 --> 00:23:50.000]   people who stand for the nonviolent gospel
[00:23:50.000 --> 00:23:54.000]   that you have given to us in the infancy of a child.
[00:23:54.000 --> 00:23:57.000]   Lord, I pray that this would be our Christmas message,
[00:23:57.000 --> 00:24:00.000]   that there is the great hope in the world,
[00:24:00.000 --> 00:24:02.000]   that the darkness is dark,
[00:24:02.000 --> 00:24:05.000]   but it has not overcome us.
[00:24:05.000 --> 00:24:07.000]   That there is, because of Christmas,
[00:24:07.000 --> 00:24:10.000]   a light that has come into this world
[00:24:10.000 --> 00:24:12.000]   in the form of an innocent, vulnerable child
[00:24:12.000 --> 00:24:17.000]   to show us that despite everything happening for us,
[00:24:17.000 --> 00:24:19.000]   God can meet us too.
[00:24:19.000 --> 00:24:21.000]   In our own vulnerability,
[00:24:21.000 --> 00:24:23.000]   in our own brokenness,
[00:24:23.000 --> 00:24:25.000]   he can be there.
[00:24:25.000 --> 00:24:27.000]   Father, I pray for anyone here in this room
[00:24:27.000 --> 00:24:29.000]   that maybe doesn't know you,
[00:24:29.000 --> 00:24:31.000]   but maybe today they've been invited
[00:24:31.000 --> 00:24:33.000]   by friends and family and they've come here
[00:24:33.000 --> 00:24:36.000]   and they've heard a story and a message
[00:24:36.000 --> 00:24:38.000]   about a God who does things differently
[00:24:38.000 --> 00:24:40.000]   to what we see in this world.
[00:24:40.000 --> 00:24:41.000]   Lord, I pray that that message
[00:24:41.000 --> 00:24:43.000]   would be an encouragement to them.
[00:24:43.000 --> 00:24:45.000]   And I pray that you would bring many
[00:24:45.000 --> 00:24:48.000]   in this room today towards you.
[00:24:48.000 --> 00:24:51.000]   Father, we thank you that at Christmas,
[00:24:51.000 --> 00:24:54.000]   we have this joyous sign
[00:24:54.000 --> 00:24:56.000]   that you have not left the world
[00:24:56.000 --> 00:24:59.000]   to spiral out of control,
[00:24:59.000 --> 00:25:02.000]   but you have stepped in to bring hope.
[00:25:02.000 --> 00:25:04.000]   That Jesus himself would go on to say,
[00:25:04.000 --> 00:25:05.000]   I've not come to kill and destroy,
[00:25:05.000 --> 00:25:07.000]   but I've come to bring life and life abundant.
[00:25:07.000 --> 00:25:09.000]   I wanna pray, Lord, for every person
[00:25:09.000 --> 00:25:11.000]   here at the Vine this year
[00:25:11.000 --> 00:25:15.000]   that they would know and feel life and life abundant.
[00:25:15.000 --> 00:25:17.000]   And Lord, if there is anyone in here
[00:25:17.000 --> 00:25:19.000]   who's feeling lowly,
[00:25:19.000 --> 00:25:21.000]   who's feeling an outcast,
[00:25:21.000 --> 00:25:23.000]   who's feeling vulnerable,
[00:25:23.000 --> 00:25:25.000]   who's feeling overwhelmed,
[00:25:25.000 --> 00:25:27.000]   I pray that they would know
[00:25:27.000 --> 00:25:29.000]   that Jesus has humbled himself
[00:25:29.000 --> 00:25:33.000]   and has stepped into the lowliest of places
[00:25:33.000 --> 00:25:34.000]   so that he would know exactly
[00:25:34.000 --> 00:25:36.000]   how they're feeling right now.
[00:25:36.000 --> 00:25:38.000]   And so that he would bring a comfort to say,
[00:25:38.000 --> 00:25:41.000]   I've been there, I know what that's like.
[00:25:41.000 --> 00:25:45.000]   And if you come to me, I will give you peace.
[00:25:45.000 --> 00:25:46.000]   Thank you that the angels would declare
[00:25:46.000 --> 00:25:49.000]   over the shepherds, peace on earth.
[00:25:49.000 --> 00:25:52.000]   And Lord, that's what we desire.
[00:25:52.000 --> 00:25:54.000]   With all the wars that are happening,
[00:25:54.000 --> 00:25:57.000]   with the political angst that is amongst us,
[00:25:57.000 --> 00:26:00.000]   with so many divisive perspectives
[00:26:00.000 --> 00:26:02.000]   that spew hate rather than love,
[00:26:02.000 --> 00:26:06.000]   we pray peace on earth.
[00:26:06.000 --> 00:26:09.000]   And we pray this in the name of Jesus.
[00:26:09.000 --> 00:26:12.000]   Everyone says, amen, amen.
[00:26:12.000 --> 00:26:14.000]   Can we worship together?
[00:26:14.000 --> 00:26:17.000]   Let's continue to worship as a community.
[00:26:17.000 --> 00:26:20.980]   [ Music ]

