
[00:00:00.000 --> 00:00:01.320]   Francesca, awesome.
[00:18:58.100 --> 00:19:01.580]   the presence of God right into Jerusalem.
[00:19:01.580 --> 00:19:02.700]   He did a lot of things.
[00:19:02.700 --> 00:19:07.700]   But when he wanted to build a home or a temple for God,
[00:19:07.700 --> 00:19:12.260]   God says, "No, no, no, no, no, that's not your assignment.
[00:19:12.260 --> 00:19:14.900]   "That's your son's assignment.
[00:19:14.900 --> 00:19:17.220]   "I intend for your son to do that.
[00:19:17.220 --> 00:19:19.060]   "You only have to make the preparations,
[00:19:19.060 --> 00:19:21.700]   "but you don't have to build anything.
[00:19:21.700 --> 00:19:24.680]   "That's his assignment.
[00:19:24.680 --> 00:19:27.540]   "It's for the next generation, it's not for you."
[00:19:27.540 --> 00:19:28.980]   So for David in his generation,
[00:19:28.980 --> 00:19:31.260]   they still worship no matter how much they love God,
[00:19:31.260 --> 00:19:33.380]   they still worship God in that tent.
[00:19:33.380 --> 00:19:35.820]   It was for Solomon's and his generation
[00:19:35.820 --> 00:19:38.140]   that finally built that temple
[00:19:38.140 --> 00:19:40.580]   and worship God day and night,
[00:19:40.580 --> 00:19:43.700]   bring sacrifice to God in that temple.
[00:19:43.700 --> 00:19:47.340]   You see, God has specific purposes for his people
[00:19:47.340 --> 00:19:49.240]   to fulfill within the context
[00:19:49.240 --> 00:19:53.280]   of their particular time and circumstances.
[00:19:53.280 --> 00:19:55.680]   God's people, for example,
[00:19:55.680 --> 00:19:57.840]   I know I'm oversimplifying this,
[00:19:57.840 --> 00:19:59.620]   but bear with me for a moment.
[00:19:59.620 --> 00:20:01.320]   I know for God's people,
[00:20:01.320 --> 00:20:04.500]   perhaps in my grandparents' generation,
[00:20:04.500 --> 00:20:08.540]   I think their mission was to show the world the love of God,
[00:20:08.540 --> 00:20:11.060]   to show a war-torn world,
[00:20:11.060 --> 00:20:13.740]   a world that experienced two world wars,
[00:20:13.740 --> 00:20:16.660]   a world that was really destroyed,
[00:20:16.660 --> 00:20:19.940]   torn apart by the cruelty of war.
[00:20:19.940 --> 00:20:21.880]   Their mission was to show this world
[00:20:21.880 --> 00:20:23.220]   what the love of God looks like,
[00:20:23.220 --> 00:20:25.260]   what hope actually looks like.
[00:20:25.260 --> 00:20:26.780]   Maybe your family was destroyed,
[00:20:26.780 --> 00:20:29.420]   maybe you got separated,
[00:20:29.420 --> 00:20:31.560]   maybe your loved ones died in your arms,
[00:20:31.560 --> 00:20:34.820]   but there is still hope and you can still experience love.
[00:20:34.820 --> 00:20:38.580]   I believe that's part of their mission in that generation.
[00:20:38.580 --> 00:20:41.140]   And perhaps in my parents' generation,
[00:20:41.140 --> 00:20:44.760]   the church, what they had to do was to stay firm,
[00:20:44.760 --> 00:20:47.380]   stand firm in God's truth and his word,
[00:20:47.380 --> 00:20:49.500]   witnessing God's truth in a world
[00:20:49.500 --> 00:20:52.160]   that is rapidly secularizing.
[00:20:52.160 --> 00:20:54.300]   When people are turning away from the Bible,
[00:20:54.300 --> 00:20:55.560]   turning away from God,
[00:20:55.560 --> 00:20:58.340]   their mission is to witness God and his truth
[00:20:58.340 --> 00:21:01.340]   and his word in such a generation.
[00:21:01.340 --> 00:21:04.520]   And what about our generation, my generation?
[00:21:04.520 --> 00:21:08.620]   We've witnessed some of the craziest
[00:21:08.620 --> 00:21:11.520]   technological advancement in the last,
[00:21:11.520 --> 00:21:13.620]   I don't know, how many hundred years.
[00:21:13.620 --> 00:21:15.780]   First, we have computers, internet,
[00:21:15.780 --> 00:21:18.180]   and then we have iPhones,
[00:21:18.180 --> 00:21:22.860]   sorry for Android users, but I'll count you in as well.
[00:21:22.860 --> 00:21:26.580]   And you have social media, and now we have AI.
[00:21:27.740 --> 00:21:31.580]   It completely changed our world.
[00:21:31.580 --> 00:21:34.900]   The way we talk to one another, the way we think,
[00:21:34.900 --> 00:21:39.060]   the way we work, our lives are turned upside down right now.
[00:21:39.060 --> 00:21:42.660]   You see the new pope that who was just recently elected,
[00:21:42.660 --> 00:21:46.500]   he chose his name Leo, he's Leo XIV.
[00:21:46.500 --> 00:21:49.420]   He said part of the reason was because Leo XIII
[00:21:49.420 --> 00:21:52.900]   was the guy who was pope during the Industrial Revolution
[00:21:52.900 --> 00:21:56.280]   and he saw all the societal problems
[00:21:56.280 --> 00:21:59.860]   that the world was facing during that Industrial Revolution
[00:21:59.860 --> 00:22:01.860]   or technological advancement in that time,
[00:22:01.860 --> 00:22:04.460]   and he felt he, as the leader of the church,
[00:22:04.460 --> 00:22:06.500]   or as the church, they have to stood up
[00:22:06.500 --> 00:22:09.220]   and help the world face those problems.
[00:22:09.220 --> 00:22:12.660]   And so now Leo XIV, the new pope, he said,
[00:22:12.660 --> 00:22:15.060]   "I see what the world is going through right now
[00:22:15.060 --> 00:22:17.540]   "with AI, with all the technological advancement.
[00:22:17.540 --> 00:22:19.600]   "I know all the ethical issues,
[00:22:19.600 --> 00:22:21.460]   "all the challenges that we're facing."
[00:22:21.460 --> 00:22:24.560]   And then by naming himself Leo XIV, he said,
[00:22:24.560 --> 00:22:27.640]   "I think the church has to stood up in such a time as this.
[00:22:27.640 --> 00:22:30.520]   "Every generation has a specific purpose
[00:22:30.520 --> 00:22:35.000]   "at a specific time or specific circumstances."
[00:22:35.000 --> 00:22:38.220]   God is using his church, his people in this world,
[00:22:38.220 --> 00:22:42.380]   and every generation, they will have to serve God's purpose
[00:22:42.380 --> 00:22:43.940]   in their own generation.
[00:22:43.940 --> 00:22:49.980]   We all have a small part to play in the bigger picture,
[00:22:49.980 --> 00:22:51.900]   a much bigger picture.
[00:22:51.900 --> 00:22:54.900]   And different generations certainly have different parts.
[00:22:54.900 --> 00:22:58.660]   Perhaps what would be helpful is to recognize the fact
[00:22:58.660 --> 00:23:01.500]   or manage our own expectations
[00:23:01.500 --> 00:23:06.220]   so that we were not hoping others to do our parts
[00:23:06.220 --> 00:23:09.560]   or expecting them to do it the way we do.
[00:23:09.560 --> 00:23:12.480]   I hope you get what I mean.
[00:23:12.480 --> 00:23:14.560]   Like as the church, I hope we're here together,
[00:23:14.560 --> 00:23:16.900]   we have different generations gathered around here
[00:23:16.900 --> 00:23:18.460]   that we know every generation,
[00:23:18.460 --> 00:23:20.540]   they may have their own assignments
[00:23:20.540 --> 00:23:23.860]   and their purpose, and perhaps we're not trying
[00:23:23.860 --> 00:23:26.480]   to expect different generations
[00:23:26.480 --> 00:23:29.720]   to do things exactly the same.
[00:23:29.720 --> 00:23:32.700]   I think that's where we can start
[00:23:32.700 --> 00:23:35.540]   when we talk about how generations can come together.
[00:23:35.540 --> 00:23:37.860]   And across different generations,
[00:23:37.860 --> 00:23:39.860]   as we're playing these different parts,
[00:23:39.860 --> 00:23:43.460]   as we're shaped by different experience,
[00:23:43.460 --> 00:23:45.780]   and we know that we're quite likely
[00:23:45.780 --> 00:23:47.160]   we would do things differently,
[00:23:47.160 --> 00:23:48.940]   we even say things differently.
[00:23:48.940 --> 00:23:51.860]   We say different words when I try to tell you I'm hungry,
[00:23:51.860 --> 00:23:55.420]   like my stomach is Ohio, is that what you mean?
[00:23:55.420 --> 00:23:56.420]   I can't even remember that,
[00:23:56.420 --> 00:23:59.020]   but we do think, we say things differently,
[00:23:59.020 --> 00:24:03.060]   we do things differently, and we just have to accept that.
[00:24:03.060 --> 00:24:05.200]   It's okay to be different.
[00:24:05.200 --> 00:24:08.060]   We talk about unity and diversity, right?
[00:24:08.060 --> 00:24:11.620]   And I think sometimes I see in the global church
[00:24:11.620 --> 00:24:13.420]   or just churches in a city,
[00:24:13.420 --> 00:24:16.160]   sometimes we think we must do things the same way
[00:24:16.160 --> 00:24:17.440]   we have been doing things like that.
[00:24:17.440 --> 00:24:20.100]   We should continue to do things that way.
[00:24:20.100 --> 00:24:24.300]   And I also see that some emerging generations,
[00:24:24.300 --> 00:24:26.620]   they say this is the way, this is the new way,
[00:24:26.620 --> 00:24:28.680]   and this is the only way to do things.
[00:24:28.680 --> 00:24:33.280]   Can I say both are correct and both are wrong.
[00:24:33.280 --> 00:24:36.700]   We have different purposes,
[00:24:36.700 --> 00:24:38.660]   we serve different generations,
[00:24:38.660 --> 00:24:40.660]   we use different methods,
[00:24:40.660 --> 00:24:44.260]   and we can do it differently,
[00:24:44.260 --> 00:24:49.200]   and still we're part of the same big picture here.
[00:24:49.200 --> 00:24:53.520]   And again, if we only accept those who are accept
[00:24:53.520 --> 00:24:55.600]   or agree with our opinions,
[00:24:55.600 --> 00:24:58.720]   our way of doing things, our standard of good and bad,
[00:24:58.720 --> 00:25:02.220]   what sound nice, what look nice or bad,
[00:25:02.220 --> 00:25:03.900]   and if we're like that,
[00:25:03.900 --> 00:25:08.880]   we're saying that unity can only be achieved by uniformity.
[00:25:08.880 --> 00:25:11.640]   If we're trying to make everybody join
[00:25:11.640 --> 00:25:14.780]   just only one same event at a particular time,
[00:25:14.780 --> 00:25:16.520]   and that's the only way,
[00:25:16.520 --> 00:25:18.500]   that's how our church would do things,
[00:25:18.500 --> 00:25:20.460]   and we're trying to say uniformity
[00:25:20.460 --> 00:25:22.780]   is the only way to achieve unity.
[00:25:22.780 --> 00:25:25.360]   But we can celebrate our differences
[00:25:25.360 --> 00:25:29.460]   because that does not undermine the work of Jesus
[00:25:29.460 --> 00:25:30.740]   that he has accomplished on the cross.
[00:25:30.740 --> 00:25:31.880]   Let me say that again.
[00:25:31.880 --> 00:25:33.380]   When we do things differently,
[00:25:33.380 --> 00:25:35.380]   when we have different expressions here,
[00:25:35.380 --> 00:25:39.020]   that does not undermine the work of the cross
[00:25:39.020 --> 00:25:40.760]   that Jesus has accomplished.
[00:25:41.260 --> 00:25:44.620]   In fact, when we can do things differently
[00:25:44.620 --> 00:25:46.500]   and we can accept that,
[00:25:46.500 --> 00:25:50.180]   that's the way to show we are really together,
[00:25:50.180 --> 00:25:52.140]   and we really accept one another.
[00:25:52.140 --> 00:25:55.100]   And we're not pursuing unity and uniformity.
[00:25:55.100 --> 00:25:56.940]   Instead, let me read from Ephesians 4
[00:25:56.940 --> 00:26:00.900]   where Paul shares about the goal of our unity.
[00:26:00.900 --> 00:26:02.560]   Let me read this.
[00:26:02.560 --> 00:26:05.980]   So Christ himself gave the apostles, the prophets,
[00:26:05.980 --> 00:26:08.720]   the evangelists, the pastors and teachers
[00:26:08.720 --> 00:26:11.400]   to equip his people for works of service
[00:26:11.400 --> 00:26:13.980]   so that the body of Christ may be built up
[00:26:13.980 --> 00:26:17.460]   until we all reach unity in the faith
[00:26:17.460 --> 00:26:19.540]   and in the knowledge of the Son of God
[00:26:19.540 --> 00:26:21.780]   and become mature,
[00:26:21.780 --> 00:26:26.620]   attaining to the whole measure of the fullness of Christ.
[00:26:26.620 --> 00:26:29.940]   So Jesus has given us different gifts through his spirit
[00:26:29.940 --> 00:26:32.620]   so that his body, like the church,
[00:26:32.620 --> 00:26:35.860]   the multi-ethnic, multi-generational body of Christ
[00:26:35.860 --> 00:26:40.860]   can be built up until we all reach unity in the faith
[00:26:40.860 --> 00:26:42.840]   and in the knowledge of the Son of God.
[00:26:42.840 --> 00:26:45.040]   And this is the first thing that all generation
[00:26:45.040 --> 00:26:47.320]   of God's people will have in common,
[00:26:47.320 --> 00:26:51.480]   the same quality of faith and relationship with Jesus.
[00:26:51.480 --> 00:26:54.280]   If we really wanna be united, you know what?
[00:26:54.280 --> 00:26:56.960]   We're supposed to be united in our faith.
[00:26:56.960 --> 00:26:59.240]   We're supposed to have the same kind of faith,
[00:26:59.240 --> 00:27:02.200]   same quality of faith that we share with Jesus,
[00:27:02.200 --> 00:27:04.520]   or in Jesus.
[00:27:04.520 --> 00:27:08.140]   And that's why sometimes I really like listening to stories.
[00:27:08.140 --> 00:27:11.900]   I remember there were times like when I was going through
[00:27:11.900 --> 00:27:14.980]   a crisis on my own, or I could be a little bit more specific,
[00:27:14.980 --> 00:27:16.900]   maybe a financial crisis on my own,
[00:27:16.900 --> 00:27:18.900]   and I hear people talking about
[00:27:18.900 --> 00:27:21.860]   how they've been through a journey like that,
[00:27:21.860 --> 00:27:25.140]   that someone in his ministry, he left full-time ministry
[00:27:25.140 --> 00:27:27.660]   and he had no income at all for an extended time
[00:27:27.660 --> 00:27:29.500]   and he was really struggling.
[00:27:29.500 --> 00:27:32.540]   And then somehow God just met his need in the end.
[00:27:32.540 --> 00:27:34.840]   And I met this guy and he was just,
[00:27:34.840 --> 00:27:36.000]   this is the first time we met,
[00:27:36.000 --> 00:27:38.560]   like he just started sharing that story.
[00:27:38.560 --> 00:27:40.220]   He didn't know about my situation,
[00:27:40.220 --> 00:27:42.840]   but as he was sharing that story,
[00:27:42.840 --> 00:27:47.020]   I felt this kind of faith starting to arise in me,
[00:27:47.020 --> 00:27:49.520]   that at first I look at what I do not have,
[00:27:49.520 --> 00:27:52.320]   I look at my fears, but then as he was sharing,
[00:27:52.320 --> 00:27:55.240]   as he was sharing his story of faith with me,
[00:27:55.240 --> 00:27:59.240]   I see that my faith level rise inside of me.
[00:27:59.240 --> 00:28:00.980]   I think my faith level is rising
[00:28:00.980 --> 00:28:02.880]   to a little bit more closer to him.
[00:28:02.880 --> 00:28:07.120]   I'm reaching a little bit more closer to unity
[00:28:07.120 --> 00:28:09.640]   in my faith with my brother in Christ.
[00:28:09.640 --> 00:28:14.600]   We're supposed to be united in our faith
[00:28:14.600 --> 00:28:16.560]   and our knowledge of Jesus.
[00:28:16.560 --> 00:28:17.840]   You know, if you really,
[00:28:17.840 --> 00:28:19.840]   if we really have the same kind of faith
[00:28:19.840 --> 00:28:22.780]   and we really know Jesus so well,
[00:28:22.780 --> 00:28:25.080]   it's hard not to be united actually.
[00:28:25.080 --> 00:28:29.800]   And then after that, Paul says, he talks about maturity.
[00:28:30.740 --> 00:28:33.580]   And we've talked a lot about this here,
[00:28:33.580 --> 00:28:36.460]   maturity, the fullness of Christ.
[00:28:36.460 --> 00:28:37.380]   We talk about this, right?
[00:28:37.380 --> 00:28:39.440]   Maturity doesn't just come with age.
[00:28:39.440 --> 00:28:43.580]   You know, if you are young and you lie a lot,
[00:28:43.580 --> 00:28:45.300]   you're a young liar.
[00:28:45.300 --> 00:28:47.740]   If you are old and you still lie a lot,
[00:28:47.740 --> 00:28:49.420]   you're an old liar.
[00:28:49.420 --> 00:28:51.540]   And an old liar and a young liar,
[00:28:51.540 --> 00:28:53.380]   it doesn't matter, you're still a liar.
[00:28:53.380 --> 00:28:55.300]   I mean, you're still struggling
[00:28:55.320 --> 00:28:59.840]   with not being able to tell the truth.
[00:28:59.840 --> 00:29:03.400]   So what I mean is you can grow old.
[00:29:03.400 --> 00:29:05.440]   Growing old is inevitable.
[00:29:05.440 --> 00:29:06.840]   I believe I've preached this here,
[00:29:06.840 --> 00:29:08.940]   but growing up is always optional.
[00:29:08.940 --> 00:29:12.600]   So we can keep growing older and older and older,
[00:29:12.600 --> 00:29:13.720]   but we never mature.
[00:29:13.720 --> 00:29:16.440]   That is completely possible.
[00:29:16.440 --> 00:29:18.520]   I'm sure there are a lot of people around us
[00:29:18.520 --> 00:29:20.400]   that would prove this right.
[00:29:20.400 --> 00:29:22.800]   I'm not here to say anything against them.
[00:29:22.800 --> 00:29:26.700]   I'm just saying that this, it's reality.
[00:29:26.700 --> 00:29:30.700]   We grow old, we all do, but we don't always grow up.
[00:29:30.700 --> 00:29:32.940]   We don't always mature.
[00:29:32.940 --> 00:29:39.100]   But if we really mature in a personal relationship
[00:29:39.100 --> 00:29:42.300]   with Christ by accepting his words
[00:29:42.300 --> 00:29:44.780]   as the ultimate authority of our lives,
[00:29:44.780 --> 00:29:46.340]   as we start to follow him,
[00:29:46.340 --> 00:29:48.500]   as we give our lives to follow Jesus,
[00:29:48.500 --> 00:29:50.700]   accept, be obedient to his word,
[00:29:50.700 --> 00:29:53.700]   and you will start to see this kind of maturity
[00:29:53.700 --> 00:29:56.800]   growing in you because if you really follow Jesus,
[00:29:56.800 --> 00:29:59.260]   you will start to put others before yourselves,
[00:29:59.260 --> 00:30:01.560]   and you will start to take up responsibilities,
[00:30:01.560 --> 00:30:05.000]   and you will start to be sacrificial in your life,
[00:30:05.000 --> 00:30:08.880]   and you will be more and more and more like him,
[00:30:08.880 --> 00:30:13.880]   and you will have the fullness of Christ in you.
[00:30:13.880 --> 00:30:15.920]   And when you have the fullness of Christ in you,
[00:30:15.920 --> 00:30:19.000]   and I'm getting there, I'm getting more mature
[00:30:19.000 --> 00:30:21.660]   and having more of Christ's fullness in me,
[00:30:21.660 --> 00:30:24.500]   there, that's where we unite.
[00:30:24.500 --> 00:30:27.060]   That's where unity lies.
[00:30:27.060 --> 00:30:30.200]   I'm telling you, if we are all getting more like Jesus,
[00:30:30.200 --> 00:30:31.720]   growing to be more like him,
[00:30:31.720 --> 00:30:37.060]   unity is just a byproduct.
[00:30:37.060 --> 00:30:39.120]   It will happen naturally.
[00:30:39.120 --> 00:30:41.480]   When we all get there to be like Jesus,
[00:30:41.480 --> 00:30:45.560]   more like him, you will find unity is natural.
[00:30:45.560 --> 00:30:47.520]   That's where we're called to.
[00:30:47.520 --> 00:30:49.560]   Paul says, you know what?
[00:30:49.560 --> 00:30:52.640]   This, we're supposed to be united in our faith,
[00:30:52.640 --> 00:30:53.840]   in our relationship with him,
[00:30:53.840 --> 00:30:55.160]   with our knowledge in him,
[00:30:55.160 --> 00:30:58.320]   and in our maturity, becoming more like him.
[00:30:58.320 --> 00:31:00.840]   God doesn't need us to be united in a way
[00:31:00.840 --> 00:31:03.880]   that we all talk the same, we wear the same clothes,
[00:31:03.880 --> 00:31:05.580]   we speak the same language,
[00:31:05.580 --> 00:31:08.640]   or we sing or like the same worship song.
[00:31:08.640 --> 00:31:09.800]   God doesn't need that.
[00:31:09.800 --> 00:31:12.560]   He wants us to be united in our maturity,
[00:31:12.560 --> 00:31:16.280]   in our obedience to his word, and in our Christ-likeness.
[00:31:16.280 --> 00:31:19.040]   He wants us all to look like Jesus.
[00:31:19.040 --> 00:31:23.120]   He wants every single generation in the body of Christ
[00:31:23.120 --> 00:31:25.320]   to look like Jesus, to speak like Jesus,
[00:31:25.320 --> 00:31:29.560]   to walk like Jesus, so that we can represent Jesus well
[00:31:29.560 --> 00:31:32.840]   to our generation, so that every single generation
[00:31:32.840 --> 00:31:37.480]   on this planet could have a taste of who Jesus is.
[00:31:37.480 --> 00:31:40.640]   That's how our unity works.
[00:31:40.640 --> 00:31:43.760]   God is at work in every generation.
[00:31:43.760 --> 00:31:46.080]   We all get to be a part of that work,
[00:31:46.080 --> 00:31:49.640]   and serve God's purpose in our generation.
[00:31:49.640 --> 00:31:51.000]   But you may wonder,
[00:31:51.000 --> 00:31:53.760]   oh, there are different generations here overlapping.
[00:31:53.760 --> 00:31:55.840]   You know, we have the slightly more mature,
[00:31:55.840 --> 00:31:57.080]   slightly more like older ones,
[00:31:57.080 --> 00:31:58.280]   we have the slightly more younger ones.
[00:31:58.280 --> 00:31:59.800]   We're all like here, we're different,
[00:31:59.800 --> 00:32:01.080]   but we're all here.
[00:32:01.080 --> 00:32:04.040]   Does that mean we'll just do our own thing, you know?
[00:32:04.040 --> 00:32:05.560]   Never bother with one another,
[00:32:05.560 --> 00:32:08.160]   just, you know, just, in Cantonese,
[00:32:08.160 --> 00:32:09.880]   we call it gi gi gu gi gi, like, yeah, yeah.
[00:32:09.880 --> 00:32:12.680]   You just, basically, you just do your own thing.
[00:32:12.680 --> 00:32:13.960]   Like, don't bother me.
[00:32:13.960 --> 00:32:15.400]   Do we do that?
[00:32:15.400 --> 00:32:16.520]   Of course not, right?
[00:32:16.520 --> 00:32:18.480]   Otherwise, we wouldn't write this sermon series,
[00:32:18.480 --> 00:32:19.520]   we don't preach this.
[00:32:19.520 --> 00:32:22.840]   But generations are not meant to work or walk alone.
[00:32:22.840 --> 00:32:27.040]   We are created to walk together, and build each other up.
[00:32:27.040 --> 00:32:29.840]   Surely, a larger part of that responsibility,
[00:32:29.840 --> 00:32:32.200]   when it comes to, like, building generations,
[00:32:32.200 --> 00:32:33.960]   coming together, building each other up,
[00:32:33.960 --> 00:32:35.760]   of course, sometimes that responsibility
[00:32:35.760 --> 00:32:38.760]   may lie a little bit more on the older generation,
[00:32:38.760 --> 00:32:39.880]   'cause they're further down the road,
[00:32:39.880 --> 00:32:44.000]   they probably have experienced God a bit more.
[00:32:44.000 --> 00:32:46.440]   They have tasted the goodness of God,
[00:32:46.440 --> 00:32:47.440]   they have followed Him,
[00:32:47.440 --> 00:32:49.480]   they have experienced Him a little bit more,
[00:32:49.480 --> 00:32:51.600]   and there's something you can actually share
[00:32:51.600 --> 00:32:53.280]   with the younger generation.
[00:32:53.280 --> 00:32:54.680]   And that's what we do, right?
[00:32:54.680 --> 00:32:57.920]   We try to share with them what we have experienced
[00:32:57.920 --> 00:33:00.040]   in our journey with God.
[00:33:00.040 --> 00:33:02.440]   But let me highlight some scriptures here.
[00:33:02.440 --> 00:33:04.440]   In Psalm 145, verse four, it says,
[00:33:04.440 --> 00:33:07.600]   "One generation commands your works to another.
[00:33:07.600 --> 00:33:09.760]   "They tell of your mighty acts."
[00:33:09.760 --> 00:33:11.160]   You see, it's a lot of storytelling,
[00:33:11.160 --> 00:33:13.560]   talking about what God has done.
[00:33:13.560 --> 00:33:15.680]   And before we moved into this building,
[00:33:15.680 --> 00:33:18.840]   one of the last sermons we preached in EIS
[00:33:18.840 --> 00:33:21.960]   was on this passage in Deuteronomy 6.
[00:33:21.960 --> 00:33:24.680]   It says this, "When your sons ask you in time to come,"
[00:33:24.680 --> 00:33:26.640]   like, why are we following all these,
[00:33:26.640 --> 00:33:28.400]   like, commandments and laws?
[00:33:28.400 --> 00:33:30.160]   Why are we doing this?
[00:33:30.160 --> 00:33:33.800]   And God asks the people of Israel to tell the story again,
[00:33:33.800 --> 00:33:35.120]   to tell the story of Exodus,
[00:33:35.120 --> 00:33:39.360]   to tell them what God has done, has achieved in their lives,
[00:33:39.360 --> 00:33:41.160]   tell them how loving our God is,
[00:33:41.160 --> 00:33:43.240]   tell them how powerful our God is.
[00:33:43.240 --> 00:33:45.480]   It's through our storytelling
[00:33:45.480 --> 00:33:49.640]   that we're trying to let the next generation know who He is,
[00:33:49.640 --> 00:33:52.880]   what He has done, and how He will do it,
[00:33:52.880 --> 00:33:55.040]   and how much He loves us.
[00:33:55.040 --> 00:33:58.720]   You see, the Bible, we call the first five books,
[00:33:58.720 --> 00:34:01.800]   like the Torah, means the law,
[00:34:01.800 --> 00:34:04.160]   but the Bible, in the Old Testament,
[00:34:04.160 --> 00:34:07.680]   the author chose, or God chose to reveal His law
[00:34:07.680 --> 00:34:11.280]   to His people in stories.
[00:34:11.280 --> 00:34:14.400]   All these laws are embedded in narratives, in stories,
[00:34:14.400 --> 00:34:18.680]   because God doesn't want to take the law out of the story.
[00:34:18.680 --> 00:34:20.840]   He wants to tell you, He wants you to know
[00:34:20.840 --> 00:34:22.120]   when He asks you to do something,
[00:34:22.120 --> 00:34:24.200]   He wants you to know what He has done before.
[00:34:24.200 --> 00:34:26.080]   He wants you to know who He is.
[00:34:26.080 --> 00:34:29.520]   And so, if you are the slightly older generation,
[00:34:29.520 --> 00:34:32.600]   one of the things you can do is grab someone younger,
[00:34:32.600 --> 00:34:34.080]   tell some stories.
[00:34:34.080 --> 00:34:35.680]   Of course, you can tell him, you know,
[00:34:35.680 --> 00:34:37.200]   what you think it's appropriate to do,
[00:34:37.200 --> 00:34:38.600]   what you think will be good for that person,
[00:34:38.600 --> 00:34:42.360]   but tell him some stories, share your life.
[00:34:42.360 --> 00:34:44.080]   We're not here, you know, we're not school
[00:34:44.080 --> 00:34:46.560]   just telling people principles and rules and all that.
[00:34:46.560 --> 00:34:49.160]   We're communicating our life stories.
[00:34:49.160 --> 00:34:53.120]   That's how life can impact another life.
[00:34:53.120 --> 00:34:55.600]   We're here to share stories, and if you are,
[00:34:55.600 --> 00:34:59.000]   you have the privilege of listening to some stories
[00:34:59.000 --> 00:35:04.000]   of someone else, this is what I would suggest you to do.
[00:35:04.000 --> 00:35:08.360]   You see, I did spend some money to learn to be a coach.
[00:35:08.360 --> 00:35:09.280]   I learned coaching.
[00:35:09.280 --> 00:35:10.880]   Coaching is all about asking questions,
[00:35:10.880 --> 00:35:13.520]   and I find it incredibly useful.
[00:35:13.520 --> 00:35:16.320]   Every Wednesday before our Alpha session,
[00:35:16.320 --> 00:35:19.360]   I basically, every Wednesday I go through tons of questions
[00:35:19.360 --> 00:35:21.320]   with my hosts and helpers.
[00:35:21.320 --> 00:35:24.640]   Asking questions, it's super beneficial.
[00:35:24.640 --> 00:35:27.560]   If you're hearing a question, hearing a story,
[00:35:27.560 --> 00:35:29.280]   one of the questions you can ask is,
[00:35:29.280 --> 00:35:32.440]   so, would you like to tell me, or could you tell me
[00:35:32.440 --> 00:35:35.120]   what makes you think that, or what's the reason
[00:35:35.120 --> 00:35:38.520]   behind your certain decision, this certain thing,
[00:35:38.520 --> 00:35:40.960]   this certain thought, or you said this, you did this,
[00:35:40.960 --> 00:35:43.160]   what was the reason behind?
[00:35:43.160 --> 00:35:45.320]   And one of the other questions that would be super helpful
[00:35:45.320 --> 00:35:47.800]   if you want to learn about someone's story is that,
[00:35:47.800 --> 00:35:52.680]   so, in this event, or in this incident, what did you learn?
[00:35:52.680 --> 00:35:54.200]   What did you learn about God?
[00:35:54.200 --> 00:35:56.000]   What did you learn about yourself?
[00:35:56.000 --> 00:36:00.280]   And I can't tell you how much I gain from being in rooms
[00:36:00.280 --> 00:36:04.280]   with more mature people, and I just listen to their stories
[00:36:04.280 --> 00:36:06.480]   and I start asking these questions.
[00:36:06.480 --> 00:36:08.720]   I can't tell you how much I've learned,
[00:36:08.720 --> 00:36:11.760]   I've gained from those conversations.
[00:36:11.760 --> 00:36:15.120]   Generations were supposed to tell each other,
[00:36:15.120 --> 00:36:17.520]   hey, communicate with one another, saying,
[00:36:17.520 --> 00:36:20.040]   hey, this is what God has done before.
[00:36:20.040 --> 00:36:24.240]   So, if you follow him, you can expect you'll experience that.
[00:36:24.240 --> 00:36:27.600]   But let me also highlight some stories from the Bible
[00:36:27.600 --> 00:36:32.600]   where we have a young Samuel, God used a young Samuel
[00:36:32.600 --> 00:36:34.280]   to speak to an old Eli.
[00:36:34.280 --> 00:36:40.480]   God also used a young King Josiah to lead an entire nation.
[00:36:40.480 --> 00:36:44.120]   It's totally possible for God to use younger generations,
[00:36:44.120 --> 00:36:48.720]   to use younger people to speak into older people's life.
[00:36:48.720 --> 00:36:50.480]   The question is, am I ready?
[00:36:50.480 --> 00:36:52.760]   I'm just looking.
[00:36:52.760 --> 00:36:55.440]   You know, every time, right, my daughter is,
[00:36:55.440 --> 00:36:57.200]   especially Megan, now she's in a stage
[00:36:57.200 --> 00:36:59.840]   where she likes to correct people.
[00:36:59.840 --> 00:37:01.800]   Sometimes it's just small things like,
[00:37:01.800 --> 00:37:03.720]   daddy, you shouldn't put your cup here,
[00:37:03.720 --> 00:37:05.320]   you shouldn't put your pens here,
[00:37:05.320 --> 00:37:08.800]   you shouldn't put your, I try to remind myself,
[00:37:08.800 --> 00:37:11.240]   I must learn to listen.
[00:37:11.240 --> 00:37:13.480]   It's not because that I'm allowing her to be bossy,
[00:37:13.480 --> 00:37:17.040]   but I know that God will surely speak to me
[00:37:17.040 --> 00:37:18.960]   through my daughters.
[00:37:18.960 --> 00:37:20.640]   I need to build a habit of listening
[00:37:20.640 --> 00:37:23.360]   to the next generation as I grow.
[00:37:23.360 --> 00:37:26.360]   That's super important in our lives.
[00:37:26.360 --> 00:37:29.040]   I think if we could do that,
[00:37:29.040 --> 00:37:32.000]   we will be the one who benefit from it as well.
[00:37:32.000 --> 00:37:37.000]   And this is where I'll come back to Paul's letter.
