
[00:00:00.000 --> 00:00:02.560]   >> [INAUDIBLE]
[00:26:22.760 --> 00:26:25.600]   and you're not going to overthink it.
[00:26:25.600 --> 00:26:28.160]   We have a great way of discounting
[00:26:28.160 --> 00:26:30.200]   the voice of the Holy Spirit.
[00:26:30.200 --> 00:26:33.320]   He speaks, we go, oh, that can't be the Holy Spirit.
[00:26:33.320 --> 00:26:36.720]   Whatever you hear, write it down.
[00:26:36.720 --> 00:26:41.640]   We are going to respond.
[00:26:41.640 --> 00:26:43.960]   So we're not only going to listen,
[00:26:43.960 --> 00:26:46.120]   but we're going to respond to what we hear.
[00:26:46.120 --> 00:26:52.120]   It's his kindness that leads us to repentance.
[00:26:53.680 --> 00:26:56.200]   You need to know that he comes,
[00:26:56.200 --> 00:27:00.080]   that his conviction comes with kindness.
[00:27:00.080 --> 00:27:06.400]   We're going to sit in what we hear
[00:27:06.400 --> 00:27:09.720]   and we're going to respond from our hearts.
[00:27:09.720 --> 00:27:18.200]   This isn't going to be about me,
[00:27:18.200 --> 00:27:20.120]   it's not going to be about any of the leadership here,
[00:27:20.120 --> 00:27:21.920]   this is a moment just for you
[00:27:23.320 --> 00:27:24.400]   and the Holy Spirit.
[00:27:24.400 --> 00:27:29.000]   Now maybe you're here today and you're not a Christian
[00:27:29.000 --> 00:27:32.360]   and you're thinking, well, this is going to be a waste
[00:27:32.360 --> 00:27:33.200]   of my time.
[00:27:33.200 --> 00:27:38.880]   Actually, you need to know that God
[00:27:38.880 --> 00:27:41.040]   has a real soft spot for you.
[00:27:41.040 --> 00:27:46.080]   In the Bible, there's a whole story
[00:27:46.080 --> 00:27:49.680]   where he leaves all the people who already know him
[00:27:49.680 --> 00:27:53.040]   and he goes and searches for the one that's lost.
[00:27:53.600 --> 00:27:56.120]   So actually this time is more for you
[00:27:56.120 --> 00:27:58.080]   than any other person in this room.
[00:27:58.080 --> 00:28:00.920]   You see, he's still speaking to you
[00:28:00.920 --> 00:28:02.520]   even if you don't know him yet.
[00:28:02.520 --> 00:28:05.360]   You can still hear him.
[00:28:05.360 --> 00:28:10.360]   So now we're going to take some time.
[00:28:10.360 --> 00:28:15.120]   Just you and the Holy Spirit.
[00:28:15.120 --> 00:28:19.920]   Imagine like my dad sitting beside me
[00:28:19.920 --> 00:28:21.760]   with his arm draped over me.
[00:28:21.760 --> 00:28:25.920]   That's how the Holy Spirit comes to us in gentleness.
[00:28:25.920 --> 00:28:29.120]   He sits beside us and he whispers
[00:28:29.120 --> 00:28:35.360]   and he reminds us of things that we need to hear,
[00:28:35.360 --> 00:28:40.360]   things we need to fix, things we need to let go of.
[00:28:40.360 --> 00:28:49.040]   So now, take this moment to listen.
[00:28:49.040 --> 00:28:50.480]   Don't just listen to him.
[00:28:51.480 --> 00:28:53.040]   Don't get distracted.
[00:28:53.040 --> 00:28:58.800]   If you're online, I hope that you are doing this
[00:28:58.800 --> 00:28:59.800]   with us as well.
[00:28:59.800 --> 00:29:02.920]   We invite you to join with us.
[00:29:02.920 --> 00:29:07.120]   Now we're going to take some time to sit
[00:29:07.120 --> 00:29:09.200]   in the comfort of the Holy Spirit.
[00:29:09.200 --> 00:29:14.880]   We're going to continue to listen to his gentle whispers
[00:29:14.880 --> 00:29:16.720]   and we're not going to rush.
[00:29:17.120 --> 00:29:19.720]   (gentle music)
[00:29:19.720 --> 00:29:23.360]   Once again, whatever you hear,
[00:29:23.360 --> 00:29:26.000]   you're going to write it down and you're going to sit.
[00:29:26.000 --> 00:29:30.800]   Just sit in his presence.
[00:29:30.800 --> 00:29:35.520]   Last night as I was sleeping,
[00:29:35.520 --> 00:29:37.360]   I was kind of in and out of sleep
[00:29:37.360 --> 00:29:39.240]   as I was thinking about today.
[00:29:45.520 --> 00:29:48.880]   I think my mind was worried about being prepared
[00:29:48.880 --> 00:29:53.240]   and through it all, I just heard the Holy Spirit say,
[00:29:53.240 --> 00:29:58.240]   "Susanna, my presence is not dependent
[00:29:58.240 --> 00:30:00.160]   "on your preparedness.
[00:30:00.160 --> 00:30:06.800]   "My presence is determined by your welcome."
[00:30:06.800 --> 00:30:11.960]   And I was thinking about that on the bus on the way in
[00:30:11.960 --> 00:30:16.960]   and I looked up the Hebrew word for welcome
[00:30:16.960 --> 00:30:23.280]   and it means to bless the one who comes.
[00:30:23.280 --> 00:30:30.480]   And I thought, whoa, so many times I look to be blessed,
[00:30:30.480 --> 00:30:35.280]   but how many times have I blessed the Holy Spirit
[00:30:35.280 --> 00:30:37.680]   by making room for him
[00:30:40.400 --> 00:30:42.520]   and blessing him with my time
[00:30:42.520 --> 00:30:46.240]   and blessing him with my attention
[00:30:46.240 --> 00:30:50.880]   and blessing him with my obedience.
[00:30:50.880 --> 00:30:55.720]   So today as we listen to his comfort,
[00:30:55.720 --> 00:31:02.480]   choose to welcome him, to make space.
[00:31:02.480 --> 00:31:05.880]   He's with you already, but he's a gentleman.
[00:31:05.880 --> 00:31:08.760]   He only goes as far as we allow him.
[00:31:09.680 --> 00:31:14.080]   So welcome him, make space.
[00:31:14.080 --> 00:31:19.240]   Let your ears be attentive to what he is speaking
[00:31:19.240 --> 00:31:21.520]   into your life right now.
[00:31:21.520 --> 00:31:25.480]   The worship team is gonna come,
[00:31:25.480 --> 00:31:29.440]   but we are not ending this.
[00:31:38.160 --> 00:31:43.160]   The Holy Spirit reminded me of a moment
[00:31:43.160 --> 00:31:48.320]   when I was a teenager and I was in a Christian conference
[00:31:48.320 --> 00:31:54.880]   for teenagers and the person who was preaching,
[00:31:54.880 --> 00:32:00.160]   I was standing at the altar call and he looked at me
[00:32:00.160 --> 00:32:03.960]   and he said, "The Holy Spirit is hovering over your life."
[00:32:07.720 --> 00:32:10.240]   And in that moment, I didn't fully understand
[00:32:10.240 --> 00:32:13.400]   what that meant, but I do now
[00:32:13.400 --> 00:32:18.200]   because the Holy Spirit across my life
[00:32:18.200 --> 00:32:23.200]   has been slowly bringing all the disorder into order,
[00:32:23.200 --> 00:32:32.480]   taking all the broken pieces and weaving his gold
[00:32:34.960 --> 00:32:38.520]   between those broken pieces and remaking this pot,
[00:32:38.520 --> 00:32:44.680]   giving me a beautiful story to tell.
[00:32:44.680 --> 00:32:51.640]   The Holy Spirit is hovering over all our lives.
[00:32:51.640 --> 00:32:59.000]   And this is not a moment just to be had and forgotten,
[00:32:59.000 --> 00:33:03.320]   but a moment to be carried into your everyday.
[00:33:04.320 --> 00:33:08.360]   You see, it doesn't matter if you're on a bus
[00:33:08.360 --> 00:33:13.360]   or driving a car or having a shower or washing the dishes,
[00:33:13.360 --> 00:33:19.000]   he's present with you.
[00:33:19.000 --> 00:33:25.720]   So welcome him and listen.
[00:33:32.560 --> 00:33:34.800]   He's working to make you
[00:33:34.800 --> 00:33:42.800]   the splitting image of Jesus.
[00:33:42.800 --> 00:33:45.880]   He's working to make you like Jesus.
[00:33:45.880 --> 00:33:51.720]   He's working to restore,
[00:33:51.720 --> 00:33:58.560]   but it only works if we listen and we obey.
[00:33:58.560 --> 00:34:03.560]   So make this a daily thing
[00:34:03.560 --> 00:34:06.560]   where you're stopping and you're listening
[00:34:06.560 --> 00:34:08.360]   and you're responding.
[00:34:08.360 --> 00:34:11.480]   He's your best friend,
[00:34:11.480 --> 00:34:16.080]   but he will also bring out the best in you.
[00:34:16.080 --> 00:34:21.680]   He will convict you and he will comfort you.
[00:34:26.680 --> 00:34:29.280]   (gentle music)
[00:34:29.280 --> 00:34:36.000]   Father, we just all come to you right now and
[00:34:36.000 --> 00:34:43.960]   we carry such brokenness sometimes, God,
[00:34:43.960 --> 00:34:47.880]   such disorder and chaos at times.
[00:34:47.880 --> 00:34:53.480]   Holy Spirit, teach us to slow down,
[00:34:54.920 --> 00:34:57.240]   teach us to remove distractions
[00:34:57.240 --> 00:35:00.960]   and do the one thing that's needed
[00:35:00.960 --> 00:35:07.320]   to sit with you in your presence and listen and respond.
[00:35:07.320 --> 00:35:15.720]   We commit ourselves to you and we ask
[00:35:15.720 --> 00:35:19.480]   that we will have the courage to respond to the things
[00:35:19.480 --> 00:35:21.440]   that you talk to us about today.
[00:35:23.640 --> 00:35:27.440]   Father, if you've challenged some of us to be more generous
[00:35:27.440 --> 00:35:31.040]   with our time or money, give us the courage to respond.
[00:35:31.040 --> 00:35:36.480]   If you've challenged us to restore a broken relationship
[00:35:36.480 --> 00:35:41.480]   with your help, give us the courage to love well.
[00:35:41.480 --> 00:35:48.040]   If you've encouraged us to let things go,
[00:35:52.960 --> 00:35:57.960]   whatever that may be, to make more space and room.
[00:35:57.960 --> 00:36:03.840]   If you've told us to say no to a relationship
[00:36:03.840 --> 00:36:08.240]   because it's not the right one for us, give us courage.
[00:36:08.240 --> 00:36:14.280]   Help us to walk these things out
[00:36:14.280 --> 00:36:16.880]   that you've spoken to us about today
[00:36:16.880 --> 00:36:20.560]   and rest in the comfort that comes when we do respond.
[00:36:22.440 --> 00:36:24.440]   We just thank you for loving us,
[00:36:24.440 --> 00:36:31.160]   walking with us and persisting with us.
[00:36:31.160 --> 00:36:32.000]   Thank you.
[00:36:32.000 --> 00:36:36.120]   Let's all stand, we're gonna worship together
[00:36:36.120 --> 00:36:38.440]   as we finish today.
[00:36:38.440 --> 00:36:41.040]   (gentle music)
[00:36:41.040 --> 00:36:43.720]   (bells chiming)
[00:36:43.720 --> 00:36:46.400]   (bells chiming)
[00:36:46.400 --> 00:36:56.400]   [BLANK_AUDIO]

