
[00:00:00.000 --> 00:00:01.000]   and meeting you.
[00:18:14.000 --> 00:18:17.000]   He says, "But the counselor or the advocate,
[00:18:17.000 --> 00:18:20.000]   "the Holy Spirit, whom the Father will send in my name
[00:18:20.000 --> 00:18:23.000]   "will," notice this, "teach you all things
[00:18:23.000 --> 00:18:26.000]   "and remind you of everything I've said to you."
[00:18:26.000 --> 00:18:29.000]   So this is Jesus kind of taking the same concept
[00:18:29.000 --> 00:18:31.000]   that Paul's speaking about, and Jesus is saying,
[00:18:31.000 --> 00:18:33.000]   look, here's what you need to understand.
[00:18:33.000 --> 00:18:35.000]   The Spirit is gonna come and the Spirit
[00:18:35.000 --> 00:18:37.000]   will teach you all things, illuminate all things.
[00:18:37.000 --> 00:18:40.000]   And remind you of the things that I've already said to you.
[00:18:40.000 --> 00:18:43.000]   In other words, there's already stuff out there.
[00:18:43.000 --> 00:18:45.000]   There's my word that I've already communicated,
[00:18:45.000 --> 00:18:47.000]   whether that's to you directly, audibly,
[00:18:47.000 --> 00:18:49.000]   or whether it's written down in the Scriptures.
[00:18:49.000 --> 00:18:51.000]   For them it was, of course, the Old Testament.
[00:18:51.000 --> 00:18:54.000]   He said, "In all of that, the Spirit will illuminate it
[00:18:54.000 --> 00:18:57.000]   "so you will know me better."
[00:18:57.000 --> 00:19:00.000]   So he will remind you of all of the things
[00:19:00.000 --> 00:19:01.000]   that I have said to you.
[00:19:01.000 --> 00:19:04.000]   This is how you begin to climb the tree.
[00:19:04.000 --> 00:19:09.000]   Anyone here ever open the Bible and fallen asleep?
[00:19:09.000 --> 00:19:12.000]   Come on, church, let me see the hands, be honest.
[00:19:12.000 --> 00:19:15.000]   That's pretty much every single one of us, I know.
[00:19:15.000 --> 00:19:18.000]   I've been a Christian for 30 years, I understand, okay?
[00:19:18.000 --> 00:19:20.000]   Even as a pastor, I open the Word sometimes
[00:19:20.000 --> 00:19:23.000]   and I'm tempted to fall asleep.
[00:19:23.000 --> 00:19:25.000]   Here's a trick.
[00:19:25.000 --> 00:19:28.000]   If you ever wanna stay awake reading the Scriptures,
[00:19:28.000 --> 00:19:30.000]   here's a trick.
[00:19:30.000 --> 00:19:32.000]   When you open the Scriptures, before you read it,
[00:19:32.000 --> 00:19:34.000]   just pray a simple prayer.
[00:19:34.000 --> 00:19:38.000]   Holy Spirit, would you teach me?
[00:19:38.000 --> 00:19:43.000]   I invite you to teach me your Word
[00:19:43.000 --> 00:19:47.000]   so I could become more like Christ Jesus.
[00:19:47.000 --> 00:19:51.000]   If you pray that every single time you open God's Word,
[00:19:51.000 --> 00:19:54.000]   you are aligning yourself to the Spirit of God.
[00:19:54.000 --> 00:19:57.000]   You are aligning yourself to the very thing
[00:19:57.000 --> 00:19:59.000]   that the Spirit was designed to do,
[00:19:59.000 --> 00:20:02.000]   which is to illuminate what has already been given,
[00:20:02.000 --> 00:20:05.000]   to teach you, equip you in what has already been given.
[00:20:05.000 --> 00:20:07.000]   Does that make sense?
[00:20:07.000 --> 00:20:08.000]   So that's an important prayer to pray
[00:20:08.000 --> 00:20:10.000]   when you're coming to read Scripture.
[00:20:10.000 --> 00:20:14.000]   Now, this all then brings us back to why Paul writes wisdom here
[00:20:14.000 --> 00:20:16.000]   rather than the word teaching,
[00:20:16.000 --> 00:20:20.000]   because the whole point is to make us more and more like Christ Jesus.
[00:20:20.000 --> 00:20:21.000]   Notice what he says.
[00:20:21.000 --> 00:20:24.000]   He says, "So that you would gain wisdom,
[00:20:24.000 --> 00:20:25.000]   so that you may know Him better."
[00:20:25.000 --> 00:20:27.000]   Wisdom is this Hebrew concept
[00:20:27.000 --> 00:20:30.000]   that is beyond just knowing something.
[00:20:30.000 --> 00:20:33.000]   When the Hebrews spoke about wisdom,
[00:20:33.000 --> 00:20:36.000]   what it was was it was a lifestyle,
[00:20:36.000 --> 00:20:39.000]   not just a mental information thing.
[00:20:39.000 --> 00:20:41.000]   In other words, for Paul, his prayer is
[00:20:41.000 --> 00:20:44.000]   when the Spirit teaches us,
[00:20:44.000 --> 00:20:46.000]   it doesn't just give us right information,
[00:20:46.000 --> 00:20:50.000]   it also leads us towards right application.
[00:20:50.000 --> 00:20:52.000]   And this is really important for Paul
[00:20:52.000 --> 00:20:54.000]   because he wants you to understand
[00:20:54.000 --> 00:20:58.000]   that you are a fool, the opposite of wisdom,
[00:20:58.000 --> 00:21:01.000]   if you allow the Spirit to give you understanding
[00:21:01.000 --> 00:21:03.000]   and you do nothing with it.
[00:21:03.000 --> 00:21:06.000]   That if you get illuminated in the Scriptures,
[00:21:06.000 --> 00:21:08.000]   you learn something about God
[00:21:08.000 --> 00:21:10.000]   and you learn something about His character and His ways
[00:21:10.000 --> 00:21:12.000]   and you walk away and don't change.
[00:21:12.000 --> 00:21:15.000]   He's like, "You're a fool if that's what you think."
[00:21:15.000 --> 00:21:18.000]   Now, the Spirit is here to bring wisdom.
[00:21:18.000 --> 00:21:20.000]   And wisdom, the wise,
[00:21:20.000 --> 00:21:23.000]   are ones who not only are illuminated by the Spirit
[00:21:23.000 --> 00:21:26.000]   but then decide to put that into practice in their lives,
[00:21:26.000 --> 00:21:28.000]   decide to live differently, act differently,
[00:21:28.000 --> 00:21:30.000]   think differently under the power
[00:21:30.000 --> 00:21:32.000]   and the leading and the guiding of the Spirit.
[00:21:32.000 --> 00:21:35.000]   Those are the ones that have actually been taught
[00:21:35.000 --> 00:21:37.000]   by the Spirit, Paul is saying.
[00:21:37.000 --> 00:21:39.000]   And my prayer is that you would receive
[00:21:39.000 --> 00:21:44.000]   the Spirit that teaches you to wisdom,
[00:21:44.000 --> 00:21:46.000]   not teaches you to foolishness,
[00:21:46.000 --> 00:21:48.000]   teaches you to wisdom.
[00:21:48.000 --> 00:21:51.000]   So, the first part of this paradox
[00:21:51.000 --> 00:21:53.000]   is that the Spirit teaches us the things
[00:21:53.000 --> 00:21:55.000]   that are already there
[00:21:55.000 --> 00:21:57.000]   and helps us to be illuminated, to understand,
[00:21:57.000 --> 00:21:59.000]   so we can apply that into our lives.
[00:21:59.000 --> 00:22:01.000]   But then there's the second side of this paradox.
[00:22:01.000 --> 00:22:04.000]   The word he uses here is revelation.
[00:22:04.000 --> 00:22:05.000]   Think of it this way.
[00:22:05.000 --> 00:22:09.000]   The Spirit does not just illuminate
[00:22:09.000 --> 00:22:11.000]   the word that's already received.
[00:22:11.000 --> 00:22:15.000]   The Spirit also reveals the word that is yet to come.
[00:22:15.000 --> 00:22:19.000]   This idea of revelation,
[00:22:19.000 --> 00:22:22.000]   the other side of the Spirit's work here,
[00:22:22.000 --> 00:22:25.000]   is literally the Greek word for revelation
[00:22:25.000 --> 00:22:26.000]   that Paul uses here,
[00:22:26.000 --> 00:22:28.000]   is literally translated like this,
[00:22:28.000 --> 00:22:31.000]   to kind of disclose or to reveal
[00:22:31.000 --> 00:22:34.000]   something that was previously unknown.
[00:22:34.000 --> 00:22:35.000]   So, notice this, guys.
[00:22:35.000 --> 00:22:38.000]   Where teaching was about taking what was known
[00:22:38.000 --> 00:22:41.000]   and helping it to be understood and applied.
[00:22:41.000 --> 00:22:42.000]   Does that make sense? Follow that?
[00:22:42.000 --> 00:22:44.000]   Revelation is taking the things
[00:22:44.000 --> 00:22:46.000]   that are not previously known
[00:22:46.000 --> 00:22:48.000]   and bringing them to us.
[00:22:48.000 --> 00:22:51.000]   So there are both of these moments at work.
[00:22:51.000 --> 00:22:52.000]   And it's really important that you understand
[00:22:52.000 --> 00:22:55.000]   that these never contradict themselves.
[00:22:55.000 --> 00:22:56.000]   They're all from the same source,
[00:22:56.000 --> 00:22:57.000]   and that's the Father.
[00:22:57.000 --> 00:22:59.000]   And when the Father works in this world,
[00:22:59.000 --> 00:23:01.000]   he works by illuminating the things
[00:23:01.000 --> 00:23:02.000]   he's already given,
[00:23:02.000 --> 00:23:04.000]   and he brings a fresh revelation,
[00:23:04.000 --> 00:23:05.000]   a fresh perspective,
[00:23:05.000 --> 00:23:07.000]   a fresh idea of perhaps things
[00:23:07.000 --> 00:23:09.000]   that we had never even thought about before.
[00:23:09.000 --> 00:23:11.000]   And both of those things work together,
[00:23:11.000 --> 00:23:12.000]   never contradict each other.
[00:23:12.000 --> 00:23:14.000]   In fact, that's how we test
[00:23:14.000 --> 00:23:17.000]   whether revelation is really from the God or not.
[00:23:17.000 --> 00:23:18.000]   'Cause let's face it,
[00:23:18.000 --> 00:23:20.000]   sometimes we can hear some pretty weird things.
[00:23:20.000 --> 00:23:22.000]   Sometimes we can eat a really spicy curry
[00:23:22.000 --> 00:23:25.000]   and have a crazy thought afterwards
[00:23:25.000 --> 00:23:27.000]   and think that that might be Jesus.
[00:23:27.000 --> 00:23:30.000]   The way that we take revelation
[00:23:30.000 --> 00:23:31.000]   and know that it is from him
[00:23:31.000 --> 00:23:34.000]   is we link it to scripture.
[00:23:34.000 --> 00:23:35.000]   It will never contradict it.
[00:23:35.000 --> 00:23:37.000]   It will always work together.
[00:23:37.000 --> 00:23:38.000]   But you need to know
[00:23:38.000 --> 00:23:40.000]   that it's not just about discovering
[00:23:40.000 --> 00:23:41.000]   the word that's here.
[00:23:41.000 --> 00:23:44.000]   There's also the spoken word of God
[00:23:44.000 --> 00:23:46.000]   in the here and now.
[00:23:46.000 --> 00:23:47.000]   And those things are beautiful
[00:23:47.000 --> 00:23:49.000]   because they're both the work of the Spirit,
[00:23:49.000 --> 00:23:51.000]   and they both help us, the tree,
[00:23:51.000 --> 00:23:56.000]   to climb to be able to see Jesus more clearly.
[00:23:56.000 --> 00:23:59.000]   I mean, just step back from this for a moment
[00:23:59.000 --> 00:24:01.000]   and reflect on this.
[00:24:01.000 --> 00:24:02.000]   We don't have a God
[00:24:02.000 --> 00:24:05.000]   who decided to speak to a bunch of people
[00:24:05.000 --> 00:24:09.000]   2,000 years ago and then went silent.
[00:24:09.000 --> 00:24:12.000]   We do have a God who spoke to a bunch of people
[00:24:12.000 --> 00:24:13.000]   2,000 years ago,
[00:24:13.000 --> 00:24:15.000]   captured in the word of God,
[00:24:15.000 --> 00:24:18.000]   which is a rich depository
[00:24:18.000 --> 00:24:21.000]   of grace and goodness and life eternal.
[00:24:21.000 --> 00:24:22.000]   But we also have a God
[00:24:22.000 --> 00:24:24.000]   who's still speaking today,
[00:24:24.000 --> 00:24:26.000]   a God whose voice is still at work
[00:24:26.000 --> 00:24:27.000]   so that those souls
[00:24:27.000 --> 00:24:29.000]   who are crying out for connection
[00:24:29.000 --> 00:24:30.000]   come alive,
[00:24:30.000 --> 00:24:32.000]   so that like that man in the restaurant
[00:24:32.000 --> 00:24:33.000]   whose literally ears
[00:24:33.000 --> 00:24:34.000]   just dropped off his face
[00:24:34.000 --> 00:24:35.000]   when he heard that language,
[00:24:35.000 --> 00:24:37.000]   so people can still be caught up
[00:24:37.000 --> 00:24:38.000]   in the wonder of a God
[00:24:38.000 --> 00:24:40.000]   who speaks in this moment.
[00:24:40.000 --> 00:24:41.000]   And when God speaks,
[00:24:41.000 --> 00:24:43.000]   he opens up for us this idea
[00:24:43.000 --> 00:24:45.000]   of things that might be going on in our lives,
[00:24:45.000 --> 00:24:47.000]   maybe things that nobody else knows,
[00:24:47.000 --> 00:24:48.000]   only God knows.
[00:24:48.000 --> 00:24:50.000]   And God brings a word or a picture
[00:24:50.000 --> 00:24:52.000]   or even illuminates a scripture
[00:24:52.000 --> 00:24:54.000]   that helps to transform something within us.
[00:24:54.000 --> 00:24:55.000]   And we're like,
[00:24:55.000 --> 00:24:57.000]   so many times when people listen
[00:24:57.000 --> 00:24:59.000]   to people speak here at the Vine,
[00:24:59.000 --> 00:25:01.000]   oftentimes when I'm talking to them afterwards,
[00:25:01.000 --> 00:25:02.000]   they're like, "Well, it was just like
[00:25:02.000 --> 00:25:04.000]   "that person was speaking directly to me."
[00:25:04.000 --> 00:25:07.000]   And I'm like, "Yes, that's the Holy Spirit
[00:25:07.000 --> 00:25:09.000]   "at work for you,
[00:25:09.000 --> 00:25:11.000]   "bringing a revelation
[00:25:11.000 --> 00:25:13.000]   "of something he wants you to be aware of
[00:25:13.000 --> 00:25:16.000]   "that you previously were not aware of."
[00:25:16.000 --> 00:25:18.000]   It's a wonder when he does that.
[00:25:18.000 --> 00:25:21.000]   Paul, writing just to the church in Corinth,
[00:25:21.000 --> 00:25:23.000]   unpacks this concept a little bit more.
[00:25:23.000 --> 00:25:24.000]   So I want to dig into this
[00:25:24.000 --> 00:25:26.000]   just a little bit more for you.
[00:25:26.000 --> 00:25:27.000]   So this is 1 Corinthians 2,
[00:25:27.000 --> 00:25:29.000]   starting in verse 6.
[00:25:29.000 --> 00:25:30.000]   He writes to the church, he says,
[00:25:30.000 --> 00:25:33.000]   "We do, however, speak a message of wisdom
[00:25:33.000 --> 00:25:34.000]   "amongst the mature."
[00:25:34.000 --> 00:25:35.000]   There again, he talks about wisdom,
[00:25:35.000 --> 00:25:38.000]   the teaching and the application of God's word,
[00:25:38.000 --> 00:25:40.000]   "but not the wisdom of this age
[00:25:40.000 --> 00:25:41.000]   "or the rulers of this age,
[00:25:41.000 --> 00:25:43.000]   "who are coming to nothing."
[00:25:43.000 --> 00:25:44.000]   So Paul wants you to know
[00:25:44.000 --> 00:25:45.000]   that there is not just God's wisdom,
[00:25:45.000 --> 00:25:48.000]   there's also the wisdom of this age.
[00:25:48.000 --> 00:25:49.000]   And I tell you what,
[00:25:49.000 --> 00:25:50.000]   you will always battle as a Christian
[00:25:50.000 --> 00:25:51.000]   between which of those two things
[00:25:51.000 --> 00:25:53.000]   you apply to your life.
[00:25:53.000 --> 00:25:54.000]   And if you're anything like me,
[00:25:54.000 --> 00:25:56.000]   you apply that one,
[00:25:56.000 --> 00:25:59.000]   sometimes almost as much as you apply this one.
[00:25:59.000 --> 00:26:00.000]   This one being the word of God, by the way,
[00:26:00.000 --> 00:26:01.000]   the wisdom of God.
[00:26:01.000 --> 00:26:02.000]   Do you know what I'm saying?
[00:26:02.000 --> 00:26:03.000]   I think we wrestle with this, don't we?
[00:26:03.000 --> 00:26:04.000]   The wisdom of the world,
[00:26:04.000 --> 00:26:06.000]   which seems so tempting
[00:26:06.000 --> 00:26:08.000]   and seems so seductive to us,
[00:26:08.000 --> 00:26:10.000]   and God's wisdom.
[00:26:10.000 --> 00:26:11.000]   Paul says there is wisdom out there,
[00:26:11.000 --> 00:26:12.000]   the wisdom of the world,
[00:26:12.000 --> 00:26:14.000]   but we have a different wisdom, he says,
[00:26:14.000 --> 00:26:17.000]   one that's been spoken amongst the mature.
[00:26:17.000 --> 00:26:19.000]   Verse seven, "No, we speak of God's mystery,
[00:26:19.000 --> 00:26:22.000]   "God's wisdom, a mystery that has been hidden,
[00:26:22.000 --> 00:26:24.000]   "so therefore it wasn't known before,
[00:26:24.000 --> 00:26:28.000]   "that God has destined for our glory before time began.
[00:26:28.000 --> 00:26:30.000]   "None of the rulers of this age understood it,
[00:26:30.000 --> 00:26:33.000]   "for if they had, they would not have crucified
[00:26:33.000 --> 00:26:35.000]   "the Lord of glory.
[00:26:35.000 --> 00:26:37.000]   "However, here's what's been written in the scriptures,
[00:26:37.000 --> 00:26:40.000]   "no eye has seen, no ear has heard,
[00:26:40.000 --> 00:26:41.000]   "no mind has conceived,
[00:26:41.000 --> 00:26:45.000]   "what God has prepared for those who love him."
[00:26:45.000 --> 00:26:46.000]   You need to know in this room today
[00:26:46.000 --> 00:26:47.000]   that if you love Jesus,
[00:26:47.000 --> 00:26:49.000]   God has a lot prepared for you.
[00:26:49.000 --> 00:26:53.000]   He's prepared things for you,
[00:26:53.000 --> 00:26:55.000]   'cause he loves you.
[00:26:55.000 --> 00:26:56.000]   Things that he's set aside,
[00:26:56.000 --> 00:26:59.000]   things that he's prepared in his written word
[00:26:59.000 --> 00:27:02.000]   that are to be illuminated and brought alive in your life,
[00:27:02.000 --> 00:27:03.000]   and things that he's prepared
[00:27:03.000 --> 00:27:05.000]   that he wants to say to you directly
[00:27:05.000 --> 00:27:07.000]   and personally by his spirit.
[00:27:07.000 --> 00:27:09.000]   How does this happen?
[00:27:09.000 --> 00:27:11.000]   Notice verse 10.
[00:27:11.000 --> 00:27:13.000]   "But God has revealed it to us."
[00:27:13.000 --> 00:27:14.000]   By what?
[00:27:14.000 --> 00:27:16.000]   By his spirit.
[00:27:16.000 --> 00:27:18.000]   "The spirit searches all things,
[00:27:18.000 --> 00:27:19.000]   "even the deep things of God,
[00:27:19.000 --> 00:27:22.000]   "for who among people know the thoughts of a person
[00:27:22.000 --> 00:27:24.000]   "except that person's spirit within them?
[00:27:24.000 --> 00:27:27.000]   "In the same way, no one knows the thoughts of God,"
[00:27:27.000 --> 00:27:28.000]   here it is,
[00:27:28.000 --> 00:27:30.000]   "except the spirit of God.
[00:27:30.000 --> 00:27:33.000]   "We have not received the spirit of this world,
[00:27:33.000 --> 00:27:35.000]   "but the spirit who is from God,
[00:27:35.000 --> 00:27:39.000]   "that we may understand what God has freely given to us.
[00:27:39.000 --> 00:27:41.000]   "That is what we speak,
[00:27:41.000 --> 00:27:43.000]   "not in words taught by human wisdom,
[00:27:43.000 --> 00:27:46.000]   "but in words taught by the spirit."
[00:27:46.000 --> 00:27:47.000]   Notice this,
[00:27:47.000 --> 00:27:52.000]   "Explaining spiritual realities by spirit-taught words."
[00:27:52.000 --> 00:27:54.000]   That's revelation, my friends.
[00:27:54.000 --> 00:27:56.000]   I don't know about you,
[00:27:56.000 --> 00:27:57.000]   but that's what I want in my life.
[00:27:57.000 --> 00:27:59.000]   I wanna look out on this world
[00:27:59.000 --> 00:28:01.000]   and not see physical reality,
[00:28:01.000 --> 00:28:03.000]   but spiritual reality.
[00:28:03.000 --> 00:28:06.000]   I wanna see spiritual reality in my life.
[00:28:06.000 --> 00:28:08.000]   I want the Holy Spirit
[00:28:08.000 --> 00:28:11.000]   to explain spiritual realities within me
[00:28:11.000 --> 00:28:14.000]   and spiritual realities in my city of Hong Kong
[00:28:14.000 --> 00:28:17.000]   with spirit-taught words.
[00:28:17.000 --> 00:28:19.000]   Not from the wisdom of this world,
[00:28:19.000 --> 00:28:21.000]   but the wisdom that can only come
[00:28:21.000 --> 00:28:24.000]   from the one who is still speaking today.
[00:28:24.000 --> 00:28:27.000]   When we hear spirit-taught words,
[00:28:27.000 --> 00:28:29.000]   it brings us into spiritual reality.
[00:28:30.000 --> 00:28:32.000]   So Paul is saying,
[00:28:32.000 --> 00:28:34.000]   "Look, you need to sit with this tension
[00:28:34.000 --> 00:28:36.000]   "of the both and and.
[00:28:36.000 --> 00:28:38.000]   "It's not just the word,
[00:28:38.000 --> 00:28:39.000]   "it's all about the word.
[00:28:39.000 --> 00:28:41.000]   "And it's not just revelation."
[00:28:41.000 --> 00:28:44.000]   He's like, "It's both of these things working together.
[00:28:44.000 --> 00:28:46.000]   "The word that is illuminated by the spirit
[00:28:46.000 --> 00:28:48.000]   "to great understanding and application
[00:28:48.000 --> 00:28:52.000]   "and the revelation of the spiritual realities
[00:28:52.000 --> 00:28:54.000]   "of this world and of our lives
[00:28:54.000 --> 00:28:57.000]   "by spirit-taught words that can only come from God
[00:28:57.000 --> 00:28:59.000]   "because only the spirit searches
[00:28:59.000 --> 00:29:02.000]   "the innermost realms of God."
[00:29:02.000 --> 00:29:05.000]   This was happening in the gatherings
[00:29:05.000 --> 00:29:08.000]   that Paul's early church was in in those days.
[00:29:08.000 --> 00:29:10.000]   This was happening all over the place.
[00:29:10.000 --> 00:29:12.000]   In fact, actually in Corinth,
[00:29:12.000 --> 00:29:13.000]   it was happening so much
[00:29:13.000 --> 00:29:15.000]   that there was kind of disorder happening in the church.
[00:29:15.000 --> 00:29:18.000]   And remember, the spirit is here to take disorder to order.
[00:29:18.000 --> 00:29:19.000]   So Paul writes to the church
[00:29:19.000 --> 00:29:22.000]   about this disorder that's happening in their gatherings
[00:29:22.000 --> 00:29:24.000]   because there's so many kind of things happening,
[00:29:24.000 --> 00:29:26.000]   particularly the abuse of tongues,
[00:29:26.000 --> 00:29:29.000]   which maybe we'll get to in another week here.
[00:29:29.000 --> 00:29:31.000]   But in this moment, he writes them to understand,
[00:29:31.000 --> 00:29:33.000]   "Look, there needs to be order,
[00:29:33.000 --> 00:29:36.000]   "and there can be order if you quieten down
[00:29:36.000 --> 00:29:39.000]   "and open your ears to hear what the spirit says."
[00:29:39.000 --> 00:29:43.000]   Let me show you this in 1 Corinthians 14,
[00:29:43.000 --> 00:29:44.000]   verses one to three.
[00:29:44.000 --> 00:29:47.000]   He says, "Follow the way of love
[00:29:47.000 --> 00:29:49.000]   "and eagerly desire spiritual gifts."
[00:29:49.000 --> 00:29:51.000]   Pastor Ellison's gonna preach on spiritual gifts
[00:29:51.000 --> 00:29:53.000]   in a few weeks' time,
[00:29:53.000 --> 00:29:55.000]   "especially the gift of prophecy.
[00:29:55.000 --> 00:29:57.000]   "For anyone who speaks in a tongue
[00:29:57.000 --> 00:29:59.000]   "does not speak to people but to God.
[00:29:59.000 --> 00:30:01.000]   "Indeed, no one understands that person.
[00:30:01.000 --> 00:30:03.000]   "They utter mysteries within their spirit.
[00:30:03.000 --> 00:30:07.000]   "But everyone who prophesies speaks to people
[00:30:07.000 --> 00:30:11.000]   "for their strengthening, encouragement, and comfort."
[00:30:11.000 --> 00:30:12.000]   I love this.
[00:30:12.000 --> 00:30:14.000]   Paul's saying, "This is why I want you
[00:30:14.000 --> 00:30:17.000]   "to eagerly desire prophecy in your midst,
[00:30:17.000 --> 00:30:20.000]   "because when the spirit speaks, revelation comes,
[00:30:20.000 --> 00:30:22.000]   "it is for the strengthening,
[00:30:22.000 --> 00:30:23.000]   "it is for the encouragement,
[00:30:23.000 --> 00:30:25.000]   "and it is for the comfort of the church."
[00:30:25.000 --> 00:30:28.000]   And he's like, "Why would you not want that?"
[00:30:28.000 --> 00:30:32.000]   Like he's like, "Embrace prophecy amongst you.
[00:30:32.000 --> 00:30:35.000]   "Embrace the work of the spirit amongst you."
[00:30:35.000 --> 00:30:37.000]   'Cause yes, he's gonna illuminate and teach you
[00:30:37.000 --> 00:30:39.000]   and apply the word so good,
[00:30:39.000 --> 00:30:42.000]   but he's also gonna bring that life-changing moment word
[00:30:42.000 --> 00:30:43.000]   that speaks in your life,
[00:30:43.000 --> 00:30:45.000]   and you're like, "How did the spirit know
[00:30:45.000 --> 00:30:47.000]   "about that work thing that's going on?
[00:30:47.000 --> 00:30:49.000]   "Because I haven't told anyone about it."
[00:30:49.000 --> 00:30:50.000]   And suddenly this word comes,
[00:30:50.000 --> 00:30:52.000]   spiritual realities by spirit-taught words,
[00:30:52.000 --> 00:30:54.000]   that changes everything for us,
[00:30:54.000 --> 00:30:56.000]   and like that restaurant and that guy,
[00:30:56.000 --> 00:30:58.000]   everything drops off us,
[00:30:58.000 --> 00:31:01.000]   and we become the people that we were created to be.
[00:31:01.000 --> 00:31:07.000]   Understanding, revelation, teaching,
[00:31:07.000 --> 00:31:09.000]   God's word coming together
[00:31:09.000 --> 00:31:11.000]   and making us into the people
[00:31:11.000 --> 00:31:15.000]   that we were designed to be, disorder into order.
[00:31:15.000 --> 00:31:18.000]   Over our time together, hopefully today,
[00:31:18.000 --> 00:31:20.000]   I've done the best that I can
[00:31:20.000 --> 00:31:23.000]   in the teaching part,
[00:31:23.000 --> 00:31:25.000]   helping to illuminate the scriptures
[00:31:25.000 --> 00:31:28.000]   so that we can both know and apply God better,
[00:31:28.000 --> 00:31:33.000]   but we wanna now take some time on the revelation part.
[00:31:33.000 --> 00:31:36.000]   And during our service at our pre-service part time,
[00:31:36.000 --> 00:31:37.000]   and during our worship time,
[00:31:37.000 --> 00:31:40.000]   our pastors and our prayer ministers here at the Vine,
[00:31:40.000 --> 00:31:41.000]   they've been praying and asking
[00:31:41.000 --> 00:31:44.000]   for specifically spirit-taught words,
[00:31:44.000 --> 00:31:46.000]   revelation, prophetic words,
[00:31:46.000 --> 00:31:49.000]   that are spoken to us so that we can speak them to you,
[00:31:49.000 --> 00:31:51.000]   so that we can begin to listen
[00:31:51.000 --> 00:31:53.000]   to the word of God that way together.
[00:31:53.000 --> 00:31:54.000]   I'm so excited about this.
[00:31:54.000 --> 00:31:55.000]   Would you stand with me?
[00:31:55.000 --> 00:32:01.000]   And as you stand, I want you to do two things.
[00:32:01.000 --> 00:32:03.000]   Number one, everybody look at me.
[00:32:03.000 --> 00:32:06.000]   Is everybody looking at me?
[00:32:06.000 --> 00:32:08.000]   Good looking, right?
[00:32:08.000 --> 00:32:12.000]   Okay, you're looking at me because here's the thing,
[00:32:12.000 --> 00:32:14.000]   do not leave.
[00:32:14.000 --> 00:32:18.000]   Hear from your pastor, do not leave.
[00:32:19.000 --> 00:32:22.000]   The Lord has something he wants to say to you, amen?
[00:32:22.000 --> 00:32:23.000]   That's the first thing.
[00:32:23.000 --> 00:32:26.000]   Second thing, I wanna encourage you just to open your hands,
[00:32:26.000 --> 00:32:27.000]   because as we open our hands,
[00:32:27.000 --> 00:32:30.000]   we're in a posture of receiving before the Holy Spirit.
[00:32:30.000 --> 00:32:33.000]   And I wanna pray for us,
[00:32:33.000 --> 00:32:36.000]   and then we're gonna listen to some spirit-taught words.
[00:32:36.000 --> 00:32:44.000]   Holy Spirit, we thank you for the teaching and revelation
[00:32:44.000 --> 00:32:47.000]   that you have poured out on your church
[00:32:47.000 --> 00:32:50.000]   so that we could climb that tree and see you clearly.
[00:32:50.000 --> 00:32:56.000]   And Lord, in this moment, we ask you to speak.
[00:32:56.000 --> 00:32:58.000]   Holy Spirit, would you speak?
[00:32:58.000 --> 00:33:02.000]   Lord, I believe that you have a word
[00:33:02.000 --> 00:33:04.000]   for a lot of people in this room,
[00:33:04.000 --> 00:33:08.000]   a word that doesn't come from human wisdom,
[00:33:08.000 --> 00:33:10.000]   human strength,
[00:33:10.000 --> 00:33:13.000]   but a word that comes from your spirit.
[00:33:13.000 --> 00:33:16.000]   So Lord, we pray that you would speak.
[00:33:17.000 --> 00:33:20.000]   And that in these words that are about to be spoken,
[00:33:20.000 --> 00:33:24.000]   many people here would come alive.
[00:33:24.000 --> 00:33:29.000]   So just keep yourself in a posture of receiving.
[00:33:29.000 --> 00:33:33.000]   I'm gonna make space now for any of the pastors,
[00:33:33.000 --> 00:33:35.000]   prayer ministers,
[00:33:35.000 --> 00:33:38.000]   who have a word for people in this room
[00:33:38.000 --> 00:33:41.000]   to come forward and share that word.
[00:33:41.000 --> 00:33:44.000]   (soft music)
[00:33:44.000 --> 00:34:00.000]   I got the word tear, tears.
[00:34:00.000 --> 00:34:02.000]   In Psalm 56, eight, it says,
[00:34:02.000 --> 00:34:04.000]   "You have taken account of my wanderings.
[00:34:04.000 --> 00:34:06.000]   "Put my tears in your bottle.
[00:34:06.000 --> 00:34:08.000]   "Are they not in your book?"
[00:34:08.000 --> 00:34:13.000]   So if you're someone who's really tired of your tears,
[00:34:13.000 --> 00:34:19.000]   pause for looking for answers, but just seek God.
[00:34:19.000 --> 00:34:25.000]   I wanna echo what Beth just shared.
[00:34:25.000 --> 00:34:27.000]   It's just for those of you
[00:34:27.000 --> 00:34:31.000]   who are maybe struggling in silent grief,
[00:34:31.000 --> 00:34:34.000]   and you feel like,
[00:34:34.000 --> 00:34:36.000]   and we had a similar word at 9.15,
[00:34:36.000 --> 00:34:38.000]   that you're in grief.
[00:34:38.000 --> 00:34:41.000]   And I think especially as today's Mother's Day
[00:34:41.000 --> 00:34:43.000]   in the area of like motherhood
[00:34:43.000 --> 00:34:46.000]   for our ladies out there,
[00:34:46.000 --> 00:34:49.000]   women out there who are suffering in grief,
[00:34:49.000 --> 00:34:52.000]   something to do with your role as a mother.
[00:34:52.000 --> 00:34:55.000]   Maybe it's the loss of a child,
