
[00:00:00.000 --> 00:00:02.760]   And good morning, everyone.
[00:20:08.580 --> 00:20:09.540]   I don't know.
[00:20:09.540 --> 00:20:11.940]   And I don't wanna pretend.
[00:20:13.220 --> 00:20:16.300]   I don't wanna just give some intellectual answers,
[00:20:16.300 --> 00:20:19.020]   which I know that would never satisfy
[00:20:19.020 --> 00:20:23.020]   those broken hearts who are asking those questions.
[00:20:23.020 --> 00:20:25.220]   We thought logical answers may solve the issue,
[00:20:25.220 --> 00:20:27.900]   but no, they don't need a logical answer.
[00:20:27.900 --> 00:20:30.020]   They are just simply hurting.
[00:20:30.020 --> 00:20:35.020]   So church, if I could share this little tips,
[00:20:35.020 --> 00:20:41.560]   this week is not the time for apologetics.
[00:20:42.600 --> 00:20:45.940]   This is not the week to explain the majesty of God,
[00:20:45.940 --> 00:20:47.580]   the sovereignty of God to people.
[00:20:47.580 --> 00:20:51.260]   Wow, he's still sovereign, he's still mighty.
[00:20:51.260 --> 00:20:54.700]   This is not the week to do, so we'll have time to do that.
[00:20:54.700 --> 00:20:57.420]   This is not the time, this is not the week.
[00:20:57.420 --> 00:21:00.620]   If Jesus shows up right now,
[00:21:00.620 --> 00:21:02.620]   he's not gonna give explanations.
[00:21:02.620 --> 00:21:07.280]   He's simply, he's going to encounter people.
[00:21:07.280 --> 00:21:10.900]   They need to experience the reality of Jesus,
[00:21:10.900 --> 00:21:13.580]   not just getting an intellectual answer right now.
[00:21:13.580 --> 00:21:16.740]   I've been asking all these questions as well,
[00:21:16.740 --> 00:21:19.260]   and I realize, besides the question of why,
[00:21:19.260 --> 00:21:21.460]   one of the questions I ask sometimes,
[00:21:21.460 --> 00:21:23.020]   and I've been reading Psalm lately,
[00:21:23.020 --> 00:21:26.280]   and one of these phrase that comes up all the time
[00:21:26.280 --> 00:21:28.840]   in the book of Psalms is this phrase, how long?
[00:21:28.840 --> 00:21:32.000]   How long are you gonna ignore me, God?
[00:21:32.000 --> 00:21:35.440]   How long, my enemies are gonna triumph over me?
[00:21:35.440 --> 00:21:37.780]   How long, how long, how long?
[00:21:37.780 --> 00:21:39.780]   When you see somebody asking how long,
[00:21:39.780 --> 00:21:41.620]   you know they are in suffering.
[00:21:41.620 --> 00:21:47.100]   Nobody wants Disneyland to end.
[00:21:47.100 --> 00:21:49.940]   Nobody wants a party to end.
[00:21:49.940 --> 00:21:53.780]   When we're asking how long, it means we're suffering inside.
[00:21:53.780 --> 00:22:01.180]   And perhaps, perhaps we need to carry a different answer
[00:22:01.180 --> 00:22:03.640]   wherever we go.
[00:22:03.640 --> 00:22:06.900]   Perhaps when we face people who are asking questions
[00:22:06.900 --> 00:22:11.900]   about God's goodness, or kindness, and power, and might,
[00:22:11.900 --> 00:22:16.100]   maybe we don't have to rush to defend God.
[00:22:16.100 --> 00:22:18.620]   You know, I've been a Christian my entire life.
[00:22:18.620 --> 00:22:20.460]   If there's one thing I learned,
[00:22:20.460 --> 00:22:22.860]   it would be that God is my defender.
[00:22:22.860 --> 00:22:24.580]   I'm not his.
[00:22:24.580 --> 00:22:26.940]   He doesn't need me to be his defender.
[00:22:26.940 --> 00:22:27.880]   He is mine.
[00:22:27.880 --> 00:22:36.440]   We have a hurting city, asking a lot of questions right now.
[00:22:37.440 --> 00:22:40.720]   Funny enough, they don't need answers.
[00:22:40.720 --> 00:22:43.120]   They don't need head answers from us.
[00:22:43.120 --> 00:22:46.240]   They need a real encounter
[00:22:46.240 --> 00:22:52.960]   with the God who left heaven for our sake.
[00:22:52.960 --> 00:22:57.140]   They need to encounter the God in the manger,
[00:22:57.140 --> 00:22:59.240]   weak, humble,
[00:22:59.240 --> 00:23:04.440]   the God who chose to identify himself with the lowly,
[00:23:06.200 --> 00:23:08.640]   with a marginalized family.
[00:23:08.640 --> 00:23:12.160]   They need to encounter a God who could identify
[00:23:12.160 --> 00:23:14.640]   with their suffering,
[00:23:14.640 --> 00:23:17.680]   who willingly walk onto the cross
[00:23:17.680 --> 00:23:19.360]   at the very end of his life,
[00:23:19.360 --> 00:23:22.280]   and say, "I'm willing to enter human suffering."
[00:23:22.280 --> 00:23:26.380]   They need an encounter with this God,
[00:23:26.380 --> 00:23:29.440]   not just intellectual answers.
[00:23:29.440 --> 00:23:33.500]   And so, if you could, if we could,
[00:23:33.500 --> 00:23:35.520]   let's try that this week.
[00:23:35.520 --> 00:23:38.640]   If you see someone who's hurting with a lot of questions,
[00:23:38.640 --> 00:23:42.120]   don't rush to give them answers.
[00:23:42.120 --> 00:23:42.960]   Give them a hug.
[00:23:42.960 --> 00:23:46.160]   Say a prayer.
[00:23:46.160 --> 00:23:47.220]   Just sit with them.
[00:23:47.220 --> 00:23:50.860]   You know, Job, if you read the book of Job,
[00:23:50.860 --> 00:23:53.800]   his friends are very eager to give him answers
[00:23:53.800 --> 00:23:55.560]   and very eager to defend God,
[00:23:55.560 --> 00:23:57.640]   and you all see what happens.
[00:23:57.640 --> 00:23:59.480]   So if you haven't read that, go back and read it,
[00:23:59.480 --> 00:24:01.900]   and you will see, you will know that's a very bad idea
[00:24:01.900 --> 00:24:06.140]   to give people advice and answers when they're in pain.
[00:24:06.140 --> 00:24:08.940]   They need someone to say, "I know you're in pain.
[00:24:08.940 --> 00:24:12.500]   "And because I love you when you're in pain,
[00:24:12.500 --> 00:24:13.920]   "I'm in pain as well.
[00:24:13.920 --> 00:24:18.300]   "I'm here to share your pain.
[00:24:18.300 --> 00:24:20.100]   "I'm here to share your suffering."
[00:24:20.100 --> 00:24:27.180]   Advent begins in the dark,
[00:24:27.180 --> 00:24:30.100]   when we're willing to sit in the dark with them,
[00:24:30.100 --> 00:24:33.460]   when we're willing to look that darkness in the eye.
[00:24:33.460 --> 00:24:35.620]   But we don't stop there,
[00:24:35.620 --> 00:24:38.420]   because, you know, if we have,
[00:24:38.420 --> 00:24:40.780]   when we look at Advent this season,
[00:24:40.780 --> 00:24:43.460]   it doesn't just invite us to sit in the dark,
[00:24:43.460 --> 00:24:45.340]   but it also reminds us,
[00:24:45.340 --> 00:24:48.500]   remind us that we cannot solve the problem ourselves,
[00:24:48.500 --> 00:24:50.420]   just like what I said.
[00:24:50.420 --> 00:24:52.140]   But there's someone who could.
[00:24:52.140 --> 00:24:54.300]   Advent is the season that reminds us
[00:24:54.300 --> 00:24:57.040]   who can solve those problems.
[00:24:57.040 --> 00:24:59.700]   We need a rescuer from the outside.
[00:24:59.700 --> 00:25:01.100]   We cannot fix our own worlds.
[00:25:01.100 --> 00:25:02.860]   We cannot rescue ourselves.
[00:25:02.860 --> 00:25:06.820]   That's where the light comes in.
[00:25:06.820 --> 00:25:09.340]   That's the central image of Advent.
[00:25:09.340 --> 00:25:12.420]   When we talk about light in the Bible,
[00:25:12.420 --> 00:25:14.660]   in times like this,
[00:25:14.660 --> 00:25:17.380]   we have to be very careful.
[00:25:17.380 --> 00:25:21.060]   It's easy to talk about light.
[00:25:21.060 --> 00:25:23.140]   It's easy to talk about this,
[00:25:23.140 --> 00:25:24.980]   'cause we do that all the time,
[00:25:24.980 --> 00:25:27.500]   and we mention light all the time,
[00:25:27.500 --> 00:25:32.500]   but if we light up every lamp in this room,
[00:25:32.500 --> 00:25:35.500]   and we just try to light a candle,
[00:25:35.500 --> 00:25:38.360]   and that candle will just be a decoration.
[00:25:38.360 --> 00:25:40.660]   Sometimes when we said, you know,
[00:25:40.660 --> 00:25:42.300]   the light of Christmas,
[00:25:42.300 --> 00:25:44.100]   we light a candle in a bright room,
[00:25:44.100 --> 00:25:46.780]   and still that light is just a decoration in our life.
[00:25:46.780 --> 00:25:48.820]   Like, it's just okay, nice deco.
[00:25:48.820 --> 00:25:51.180]   Oh, it's good for pictures.
[00:25:51.180 --> 00:25:53.180]   Sometimes Jesus, we make Jesus just nice
[00:25:53.180 --> 00:25:54.780]   for pictures in our lives.
[00:25:54.780 --> 00:25:56.020]   Oh yeah, you know?
[00:25:56.020 --> 00:25:57.620]   Gives me a slightly better life,
[00:25:57.620 --> 00:25:59.020]   gives me a raise, you know,
[00:25:59.020 --> 00:26:01.580]   give me what I want.
[00:26:01.580 --> 00:26:03.540]   But if we sit in darkness,
[00:26:03.540 --> 00:26:06.260]   if we switch off every light in this room,
[00:26:06.260 --> 00:26:08.380]   and when we light the candle,
[00:26:08.380 --> 00:26:13.220]   that very tiny light actually will become a lifeline,
[00:26:13.220 --> 00:26:14.340]   and we need to know that.
[00:26:14.340 --> 00:26:17.100]   When we talk about the light of Christmas right now,
[00:26:17.100 --> 00:26:18.500]   the light of Advent,
[00:26:18.500 --> 00:26:21.380]   we're talking about a light that is so important
[00:26:21.380 --> 00:26:24.180]   to so many people in the darkness right now
[00:26:24.180 --> 00:26:26.660]   that it's actually their only lifeline.
[00:26:26.660 --> 00:26:27.980]   That's the only thing,
[00:26:27.980 --> 00:26:30.980]   that tiny little flame is the only thing
[00:26:30.980 --> 00:26:32.580]   that they could hold onto
[00:26:32.580 --> 00:26:36.060]   if we were generous enough to share that with them.
[00:26:36.060 --> 00:26:39.780]   You know, when the prophet Isaiah,
[00:26:39.780 --> 00:26:42.260]   when he prophesied about the coming of Jesus,
[00:26:42.260 --> 00:26:44.820]   he said this in Isaiah chapter nine, verse two.
[00:26:44.820 --> 00:26:46.980]   He says, "The people walking in darkness
[00:26:46.980 --> 00:26:48.560]   "have seen a great light.
[00:26:48.560 --> 00:26:51.660]   "On those living in the land of deep darkness,
[00:26:51.660 --> 00:26:54.540]   "a light has dawned."
[00:26:54.540 --> 00:26:56.180]   That was the biblical imagery
[00:26:56.180 --> 00:26:58.100]   of what Advent should look like.
[00:26:58.100 --> 00:26:59.780]   Advent happens, you know,
[00:26:59.780 --> 00:27:04.700]   that light comes, shine right into darkness.
[00:27:04.700 --> 00:27:08.600]   It's not just a candle light in a bright room
[00:27:08.600 --> 00:27:09.580]   just for deco,
[00:27:09.580 --> 00:27:12.740]   it's a light that would actually help people
[00:27:12.740 --> 00:27:14.060]   who are in darkness,
[00:27:14.060 --> 00:27:17.540]   and that's the realism of Christmas.
[00:27:17.540 --> 00:27:21.460]   That's Christmas, as Tim Keller puts it this way,
[00:27:21.460 --> 00:27:25.220]   is that Christmas is actually the most unsentimental,
[00:27:25.220 --> 00:27:28.820]   realistic way of looking at life.
[00:27:28.820 --> 00:27:31.420]   Christmas is the most unsentimental
[00:27:31.420 --> 00:27:33.140]   and realistic way to look at life.
[00:27:33.140 --> 00:27:33.980]   Why?
[00:27:33.980 --> 00:27:35.180]   Because there are two things
[00:27:35.180 --> 00:27:37.900]   that Christmas is here to push back.
[00:27:37.900 --> 00:27:38.940]   Number one, Christmas,
[00:27:38.940 --> 00:27:42.660]   it contradicts with human optimism.
[00:27:42.660 --> 00:27:47.140]   The idea that we can fix it if we try harder.
[00:27:47.140 --> 00:27:48.300]   The idea that, yeah,
[00:27:48.300 --> 00:27:49.980]   if we pull everyone together,
[00:27:49.980 --> 00:27:51.780]   humanity, we could make it,
[00:27:51.780 --> 00:27:53.060]   we could do it ourselves,
[00:27:53.060 --> 00:27:55.020]   we don't need any higher power.
[00:27:55.020 --> 00:27:58.820]   Christmas contradicts this human optimism.
[00:27:58.820 --> 00:28:01.380]   The message is that it's exactly opposite to this.
[00:28:01.380 --> 00:28:05.700]   It say, "Humanity, we cannot save ourselves,"
[00:28:05.700 --> 00:28:11.220]   but it also contradicts to utter despair.
[00:28:11.220 --> 00:28:12.900]   The voice that says,
[00:28:12.900 --> 00:28:15.620]   "You know, look at the brokenness in our world,
[00:28:15.620 --> 00:28:19.020]   "the corruption, the negligence,
[00:28:19.020 --> 00:28:21.460]   "how fragile your life is,"
[00:28:21.460 --> 00:28:22.300]   and all that,
[00:28:22.300 --> 00:28:26.660]   and concludes that darkness is the only inevitable ending.
[00:28:26.660 --> 00:28:28.660]   There's no hope in this world.
[00:28:28.660 --> 00:28:32.980]   Christmas is a message that contradicts
[00:28:32.980 --> 00:28:34.700]   this utter despair as well.
[00:28:34.700 --> 00:28:37.500]   So Christmas contradicts with human optimism
[00:28:37.500 --> 00:28:39.940]   that says, "We can fix things ourselves,"
[00:28:39.940 --> 00:28:42.220]   but Christmas also contradicts
[00:28:42.220 --> 00:28:43.940]   with the very message of despair,
[00:28:43.940 --> 00:28:46.180]   saying there is no hope in this world.
[00:28:47.140 --> 00:28:50.220]   Because Christmas, it has to,
[00:28:50.220 --> 00:28:53.340]   it's a message about living in this tension
[00:28:53.340 --> 00:28:55.420]   that God has already made a move,
[00:28:55.420 --> 00:28:56.860]   he has already done something,
[00:28:56.860 --> 00:28:58.980]   but we're not fully there yet.
[00:28:58.980 --> 00:29:01.060]   Christmas shows us that tension
[00:29:01.060 --> 00:29:03.020]   when we're living in between.
[00:29:03.020 --> 00:29:05.100]   It's not indifference to darkness,
[00:29:05.100 --> 00:29:06.940]   but resistance to it.
[00:29:06.940 --> 00:29:09.900]   It says, "Things really are this bad right now
[00:29:09.900 --> 00:29:10.900]   "when we look at the world,
[00:29:10.900 --> 00:29:11.980]   "when we look at Hong Kong,
[00:29:11.980 --> 00:29:13.660]   "when we look at our lives,
[00:29:13.660 --> 00:29:16.220]   "and we can't heal or save ourselves.
[00:29:16.220 --> 00:29:17.900]   "Things are really this dark,
[00:29:17.900 --> 00:29:20.860]   "but nonetheless, there is hope."
[00:29:20.860 --> 00:29:22.340]   Not because what we can do,
[00:29:22.340 --> 00:29:25.060]   but because what God has done,
[00:29:25.060 --> 00:29:28.940]   because the light has dawned upon the world.
[00:29:28.940 --> 00:29:31.340]   It didn't spring from within the world,
[00:29:31.340 --> 00:29:34.180]   it came from outside.
[00:29:34.180 --> 00:29:37.260]   And this light is not just a concept,
[00:29:37.260 --> 00:29:38.860]   it's not just moral teaching,
[00:29:38.860 --> 00:29:40.380]   it's not just if you do ABC,
[00:29:40.380 --> 00:29:41.900]   then you will get a better result.
[00:29:41.900 --> 00:29:44.180]   Light is not a concept, it's not an idea.
[00:29:44.180 --> 00:29:46.820]   Light is a person, the Bible tells us.
[00:29:46.820 --> 00:29:49.460]   And this person's name is Jesus Christ.
[00:29:49.460 --> 00:29:51.780]   Light is Jesus Christ.
[00:29:51.780 --> 00:29:54.820]   He's the embodiment of this light.
[00:29:54.820 --> 00:29:57.580]   If we look at John 1,
[00:29:57.580 --> 00:30:00.180]   Gospel of John, the first chapter,
[00:30:00.180 --> 00:30:01.500]   the first five verses, it says this,
[00:30:01.500 --> 00:30:03.100]   "In the beginning was the Word,
[00:30:03.100 --> 00:30:04.580]   "and the Word was with God,
[00:30:04.580 --> 00:30:06.020]   "and the Word was God.
[00:30:06.020 --> 00:30:08.220]   "He was with God in the beginning.
[00:30:08.220 --> 00:30:10.460]   "Through Him all things were made.
[00:30:10.460 --> 00:30:13.200]   "Without Him nothing was made that has been made.
[00:30:13.200 --> 00:30:15.420]   "In Him was life,
[00:30:15.420 --> 00:30:19.900]   "and that life was the light of all mankind."
[00:30:19.900 --> 00:30:20.940]   And he says this,
[00:30:20.940 --> 00:30:24.260]   "The light shines in the darkness,
[00:30:24.260 --> 00:30:27.460]   "and the darkness has not overcome it."
[00:30:27.460 --> 00:30:31.020]   I just wanna focus on this last word, overcome.
[00:30:31.020 --> 00:30:34.380]   In the original Greek, it has two different meanings,
[00:30:34.380 --> 00:30:38.420]   and this is a masterpiece of plan ambiguity.
[00:30:38.420 --> 00:30:41.420]   Like, John used a word that could mean two things,
[00:30:41.420 --> 00:30:43.960]   but he means both at the same time.
[00:30:43.960 --> 00:30:45.640]   So the first meaning is that
[00:30:45.640 --> 00:30:47.480]   darkness could not conquer light.
[00:30:47.480 --> 00:30:49.560]   It's like a physical conquering kind of sense.
[00:30:49.560 --> 00:30:52.720]   But the second idea is that,
[00:30:52.720 --> 00:30:54.560]   I think we might have a slide for that.
[00:30:54.560 --> 00:30:56.080]   The second idea is that the darkness
[00:30:56.080 --> 00:30:59.560]   could not fully comprehend the light
[00:30:59.560 --> 00:31:02.440]   in a cognitive sense.
[00:31:02.440 --> 00:31:04.760]   The darkness could not conquer the light.
[00:31:04.760 --> 00:31:06.560]   The darkness of systemic greed,
[00:31:06.560 --> 00:31:08.360]   of negligence, of death itself,
[00:31:08.360 --> 00:31:10.720]   it tried to extinguish Jesus,
[00:31:10.720 --> 00:31:11.720]   but it failed.
[00:31:11.720 --> 00:31:14.360]   It cannot conquer light.
[00:31:14.360 --> 00:31:17.300]   But this darkness also couldn't comprehend the light.
[00:31:17.300 --> 00:31:20.400]   The system of this world literally cannot understand a God
[00:31:20.400 --> 00:31:23.280]   who would suffer for his people.
[00:31:23.280 --> 00:31:25.960]   That's not how power works for this world.
[00:31:25.960 --> 00:31:28.520]   That's not how control works for this world.
[00:31:28.520 --> 00:31:30.920]   That's not how, if you're in charge, you shouldn't do that,
[00:31:30.920 --> 00:31:33.920]   but God shows us a different way of light,
[00:31:33.920 --> 00:31:35.320]   a different way of power,
[00:31:35.320 --> 00:31:36.880]   a different way of victory
[00:31:36.880 --> 00:31:40.260]   that the world, that darkness could not comprehend.
[00:31:40.260 --> 00:31:42.280]   So what does light actually do
[00:31:42.280 --> 00:31:44.400]   when it arrives in our lives?
[00:31:44.400 --> 00:31:47.920]   It doesn't just hang in the sky to be admired.
[00:31:47.920 --> 00:31:51.420]   It acts, this light actually acts in our lives.
[00:31:51.420 --> 00:31:53.280]   There are at least like three things
[00:31:53.280 --> 00:31:57.000]   that we desperately need in this week
[00:31:57.000 --> 00:31:58.680]   that light could do for us,
[00:31:58.680 --> 00:32:02.400]   this light Jesus Christ could do for us.
[00:32:02.400 --> 00:32:06.020]   First, light, light always brings life.
[00:32:06.020 --> 00:32:08.200]   Now biologically speaking, we're still alive
[00:32:08.200 --> 00:32:10.620]   because there is light, there is light from the sun,
[00:32:10.620 --> 00:32:12.140]   there's light and warmth from the sun.
[00:32:12.140 --> 00:32:14.520]   That's why we're still literally alive.
[00:32:14.520 --> 00:32:15.760]   We need sunlight.
[00:32:15.760 --> 00:32:17.500]   Everything, without sunlight,
[00:32:17.500 --> 00:32:19.260]   everything dies on this planet
[00:32:19.260 --> 00:32:21.700]   and many other planets as well.
[00:32:21.700 --> 00:32:25.340]   A world without light is cold, just a cold, sterile rock.
[00:32:25.340 --> 00:32:27.500]   And spiritually, the same is true.
[00:32:27.500 --> 00:32:28.980]   When we're cut off from God,
[00:32:28.980 --> 00:32:31.840]   we experience spiritual darkness and death.
[00:32:31.840 --> 00:32:35.320]   We need to be plucked into the source of this light.
[00:32:35.320 --> 00:32:37.220]   We need this light in our lives.
[00:32:37.220 --> 00:32:39.360]   And a lot of people are experiencing
[00:32:39.360 --> 00:32:44.360]   some form of spiritual, like death-like kind of experience
[00:32:44.360 --> 00:32:46.860]   because of all the despair
[00:32:46.860 --> 00:32:48.580]   that they're going through right now.
[00:32:48.580 --> 00:32:51.040]   This light will give life.
[00:32:51.040 --> 00:32:53.540]   This light will give hope.
[00:32:53.540 --> 00:32:57.940]   And the second thing is that light always brings truth.
[00:32:57.940 --> 00:33:00.580]   Imagine you have to be in a very dark room
[00:33:00.580 --> 00:33:02.540]   trying to look for something.
[00:33:02.540 --> 00:33:04.220]   Imagine if I ask you,
[00:33:06.300 --> 00:33:07.660]   if I show you a picture
[00:33:07.660 --> 00:33:11.460]   and ask you to describe it for me in a pitch dark room.
[00:33:11.460 --> 00:33:13.340]   There's no way you could do that.
[00:33:13.340 --> 00:33:14.500]   Only when there is light,
[00:33:14.500 --> 00:33:16.940]   we can really see what's going on.
[00:33:16.940 --> 00:33:19.440]   We thought we know what's going on in the city right now.
[00:33:19.440 --> 00:33:22.940]   I'm telling you, only when that light shines into this city,
[00:33:22.940 --> 00:33:25.020]   only when light shines into our lives,
[00:33:25.020 --> 00:33:26.980]   only when light shines into our family,
[00:33:26.980 --> 00:33:28.180]   into our workplaces,
[00:33:28.180 --> 00:33:31.020]   will we truly know what's going on in our lives,
[00:33:31.020 --> 00:33:33.660]   in our schools, in our workplaces, in our city.
[00:33:33.660 --> 00:33:37.060]   We need light to come and reveal the truth
[00:33:37.060 --> 00:33:40.540]   in a city, in our lives, in a neighborhood.
[00:33:40.540 --> 00:33:45.620]   And finally, light brings beauty.
[00:33:45.620 --> 00:33:48.660]   Again, we can't see color when there's no light.
[00:33:48.660 --> 00:33:49.900]   When you switch off the light,
[00:33:49.900 --> 00:33:51.780]   this piano is no longer red
[00:33:51.780 --> 00:33:53.620]   and this roof is no longer green.
[00:33:53.620 --> 00:33:55.660]   All you see is just gray and dark.
[00:33:55.660 --> 00:34:00.160]   You need light to bring out the beauty of life.
[00:34:00.160 --> 00:34:01.340]   I'm seeing a lot of people,
[00:34:01.340 --> 00:34:03.940]   they can see no beauty in their life right now
[00:34:03.940 --> 00:34:05.620]   because of what happened this week.
[00:34:05.620 --> 00:34:07.420]   We need that light to come and shine
[00:34:07.420 --> 00:34:12.100]   so that there could be beauty again in their lives.
[00:34:12.100 --> 00:34:14.380]   I'm not saying that that's an overnight process.
[00:34:14.380 --> 00:34:15.820]   I'm not saying that, you know,
[00:34:15.820 --> 00:34:17.780]   even if they come to know Jesus today,
[00:34:17.780 --> 00:34:19.060]   tomorrow they'll be fine again.
[00:34:19.060 --> 00:34:21.360]   That's a long process of healing.
[00:34:21.360 --> 00:34:24.460]   But I'm saying this, that light would bring life,
[00:34:24.460 --> 00:34:25.900]   that light would reveal truth,
[00:34:25.900 --> 00:34:28.700]   and the light would bring beauty.
[00:34:28.700 --> 00:34:30.780]   And that's what our city needs right now.
[00:34:30.780 --> 00:34:34.740]   That's what Advent, it's reminding us today.
[00:34:34.740 --> 00:34:38.180]   So this light is not just a poetic idea.
[00:34:38.180 --> 00:34:40.340]   It is the life that wakes us from the dead.
[00:34:40.340 --> 00:34:42.380]   It is the truth that freezes from the lie.
[00:34:42.380 --> 00:34:45.720]   It is the beauty that saves us from despair.
[00:34:45.720 --> 00:34:47.620]   And how do we get that light?
[00:34:47.620 --> 00:34:49.040]   We don't earn it.
[00:34:49.040 --> 00:34:51.400]   We don't climb up to it.
[00:34:51.400 --> 00:34:54.540]   This light comes from a gift of grace.
[00:34:54.540 --> 00:34:55.740]   It's just the grace of God.
[00:34:55.740 --> 00:34:59.040]   This is the one gift, you know, the Christmas gift,
[00:34:59.040 --> 00:35:01.020]   the gift of Christ is a gift that you need
[00:35:01.020 --> 00:35:02.700]   to swallow your pride and say,
[00:35:02.700 --> 00:35:04.380]   if you say I can do things myself,
[00:35:04.380 --> 00:35:06.140]   you will never accept Jesus.
[00:35:06.140 --> 00:35:07.580]   When you accept Jesus, you mean,
[00:35:07.580 --> 00:35:09.540]   yeah, I can't do it on my own.
[00:35:09.540 --> 00:35:12.100]   That takes humility.
[00:35:12.100 --> 00:35:16.260]   But once we get that right, once we receive this light,
[00:35:16.260 --> 00:35:20.300]   Jesus also says you will be the light of this world.
[00:35:20.300 --> 00:35:22.620]   The kind of life you receive,
[00:35:22.620 --> 00:35:24.780]   the kind of truth that reveals in your life,
[00:35:24.780 --> 00:35:26.340]   the kind of beauty that we see,
[00:35:26.340 --> 00:35:29.760]   we will be able to let this light shine through us
[00:35:29.760 --> 00:35:30.800]   in this city.
[00:35:30.800 --> 00:35:35.800]   We need to come back in this event.
[00:35:35.800 --> 00:35:37.160]   We need to come back.
[00:35:37.160 --> 00:35:42.160]   We need to start with in the dark.
[00:35:42.160 --> 00:35:44.560]   We need to come and gather around.
[00:35:44.560 --> 00:35:47.160]   As we're about to light one of these candles,
[00:35:47.160 --> 00:35:49.700]   we need to be reminded that yes,
[00:35:49.700 --> 00:35:54.060]   we're in a dark place and we are not scared of it.
[00:35:54.060 --> 00:35:56.040]   We're here to even to take inventory
[00:35:56.040 --> 00:35:57.400]   of the darkness inside of us,
[00:35:57.400 --> 00:35:59.080]   the darkness in our city right now.
[00:35:59.080 --> 00:36:01.320]   We're gonna pray right into it,
[00:36:01.320 --> 00:36:03.600]   but we're also going to welcome that light
[00:36:03.600 --> 00:36:05.640]   to come and shine.
[00:36:05.640 --> 00:36:09.240]   And that's what we're going to do right now.
[00:36:09.240 --> 00:36:16.000]   We're going to deem the lights of this room.
[00:36:16.000 --> 00:36:18.680]   As we enter into that kind of darkness,
[00:36:18.680 --> 00:36:21.080]   I'm inviting all of us,
[00:36:21.080 --> 00:36:22.700]   I'm inviting us,
[00:36:22.700 --> 00:36:25.500]   Advent begins in the dark.
[00:36:25.500 --> 00:36:29.100]   Do not be afraid to sit in the dark.
[00:36:29.100 --> 00:36:34.420]   Do not be afraid to name those darkness
[00:36:34.420 --> 00:36:36.860]   that we see around us right now.
[00:36:36.860 --> 00:36:39.460]   Why don't we have the lights off right now?
[00:36:39.460 --> 00:36:40.960]   Let's have the team come back.
[00:36:40.960 --> 00:36:50.020]   I wanna invite you to pray right now.
[00:36:50.240 --> 00:36:54.960]   We do not light the Advent candle today
[00:36:54.960 --> 00:36:58.600]   to pretend the darkness of this week didn't happen.
[00:36:58.600 --> 00:37:02.040]   We light it to declare that even the thickest darkness
[00:37:02.040 --> 00:37:03.880]   of human negligence and death
[00:37:03.880 --> 00:37:07.160]   cannot overcome the coming king.
[00:37:07.160 --> 00:37:12.280]   That whatever darkness we see in this city,
[00:37:12.280 --> 00:37:16.100]   it will not overcome the light that we have received.
[00:37:16.960 --> 00:37:20.760]   And we do want to declare that over our city.
[00:37:20.760 --> 00:37:24.820]   So I do wanna start by inviting you to pray.
[00:37:24.820 --> 00:37:27.780]   Whatever you've seen on the news,
[00:37:27.780 --> 00:37:29.260]   whatever you've experienced,
[00:37:29.260 --> 00:37:31.300]   why don't we just bring them to God and say,
[00:37:31.300 --> 00:37:34.260]   God, I see this darkness in my city right now.
[00:37:34.260 --> 00:37:37.620]   God, I've seen that darkness in my life right now.
[00:37:37.620 --> 00:37:39.020]   God, I need you to come.
[00:37:39.020 --> 00:37:42.680]   Father, we lift up.
[00:37:46.320 --> 00:37:48.140]   We lift up the brokenness of this city
[00:37:48.140 --> 00:37:49.480]   to you right now, God.
[00:37:49.480 --> 00:38:02.020]   Father, the evil, the selfishness, the suffering,
[00:38:02.020 --> 00:38:07.220]   that should not exist, that should not be here.
[00:38:07.220 --> 00:38:12.220]   Father, we lift up our issues to you right now.
[00:38:12.220 --> 00:38:15.560]   We lift up our issues to you right now.
[00:38:15.560 --> 00:38:28.560]   And in a moment, John and Amy, they will represent us
[00:38:28.560 --> 00:38:30.880]   as representatives of this church.
[00:38:30.880 --> 00:38:34.360]   They're going to light up one of these candles.
[00:38:34.360 --> 00:38:37.640]   They're going to declare the very words
[00:38:37.640 --> 00:38:40.220]   that Jesus declared over himself.
[00:38:41.720 --> 00:38:44.420]   A prayer of light, a prayer of hope.
[00:38:44.420 --> 00:38:48.160]   So may I invite John and Amy up right now.
[00:38:48.160 --> 00:38:49.000]   Thank you.
[00:38:49.000 --> 00:38:59.040]   This is not, what we are about to do is not a ritual.
[00:38:59.040 --> 00:39:03.880]   It's not just something we do because we're religious,
[00:39:03.880 --> 00:39:05.580]   because it's on a church calendar.
[00:39:05.580 --> 00:39:08.120]   What we're about to do is symbolic,
[00:39:08.120 --> 00:39:09.740]   it's prophetic over this city.
[00:39:11.060 --> 00:39:12.900]   That over the darkness we have seen,
[00:39:12.900 --> 00:39:15.080]   over the darkness we have experienced,
[00:39:15.080 --> 00:39:18.180]   we declare that there's light in this city.
[00:39:18.180 --> 00:39:22.480]   This is the promise we make to this city as a church.
[00:39:22.480 --> 00:39:24.800]   That as long as God still put us here,
[00:39:24.800 --> 00:39:27.160]   he still put us here in Yuen Long, in Hong Kong,
[00:39:27.160 --> 00:39:32.160]   we will, we will, we will shine his light.
[00:39:32.160 --> 00:39:36.980]   The city is not doomed.
[00:39:38.280 --> 00:39:41.120]   There will be hope in Jesus' name.
