
[00:00:00.000 --> 00:00:02.400]   - Amen, amen, awesome.
[00:17:21.840 --> 00:17:25.200]   to stimulate you to wholesome thinking."
[00:17:25.200 --> 00:17:26.440]   Isn't that beautiful?
[00:17:26.440 --> 00:17:29.760]   "I want you to recall the words spoken in the past
[00:17:29.760 --> 00:17:32.400]   by the holy prophets and the command given
[00:17:32.400 --> 00:17:35.000]   by our Lord and Savior through the apostles."
[00:17:35.000 --> 00:17:38.880]   Verse 80 says, "But do not forget this one thing,
[00:17:38.880 --> 00:17:42.360]   dear friends, with the Lord a day is like a thousand years,
[00:17:42.360 --> 00:17:44.200]   and a thousand years are like a day."
[00:17:44.200 --> 00:17:47.360]   A great thing when we're thinking about waiting.
[00:17:47.360 --> 00:17:49.060]   But notice the three things he says here.
[00:17:49.060 --> 00:17:51.220]   And he goes, "I don't want you to forget.
[00:17:51.220 --> 00:17:52.420]   I want you to recall.
[00:17:52.420 --> 00:17:54.420]   I write this as a reminder."
[00:17:54.420 --> 00:17:56.900]   In other words, we often do forget.
[00:17:56.900 --> 00:17:59.420]   We often do forget what God has done in the past.
[00:17:59.420 --> 00:18:01.540]   And when we forget what he's done in the past,
[00:18:01.540 --> 00:18:03.860]   we often struggle to think that he can act now.
[00:18:03.860 --> 00:18:06.160]   If you are in a season of waiting
[00:18:06.160 --> 00:18:11.140]   and you know that anxiety and fear is part of that season,
[00:18:11.140 --> 00:18:13.340]   one of the greatest and most powerful tools
[00:18:13.340 --> 00:18:15.820]   God has given you is your ability
[00:18:15.820 --> 00:18:19.420]   to remember his goodness in the past
[00:18:19.420 --> 00:18:22.860]   and see that as a deposit to his faithfulness
[00:18:22.860 --> 00:18:23.960]   for you in the future.
[00:18:23.960 --> 00:18:26.720]   It's one of the most powerful tools you will have
[00:18:26.720 --> 00:18:29.780]   to overcome anxiety and fear in your life,
[00:18:29.780 --> 00:18:32.700]   particularly in seasons of waiting.
[00:18:32.700 --> 00:18:36.220]   So the first thing he says is you need to remember.
[00:18:36.220 --> 00:18:38.460]   And if you've forgotten,
[00:18:38.460 --> 00:18:42.060]   it's because fear probably has caused you to forget.
[00:18:42.060 --> 00:18:46.540]   Go back, remember, and hold on as deposit
[00:18:46.540 --> 00:18:49.280]   to God's faithfulness in the here and now.
[00:18:49.280 --> 00:18:51.020]   But there's another one.
[00:18:51.020 --> 00:18:51.860]   That's the first one.
[00:18:51.860 --> 00:18:54.700]   Here's the second one found in verse one.
[00:18:54.700 --> 00:18:58.380]   It says, "The Lord is my light and my salvation.
[00:18:58.380 --> 00:19:00.020]   Whom should I fear?
[00:19:00.020 --> 00:19:01.660]   The Lord is the stronghold of my life.
[00:19:01.660 --> 00:19:04.700]   Of whom shall I be afraid?"
[00:19:04.700 --> 00:19:08.060]   It's really quite beautiful what David does.
[00:19:08.060 --> 00:19:09.200]   When you see this in the Hebrew,
[00:19:09.200 --> 00:19:12.920]   he starts the poem with the first Hebrew word, obviously,
[00:19:12.920 --> 00:19:15.600]   but the first word is this word Lord.
[00:19:15.600 --> 00:19:17.600]   It's in capital letters when you read it
[00:19:17.600 --> 00:19:20.060]   in our English translations.
[00:19:20.060 --> 00:19:23.200]   It's the name of God that is personal
[00:19:23.200 --> 00:19:24.240]   to the people of Israel.
[00:19:24.240 --> 00:19:27.480]   It's Yahweh as we come to understand it.
[00:19:27.480 --> 00:19:30.760]   And it literally means I am that I am,
[00:19:30.760 --> 00:19:32.220]   or more regularly thought of
[00:19:32.220 --> 00:19:33.800]   within the Jewish community at the time.
[00:19:33.800 --> 00:19:37.880]   Just this idea of God being the I am God.
[00:19:37.880 --> 00:19:40.040]   Now, it's interesting because King David
[00:19:40.040 --> 00:19:43.080]   could have chosen other names for God at the start.
[00:19:43.080 --> 00:19:44.800]   The other one that was very popular
[00:19:44.800 --> 00:19:47.240]   and used at the time was Elohim,
[00:19:47.240 --> 00:19:49.240]   which also means God for the Jewish people.
[00:19:49.240 --> 00:19:53.320]   But Yahweh, the Lord, was their personal expression
[00:19:53.320 --> 00:19:54.220]   of who God was.
[00:19:54.220 --> 00:19:57.560]   Going back, of course, to Moses at the burning bush
[00:19:57.560 --> 00:19:59.840]   where he meets with this God for the first time,
[00:19:59.840 --> 00:20:02.260]   and he asks this God, "What's your name?"
[00:20:02.260 --> 00:20:04.400]   And God replies, "I am that I am."
[00:20:04.400 --> 00:20:06.820]   He gives the sacred name of the Jewish people.
[00:20:06.820 --> 00:20:09.400]   Now, the Jewish people cannot say that name,
[00:20:09.400 --> 00:20:10.920]   but they know that that name,
[00:20:10.920 --> 00:20:12.120]   'cause that's part of the reverence of it,
[00:20:12.120 --> 00:20:15.280]   but they know that that name means I am.
[00:20:15.280 --> 00:20:17.660]   So I want you to notice something really interesting
[00:20:17.660 --> 00:20:19.280]   that David does here in this Psalm.
[00:20:19.280 --> 00:20:24.280]   He starts by saying, "God is for us and for me
[00:20:24.280 --> 00:20:28.940]   "the I am God."
[00:20:28.940 --> 00:20:32.840]   Which is interesting 'cause he's told us in verse two
[00:20:32.840 --> 00:20:35.080]   that one of the ways that you do the battle of the mind
[00:20:35.080 --> 00:20:38.260]   and one of the ways that you help process anxiety
[00:20:38.260 --> 00:20:40.940]   and fear in your life in seasons of waiting
[00:20:40.940 --> 00:20:44.580]   is by remembering what God has done in the past.
[00:20:44.580 --> 00:20:47.580]   But he starts by saying, "We don't worship,"
[00:20:47.580 --> 00:20:50.180]   come on, church, "a God fully in the past."
[00:20:50.180 --> 00:20:51.680]   He's like, "We gotta understand that the God
[00:20:51.680 --> 00:20:55.400]   "who has revealed himself to us is the great I am.
[00:20:55.400 --> 00:20:58.480]   "He's not actually the I was."
[00:20:58.480 --> 00:21:00.560]   Are you with me?
[00:21:00.560 --> 00:21:02.740]   Which is amazing 'cause David is trying
[00:21:02.740 --> 00:21:03.940]   to broaden our thinking.
[00:21:03.940 --> 00:21:07.260]   He's saying, "Yes, we need to look at God in the past,"
[00:21:07.260 --> 00:21:09.300]   but he's like, "I'm gonna start this by telling you this.
[00:21:09.300 --> 00:21:14.160]   "He is my God in the present, in the waits.
[00:21:14.160 --> 00:21:15.460]   "He is still the same.
[00:21:15.460 --> 00:21:19.180]   "He declares himself as I am.
[00:21:19.180 --> 00:21:25.720]   "He is not I was good, he's saying I am good.
[00:21:25.720 --> 00:21:28.840]   "He's not saying I was present,
[00:21:28.840 --> 00:21:33.840]   "he's saying I am present right here and right now."
[00:21:33.860 --> 00:21:36.500]   So he makes this declaration right at the start
[00:21:36.500 --> 00:21:38.220]   that God is here.
[00:21:38.220 --> 00:21:42.760]   And some of us need to recognize
[00:21:42.760 --> 00:21:44.520]   that in order to win the battle of the mind,
[00:21:44.520 --> 00:21:48.000]   yes, 100%, we need to remember
[00:21:48.000 --> 00:21:50.880]   what God's faithfulness was in the past
[00:21:50.880 --> 00:21:53.280]   and hold onto that in the present.
[00:21:53.280 --> 00:21:56.880]   But we have to be really careful in seasons of waiting
[00:21:56.880 --> 00:22:00.640]   that we don't end up worshiping an I was God.
[00:22:02.400 --> 00:22:03.980]   Come on, all right?
[00:22:03.980 --> 00:22:07.520]   That we don't end up worshiping an I was God,
[00:22:07.520 --> 00:22:10.680]   that we worship an I am God in the here and now.
[00:22:10.680 --> 00:22:15.140]   That the one who did something amazing for me
[00:22:15.140 --> 00:22:18.400]   is the one who's present in this moment here.
[00:22:18.400 --> 00:22:20.360]   Even though it feels like he's distant,
[00:22:20.360 --> 00:22:23.000]   even if I haven't received the word,
[00:22:23.000 --> 00:22:25.240]   even if the promise hasn't come through,
[00:22:25.240 --> 00:22:27.000]   even if I'm still waiting,
[00:22:27.000 --> 00:22:29.640]   I declare not that I worship an I was God
[00:22:29.640 --> 00:22:31.320]   of some time in my past,
[00:22:31.320 --> 00:22:34.400]   as grateful as I am that God did that work then.
[00:22:34.400 --> 00:22:37.000]   And as much as I believe it's a deposit in faith
[00:22:37.000 --> 00:22:38.120]   for what's happening now,
[00:22:38.120 --> 00:22:41.620]   I need to declare that God is here in the wait.
[00:22:41.620 --> 00:22:46.560]   So David begins with the I am God.
[00:22:46.560 --> 00:22:48.440]   And then he says, notice this,
[00:22:48.440 --> 00:22:53.120]   "The Lord, the I am, is my light and my salvation.
[00:22:53.120 --> 00:22:54.440]   Whom should I fear?
[00:22:54.440 --> 00:22:56.880]   The Lord is the stronghold of my life."
[00:22:56.880 --> 00:22:57.700]   I love this.
[00:22:57.700 --> 00:23:00.460]   David gets personal right at the start.
[00:23:00.460 --> 00:23:02.460]   This is really important because
[00:23:02.460 --> 00:23:04.620]   what David's trying to do for his people
[00:23:04.620 --> 00:23:07.660]   is not teach doctrine to them.
[00:23:07.660 --> 00:23:08.500]   He's not trying to say,
[00:23:08.500 --> 00:23:12.140]   "Guys, here are some things you need to believe about God,
[00:23:12.140 --> 00:23:15.740]   whether you have this relationship with him or not."
[00:23:15.740 --> 00:23:20.980]   Instead, he's saying, Israel, who he's writing this psalm to,
[00:23:20.980 --> 00:23:22.500]   he's saying, "I want you to understand
[00:23:22.500 --> 00:23:26.340]   that the great I am is my God.
[00:23:26.340 --> 00:23:27.660]   He's my God.
[00:23:27.660 --> 00:23:30.620]   And I have experienced some things about him
[00:23:30.620 --> 00:23:32.240]   that I need to declare to you,
[00:23:32.240 --> 00:23:35.180]   like the testimonies that we declared to one another earlier.
[00:23:35.180 --> 00:23:38.100]   He is my light," he says.
[00:23:38.100 --> 00:23:40.500]   "He is my salvation.
[00:23:40.500 --> 00:23:41.900]   He is my stronghold.
[00:23:41.900 --> 00:23:45.020]   He's the stronghold of my life.
[00:23:45.020 --> 00:23:46.700]   This has happened to me personally,
[00:23:46.700 --> 00:23:50.620]   and I felt it, and I see him at work in me."
[00:23:50.620 --> 00:23:54.660]   He's like, "I'm not standing here and saying,
[00:23:54.660 --> 00:23:59.420]   'Yahweh is the light,'" which is true.
[00:23:59.420 --> 00:24:03.100]   He doesn't say, "Yahweh is the salvation," which is true.
[00:24:03.100 --> 00:24:03.940]   He doesn't even say,
[00:24:03.940 --> 00:24:07.060]   "Yahweh is the stronghold of all of our lives."
[00:24:07.060 --> 00:24:08.820]   He says, "No, he's my light.
[00:24:08.820 --> 00:24:10.180]   He's my salvation.
[00:24:10.180 --> 00:24:12.260]   He's my stronghold."
[00:24:12.260 --> 00:24:14.860]   In other words, I have experienced him
[00:24:14.860 --> 00:24:18.700]   at work before and at work now doing these things.
[00:24:18.700 --> 00:24:21.720]   And many of us here, that's important,
[00:24:23.220 --> 00:24:25.740]   that the invitation of a season of waiting
[00:24:25.740 --> 00:24:28.640]   is an invitation into deeper personal connection with him.
[00:24:28.640 --> 00:24:33.260]   It's not the light, it's my light.
[00:24:33.260 --> 00:24:34.220]   It's not the salvation.
[00:24:34.220 --> 00:24:36.440]   It's like, I know that salvation.
[00:24:36.440 --> 00:24:37.900]   I felt that salvation.
[00:24:37.900 --> 00:24:40.960]   I am feeling that salvation.
[00:24:40.960 --> 00:24:44.740]   And I'm gonna declare the I am,
[00:24:44.740 --> 00:24:48.940]   not simply the I was.
[00:24:48.940 --> 00:24:49.820]   And what is he declaring?
[00:24:49.820 --> 00:24:54.460]   Notice, light, salvation, stronghold.
[00:24:54.460 --> 00:24:58.260]   These three things that David mentions,
[00:24:58.260 --> 00:25:02.120]   I think are so beautiful because you can almost sense
[00:25:02.120 --> 00:25:05.460]   David's very personal sharing with his people.
[00:25:05.460 --> 00:25:07.620]   He's talking about anxiety and fear.
[00:25:07.620 --> 00:25:09.980]   He's talking about the reality of fear in the waiting.
[00:25:09.980 --> 00:25:13.040]   And he says, "I've found a God,
[00:25:13.040 --> 00:25:15.320]   and I have a relationship with a God
[00:25:15.320 --> 00:25:19.580]   who is light and salvation and a stronghold
[00:25:19.580 --> 00:25:23.900]   in times of waiting where fear and anxiety are present."
[00:25:23.900 --> 00:25:26.260]   All three of these things that he mentions here
[00:25:26.260 --> 00:25:29.260]   speak immediately in the opposite
[00:25:29.260 --> 00:25:31.700]   to what fear and anxiety are trying to do.
[00:25:31.700 --> 00:25:34.220]   See, fear and anxiety is always gonna try
[00:25:34.220 --> 00:25:36.500]   and keep you in the darkness.
[00:25:36.500 --> 00:25:39.300]   It's always gonna cause you to retreat.
[00:25:39.300 --> 00:25:41.460]   It's always going to put a shadow
[00:25:41.460 --> 00:25:43.700]   over your hopes and expectations.
[00:25:43.700 --> 00:25:45.980]   Fear and anxiety's primary purpose
[00:25:45.980 --> 00:25:47.540]   is to keep you in the dark.
[00:25:49.240 --> 00:25:53.620]   So it's not a surprise that David says, "He is my light."
[00:25:53.620 --> 00:25:56.060]   "I know what it is to have seasons of darkness,"
[00:25:56.060 --> 00:25:57.400]   I think David is saying,
[00:25:57.400 --> 00:25:59.580]   "but I wanna declare before you all
[00:25:59.580 --> 00:26:02.540]   that he is the one who has shone a light in that darkness."
[00:26:02.540 --> 00:26:05.980]   And if you've ever struggled with fear or anxiety,
[00:26:05.980 --> 00:26:08.500]   you'll know what it is to sense that creeping
[00:26:08.500 --> 00:26:11.540]   sort of sense of depression that it brings alongside of it.
[00:26:11.540 --> 00:26:13.860]   That darkness, the sadness, the heaviness,
[00:26:13.860 --> 00:26:17.140]   that I wanna just retreat into my bedroom
[00:26:17.140 --> 00:26:18.580]   and put myself under my covers
[00:26:18.580 --> 00:26:21.640]   and just kind of hope the day goes away.
[00:26:21.640 --> 00:26:25.860]   Anxiety and fear will drive you into the shadows.
[00:26:25.860 --> 00:26:28.380]   He is, David says, "My light."
[00:26:28.380 --> 00:26:31.820]   He then says salvation,
[00:26:31.820 --> 00:26:33.740]   which when we read that in our modern context,
[00:26:33.740 --> 00:26:35.600]   it's so funny, we often will read that
[00:26:35.600 --> 00:26:37.660]   in a New Testament context.
[00:26:37.660 --> 00:26:39.960]   When we think of salvation, we immediately go to the cross
[00:26:39.960 --> 00:26:42.000]   and forgiveness of sin and Jesus's power
[00:26:42.000 --> 00:26:42.900]   and then his resurrection.
[00:26:42.900 --> 00:26:45.500]   That's what the word salvation rises for us,
[00:26:45.500 --> 00:26:46.980]   but we gotta remember that David is using this
[00:26:46.980 --> 00:26:49.500]   in a very different time and in a very different season.
[00:26:49.500 --> 00:26:53.100]   The word in Hebrew means rescuer or deliverer.
[00:26:53.100 --> 00:26:56.620]   And one of the things that fear and anxiety does to us
[00:26:56.620 --> 00:26:59.180]   is it binds us in chains.
[00:26:59.180 --> 00:27:01.380]   It binds our thinking.
[00:27:01.380 --> 00:27:04.900]   It binds our view of the world.
[00:27:04.900 --> 00:27:08.660]   It binds and chains us away from hope,
[00:27:08.660 --> 00:27:12.380]   from energy, from wanting to do more.
[00:27:12.380 --> 00:27:15.000]   Fear and anxiety causes us to retreat, yes,
[00:27:15.000 --> 00:27:17.860]   but it then shackles us in that place of retreat.
[00:27:17.860 --> 00:27:20.480]   And David says, "I know a God who has met me
[00:27:20.480 --> 00:27:23.260]   "in fear and anxiety in seasons of waiting on my life,
[00:27:23.260 --> 00:27:25.560]   "and he has broken the chains.
[00:27:25.560 --> 00:27:30.240]   "He has been my rescuer, my deliverer,
[00:27:30.240 --> 00:27:35.040]   "the salvation from the things that were bound upon me."
[00:27:35.040 --> 00:27:37.080]   And then I love this last one.
[00:27:37.080 --> 00:27:39.520]   He says, "He's the stronghold of my life."
[00:27:39.520 --> 00:27:43.040]   The word here literally means he is my fortress.
[00:27:43.040 --> 00:27:46.400]   It's a military term, which is really fascinating.
[00:27:46.400 --> 00:27:49.440]   He starts, verse one, "He's my fortress."
[00:27:49.440 --> 00:27:52.000]   He's like, what it was in the military
[00:27:52.000 --> 00:27:54.640]   was that often either your soldiers
[00:27:54.640 --> 00:27:57.720]   would surround you with their shields
[00:27:57.720 --> 00:28:00.920]   and create a fortress by which you would be protected,
[00:28:00.920 --> 00:28:03.040]   whether from arrows, whether from attacks,
[00:28:03.040 --> 00:28:05.560]   or literally they would create a building,
[00:28:05.560 --> 00:28:08.160]   a structure of high walls,
[00:28:08.160 --> 00:28:09.720]   and they would hide behind that
[00:28:09.720 --> 00:28:12.500]   and be safe in that dwelling place,
[00:28:12.500 --> 00:28:15.240]   being safe in that fortress.
[00:28:15.240 --> 00:28:16.240]   So it's fascinating.
[00:28:16.240 --> 00:28:20.400]   He takes this military term, he applies it to the I am,
[00:28:20.400 --> 00:28:21.340]   and he says, "I want you to know
[00:28:21.340 --> 00:28:26.340]   "that I have experienced personally God surrounding me."
[00:28:26.340 --> 00:28:29.840]   Now remember, he then goes on in verse three
[00:28:29.840 --> 00:28:32.440]   to say, "My enemies surround me."
[00:28:32.440 --> 00:28:34.560]   But he's like, you gotta remember,
[00:28:34.560 --> 00:28:35.960]   yes, my enemies surround me,
[00:28:35.960 --> 00:28:39.100]   but there's someone who's surrounding me before that.
[00:28:39.100 --> 00:28:42.780]   He's like, "I am encamped by the Holy Spirit.
[00:28:42.780 --> 00:28:45.740]   "I am encamped by the great I am.
[00:28:45.740 --> 00:28:48.980]   "I am, I know that He is the stronghold,
[00:28:48.980 --> 00:28:51.520]   "the one who surrounds and upholds me,"
[00:28:51.520 --> 00:28:53.240]   as we sing in that beautiful song
[00:28:53.240 --> 00:28:54.440]   that Promise and the team wrote,
[00:28:54.440 --> 00:28:57.120]   "As He surrounds and He upholds me,
[00:28:57.120 --> 00:28:59.420]   "yes, my enemies might surround me,
[00:28:59.420 --> 00:29:00.800]   "but they can't get to me
[00:29:00.800 --> 00:29:05.720]   "'cause I'm surrounded by Yahweh, by the great I am."
[00:29:07.200 --> 00:29:10.660]   And Christians who move with the blood of Jesus upon us
[00:29:10.660 --> 00:29:13.660]   and the salvation of Christ purchased
[00:29:13.660 --> 00:29:15.380]   by that work on the cross,
[00:29:15.380 --> 00:29:19.540]   we are surrounded by the forgiveness and grace and mercy
[00:29:19.540 --> 00:29:20.980]   of the power of the blood,
[00:29:20.980 --> 00:29:23.980]   that the same spirit that raised Jesus from the dead
[00:29:23.980 --> 00:29:26.300]   is now in me.
[00:29:26.300 --> 00:29:31.720]   So David says, "I know what it is to fear and have anxiety.
[00:29:31.720 --> 00:29:36.020]   "Remember the past, remember what God has done
[00:29:36.020 --> 00:29:39.340]   "and hold onto that and don't let fear cause forgetfulness
[00:29:39.340 --> 00:29:41.720]   "and spiritual amnesia in you.
[00:29:41.720 --> 00:29:45.340]   "But don't worship a God of the past.
[00:29:45.340 --> 00:29:47.040]   "He's a God of the here and now.
[00:29:47.040 --> 00:29:50.200]   "He is the great I am and I know His light.
[00:29:50.200 --> 00:29:52.160]   "I know His deliverance.
[00:29:52.160 --> 00:29:54.080]   "I know that He's a stronghold,
[00:29:54.080 --> 00:29:56.240]   "more powerful than the encamping around me
[00:29:56.240 --> 00:29:57.860]   "that my enemies could ever do.
[00:29:57.860 --> 00:30:00.400]   "So in my seasons of weight," he says,
[00:30:00.400 --> 00:30:01.880]   "whom shall I fear?
[00:30:01.880 --> 00:30:05.500]   "Of whom should I be afraid?
[00:30:06.500 --> 00:30:10.760]   "I am still confident," he says,
[00:30:10.760 --> 00:30:13.760]   "even when my enemies surround me."
[00:30:13.760 --> 00:30:18.680]   It's very personal for David.
[00:30:18.680 --> 00:30:20.400]   This psalm is very personal for me.
[00:30:20.400 --> 00:30:23.240]   I've shared with you before that one of the things
[00:30:23.240 --> 00:30:25.720]   that I struggle with is anxiety in my life.
[00:30:25.720 --> 00:30:27.840]   And this has been something that's been a battle
[00:30:27.840 --> 00:30:31.840]   for most of my adult life, so for the last 30 years.
[00:30:31.840 --> 00:30:33.440]   It's something that's in my family.
[00:30:33.440 --> 00:30:35.440]   It's a hereditary thing to some degree.
[00:30:35.440 --> 00:30:38.040]   My great-grandfather had it, my grandfather had it,
[00:30:38.040 --> 00:30:41.240]   my father had it, me and my siblings struggle with it.
[00:30:41.240 --> 00:30:43.800]   Anxiety is a very real thing for us.
[00:30:43.800 --> 00:30:45.420]   In fact, just over the last few months,
[00:30:45.420 --> 00:30:47.680]   my anxiety flares up in seasons,
[00:30:47.680 --> 00:30:49.040]   often in seasons of waiting.
[00:30:49.040 --> 00:30:51.820]   I'm in a season of waiting for something that,
[00:30:51.820 --> 00:30:54.520]   I don't wanna talk about it to you all today,
[00:30:54.520 --> 00:30:56.600]   but I'm in a season of waiting for something
[00:30:56.600 --> 00:30:58.160]   and I've really struggled with anxiety
[00:30:58.160 --> 00:31:00.000]   in the last couple of months.
[00:31:00.000 --> 00:31:01.600]   I remember just a few weeks ago,
[00:31:01.600 --> 00:31:04.560]   lying in bed late at night, not being able to sleep,
[00:31:04.560 --> 00:31:07.400]   and praying, and really praying.
[00:31:07.400 --> 00:31:09.200]   It's probably easy to think that a pastor
[00:31:09.200 --> 00:31:11.440]   is like a direct line to God, we don't.
[00:31:11.440 --> 00:31:16.760]   I wish that was the case all the time, but it's not.
[00:31:16.760 --> 00:31:19.880]   But I was praying in bed late at night, not sleeping,
[00:31:19.880 --> 00:31:23.160]   struggling with some insomnia 'cause of my anxiety
[00:31:23.160 --> 00:31:24.460]   in this season of waiting.
[00:31:24.460 --> 00:31:27.660]   And long before we were studying this passage,
[00:31:27.660 --> 00:31:31.220]   I felt like the Lord's saying, "I'm your light, Andrew.
[00:31:32.560 --> 00:31:36.360]   "I'm your salvation, your rescuer.
[00:31:36.360 --> 00:31:39.640]   "I am your deliverer, I am your stronghold."
[00:31:39.640 --> 00:31:41.800]   And I remember being flooded with peace.
[00:31:41.800 --> 00:31:46.680]   And the anxiety has continued at times,
[00:31:46.680 --> 00:31:49.800]   and the peace has continued alongside of it.
[00:31:49.800 --> 00:31:52.240]   And I can stand before you today and say,
[00:31:52.240 --> 00:31:54.940]   "The great I am is my light.
[00:31:54.940 --> 00:31:57.400]   "He is my salvation.
[00:31:57.400 --> 00:32:00.620]   "He is my stronghold in my life."
[00:32:00.620 --> 00:32:02.860]   And I'm still waiting for the thing that I'm praying about,
[00:32:02.860 --> 00:32:04.520]   and believing, and hoping for,
[00:32:04.520 --> 00:32:06.780]   and I'm finding it anxious to be in the wait.
[00:32:06.780 --> 00:32:11.000]   But I will remember a God who has done great things
[00:32:11.000 --> 00:32:13.480]   for me in the past, and I will stand
[00:32:13.480 --> 00:32:18.440]   on the great I am today, and I will have confidence in this,
[00:32:18.440 --> 00:32:20.420]   that I will see the goodness of the Lord
[00:32:20.420 --> 00:32:22.520]   in the land of the living, amen?
[00:32:22.520 --> 00:32:23.360]   - Amen. - Amen.
[00:32:23.360 --> 00:32:27.120]   (congregation applauding)
[00:32:27.120 --> 00:32:28.440]   I wonder whether you could stand with me,
[00:32:28.440 --> 00:32:30.180]   and I would love to pray for us.
[00:32:30.180 --> 00:32:38.880]   And maybe you'd be happy just to put yourself
[00:32:38.880 --> 00:32:40.540]   in a posture of receiving.
[00:32:40.540 --> 00:32:45.920]   The Holy Spirit is present with us
[00:32:45.920 --> 00:32:48.900]   so beautifully this morning.
[00:32:48.900 --> 00:32:54.480]   And He is here to meet you.
[00:32:58.200 --> 00:32:59.960]   And perhaps this has really been resonating with you.
[00:32:59.960 --> 00:33:02.760]   You know that journey of anxiety and fear
[00:33:02.760 --> 00:33:04.840]   within the waiting for yourself.
[00:33:04.840 --> 00:33:06.560]   Maybe it's not every day, but you know
[00:33:06.560 --> 00:33:09.500]   that there are moments where that's been there.
[00:33:09.500 --> 00:33:11.880]   Maybe for some of you, it's a present reality
[00:33:11.880 --> 00:33:13.000]   right here and now.
[00:33:13.000 --> 00:33:17.440]   Father, I pray for every person here
[00:33:17.440 --> 00:33:23.800]   that we stand together as a community of faith
[00:33:23.800 --> 00:33:26.900]   on behalf of ourselves personally, but also one another.
[00:33:27.740 --> 00:33:32.740]   And Lord, where fear and anxiety has created forgetfulness,
[00:33:32.740 --> 00:33:37.420]   Father, we pray right now for each person here
[00:33:37.420 --> 00:33:42.420]   that they would see again, remember again, hear again.
[00:33:42.420 --> 00:33:50.140]   So I'm praying, I just sense that the Spirit is saying
[00:33:50.140 --> 00:33:52.460]   that some of you are listening more to the wait
[00:33:52.460 --> 00:33:54.660]   than you are to the Word.
[00:33:54.660 --> 00:33:57.080]   (soft music)
[00:33:57.080 --> 00:34:01.860]   Father, for those of us who where it's easy
[00:34:01.860 --> 00:34:05.760]   for us to forget your Word in the loudness of the wait,
[00:34:05.760 --> 00:34:11.720]   Lord, would you help us release our spiritual amnesia?
[00:34:11.720 --> 00:34:15.460]   Would we celebrate what you have done before
[00:34:15.460 --> 00:34:17.360]   and believe that you will do it again?
[00:34:17.360 --> 00:34:22.460]   And Lord, for every one of us, you are the great I am.
[00:34:23.940 --> 00:34:25.540]   We don't worship a God of the past,
[00:34:25.540 --> 00:34:27.140]   we worship a God of the present.
[00:34:27.140 --> 00:34:32.700]   So Father, I wanna pray for light to shine in
[00:34:32.700 --> 00:34:35.680]   to any darkness where fear and anxiety has taken hold.
[00:34:35.680 --> 00:34:41.140]   Father, I wanna pray for deliverance and rescue
[00:34:41.140 --> 00:34:45.680]   for anyone who feels that they're bound in chains by fear.
[00:34:45.680 --> 00:34:50.980]   And Father, we pray for a surrounding
[00:34:50.980 --> 00:34:54.140]   and an upholding by you,
[00:34:54.140 --> 00:34:59.300]   greater than the sense of our enemies around us.
[00:34:59.300 --> 00:35:01.860]   And maybe for some of you, that's the reality right now,
[00:35:01.860 --> 00:35:03.360]   you are in a difficult season
[00:35:03.360 --> 00:35:05.880]   and it feels like things have surrounded you,
[00:35:05.880 --> 00:35:09.520]   that feel overwhelming and difficult.
[00:35:09.520 --> 00:35:13.580]   The Lord wants you to know that He surrounds you,
[00:35:13.580 --> 00:35:17.760]   closer than your enemies surround you,
[00:35:17.760 --> 00:35:20.520]   and He will deliver you.
[00:35:21.360 --> 00:35:22.480]   In the here and now,
[00:35:22.480 --> 00:35:27.600]   He's a good, good Father, loves you deeply.
[00:35:27.600 --> 00:35:30.840]   So I wanna invite you just to receive
[00:35:30.840 --> 00:35:32.360]   what ministry He has for you.
[00:35:32.360 --> 00:35:34.040]   And then in a moment,
[00:35:34.040 --> 00:35:36.160]   we're gonna call you guys forward for prayer.
[00:35:36.160 --> 00:35:38.760]   So anyone that would like prayer today,
[00:35:38.760 --> 00:35:41.520]   as we normally do as we draw our services to a close,
[00:35:41.520 --> 00:35:43.400]   we're gonna invite you to receive prayer.
[00:35:43.400 --> 00:35:44.840]   So I want you, first of all,
[00:35:44.840 --> 00:35:46.640]   to receive what the Spirit has for you
[00:35:46.640 --> 00:35:48.920]   as we worship corporately.
[00:35:48.920 --> 00:35:52.160]   And then for some of you, you may want to just receive
[00:35:52.160 --> 00:35:55.360]   what the Spirit has for you individually
[00:35:55.360 --> 00:35:57.880]   as we pray for one another in a moment.
[00:35:57.880 --> 00:35:59.920]   But let's join Him in worship first.

