
[00:00:00.000 --> 00:00:01.440]   Amen. Thank you, Jason.
[00:25:27.560 --> 00:25:31.560]   (speaking in foreign language)
[00:25:32.560 --> 00:25:36.560]   (speaking in foreign language)
[00:25:37.560 --> 00:25:41.560]   (speaking in foreign language)
[00:25:42.560 --> 00:25:46.560]   (speaking in foreign language)
[00:25:47.560 --> 00:25:51.560]   (speaking in foreign language)
[00:25:51.560 --> 00:25:55.560]   (speaking in foreign language)
[00:25:56.560 --> 00:26:00.560]   (speaking in foreign language)
[00:26:01.560 --> 00:26:05.560]   (speaking in foreign language)
[00:26:05.560 --> 00:26:09.560]   (speaking in foreign language)
[00:26:10.560 --> 00:26:14.560]   (speaking in foreign language)
[00:26:15.560 --> 00:26:19.560]   (speaking in foreign language)
[00:26:20.560 --> 00:26:24.560]   (speaking in foreign language)
[00:26:25.560 --> 00:26:29.560]   (speaking in foreign language)
[00:26:30.560 --> 00:26:34.560]   (speaking in foreign language)
[00:26:35.560 --> 00:26:39.560]   (speaking in foreign language)
[00:26:39.560 --> 00:26:43.560]   (speaking in foreign language)
[00:26:44.560 --> 00:26:48.560]   (speaking in foreign language)
[00:26:49.560 --> 00:26:53.560]   (speaking in foreign language)
[00:26:54.560 --> 00:26:58.560]   (speaking in foreign language)
[00:26:59.560 --> 00:27:03.560]   (speaking in foreign language)
[00:27:03.560 --> 00:27:07.560]   (speaking in foreign language)
[00:27:07.560 --> 00:27:11.560]   (speaking in foreign language)
[00:27:12.560 --> 00:27:16.560]   (speaking in foreign language)
[00:27:17.560 --> 00:27:21.560]   (speaking in foreign language)
[00:27:21.560 --> 00:27:25.560]   (speaking in foreign language)
[00:27:25.560 --> 00:27:30.560]   (speaking in foreign language)
[00:27:30.560 --> 00:27:34.560]   (speaking in foreign language)
[00:27:34.560 --> 00:27:38.560]   (speaking in foreign language)
[00:27:39.560 --> 00:27:43.560]   (speaking in foreign language)
[00:27:43.560 --> 00:27:47.560]   (speaking in foreign language)
[00:27:47.560 --> 00:27:51.560]   (speaking in foreign language)
[00:27:51.560 --> 00:27:55.560]   (speaking in foreign language)
[00:27:56.560 --> 00:28:00.560]   (speaking in foreign language)
[00:28:00.560 --> 00:28:04.560]   (speaking in foreign language)
[00:28:05.560 --> 00:28:09.560]   (speaking in foreign language)
[00:28:10.560 --> 00:28:14.560]   (speaking in foreign language)
[00:28:15.560 --> 00:28:19.560]   (speaking in foreign language)
[00:28:20.560 --> 00:28:24.560]   (speaking in foreign language)
[00:28:24.560 --> 00:28:28.560]   (speaking in foreign language)
[00:28:28.560 --> 00:28:32.560]   (speaking in foreign language)
[00:28:33.560 --> 00:28:37.560]   (speaking in foreign language)
[00:28:38.560 --> 00:28:42.560]   (speaking in foreign language)
[00:28:42.560 --> 00:28:46.560]   (speaking in foreign language)
[00:28:46.560 --> 00:28:50.560]   (speaking in foreign language)
[00:28:50.560 --> 00:28:54.560]   (speaking in foreign language)
[00:28:54.560 --> 00:28:58.560]   (speaking in foreign language)
[00:28:59.560 --> 00:29:03.560]   (speaking in foreign language)
[00:29:04.560 --> 00:29:08.560]   (speaking in foreign language)
[00:29:09.560 --> 00:29:13.560]   (speaking in foreign language)
[00:29:13.560 --> 00:29:17.560]   (speaking in foreign language)
[00:29:17.560 --> 00:29:21.560]   (speaking in foreign language)
[00:29:22.560 --> 00:29:26.560]   (speaking in foreign language)
[00:29:27.560 --> 00:29:31.560]   (speaking in foreign language)
[00:29:31.560 --> 00:29:35.560]   (speaking in foreign language)
[00:29:36.560 --> 00:29:40.560]   (speaking in foreign language)
[00:29:41.560 --> 00:29:45.560]   (speaking in foreign language)
[00:29:46.560 --> 00:29:50.560]   (speaking in foreign language)
[00:29:51.560 --> 00:29:55.560]   (speaking in foreign language)
[00:29:55.560 --> 00:29:59.560]   (speaking in foreign language)
[00:30:00.560 --> 00:30:04.560]   (speaking in foreign language)
[00:30:05.560 --> 00:30:09.560]   (speaking in foreign language)
[00:30:09.560 --> 00:30:13.560]   (speaking in foreign language)
[00:30:13.560 --> 00:30:17.560]   (speaking in foreign language)
[00:30:18.560 --> 00:30:22.560]   (speaking in foreign language)
[00:30:22.560 --> 00:30:26.560]   (speaking in foreign language)
[00:30:27.560 --> 00:30:31.560]   (speaking in foreign language)
[00:30:32.560 --> 00:30:36.560]   (speaking in foreign language)
[00:30:36.560 --> 00:30:40.560]   (speaking in foreign language)
[00:30:40.560 --> 00:30:44.560]   (speaking in foreign language)
[00:30:45.560 --> 00:30:49.560]   (speaking in foreign language)
[00:30:50.560 --> 00:30:54.560]   (speaking in foreign language)
[00:30:54.560 --> 00:30:58.560]   (speaking in foreign language)
[00:30:58.560 --> 00:31:02.560]   (speaking in foreign language)
[00:31:03.560 --> 00:31:07.560]   (speaking in foreign language)
[00:31:07.560 --> 00:31:11.560]   (speaking in foreign language)
[00:31:12.560 --> 00:31:16.560]   (speaking in foreign language)
[00:31:17.560 --> 00:31:21.560]   (speaking in foreign language)
[00:31:22.560 --> 00:31:26.560]   (speaking in foreign language)
[00:31:26.560 --> 00:31:30.560]   (speaking in foreign language)
[00:31:30.560 --> 00:31:34.560]   (speaking in foreign language)
[00:31:34.560 --> 00:31:38.560]   (speaking in foreign language)
[00:31:39.560 --> 00:31:43.560]   (speaking in foreign language)
[00:31:44.560 --> 00:31:48.560]   (speaking in foreign language)
[00:31:49.560 --> 00:31:53.560]   (speaking in foreign language)
[00:31:53.560 --> 00:31:57.560]   (speaking in foreign language)
[00:31:58.560 --> 00:32:02.560]   (speaking in foreign language)
[00:32:02.560 --> 00:32:06.560]   (speaking in foreign language)
[00:32:06.560 --> 00:32:10.560]   (speaking in foreign language)
[00:32:11.560 --> 00:32:15.560]   (speaking in foreign language)
[00:32:15.560 --> 00:32:19.560]   (speaking in foreign language)
[00:32:19.560 --> 00:32:23.560]   (speaking in foreign language)
[00:32:24.560 --> 00:32:28.560]   (speaking in foreign language)
[00:32:29.560 --> 00:32:33.560]   (speaking in foreign language)
[00:32:34.560 --> 00:32:38.560]   (speaking in foreign language)
[00:32:38.560 --> 00:32:42.560]   (speaking in foreign language)
[00:32:42.560 --> 00:32:47.560]   (speaking in foreign language)
[00:32:47.560 --> 00:32:51.560]   (speaking in foreign language)
[00:32:51.560 --> 00:32:55.560]   (speaking in foreign language)
[00:32:56.560 --> 00:33:00.560]   (speaking in foreign language)
[00:33:01.560 --> 00:33:05.560]   (speaking in foreign language)
[00:33:06.560 --> 00:33:10.560]   (speaking in foreign language)
[00:33:34.560 --> 00:33:38.560]   (speaking in foreign language)
[00:33:38.560 --> 00:33:42.560]   (speaking in foreign language)
[00:33:43.560 --> 00:33:47.560]   (speaking in foreign language)
[00:33:47.560 --> 00:33:51.560]   (speaking in foreign language)
[00:33:51.560 --> 00:33:55.560]   (speaking in foreign language)
[00:33:55.560 --> 00:33:59.560]   (speaking in foreign language)
[00:34:00.560 --> 00:34:04.560]   (speaking in foreign language)
[00:34:04.560 --> 00:34:08.560]   (speaking in foreign language)
[00:34:08.560 --> 00:34:12.560]   (speaking in foreign language)
[00:34:13.560 --> 00:34:17.560]   (speaking in foreign language)
[00:34:17.560 --> 00:34:21.560]   (speaking in foreign language)
[00:34:22.560 --> 00:34:26.560]   (speaking in foreign language)
[00:34:27.560 --> 00:34:31.560]   (speaking in foreign language)
[00:34:32.560 --> 00:34:36.560]   (speaking in foreign language)
[00:34:37.560 --> 00:34:41.560]   (speaking in foreign language)
[00:34:42.560 --> 00:34:46.560]   (speaking in foreign language)
[00:34:47.560 --> 00:34:51.560]   (speaking in foreign language)
[00:34:51.560 --> 00:34:55.560]   (speaking in foreign language)
[00:34:56.560 --> 00:35:00.560]   (speaking in foreign language)
[00:35:01.560 --> 00:35:05.560]   (speaking in foreign language)
[00:35:05.560 --> 00:35:09.560]   (speaking in foreign language)
[00:35:10.560 --> 00:35:14.560]   (speaking in foreign language)
[00:35:15.560 --> 00:35:19.560]   (speaking in foreign language)
[00:35:19.560 --> 00:35:23.560]   (speaking in foreign language)
[00:35:24.560 --> 00:35:28.560]   (speaking in foreign language)
[00:35:29.560 --> 00:35:33.560]   (speaking in foreign language)
[00:35:34.560 --> 00:35:38.560]   (speaking in foreign language)
[00:35:38.560 --> 00:35:42.560]   (speaking in foreign language)
[00:35:43.560 --> 00:35:47.560]   (speaking in foreign language)
[00:35:47.560 --> 00:35:51.560]   (speaking in foreign language)
[00:35:51.560 --> 00:35:55.560]   (speaking in foreign language)
[00:35:55.560 --> 00:35:59.560]   (speaking in foreign language)
[00:36:00.560 --> 00:36:04.560]   (speaking in foreign language)
[00:36:05.560 --> 00:36:09.560]   (speaking in foreign language)
[00:36:09.560 --> 00:36:13.560]   (speaking in foreign language)
[00:36:13.560 --> 00:36:17.560]   (speaking in foreign language)
[00:36:18.560 --> 00:36:22.560]   (speaking in foreign language)
[00:36:22.560 --> 00:36:26.560]   (speaking in foreign language)
[00:36:27.560 --> 00:36:31.560]   (speaking in foreign language)
[00:36:32.560 --> 00:36:36.560]   (speaking in foreign language)
[00:36:37.560 --> 00:36:41.560]   (speaking in foreign language)
[00:36:41.560 --> 00:36:45.560]   (speaking in foreign language)
[00:36:45.560 --> 00:36:49.560]   (speaking in foreign language)
[00:36:49.560 --> 00:36:53.560]   (speaking in foreign language)
[00:36:54.560 --> 00:36:58.560]   (speaking in foreign language)
[00:36:59.560 --> 00:37:03.560]   (speaking in foreign language)
[00:37:03.560 --> 00:37:07.560]   (speaking in foreign language)
[00:37:07.560 --> 00:37:11.560]   (speaking in foreign language)
[00:37:11.560 --> 00:37:15.560]   (speaking in foreign language)
[00:37:15.560 --> 00:37:20.560]   (speaking in foreign language)
[00:37:20.560 --> 00:37:25.560]   (speaking in foreign language)
[00:37:25.560 --> 00:37:35.560]   (coughing)
[00:37:35.560 --> 00:37:39.560]   (speaking in foreign language)
[00:37:39.560 --> 00:37:43.560]   (speaking in foreign language)
[00:37:44.560 --> 00:37:48.560]   (speaking in foreign language)
[00:37:48.560 --> 00:37:52.560]   (speaking in foreign language)
[00:37:53.560 --> 00:37:57.560]   (speaking in foreign language)
[00:37:58.560 --> 00:38:02.560]   (speaking in foreign language)
[00:38:03.560 --> 00:38:07.560]   (speaking in foreign language)
[00:38:07.560 --> 00:38:11.560]   (speaking in foreign language)
[00:38:12.560 --> 00:38:16.560]   (speaking in foreign language)
[00:38:17.560 --> 00:38:21.560]   (speaking in foreign language)
[00:38:22.560 --> 00:38:26.560]   (speaking in foreign language)
[00:38:26.560 --> 00:38:30.560]   (speaking in foreign language)
[00:38:30.560 --> 00:38:34.560]   (speaking in foreign language)
[00:38:34.560 --> 00:38:38.560]   (speaking in foreign language)
[00:38:38.560 --> 00:38:42.560]   (speaking in foreign language)
[00:38:42.560 --> 00:38:46.560]   (speaking in foreign language)
[00:38:46.560 --> 00:38:48.560]   Thank you.
[00:38:48.560 --> 00:38:50.560]   I should aim better.

