
[00:00:00.000 --> 00:00:05.000]  各位影視節目平安
[00:24:39.000 --> 00:24:42.000]  什麼都是我要我要我要
[00:24:42.000 --> 00:24:47.000]  帶來的結果就是墮落的開始
[00:24:47.000 --> 00:24:52.000]  所以神在這個地方
[00:24:52.000 --> 00:24:55.000]  表面看來他好像妒忌
[00:24:55.000 --> 00:24:57.000]  其實神不需要妒忌他們
[00:24:57.000 --> 00:24:59.000]  因為全部的東西都是他的
[00:24:59.000 --> 00:25:02.000]  他要收他隨時收得回
[00:25:02.000 --> 00:25:05.000]  到底他最主要是什麼
[00:25:05.000 --> 00:25:07.000]  是出於一個恩典
[00:25:07.000 --> 00:25:09.000]  是出於一個愛
[00:25:09.000 --> 00:25:13.000]  所以第八節他就很清楚說
[00:25:13.000 --> 00:25:19.000]  於是耶和華史丹文從那裡分散到全地上
[00:25:19.000 --> 00:25:22.000]  他們就停工不做那事
[00:25:22.000 --> 00:25:26.000]  因為耶和華在那裡變亂了天人的言語
[00:25:26.000 --> 00:25:29.000]  使得眾人分散在全地上
[00:25:29.000 --> 00:25:35.000]  所以那個城的名字就叫做巴別
[00:25:35.000 --> 00:25:37.000]  各位聽眾
[00:25:38.000 --> 00:25:43.000]  當我們看見變亂人的口音
[00:25:43.000 --> 00:25:48.000]  和如果不變亂人的口音的分別的時候
[00:25:48.000 --> 00:25:55.000]  我們就會深深感激神為什麼要變亂他們的口音
[00:25:55.000 --> 00:25:58.000]  因為變亂他們的口音
[00:25:58.000 --> 00:26:03.000]  就按照他自己心中做人的意義和目的
[00:26:03.000 --> 00:26:06.000]  使他們分散到全地上
[00:26:06.000 --> 00:26:11.000]  使他們停工不再做那個城和那個塔
[00:26:11.000 --> 00:26:12.000]  第二
[00:26:12.000 --> 00:26:16.000]  因為耶和華在那裡變亂天下人的言語
[00:26:16.000 --> 00:26:19.000]  使眾人分散在全地上
[00:26:19.000 --> 00:26:22.000]  所以那個城就名叫巴別
[00:26:22.000 --> 00:26:24.000]  這個就是巴別
[00:26:24.000 --> 00:26:28.000]  各位留意看一看
[00:26:28.000 --> 00:26:31.000]  實質上
[00:26:31.000 --> 00:26:36.000]  神對教會又有什麼意願呢?
[00:26:36.000 --> 00:26:42.000]  不聽神說話的教會又有什麼結果呢?
[00:26:42.000 --> 00:26:46.000]  如果我們看一看斯大林傳第一章第八節
[00:26:46.000 --> 00:26:49.000]  「但聖靈降臨在你們的身上
[00:26:49.000 --> 00:26:51.000]  你們就必得著能力
[00:26:51.000 --> 00:26:54.000]  並要在耶路撒冷猶太傳地
[00:26:54.000 --> 00:26:59.000]  和撒瑪利亞直到地極作我的獻祭」
[00:26:59.000 --> 00:27:03.000]  這個地方神是要教會分散人
[00:27:03.000 --> 00:27:05.000]  不單要在耶路撒冷
[00:27:05.000 --> 00:27:09.000]  你要去到猶太傳地和撒瑪利亞
[00:27:09.000 --> 00:27:12.000]  是一些你自己最討厭的人當中
[00:27:12.000 --> 00:27:14.000]  你都要去
[00:27:14.000 --> 00:27:16.000]  將神的愛帶到他們當中
[00:27:16.000 --> 00:27:20.000]  甚至要直到地極作主的見證
[00:27:20.000 --> 00:27:23.000]  馬太二十八章十九節
[00:27:23.000 --> 00:27:25.000]  一樣是這樣吩咐我們
[00:27:25.000 --> 00:27:29.000]  「所以你們要去使萬民作我的門徒
[00:27:29.000 --> 00:27:32.000]  奉父子聖靈的名給他們施洗
[00:27:32.000 --> 00:27:36.000]  凡我所吩咐你們的都教訓他們親手
[00:27:36.000 --> 00:27:41.000]  我就常與你們同在直到世界的人叛了」
[00:27:41.000 --> 00:27:45.000]  我自己牧養的教會
[00:27:45.000 --> 00:27:49.000]  我發覺到都是一樣
[00:27:49.000 --> 00:27:53.000]  以前在我還沒牧會前
[00:27:53.000 --> 00:27:59.000]  我經歷過兩間教會都是因為建堂導致撕裂
[00:27:59.000 --> 00:28:04.000]  一分裂之後整個教會就散了
[00:28:04.000 --> 00:28:09.000]  甚至有些就在買地的時候
[00:28:09.000 --> 00:28:12.000]  他們已經意見不合
[00:28:12.000 --> 00:28:15.000]  每個人都要堅持己見
[00:28:15.000 --> 00:28:22.000]  導致本來價錢是他們能力上完全應付到的
[00:28:22.000 --> 00:28:26.000]  因為他們那個地方已經太舊了
[00:28:26.000 --> 00:28:30.000]  第二地方已經容納不了那麼多聚會的人
[00:28:30.000 --> 00:28:34.000]  第三不只是崇拜聚會的地不夠
[00:28:34.000 --> 00:28:41.000]  連團契的地、主學的地、育嬰的地、辦公的地、小組的地
[00:28:41.000 --> 00:28:43.000]  全部都不夠
[00:28:43.000 --> 00:28:45.000]  在這樣的情境裏
[00:28:45.000 --> 00:28:47.000]  你應該要考慮的是什麼呢?
[00:28:47.000 --> 00:28:50.000]  是人的靈魂重要還是建築物重要?
[00:28:50.000 --> 00:28:54.000]  是錢重要還是人的生命重要?
[00:28:54.000 --> 00:29:02.000]  有些人看到他們要另外找一塊地來建一個大地
[00:29:02.000 --> 00:29:12.000]  但有些人說這是我們以前用血汗的錢奉獻來取得的一塊地
[00:29:12.000 --> 00:29:15.000]  不能夠離開這一塊地
[00:29:15.000 --> 00:29:20.000]  帶來的結果拖到現在已經十幾年了
[00:29:20.000 --> 00:29:23.000]  還是原封不動的那個地方
[00:29:23.000 --> 00:29:28.000]  但是走的人比留下的人更加多
[00:29:28.000 --> 00:29:31.000]  我看到這個現象
[00:29:31.000 --> 00:29:36.000]  我就要看得到建立教會一開波
[00:29:36.000 --> 00:29:40.000]  我們就要認定神的焦點不是教堂
[00:29:40.000 --> 00:29:43.000]  神的焦點是人
[00:29:43.000 --> 00:29:45.000]  是要建立人
[00:29:45.000 --> 00:29:51.000]  但是如果人的被建立是因為地方的限制受影響的時候
[00:29:51.000 --> 00:29:54.000]  我們就要擴大這個地方
[00:29:54.000 --> 00:29:59.000]  擴大這個地方就是要建立更多的人去服侍
[00:29:59.000 --> 00:30:01.000]  把他們踹出去
[00:30:01.000 --> 00:30:07.000]  我因為這樣的緣故認定如果有機會建堂
[00:30:07.000 --> 00:30:11.000]  這個堂一定要成為一個屬靈的軍校
[00:30:11.000 --> 00:30:14.000]  是要建立有這麼多人只有這麼多人
[00:30:14.000 --> 00:30:20.000]  去把他們踹到世界各地來宣教
[00:30:20.000 --> 00:30:22.000]  很感謝神
[00:30:22.000 --> 00:30:25.000]  讓我們搬了七次之後
[00:30:25.000 --> 00:30:27.000]  大家都看到這個需要
[00:30:27.000 --> 00:30:29.000]  這個需要是什麼呢?
[00:30:29.000 --> 00:30:33.000]  很多姐妹因為上課
[00:30:33.000 --> 00:30:37.000]  排半個小時以上輪候去廁所
[00:30:37.000 --> 00:30:41.000]  老人家輪候去廁所
[00:30:41.000 --> 00:30:46.000]  另外我們甚至要告訴別人
[00:30:46.000 --> 00:30:49.000]  我們這個地方不能坐了
[00:30:49.000 --> 00:30:51.000]  不能站了
[00:30:51.000 --> 00:30:55.000]  你不如去另一間教會聚會吧
[00:30:55.000 --> 00:30:57.000]  我們深深感覺到
[00:30:57.000 --> 00:31:02.000]  這個方式對待喝武神話語的人
[00:31:02.000 --> 00:31:04.000]  是不合聖經的
[00:31:04.000 --> 00:31:06.000]  所以我們祈禱
[00:31:06.000 --> 00:31:10.000]  經歷神所賜一塊地
[00:31:10.000 --> 00:31:16.000]  完全好像他們的夢境裡
[00:31:16.000 --> 00:31:19.000]  一一實現了
[00:31:19.000 --> 00:31:21.000]  但我仍然提醒自己
[00:31:21.000 --> 00:31:27.000]  建了堂不等於已經一了百了搞定了
[00:31:27.000 --> 00:31:30.000]  所以因為這樣的緣故
[00:31:30.000 --> 00:31:32.000]  在這個平頂禮的時候
[00:31:32.000 --> 00:31:34.000]  我們要提醒他們
[00:31:34.000 --> 00:31:37.000]  沒有平頂的平頂禮
[00:31:37.000 --> 00:31:42.000]  不要以為我們搬了入新堂就沾沾自喜
[00:31:42.000 --> 00:31:44.000]  我們現在最重要的一件事
[00:31:44.000 --> 00:31:47.000]  就是建立我們成為主的僕人
[00:31:47.000 --> 00:31:49.000]  被差到每一個不同的地方
[00:31:49.000 --> 00:31:52.000]  來發展神的工作
[00:31:52.000 --> 00:31:55.000]  滿足神的心願
[00:31:55.000 --> 00:31:57.000]  感謝神
[00:31:57.000 --> 00:31:59.000]  神學院開始了
[00:31:59.000 --> 00:32:01.000]  我們不單止是為了本地
[00:32:01.000 --> 00:32:04.000]  我們更加要想到外地
[00:32:04.000 --> 00:32:08.000]  不同言語的神學院
[00:32:08.000 --> 00:32:10.000]  所以因為這樣
[00:32:10.000 --> 00:32:15.000]  我們在新教堂的柱子上
[00:32:15.000 --> 00:32:17.000]  我們有一對對聯
[00:32:17.000 --> 00:32:20.000]  是立足香港
[00:32:20.000 --> 00:32:24.000]  但另一方面要放眼世界
[00:32:24.000 --> 00:32:26.000]  而我自己
[00:32:26.000 --> 00:32:28.000]  也是因為這樣
[00:32:28.000 --> 00:32:31.000]  發展兩間神學院
[00:32:31.000 --> 00:32:33.000]  一間是為本地
[00:32:33.000 --> 00:32:36.000]  一間是為外地
[00:32:36.000 --> 00:32:38.000]  是普通話的
[00:32:38.000 --> 00:32:40.000]  是為全球的
[00:32:40.000 --> 00:32:43.000]  目的就是讓全人
[00:32:43.000 --> 00:32:44.000]  所有的人
[00:32:44.000 --> 00:32:46.000]  所有的門徒
[00:32:46.000 --> 00:32:48.000]  都受到神學的裝備
[00:32:48.000 --> 00:32:50.000]  聖經的裝備
[00:32:50.000 --> 00:32:52.000]  牧羊的裝備
[00:32:52.000 --> 00:32:54.000]  大小祖的裝備
[00:32:54.000 --> 00:32:56.000]  能夠去到每一個不同的地方
[00:32:56.000 --> 00:32:58.000]  成為小牧人
[00:32:58.000 --> 00:33:00.000]  各位頂尖的姐妹
[00:33:00.000 --> 00:33:05.000]  我願意你和我在巴別塔上
[00:33:05.000 --> 00:33:07.000]  能夠學到這個功課
[00:33:07.000 --> 00:33:12.000]  免得我們再一次重蹈
[00:33:12.000 --> 00:33:14.000]  創世紀十一章
[00:33:14.000 --> 00:33:17.000]  當時這些人的膚淺
[00:33:17.000 --> 00:33:19.000]  願神祝福你們
[00:33:19.000 --> 00:33:21.000]  謝謝
[00:33:22.000 --> 00:33:25.000]  字幕由 Amara.org 社群提供
[00:33:25.000 --> 00:33:28.000]  感謝支持 Amara.org 社群的支持
[00:33:29.000 --> 00:33:32.000]  感謝支持 Amara.org 社群的支持
[00:33:32.000 --> 00:33:35.000]  (字幕由 Amara.org 社群提供)

