
[00:00:00.000 --> 00:00:09.440]  我從事新聞傳播工作到去年整整五十年半世紀
[00:28:38.000 --> 00:28:40.000]  我仍知道
[00:28:40.000 --> 00:28:43.000]  神的愛有更被加強
[00:28:43.000 --> 00:28:46.000]  神的審判會來臨
[00:28:46.000 --> 00:28:49.000]  主一定會回來
[00:28:49.000 --> 00:28:52.000]  不要問何時
[00:28:52.000 --> 00:28:55.000]  耶穌說你時刻警醒
[00:28:55.000 --> 00:28:58.000]  同心祈禱
[00:28:58.000 --> 00:29:03.000]  多謝今天能與明鏡與你分享希伯來書
[00:29:03.000 --> 00:29:07.000]  恭恭我的能力有限
[00:29:07.000 --> 00:29:13.000]  我未能將聖經當中很多隱藏的真理
[00:29:13.000 --> 00:29:16.000]  很多重要的訊息
[00:29:16.000 --> 00:29:19.000]  能夠宣講、投祥
[00:29:19.000 --> 00:29:21.000]  為了聖靈的幫助
[00:29:21.000 --> 00:29:24.000]  我們可能一句說話
[00:29:24.000 --> 00:29:28.000]  一句挑戰都足以觸動我們頂子們的心
[00:29:28.000 --> 00:29:31.000]  我們能夠從今天的信當中
[00:29:31.000 --> 00:29:33.000]  首先反省自己的現狀
[00:29:33.000 --> 00:29:36.000]  信心的現狀
[00:29:36.000 --> 00:29:39.000]  對神那種信靠的現狀
[00:29:39.000 --> 00:29:42.000]  原來有這樣多難、多的不足
[00:29:42.000 --> 00:29:45.000]  原來是這樣多難、多的脆弱
[00:29:45.000 --> 00:29:48.000]  求天父此刻再次肩過我們
[00:29:48.000 --> 00:29:52.000]  願每一堂在受傷的社區
[00:29:52.000 --> 00:29:58.000]  能肩負起一個黑暗當中的點燈人
[00:29:58.000 --> 00:30:01.000]  點亮上帝的燭台
[00:30:01.000 --> 00:30:04.000]  有光但不似眼
[00:30:04.000 --> 00:30:07.000]  有熱亦不會灼手
[00:30:07.000 --> 00:30:11.000]  讓人感受到一種很釋放的溫度、光度
[00:30:11.000 --> 00:30:16.000]  好讓社區感受到神的愛
[00:30:16.000 --> 00:30:19.000]  讓我們眾人都能夠知道有些責任
[00:30:19.000 --> 00:30:21.000]  我們是責無旁貸
[00:30:21.000 --> 00:30:23.000]  做我們眼前應該做的事
[00:30:23.000 --> 00:30:27.000]  而不是鑽進一些我們無法理解的未來
[00:30:27.000 --> 00:30:30.000]  願天父聖靈啟動
[00:30:30.000 --> 00:30:32.000]  奉耶穌名祈禱
[00:30:32.000 --> 00:30:33.000]  阿門
[00:30:51.000 --> 00:30:53.000]  (字幕製作/時間軸:秋月AutumnMoon)
