
[00:00:00.000 --> 00:00:05.000]   Hello, brothers and sisters.
[00:22:48.000 --> 00:22:54.000]   Jesus used these two answers
[00:22:54.000 --> 00:22:57.000]   to tell you that the accusation that Jesus
[00:22:57.000 --> 00:23:02.000]   was cured by the king of devils is not reasonable.
[00:23:02.000 --> 00:23:09.000]   Jesus then said two very important words.
[00:23:09.000 --> 00:23:12.000]   If I rely on God's inspiration,
[00:23:12.000 --> 00:23:15.000]   then God's kingdom will come to you.
[00:23:15.000 --> 00:23:20.000]   How can a man rob his things in the house of a priest?
[00:23:20.000 --> 00:23:23.000]   Unless he first binds the priest,
[00:23:23.000 --> 00:23:26.000]   otherwise he cannot rob his house.
[00:23:26.000 --> 00:23:31.000]   As I said, Paul explained the Old Testament.
[00:23:31.000 --> 00:23:35.000]   He said, "Our righteousness" is Jesus Christ.
[00:23:35.000 --> 00:23:37.000]   This is the second Adam.
[00:23:37.000 --> 00:23:39.000]   The first Adam committed a crime.
[00:23:39.000 --> 00:23:42.000]   He entered the world and people had to face death.
[00:23:42.000 --> 00:23:45.000]   The second Adam is Jesus Christ.
[00:23:45.000 --> 00:23:47.000]   Jesus Christ did not commit a crime.
[00:23:47.000 --> 00:23:51.000]   As a living sacrifice, as a sacrifice without sin,
[00:23:51.000 --> 00:23:54.000]   as a priest, he was atoned for us.
[00:23:54.000 --> 00:23:57.000]   It became two different eras.
[00:23:57.000 --> 00:24:02.000]   It is mentioned here that Jesus Christ relied on God's inspiration.
[00:24:02.000 --> 00:24:04.000]   This sentence is very important.
[00:24:04.000 --> 00:24:07.000]   Because when Jesus Christ came to the temple,
[00:24:07.000 --> 00:24:10.000]   he was restricted by many bodies.
[00:24:10.000 --> 00:24:13.000]   He was tested like you and me.
[00:24:13.000 --> 00:24:16.000]   But he relied on God's inspiration to face the test.
[00:24:16.000 --> 00:24:19.000]   So when he came out to serve,
[00:24:19.000 --> 00:24:23.000]   he was led by the Holy Spirit to the wilderness
[00:24:23.000 --> 00:24:27.000]   to face the test of the devil, the test of the truth.
[00:24:27.000 --> 00:24:33.000]   Jesus Christ also relied on God's inspiration to cure the disease and drive away the devil.
[00:24:33.000 --> 00:24:38.000]   He relied on God's inspiration to do the work of the Father.
[00:24:38.000 --> 00:24:49.000]   So Jesus Christ showed us how we should rely on God's inspiration to live our lives,
[00:24:49.000 --> 00:24:52.000]   face our difficulties, face our tests,
[00:24:52.000 --> 00:24:55.000]   and how to serve God, to do God's work.
[00:24:55.000 --> 00:24:57.000]   We should rely on the Holy Spirit.
[00:24:57.000 --> 00:24:59.000]   This sentence is very important.
[00:24:59.000 --> 00:25:04.000]   When the Holy Spirit came, the divine vision came.
[00:25:04.000 --> 00:25:09.000]   It means that in the first Adam's chapter,
[00:25:09.000 --> 00:25:12.000]   people were bound by the bondage of sin.
[00:25:12.000 --> 00:25:18.000]   Now Jesus Christ's coming is like entering the house of the priest.
[00:25:18.000 --> 00:25:20.000]   This priest is the house of the devil.
[00:25:20.000 --> 00:25:24.000]   In the house of the devil, everyone is bound by sin.
[00:25:24.000 --> 00:25:30.000]   When Jesus Christ came, he pointed out that he wanted to release this person.
[00:25:30.000 --> 00:25:37.000]   He wanted to rescue us from the house of the devil.
[00:25:37.000 --> 00:25:39.000]   This is the meaning of the second chapter, chapter 29.
[00:25:39.000 --> 00:25:41.000]   The divine vision has come.
[00:25:41.000 --> 00:25:45.000]   Because Jesus Christ has come, he has the ability to release us from sin.
[00:25:45.000 --> 00:25:50.000]   Because the divine vision can release us from sin.
[00:25:50.000 --> 00:25:52.000]   At first we are free.
[00:25:52.000 --> 00:25:54.000]   This is the meaning.
[00:25:54.000 --> 00:25:58.000]   In the last lecture,
[00:25:58.000 --> 00:26:03.000]   St. Matthew quoted the second chapter, chapter 40,
[00:26:03.000 --> 00:26:08.000]   where it is mentioned that the Father gave the Holy Spirit to the Savior.
[00:26:08.000 --> 00:26:13.000]   The Father gave the Holy Spirit to Jesus Christ,
[00:26:13.000 --> 00:26:15.000]   the man of the holy line,
[00:26:15.000 --> 00:26:17.000]   and passed the work to the outside world.
[00:26:17.000 --> 00:26:19.000]   This is the meaning.
[00:26:19.000 --> 00:26:22.000]   Then Jesus Christ also said,
[00:26:22.000 --> 00:26:24.000]   "Those who do not follow me are against me;
[00:26:24.000 --> 00:26:28.000]   those who do not repent with me are in division."
[00:26:28.000 --> 00:26:32.000]   It means that people cannot be neutral.
[00:26:32.000 --> 00:26:37.000]   They cannot be neutral in front of God.
[00:26:37.000 --> 00:26:40.000]   Not only cannot be neutral, but also have to participate actively.
[00:26:40.000 --> 00:26:43.000]   Because he said, "Those who do not follow me are against me."
[00:26:43.000 --> 00:26:45.000]   It means that either you are with me or not.
[00:26:45.000 --> 00:26:47.000]   There is no middle ground.
[00:26:47.000 --> 00:26:49.000]   We should not have the illusion that
[00:26:49.000 --> 00:26:52.000]   "I listen first, let's go to church and listen first."
[00:26:52.000 --> 00:26:53.000]   It's okay.
[00:26:53.000 --> 00:26:55.000]   If you do not repent with me,
[00:26:55.000 --> 00:26:59.000]   and do not decide to admit that Jesus Christ is your Savior,
[00:26:59.000 --> 00:27:01.000]   you are still a devil.
[00:27:01.000 --> 00:27:03.000]   Do not lie to yourself that you are not a devil.
[00:27:03.000 --> 00:27:05.000]   The Bible says it clearly.
[00:27:05.000 --> 00:27:08.000]   If you are not with God, you are with the devil.
[00:27:08.000 --> 00:27:09.000]   There is no middle ground.
[00:27:09.000 --> 00:27:13.000]   Do not think that you have a neutral position.
[00:27:13.000 --> 00:27:14.000]   There is no such thing.
[00:27:14.000 --> 00:27:18.000]   The second area is that Jesus Christ said personally,
[00:27:18.000 --> 00:27:19.000]   "Do not repent with me."
[00:27:19.000 --> 00:27:22.000]   It means that you do not participate in the service with me.
[00:27:22.000 --> 00:27:23.000]   It is a division of sin.
[00:27:23.000 --> 00:27:25.000]   So we cannot be neutral.
[00:27:25.000 --> 00:27:27.000]   Either with God or not.
[00:27:27.000 --> 00:27:30.000]   When we are with God, we have to be active,
[00:27:30.000 --> 00:27:34.000]   all in, to serve God, to worship God.
[00:27:34.000 --> 00:27:39.000]   This is the teaching of Jesus Christ.
[00:27:39.000 --> 00:27:41.000]   As the Columbus Preface says,
[00:27:41.000 --> 00:27:44.000]   "In the Adam, all people died."
[00:27:44.000 --> 00:27:45.000]   That is, we are two paths.
[00:27:45.000 --> 00:27:48.000]   In Christ, all people have to be resurrected.
[00:27:48.000 --> 00:27:54.000]   In the Adam, those who have a life are healed.
[00:27:54.000 --> 00:27:56.000]   But the Adam behind,
[00:27:56.000 --> 00:27:57.000]   that is, Jesus Christ,
[00:27:57.000 --> 00:27:59.000]   is the Spirit that is like life.
[00:27:59.000 --> 00:28:01.000]   Jesus Christ is life.
[00:28:01.000 --> 00:28:03.000]   The truth of life.
[00:28:03.000 --> 00:28:05.000]   He is the source of life.
[00:28:05.000 --> 00:28:07.000]   God like life.
[00:28:07.000 --> 00:28:09.000]   So who do we follow?
[00:28:09.000 --> 00:28:14.000]   Do we still stay in this life of death?
[00:28:14.000 --> 00:28:18.000]   Or do we follow Jesus Christ who can bring us back to life?
[00:28:18.000 --> 00:28:22.000]   Paul tells us that this is not a difficult choice.
[00:28:22.000 --> 00:28:27.000]   Jesus Christ, because these Pharisees
[00:28:27.000 --> 00:28:36.000]   knew that he could heal a hand of dry skin,
[00:28:36.000 --> 00:28:41.000]   and that Jesus Christ could heal the devil,
[00:28:41.000 --> 00:28:46.000]   not only did he not come to the Lord,
[00:28:46.000 --> 00:28:51.000]   but he also insulted Jesus by using the devil to heal the devil.
[00:28:51.000 --> 00:28:54.000]   So Jesus Christ said a very serious thing.
[00:28:54.000 --> 00:29:01.000]   He said, "All sins and sins of the world can be forgiven,
[00:29:01.000 --> 00:29:05.000]   but the life of sin is not forgiven.
[00:29:05.000 --> 00:29:09.000]   All that is said about the dry skin of man can be forgiven,
[00:29:09.000 --> 00:29:12.000]   but that which is said about the dry skin of the Holy Spirit
[00:29:12.000 --> 00:29:15.000]   is not forgiven in this life and the next."
[00:29:15.000 --> 00:29:19.000]   I believe many Christians are worried
[00:29:19.000 --> 00:29:23.000]   whether the things I have done will be in vain
[00:29:23.000 --> 00:29:25.000]   and I will not be forgiven in the future.
[00:29:25.000 --> 00:29:28.000]   First, I will explain this passage.
[00:29:28.000 --> 00:29:34.000]   This passage is the same as the 10th chapter of Matthew,
[00:29:34.000 --> 00:29:41.000]   which mentions two times that Jesus Christ performed a miracle.
[00:29:41.000 --> 00:29:45.000]   The first miracle was the hand of a dry-skinned man.
[00:29:45.000 --> 00:29:48.000]   They knew that Jesus could do it.
[00:29:48.000 --> 00:29:50.000]   They were waiting for him to do it on the day of rest,
[00:29:50.000 --> 00:29:53.000]   so they could sue him for violating the day of rest.
[00:29:53.000 --> 00:29:58.000]   They deliberately went to sue Jesus,
[00:29:58.000 --> 00:30:02.000]   and even wanted to murder Jesus.
[00:30:02.000 --> 00:30:05.000]   This time Jesus cured the sick and drove away the devil.
[00:30:05.000 --> 00:30:07.000]   They knew Jesus had the ability.
[00:30:07.000 --> 00:30:09.000]   They did not deny Jesus had the ability,
[00:30:09.000 --> 00:30:12.000]   but they did not admit that Jesus came from God.
[00:30:12.000 --> 00:30:14.000]   On the contrary, they even insulted Jesus
[00:30:14.000 --> 00:30:18.000]   and said that Jesus was driven away by the devil.
[00:30:18.000 --> 00:30:26.000]   We need to think about what is so important about the Holy Spirit.
[00:30:26.000 --> 00:30:28.000]   Why is it that the dry-skinned man,
[00:30:28.000 --> 00:30:30.000]   that is, the dry-skinned man Jesus Christ,
[00:30:30.000 --> 00:30:32.000]   cannot be the Holy Spirit?
[00:30:32.000 --> 00:30:34.000]   Let's look at the first chapter of the Bible.
[00:30:34.000 --> 00:30:36.000]   When Peter wrote this book,
[00:30:36.000 --> 00:30:38.000]   he wrote it to the Christians.
[00:30:38.000 --> 00:30:42.000]   He said, "Jesus Christ's disciples Peter wrote to Lazarus,
[00:30:42.000 --> 00:30:44.000]   who was chosen."
[00:30:44.000 --> 00:30:47.000]   It means that all Christians are chosen by God.
[00:30:47.000 --> 00:30:50.000]   It is not we who choose God, but God chooses us.
[00:30:50.000 --> 00:30:52.000]   So everyone understands that it is not us.
[00:30:52.000 --> 00:30:56.000]   We are originally dead in the midst of transgressions.
[00:30:56.000 --> 00:31:00.000]   When we are dead in the midst of transgressions,
[00:31:00.000 --> 00:31:02.000]   we have no response to God's words.
[00:31:02.000 --> 00:31:04.000]   It is God who awakens our souls,
[00:31:04.000 --> 00:31:07.000]   so that we can respond to God's words.
[00:31:07.000 --> 00:31:10.000]   So today, many people do not believe in God.
[00:31:10.000 --> 00:31:13.000]   It is normal for them to not respond to the Holy Spirit.
[00:31:13.000 --> 00:31:15.000]   Because their spirituality is dead.
[00:31:15.000 --> 00:31:17.000]   Just like our spirituality was dead on that day.
[00:31:17.000 --> 00:31:19.000]   If it were not for God's grace,
[00:31:19.000 --> 00:31:21.000]   through the Holy Spirit,
[00:31:21.000 --> 00:31:24.000]   our souls were awakened and responded to God's words,
[00:31:24.000 --> 00:31:27.000]   we would not have responded to God's words.
[00:31:27.000 --> 00:31:29.000]   It is mentioned here that
[00:31:29.000 --> 00:31:32.000]   which Christians are chosen by God?
[00:31:32.000 --> 00:31:36.000]   According to the precepts of the Father,
[00:31:36.000 --> 00:31:40.000]   "By the Holy Spirit, we are made holy."
[00:31:40.000 --> 00:31:43.000]   "Made holy" means to be divided into holy.
[00:31:43.000 --> 00:31:49.000]   "Divided into holy" means to be divided into holy.
[00:31:49.000 --> 00:31:53.000]   "By the Holy Spirit, we are made holy."
[00:31:53.000 --> 00:31:55.000]   "Divided into holy" means to be divided into holy.
[00:31:55.000 --> 00:31:59.000]   "And we are made holy by Christ, who shed His blood."
[00:31:59.000 --> 00:32:06.000]   It means that a person who is made holy by the Holy Spirit,
[00:32:06.000 --> 00:32:12.000]   will be made holy by Christ in his heart,
[00:32:12.000 --> 00:32:14.000]   and Christ will be the Lord of your life.
[00:32:14.000 --> 00:32:17.000]   "And we are made holy by Christ."
[00:32:17.000 --> 00:32:18.000]   What does it mean?
[00:32:18.000 --> 00:32:21.000]   In the Old Testament,
[00:32:21.000 --> 00:32:27.000]   the priest would pour the blood of sheep and cows
[00:32:27.000 --> 00:32:30.000]   on the people who were made holy.
[00:32:30.000 --> 00:32:33.000]   It means that the blood of these people covers your sin.
[00:32:33.000 --> 00:32:35.000]   Jesus Christ died on the cross,
[00:32:35.000 --> 00:32:38.000]   the blood of cows covered our sin.
[00:32:38.000 --> 00:32:39.000]   What does it mean?
[00:32:39.000 --> 00:32:42.000]   What kind of person are these Christians chosen by God?
[00:32:42.000 --> 00:32:44.000]   They are foreknown to God.
[00:32:44.000 --> 00:32:46.000]   They are made holy by the Holy Spirit.
[00:32:46.000 --> 00:32:52.000]   The Holy Spirit is the agent.
[00:32:52.000 --> 00:32:55.000]   It is the one who makes us holy.
[00:32:55.000 --> 00:33:00.000]   It means that it is the one who makes us holy.
[00:33:00.000 --> 00:33:05.000]   "And we are made holy by Christ, who shed His blood."
[00:33:05.000 --> 00:33:07.000]   It means that we are made holy by Christ.
[00:33:07.000 --> 00:33:09.000]   "And we are made holy by Christ, who shed His blood."
[00:33:09.000 --> 00:33:13.000]   It means that we accept the blood of Christ to cover our sin.
[00:33:13.000 --> 00:33:15.000]   It means that we admit our sin.
[00:33:15.000 --> 00:33:18.000]   "And we are made holy by Christ, who shed His blood."
[00:33:18.000 --> 00:33:22.000]   The blood of Christ is like a cloth of justice.
[00:33:22.000 --> 00:33:26.000]   A cloth of justice and dignity covers our sin.
[00:33:26.000 --> 00:33:28.000]   It is not that we are good,
[00:33:28.000 --> 00:33:30.000]   but the righteousness of Christ covers us.
[00:33:30.000 --> 00:33:35.000]   It means that we are made holy.
[00:33:35.000 --> 00:33:38.000]   So the most important part of the work of the Holy Spirit
[00:33:38.000 --> 00:33:40.000]   is to make our souls holy.
[00:33:40.000 --> 00:33:42.000]   In John's Gospel,
[00:33:42.000 --> 00:33:44.000]   when he explained in detail,
[00:33:44.000 --> 00:33:48.000]   the Holy Spirit comes to make the world to be guilty,
[00:33:48.000 --> 00:33:50.000]   to be doubtful, to be judged,
[00:33:50.000 --> 00:33:52.000]   to be self-conceited.
[00:33:52.000 --> 00:33:55.000]   When the Holy Spirit of truth comes,
[00:33:55.000 --> 00:33:59.000]   it will lead us to enter or understand all the truth.
[00:33:59.000 --> 00:34:02.000]   I mentioned before that
[00:34:02.000 --> 00:34:04.000]   when people are in sin,
[00:34:04.000 --> 00:34:07.000]   our values are completely crazy.
[00:34:07.000 --> 00:34:09.000]   We put the wealth of righteousness
[00:34:09.000 --> 00:34:13.000]   above the creation of God.
[00:34:13.000 --> 00:34:16.000]   We even do not admit the creation of our Lord.
[00:34:16.000 --> 00:34:21.000]   We completely reverse many values.
[00:34:21.000 --> 00:34:23.000]   The work of the Holy Spirit
[00:34:23.000 --> 00:34:28.000]   is to reorganize our crazy values.
[00:34:28.000 --> 00:34:32.000]   It is to make us to be guilty, to be doubtful, to be judged.
[00:34:32.000 --> 00:34:33.000]   It is to make us to know that we are guilty,
[00:34:33.000 --> 00:34:35.000]   and to know how to punish ourselves.
[00:34:35.000 --> 00:34:38.000]   When the Holy Spirit lets us know our sin,
[00:34:38.000 --> 00:34:40.000]   and renew our souls,
[00:34:40.000 --> 00:34:43.000]   it will slowly lead us to the Word of God
[00:34:43.000 --> 00:34:45.000]   to teach us to understand the truth.
[00:34:45.000 --> 00:34:50.000]   So if a person has not been reborn by the Holy Spirit,
[00:34:50.000 --> 00:34:52.000]   it is meaningless to transmit the Gospel to him.
[00:34:52.000 --> 00:34:54.000]   No, it is not meaningless.
[00:34:54.000 --> 00:34:55.000]   He has no response.
[00:34:55.000 --> 00:34:56.000]   And his no response is normal.
[00:34:56.000 --> 00:34:58.000]   Because his spiritual God has died.
[00:34:58.000 --> 00:35:03.000]   Unless the Holy Spirit leads people to transmit the Gospel,
[00:35:03.000 --> 00:35:06.000]   and the Holy Spirit has entered his heart,
[00:35:06.000 --> 00:35:09.000]   and reorganized his values,
[00:35:09.000 --> 00:35:11.000]   and led people to know the truth,
[00:35:11.000 --> 00:35:13.000]   then people can know God.
[00:35:13.000 --> 00:35:16.000]   So the Gospel today is to exorcise the Holy Spirit,
[00:35:16.000 --> 00:35:18.000]   to exorcise the Holy Spirit.
[00:35:18.000 --> 00:35:22.000]   It is not to say that when we Christians commit a sin,
[00:35:22.000 --> 00:35:24.000]   we will be in a state of guilt
[00:35:24.000 --> 00:35:27.000]   and we will not be able to repent.
[00:35:27.000 --> 00:35:31.000]   Because when you are still worried that you have committed a sin,
[00:35:31.000 --> 00:35:33.000]   and you will offend the Holy Spirit,
[00:35:33.000 --> 00:35:36.000]   it means that you still have a heart of reverence for God.
[00:35:36.000 --> 00:35:38.000]   I want to emphasize one point.
[00:35:38.000 --> 00:35:43.000]   When a Christian truly repents,
[00:35:43.000 --> 00:35:47.000]   in theory, the Holy Spirit is in his heart.
[00:35:47.000 --> 00:35:49.000]   Some Christians will think,
[00:35:49.000 --> 00:35:51.000]   if the Holy Spirit is in my heart,
[00:35:51.000 --> 00:35:53.000]   and I have committed a great sin,
[00:35:53.000 --> 00:35:56.000]   such as adultery,
[00:35:56.000 --> 00:36:00.000]   will the Holy Spirit commit a sin with me,
[00:36:00.000 --> 00:36:02.000]   and I will be a sinner to the Holy Spirit?
[00:36:02.000 --> 00:36:04.000]   Will the Holy Spirit be a sinner to me?
[00:36:04.000 --> 00:36:07.000]   If you think like this, it is wrong.
[00:36:07.000 --> 00:36:11.000]   If a Christian really commits a sin,
[00:36:11.000 --> 00:36:13.000]   it is you who commits a sin,
[00:36:13.000 --> 00:36:14.000]   not the Holy Spirit.
[00:36:14.000 --> 00:36:16.000]   The Holy Spirit is watching you commit a sin.
[00:36:16.000 --> 00:36:20.000]   The Holy Spirit is watching the Christian commit a sin with a sad look.
[00:36:20.000 --> 00:36:23.000]   The Holy Spirit will not commit a sin.
[00:36:23.000 --> 00:36:24.000]   So don't get it wrong.
[00:36:24.000 --> 00:36:26.000]   If we commit a sin, it is we who commit a sin,
[00:36:26.000 --> 00:36:27.000]   not the Holy Spirit.
[00:36:27.000 --> 00:36:29.000]   So you have to understand the first point.
[00:36:29.000 --> 00:36:36.000]   So if you are still worried about making mistakes,
[00:36:36.000 --> 00:36:37.000]   and you want to honor God,
[00:36:37.000 --> 00:36:39.000]   you don't have to worry about committing a sin.
[00:36:39.000 --> 00:36:43.000]   This is the background of the verse.
[00:36:43.000 --> 00:36:49.000]   The Pharisees knew that only God's power could cure the disease and drive away the devil.
[00:36:49.000 --> 00:36:52.000]   But they refused to admit it,
[00:36:52.000 --> 00:36:54.000]   and even insulted Jesus Christ.
[00:36:54.000 --> 00:36:59.000]   So the sin of the Holy Spirit and the sin of the dry food of the Holy Spirit
[00:36:59.000 --> 00:37:01.000]   has several conditions.
[00:37:01.000 --> 00:37:04.000]   First, they knew that God was there.
[00:37:04.000 --> 00:37:06.000]   They didn't do it unknowingly.
[00:37:06.000 --> 00:37:08.000]   Many people didn't believe it,
[00:37:08.000 --> 00:37:11.000]   and they said, "If you call Jesus, I will believe it."
[00:37:11.000 --> 00:37:13.000]   This is because they did it unknowingly.
[00:37:13.000 --> 00:37:16.000]   Think about it.
[00:37:16.000 --> 00:37:19.000]   A Christian who believes in Jesus Christ
[00:37:19.000 --> 00:37:23.000]   would not dare to call Jesus Christ.
[00:37:23.000 --> 00:37:28.000]   So for those who don't know God,
[00:37:28.000 --> 00:37:32.000]   they won't commit this sin.
[00:37:32.000 --> 00:37:36.000]   The content of this verse says that those who know God,
[00:37:36.000 --> 00:37:39.000]   deliberately refuse God,
[00:37:39.000 --> 00:37:41.000]   even deliberately humiliate God,
[00:37:41.000 --> 00:37:45.000]   refuse the guidance of the Holy Spirit to die in fear.
[00:37:45.000 --> 00:37:48.000]   These people are people who have been poisoned by the Holy Spirit,
[00:37:48.000 --> 00:37:50.000]   and have been dry food of the Holy Spirit.
[00:37:50.000 --> 00:37:53.000]   So if you are worried that after you believe in God,
[00:37:53.000 --> 00:37:55.000]   you will commit a great sin,
[00:37:55.000 --> 00:37:57.000]   and you will be punished for this sin,
[00:37:57.000 --> 00:38:00.000]   it should have nothing to do with the content of this verse.
[00:38:00.000 --> 00:38:02.000]   This verse says that those who know God,
[00:38:02.000 --> 00:38:04.000]   deliberately refuse God,
[00:38:04.000 --> 00:38:06.000]   even humiliate God,
[00:38:06.000 --> 00:38:08.000]   that is, humiliate the Holy Spirit.
[00:38:08.000 --> 00:38:10.000]   It is about these people.
[00:38:10.000 --> 00:38:14.000]   When a person deliberately refuses the guidance of the Holy Spirit,
[00:38:14.000 --> 00:38:16.000]   he will never understand the truth.
[00:38:16.000 --> 00:38:19.000]   Only the truth can liberate him.
[00:38:19.000 --> 00:38:23.000]   Let's look at the second passage of the Bible,
[00:38:23.000 --> 00:38:25.000]   the Bible of the tree and the fruit.
[00:38:25.000 --> 00:38:28.000]   Jesus Christ said,
[00:38:28.000 --> 00:38:30.000]   "You know that the tree is good, and the fruit is good;
[00:38:30.000 --> 00:38:32.000]   the tree is bad, and the fruit is bad."
[00:38:32.000 --> 00:38:34.000]   He is actually describing a person's inner self
[00:38:34.000 --> 00:38:36.000]   as a water tank.
[00:38:36.000 --> 00:38:39.000]   What we are holding may be good, may be evil.
[00:38:39.000 --> 00:38:42.000]   More or less,
[00:38:42.000 --> 00:38:45.000]   these good and evil will be expressed through our mouths.
[00:38:45.000 --> 00:38:48.000]   So we have to look at our inner self.
[00:38:48.000 --> 00:38:50.000]   What is our inner self?
[00:38:50.000 --> 00:38:51.000]   What is the human nature?
[00:38:51.000 --> 00:38:53.000]   It is directly expressed through our mouth.
[00:38:53.000 --> 00:38:55.000]   Some people say,
[00:38:55.000 --> 00:39:00.000]   "No, if I am very jealous of a person,
[00:39:00.000 --> 00:39:04.000]   but I deliberately praise the person with good words,
[00:39:04.000 --> 00:39:06.000]   is that okay?"
[00:39:06.000 --> 00:39:07.000]   That's wrong.
[00:39:07.000 --> 00:39:08.000]   Why?
[00:39:08.000 --> 00:39:11.000]   Because the praise you say with your mouth is hypocrisy.
[00:39:11.000 --> 00:39:14.000]   When you express it,
[00:39:14.000 --> 00:39:18.000]   although it is a praise of a person,
[00:39:18.000 --> 00:39:20.000]   in the eyes of God,
[00:39:20.000 --> 00:39:23.000]   you are saying falsehood.
[00:39:23.000 --> 00:39:25.000]   It's all evil.
[00:39:25.000 --> 00:39:29.000]   So the good words you express with your mouth are all evil.
[00:39:29.000 --> 00:39:32.000]   Because these are false, hypocritical words.
[00:39:32.000 --> 00:39:36.000]   In fact, this passage has a very important keyword,
[00:39:36.000 --> 00:39:38.000]   a word,
[00:39:38.000 --> 00:39:40.000]   which is the "spot of the poisonous snake."
[00:39:40.000 --> 00:39:43.000]   Jesus Christ even said they were evil people.
[00:39:43.000 --> 00:39:47.000]   Why?
[00:39:47.000 --> 00:39:51.000]   The devil went to test God.
[00:39:51.000 --> 00:39:56.000]   Now these hypocrites are going to test Jesus Christ.
[00:39:56.000 --> 00:39:58.000]   The word "spot of the poisonous snake"
[00:39:58.000 --> 00:40:04.000]   appeared in Matthew 3.
[00:40:04.000 --> 00:40:07.000]   The disciple Matthew
[00:40:07.000 --> 00:40:09.000]   recorded it in this passage.
[00:40:09.000 --> 00:40:11.000]   Jesus Christ said it.
[00:40:11.000 --> 00:40:13.000]   In Matthew 3,
[00:40:13.000 --> 00:40:15.000]   many people went to the river of Jordan
[00:40:15.000 --> 00:40:20.000]   to confess their sins to John,
[00:40:20.000 --> 00:40:25.000]   and wanted to be baptized by John the Baptist.
[00:40:25.000 --> 00:40:28.000]   John the Baptist saw many Pharisees
[00:40:28.000 --> 00:40:31.000]   and Sadducees coming to be baptized.
[00:40:31.000 --> 00:40:33.000]   He actually scolded them,
[00:40:33.000 --> 00:40:35.000]   "Spot of the poisonous snake,
[00:40:35.000 --> 00:40:37.000]   who told you to flee?
[00:40:37.000 --> 00:40:39.000]   You will be angry in the future.
[00:40:39.000 --> 00:40:43.000]   You will be punished and repent.
[00:40:43.000 --> 00:40:45.000]   Do not speak your mind.
[00:40:45.000 --> 00:40:47.000]   We have Abraham as our ancestor."
[00:40:47.000 --> 00:40:49.000]   What is the Bible talking about?
[00:40:49.000 --> 00:40:50.000]   It's a very special thing.
[00:40:50.000 --> 00:40:53.000]   At that time, the Pharisees and Sadducees
[00:40:53.000 --> 00:40:57.000]   went there to confess their sins and wanted to be baptized.
[00:40:57.000 --> 00:41:00.000]   But Jesus Christ did not baptize them,
[00:41:00.000 --> 00:41:02.000]   even scolded them.
[00:41:02.000 --> 00:41:07.000]   "Spot of the poisonous snake" is a very serious term.
[00:41:07.000 --> 00:41:09.000]   "Spot of the poisonous snake"
[00:41:09.000 --> 00:41:11.000]   means "spot of the devil's descendant".
[00:41:11.000 --> 00:41:12.000]   Why?
[00:41:12.000 --> 00:41:15.000]   Because Jesus Christ told them
[00:41:15.000 --> 00:41:17.000]   they did not repent.
[00:41:17.000 --> 00:41:21.000]   You have to get out of the fire.
[00:41:21.000 --> 00:41:24.000]   "The heart of repentance is within the fire."
[00:41:24.000 --> 00:41:26.000]   That is, they did not confess their sins,
[00:41:26.000 --> 00:41:28.000]   which does not mean repentance.
[00:41:28.000 --> 00:41:29.000]   Many people do today.
[00:41:29.000 --> 00:41:30.000]   Even in the church,
[00:41:30.000 --> 00:41:32.000]   we say we confess our sins and we are baptized,
[00:41:32.000 --> 00:41:34.000]   but we do not repent.
[00:41:34.000 --> 00:41:36.000]   What is confession?
[00:41:36.000 --> 00:41:38.000]   Confession is to tell people that I am guilty.
[00:41:38.000 --> 00:41:43.000]   Even the Jews who betrayed Jesus
[00:41:43.000 --> 00:41:45.000]   know that they are guilty.
[00:41:45.000 --> 00:41:48.000]   The Bible says clearly that they are guilty,
[00:41:48.000 --> 00:41:49.000]   but they did not repent,
[00:41:49.000 --> 00:41:51.000]   so they hanged themselves.
[00:41:51.000 --> 00:41:54.000]   True repentance has two meanings.
[00:41:54.000 --> 00:41:58.000]   The change of thoughts and thoughts
[00:41:58.000 --> 00:42:02.000]   is the change from sin to righteousness.
[00:42:02.000 --> 00:42:03.000]   It is not enough.
[00:42:03.000 --> 00:42:06.000]   It needs to add the change of life,
[00:42:06.000 --> 00:42:07.000]   the change of behavior.
[00:42:07.000 --> 00:42:10.000]   That is, the change of thoughts and behaviors
[00:42:10.000 --> 00:42:14.000]   from sin to righteousness is called repentance.
[00:42:14.000 --> 00:42:17.000]   Knowing sin does not mean repentance.
[00:42:17.000 --> 00:42:20.000]   The change of thoughts and behaviors
[00:42:20.000 --> 00:42:24.000]   from sin to righteousness is called repentance.
[00:42:24.000 --> 00:42:26.000]   If a person knows sin but does not repent,
[00:42:26.000 --> 00:42:29.000]   it is like the Jews who are now cursing the Pharisees.
[00:42:29.000 --> 00:42:31.000]   They have no life fruit.
[00:42:31.000 --> 00:42:34.000]   Because they have never repented in their hearts.
[00:42:34.000 --> 00:42:39.000]   So today's words also refer to Jesus Christ
[00:42:39.000 --> 00:42:41.000]   using the same words,
[00:42:41.000 --> 00:42:42.000]   "You are evil people."
[00:42:42.000 --> 00:42:44.000]   Because the devil went to test God,
[00:42:44.000 --> 00:42:45.000]   tested Jesus Christ.
[00:42:45.000 --> 00:42:47.000]   These people are also testing Jesus Christ.
[00:42:47.000 --> 00:42:48.000]   The same.
[00:42:48.000 --> 00:42:55.000]   Finally, let's look at the passage of the Gospel of the Last Supper.
[00:42:55.000 --> 00:42:56.000]   This passage is very important.
[00:42:56.000 --> 00:43:00.000]   I hope everyone will listen carefully
