
[00:00:00.000 --> 00:00:04.000]  我多謝你拍手掌
[00:34:12.960 --> 00:34:36.960]  因為大家都好落力呢唔放棄同佢講嘢你話幾難做所以我唔係好信太後生結婚會好幸福佢有幾多同人哋有足夠討論嘅人生經驗呢我唔信有喺大學冇中學更加冇佢結婚要有足夠討論呢佢真係未夠個道行耐性係未夠呢個又係一個問題
[00:34:36.960 --> 00:35:05.960]  講呢度呢可能你好有興趣了解不過有個問題產生啦可能你聽完之後真係拗曬頭你覺得你好鍾意呢個老公老婆你覺得呢一世嫁佢娶佢係抵嘅因為係值得咁樣對佢嘅譬如話呢睇完佢嗰條鬼命以後由我煲湯呢個可憐嘅男人從此就超生咁樣即係你諗到呢好鬼偉大好鬼偉大
[00:35:05.960 --> 00:35:34.960]  你覺得你用一個犧牲理論嚟講雖然你話耶穌基督都覺得犧牲咁樣即係係嘛愛教會教會寫幾好犧牲咁樣但係你搞錯咗唔好用犧牲嚟講結婚千祈唔好呢個講咩呢就係呢佢嘅苦佢嘅快樂佢屋企嘅唔開心佢身體嘅病痛同埋佢今日生意成功佢嘅成就佢嘅開放
[00:35:34.960 --> 00:35:55.960]  佢嘅成就佢學業呢樣嘢苦同埋樂都全部同我分享咗豐富咗我嘅生命呀豐富咗我嘅生命我嘅生命呀佢嘅苦佢嘅快樂豐富咗我嘅生命你一啲都唔係犧牲一啲都唔係犧牲
[00:35:55.960 --> 00:36:20.960]  你完全睇到你個婚姻係好美麗佢捱過假設佢返工好多權力鬥爭佢返親嚟就講佢畀人欺負得好慘佢喊你搭住佢肩膀話畀佢聽我明天陪你返工我陪你食早餐同你打氣咁樣佢個快樂佢話佢聽
[00:36:20.960 --> 00:36:45.960]  佢好衰老細走咗啦咁樣好呀我哋一齊慶祝啦咁樣佢個快樂你經歷過有十次一百次苦同快樂其實你生命豐富咗如果你冇咗佢你一世都未見過咁艱難嘅嘢一世未見過咁幸福嘅你都未見過你就係你咁多啫你就係你咁多啫起碼你食咗50%嘅內容喺人生
[00:36:45.960 --> 00:37:07.960]  所以你老公你老婆豐富咗你嘅生命你要多謝佢一啲都唔係叫犧牲你諗掂呢樣嘢呢你真係好開心呢個婚姻帶畀你好好如果你咁樣覺得係唔同咗甚至有一日我以前我太太佢胰臟癌佢豐富咗我生命
[00:37:07.960 --> 00:37:36.960]  因為點解呢我做心理輔導我冇乜能力做嗰番生離死別嘅嘢除非我經歷過兩年過山車咁樣三次復發我完全明白到好緊張係病痛嘅感覺我感覺醫生誤診我經歷過憤怒經歷過搖書經歷過呢樣嘢
[00:37:36.960 --> 00:38:05.960]  所以喺我心裏面人哋同我講呢啲嘢我同佢講我明白我唔係呃你我明白我太太豐富咗我生命所以反而短條講以前我唔係一個報道會嘅講員因為我講嘅係神學嘅理論今日我講嘅係現實人生係乜嘢嘅報道會係唔同喎如果唔係我太太經驗我冇呢個豐富
[00:38:05.960 --> 00:38:34.960]  我諗我只不過係二手嘅資料去講嘢但我今日可以講一手資料呢個好唔同所以你個太太就帶畀你所謂嘅煩惱嘅豐富你個生命點解呀因為你個仔女呀可能仲有更加痛苦嘅人生如果你冇兩公婆相見合璧呀大家一齊畀佢呢個經歷人生嘅資料呀佢捱唔住㗎佢真係捱唔住㗎
[00:38:34.960 --> 00:38:54.960]  佢真係捱唔住呀佢會自殺㗎但佢見到父母咁堅強呀我諗你個仔女佢會話畀你聽我學我爸爸我媽媽佢相信上帝會帶佢渡過信心係要見到堅強嘅榜樣見到呀越經歷過呢唔同嘅唔係聽返嚟嘅係見到呀
[00:38:54.960 --> 00:39:23.960]  又下一個啦今日好似好煩呀但係都講曬佢啦孤獨又嚟自咩呢呢個好嘅工作方嚟嘅Eric Fung有個好精彩嘅解釋佢話呢孤獨就嚟自呢我哋對過去好多留戀嘅嘢所以我哋孤獨呢個又值得兩公婆傾嘅嘢其實我哋兩個分別對過去有咩好留戀呢
[00:39:23.960 --> 00:39:48.960]  例如個太太好鍾意間母校佢某中學畢業好鍾意佢老師佢成日都返嚟講老師教佢乜嘢佢講好多嘢你做老公喺度聽佢話嘩清朝囉呢啲老師你再講落去我真係唔知你講乜嘢你間女校我係男人嚟㗎
[00:39:48.960 --> 00:40:14.960]  你講全部但係佢係留戀於佢過去不停講啲嘢所以佢嫁咗畀個老公好孤獨佢話佢唔明我講咩㗎佢唔明但係我係鍾意講呢啲㗎啦好掛住佢跟住仲講佢阿姨細個點對佢好又講老公就話呢你阿姨死到好耐㗎囉咁樣又講
[00:40:14.960 --> 00:40:36.960]  老到個男人又講我以前踢甲組足球嘅後備一路又講個女人話我唔踢波㗎你喂我又睇你啲相呀好多次啦呢幅相已經咁樣兩個留戀佢過去留戀佢過去
[00:40:36.960 --> 00:41:04.960]  佢話到同一個牆講嘢佢唔明㗎佢就覺得好孤獨我搵我啲friend講我都唔同佢講其實大家都出問題你唔明大家都唔係活在現在大家都唔係活在現在你不停有啲舊相係咁講所以你孤獨所以個老婆老公係坐你隔離㗎但係你孤獨因為你個取材呀係講清朝呀
[00:41:04.960 --> 00:41:25.960]  好孤獨所以我哋要學呢樣嘢過去值得紀念不過唔好日講夜講特別老夫老妻過去好長㗎講極都起碼兩個鐘以上頂唔順㗎你唔好諗下呢個問題為咗佢活在今天
[00:41:25.960 --> 00:41:45.960]  你愛你媽媽每年有一日佢離開世你可以紀念但唔好日日走去紀念因為佢已經有一個亦都值得你愛嘅人同你生活緊
[00:41:45.960 --> 00:42:13.960]  我記得我講畀我好朋友聽我會結婚嘅時候係年半前好朋友第一句同我講好精彩佢係一個大學教授係一個研究生物嘅記住不要比較唔好比較如果你再婚你唔好將你以前識嘅同呢個比較邊個邊個唔好比較我覺得我哋嘅人生呢亦都學唔好比較
[00:42:13.960 --> 00:42:31.960]  唔好講以前點樣好點樣唔好你同而家你嘅生活講唔好比較多啲兩個人一齊諗現在我哋準備活下去活得更好活下去咁樣呢反而兩夫妻係同心好多開心好多
[00:42:31.960 --> 00:43:01.920]  第九個問題呢個咪出事啦就係妒忌妒忌咩嚟嘅呢就係我睇研究資料我鍾意睇呢啲書就係70%嘅異性嘅朋友仍然都係你常常都好欣賞嘅包括咗你嘅舊時嘅拖友老師同事異性嘅
[00:43:01.920 --> 00:43:30.920]  上前個禮拜講福特禮拜四晚講妒忌我睇啲研究資料好有趣喎女人呢好少對妒忌嘅對象係男人㗎喎女人妒忌女人㗎咋喎男人呢就好少妒忌女人㗎喎男人妒忌男人㗎咋喎點解釋呢樣嘢呢唔知呢啲社會心理學但最重要問題呢就係我哋好多時候喺口邊都講讚緊一個異性
[00:43:30.920 --> 00:43:58.920]  女士好多時候讚佢個男嘅上司或者佢嘅院長好叻亦都有時讚自己表哥舅父好叻原來男人聽完好酸嘅好酸嘅其實嗰個女人冇踩個丈夫嘅但佢仲好聽嚟呢就覺得呢我本來第二嗰第三一路跌龍虎幫一路跌緊落去
[00:43:58.920 --> 00:44:28.520]  十格不入起碼呢個世界有九個男人十格有力過我 嘩一路跌係咁跌咁樣呢你唔明白佢老公一路跌緊個感覺呢你唔明㗎原來佢真係會妒忌㗎喎但佢唔講佢唔講畀你聽呢種呢有種即係喺婚姻輔導裏面有一種毀滅傾向嘅就係呢你會將聽呢啲消息嘅人呢係打到佢個心理裏面呢覺得呢就係呢我諗我同你之間
[00:44:28.520 --> 00:44:46.920]  好多嘢都唔好發落喺埋一齊你睇下你幾發落講嗰啲人開心咁投咁走咁樣就可惜個男人呢唔覺意講幾個大件事啦我個秘書幾醒呀我唔記得啲嘢全部佢記得㗎
[00:44:46.920 --> 00:45:08.520]  跟住老婆話咁我唔記得啲嘢好多喎咁樣咁即係佢呢個我記得曬啲嘢喎咁樣其實女性都妒忌喎你同嗰個異性唔好講成話傾計啫你一傾嘅時候揸住幾樣嘢而嗰幾樣嘢啱啱呢你老婆呢係弱點嚟㗎
[00:45:08.520 --> 00:45:23.880]  老婆耳仔都動你㗎喎好多時候呢不過好彩男人唔識睇女人塊面㗎佢纖維肉呢睇唔到佢唔開心㗎佢唔開心同你講佢話呢我今日唔想同你講嘢
[00:45:23.880 --> 00:45:48.040]  其實你唔追返條錄音帶就係佢聽唔到你啲嘢跟住唔想講嘢㗎嘛你啲嘢一定有啲嘢啦你應該查下嘛但係男人通常都唔查㗎你唔追佢講呀我好開心呀今日咁樣你開心埋佢啦咁樣呢啲危險妒忌嘅危險就係你唔知原來呢你破壞咗對方嘅自尊心
[00:45:48.040 --> 00:46:06.200]  咁你話咁會堅強啲咪得囉小心呀人性呢有種程度上係唔堅強到㗎當佢覺得佢個自尊感覺呢係跌破咗一個位呢佢就有困難
[00:46:06.200 --> 00:46:30.840]  所以我成日勸好多人話呢最好嘅辦法就係每日你都將你嘅丈夫太太呢欣賞下呢個係最穩陣嘅嘢等佢覺得佢夠籌碼啦跌咗一個都唔緊要啦嗰啲大籌碼喺度呀咁樣即係要咁樣睇如果唔係佢唔夠籌碼呢佢真係好驚呀真係好驚呀真係跌過底架冇啦咁樣
[00:46:30.840 --> 00:46:55.920]  我好鍾意研究婚姻呢就係如果你哋日嚟我啲工作坊我數嗰啲數字睇下佢話呢最好嘅婚姻呢就係5比1即係話呢如果你同佢少少爭吵譬如話呢你食乾炒牛角肉絲炒麵咁爭吵呢最好就係有五鋪大家都欣賞對方然後一鋪爭吵咁樣係好好多嘅
[00:46:55.920 --> 00:47:18.560]  即係話呢六件傾計呢有五件係正嘅即係你又係我又係大家有眼光五件嘢咁樣即係話呢五鋪又一鋪咁就冇事嘅夠力把如果你話一鋪對一鋪呢就危險啦你啱啱今朝話你我同英雄水落湯跟住話你有冇眼㗎你咁都睇唔到中渣咁樣咁危險啦
[00:47:18.560 --> 00:47:47.120]  因為人點解呢香港問題都係咁樣嘅人呢係好快睇到唔好嘅嘢嘅人睇好嘢好慢㗎近乎係趕唔切已經睇唔到嗰樣嘢㗎啦你唔信你哋做做阿媽啲你一望你個仔呢你覺得你係咪即係好快㗎即係好快㗎即係你睇快呢
[00:47:47.120 --> 00:48:01.840]  但係你睇佢好嘅嘢起碼佢冇著錯物呢你睇唔到嘅即係話呢你睇好嘅嘢呢你覺得唔係好呀呢個危險呀我老公嗰啲嗰啲唔係叫好嗰啲係正常啫
[00:48:01.840 --> 00:48:22.160]  其實你想證明佢唔正常你數數數所以睇壞好快所以做父母呢點樣欺人憎呢就係你睇佢唔好嘢睇得好快數得好快好快所以個細活仔呢感覺到全世界加埋所有衰嘢都唔及我阿媽講咁多
[00:48:22.160 --> 00:48:35.360]  阿媽幾恐怖呀真係好恐怖喎你諗下真係自己恐怖喎全世界加埋喎都唔及一個阿媽講佢衰嘅嘢咁多喎咁佢梗係怕你啦係咪佢咪唔鍾意同你齊
[00:48:35.360 --> 00:48:52.960]  但係如果你五對一嘅比喻唔會有事嘅如果你同你個仔講你話呢你英文好好喎我呢個字我都唔識拼跟住你數好好心算咁快咁即係你15呀15呀唔係18呀咁快計到咁咗
[00:48:52.960 --> 00:49:06.280]  如果你好快脆呢然後然後之後話呢唉不過你知唔知呀你咁樣壓張燈唔係好睇呀後面嗰個眼花咁樣佢冇咁嬲你㗎喎你五比一呀嘛
[00:49:06.280 --> 00:49:22.080]  所以留意下呢樣嘢人呢覺得自己不好呢係更加容易驚你講第二個好㗎佢冇安全感呀如果夠呢佢話呢係我老公笑我不過係佢搵嘢笑一笑啫因為我太好了事實上咁樣呢
[00:49:22.080 --> 00:49:31.040]  咁樣冇事嘅好喇第十啦呢個呢就緊要啦就係竟然間發現到呢呢個一個好好嘅研究呢
[00:49:31.040 --> 00:49:40.240]  竟然發現到呢就係我哋唔識應付呢一啲快樂嘅事情呀呢個值得你諗下
[00:49:40.240 --> 00:49:58.800]  咩叫快樂事情呢今日下午到黃昏呢係好快樂嘅事情嚟㗎但我哋好淡然咁過㗎好淡然咁過㗎
[00:49:58.800 --> 00:50:28.240]  我唔知你試過裝修間屋嘅經驗當你去返間唔同嘅時候你好快樂好快樂甚至你會話呢你買張新嘅凳返屋企呀你好快樂好快樂但係人好奇怪嘅應付快樂嘅遭遇呢我哋唔識得一齊呢去享受下感覺嘅唔識好快就講完咗你買一張凳咁樣幾錢咁樣嘩貴啲喎咁樣即係行咗去啦你坐下先啦
[00:50:28.240 --> 00:50:44.880]  可能好值呢係咪你唔坐過你就話咩貴你唔識得去享受啲快樂嘅事呀你大家去講啦所以有時兩夫妻你見到有兩夫妻好開心嘅情況就係大家不停咁讚嘅譬如去一間服務好好態度嘅酒樓
[00:50:44.880 --> 00:51:05.600]  我哋兩個好鍾意去海頤半島嗰啲酒樓又平又好食嗰啲呢個女士又好個部長又好你啲客都好好講幾好成把都好好啲嘢又好食又抵好好享受呢係好快樂係超過你攞百幾二百蚊食嘢嘅感覺嘅
[00:51:05.600 --> 00:51:29.920]  但偏偏我哋好多時候覺得一立就跳過咗所以好容易變咗又有困難出現我哋搵唔到喺埋一齊開心講呢度為止結尾呢沙士比亞嘅說話呢好好佢話呢你唔快樂因為你永遠都追求緊一啲嘢係你唔會有嘅
[00:51:29.920 --> 00:51:59.840]  你唔快樂因為你成日都追求一啲嘢你係唔會有嘅 譬如話摸鏡摸鏡可唔可以再靚啲咁樣 後生啲咁樣你唔快樂你追求一啲嘢譬如話我老公快啲發啦快啲發啦咁樣你成日都追求一啲嘢你唔會有嘅你唔會有或者我仔快啲聰明啲超自超自咁樣你成日都呢個補習社仲未超自嘅咁樣你成日都追求一啲嘢你係唔會有嘅所以你唔快樂你唔快樂你忘記咗你已經有嘅快樂你忘記咗你忘記咗
[00:51:59.840 --> 00:52:12.640]  所以一陣間開會你哋分組 傳道書第九章第九節即係個個字值得你答㗎 在你虛空嘅人生 虛空嘅人生
[00:52:12.640 --> 00:52:30.240]  神所賜日光之下虛空的歲月 即係你哋兩公婆俾你哋兩個喺埋一齊 好似冇內容但係有過緊嘅日子
[00:52:30.240 --> 00:52:46.080]  你要與你嘅愛妻快樂度日 你同你鍾意嘅太太快樂度日 因為這時你一生在日光之下所得到嘅快樂
[00:52:46.080 --> 00:52:54.880]  日光之下你勞碌做咁多嘢 你要得嘅其實就係同你愛嘅人 快樂度日
[00:52:54.880 --> 00:53:04.560]  竟然間你忘記咗已經有呢個快樂 你忘記咗 我真係唔想有一日你到佢安息禮拜嘅時候
[00:53:04.560 --> 00:53:15.920]  就話我唔捨得佢 其實你已經過咗好多日子好好啦 已經好好啦 所以我覺得呢個題目好好
[00:53:15.920 --> 00:53:29.200]  我覺得一生好值得研究 我希望你哋學咗個Consultant 即係我出年去雪梨有個中國人夫妻嘅訓練
[00:53:29.200 --> 00:53:38.160]  喺外國呢 譬如我喺Melbourne 覺得好危險嘅 兩夫妻係 個原因就係咩呢 就係好單調嘅生活
[00:53:38.160 --> 00:53:45.680]  喺教會去完之後 個下晝 禮拜日下晝 禮拜日晚 聽早一早就起身返工
[00:53:45.680 --> 00:53:53.200]  咁又一個禮拜 過下一個禮拜 過下一個禮拜 好黑板 好黑板 食嘢好黑板
[00:53:53.200 --> 00:54:01.840]  唔係好似你咁搞咁多又蟹又成嗰啲咁嘅嘢 即係但係嗰啲夫妻關係就係日日都係咁樣流水作業
[00:54:01.840 --> 00:54:08.480]  真係虛空嘅歲月 但係你唔知喺裏面有好多快樂你唔識尋找 佢都唔識尋找
[00:54:08.480 --> 00:54:14.240]  咁所以希望有機會大家多啲一齊研究下呢個課題 所以我未講嘅就係
[00:54:14.240 --> 00:54:22.560]  咁如果有困難如何解決呢 同埋為乜嘢呢個困難呢 呢兩個好值得諗嘅問題就係
[00:54:22.560 --> 00:54:29.040]  我諗喺團契生活裏面一齊去探討嘅嘢 時間關係呢因為我上北角堂講黃昏聚會
[00:54:29.040 --> 00:54:33.680]  所以好多謝大家多謝你哋 我遲啲會參加你團契㗎啦多謝你
[00:54:33.680 --> 00:54:35.680]  多謝
[00:54:35.680 --> 00:54:37.680]  多謝
[00:54:37.680 --> 00:54:39.680]  多謝
[00:54:39.680 --> 00:54:41.680]  多謝
[00:54:41.680 --> 00:54:43.680]  多謝
[00:54:43.680 --> 00:54:45.680]  多謝
[00:54:45.680 --> 00:54:47.680]  多謝
[00:54:47.680 --> 00:54:49.680]  多謝
[00:54:49.680 --> 00:54:51.680]  多謝
[00:54:51.680 --> 00:54:53.680]  多謝
[00:54:53.680 --> 00:54:56.680]  (字幕由 Amara.org 社群提供)

