
[00:00:00.000 --> 00:00:04.280]  各位大型節目的人們 平安
[00:15:28.520 --> 00:15:31.560]  在溫哥華裡面都有很多小巷
[00:15:31.560 --> 00:15:33.680]  小巷有兩個特色
[00:15:33.680 --> 00:15:35.240]  我一直觀察了這幾年
[00:15:35.240 --> 00:15:36.800]  其中一樣當然那些垃圾桶
[00:15:36.800 --> 00:15:38.800]  好像這個那些綠桶
[00:15:38.800 --> 00:15:40.000]  就擺在外面
[00:15:40.000 --> 00:15:43.080]  是不是綠色的大垃圾桶
[00:15:43.080 --> 00:15:44.920]  另外這裡特意我不拍一幅
[00:15:44.920 --> 00:15:47.560]  就是有很多貧窮
[00:15:47.560 --> 00:15:49.400]  可能有些是吸毒
[00:15:49.400 --> 00:15:52.160]  總言之他們就是一些貧窮的人
[00:15:52.160 --> 00:15:55.480]  我看到有些有張很舊的床褥
[00:15:55.480 --> 00:15:58.720]  他們就睡在那裡
[00:15:58.720 --> 00:16:01.480]  在不同的先進城市裡面
[00:16:01.480 --> 00:16:05.400]  都會有這些大街小巷
[00:16:05.400 --> 00:16:08.560]  耶穌他當然強調城市宣教
[00:16:08.560 --> 00:16:12.520]  但是他都是關心鄉村裡面的人
[00:16:12.520 --> 00:16:14.280]  在路加封13:22那裡
[00:16:14.280 --> 00:16:15.960]  他說耶穌往耶路撒冷去
[00:16:15.960 --> 00:16:20.280]  在所經過的各城各鄉教訓人
[00:16:20.280 --> 00:16:21.520]  所以這裡並不是說
[00:16:21.520 --> 00:16:23.520]  耶穌只是重點說城市宣教
[00:16:23.520 --> 00:16:25.840]  不是 是城市鄉村
[00:16:25.840 --> 00:16:27.960]  耶穌都著重的
[00:16:27.960 --> 00:16:29.280]  下一節你會看到
[00:16:29.280 --> 00:16:30.760]  就是下一張PowerPoint
[00:16:30.760 --> 00:16:35.440]  你會看到原文和英文
[00:16:35.440 --> 00:16:36.400]  你看到第二個
[00:16:36.400 --> 00:16:38.480]  他說是City和Town
[00:16:38.480 --> 00:16:39.800]  然後那個就是Village
[00:16:39.800 --> 00:16:41.160]  Village上面那個字
[00:16:41.160 --> 00:16:43.560]  就是剛才Commie的希臘文
[00:16:43.560 --> 00:16:46.080]  剛才你看到City或者Town
[00:16:46.080 --> 00:16:50.800]  城市上面那個就是Police那個字
[00:16:50.800 --> 00:16:54.520]  我們看回剛才說的那十章一節那裡
[00:16:54.520 --> 00:16:57.600]  他說這些事後主另外找了一幫人
[00:16:57.600 --> 00:16:59.320]  七十多人 七十二人
[00:16:59.320 --> 00:17:03.280]  差遣他們去各城各地去做些什麼
[00:17:03.280 --> 00:17:05.160]  我們開始了 落地了
[00:17:05.160 --> 00:17:07.640]  如果當日耶穌要去城裡面
[00:17:07.640 --> 00:17:09.000]  叫那些門徒做
[00:17:09.000 --> 00:17:11.200]  今天我們在城裡面
[00:17:11.200 --> 00:17:12.040]  我們要做些什麼
[00:17:12.040 --> 00:17:15.400]  我們要怎麼效法這只大牛
[00:17:15.400 --> 00:17:16.760]  所以耶穌這裡
[00:17:16.760 --> 00:17:18.200]  他選人是怎樣的
[00:17:18.200 --> 00:17:20.960]  兩個 兩個的
[00:17:20.960 --> 00:17:21.720]  其實你可以想到
[00:17:21.720 --> 00:17:26.680]  就是他們在負耶穌給他們的額
[00:17:26.680 --> 00:17:29.120]  耶穌教他們怎麼去傳福音
[00:17:29.120 --> 00:17:34.200]  怎麼來做他的城市事工
[00:17:34.200 --> 00:17:35.240]  他對他們說
[00:17:35.240 --> 00:17:38.520]  要收的莊稼多 做工的人少
[00:17:38.520 --> 00:17:41.200]  所以你們要求莊稼的主
[00:17:41.200 --> 00:17:44.720]  差遣做工的人出去收他的莊稼
[00:17:44.720 --> 00:17:47.360]  就是說這個和強很大
[00:17:47.360 --> 00:17:48.640]  他要找工人去收
[00:17:48.640 --> 00:17:51.680]  其實就是說很多人需要信仰
[00:17:51.680 --> 00:17:54.800]  需要被拯救 需要福音
[00:17:54.800 --> 00:17:57.840]  在城市裡面特別是有很大的需要
[00:17:57.840 --> 00:17:59.680]  因為剛才說有不同的宗教
[00:17:59.680 --> 00:18:01.960]  有不同的價值觀
[00:18:01.960 --> 00:18:05.600]  但是願意相信的人是很少
[00:18:05.600 --> 00:18:08.640]  就是說需要的工人很多
[00:18:08.640 --> 00:18:10.160]  接著第三節說
[00:18:10.160 --> 00:18:11.520]  他說你們去吧
[00:18:11.520 --> 00:18:13.640]  看 我差你們出去
[00:18:13.640 --> 00:18:16.800]  如同羔羊進入狼群
[00:18:16.800 --> 00:18:18.400]  這個就是城市的特色
[00:18:18.400 --> 00:18:21.520]  城市是充滿著很多險惡的
[00:18:21.520 --> 00:18:24.160]  有時真的你不知道那些人好像幫你
[00:18:24.160 --> 00:18:25.520]  好像對你好
[00:18:25.520 --> 00:18:29.920]  但是原來他們是有其他 有所圖的
[00:18:29.920 --> 00:18:32.000]  你不知道 因為很危險
[00:18:32.000 --> 00:18:32.880]  所以他說你們去吧
[00:18:32.880 --> 00:18:34.520]  你們要看清楚
[00:18:34.520 --> 00:18:35.600]  我差你們出去
[00:18:35.600 --> 00:18:37.400]  好像你們是羔羊
[00:18:37.400 --> 00:18:38.640]  你們是瞞徒
[00:18:38.640 --> 00:18:41.840]  你們要進入狼群裡面
[00:18:41.840 --> 00:18:43.480]  但是都要去
[00:18:43.480 --> 00:18:44.720]  無論你去到哪裡
[00:18:44.720 --> 00:18:47.080]  你才要說願者家平安
[00:18:47.080 --> 00:18:50.320]  其實是將那個平安帶給這個社會
[00:18:50.320 --> 00:18:53.280]  因為在城市裡面有一個特色也是
[00:18:53.280 --> 00:18:55.880]  就是很多人都不平安
[00:18:55.880 --> 00:18:57.080]  因為為了生活
[00:18:57.080 --> 00:18:58.320]  可能是太擠逼
[00:18:58.320 --> 00:19:02.200]  以至很多關係的破裂
[00:19:02.200 --> 00:19:04.600]  哪裡若有當得平安的人
[00:19:04.600 --> 00:19:07.520]  你們所求的平安就必臨到那家
[00:19:07.520 --> 00:19:09.600]  不然將歸還你們
[00:19:09.600 --> 00:19:11.760]  這裡就是叫他們去做的時候
[00:19:11.760 --> 00:19:13.600]  你要將平安帶給人
[00:19:13.600 --> 00:19:15.520]  將平安的信息帶給人
[00:19:15.520 --> 00:19:19.280]  一會兒會說耶穌叫他們宣揚一個什麼信息
[00:19:19.280 --> 00:19:21.520]  但是如果那些人不接受你的
[00:19:21.520 --> 00:19:22.240]  不用擔心
[00:19:22.240 --> 00:19:26.480]  那些平安都會落到門徒的身上
[00:19:26.480 --> 00:19:28.680]  很實際的就是說你們要住在那一家
[00:19:28.680 --> 00:19:31.840]  就是如果那一家人願意接待你的
[00:19:31.840 --> 00:19:33.560]  你就住在他們那裡
[00:19:33.560 --> 00:19:34.760]  那你就會如何呢?
[00:19:34.760 --> 00:19:36.760]  「吃喝他們所供給的
[00:19:36.760 --> 00:19:39.360]  因為供人得供錢是應當的
[00:19:39.360 --> 00:19:41.200]  不要從者家搬到那家」
[00:19:41.200 --> 00:19:43.240]  就是說如果那個人接待你
[00:19:43.240 --> 00:19:45.480]  你不用覺得羞愧或者不好意思
[00:19:45.480 --> 00:19:47.520]  因為你是在幫上帝做功
[00:19:47.520 --> 00:19:49.800]  上帝派了人去接待你的時候
[00:19:49.800 --> 00:19:51.520]  你就讓他來接待
[00:19:51.520 --> 00:19:55.600]  因為供人得供價是應該的
[00:19:55.600 --> 00:19:57.800]  去到第十章八節
[00:19:57.800 --> 00:19:59.400]  「他們無論盡那一成」
[00:19:59.400 --> 00:20:00.280]  你又看到了
[00:20:00.280 --> 00:20:04.360]  耶穌真的叫他們一直在不同的城裡進去
[00:20:04.360 --> 00:20:06.120]  「人若接待你們
[00:20:06.120 --> 00:20:08.240]  給你們擺上什麼食物
[00:20:08.240 --> 00:20:09.280]  你們就吃什麼」
[00:20:09.280 --> 00:20:11.520]  就是不要戒飲則食
[00:20:11.520 --> 00:20:14.840]  還有帶著這樣的心去接受
[00:20:14.840 --> 00:20:16.600]  人家會給你住
[00:20:16.600 --> 00:20:17.560]  給你吃
[00:20:17.560 --> 00:20:20.000]  第九節就是說一個很重要的工作
[00:20:20.000 --> 00:20:22.800]  到今天都仍然在城市裡面
[00:20:22.800 --> 00:20:25.280]  我們身為基督徒是要做的
[00:20:25.280 --> 00:20:29.400]  「要醫治那城裡的病人
[00:20:29.400 --> 00:20:30.680]  對他們說
[00:20:30.680 --> 00:20:35.480]  神的國臨近你們了」
[00:20:35.480 --> 00:20:38.800]  「神的國臨近你們了」
[00:20:38.800 --> 00:20:42.360]  原來我們做基督徒
[00:20:42.360 --> 00:20:46.480]  很應該將平安帶給人是嗎?
[00:20:46.480 --> 00:20:48.000]  一件很實際的工作
[00:20:48.000 --> 00:20:51.480]  就是要醫治那城裡的病人
[00:20:51.480 --> 00:20:54.680]  城裡面多不多病人?
[00:20:54.680 --> 00:20:56.520]  當然身體上的病
[00:20:56.560 --> 00:20:57.560]  我們沒有讀過醫科
[00:20:57.560 --> 00:21:00.040]  不可以醫治
[00:21:00.040 --> 00:21:02.720]  但是心靈的病
[00:21:02.720 --> 00:21:06.320]  很多人有心靈的病
[00:21:06.320 --> 00:21:08.120]  其實不要說這一年
[00:21:08.120 --> 00:21:09.440]  就算一年多之前
[00:21:09.440 --> 00:21:11.920]  當新冠病毒一來的時候
[00:21:11.920 --> 00:21:13.680]  開始就要封城
[00:21:13.680 --> 00:21:16.040]  人們可以出去
[00:21:16.040 --> 00:21:20.640]  是 交通的意外率是少了
[00:21:20.640 --> 00:21:23.600]  但是什麼的率高了?
[00:21:23.600 --> 00:21:25.160]  家庭的暴力
[00:21:25.160 --> 00:21:27.200]  家庭的不和
[00:21:27.200 --> 00:21:29.800]  因為大家在一個家裡
[00:21:29.800 --> 00:21:31.640]  可能很多人不懂處理情緒
[00:21:31.640 --> 00:21:33.080]  可能又要home office
[00:21:33.080 --> 00:21:37.480]  家裡可能又有很多不同的要配合
[00:21:37.480 --> 00:21:40.440]  很多人真的心理上有病
[00:21:40.440 --> 00:21:42.960]  我們基督徒可不可以
[00:21:42.960 --> 00:21:45.400]  將平安帶給他呢?
[00:21:45.400 --> 00:21:47.000]  一會兒我會說多一點
[00:21:47.000 --> 00:21:48.120]  怎麼帶
[00:21:48.120 --> 00:21:49.840]  人家真的有心理的病
[00:21:49.840 --> 00:21:51.360]  我們又不是心理醫生
[00:21:51.360 --> 00:21:52.640]  我們怎麼可以做
[00:21:52.640 --> 00:21:54.720]  一會兒在落地的時候說應用
[00:21:54.720 --> 00:21:55.760]  我會說多一點
[00:21:55.760 --> 00:21:57.280]  但是耶穌在這裡和他們說
[00:21:57.280 --> 00:21:59.080]  怎麼醫治那些病人呢?
[00:21:59.080 --> 00:22:01.800]  有一句很重要的說話
[00:22:01.800 --> 00:22:02.880]  就是下面那句
[00:22:02.880 --> 00:22:10.080]  神的國臨近你們了
[00:22:10.080 --> 00:22:14.200]  這個其實是給人一個很大的盼望
[00:22:14.200 --> 00:22:15.520]  今天可能很多的地方
[00:22:15.520 --> 00:22:16.400]  很多的城市
[00:22:16.400 --> 00:22:17.320]  他們很不安
[00:22:17.320 --> 00:22:19.240]  不安的原因可能是經濟
[00:22:19.240 --> 00:22:21.600]  不安的原因可能是政治
[00:22:21.600 --> 00:22:23.760]  因為他們覺得沒有公義
[00:22:23.760 --> 00:22:25.120]  但是現在這句話
[00:22:25.120 --> 00:22:27.040]  耶穌說神的國臨近了
[00:22:27.040 --> 00:22:28.560]  是在說盼望
[00:22:28.560 --> 00:22:30.920]  說公義將要臨到
[00:22:30.920 --> 00:22:33.040]  是會臨到
[00:22:33.040 --> 00:22:34.000]  這個是耶穌
[00:22:34.000 --> 00:22:36.720]  是上帝的一個應許
[00:22:36.720 --> 00:22:38.560]  還有當你熟悉的時候
[00:22:38.560 --> 00:22:40.120]  在路加封十六章
[00:22:40.120 --> 00:22:42.560]  說到財主和拉撒路
[00:22:42.560 --> 00:22:45.920]  這個怎麼說到神的國臨近的重要
[00:22:45.920 --> 00:22:49.080]  就是有神的國的重要
[00:22:49.080 --> 00:22:50.920]  就是你現在在看
[00:22:50.920 --> 00:22:51.880]  這裡說的是什麼
[00:22:51.880 --> 00:22:54.680]  有個財主他穿著紫色的袍
[00:22:54.680 --> 00:22:56.680]  細麻衣的衣服
[00:22:56.680 --> 00:22:59.080]  這個一定是有錢人
[00:22:59.080 --> 00:23:01.240]  天天奢華艷樂
[00:23:01.240 --> 00:23:02.120]  現在你好像說
[00:23:02.120 --> 00:23:05.040]  看到一些人真的很揮霍的
[00:23:05.040 --> 00:23:06.640]  花很多錢的
[00:23:06.640 --> 00:23:08.120]  但是又有一個土飯人
[00:23:08.120 --> 00:23:10.160]  這一刻你會想到
[00:23:10.160 --> 00:23:13.280]  可能在我們身處住的地方
[00:23:13.280 --> 00:23:14.720]  就是很多富裕的房子
[00:23:14.720 --> 00:23:15.960]  旁邊就是有
[00:23:15.960 --> 00:23:17.360]  剛才我給你看
[00:23:17.360 --> 00:23:18.240]  一個土飯人
[00:23:18.240 --> 00:23:20.840]  可能抱著他的小狗
[00:23:20.840 --> 00:23:21.680]  有一個土飯人
[00:23:21.680 --> 00:23:22.520]  叫拉撒路
[00:23:22.520 --> 00:23:24.440]  混身上倉
[00:23:24.440 --> 00:23:27.120]  這個衛生環境比現在更差
[00:23:27.120 --> 00:23:29.480]  被人放在財主的門口
[00:23:29.480 --> 00:23:31.240]  人家故意放在財主的門口
[00:23:31.240 --> 00:23:34.840]  希望可以有些救濟
[00:23:34.840 --> 00:23:36.560]  他想得到財主
[00:23:36.560 --> 00:23:39.120]  桌上掉下來的零食衝擊
[00:23:39.120 --> 00:23:42.560]  甚至還有狗來舔他的倉
[00:23:42.560 --> 00:23:43.840]  很想他吃剩了
[00:23:43.840 --> 00:23:45.040]  扔出街的東西
[00:23:45.040 --> 00:23:46.200]  我可以吃
[00:23:46.200 --> 00:23:48.160]  其實香港現在也有些
[00:23:48.160 --> 00:23:50.880]  有些homeless那些人
[00:23:50.880 --> 00:23:53.000]  他們真的要在快餐店
[00:23:53.000 --> 00:23:54.160]  扔出來的東西
[00:23:54.160 --> 00:23:56.520]  然後找垃圾桶來吃
[00:23:56.520 --> 00:23:57.920]  每天都在發生
[00:23:57.920 --> 00:24:00.960]  在我們的城市
[00:24:00.960 --> 00:24:03.000]  後來那個土飯人死了
[00:24:03.000 --> 00:24:04.320]  被天使帶去
[00:24:04.320 --> 00:24:07.440]  放在阿伯拉罕的懷裡面
[00:24:07.440 --> 00:24:08.840]  財主也會死
[00:24:08.840 --> 00:24:09.680]  多有錢的
[00:24:09.680 --> 00:24:11.280]  多貧窮的都會死
[00:24:11.280 --> 00:24:13.320]  也埋葬了
[00:24:13.320 --> 00:24:14.920]  然後聖經繼續說到
[00:24:14.920 --> 00:24:17.520]  他說在陰間的時候
[00:24:17.520 --> 00:24:18.320]  在最後的那一節
[00:24:18.320 --> 00:24:18.760]  23節
[00:24:18.760 --> 00:24:19.960]  在陰間的時候
[00:24:19.960 --> 00:24:22.320]  舉目遠遠的看見阿伯拉罕
[00:24:22.320 --> 00:24:25.320]  又看見拉薩羅在他的懷裡面
[00:24:25.320 --> 00:24:28.040]  這個為什麼說上帝的國臨近是重要的
[00:24:28.040 --> 00:24:31.400]  有機會大家可以再看這個比喻
[00:24:31.400 --> 00:24:36.880]  就是說有一天神的國會臨到有一天
[00:24:36.880 --> 00:24:38.520]  有一幫人一定會在天國裡面
[00:24:38.520 --> 00:24:39.360]  在天國裡面
[00:24:39.360 --> 00:24:42.640]  他們會得到愛護
[00:24:42.640 --> 00:24:43.160]  是
[00:24:43.160 --> 00:24:44.560]  今天這個環境沒有變
[00:24:44.560 --> 00:24:46.120]  好像上次我說到的那樣
[00:24:46.120 --> 00:24:47.120]  我們實際環境
[00:24:47.120 --> 00:24:49.240]  可能他是一個黑丐
[00:24:49.240 --> 00:24:51.120]  他仍然是做黑丐
[00:24:51.120 --> 00:24:52.680]  但是問題是
[00:24:52.680 --> 00:24:53.480]  有沒有基督徒
[00:24:53.480 --> 00:24:55.080]  有沒有那些有錢的人
[00:24:55.080 --> 00:24:57.880]  可以真的將一些東西分給他們
[00:24:57.880 --> 00:24:59.800]  去舒緩他們現實
[00:24:59.800 --> 00:25:03.280]  現在面對的情況
[00:25:03.280 --> 00:25:04.120]  我們繼續看
[00:25:04.120 --> 00:25:06.560]  就是說剛才說到的那72人
[00:25:06.560 --> 00:25:09.480]  他們真的去城市宣教
[00:25:09.480 --> 00:25:10.400]  回來之後
[00:25:10.400 --> 00:25:12.600]  那72人歡歡喜喜地回來
[00:25:12.600 --> 00:25:13.760]  就說主啊
[00:25:13.760 --> 00:25:14.600]  因為禰的名字
[00:25:14.600 --> 00:25:16.760]  就算是鬼也服了我們
[00:25:16.760 --> 00:25:17.880]  耶穌和他們說
[00:25:17.880 --> 00:25:22.360]  我看見撒旦從天上墜落像閃電一樣
[00:25:22.360 --> 00:25:23.680]  我已經給你們權柄
[00:25:23.680 --> 00:25:25.400]  可以踐踏蛇和蠍子
[00:25:25.400 --> 00:25:28.000]  有勝過仇敵一切的能力
[00:25:28.000 --> 00:25:29.840]  沒有東西可以傷害到你們
[00:25:29.840 --> 00:25:32.920]  然而不要因靈服了你們
[00:25:32.920 --> 00:25:33.440]  就歡喜
[00:25:33.440 --> 00:25:35.480]  就是那個邪靈
[00:25:35.480 --> 00:25:40.560]  而是要因你們的名記錄在天上歡喜
[00:25:40.560 --> 00:25:42.360]  各位弟兄姐妹
[00:25:42.360 --> 00:25:44.200]  城市宣教其中一件很重要
[00:25:44.200 --> 00:25:45.240]  給我們很大的祝福
[00:25:45.240 --> 00:25:47.240]  就是說當你在城市裡面
[00:25:47.240 --> 00:25:49.160]  去祝福人的時候
[00:25:49.160 --> 00:25:50.840]  第一 上帝知道的
[00:25:50.840 --> 00:25:52.760]  你的名會記錄了
[00:25:52.760 --> 00:25:54.600]  你是有獎賞的
[00:25:54.600 --> 00:25:55.800]  就算你祝福別人
[00:25:55.800 --> 00:25:57.120]  別人不接受你
[00:25:57.120 --> 00:25:58.000]  不要緊的
[00:25:58.000 --> 00:25:59.880]  祂不是拒絕你
[00:25:59.880 --> 00:26:02.000]  祂是拒絕神的道理
[00:26:02.000 --> 00:26:04.680]  你一樣有祝福
[00:26:04.680 --> 00:26:05.520]  而在這裡很想
[00:26:05.520 --> 00:26:07.200]  我們開始更加落地
[00:26:07.200 --> 00:26:09.680]  就是說今天的城市宣教
[00:26:09.680 --> 00:26:10.920]  有什麼重要
[00:26:10.920 --> 00:26:14.840]  我們可以怎麼做城市宣教
[00:26:14.840 --> 00:26:17.080]  在《路加福音4:42》那裡
[00:26:17.080 --> 00:26:18.920]  曾經說到有一天天亮的時候
[00:26:18.920 --> 00:26:19.800]  耶穌出來了
[00:26:19.800 --> 00:26:21.720]  走到荒野的地方
[00:26:21.720 --> 00:26:22.560]  眾人就去找祂
[00:26:22.560 --> 00:26:24.680]  因為很多人去找祂
[00:26:24.680 --> 00:26:25.720]  到了那裡
[00:26:25.720 --> 00:26:26.800]  要留著祂
[00:26:26.800 --> 00:26:27.520]  不讓祂走
[00:26:27.520 --> 00:26:29.040]  因為祂當然好
[00:26:29.040 --> 00:26:30.000]  講道又好
[00:26:30.000 --> 00:26:30.800]  又激勵人
[00:26:30.800 --> 00:26:32.480]  然後又醫病又趕鬼
[00:26:32.480 --> 00:26:33.680]  當然不想祂走
[00:26:33.680 --> 00:26:35.200]  但是耶穌怎麼說
[00:26:35.200 --> 00:26:35.920]  耶穌和他們說
[00:26:35.920 --> 00:26:38.720]  祂說我也必須在別的城
[00:26:38.720 --> 00:26:40.920]  就是我在你們這個城裡面做完工作
[00:26:40.920 --> 00:26:43.640]  不只是服侍你們這個城
[00:26:43.640 --> 00:26:45.720]  這個城可能耶穌覺得夠了
[00:26:45.720 --> 00:26:47.120]  祂就去另一個城
[00:26:47.120 --> 00:26:48.880]  祂說我也必須在別的城
[00:26:48.880 --> 00:26:52.760]  全神的國的福音
[00:26:52.760 --> 00:26:54.520]  因我奉差遣
[00:26:54.520 --> 00:26:55.920]  原是為此
[00:26:55.920 --> 00:26:57.720]  大家記住了
[00:26:57.720 --> 00:26:59.400]  你那只大牛
[00:26:59.400 --> 00:27:01.240]  一路帶著你的時候
[00:27:01.240 --> 00:27:02.360]  耶穌一路做
[00:27:02.360 --> 00:27:03.960]  原來祂來到這個世界
[00:27:03.960 --> 00:27:05.000]  原是為此
[00:27:05.000 --> 00:27:06.480]  就是全神的福音
[00:27:06.480 --> 00:27:09.160]  我們也帶著使命
[00:27:09.160 --> 00:27:13.120]  我們要去將福音傳遍
[00:27:13.120 --> 00:27:14.840]  所以你什麼時候將福音傳遍
[00:27:14.840 --> 00:27:16.640]  你什麼時候就在做耶穌的事
[00:27:16.640 --> 00:27:18.480]  你什麼時候不傳福音
[00:27:18.480 --> 00:27:19.960]  你就沒有做到
[00:27:19.960 --> 00:27:23.320]  耶穌所要求我們去學習的事
[00:27:23.320 --> 00:27:25.560]  為什麼說城市宣教重要
[00:27:25.560 --> 00:27:27.680]  因為可能我們很多時候
[00:27:27.680 --> 00:27:31.680]  我們一路想宣教就是海外的
[00:27:31.680 --> 00:27:32.840]  但是這兩年
[00:27:32.840 --> 00:27:35.280]  可能我們很多海外的宣教
[00:27:35.280 --> 00:27:38.240]  都被逼要停止了
[00:27:38.240 --> 00:27:39.200]  都要攔阻了
[00:27:39.200 --> 00:27:40.160]  是不是
[00:27:40.160 --> 00:27:41.800]  因為很多的國家
[00:27:41.800 --> 00:27:43.800]  要麼就人家封城
[00:27:43.800 --> 00:27:45.480]  好像現在澳洲
[00:27:45.480 --> 00:27:47.600]  要麼就自己要封城
[00:27:47.600 --> 00:27:49.320]  好像之前有新聞都說到
[00:27:49.320 --> 00:27:50.800]  加拿大不同的地方
[00:27:50.800 --> 00:27:52.680]  都實施有限度封城
[00:27:52.680 --> 00:27:54.320]  或者很多不同的國家
[00:27:54.320 --> 00:27:56.160]  好像泰國現在都說
[00:27:56.160 --> 00:27:59.360]  很難去做宣教了
[00:27:59.360 --> 00:28:02.440]  如果你只是以前你的思想
[00:28:02.440 --> 00:28:03.640]  你的思維只是說
[00:28:03.640 --> 00:28:06.280]  宣教就是海外了
[00:28:06.280 --> 00:28:07.480]  海外是
[00:28:07.480 --> 00:28:09.040]  你很有熱衷
[00:28:09.040 --> 00:28:11.440]  可能叫很多頂尖妹去幫你祈禱
[00:28:11.440 --> 00:28:14.520]  然後你又籌款去做
[00:28:14.520 --> 00:28:16.240]  但是問題是
[00:28:16.240 --> 00:28:17.240]  原來要宣教
[00:28:17.240 --> 00:28:18.760]  不一定要海外的
[00:28:18.760 --> 00:28:21.680]  或者現在不讓你宣教
[00:28:21.680 --> 00:28:23.520]  現在看了很多的文獻
[00:28:23.520 --> 00:28:26.680]  它說是城市化
[00:28:26.680 --> 00:28:28.360]  什麼叫城市化
[00:28:28.360 --> 00:28:30.880]  原來城市化可以帶來不同的挑戰
[00:28:30.880 --> 00:28:32.920]  和福音的機遇
[00:28:32.920 --> 00:28:33.920]  我們看看
[00:28:33.920 --> 00:28:37.320]  城市的人口在上一個世紀的8%
[00:28:37.320 --> 00:28:42.520]  到世紀末已經到50%了
[00:28:42.520 --> 00:28:46.800]  原來人口在100萬以上的城市
[00:28:46.800 --> 00:28:48.480]  已經超過了500個
[00:28:48.480 --> 00:28:50.600]  這個大約的數字是2019年
[00:28:50.600 --> 00:28:53.680]  就是現在一直都在高的
[00:28:53.680 --> 00:28:57.760]  那裡是看聯合國的一些統計
[00:28:57.760 --> 00:29:00.920]  現在每星期有300萬人
[00:29:00.920 --> 00:29:02.840]  是遷入城市
[00:29:02.840 --> 00:29:05.160]  就是說在鄉村進城市
[00:29:05.160 --> 00:29:07.720]  它現在預計2025年城市的人口
[00:29:07.720 --> 00:29:10.520]  就會達到60%
[00:29:10.520 --> 00:29:12.560]  到預計2050年
[00:29:12.560 --> 00:29:15.640]  城市人口已經達到70%
[00:29:15.640 --> 00:29:17.240]  那急速的城市化
[00:29:17.240 --> 00:29:18.200]  帶來很多衝擊
[00:29:18.200 --> 00:29:19.880]  剛才說的那些
[00:29:19.880 --> 00:29:22.880]  很多的生活指數
[00:29:22.880 --> 00:29:24.720]  那些住屋的困難
[00:29:24.720 --> 00:29:26.040]  很多挑戰
[00:29:26.040 --> 00:29:29.480]  而城市教會的增長
[00:29:29.480 --> 00:29:33.520]  遠遠落後人口的增長
[00:29:33.520 --> 00:29:35.000]  接著讓你看一看
[00:29:35.000 --> 00:29:36.560]  有38個
[00:29:36.560 --> 00:29:38.080]  我們不是叫大城市
[00:29:38.080 --> 00:29:40.000]  這個叫Mega Cities
[00:29:40.000 --> 00:29:41.960]  超級大的城市
[00:29:41.960 --> 00:29:43.760]  在2019年的數字
[00:29:43.760 --> 00:29:45.520]  這裡看不到不要緊的
[00:29:45.520 --> 00:29:49.480]  日本的橫濱市是第一位
[00:29:49.480 --> 00:29:52.000]  而上海排第七
[00:29:52.000 --> 00:29:57.000]  紐約僅次於上海排第八
[00:29:57.000 --> 00:30:00.760]  它是多過10億人口
[00:30:00.760 --> 00:30:02.160]  溫哥華多少
[00:30:02.160 --> 00:30:03.920]  我們現在身處的城市
[00:30:03.920 --> 00:30:06.760]  是258萬人
[00:30:06.760 --> 00:30:09.680]  在2020年的時候
[00:30:09.680 --> 00:30:10.840]  我們可以看一下
[00:30:10.840 --> 00:30:14.160]  為什麼是重要
[00:30:14.160 --> 00:30:16.000]  因為你預計如果它說2050
[00:30:16.000 --> 00:30:17.040]  達到70%
[00:30:17.040 --> 00:30:18.520]  就是農村和城市
[00:30:18.520 --> 00:30:20.960]  那城市宣刊就很重要
[00:30:20.960 --> 00:30:23.280]  在人數比例來說
[00:30:23.280 --> 00:30:24.560]  這裡說
[00:30:24.560 --> 00:30:26.840]  我們有福音的機遇
[00:30:26.840 --> 00:30:28.080]  有機遇就是說
[00:30:28.080 --> 00:30:29.920]  不同的城市帶來不同的衝擊
[00:30:29.920 --> 00:30:30.480]  和挑戰
[00:30:30.480 --> 00:30:31.880]  挑戰就是說
[00:30:31.880 --> 00:30:34.720]  我們會為了以前去非洲宣教
[00:30:34.720 --> 00:30:37.080]  我們會學不同的文字
[00:30:37.080 --> 00:30:37.720]  是不是
[00:30:37.720 --> 00:30:39.000]  學他們的語言
[00:30:39.000 --> 00:30:40.520]  但是今天
[00:30:40.520 --> 00:30:41.560]  我有一次在這裡上
[00:30:41.560 --> 00:30:43.640]  這個溫哥華短孫的課程
[00:30:43.640 --> 00:30:45.160]  那努健行牧師
[00:30:45.160 --> 00:30:46.120]  他也介紹了
[00:30:46.120 --> 00:30:48.080]  我們有不同的宗教
[00:30:48.080 --> 00:30:48.760]  那他說
[00:30:48.760 --> 00:30:51.240]  你不僅可以瞭解那些宗教
[00:30:51.240 --> 00:30:53.680]  你還可以學一點他們的語言
[00:30:53.680 --> 00:30:55.960]  雖然我們這裡的共同語言
[00:30:55.960 --> 00:30:56.960]  就是要麼就是英文
[00:30:56.960 --> 00:30:58.240]  要麼就是法文
[00:30:58.240 --> 00:30:59.760]  但是如果你能夠學會一點
[00:30:59.760 --> 00:31:00.680]  他們的語言
[00:31:00.680 --> 00:31:03.320]  和他們的對話會親切一點
[00:31:03.320 --> 00:31:04.840]  那你願不願意呢
[00:31:04.840 --> 00:31:06.440]  這裡有很多不同的
[00:31:06.440 --> 00:31:09.520]  我們說移民或者濫民
[00:31:09.520 --> 00:31:11.600]  我們有很多東西可以做的
[00:31:11.600 --> 00:31:12.600]  你願不願意呢
[00:31:12.600 --> 00:31:13.520]  譬如對我們來說
