
[00:00:00.000 --> 00:00:10.000]  今天和大家去看一篇詩篇 今晚沒有powerpoint
[00:24:50.000 --> 00:24:52.000]  有些不同的看法
[00:24:52.000 --> 00:24:55.000]  什麼叫永恆呢
[00:24:55.000 --> 00:24:59.000]  必須要打破這個現實的困局
[00:24:59.000 --> 00:25:02.000]  從上帝的眼光再看這個世界
[00:25:02.000 --> 00:25:05.000]  你就可以明白到
[00:25:05.000 --> 00:25:10.000]  究竟上帝有沒有去管理這個世界
[00:25:10.000 --> 00:25:13.000]  在這裡
[00:25:13.000 --> 00:25:18.000]  我再詳細解釋一點
[00:25:18.000 --> 00:25:21.000]  我們一個人
[00:25:21.000 --> 00:25:24.000]  就算是我們自己
[00:25:24.000 --> 00:25:29.000]  也沒有辦法用自己一生去解釋自己
[00:25:29.000 --> 00:25:33.000]  因為呢
[00:25:33.000 --> 00:25:37.000]  上帝看這個世界
[00:25:37.000 --> 00:25:39.000]  是一個永恆
[00:25:39.000 --> 00:25:41.000]  一個人的一生很短
[00:25:41.000 --> 00:25:44.000]  他所經歷的事情很短
[00:25:44.000 --> 00:25:48.000]  你沒有辦法用這麼短的時間
[00:25:48.000 --> 00:25:51.000]  去明白他所經歷的事情
[00:25:51.000 --> 00:25:53.000]  好人遭遇很多災難
[00:25:53.000 --> 00:26:00.000]  壞人可能一生都沒有遭遇災難
[00:26:00.000 --> 00:26:02.000]  如果沒有了永恆
[00:26:02.000 --> 00:26:04.000]  如果只有這個世界
[00:26:04.000 --> 00:26:08.000]  這個道德律是很難去建立
[00:26:08.000 --> 00:26:10.000]  中國人都說
[00:26:10.000 --> 00:26:13.000]  殺人放火金腰帶
[00:26:13.000 --> 00:26:16.000]  修橋補路舞獅鞋
[00:26:16.000 --> 00:26:18.000]  是吧
[00:26:18.000 --> 00:26:19.000]  中國人都看到
[00:26:19.000 --> 00:26:20.000]  這些人生經驗
[00:26:20.000 --> 00:26:23.000]  全道書都有說
[00:26:23.000 --> 00:26:27.000]  作惡的不一定
[00:26:27.000 --> 00:26:30.000]  是有審判
[00:26:30.000 --> 00:26:33.000]  作惡的不一定
[00:26:33.000 --> 00:26:38.000]  在他們的一生裡遭遇災難
[00:26:38.000 --> 00:26:41.000]  做好事的不一定
[00:26:41.000 --> 00:26:42.000]  在這個世界上
[00:26:42.000 --> 00:26:44.000]  他有好報
[00:26:44.000 --> 00:26:46.000]  因為太短了
[00:26:46.000 --> 00:26:49.000]  如果沒有了永恆
[00:26:49.000 --> 00:26:52.000]  沒有了審判
[00:26:52.000 --> 00:26:55.000]  我們就完全不明白
[00:26:55.000 --> 00:26:58.000]  為什麼好人在世上受苦
[00:26:58.000 --> 00:27:02.000]  壞人在世上沒有報應
[00:27:02.000 --> 00:27:04.000]  所以阿薩在這裡
[00:27:04.000 --> 00:27:07.000]  他所見到的不平的事
[00:27:07.000 --> 00:27:10.000]  直到他進入了永恆的視野
[00:27:10.000 --> 00:27:13.000]  進入人的聖所
[00:27:13.000 --> 00:27:15.000]  去思想他們的結局
[00:27:15.000 --> 00:27:17.000]  結局不是死亡
[00:27:17.000 --> 00:27:18.000]  不是今生
[00:27:18.000 --> 00:27:21.000]  不是死的時候沒有疼痛
[00:27:21.000 --> 00:27:22.000]  力氣強壯
[00:27:22.000 --> 00:27:23.000]  不是這個問題
[00:27:23.000 --> 00:27:26.000]  而是將來面對上帝
[00:27:26.000 --> 00:27:27.000]  所以他開始
[00:27:27.000 --> 00:27:31.000]  他慢慢地開始明白一件事
[00:27:31.000 --> 00:27:36.000]  他們將來所面對的
[00:27:36.000 --> 00:27:38.000]  是一個好恐懼
[00:27:38.000 --> 00:27:41.000]  因為一個人離開了世界後
[00:27:41.000 --> 00:27:43.000]  就不是終結
[00:27:43.000 --> 00:27:44.000]  如果不是終結的話
[00:27:44.000 --> 00:27:48.000]  你就不能用現在來衡量
[00:27:48.000 --> 00:27:49.000]  對與錯
[00:27:49.000 --> 00:27:51.000]  得與失
[00:27:51.000 --> 00:27:53.000]  所以人在世上的驕傲
[00:27:53.000 --> 00:27:55.000]  在永恆的裡面
[00:27:55.000 --> 00:28:01.000]  他們的驕傲就會完全消散
[00:28:01.000 --> 00:28:06.000]  轉眼之間就是一生
[00:28:06.000 --> 00:28:09.000]  年輕有很多日子
[00:28:09.000 --> 00:28:12.000]  但轉眼之間很快就過去
[00:28:12.000 --> 00:28:14.000]  我過了幾十年
[00:28:14.000 --> 00:28:16.000]  入伍
[00:28:16.000 --> 00:28:19.000]  登陸
[00:28:19.000 --> 00:28:21.000]  升仙
[00:28:21.000 --> 00:28:23.000]  你知不知道我說什麼
[00:28:23.000 --> 00:28:25.000]  入伍就是50歲
[00:28:25.000 --> 00:28:27.000]  登陸就是60歲
[00:28:27.000 --> 00:28:28.000]  升仙就是65歲
[00:28:28.000 --> 00:28:29.000]  是senior
[00:28:29.000 --> 00:28:31.000]  since
[00:28:31.000 --> 00:28:33.000]  就升仙
[00:28:33.000 --> 00:28:34.000]  很快的
[00:28:34.000 --> 00:28:35.000]  入伍
[00:28:35.000 --> 00:28:36.000]  登陸
[00:28:36.000 --> 00:28:37.000]  升仙
[00:28:37.000 --> 00:28:40.000]  所以那些人全部都升仙
[00:28:40.000 --> 00:28:42.000]  很快
[00:28:42.000 --> 00:28:48.000]  我這次回來
[00:28:48.000 --> 00:28:50.000]  因為經歷了喪禮
[00:28:50.000 --> 00:28:52.000]  我們之後黃太過世
[00:28:52.000 --> 00:28:57.000]  過去死亡對我們來說
[00:28:57.000 --> 00:28:59.000]  很遙遠
[00:28:59.000 --> 00:29:02.000]  這次黃太過世
[00:29:02.000 --> 00:29:03.000]  給人的感覺
[00:29:03.000 --> 00:29:04.000]  死亡很近
[00:29:04.000 --> 00:29:06.000]  因為她跟我一起成長
[00:29:06.000 --> 00:29:09.000]  我們中學一年級當同學
[00:29:09.000 --> 00:29:12.000]  看著她讀書
[00:29:12.000 --> 00:29:13.000]  考會考
[00:29:13.000 --> 00:29:14.000]  結婚
[00:29:14.000 --> 00:29:15.000]  新認
[00:29:15.000 --> 00:29:17.000]  身邊的人
[00:29:17.000 --> 00:29:19.000]  很近
[00:29:19.000 --> 00:29:21.000]  離開了
[00:29:21.000 --> 00:29:23.000]  死亡很近
[00:29:23.000 --> 00:29:25.000]  一生很快
[00:29:25.000 --> 00:29:27.000]  很快就過去
[00:29:27.000 --> 00:29:33.000]  所以如果就用我們一生去評價一生
[00:29:33.000 --> 00:29:35.000]  是不足夠的
[00:29:35.000 --> 00:29:37.000]  時間很短
[00:29:37.000 --> 00:29:39.000]  當我們進入永恆
[00:29:39.000 --> 00:29:40.000]  再看回上帝
[00:29:40.000 --> 00:29:42.000]  再看回人
[00:29:42.000 --> 00:29:44.000]  就會看到
[00:29:44.000 --> 00:29:47.000]  原來在整個宇宙
[00:29:47.000 --> 00:29:51.000]  是公平的
[00:29:51.000 --> 00:29:53.000]  不能夠用一個人
[00:29:53.000 --> 00:29:55.000]  他這一生
[00:29:55.000 --> 00:29:59.000]  作為他的蓋棺論定
[00:29:59.000 --> 00:30:02.000]  他的福氣就是福氣
[00:30:02.000 --> 00:30:05.000]  因為還沒完
[00:30:05.000 --> 00:30:07.000]  生前不得福
[00:30:07.000 --> 00:30:09.000]  不表示他沒有福氣
[00:30:09.000 --> 00:30:11.000]  生前享盡福氣
[00:30:11.000 --> 00:30:14.000]  不表示
[00:30:14.000 --> 00:30:20.000]  他就不會面對將來的審判
[00:30:20.000 --> 00:30:21.000]  所以詩人說
[00:30:21.000 --> 00:30:24.000]  當他進入上帝的聖所
[00:30:24.000 --> 00:30:27.000]  他思想到的結局
[00:30:27.000 --> 00:30:28.000]  他就發現
[00:30:28.000 --> 00:30:31.000]  如果一個人面對永恆
[00:30:31.000 --> 00:30:33.000]  是很可怕
[00:30:33.000 --> 00:30:35.000]  很恐懼
[00:30:35.000 --> 00:30:37.000]  一個人如果什麼都不怕
[00:30:37.000 --> 00:30:41.000]  但面對將來的審判
[00:30:41.000 --> 00:30:43.000]  那個就是真正的恐懼
[00:30:43.000 --> 00:30:45.000]  真正的可怕
[00:30:45.000 --> 00:30:49.000]  二十節那一節是很難解釋的
[00:30:49.000 --> 00:30:50.000]  人誰醒了
[00:30:50.000 --> 00:30:51.000]  怎樣看望
[00:30:51.000 --> 00:30:52.000]  主也你醒了
[00:30:52.000 --> 00:30:54.000]  也必照樣興奮
[00:30:54.000 --> 00:30:58.000]  這樣解釋就像上帝又會睡覺
[00:30:58.000 --> 00:30:59.000]  其實是未必的
[00:30:59.000 --> 00:31:01.000]  因為有一個翻譯
[00:31:01.000 --> 00:31:04.000]  他沒有提到上帝
[00:31:04.000 --> 00:31:08.000]  他說一個夢
[00:31:08.000 --> 00:31:13.000]  醒的時候就終結了
[00:31:13.000 --> 00:31:15.000]  當一個人醒了之後
[00:31:15.000 --> 00:31:18.000]  他所發的夢就會消失了
[00:31:18.000 --> 00:31:26.000]  
[00:31:26.000 --> 00:31:28.000]  當一個人睡醒的時候
[00:31:28.000 --> 00:31:31.000]  發的夢都消失了
[00:31:31.000 --> 00:31:34.000]  你知道發夢是很真實的
[00:31:34.000 --> 00:31:35.000]  發夢
[00:31:35.000 --> 00:31:37.000]  發夢撿到錢的時候
[00:31:37.000 --> 00:31:39.000]  很開心
[00:31:39.000 --> 00:31:41.000]  醒的時候還拿著
[00:31:41.000 --> 00:31:42.000]  不過呢
[00:31:42.000 --> 00:31:44.000]  當你真的醒的時候
[00:31:44.000 --> 00:31:45.000]  就發夢了
[00:31:45.000 --> 00:31:46.000]  很失落
[00:31:46.000 --> 00:31:49.000]  夢境很真實
[00:31:49.000 --> 00:31:51.000]  但夢境過了
[00:31:51.000 --> 00:31:53.000]  就消失了
[00:31:53.000 --> 00:31:55.000]  人的一生
[00:31:55.000 --> 00:31:58.000]  我們今天看好像很真實
[00:31:58.000 --> 00:32:00.000]  為什麼這些人不能報應
[00:32:00.000 --> 00:32:03.000]  那些人為什麼沒有好處給他
[00:32:03.000 --> 00:32:04.000]  很真實
[00:32:04.000 --> 00:32:07.000]  但其實很快過去了
[00:32:07.000 --> 00:32:09.000]  那個不是最後真實
[00:32:09.000 --> 00:32:11.000]  最後真實就是在上帝將來
[00:32:11.000 --> 00:32:16.000]  逐個人要他一生要把事情說出來
[00:32:16.000 --> 00:32:17.000]  聖經怎麼說
[00:32:17.000 --> 00:32:19.000]  將來要將我們的經歷
[00:32:19.000 --> 00:32:23.000]  好像電影一樣播放出來
[00:32:23.000 --> 00:32:25.000]  人體的表面
[00:32:25.000 --> 00:32:28.000]  心裡面也沒有人知道
[00:32:28.000 --> 00:32:29.000]  隱藏也沒有人知道
[00:32:29.000 --> 00:32:33.000]  將來就全部公佈出來
[00:32:33.000 --> 00:32:35.000]  那個就是恐懼
[00:32:35.000 --> 00:32:39.000]  因為沒有人敢面對自己的一生
[00:32:39.000 --> 00:32:41.000]  自己所做的事情
[00:32:41.000 --> 00:32:47.000]  其實自己都很怕
[00:32:47.000 --> 00:32:49.000]  還沒完
[00:32:49.000 --> 00:32:51.000]  接著呢
[00:32:51.000 --> 00:32:53.000]  就讀21到26節
[00:32:53.000 --> 00:32:55.000]  這個我很喜歡
[00:32:55.000 --> 00:32:57.000]  其實21到26節
[00:32:57.000 --> 00:32:59.000]  可以分成兩段
[00:32:59.000 --> 00:33:02.000]  就是21節到第23節
[00:33:02.000 --> 00:33:03.000]  這是一段
[00:33:03.000 --> 00:33:06.000]  我們先讀21到23節
[00:33:06.000 --> 00:33:09.000]  因此我心裡苦惱
[00:33:09.000 --> 00:33:11.000]  肺腑被刺
[00:33:11.000 --> 00:33:13.000]  我這樣愚昧無知
[00:33:13.000 --> 00:33:16.000]  在你面前如同畜生
[00:33:16.000 --> 00:33:19.000]  然而我常與你同在
[00:33:19.000 --> 00:33:21.000]  攙扶我的右手
[00:33:21.000 --> 00:33:23.000]  詩人所描述
[00:33:23.000 --> 00:33:25.000]  你會留意
[00:33:25.000 --> 00:33:28.000]  他由外在慢慢描述到內心
[00:33:28.000 --> 00:33:31.000]  前面描述到外面的壞人、惡人
[00:33:31.000 --> 00:33:34.000]  你知道如果讀詩篇或針研
[00:33:34.000 --> 00:33:35.000]  都經常用惡人
[00:33:35.000 --> 00:33:36.000]  覺得不好的人
[00:33:36.000 --> 00:33:38.000]  我們就要問這個問題
[00:33:38.000 --> 00:33:40.000]  什麼是惡人
[00:33:40.000 --> 00:33:42.000]  是不是真的有一個惡人在外面
[00:33:42.000 --> 00:33:45.000]  很多時候其實不是
[00:33:45.000 --> 00:33:49.000]  是一個借助詞語
[00:33:49.000 --> 00:33:52.000]  表達內心不滿
[00:33:52.000 --> 00:33:54.000]  在詩篇裏面
[00:33:54.000 --> 00:33:55.000]  很多時候罵惡人
[00:33:55.000 --> 00:33:56.000]  罵得很惡毒
[00:33:56.000 --> 00:33:58.000]  要他怎樣死怎樣
[00:33:58.000 --> 00:34:01.000]  其實未必是說
[00:34:01.000 --> 00:34:02.000]  外面有一個惡人
[00:34:02.000 --> 00:34:04.000]  有一個你很憎恨的人
[00:34:04.000 --> 00:34:06.000]  其實不是
[00:34:06.000 --> 00:34:07.000]  是一個影像
[00:34:07.000 --> 00:34:09.000]  是從你心裏反映出來的
[00:34:09.000 --> 00:34:11.000]  不滿
[00:34:11.000 --> 00:34:13.000]  那些不滿是說
[00:34:13.000 --> 00:34:16.000]  一個人不平等
[00:34:16.000 --> 00:34:18.000]  心裏很不服氣
[00:34:18.000 --> 00:34:19.000]  很不服氣
[00:34:19.000 --> 00:34:22.000]  就會將他化作
[00:34:22.000 --> 00:34:24.000]  一種憤怒的對象
[00:34:24.000 --> 00:34:26.000]  我再解釋這一點
[00:34:26.000 --> 00:34:28.000]  21到23節
[00:34:28.000 --> 00:34:32.000]  他現在不是再描述外面
[00:34:32.000 --> 00:34:34.000]  因此我心裡苦惱
[00:34:34.000 --> 00:34:36.000]  肺腑鼻瀉
[00:34:36.000 --> 00:34:37.000]  為什麼呢
[00:34:37.000 --> 00:34:40.000]  因為他先前不滿
[00:34:40.000 --> 00:34:41.000]  其實他不滿上帝
[00:34:41.000 --> 00:34:43.000]  上帝你為什麼不敢
[00:34:43.000 --> 00:34:45.000]  你為什麼不敢
[00:34:45.000 --> 00:34:48.000]  這個人對上帝不滿
[00:34:48.000 --> 00:34:49.000]  其實很多時候不是因為
[00:34:49.000 --> 00:34:51.000]  見到惡人不滿
[00:34:51.000 --> 00:34:52.000]  是見到上帝
[00:34:52.000 --> 00:34:56.000]  為什麼你不按照心願對我
[00:34:56.000 --> 00:34:59.000]  為什麼我會有這個病
[00:34:59.000 --> 00:35:00.000]  為什麼我這麼努力工作
[00:35:00.000 --> 00:35:02.000]  我升不到職
[00:35:02.000 --> 00:35:03.000]  為什麼我這麼好
[00:35:03.000 --> 00:35:04.000]  去讀書
[00:35:04.000 --> 00:35:05.000]  這麼不夠運
[00:35:05.000 --> 00:35:07.000]  回答不了題目
[00:35:07.000 --> 00:35:09.000]  那個惡人
[00:35:09.000 --> 00:35:11.000]  是一個影像
[00:35:11.000 --> 00:35:13.000]  那個影像就是因為
[00:35:13.000 --> 00:35:15.000]  人對上帝不滿
[00:35:15.000 --> 00:35:17.000]  於是就說
[00:35:17.000 --> 00:35:19.000]  我比他差嗎
[00:35:19.000 --> 00:35:21.000]  為什麼他比我好
[00:35:21.000 --> 00:35:23.000]  我做這麼多事
[00:35:23.000 --> 00:35:25.000]  為什麼沒有人欣賞
[00:35:25.000 --> 00:35:27.000]  那些人就不斷拍掌
[00:35:27.000 --> 00:35:30.000]  那個惡人是這樣映射出去
[00:35:30.000 --> 00:35:32.000]  他不是真的惡人
[00:35:32.000 --> 00:35:33.000]  不過你調戲不順
[00:35:33.000 --> 00:35:35.000]  你就覺得他樣子這麼壞
[00:35:35.000 --> 00:35:36.000]  他也上位
[00:35:36.000 --> 00:35:38.000]  為什麼我上不到位
[00:35:38.000 --> 00:35:39.000]  那些就是惡人
[00:35:39.000 --> 00:35:41.000]  你明不明白我的意思
[00:35:41.000 --> 00:35:43.000]  所以很多時候他一直罵惡人
[00:35:43.000 --> 00:35:44.000]  其實不是
[00:35:44.000 --> 00:35:48.000]  是他覺得上帝對他不公平
[00:35:48.000 --> 00:35:50.000]  他覺得他盡了努力
[00:35:50.000 --> 00:35:52.000]  沒有人欣賞他
[00:35:52.000 --> 00:35:55.000]  於是就化作一種惡人
[00:35:55.000 --> 00:35:57.000]  現在他開始
[00:35:57.000 --> 00:35:59.000]  他說
[00:35:59.000 --> 00:36:00.000]  當他明白到
[00:36:00.000 --> 00:36:03.000]  原來上帝在永恆的計劃裏
[00:36:03.000 --> 00:36:05.000]  是公平公義
[00:36:05.000 --> 00:36:07.000]  為什麼上帝並沒有不理他的時候
[00:36:07.000 --> 00:36:08.000]  他就說
[00:36:08.000 --> 00:36:09.000]  我心裏苦惱
[00:36:09.000 --> 00:36:10.000]  肺腑鼻塞
[00:36:10.000 --> 00:36:13.000]  他知道其實他不是在罵惡人
[00:36:13.000 --> 00:36:14.000]  他在埋怨上帝
[00:36:14.000 --> 00:36:15.000]  他當上帝沒有到
[00:36:15.000 --> 00:36:19.000]  他將公義的上帝抹黑
[00:36:19.000 --> 00:36:22.000]  這個就是最大問題
[00:36:22.000 --> 00:36:24.000]  我們明知道上帝是有愛的
[00:36:24.000 --> 00:36:26.000]  我們覺得上帝沒有持愛
[00:36:26.000 --> 00:36:27.000]  我們明知道上帝是公義的
[00:36:27.000 --> 00:36:29.000]  我們覺得上帝不公平
[00:36:29.000 --> 00:36:34.000]  又借助惡人去罵上帝
[00:36:34.000 --> 00:36:36.000]  你明不明白我說什麼
[00:36:36.000 --> 00:36:38.000]  文學上是這樣
[00:36:38.000 --> 00:36:40.000]  其實未必有惡人
[00:36:40.000 --> 00:36:43.000]  是借助惡人
[00:36:43.000 --> 00:36:50.000]  來對上帝產生不平的說話
[00:36:50.000 --> 00:36:52.000]  所以他現在開始明白
[00:36:52.000 --> 00:36:56.000]  他知道其實他過火
[00:36:56.000 --> 00:36:57.000]  所以他說
[00:36:57.000 --> 00:36:58.000]  我心裏苦惱
[00:36:58.000 --> 00:37:00.000]  肺腑鼻塞
[00:37:00.000 --> 00:37:02.000]  我愚昧無知
[00:37:02.000 --> 00:37:05.000]  在你面前如同畜生
[00:37:05.000 --> 00:37:08.000]  所以當他回到上帝的聖殿
[00:37:08.000 --> 00:37:09.000]  在永恆裏面
[00:37:09.000 --> 00:37:12.000]  看上帝怎樣對待他的時候
[00:37:12.000 --> 00:37:14.000]  他知道他過火了
[00:37:14.000 --> 00:37:15.000]  所以他說
[00:37:15.000 --> 00:37:16.000]  他愚昧無知
[00:37:16.000 --> 00:37:17.000]  他這樣投身
[00:37:17.000 --> 00:37:19.000]  借助惡人罵上帝
[00:37:19.000 --> 00:37:23.000]  他知道自己真的太過份了
[00:37:23.000 --> 00:37:25.000]  然而我尚與你同在
[00:37:25.000 --> 00:37:26.000]  你參逢的時候
[00:37:26.000 --> 00:37:28.000]  他也看到上帝的愛
[00:37:28.000 --> 00:37:31.000]  上帝並沒有不理他
[00:37:31.000 --> 00:37:34.000]  然後在24到26節
[00:37:34.000 --> 00:37:37.000]  他有一個很深的體驗
[00:37:37.000 --> 00:37:40.000]  當他離開了自己的憤怒
[00:37:40.000 --> 00:37:43.000]  他離開了借助惡人去辱罵上帝之後
[00:37:43.000 --> 00:37:46.000]  他回到神的殿裏面
[00:37:46.000 --> 00:37:49.000]  他再去經歷上帝的愛的時候
[00:37:49.000 --> 00:37:52.000]  他就有24到26節
[00:37:52.000 --> 00:37:54.000]  有一首詩歌也唱
[00:37:54.000 --> 00:37:55.000]  我很喜歡聽那首詩歌
[00:37:55.000 --> 00:37:57.000]  我每一天早上都聽
[00:37:57.000 --> 00:37:59.000]  我們一起讀24到26節
[00:37:59.000 --> 00:38:02.000]  你要以你的訓言引導我
[00:38:02.000 --> 00:38:05.000]  以後你必接我到榮耀裏
[00:38:05.000 --> 00:38:09.000]  除你以外在天上我有誰呢
[00:38:09.000 --> 00:38:13.000]  除你以外在地上我也沒有所愛無的
[00:38:13.000 --> 00:38:17.000]  我的肉體和我的心腸雖殘
[00:38:17.000 --> 00:38:20.000]  但上帝是我心裏的力量
[00:38:20.000 --> 00:38:23.000]  又是我的福分直到永遠
[00:38:23.000 --> 00:38:25.000]  是不是很美麗?
[00:38:25.000 --> 00:38:31.000]  當他這樣再看的時候
[00:38:31.000 --> 00:38:35.000]  原來上帝是沒有離開他
[00:38:35.000 --> 00:38:39.000]  他知道唯有上帝是他所愛
[00:38:39.000 --> 00:38:44.000]  除你以外在天上我有誰呢
[00:38:44.000 --> 00:38:48.000]  除你以外在地上我也沒有所愛無的
[00:38:48.000 --> 00:38:51.000]  我的肉體和我的心腸雖殘
[00:38:51.000 --> 00:38:54.000]  但上帝是我心裏的力量
[00:38:54.000 --> 00:38:56.000]  又是我福分直到永遠
[00:38:56.000 --> 00:39:01.000]  當他看到我們人的一生很快過
[00:39:01.000 --> 00:39:04.000]  肉體和心腸雖殘
[00:39:04.000 --> 00:39:06.000]  在地上我們無所戀
[00:39:06.000 --> 00:39:09.000]  上帝是我心裏的力量
[00:39:09.000 --> 00:39:17.000]  現在政制改革有一個很出名的人叫譚志源
[00:39:17.000 --> 00:39:19.000]  有沒有聽過?
[00:39:19.000 --> 00:39:21.000]  譚志源來我們教會講過
[00:39:21.000 --> 00:39:26.000]  幾年前他帶了一個弟兄姓梁的弟兄
[00:39:26.000 --> 00:39:27.000]  屬見證
[00:39:27.000 --> 00:39:31.000]  大概是四、五年前在團旗那裏講
[00:39:31.000 --> 00:39:34.000]  分享他們怎樣在政府裏面做事
[00:39:34.000 --> 00:39:35.000]  很大壓力
[00:39:35.000 --> 00:39:39.000]  但仍然是很愛主又侍奉
[00:39:39.000 --> 00:39:43.000]  那位姓梁的弟兄和他一起
[00:39:43.000 --> 00:39:47.000]  都是在禮賢會香港堂成長
[00:39:47.000 --> 00:39:49.000]  他們兩個背景很不同
[00:39:49.000 --> 00:39:53.000]  譚弟兄一直讀書很好
[00:39:53.000 --> 00:39:55.000]  後來有政府做AO
[00:39:55.000 --> 00:40:01.000]  姓梁的弟兄只是讀過中學
[00:40:01.000 --> 00:40:03.000]  中學五年級
[00:40:03.000 --> 00:40:05.000]  多年都沒有
[00:40:05.000 --> 00:40:07.000]  中五畢業
[00:40:07.000 --> 00:40:12.000]  然後在政府做很低級的文員
[00:40:12.000 --> 00:40:16.000]  逐步逐步讀書
[00:40:16.000 --> 00:40:18.000]  爬上去考試
[00:40:18.000 --> 00:40:21.000]  由一個只是中五學歷的人
[00:40:21.000 --> 00:40:27.000]  一直做到統計處最高級的職員
[00:40:27.000 --> 00:40:29.000]  這個弟兄
[00:40:29.000 --> 00:40:31.000]  我在加拿大認識的
[00:40:31.000 --> 00:40:35.000]  當時他被派去加拿大稅務局
[00:40:35.000 --> 00:40:40.000]  做一些核數的工作
[00:40:40.000 --> 00:40:42.000]  在加拿大這麼短時間
[00:40:42.000 --> 00:40:45.000]  他都把握來服侍
[00:40:45.000 --> 00:40:48.000]  而且他嘗試去教英文的主要學
[00:40:48.000 --> 00:40:52.000]  嘗試在那邊的文化學習
[00:40:52.000 --> 00:40:53.000]  這位姓梁的弟兄很好
[00:40:53.000 --> 00:40:57.000]  我和他後來成為非常好的朋友
[00:40:57.000 --> 00:40:59.000]  我回來香港時常見面
[00:40:59.000 --> 00:41:01.000]  互相鼓勵
[00:41:01.000 --> 00:41:04.000]  我和他說
[00:41:04.000 --> 00:41:10.000]  要服侍神最好自己讀多些聖經
[00:41:10.000 --> 00:41:14.000]  然後最好服侍就是話語的教導
[00:41:14.000 --> 00:41:16.000]  他沒有正式讀過神學
[00:41:16.000 --> 00:41:17.000]  但他讀了聖經
[00:41:17.000 --> 00:41:18.000]  他現在讀了書
[00:41:18.000 --> 00:41:21.000]  他自己編寫了一個主要學的教材給我看
[00:41:21.000 --> 00:41:23.000]  我覺得非常好
[00:41:23.000 --> 00:41:26.000]  然後他去鄭州做培訓
[00:41:26.000 --> 00:41:31.000]  就是我們教會開的聖經班
[00:41:31.000 --> 00:41:32.000]  他退休
[00:41:32.000 --> 00:41:36.000]  我走了一年就是2012年
[00:41:36.000 --> 00:41:37.000]  那年他退休
[00:41:37.000 --> 00:41:38.000]  他比我大一年
[00:41:38.000 --> 00:41:41.000]  所以他比我早一年退休
[00:41:41.000 --> 00:41:45.000]  他計劃去北歐宣教
[00:41:45.000 --> 00:41:49.000]  他可以一年在那裏做牧羊教會
[00:41:49.000 --> 00:41:53.000]  然後他繼續修讀神學
[00:41:53.000 --> 00:41:56.000]  很多計劃很好
[00:41:56.000 --> 00:42:00.000]  在教會裏面帶領整個基教部
[00:42:00.000 --> 00:42:03.000]  又做長老
[00:42:03.000 --> 00:42:05.000]  退休之後我回加拿大
[00:42:05.000 --> 00:42:11.000]  我突然間跟他斷了消息
[00:42:11.000 --> 00:42:13.000]  我去年回來
[00:42:13.000 --> 00:42:15.000]  我覺得很想找他
[00:42:15.000 --> 00:42:17.000]  我打電話給他
[00:42:17.000 --> 00:42:19.000]  他沒有回覆我
[00:42:19.000 --> 00:42:21.000]  很少不回覆的
[00:42:21.000 --> 00:42:23.000]  過了一個星期
[00:42:23.000 --> 00:42:27.000]  我收到一個信息
[00:42:27.000 --> 00:42:31.000]  他說我很感謝你打電話給我
[00:42:31.000 --> 00:42:33.000]  他說我不能夠回覆你
[00:42:33.000 --> 00:42:35.000]  因為我患了一種病
[00:42:35.000 --> 00:42:42.000]  叫做運動神經次元症
[00:42:42.000 --> 00:42:47.000]  即是說他的神經線
[00:42:47.000 --> 00:42:51.000]  最尾的神經線死亡
[00:42:51.000 --> 00:42:55.000]  所以是控制不了肌肉
[00:42:55.000 --> 00:42:57.000]  當神經死亡
[00:42:57.000 --> 00:43:00.000]  肌肉就萎縮
[00:43:00.000 --> 00:43:03.000]  你知道有一個很有名的人
[00:43:03.000 --> 00:43:05.000]  叫做斯蒂文·霍金
[00:43:05.000 --> 00:43:07.000]  他就有類似的病
[00:43:07.000 --> 00:43:10.000]  全身不能動
[00:43:10.000 --> 00:43:12.000]  他說當我離開的那一年
[00:43:12.000 --> 00:43:14.000]  就是他退休的第一年
[00:43:14.000 --> 00:43:16.000]  那時候他也不知道
[00:43:16.000 --> 00:43:18.000]  直到有一天
[00:43:18.000 --> 00:43:23.000]  他突然間走路跌倒
[00:43:23.000 --> 00:43:25.000]  不知道發生什麼事
[00:43:25.000 --> 00:43:26.000]  他在教會裏面
[00:43:26.000 --> 00:43:27.000]  還在教主要學
[00:43:27.000 --> 00:43:29.000]  還在做長老
[00:43:29.000 --> 00:43:31.000]  然後醫生就診斷
[00:43:31.000 --> 00:43:33.000]  這個病是不能治療的
[00:43:33.000 --> 00:43:35.000]  而且一直衰退
[00:43:35.000 --> 00:43:37.000]  到最後他呼吸不了
[00:43:37.000 --> 00:43:38.000]  呼吸不了
[00:43:38.000 --> 00:43:40.000]  即是他不能夠再控制肌肉
[00:43:40.000 --> 00:43:45.000]  窒息而死
[00:43:45.000 --> 00:43:48.000]  他用電郵打給我
[00:43:48.000 --> 00:43:51.000]  就說很想見我
[00:43:51.000 --> 00:43:53.000]  於是我就去12月
[00:43:53.000 --> 00:43:55.000]  去年12月去探望他
[00:43:55.000 --> 00:43:57.000]  他是一個很健碩的人
[00:43:57.000 --> 00:43:59.000]  談笑風生
[00:43:59.000 --> 00:44:01.000]  但我見到的時候
[00:44:01.000 --> 00:44:03.000]  他的樣子變了
[00:44:03.000 --> 00:44:05.000]  因為肌肉收縮
[00:44:05.000 --> 00:44:07.000]  說話不清楚
