
[00:00:00.000 --> 00:00:03.000]  《The Prince of Egypt》
[00:22:23.000 --> 00:22:27.000]  如果你今天祈禱明天就已經中馬標的
[00:22:27.000 --> 00:22:29.000]  那需要信心嗎
[00:22:29.000 --> 00:22:31.000]  這麼快就搞定了
[00:22:31.000 --> 00:22:35.000]  但是很多時候我們希望那樣東西出現
[00:22:35.000 --> 00:22:37.000]  我們希望那樣東西改變
[00:22:37.000 --> 00:22:40.000]  其實不是即時改變得到
[00:22:40.000 --> 00:22:44.000]  不是一日不是一年
[00:22:44.000 --> 00:22:46.000]  十年
[00:22:46.000 --> 00:22:49.000]  各位甚至乎不是一世
[00:22:49.000 --> 00:22:51.000]  有的信心
[00:22:51.000 --> 00:22:54.000]  有的上帝改變的東西
[00:22:54.000 --> 00:22:58.000]  是到我們離開了這個世界之後才改變得到
[00:22:58.000 --> 00:23:00.000]  但是你仍然都信
[00:23:00.000 --> 00:23:03.000]  你想想阿伯拉罕去到吳爾
[00:23:03.000 --> 00:23:06.000]  什麼時候開始吳爾變成曼哈頓呢
[00:23:06.000 --> 00:23:08.000]  很久了
[00:23:08.000 --> 00:23:09.000]  是不是
[00:23:09.000 --> 00:23:11.000]  他死了的時候
[00:23:11.000 --> 00:23:13.000]  他都還沒看到他的子孫
[00:23:13.000 --> 00:23:15.000]  好像天上的星星
[00:23:15.000 --> 00:23:18.000]  地上的沙那麼多
[00:23:18.000 --> 00:23:22.000]  到他死了其實還是一個很小的民族
[00:23:22.000 --> 00:23:24.000]  一個很小的community
[00:23:24.000 --> 00:23:25.000]  你說不是
[00:23:25.000 --> 00:23:27.000]  上帝你答應我的
[00:23:27.000 --> 00:23:28.000]  是不是
[00:23:28.000 --> 00:23:29.000]  我去到那裡
[00:23:29.000 --> 00:23:31.000]  會有很好的世界
[00:23:31.000 --> 00:23:35.000]  我去到那裡會有很多的子女
[00:23:35.000 --> 00:23:37.000]  很多的財物
[00:23:37.000 --> 00:23:39.000]  為什麼什麼都還沒看到
[00:23:39.000 --> 00:23:41.000]  我99歲
[00:23:41.000 --> 00:23:43.000]  我100歲的兒子都還沒有一個
[00:23:43.000 --> 00:23:45.000]  生了一個又說不算
[00:23:45.000 --> 00:23:50.000]  為什麼上帝你那些東西好像這麼久都還沒兌現
[00:23:50.000 --> 00:23:52.000]  究竟我要等到多久呢
[00:23:52.000 --> 00:23:56.000]  信心是需要patience的
[00:23:56.000 --> 00:23:58.000]  是需要忍耐的
[00:23:58.000 --> 00:24:01.000]  有時候可能那些東西的出現
[00:24:01.000 --> 00:24:03.000]  那些東西的兌現
[00:24:03.000 --> 00:24:06.000]  是一層一層一層來的
[00:24:06.000 --> 00:24:08.000]  不是一下子就到的
[00:24:08.000 --> 00:24:12.000]  民主都是一步一步來的
[00:24:12.000 --> 00:24:15.000]  我真的要很小心的說這句話
[00:24:15.000 --> 00:24:18.000]  牧師這句可不可以cut了一句
[00:24:18.000 --> 00:24:22.000]  民主都是要一步一步來的
[00:24:22.000 --> 00:24:25.000]  但是我們可能真的去到很多年之後
[00:24:25.000 --> 00:24:30.000]  都還沒看到我心目中要看到的社會的轉變
[00:24:30.000 --> 00:24:33.000]  但是是不是等於就是上帝沒有做事呢
[00:24:33.000 --> 00:24:36.000]  是不是等於他搞不定呢
[00:24:36.000 --> 00:24:39.000]  是不是等於我們的信心是白費了呢
[00:24:39.000 --> 00:24:41.000]  不是的
[00:24:41.000 --> 00:24:45.000]  因為每一步來到去走的時候
[00:24:45.000 --> 00:24:47.000]  你在那裡等待
[00:24:47.000 --> 00:24:50.000]  你看到有些東西的出現
[00:24:50.000 --> 00:24:53.000]  有些甚至乎是奇蹟的出現
[00:24:53.000 --> 00:24:57.000]  你就會一路的再走下一步
[00:24:57.000 --> 00:24:59.000]  然後再走下一步
[00:24:59.000 --> 00:25:01.000]  好像上去一個樓梯一樣
[00:25:01.000 --> 00:25:06.000]  第三信心是最困難的那件事就是
[00:25:06.000 --> 00:25:08.000]  上帝不單止要你等
[00:25:08.000 --> 00:25:11.000]  還要給你一點刺激
[00:25:11.000 --> 00:25:15.000]  上帝是要test你的信心
[00:25:15.000 --> 00:25:17.000]  要試煉一下
[00:25:17.000 --> 00:25:20.000]  大家也知道了
[00:25:20.000 --> 00:25:23.000]  阿波拉罕一百歲才生了兒子
[00:25:23.000 --> 00:25:25.000]  是不是
[00:25:25.000 --> 00:25:26.000]  生了出來之後
[00:25:26.000 --> 00:25:27.000]  一定是
[00:25:27.000 --> 00:25:30.000]  廣東人說
[00:25:30.000 --> 00:25:34.000]  金波羅一定是最疼的通疼的
[00:25:34.000 --> 00:25:36.000]  整座神主牌
[00:25:36.000 --> 00:25:40.000]  整個家族就是等著這個兒子的出現
[00:25:40.000 --> 00:25:42.000]  誰知道上帝說
[00:25:42.000 --> 00:25:45.000]  你幫我帶他上山然後殺了他
[00:25:45.000 --> 00:25:47.000]  劏了他再來祭物
[00:25:47.000 --> 00:25:50.000]  如果我是阿波拉罕
[00:25:50.000 --> 00:25:52.000]  我一定會說上帝你
[00:25:52.000 --> 00:25:54.000]  說得不好聽你玩弄我
[00:25:54.000 --> 00:25:55.000]  是不是
[00:25:55.000 --> 00:25:57.000]  你玩弄我
[00:25:57.000 --> 00:25:58.000]  你給了我
[00:25:58.000 --> 00:26:00.000]  你不給也更好
[00:26:00.000 --> 00:26:05.000]  你給了我然後你還要我自己親手去毒死他
[00:26:05.000 --> 00:26:07.000]  你玩弄我
[00:26:07.000 --> 00:26:09.000]  真的生氣的不是開玩笑的
[00:26:09.000 --> 00:26:10.000]  是不是
[00:26:10.000 --> 00:26:12.000]  各位你
[00:26:12.000 --> 00:26:14.000]  你們這麼年輕不知道了
[00:26:14.000 --> 00:26:15.000]  還沒有子女
[00:26:15.000 --> 00:26:17.000]  你試一下你的子女
[00:26:17.000 --> 00:26:19.000]  有病
[00:26:19.000 --> 00:26:21.000]  我老婆就
[00:26:21.000 --> 00:26:23.000]  完全是
[00:26:23.000 --> 00:26:24.000]  她不在今天
[00:26:24.000 --> 00:26:27.000]  她完全是失去了理性的了
[00:26:27.000 --> 00:26:28.000]  真的
[00:26:28.000 --> 00:26:30.000]  我記得我小時候我女兒發燒
[00:26:30.000 --> 00:26:32.000]  她說是不是
[00:26:32.000 --> 00:26:34.000]  是不是腦膜炎
[00:26:34.000 --> 00:26:35.000]  你有沒有搞錯
[00:26:35.000 --> 00:26:37.000]  這麼快就腦膜炎
[00:26:37.000 --> 00:26:39.000]  我們是很緊張的
[00:26:39.000 --> 00:26:41.000]  心理學家告訴我們
[00:26:41.000 --> 00:26:44.000]  人最痛苦的事
[00:26:44.000 --> 00:26:47.000]  不是你的父母的死
[00:26:47.000 --> 00:26:49.000]  不是你的
[00:26:49.000 --> 00:26:50.000]  真是
[00:26:50.000 --> 00:26:54.000]  不幸的是不是你的丈夫或者妻子的死
[00:26:54.000 --> 00:26:56.000]  是你的子女的死
[00:26:56.000 --> 00:27:02.000]  那個痛苦比你自己的父母還要大
[00:27:02.000 --> 00:27:04.000]  真的很不孝或者是
[00:27:04.000 --> 00:27:06.000]  真的很不浪漫
[00:27:06.000 --> 00:27:07.000]  但是是這樣的
[00:27:07.000 --> 00:27:10.000]  我們一生兒女債
[00:27:10.000 --> 00:27:12.000]  半輩子都是老婆奴
[00:27:12.000 --> 00:27:14.000]  只是做半輩子而已
[00:27:14.000 --> 00:27:17.000]  但是不知道為什麼好像欠了子女一輩子
[00:27:17.000 --> 00:27:19.000]  所以她有什麼冬瓜豆腐
[00:27:19.000 --> 00:27:21.000]  有什麼小小的事
[00:27:21.000 --> 00:27:23.000]  你知不知道去年
[00:27:23.000 --> 00:27:25.000]  還是今年
[00:27:25.000 --> 00:27:26.000]  就是今年
[00:27:26.000 --> 00:27:28.000]  早幾個月前
[00:27:28.000 --> 00:27:30.000]  尼泊爾地震
[00:27:30.000 --> 00:27:33.000]  我們就有十幾個學生
[00:27:33.000 --> 00:27:37.000]  醫學生去了尼泊爾做交換
[00:27:37.000 --> 00:27:39.000]  那些媽媽真是厲害
[00:27:39.000 --> 00:27:41.000]  不知道為什麼可以用Facebook
[00:27:41.000 --> 00:27:43.000]  找到我的Facebook、Email
[00:27:43.000 --> 00:27:45.000]  然後找到我的電話
[00:27:45.000 --> 00:27:47.000]  打電話來追我
[00:27:47.000 --> 00:27:49.000]  我那時候還在深圳
[00:27:49.000 --> 00:27:51.000]  是嗎?我都不知道來尼泊爾地震
[00:27:51.000 --> 00:27:53.000]  但是那種緊張
[00:27:53.000 --> 00:27:58.000]  我不是批評他們
[00:27:58.000 --> 00:28:00.000]  其實我都會這樣做
[00:28:00.000 --> 00:28:03.000]  因為我自己都有小孩
[00:28:03.000 --> 00:28:05.000]  你給了我一個小孩
[00:28:05.000 --> 00:28:08.000]  你叫我殺了他
[00:28:08.000 --> 00:28:10.000]  你叫我放棄了他
[00:28:10.000 --> 00:28:12.000]  怎麼可以
[00:28:12.000 --> 00:28:14.000]  不合理的
[00:28:14.000 --> 00:28:17.000]  世界上有很多東西是不合理的
[00:28:17.000 --> 00:28:20.000]  今天香港也有很多東西是不合理的
[00:28:20.000 --> 00:28:22.000]  不過我不告訴你是哪些
[00:28:22.000 --> 00:28:24.000]  你自己想想你都知道
[00:28:24.000 --> 00:28:26.000]  有很多東西沒有搞錯
[00:28:26.000 --> 00:28:28.000]  都不合理的
[00:28:28.000 --> 00:28:30.000]  但是當你看到這些事情發生的時候
[00:28:30.000 --> 00:28:32.000]  你是不是就說
[00:28:32.000 --> 00:28:34.000]  上帝你都好像
[00:28:34.000 --> 00:28:36.000]  都沒有眼睛看都不理的
[00:28:36.000 --> 00:28:39.000]  你有沒有信心去接受這些挑戰
[00:28:39.000 --> 00:28:42.000]  當你看到一些東西好像不太合理
[00:28:42.000 --> 00:28:44.000]  或者你解釋不了的時候
[00:28:44.000 --> 00:28:46.000]  你仍然有這個信心
[00:28:46.000 --> 00:28:51.000]  說我只是在這個信心的過程裏面
[00:28:51.000 --> 00:28:53.000]  將來有一天
[00:28:53.000 --> 00:28:55.000]  到他在他的時間
[00:28:55.000 --> 00:28:57.000]  在他的時間
[00:28:57.000 --> 00:28:59.000]  在他的自己的方式
[00:28:59.000 --> 00:29:01.000]  的時候
[00:29:01.000 --> 00:29:03.000]  他就會完成這個
[00:29:03.000 --> 00:29:07.000]  他所行的旨意
[00:29:07.000 --> 00:29:09.000]  各位
[00:29:09.000 --> 00:29:11.000]  如果你沒有這些東西的話
[00:29:11.000 --> 00:29:13.000]  你的生活
[00:29:13.000 --> 00:29:15.000]  你的生命是會覺得
[00:29:15.000 --> 00:29:17.000]  很淒涼
[00:29:17.000 --> 00:29:19.000]  你會很不開心
[00:29:19.000 --> 00:29:21.000]  你會不知道為了什麼要活下去
[00:29:21.000 --> 00:29:23.000]  你會移民
[00:29:23.000 --> 00:29:25.000]  你會無眼睛看
[00:29:25.000 --> 00:29:27.000]  你會躲在家裏打遊戲機
[00:29:27.000 --> 00:29:29.000]  你會不理
[00:29:29.000 --> 00:29:31.000]  我們身邊發生的事
[00:29:31.000 --> 00:29:33.000]  不過不要
[00:29:33.000 --> 00:29:35.000]  上帝今天把我們放在這裏
[00:29:35.000 --> 00:29:40.000]  我們今天讓香港走到一個好像很困難的日子
[00:29:40.000 --> 00:29:42.000]  我們經常都以為
[00:29:42.000 --> 00:29:44.000]  最壞的都是這樣吧
[00:29:44.000 --> 00:29:46.000]  原來還有一些更差的
[00:29:46.000 --> 00:29:48.000]  然後去到那裏我們說最壞的都是這樣吧
[00:29:48.000 --> 00:29:50.000]  原來又不是
[00:29:50.000 --> 00:29:52.000]  但我們又再比較一下我們隔離的國家
[00:29:52.000 --> 00:29:54.000]  隔離的地方
[00:29:54.000 --> 00:29:56.000]  我們又似乎真的不是說
[00:29:56.000 --> 00:29:58.000]  我們不用做難民
[00:29:58.000 --> 00:30:00.000]  走到隔離的國家那裏
[00:30:00.000 --> 00:30:03.000]  起碼我們不會有戰火
[00:30:03.000 --> 00:30:05.000]  不會有大饑荒
[00:30:05.000 --> 00:30:08.000]  不會有重大的天然的災害
[00:30:08.000 --> 00:30:10.000]  但是我們不知道
[00:30:10.000 --> 00:30:12.000]  我們真的不知道
[00:30:12.000 --> 00:30:14.000]  我們黑暗的日子
[00:30:14.000 --> 00:30:16.000]  我們困難的日子還有多久
[00:30:16.000 --> 00:30:18.000]  還有多長
[00:30:18.000 --> 00:30:20.000]  或者是什麼時候用什麼方法
[00:30:20.000 --> 00:30:22.000]  可以令香港人再次開心
[00:30:22.000 --> 00:30:24.000]  再次對我們的城市
[00:30:24.000 --> 00:30:26.000]  對我們的大學
[00:30:26.000 --> 00:30:28.000]  對我們的子女
[00:30:28.000 --> 00:30:30.000]  對我們的下一代
[00:30:30.000 --> 00:30:32.000]  但是不要放棄
[00:30:32.000 --> 00:30:34.000]  香港叫我們不要放棄
[00:30:34.000 --> 00:30:36.000]  不要放棄你的子女
[00:30:36.000 --> 00:30:38.000]  不要叫他們廢青
[00:30:38.000 --> 00:30:40.000]  他們一點都不廢
[00:30:40.000 --> 00:30:42.000]  不要放棄我們的城市
[00:30:42.000 --> 00:30:44.000]  這個仍然是我們的家
[00:30:44.000 --> 00:30:48.000]  不要放棄我們的國家
[00:30:48.000 --> 00:30:50.000]  雖然你未必同意他們每一樣的政策
[00:30:50.000 --> 00:30:52.000]  但是
[00:30:52.000 --> 00:30:54.000]  我們更加不要放棄的是
[00:30:54.000 --> 00:30:56.000]  我們自己對上帝的信心
[00:30:56.000 --> 00:31:01.000]  因為他才是掌管歷史的人
[00:31:01.000 --> 00:31:03.000]  我記得我跟大家分享過
[00:31:03.000 --> 00:31:07.000]  為什麼我要做校長的時候
[00:31:07.000 --> 00:31:09.000]  約書亞記第一章
[00:31:09.000 --> 00:31:11.000]  給我很大的提醒
[00:31:11.000 --> 00:31:13.000]  我不知道大家記不記得這段聖經
[00:31:13.000 --> 00:31:15.000]  不過忘記了不要緊就算了
[00:31:15.000 --> 00:31:17.000]  但是我今天結尾的時候
[00:31:17.000 --> 00:31:21.000]  我想告訴大家約書亞記還有一句說話
[00:31:21.000 --> 00:31:23.000]  是很能幫我的
[00:31:23.000 --> 00:31:28.000]  當時約書亞已經帶了那些以色列人
[00:31:28.000 --> 00:31:30.000]  過了那條河
[00:31:30.000 --> 00:31:32.000]  過了那條約旦河
[00:31:32.000 --> 00:31:34.000]  他們就在前面擇刑
[00:31:34.000 --> 00:31:36.000]  明天就要去打耶利哥
[00:31:36.000 --> 00:31:40.000]  耶利哥是很厲害的城
[00:31:40.000 --> 00:31:42.000]  很厲害的民族
[00:31:42.000 --> 00:31:44.000]  很強大的人
[00:31:44.000 --> 00:31:46.000]  很強大的武器
[00:31:46.000 --> 00:31:48.000]  他們整班根本就是
[00:31:48.000 --> 00:31:50.000]  孤俠之眾
[00:31:50.000 --> 00:31:52.000]  我還覺得約書亞真的搞什麼
[00:31:52.000 --> 00:31:55.000]  臨打仗之前叫那些人做割禮
[00:31:55.000 --> 00:31:57.000]  割完禮之後明天都不知道怎麼打仗
[00:31:57.000 --> 00:32:00.000]  心想又是真的玩東西
[00:32:00.000 --> 00:32:02.000]  然後呢
[00:32:02.000 --> 00:32:04.000]  那一晚他就在那裡
[00:32:04.000 --> 00:32:06.000]  巡巡巡巡自己的兵
[00:32:06.000 --> 00:32:09.000]  在河邊那裡走來走去
[00:32:09.000 --> 00:32:12.000]  他就看到有一個使者
[00:32:12.000 --> 00:32:15.000]  有一個人拿著一把劍
[00:32:15.000 --> 00:32:20.000]  他一看下去就知道是上帝派來的使者
[00:32:20.000 --> 00:32:22.000]  約書亞就問他
[00:32:22.000 --> 00:32:24.000]  他說:喂,阿sir
[00:32:24.000 --> 00:32:26.000]  你是幫對面那些人
[00:32:26.000 --> 00:32:28.000]  還是幫我的
[00:32:28.000 --> 00:32:30.000]  他這樣問他
[00:32:30.000 --> 00:32:33.000]  我看見你整個將軍這樣
[00:32:33.000 --> 00:32:35.000]  你是幫我的敵人的呢
[00:32:35.000 --> 00:32:37.000]  還是幫我的呢
[00:32:37.000 --> 00:32:39.000]  你以為他怎麼回答呢
[00:32:39.000 --> 00:32:41.000]  這個上帝的使者
[00:32:41.000 --> 00:32:43.000]  他說:我來呢
[00:32:43.000 --> 00:32:46.000]  是掌管耶和華的軍隊
[00:32:46.000 --> 00:32:48.000]  我不是幫你打仗
[00:32:48.000 --> 00:32:51.000]  我又不是幫對面那個打仗
[00:32:51.000 --> 00:32:57.000]  我是指望上帝的軍隊
[00:32:57.000 --> 00:33:00.000]  我是幫上帝打仗
[00:33:00.000 --> 00:33:03.000]  這句話為什麼會幫到我呢
[00:33:03.000 --> 00:33:05.000]  我有時候經常遇到一些困難
[00:33:05.000 --> 00:33:07.000]  遇到一些人我們覺得很壞的
[00:33:07.000 --> 00:33:09.000]  遇到一些事我們覺得很離譜的
[00:33:09.000 --> 00:33:12.000]  我們就會問上帝:你幫不幫我呀
[00:33:12.000 --> 00:33:14.000]  他竟然回答了他這樣的東西
[00:33:14.000 --> 00:33:15.000]  他說:我不是幫你
[00:33:15.000 --> 00:33:17.000]  又不是幫你的敵人
[00:33:17.000 --> 00:33:20.000]  因為我有我的計劃
[00:33:20.000 --> 00:33:22.000]  因為我有我的主權
[00:33:22.000 --> 00:33:24.000]  我有我的時間
[00:33:24.000 --> 00:33:26.000]  我有我的方法
[00:33:26.000 --> 00:33:30.000]  我是指望耶和華的軍隊
[00:33:30.000 --> 00:33:32.000]  你呢
[00:33:32.000 --> 00:33:34.000]  然後他說:你呢
[00:33:34.000 --> 00:33:36.000]  現在站在聖地
[00:33:36.000 --> 00:33:38.000]  你站在聖地上
[00:33:38.000 --> 00:33:40.000]  所以你要脫掉鞋子
[00:33:40.000 --> 00:33:42.000]  無緣無故就是
[00:33:42.000 --> 00:33:45.000]  好像一句不相干的東西
[00:33:45.000 --> 00:33:48.000]  為什麼無緣無故要脫掉鞋子呢
[00:33:48.000 --> 00:33:50.000]  其實他意思就是說
[00:33:50.000 --> 00:33:52.000]  你呀
[00:33:52.000 --> 00:33:54.000]  今天站在那個位置呢
[00:33:54.000 --> 00:33:58.000]  其實都是聽上帝說的
[00:33:58.000 --> 00:34:02.000]  所以給你自己的主意
[00:34:02.000 --> 00:34:04.000]  你自己的主權
[00:34:04.000 --> 00:34:08.000]  因為你都是我的軍隊的一部分
[00:34:08.000 --> 00:34:10.000]  各位
[00:34:10.000 --> 00:34:12.000]  當我們向上帝
[00:34:12.000 --> 00:34:14.000]  很多要求要做這件事
[00:34:14.000 --> 00:34:16.000]  做那件事的時候
[00:34:16.000 --> 00:34:20.000]  你都記得這一句聖經的說話
[00:34:20.000 --> 00:34:24.000]  我是耶和華的軍隊
[00:34:24.000 --> 00:34:26.000]  最後
[00:34:26.000 --> 00:34:30.000]  想讀一段大家都一定是
[00:34:30.000 --> 00:34:32.000]  都聽過的聖經
[00:34:32.000 --> 00:34:34.000]  希望在你不開心
[00:34:34.000 --> 00:34:35.000]  希望在你失意
[00:34:35.000 --> 00:34:37.000]  希望在你的子女不聽話
[00:34:37.000 --> 00:34:40.000]  你未找到工作
[00:34:40.000 --> 00:34:43.000]  或者你住在一間100呎的板間房
[00:34:43.000 --> 00:34:45.000]  在發抖的時候
[00:34:45.000 --> 00:34:48.000]  讀一讀這一句聖經
[00:34:48.000 --> 00:34:50.000]  黑白局書第三章
[00:34:50.000 --> 00:34:52.000]  這樣說
[00:34:52.000 --> 00:34:53.000]  他說
[00:34:53.000 --> 00:34:56.000]  雖然無花果樹不發黃
[00:34:56.000 --> 00:34:58.000]  葡萄樹不結果
[00:34:58.000 --> 00:35:01.000]  橄欖樹也不效力
[00:35:01.000 --> 00:35:03.000]  田地不出糧
[00:35:03.000 --> 00:35:05.000]  圈中絕了羊
[00:35:05.000 --> 00:35:07.000]  棚內也沒有牛
[00:35:07.000 --> 00:35:09.000]  然而
[00:35:09.000 --> 00:35:11.000]  我要因為耶和華寬恩
[00:35:11.000 --> 00:35:14.000]  因為救我的神起落
[00:35:14.000 --> 00:35:17.000]  主耶和華是我的力量
[00:35:17.000 --> 00:35:21.000]  祂使我的腳快如舞綠的梯
[00:35:21.000 --> 00:35:25.000]  又使到我穩衡在高處
[00:35:25.000 --> 00:35:29.000]  雖然橄欖樹不發黃
[00:35:29.000 --> 00:35:33.000]  橄欖樹不結果
[00:35:33.000 --> 00:35:36.000]  雖然橄欖樹吃了蚊子
[00:35:36.000 --> 00:35:39.000]  蚊子吃了蚊子
[00:35:39.000 --> 00:35:43.000]  雖然蟹蟹蟲蟲不見
[00:35:43.000 --> 00:35:47.000]  蟹蟲蟲不見
[00:35:47.000 --> 00:35:50.000]  我唱著高興的祝賀
[00:35:50.000 --> 00:35:52.000]  我把喜悅的旋律
[00:35:52.000 --> 00:35:55.000]  轉向我的神主
[00:35:55.000 --> 00:35:57.000]  在神的法律上計算
[00:35:57.000 --> 00:35:59.000]  以讓它成功
[00:35:59.000 --> 00:36:02.000]  我用心去增加力量
[00:36:02.000 --> 00:36:04.000]  我像一隻牛
[00:36:04.000 --> 00:36:08.000]  我感覺我像山上的王
[00:36:08.000 --> 00:36:11.000]  當那些東西都好像不是很
[00:36:11.000 --> 00:36:14.000]  股票跌到媽媽都不認得的時候
[00:36:14.000 --> 00:36:17.000]  可能快要樓價又跌到
[00:36:17.000 --> 00:36:19.000]  我們入獄了
[00:36:19.000 --> 00:36:23.000]  當那些東西好像都不是很順利
[00:36:23.000 --> 00:36:26.000]  無論是社會的東西
[00:36:26.000 --> 00:36:28.000]  家庭的東西
[00:36:28.000 --> 00:36:30.000]  自己身體的健康
[00:36:30.000 --> 00:36:33.000]  每一樣東西都好像不是很優秀的時候
[00:36:33.000 --> 00:36:35.000]  但是仍然這個人可以說
[00:36:35.000 --> 00:36:37.000]  我可以唱歌
[00:36:37.000 --> 00:36:39.000]  I'm king of the mountain
[00:36:39.000 --> 00:36:42.000]  因為我計算在神的意志上
[00:36:42.000 --> 00:36:44.000]  它會成功
[00:36:44.000 --> 00:36:47.000]  相信上帝的計劃
[00:36:47.000 --> 00:36:49.000]  是會成功的
[00:36:49.000 --> 00:36:52.000]  這個就是信心的表現
[00:36:52.000 --> 00:36:55.000]  這個就是為什麼在黑暗之中
[00:36:55.000 --> 00:36:57.000]  我們拿著一個手段
[00:36:57.000 --> 00:36:59.000]  但是我們仍然不會懼怕
[00:36:59.000 --> 00:37:02.000]  不會灰心喪志
[00:37:02.000 --> 00:37:05.000]  這個就是為什麼我簽了約
[00:37:05.000 --> 00:37:07.000]  再做多三年的原因
[00:37:07.000 --> 00:37:09.000]  謝謝各位
[00:37:09.000 --> 00:37:11.000]  謝謝
[00:37:12.000 --> 00:37:13.000]  謝謝大家
[00:37:14.000 --> 00:37:15.000]  謝謝大家
[00:37:16.000 --> 00:37:17.000]  謝謝大家
[00:37:17.000 --> 00:37:18.000]  謝謝大家
[00:37:19.000 --> 00:37:20.000]  謝謝大家
[00:37:21.000 --> 00:37:22.000]  謝謝大家
[00:37:22.000 --> 00:37:25.000]  我就是想要你做我的朋友,我就是想要你做我的朋友。

