
[00:00:00.000 --> 00:00:05.000]  我願意在2023年新的一年開始的時候
[00:17:54.000 --> 00:17:56.000]  怎麼會吃飯
[00:17:56.000 --> 00:17:58.000]  我還記得
[00:17:58.000 --> 00:18:00.000]  他們兩個坐在桌子上
[00:18:00.000 --> 00:18:02.000]  一人坐一邊對著
[00:18:02.000 --> 00:18:06.000]  姐姐就馬上拆了那些石紙
[00:18:06.000 --> 00:18:08.000]  很漂亮的
[00:18:08.000 --> 00:18:10.000]  真是巧克力飯
[00:18:10.000 --> 00:18:12.000]  於是就把其中一塊放進口裡
[00:18:12.000 --> 00:18:14.000]  那你那個妹妹
[00:18:14.000 --> 00:18:16.000]  小華
[00:18:16.000 --> 00:18:18.000]  有什麼反應呢
[00:18:18.000 --> 00:18:20.000]  她當然是吃
[00:18:20.000 --> 00:18:22.000]  見到姐姐吃
[00:18:22.000 --> 00:18:24.000]  於是她又來
[00:18:24.000 --> 00:18:26.000]  撕開那些石紙
[00:18:26.000 --> 00:18:28.000]  於是就一拿下去
[00:18:28.000 --> 00:18:30.000]  因為她的控制力沒那麼強
[00:18:30.000 --> 00:18:32.000]  就撕破了
[00:18:32.000 --> 00:18:34.000]  一拿著就塞進口裡
[00:18:34.000 --> 00:18:36.000]  她站在旁邊就緊張
[00:18:36.000 --> 00:18:38.000]  大聲叫
[00:18:38.000 --> 00:18:40.000]  小華你不可以吃這個
[00:18:40.000 --> 00:18:42.000]  巧克力蛋
[00:18:42.000 --> 00:18:44.000]  為什麼呢
[00:18:44.000 --> 00:18:46.000]  我們的女兒很特別
[00:18:46.000 --> 00:18:48.000]  不單止是有情緒和學習的困難
[00:18:48.000 --> 00:18:50.000]  她的身體結構都很奇怪
[00:18:50.000 --> 00:18:52.000]  醫生說
[00:18:52.000 --> 00:18:54.000]  你千萬不要給她吃一些
[00:18:54.000 --> 00:18:56.000]  刺激性的東西
[00:18:56.000 --> 00:18:58.000]  她不可以吃的
[00:18:58.000 --> 00:19:00.000]  她本來都已經控制不了
[00:19:00.000 --> 00:19:02.000]  她曾經試過喝過可樂
[00:19:02.000 --> 00:19:04.000]  但她的口水就跳出來了
[00:19:04.000 --> 00:19:06.000]  幸好我們住在地下
[00:19:06.000 --> 00:19:08.000]  她可以這樣
[00:19:08.000 --> 00:19:10.000]  所以無論甜食
[00:19:10.000 --> 00:19:12.000]  不可以吃
[00:19:12.000 --> 00:19:14.000]  巧克力就更加不可以吃
[00:19:14.000 --> 00:19:16.000]  因為那些有刺激性
[00:19:16.000 --> 00:19:18.000]  所以媽媽就知道
[00:19:18.000 --> 00:19:20.000]  但媽媽在她身邊
[00:19:20.000 --> 00:19:22.000]  就緊張
[00:19:22.000 --> 00:19:24.000]  你不可以吃
[00:19:24.000 --> 00:19:26.000]  那你猜女兒會怎麼做呢
[00:19:26.000 --> 00:19:28.000]  當然是更重視
[00:19:28.000 --> 00:19:30.000]  難道媽媽就說謝謝你提醒我
[00:19:30.000 --> 00:19:32.000]  正常都不會這樣
[00:19:32.000 --> 00:19:34.000]  於是更加快
[00:19:34.000 --> 00:19:36.000]  一手就放進口裡
[00:19:36.000 --> 00:19:38.000]  媽媽就緊張
[00:19:38.000 --> 00:19:40.000]  緊張不知道怎麼辦
[00:19:40.000 --> 00:19:42.000]  於是一手就拿著她的手
[00:19:42.000 --> 00:19:44.000]  就將她那塊巧克力一挖
[00:19:44.000 --> 00:19:46.000]  放出來
[00:19:46.000 --> 00:19:48.000]  嘩!真是多狼狽
[00:19:48.000 --> 00:19:50.000]  我只在旁邊看到
[00:19:50.000 --> 00:19:52.000]  我女兒的眼神
[00:19:52.000 --> 00:19:54.000]  充滿了怒火
[00:19:54.000 --> 00:19:56.000]  仇恨
[00:19:56.000 --> 00:19:58.000]  在她的世界裏
[00:19:58.000 --> 00:20:00.000]  在她的心裏
[00:20:00.000 --> 00:20:02.000]  這是什麼人
[00:20:02.000 --> 00:20:04.000]  我姐姐有一個
[00:20:04.000 --> 00:20:06.000]  我有一個
[00:20:06.000 --> 00:20:08.000]  婆婆送給她的又送給我的
[00:20:08.000 --> 00:20:10.000]  她現在在吃
[00:20:10.000 --> 00:20:12.000]  我就不能吃
[00:20:12.000 --> 00:20:14.000]  什麼道理啊
[00:20:14.000 --> 00:20:16.000]  為什麼這麼不公平
[00:20:16.000 --> 00:20:18.000]  她的怒火一路出的時候
[00:20:18.000 --> 00:20:20.000]  我都沒想到
[00:20:20.000 --> 00:20:22.000]  那一剎那
[00:20:22.000 --> 00:20:24.000]  她突然用她全身最大力量
[00:20:24.000 --> 00:20:26.000]  一巴掌就掌摑到她媽媽身上
[00:20:26.000 --> 00:20:28.000]  很快就出手
[00:20:28.000 --> 00:20:30.000]  媽媽掩著她的臉
[00:20:30.000 --> 00:20:34.000]  眼淚一路流出來
[00:20:34.000 --> 00:20:36.000]  我很明白
[00:20:36.000 --> 00:20:38.000]  我們做父母的
[00:20:38.000 --> 00:20:40.000]  心裏面
[00:20:40.000 --> 00:20:42.000]  曉華你不明白的了
[00:20:42.000 --> 00:20:44.000]  是啊!在曉華的心裏面
[00:20:44.000 --> 00:20:46.000]  多殘忍啊
[00:20:46.000 --> 00:20:50.000]  多不公平啊
[00:20:50.000 --> 00:20:54.000]  我突然間想到
[00:20:54.000 --> 00:20:56.000]  我們對神都是這樣
[00:20:56.000 --> 00:20:58.000]  我們對神的想像
[00:20:58.000 --> 00:21:00.000]  神為什麼你這麼不公平
[00:21:00.000 --> 00:21:02.000]  為什麼你要這樣對我
[00:21:02.000 --> 00:21:04.000]  有時候在我們的祈禱裏面
[00:21:04.000 --> 00:21:06.000]  我們一巴掌掌摑到神那裏
[00:21:06.000 --> 00:21:08.000]  為什麼你要這樣對我
[00:21:08.000 --> 00:21:10.000]  我最需要那個人的時候你叫他離開我
[00:21:10.000 --> 00:21:12.000]  我生活現在
[00:21:12.000 --> 00:21:14.000]  你好好地開始上鬼道
[00:21:14.000 --> 00:21:16.000]  搞這些出來
[00:21:16.000 --> 00:21:18.000]  你為什麼要這樣對我
[00:21:18.000 --> 00:21:20.000]  你覺得我太好啊?太順利啊?
[00:21:20.000 --> 00:21:22.000]  你不值得啊?
[00:21:22.000 --> 00:21:24.000]  一巴掌摑到神那裏
[00:21:24.000 --> 00:21:26.000]  我怎樣告訴你
[00:21:26.000 --> 00:21:28.000]  我怎樣解釋給你聽
[00:21:28.000 --> 00:21:30.000]  我追到你去天涯海角
[00:21:30.000 --> 00:21:32.000]  不是要整治你
[00:21:32.000 --> 00:21:34.000]  不是要規限你
[00:21:34.000 --> 00:21:36.000]  不是要追究你
[00:21:36.000 --> 00:21:38.000]  我是追到你天涯海角去愛你啊
[00:21:38.000 --> 00:21:40.000]  去想引導你啊
[00:21:40.000 --> 00:21:42.000]  想帶你走你人生最好的路啊
[00:21:42.000 --> 00:21:44.000]  我會用右手去扶持你
[00:21:44.000 --> 00:21:46.000]  你明不明白啊
[00:21:46.000 --> 00:21:48.000]  才會說原來是這樣的
[00:21:48.000 --> 00:21:50.000]  這個是私人第二個最大的經驗
[00:21:50.000 --> 00:21:52.000]  當私人突然在這個世界上想通了原來神是這樣的
[00:21:52.000 --> 00:21:54.000]  他不單是偉大
[00:21:54.000 --> 00:21:56.000]  原來這樣是愛我
[00:21:56.000 --> 00:21:58.000]  愛我到這個地步的時候
[00:21:58.000 --> 00:22:00.000]  私人有一個很重要的突破
[00:22:00.000 --> 00:22:02.000]  我想告訴你
[00:22:02.000 --> 00:22:04.000]  這個突破就記載在我們剛才讀的十一、十二節
[00:22:04.000 --> 00:22:06.000]  就說到人生
[00:22:06.000 --> 00:22:08.000]  當他面對黑暗
[00:22:08.000 --> 00:22:10.000]  或者你和我都會面對黑暗的時候
[00:22:10.000 --> 00:22:12.000]  他有一種完全不存在的
[00:22:12.000 --> 00:22:14.000]  他有一種完全不存在的
[00:22:14.000 --> 00:22:16.000]  他有一種完全不存在的
[00:22:16.000 --> 00:22:18.000]  他有一種完全不存在的
[00:22:18.000 --> 00:22:20.000]  他有一種完全不存在的
[00:22:20.000 --> 00:22:22.000]  突破和體會
[00:22:22.000 --> 00:22:24.000]  突破和體會
[00:22:24.000 --> 00:22:26.000]  第十一節說到黑暗遮蔽我
[00:22:26.000 --> 00:22:28.000]  第十一節說到黑暗遮蔽我
[00:22:28.000 --> 00:22:30.000]  這個黑暗當然不是指顏色
[00:22:30.000 --> 00:22:32.000]  黑暗就是人生裡面正如你和我
[00:22:32.000 --> 00:22:34.000]  我們中國人廣東話都很適合
[00:22:34.000 --> 00:22:36.000]  很黑啊
[00:22:36.000 --> 00:22:38.000]  我不知道你現在是不是很黑
[00:22:38.000 --> 00:22:40.000]  或者接下來這一年會不會很黑
[00:22:40.000 --> 00:22:42.000]  人生總會有很黑暗的時間
[00:22:42.000 --> 00:22:44.000]  不過我想你看看私人做一個對比
[00:22:44.000 --> 00:22:46.000]  當他想通了
[00:22:46.000 --> 00:22:48.000]  看明了神自己是一個這樣的神的時候
[00:22:48.000 --> 00:22:50.000]  看明了神自己是一個這樣的神的時候
[00:22:50.000 --> 00:22:52.000]  本來人面對黑暗
[00:22:52.000 --> 00:22:54.000]  本來人面對黑暗
[00:22:54.000 --> 00:22:56.000]  應該是這樣的
[00:22:56.000 --> 00:22:58.000]  他用了三句說話來描述
[00:22:58.000 --> 00:23:00.000]  第一句
[00:23:00.000 --> 00:23:02.000]  他說黑暗必定遮蔽我
[00:23:02.000 --> 00:23:04.000]  很悲觀
[00:23:04.000 --> 00:23:06.000]  這些這樣的困難
[00:23:06.000 --> 00:23:08.000]  這些黑暗的時刻和際遇
[00:23:08.000 --> 00:23:10.000]  好像鋪天蓋地
[00:23:10.000 --> 00:23:12.000]  湧到我身上遮住我
[00:23:12.000 --> 00:23:14.000]  我都沒辦法呼吸
[00:23:14.000 --> 00:23:16.000]  第二句
[00:23:16.000 --> 00:23:18.000]  他說我周圍的亮光必成為黑夜
[00:23:18.000 --> 00:23:20.000]  他意思是
[00:23:20.000 --> 00:23:22.000]  我本來都有些光
[00:23:22.000 --> 00:23:24.000]  我上一年都好一些
[00:23:24.000 --> 00:23:26.000]  誰知道今年搞成這樣
[00:23:26.000 --> 00:23:28.000]  下一年更差一些
[00:23:28.000 --> 00:23:30.000]  我本來有些光現在都沒有了
[00:23:30.000 --> 00:23:32.000]  這是私人第二個
[00:23:32.000 --> 00:23:34.000]  很深刻的體會和感受
[00:23:34.000 --> 00:23:36.000]  第三
[00:23:36.000 --> 00:23:38.000]  他說黑暗甚至遮蔽我
[00:23:38.000 --> 00:23:40.000]  使你不見神
[00:23:40.000 --> 00:23:42.000]  你都無能為力
[00:23:42.000 --> 00:23:44.000]  這些太困難
[00:23:44.000 --> 00:23:46.000]  太黑暗
[00:23:46.000 --> 00:23:48.000]  就算你想幫我
[00:23:48.000 --> 00:23:50.000]  你都幫不到
[00:23:50.000 --> 00:23:52.000]  對神都發出一種
[00:23:52.000 --> 00:23:54.000]  一種無希望的絕望
[00:23:54.000 --> 00:23:58.000]  這就是你和我
[00:23:58.000 --> 00:24:00.000]  有時候我們面對黑暗的時候
[00:24:00.000 --> 00:24:02.000]  那種很真實的寫照
[00:24:02.000 --> 00:24:04.000]  不過我們想大家特別留意
[00:24:04.000 --> 00:24:08.000]  當私人說我明白到
[00:24:08.000 --> 00:24:10.000]  我發現到
[00:24:10.000 --> 00:24:12.000]  我體會到神的愛
[00:24:12.000 --> 00:24:14.000]  是這樣的
[00:24:14.000 --> 00:24:16.000]  他那個無所不在無所不知
[00:24:16.000 --> 00:24:18.000]  原來是這麼奇妙的時候
[00:24:18.000 --> 00:24:20.000]  我明白了這件事
[00:24:20.000 --> 00:24:22.000]  我人生有一個很重要的突破
[00:24:22.000 --> 00:24:24.000]  因為我對黑暗不同看法
[00:24:24.000 --> 00:24:26.000]  怎樣不同看法?
[00:24:26.000 --> 00:24:28.000]  又是三句說話
[00:24:28.000 --> 00:24:30.000]  和學本都很好
[00:24:30.000 --> 00:24:32.000]  又分開有三句
[00:24:32.000 --> 00:24:34.000]  這個新的看法
[00:24:34.000 --> 00:24:36.000]  他體會了神的心腸
[00:24:36.000 --> 00:24:38.000]  新的看法是什麼?
[00:24:38.000 --> 00:24:40.000]  黑暗也不能遮蔽我
[00:24:40.000 --> 00:24:42.000]  使你不見
[00:24:42.000 --> 00:24:44.000]  永遠都和神開始
[00:24:44.000 --> 00:24:46.000]  黑暗是真的在
[00:24:46.000 --> 00:24:48.000]  黑暗都沒有離開過
[00:24:48.000 --> 00:24:50.000]  不過剛才他以為
[00:24:50.000 --> 00:24:52.000]  黑暗神都看不到
[00:24:52.000 --> 00:24:54.000]  神都沒有辦法的時候
[00:24:54.000 --> 00:24:56.000]  現在才說我知道神有辦法
[00:24:56.000 --> 00:24:58.000]  既然他是這樣的神
[00:24:58.000 --> 00:25:00.000]  這麼偉大的神
[00:25:00.000 --> 00:25:02.000]  完全是愛我
[00:25:02.000 --> 00:25:04.000]  追蹤著來愛我
[00:25:04.000 --> 00:25:06.000]  引導我扶持我的神的時候
[00:25:06.000 --> 00:25:08.000]  黑暗怎會
[00:25:08.000 --> 00:25:10.000]  遮蓋到你看不到
[00:25:10.000 --> 00:25:12.000]  你一樣看到
[00:25:12.000 --> 00:25:14.000]  然後斯人看上去神的時候
[00:25:14.000 --> 00:25:16.000]  他有一個新的體會
[00:25:16.000 --> 00:25:18.000]  第二句
[00:25:18.000 --> 00:25:20.000]  黑夜卻如白晝發亮
[00:25:20.000 --> 00:25:22.000]  這句說話
[00:25:22.000 --> 00:25:24.000]  很難理解
[00:25:24.000 --> 00:25:26.000]  很不合科學
[00:25:26.000 --> 00:25:28.000]  但是這句說話
[00:25:28.000 --> 00:25:30.000]  很有深刻的體會
[00:25:30.000 --> 00:25:32.000]  黑暗和白晝當然不同
[00:25:32.000 --> 00:25:34.000]  為什麼?
[00:25:34.000 --> 00:25:36.000]  黑暗卻如白晝發亮
[00:25:36.000 --> 00:25:38.000]  因為你這樣想
[00:25:38.000 --> 00:25:40.000]  如果這個烏雲蓋頂
[00:25:40.000 --> 00:25:42.000]  周圍你所見到的
[00:25:42.000 --> 00:25:44.000]  都是黑暗這個你走不掉的
[00:25:44.000 --> 00:25:46.000]  不過如果你有信心
[00:25:46.000 --> 00:25:48.000]  透過這個烏雲看上去
[00:25:48.000 --> 00:25:50.000]  烏雲上面的陽光
[00:25:50.000 --> 00:25:52.000]  仍然在
[00:25:52.000 --> 00:25:54.000]  仍然是發亮的
[00:25:54.000 --> 00:25:56.000]  問題就是你看到上面
[00:25:56.000 --> 00:25:58.000]  還是看到你自己
[00:25:58.000 --> 00:26:00.000]  那個烏雲蓋著的日子
[00:26:00.000 --> 00:26:02.000]  斯人說
[00:26:02.000 --> 00:26:04.000]  我開始看到了
[00:26:04.000 --> 00:26:06.000]  原來在神那裡
[00:26:06.000 --> 00:26:08.000]  他沒有遮蓋
[00:26:08.000 --> 00:26:10.000]  於是我試試在他的角度看
[00:26:10.000 --> 00:26:12.000]  原來仍然
[00:26:12.000 --> 00:26:14.000]  黑暗和白晝
[00:26:14.000 --> 00:26:16.000]  是沒有分別的
[00:26:16.000 --> 00:26:18.000]  然後說出一句
[00:26:18.000 --> 00:26:20.000]  很重要
[00:26:20.000 --> 00:26:22.000]  很大膽
[00:26:22.000 --> 00:26:24.000]  很有豪氣的宣告
[00:26:24.000 --> 00:26:26.000]  黑暗和光明
[00:26:26.000 --> 00:26:30.000]  都是一樣
[00:26:30.000 --> 00:26:32.000]  有沒有留意到這句說話的厲害之處
[00:26:32.000 --> 00:26:34.000]  突然間說你讀錯了
[00:26:34.000 --> 00:26:36.000]  聖經不是這樣的
[00:26:36.000 --> 00:26:38.000]  聖經說黑暗和光明
[00:26:38.000 --> 00:26:40.000]  在你看都是一樣
[00:26:40.000 --> 00:26:42.000]  剛才不是這樣的
[00:26:42.000 --> 00:26:44.000]  你讀漏了幾個字
[00:26:44.000 --> 00:26:46.000]  你是特意的
[00:26:46.000 --> 00:26:48.000]  不是
[00:26:48.000 --> 00:26:50.000]  你看原文
[00:26:50.000 --> 00:26:52.000]  如果你看聖經
[00:26:52.000 --> 00:26:54.000]  在你看來這幾個字
[00:26:54.000 --> 00:26:56.000]  下面點了幾點
[00:26:56.000 --> 00:26:58.000]  即是說原文是沒有的
[00:26:58.000 --> 00:27:00.000]  不過翻譯的學者說這樣是不通的
[00:27:00.000 --> 00:27:02.000]  黑暗和光明
[00:27:02.000 --> 00:27:04.000]  都是一樣
[00:27:04.000 --> 00:27:06.000]  於是說不如多加一句
[00:27:06.000 --> 00:27:08.000]  在神看來都是一樣
[00:27:08.000 --> 00:27:10.000]  大家就明白了
[00:27:10.000 --> 00:27:12.000]  神看黑暗和光明
[00:27:12.000 --> 00:27:14.000]  在他這麼多角度看來
[00:27:14.000 --> 00:27:16.000]  都是一樣
[00:27:16.000 --> 00:27:18.000]  其實原文不只是這樣的
[00:27:18.000 --> 00:27:20.000]  原文就是
[00:27:20.000 --> 00:27:22.000]  黑暗和光明都是一樣
[00:27:22.000 --> 00:27:24.000]  Light and dark are just the same
[00:27:24.000 --> 00:27:26.000]  哇!厲害
[00:27:26.000 --> 00:27:28.000]  這句話
[00:27:28.000 --> 00:27:30.000]  讓詩人有這樣的豪氣
[00:27:30.000 --> 00:27:32.000]  他甚至可以說
[00:27:32.000 --> 00:27:34.000]  神既然黑暗和光明
[00:27:34.000 --> 00:27:36.000]  我現在知道
[00:27:36.000 --> 00:27:38.000]  在你看都是一樣的時候
[00:27:38.000 --> 00:27:40.000]  其實黑暗和光明
[00:27:40.000 --> 00:27:42.000]  在我看
[00:27:42.000 --> 00:27:44.000]  都是一樣
[00:27:44.000 --> 00:27:46.000]  領智慧
[00:27:46.000 --> 00:27:48.000]  你有沒有在神自己這種認識
[00:27:48.000 --> 00:27:50.000]  好像詩人這樣
[00:27:50.000 --> 00:27:52.000]  有一天你面對黑暗
[00:27:52.000 --> 00:27:54.000]  遮蓋你
[00:27:54.000 --> 00:27:56.000]  烏雲蓋頂的時候
[00:27:56.000 --> 00:27:58.000]  你面對黑暗不是自我
[00:27:58.000 --> 00:28:00.000]  一個安慰
[00:28:00.000 --> 00:28:02.000]  因為你知道神在
[00:28:02.000 --> 00:28:04.000]  你認識神你明白神
[00:28:04.000 --> 00:28:06.000]  你抓住他
[00:28:06.000 --> 00:28:08.000]  了解他對你的愛的時候
[00:28:08.000 --> 00:28:10.000]  你能夠面對黑暗說黑暗和光明
[00:28:10.000 --> 00:28:12.000]  在我看
[00:28:12.000 --> 00:28:14.000]  都是一樣
[00:28:14.000 --> 00:28:18.000]  我今年信了耶穌54年
[00:28:18.000 --> 00:28:20.000]  回顧過去的人生
[00:28:20.000 --> 00:28:22.000]  有多少次
[00:28:22.000 --> 00:28:24.000]  多少的黑暗
[00:28:24.000 --> 00:28:26.000]  黑暗到我覺得沒辦法再過得了
[00:28:26.000 --> 00:28:28.000]  這些日子
[00:28:28.000 --> 00:28:30.000]  但竟然
[00:28:30.000 --> 00:28:32.000]  回顧回頭
[00:28:32.000 --> 00:28:34.000]  因為有神和我同行
[00:28:34.000 --> 00:28:36.000]  黑暗和光明
[00:28:36.000 --> 00:28:38.000]  都是一樣
[00:28:38.000 --> 00:28:40.000]  你願不願意在
[00:28:40.000 --> 00:28:42.000]  來近一年去經歷
[00:28:42.000 --> 00:28:44.000]  這種黑暗和光明
[00:28:44.000 --> 00:28:46.000]  對他們
[00:28:46.000 --> 00:28:48.000]  豪氣的宣佈
[00:28:48.000 --> 00:28:50.000]  第三
[00:28:50.000 --> 00:28:52.000]  施人再繼續說
[00:28:52.000 --> 00:28:54.000]  現在我數下我的人生
[00:28:54.000 --> 00:28:56.000]  到這個階段
[00:28:56.000 --> 00:28:58.000]  其實在神自己的了解
[00:28:58.000 --> 00:29:00.000]  和計劃
[00:29:00.000 --> 00:29:02.000]  設計安排裏
[00:29:02.000 --> 00:29:04.000]  早已經
[00:29:04.000 --> 00:29:06.000]  看住了
[00:29:06.000 --> 00:29:08.000]  那我還怕什麼呢?
[00:29:08.000 --> 00:29:10.000]  第十三節至第十八節
[00:29:10.000 --> 00:29:12.000]  施人說
[00:29:12.000 --> 00:29:14.000]  我的肺腑是你所做的
[00:29:14.000 --> 00:29:16.000]  我在冒福之中
[00:29:16.000 --> 00:29:18.000]  你已經浮避我
[00:29:18.000 --> 00:29:20.000]  我要稱謝你
[00:29:20.000 --> 00:29:22.000]  因為我受造奇妙可畏
[00:29:22.000 --> 00:29:24.000]  你的作為奇妙
[00:29:24.000 --> 00:29:26.000]  這是我深深知道的
[00:29:26.000 --> 00:29:28.000]  我在暗中受造在地的深處
[00:29:28.000 --> 00:29:30.000]  被聯絡那時
[00:29:30.000 --> 00:29:32.000]  我的形體並不向你隱藏
[00:29:32.000 --> 00:29:34.000]  我未成形的體質
[00:29:34.000 --> 00:29:36.000]  你的眼早已看見了
[00:29:36.000 --> 00:29:38.000]  你所定的日子
[00:29:38.000 --> 00:29:40.000]  我尚未度過一日
[00:29:40.000 --> 00:29:42.000]  都已經寫在你的冊上了
[00:29:42.000 --> 00:29:44.000]  神啊
[00:29:44.000 --> 00:29:46.000]  你的意念向我何等寶貴
[00:29:46.000 --> 00:29:48.000]  其數何等眾多
[00:29:48.000 --> 00:29:50.000]  我若數點比海沙更多
[00:29:50.000 --> 00:29:52.000]  我睡醒的時候
[00:29:52.000 --> 00:29:54.000]  仍和你同在
[00:29:54.000 --> 00:29:56.000]  這六節聖經裏
[00:29:56.000 --> 00:29:58.000]  施人用了四節足足
[00:29:58.000 --> 00:30:00.000]  去描述
[00:30:00.000 --> 00:30:02.000]  其實很簡單
[00:30:02.000 --> 00:30:04.000]  但亦很深刻
[00:30:04.000 --> 00:30:06.000]  就是我們的生命
[00:30:06.000 --> 00:30:08.000]  到了今天
[00:30:08.000 --> 00:30:10.000]  你回顧一下
[00:30:10.000 --> 00:30:12.000]  一直向前追
[00:30:12.000 --> 00:30:14.000]  你和他坐在這裏時
[00:30:14.000 --> 00:30:16.000]  那一天
[00:30:16.000 --> 00:30:18.000]  你哭泣的那一天
[00:30:18.000 --> 00:30:20.000]  尚未度過一日
[00:30:20.000 --> 00:30:22.000]  第一日的時候
[00:30:22.000 --> 00:30:24.000]  神已經在這裏
[00:30:24.000 --> 00:30:26.000]  神已經看著
[00:30:26.000 --> 00:30:28.000]  還有再追早一點
[00:30:28.000 --> 00:30:30.000]  差不多有種生理上的追溯
[00:30:30.000 --> 00:30:34.000]  在沒有福當中的時候
[00:30:34.000 --> 00:30:36.000]  神已經在這裏看著
[00:30:36.000 --> 00:30:38.000]  甚至我未成形的體質
[00:30:38.000 --> 00:30:40.000]  神都在這裏已經在安排
[00:30:40.000 --> 00:30:42.000]  還有我生命最原始的時候
[00:30:42.000 --> 00:30:44.000]  在地的深處被聯絡
[00:30:44.000 --> 00:30:46.000]  我連骨骼都未形成的時候
[00:30:46.000 --> 00:30:48.000]  神已經在這裏
[00:30:48.000 --> 00:30:50.000]  因為神決定要造我的時候
[00:30:50.000 --> 00:30:52.000]  暗中受造的時候
[00:30:52.000 --> 00:30:54.000]  已經在計劃裏
[00:30:54.000 --> 00:30:56.000]  未有溫慧要
[00:30:56.000 --> 00:30:58.000]  神決定要有溫慧要
[00:30:58.000 --> 00:31:00.000]  的存在
[00:31:00.000 --> 00:31:02.000]  某某人的存在
[00:31:02.000 --> 00:31:04.000]  神在那一剎那
[00:31:04.000 --> 00:31:06.000]  已經在這裏安排
[00:31:06.000 --> 00:31:08.000]  看見了
[00:31:08.000 --> 00:31:10.000]  為甚麼?因為施人說就在這裏
[00:31:10.000 --> 00:31:12.000]  追到最早最早那一刀
[00:31:12.000 --> 00:31:14.000]  他說
[00:31:14.000 --> 00:31:16.000]  我的形體並不向你隱藏
[00:31:16.000 --> 00:31:18.000]  你的眼早已經看見
[00:31:18.000 --> 00:31:20.000]  並且早已經
[00:31:20.000 --> 00:31:22.000]  寫在你的
[00:31:22.000 --> 00:31:24.000]  計劃的冊上
[00:31:24.000 --> 00:31:28.000]  這個就是神自己一路
[00:31:28.000 --> 00:31:30.000]  看著生命
[00:31:30.000 --> 00:31:32.000]  今天你和我坐在這裏幾十年
[00:31:32.000 --> 00:31:34.000]  原來在這麼多年裏你沒有留意到
[00:31:34.000 --> 00:31:36.000]  但不等於神
[00:31:36.000 --> 00:31:38.000]  那個手不在這裏
[00:31:38.000 --> 00:31:40.000]  一直在這裏
[00:31:40.000 --> 00:31:42.000]  追到最開始
[00:31:42.000 --> 00:31:44.000]  最開始的時候神都在這裏
[00:31:44.000 --> 00:31:46.000]  施人要告訴我們
[00:31:46.000 --> 00:31:50.000]  施人說當我能夠
[00:31:50.000 --> 00:31:52.000]  體會這件事的時候
[00:31:52.000 --> 00:31:54.000]  實在是
[00:31:54.000 --> 00:31:56.000]  太奇妙了
[00:31:56.000 --> 00:31:58.000]  而這個奇妙是我
[00:31:58.000 --> 00:32:00.000]  心心知道的
[00:32:00.000 --> 00:32:02.000]  你留意十四節
[00:32:02.000 --> 00:32:04.000]  施人說神啊你的作為奇妙
[00:32:06.000 --> 00:32:08.000]  是我心心知道的
[00:32:08.000 --> 00:32:10.000]  這個心心知道
[00:32:10.000 --> 00:32:12.000]  是很深的知道
[00:32:12.000 --> 00:32:14.000]  不單止知道
[00:32:14.000 --> 00:32:16.000]  非常之知道
[00:32:16.000 --> 00:32:18.000]  直譯原文其實是廣東話
[00:32:18.000 --> 00:32:20.000]  Very know
[00:32:20.000 --> 00:32:22.000]  是不是很廣東話
[00:32:22.000 --> 00:32:24.000]  沒有英文
[00:32:24.000 --> 00:32:26.000]  Very know 不單止know
[00:32:26.000 --> 00:32:28.000]  知道很重要
[00:32:28.000 --> 00:32:30.000]  為什麼?我心裏知道
[00:32:30.000 --> 00:32:32.000]  這個神的奇妙
[00:32:32.000 --> 00:32:34.000]  又一個問題
[00:32:34.000 --> 00:32:36.000]  因為第十四節說
[00:32:36.000 --> 00:32:38.000]  施人對神的奇妙
[00:32:38.000 --> 00:32:40.000]  是完全很深的知道
[00:32:40.000 --> 00:32:42.000]  剛才第六節又說
[00:32:42.000 --> 00:32:44.000]  神啊你這麼奇妙
[00:32:44.000 --> 00:32:46.000]  這個知識奇妙
[00:32:46.000 --> 00:32:48.000]  是我不能測最高時不能及的
[00:32:48.000 --> 00:32:50.000]  究竟神的奇妙
[00:32:50.000 --> 00:32:52.000]  是令到施人想不通
[00:32:52.000 --> 00:32:54.000]  很驚訝
[00:32:54.000 --> 00:32:56.000]  還是令到施人
[00:32:56.000 --> 00:32:58.000]  很深深體會得到呢?
[00:32:58.000 --> 00:33:00.000]  哪句才是真施人的經驗?
[00:33:02.000 --> 00:33:04.000]  兩句都是
[00:33:04.000 --> 00:33:06.000]  不過施人已經有一個突破
[00:33:06.000 --> 00:33:08.000]  你見到嗎?
[00:33:08.000 --> 00:33:10.000]  這是一個突破
[00:33:10.000 --> 00:33:12.000]  如果用三部曲來講
[00:33:12.000 --> 00:33:14.000]  其實施人在描述
[00:33:14.000 --> 00:33:16.000]  和神的關係對神的了解
[00:33:16.000 --> 00:33:18.000]  那種突破
[00:33:18.000 --> 00:33:20.000]  最初的我相信就是
[00:33:20.000 --> 00:33:22.000]  剛才我們說過
[00:33:22.000 --> 00:33:24.000]  他都不知道神在
[00:33:24.000 --> 00:33:26.000]  他隱隱知道神在
[00:33:26.000 --> 00:33:28.000]  不過神都沒有留意
[00:33:28.000 --> 00:33:30.000]  他在
[00:33:30.000 --> 00:33:32.000]  不要當他到
[00:33:32.000 --> 00:33:34.000]  然後他開始
[00:33:34.000 --> 00:33:36.000]  發現
[00:33:36.000 --> 00:33:38.000]  這個知識奇妙
