
[00:00:00.000 --> 00:00:04.880]  鄭姐妹 新年快樂
[00:31:28.200 --> 00:31:34.200]  所以十字架其實是將神隱藏
[00:31:34.200 --> 00:31:40.200]  而對於我們這些用理性去思辨的人
[00:31:40.200 --> 00:31:44.200]  我們覺得好像匪夷所思
[00:31:44.200 --> 00:31:51.200]  馬丁路德認為在榮耀和威嚴之間認識神
[00:31:51.200 --> 00:31:55.200]  對任何人來說是不足夠的
[00:31:55.200 --> 00:31:58.200]  而且是沒有什麼益處的
[00:31:58.200 --> 00:32:01.200]  他說要透過十字架去認識神
[00:32:01.200 --> 00:32:05.200]  這才是深層和有意義的
[00:32:05.200 --> 00:32:08.200]  真正的神學和認識神
[00:32:08.200 --> 00:32:12.200]  是要透過釘十字架的耶穌
[00:32:12.200 --> 00:32:17.200]  人只有從十字架的謙卑和羞辱
[00:32:17.200 --> 00:32:21.200]  可以真正的認識我們的神
[00:32:21.200 --> 00:32:24.200]  我們現在回來看
[00:32:24.200 --> 00:32:26.200]  當世界失序的時候
[00:32:26.200 --> 00:32:31.200]  我們說了殘暴的政權會導致無辜者的哀傷
[00:32:31.200 --> 00:32:34.200]  我們說到兩王之爭
[00:32:34.200 --> 00:32:37.200]  然後最後就說回這兩塊麵包
[00:32:37.200 --> 00:32:44.200]  父神主權的指引是指引順從者的路向
[00:32:44.200 --> 00:32:51.200]  所以我們承認當世界失序的時候
[00:32:51.200 --> 00:32:57.200]  這些暴政會導致無辜者的哀傷甚至死亡
[00:32:57.200 --> 00:33:09.200]  但同時我們要注意父神的主權仍然在那裏去引導順從者的路向
[00:33:09.200 --> 00:33:13.200]  我們來比較這兩塊麵包
[00:33:13.200 --> 00:33:15.200]  剛才我們這樣說過
[00:33:15.200 --> 00:33:17.200]  大家就看了
[00:33:17.200 --> 00:33:19.200]  這個是溫習一下
[00:33:19.200 --> 00:33:22.200]  如果你看這兩段經文
[00:33:22.200 --> 00:33:26.200]  我現在放在你們的前面比較
[00:33:26.200 --> 00:33:28.200]  如果你讀經
[00:33:28.200 --> 00:33:30.200]  我們經常強調
[00:33:30.200 --> 00:33:34.200]  我們都知道第六家是我們的夥伴教會
[00:33:34.200 --> 00:33:38.200]  十部釋經法裏面有一個叫做重複用語
[00:33:38.200 --> 00:33:40.200]  你觀察一下
[00:33:40.200 --> 00:33:42.200]  觀察這一段經文
[00:33:42.200 --> 00:33:44.200]  主的使者
[00:33:44.200 --> 00:33:46.200]  主的使者
[00:33:46.200 --> 00:33:50.200]  而他的顯現後面又有主的使者
[00:33:50.200 --> 00:33:54.200]  夢中顯現又重複出現
[00:33:54.200 --> 00:33:58.200]  然後很特別的一個
[00:33:58.200 --> 00:34:00.200]  小孩子和他的母親
[00:34:00.200 --> 00:34:02.200]  小孩子
[00:34:02.200 --> 00:34:04.200]  小孩子和他的母親
[00:34:04.200 --> 00:34:06.200]  這個也是一個重複出現
[00:34:06.200 --> 00:34:08.200]  你覺得奇怪嗎
[00:34:08.200 --> 00:34:10.200]  我們平時說
[00:34:10.200 --> 00:34:14.200]  媽媽帶著兒子
[00:34:14.200 --> 00:34:16.200]  現在不是
[00:34:16.200 --> 00:34:18.200]  兒子帶著媽媽
[00:34:18.200 --> 00:34:20.200]  你覺得奇怪嗎
[00:34:20.200 --> 00:34:22.200]  兒子排在前面
[00:34:22.200 --> 00:34:26.200]  媽媽都沒有再出現
[00:34:26.200 --> 00:34:28.200]  就是出現那個兒子
[00:34:28.200 --> 00:34:30.200]  因為希律必尋找小孩子
[00:34:30.200 --> 00:34:32.200]  要害小孩子
[00:34:32.200 --> 00:34:36.200]  這個有點奇怪
[00:34:36.200 --> 00:34:38.200]  因為什麼原因
[00:34:38.200 --> 00:34:40.200]  因為這個小孩子就是主角
[00:34:40.200 --> 00:34:42.200]  大家有沒有注意
[00:34:42.200 --> 00:34:44.200]  小孩子是這段經文的主角
[00:34:44.200 --> 00:34:50.200]  天使就向莫若瑟顯現
[00:34:50.200 --> 00:34:52.200]  叫他起來
[00:34:52.200 --> 00:34:54.200]  這邊也是起來
[00:34:54.200 --> 00:34:56.200]  若瑟有沒有起來呢
[00:34:56.200 --> 00:34:58.200]  若瑟就起來
[00:34:58.200 --> 00:35:00.200]  然後兩邊都說
[00:35:00.200 --> 00:35:04.200]  這事要應驗先知所說的話
[00:35:04.200 --> 00:35:06.200]  如果你這樣看
[00:35:06.200 --> 00:35:08.200]  我們一起來討論
[00:35:08.200 --> 00:35:12.200]  第一我們先討論夢中顯現
[00:35:12.200 --> 00:35:18.200]  夢中顯現其實就是一個黑夜裡的GPS
[00:35:18.200 --> 00:35:22.200]  神透過夢主動介入
[00:35:22.200 --> 00:35:24.200]  在人最迷惘的時候
[00:35:24.200 --> 00:35:26.200]  最危險的時候
[00:35:26.200 --> 00:35:28.200]  他視下路向
[00:35:28.200 --> 00:35:30.200]  這就是GPS的功能
[00:35:30.200 --> 00:35:36.200]  主的使者精準地掌握時間
[00:35:36.200 --> 00:35:38.200]  他的顯現很精準
[00:35:38.200 --> 00:35:42.200]  要他晚上就離開
[00:35:42.200 --> 00:35:44.200]  因為第二天可能就大菩薩
[00:35:44.200 --> 00:35:46.200]  晚上就立刻離開
[00:35:46.200 --> 00:35:48.200]  所以這個路向也非常清晰
[00:35:48.200 --> 00:35:50.200]  去哪裡呢
[00:35:50.200 --> 00:35:52.200]  去埃及
[00:35:52.200 --> 00:35:54.200]  為什麼去埃及
[00:35:54.200 --> 00:36:00.200]  因為在以色列本地很可能被希律發現
[00:36:00.200 --> 00:36:02.200]  所以最好就去埃及
[00:36:02.200 --> 00:36:04.200]  我們三月會去埃及
[00:36:04.200 --> 00:36:06.200]  會去約旦
[00:36:06.200 --> 00:36:14.200]  我們會去一個地方叫聖加避難教堂
[00:36:14.200 --> 00:36:20.200]  相傳耶穌基督的一家在那裡避難
[00:36:20.200 --> 00:36:22.200]  然後建了一個教堂紀念
[00:36:22.200 --> 00:36:24.200]  我們一會兒再看看
[00:36:24.200 --> 00:36:28.200]  第二就是一切盡在計劃裡
[00:36:28.200 --> 00:36:30.200]  你有沒有注意到三次說
[00:36:30.200 --> 00:36:32.200]  這就應驗
[00:36:32.200 --> 00:36:34.200]  這就應驗
[00:36:34.200 --> 00:36:36.200]  這個短語重覆出現了三次
[00:36:36.200 --> 00:36:40.200]  所以在耶穌基督生命的軌跡裡
[00:36:40.200 --> 00:36:46.200]  你可以看到聖經早就有明確的指示
[00:36:46.200 --> 00:36:48.200]  所以每走一步
[00:36:48.200 --> 00:36:54.200]  都是精準地回應舊約的記載
[00:36:54.200 --> 00:36:56.200]  三次應驗
[00:36:56.200 --> 00:36:58.200]  耶穌離開埃及
[00:36:58.200 --> 00:37:00.200]  和以色列人出埃及
[00:37:00.200 --> 00:37:02.200]  都是神的能力
[00:37:02.200 --> 00:37:06.200]  也代表耶穌就是真正的以色列
[00:37:06.200 --> 00:37:08.200]  The true Israel
[00:37:08.200 --> 00:37:12.200]  而屠殺伯利恆的鷹孩
[00:37:12.200 --> 00:37:16.200]  就回應拉傑哭自己兒女的聲音
[00:37:16.200 --> 00:37:20.200]  這個其實也是讓我們看到
[00:37:20.200 --> 00:37:24.200]  耶穌基督就是那位憂患之子
[00:37:24.200 --> 00:37:28.200]  他的救恩是從苦難那裡出來
[00:37:28.200 --> 00:37:32.200]  他定居在拿撒勒
[00:37:32.200 --> 00:37:38.200]  大家知道本來他們不是在拿撒勒
[00:37:38.200 --> 00:37:40.200]  本來他們在哪裡?
[00:37:40.200 --> 00:37:42.200]  在伯利恆
[00:37:42.200 --> 00:37:48.200]  但是因為希律的兒子阿基魯作王
[00:37:48.200 --> 00:37:50.200]  接他的父親作王
[00:37:50.200 --> 00:37:54.200]  所以害怕回到伯利恆可能不妥當
[00:37:54.200 --> 00:37:58.200]  所以去到拿撒勒
[00:37:58.200 --> 00:38:04.200]  又讓我們看到耶穌基督在舊約裡面
[00:38:04.200 --> 00:38:08.200]  最少在馬太引用的時候
[00:38:08.200 --> 00:38:14.200]  他引用到當時耶穌基督的寓言
[00:38:14.200 --> 00:38:18.200]  其實拿撒勒是一個很小的地方
[00:38:18.200 --> 00:38:24.200]  記不記得拿丹葉對拿撒勒的一個評語
[00:38:24.200 --> 00:38:28.200]  說拿撒勒能出什麼好的魔
[00:38:28.200 --> 00:38:32.200]  所以三次的應驗其實我們要看
[00:38:32.200 --> 00:38:36.200]  我沒有時間和你深入的研究
[00:38:36.200 --> 00:38:40.200]  我在1月5日開始
[00:38:40.200 --> 00:38:42.200]  即是明天開始
[00:38:42.200 --> 00:38:46.200]  就教一個叫做特別文體的識經
[00:38:46.200 --> 00:38:51.200]  我會有兩堂會講預表
[00:38:51.200 --> 00:38:55.200]  我就會深入和大家研究這三段
[00:38:55.200 --> 00:38:57.200]  他們是怎樣應驗的呢?
[00:38:57.200 --> 00:38:59.200]  今天我沒有時間和大家研究
[00:38:59.200 --> 00:39:04.200]  所以如果你們有興趣可以做個小廣告
[00:39:04.200 --> 00:39:07.200]  可以報讀我們的課程
[00:39:07.200 --> 00:39:09.200]  明天就開始了
[00:39:09.200 --> 00:39:11.200]  星期一、星期四
[00:39:11.200 --> 00:39:14.200]  四點半到七點
[00:39:14.200 --> 00:39:17.200]  有興趣可以和我們聯絡
[00:39:17.200 --> 00:39:20.200]  應驗是怎樣應驗呢?
[00:39:20.200 --> 00:39:22.200]  我簡單和大家講
[00:39:22.200 --> 00:39:24.200]  應驗是廣義的應驗
[00:39:24.200 --> 00:39:27.200]  不是逐句逐字的應驗
[00:39:27.200 --> 00:39:31.200]  是整個觀念概念的應驗
[00:39:31.200 --> 00:39:35.200]  第二就是一種神聖的類同
[00:39:35.200 --> 00:39:40.200]  即是這個和那個是有類同的地方
[00:39:40.200 --> 00:39:45.200]  第三就是很明顯的三次的應驗
[00:39:45.200 --> 00:39:53.200]  是印證到耶穌基督的事跡早已經在舊約有明示
[00:39:53.200 --> 00:39:59.200]  今次我們要去約旦和埃及
[00:39:59.200 --> 00:40:03.200]  埃及是聖家避難教堂
[00:40:03.200 --> 00:40:05.200]  我以前都去過兩次
[00:40:05.200 --> 00:40:11.200]  今次會再帶我們一團弟兄姊妹去
[00:40:11.200 --> 00:40:14.200]  我們有96人一起去
[00:40:14.200 --> 00:40:16.200]  所以兩輛車
[00:40:16.200 --> 00:40:21.200]  我們會坐利羅河的郵輪
[00:40:21.200 --> 00:40:23.200]  四日三夜
[00:40:23.200 --> 00:40:26.200]  晚上在船上睡覺
[00:40:26.200 --> 00:40:30.200]  白天就出來看埃及的景點
[00:40:30.200 --> 00:40:34.200]  很可惜你們以前有跟我們去
[00:40:34.200 --> 00:40:40.200]  今次好像在名單裡找來找去都找不到你們的名字
[00:40:40.200 --> 00:40:43.200]  以後有機會
[00:40:43.200 --> 00:40:47.200]  一個感動就要配合行動
[00:40:47.200 --> 00:40:51.200]  約瑟有沒有行動?
[00:40:51.200 --> 00:40:52.200]  有
[00:40:52.200 --> 00:40:54.200]  他就起來
[00:40:54.200 --> 00:40:58.200]  所以魔鬼不怕我們有千百個感動
[00:40:58.200 --> 00:41:04.200]  他最怕我們有一個行動
[00:41:04.200 --> 00:41:08.200]  將那個感動變成一個行動
[00:41:08.200 --> 00:41:10.200]  他就最怕
[00:41:10.200 --> 00:41:18.200]  弟兄姊妹我不知道你今年新年有什麼想做的事
[00:41:18.200 --> 00:41:21.200]  是配合我們的主
[00:41:21.200 --> 00:41:23.200]  其實世界失序
[00:41:23.200 --> 00:41:25.200]  你不要灰心不要失心
[00:41:25.200 --> 00:41:29.200]  因為我們的天父仍然掌權
[00:41:29.200 --> 00:41:36.200]  而耶穌基督的救贖是要從十字架那裡經過
[00:41:36.200 --> 00:41:40.200]  神的王權要透過十字架來彰顯
[00:41:40.200 --> 00:41:44.200]  沒有烏托邦的世界也沒有完美的世界
[00:41:44.200 --> 00:41:52.200]  但是我們知道洪水氾濫的時候要坐著為王
[00:41:52.200 --> 00:41:54.200]  要坐著為王直到永遠
[00:41:54.200 --> 00:41:58.200]  所以如果你在今年有什麼想做
[00:41:58.200 --> 00:42:08.200]  而決心要做求主幫助你實際將它做出來
[00:42:08.200 --> 00:42:13.200]  我們要靜觀父神在這個宇宙最偉大的藝術家
[00:42:13.200 --> 00:42:19.200]  他正是繪製一幅精美的畫像
[00:42:19.200 --> 00:42:28.200]  我在YouTube看到一個人畫畫
[00:42:28.200 --> 00:42:32.200]  他在大家面前畫
[00:42:32.200 --> 00:42:39.200]  你猜他在畫什麼呢
[00:42:39.200 --> 00:42:42.200]  你不知道吧
[00:42:42.200 --> 00:42:45.200]  一點一滴
[00:42:45.200 --> 00:42:51.200]  第二幅呢你大概知道他在畫什麼吧
[00:42:51.200 --> 00:42:53.200]  知道嗎
[00:42:53.200 --> 00:42:55.200]  都不知道吧
[00:42:55.200 --> 00:42:57.200]  都不知道
[00:42:57.200 --> 00:42:59.200]  如果這樣呢
[00:42:59.200 --> 00:43:03.200]  知道嗎
[00:43:03.200 --> 00:43:05.200]  倒轉了人頭
[00:43:05.200 --> 00:43:09.200]  現在這樣呢
[00:43:09.200 --> 00:43:15.200]  更清楚了
[00:43:15.200 --> 00:43:17.200]  他倒轉你畫的
[00:43:17.200 --> 00:43:19.200]  到最後他回頭
[00:43:19.200 --> 00:43:23.200]  原來他畫了一個愛因斯坦出來
[00:43:23.200 --> 00:43:27.200]  開始的時候你不知道他畫什麼
[00:43:27.200 --> 00:43:29.200]  這個叫鬼畫符
[00:43:29.200 --> 00:43:34.200]  到最後厲害了
[00:43:34.200 --> 00:43:39.200]  所以如果你要看YouTube
[00:43:39.200 --> 00:43:44.200]  你就要看Upside Down Speed Painter Entertainer
[00:43:44.200 --> 00:43:48.200]  你就會看到整個過程
[00:43:48.200 --> 00:43:53.200]  我後來又發現他旁邊有些人很特別
[00:43:53.200 --> 00:43:55.200]  這些人真的很厲害
[00:43:55.200 --> 00:43:59.200]  有一個又是倒轉頭畫瑪利蓮夢露
[00:43:59.200 --> 00:44:04.200]  你真的不知道他開始的時候畫什麼
[00:44:04.200 --> 00:44:07.200]  頂住了神在這個世上
[00:44:07.200 --> 00:44:11.200]  其實他有很多事情發生的時候
[00:44:11.200 --> 00:44:13.200]  我們不明白
[00:44:13.200 --> 00:44:15.200]  我們不明白
[00:44:15.200 --> 00:44:22.200]  我們覺得好像很滑稽
[00:44:22.200 --> 00:44:24.200]  很矛盾
[00:44:24.200 --> 00:44:26.200]  但是你再等一會
[00:44:26.200 --> 00:44:31.200]  神仍然在天上坐
[00:44:31.200 --> 00:44:35.200]  你相不相信這句說話呢
[00:44:35.200 --> 00:44:38.200]  我們深信在黑暗湧到的盡頭
[00:44:38.200 --> 00:44:42.200]  祂必定會出現
[00:44:42.200 --> 00:44:44.200]  我們的問題是
[00:44:44.200 --> 00:44:47.200]  為什麼祂現在還沒出現呢
[00:44:47.200 --> 00:44:50.200]  因為什麼
[00:44:50.200 --> 00:44:54.200]  因為還沒走到盡頭
[00:44:54.200 --> 00:44:57.200]  這麼簡單的道理
[00:44:57.200 --> 00:44:59.200]  我們大家一起讀好不好
[00:44:59.200 --> 00:45:04.200]  我們深信在黑暗湧到的盡頭
[00:45:04.200 --> 00:45:06.200]  祂必定會出現
[00:45:06.200 --> 00:45:09.200]  但是為什麼祂還沒出現呢
[00:45:09.200 --> 00:45:13.200]  因為還沒走到湧到的盡頭
[00:45:13.200 --> 00:45:15.200]  所以還沒到盡頭
[00:45:15.200 --> 00:45:17.200]  那你擔心什麼呢
[00:45:17.200 --> 00:45:19.200]  你急什麼呢
[00:45:19.200 --> 00:45:24.200]  剛才我們看Don Carlson
[00:45:24.200 --> 00:45:26.200]  他說馬太福音的主題
[00:45:26.200 --> 00:45:32.200]  天國的福音要到末世才會完全顯現
[00:45:32.200 --> 00:45:34.200]  所以現在還沒到末世
[00:45:34.200 --> 00:45:37.200]  還沒到耶穌基督回來的時候
[00:45:37.200 --> 00:45:41.200]  所以大家忍耐等候
[00:45:41.200 --> 00:45:43.200]  靜觀其變
[00:45:43.200 --> 00:45:47.200]  然後察看神在這個世上的一切的作為
[00:45:47.200 --> 00:45:49.200]  阿門
[00:45:49.200 --> 00:45:51.200]  我們低頭一起祈禱
[00:45:51.200 --> 00:45:53.200]  天父我們獻上我們的感恩
[00:45:53.200 --> 00:45:57.200]  我們知道你在混亂的世界上
[00:45:57.200 --> 00:46:00.200]  你仍然是掌管一切
[00:46:00.200 --> 00:46:02.200]  天父求祢給我們安心
[00:46:02.200 --> 00:46:04.200]  我們也不要失心
[00:46:04.200 --> 00:46:06.200]  在主的面前
[00:46:06.200 --> 00:46:09.200]  我們願意再次信服主你的引領
[00:46:09.200 --> 00:46:14.200]  用十字架的心態去做侍奉
[00:46:14.200 --> 00:46:16.200]  做撥人領袖
[00:46:16.200 --> 00:46:19.200]  求主您帶領我們在2026年
[00:46:19.200 --> 00:46:25.200]  能夠有更深更廣更高的學習
[00:46:25.200 --> 00:46:27.200]  奉耶穌基督的聖名
[00:46:27.200 --> 00:46:29.200]  阿門
[00:46:46.200 --> 00:46:48.200]  我只想知道你到底是谁啊?
