
[00:00:00.000 --> 00:00:16.000]  從受苦節到復活節 通常我們對中間星期六是完全不會提的
[00:23:28.000 --> 00:23:29.000]  不信上帝的人
[00:23:29.000 --> 00:23:32.000]  所以神學家的討論
[00:23:32.000 --> 00:23:34.000]  就有很多不同的意見
[00:23:34.000 --> 00:23:35.000]  第一
[00:23:35.000 --> 00:23:36.000]  耶穌基督去做什麼
[00:23:36.000 --> 00:23:38.000]  傳道
[00:23:38.000 --> 00:23:40.000]  傳道給什麼人聽
[00:23:40.000 --> 00:23:41.000]  不信的人
[00:23:41.000 --> 00:23:43.000]  死了之後還有第二次機會
[00:23:43.000 --> 00:23:45.000]  死早一點好
[00:23:45.000 --> 00:23:47.000]  羅亞的時候不信
[00:23:47.000 --> 00:23:49.000]  你在陰間等了這麼久
[00:23:49.000 --> 00:23:51.000]  現在突然有光
[00:23:51.000 --> 00:23:53.000]  然後基督出現
[00:23:53.000 --> 00:23:54.000]  信不信
[00:23:54.000 --> 00:23:55.000]  你敢不信
[00:23:55.000 --> 00:23:57.000]  哇 活該
[00:23:57.000 --> 00:23:58.000]  那時候一定信
[00:23:58.000 --> 00:24:00.000]  然後耶穌拉衣服上去
[00:24:00.000 --> 00:24:02.000]  在樂園裡和強盜擁抱
[00:24:02.000 --> 00:24:07.000]  神學家說等等
[00:24:07.000 --> 00:24:11.000]  聖經沒有說那些不信從的人
[00:24:11.000 --> 00:24:13.000]  有沒有舉手決志
[00:24:13.000 --> 00:24:14.000]  有沒有?
[00:24:14.000 --> 00:24:15.000]  沒有
[00:24:15.000 --> 00:24:17.000]  這裡只是說基督直者靈
[00:24:17.000 --> 00:24:23.000]  去傳道給那些在監獄的靈聽
[00:24:23.000 --> 00:24:25.000]  所以另一個看法是
[00:24:25.000 --> 00:24:28.000]  其實耶穌基督去到是宣佈的
[00:24:28.000 --> 00:24:34.000]  這個宣佈不等於他們有第二次機會
[00:24:34.000 --> 00:24:35.000]  我信你了
[00:24:35.000 --> 00:24:36.000]  不是
[00:24:36.000 --> 00:24:40.000]  你羅亞方舟的時候不信
[00:24:40.000 --> 00:24:42.000]  你嘴硬
[00:24:42.000 --> 00:24:44.000]  我到現在都看不到
[00:24:44.000 --> 00:24:46.000]  你給我一個神看看
[00:24:46.000 --> 00:24:47.000]  我就信了
[00:24:47.000 --> 00:24:49.000]  現在就給你看看
[00:24:49.000 --> 00:24:52.000]  看完就走了
[00:24:52.000 --> 00:24:54.000]  是這樣的
[00:24:54.000 --> 00:24:56.000]  看看而已
[00:24:56.000 --> 00:24:58.000]  就給你知道
[00:24:58.000 --> 00:24:59.000]  壞了
[00:24:59.000 --> 00:25:01.000]  幸好你不是基督
[00:25:01.000 --> 00:25:05.000]  基督沒有說壞了
[00:25:05.000 --> 00:25:06.000]  是你說的
[00:25:06.000 --> 00:25:07.000]  不是他說的
[00:25:07.000 --> 00:25:10.000]  我們有很多假設在這裡
[00:25:10.000 --> 00:25:13.000]  但經文其實就是一段很隱晦
[00:25:13.000 --> 00:25:15.000]  其實都是順便說
[00:25:15.000 --> 00:25:16.000]  還有
[00:25:16.000 --> 00:25:18.000]  你讀聖經要分清楚
[00:25:18.000 --> 00:25:20.000]  你很有興趣
[00:25:20.000 --> 00:25:22.000]  想知道
[00:25:22.000 --> 00:25:24.000]  今天下午我們說打爛沙盤問道
[00:25:24.000 --> 00:25:25.000]  讀對
[00:25:25.000 --> 00:25:26.000]  但是你問
[00:25:26.000 --> 00:25:28.000]  你都要有一個態度
[00:25:28.000 --> 00:25:32.000]  有些東西不是聖經一定告訴你的
[00:25:32.000 --> 00:25:34.000]  你要懂得停
[00:25:34.000 --> 00:25:39.000]  停在聖經有或沒有說的事上
[00:25:39.000 --> 00:25:42.000]  這段經文其實說的是什麼
[00:25:42.000 --> 00:25:44.000]  說的是17節
[00:25:44.000 --> 00:25:46.000]  如果你有聖經在手上
[00:25:46.000 --> 00:25:49.000]  開頭說的是神的旨意
[00:25:49.000 --> 00:25:53.000]  若是叫你們因行善受苦
[00:25:53.000 --> 00:25:55.000]  是說受苦
[00:25:55.000 --> 00:25:58.000]  不是說你犯罪作惡受苦
[00:25:58.000 --> 00:26:00.000]  彼得前書分得很清楚
[00:26:00.000 --> 00:26:04.000]  你因為自己行差踏錯而受苦
[00:26:04.000 --> 00:26:07.000]  那叫做罪有應得
[00:26:07.000 --> 00:26:09.000]  但你因為行善
[00:26:09.000 --> 00:26:11.000]  你遵行上帝的吩咐
[00:26:11.000 --> 00:26:13.000]  你受苦
[00:26:13.000 --> 00:26:17.000]  那叫做為義受逼迫
[00:26:17.000 --> 00:26:19.000]  哪種人有福
[00:26:19.000 --> 00:26:22.000]  是為義受苦的有福
[00:26:22.000 --> 00:26:24.000]  為罪受苦的
[00:26:24.000 --> 00:26:27.000]  不是活該
[00:26:27.000 --> 00:26:29.000]  不要說死字
[00:26:29.000 --> 00:26:31.000]  活該
[00:26:31.000 --> 00:26:33.000]  這是普通話的說法
[00:26:33.000 --> 00:26:35.000]  香港人要學習
[00:26:35.000 --> 00:26:37.000]  不要說廣東話
[00:26:37.000 --> 00:26:44.000]  彼得不是想特別討論聖祭的時間
[00:26:44.000 --> 00:26:50.000]  其實他只不過是過節
[00:26:50.000 --> 00:26:54.000]  說開為義受苦
[00:26:54.000 --> 00:27:00.000]  基督也曾經有一次為罪受苦
[00:27:00.000 --> 00:27:04.000]  不過這個為罪是義的代替不義的
[00:27:04.000 --> 00:27:06.000]  說起基督
[00:27:06.000 --> 00:27:12.000]  然後說起他表面被羅馬人判刑
[00:27:12.000 --> 00:27:14.000]  是一個犯罪犯
[00:27:14.000 --> 00:27:16.000]  釘十字架
[00:27:16.000 --> 00:27:18.000]  23條
[00:27:18.000 --> 00:27:20.000]  耶穌犯了23條
[00:27:20.000 --> 00:27:22.000]  他不愛國又不愛港
[00:27:22.000 --> 00:27:24.000]  他不但不能做特首
[00:27:24.000 --> 00:27:26.000]  還被釘十字架
[00:27:26.000 --> 00:27:28.000]  在這樣的情況下
[00:27:28.000 --> 00:27:32.000]  所以按肉體說他被致死
[00:27:32.000 --> 00:27:34.000]  知道致死的兩個字嗎
[00:27:34.000 --> 00:27:36.000]  sentence to death
[00:27:36.000 --> 00:27:38.000]  不是被自殺
[00:27:38.000 --> 00:27:40.000]  是被殺
[00:27:40.000 --> 00:27:42.000]  他是被國法所致死
[00:27:42.000 --> 00:27:45.000]  但是其實從聖靈來說
[00:27:45.000 --> 00:27:47.000]  他復活了
[00:27:47.000 --> 00:27:49.000]  這是明天我們要說的事
[00:27:49.000 --> 00:27:52.000]  在這個時候彼得就多說一句
[00:27:52.000 --> 00:27:54.000]  他就藉著這個神的靈
[00:27:54.000 --> 00:27:58.000]  去到監獄傳道
[00:27:58.000 --> 00:28:02.000]  監獄就是說洪水以來不順從之人
[00:28:02.000 --> 00:28:06.000]  就引起我們很多猜測
[00:28:06.000 --> 00:28:11.000]  不過聖經沒有再多說半句
[00:28:11.000 --> 00:28:13.000]  行不行
[00:28:13.000 --> 00:28:15.000]  你可能很想追問
[00:28:15.000 --> 00:28:19.000]  十八代的祖宗沒有機會聽過耶穌
[00:28:19.000 --> 00:28:21.000]  當時明朝還是什麼朝
[00:28:21.000 --> 00:28:24.000]  沒有人傳道給我這個鄉村
[00:28:24.000 --> 00:28:26.000]  如果他信了耶穌就好了
[00:28:26.000 --> 00:28:28.000]  這裡是不是說他有機會
[00:28:28.000 --> 00:28:30.000]  答案
[00:28:30.000 --> 00:28:32.000]  不知道
[00:28:32.000 --> 00:28:34.000]  論語說得好
[00:28:34.000 --> 00:28:35.000]  不是聖經說的
[00:28:35.000 --> 00:28:37.000]  知之為知之
[00:28:37.000 --> 00:28:39.000]  不知為不知
[00:28:39.000 --> 00:28:41.000]  是知也
[00:28:41.000 --> 00:28:43.000]  這樣才是真的知道
[00:28:43.000 --> 00:28:47.000]  走來走去問什麼都知道
[00:28:47.000 --> 00:28:49.000]  那些叫知少少
[00:28:49.000 --> 00:28:51.000]  扮代表
[00:28:51.000 --> 00:28:53.000]  不要相信他
[00:28:53.000 --> 00:28:55.000]  沒有人什麼都知道
[00:28:55.000 --> 00:28:57.000]  所以聖經有說的你可以說
[00:28:57.000 --> 00:28:59.000]  聖經說清楚的你可以說清楚
[00:28:59.000 --> 00:29:00.000]  你看清楚
[00:29:00.000 --> 00:29:02.000]  但聖經沒有說的
[00:29:02.000 --> 00:29:03.000]  我們說就行
[00:29:03.000 --> 00:29:05.000]  沒有人禁止你
[00:29:05.000 --> 00:29:07.000]  你一說就不會走雷
[00:29:07.000 --> 00:29:09.000]  走雷也十三層不會砍到你
[00:29:09.000 --> 00:29:11.000]  但你要自己負責
[00:29:11.000 --> 00:29:13.000]  所以就這麼多
[00:29:13.000 --> 00:29:15.000]  星期六
[00:29:15.000 --> 00:29:21.000]  到底基督是不是去到陰間
[00:29:21.000 --> 00:29:25.000]  有沒有釋放到陰間的靈魂
[00:29:25.000 --> 00:29:30.000]  將他們一起帶上樂園
[00:29:30.000 --> 00:29:32.000]  和強盜見面
[00:29:32.000 --> 00:29:34.000]  答案是
[00:29:34.000 --> 00:29:35.000]  不知道
[00:29:35.000 --> 00:29:37.000]  你們可以回去睡覺了
[00:29:37.000 --> 00:29:38.000]  我安心了
[00:29:38.000 --> 00:29:39.000]  我說了
[00:29:39.000 --> 00:29:42.000]  不,這只是引言
[00:29:42.000 --> 00:29:44.000]  我想你清楚
[00:29:44.000 --> 00:29:46.000]  我想你清楚的是
[00:29:46.000 --> 00:29:48.000]  聖經怎麼說
[00:29:48.000 --> 00:29:51.000]  聖經的焦點不在這裡
[00:29:51.000 --> 00:29:55.000]  雖然教會的傳統很緊張
[00:29:55.000 --> 00:29:57.000]  咬餐死
[00:29:57.000 --> 00:29:59.000]  不過史陶信經有說過
[00:29:59.000 --> 00:30:01.000]  史陶信經說
[00:30:01.000 --> 00:30:03.000]  因聖靈感人
[00:30:03.000 --> 00:30:05.000]  我不是背你的版本
[00:30:05.000 --> 00:30:07.000]  我背另外教會的版本
[00:30:07.000 --> 00:30:09.000]  在聖女瑪利亞所生
[00:30:09.000 --> 00:30:12.000]  在本雕比拉多手下受難
[00:30:12.000 --> 00:30:15.000]  被釘於十字架崩
[00:30:15.000 --> 00:30:17.000]  有句這樣的字
[00:30:17.000 --> 00:30:22.000]  受死埋葬降在陰間
[00:30:22.000 --> 00:30:25.000]  第三天從死人中復活
[00:30:25.000 --> 00:30:28.000]  聖天坐在全能父上帝的右邊
[00:30:28.000 --> 00:30:31.000]  將來必從那裡降臨
[00:30:31.000 --> 00:30:33.000]  審判活人死人
[00:30:33.000 --> 00:30:36.000]  整個過程
[00:30:36.000 --> 00:30:41.000]  其實是按照聖經的教導和記載
[00:30:41.000 --> 00:30:46.000]  包括將來必從那裡降臨
[00:30:46.000 --> 00:30:49.000]  審判活人死人
[00:30:49.000 --> 00:30:52.000]  你讀過一點點系統神學
[00:30:52.000 --> 00:30:56.000]  你就一定會懂得審判活人死人
[00:30:56.000 --> 00:30:57.000]  叫做什麼?
[00:30:57.000 --> 00:31:00.000]  Eschatology
[00:31:00.000 --> 00:31:02.000]  末世論
[00:31:02.000 --> 00:31:04.000]  終末論
[00:31:04.000 --> 00:31:05.000]  是將來的
[00:31:05.000 --> 00:31:08.000]  為什麼會放在耶穌基督的降生
[00:31:08.000 --> 00:31:09.000]  與女懷孕
[00:31:09.000 --> 00:31:11.000]  受死本雕比拉多
[00:31:11.000 --> 00:31:13.000]  復活升天再來
[00:31:13.000 --> 00:31:17.000]  這是史道行傳
[00:31:17.000 --> 00:31:20.000]  彼得報道
[00:31:20.000 --> 00:31:23.000]  他講回耶穌的拯救
[00:31:23.000 --> 00:31:25.000]  他是這樣說的
[00:31:25.000 --> 00:31:29.000]  所以《史盧信經》不是將教會的傳統
[00:31:29.000 --> 00:31:34.000]  納入一個Cradle Statement
[00:31:34.000 --> 00:31:36.000]  每個人都要背
[00:31:36.000 --> 00:31:37.000]  有沒有根據都好
[00:31:37.000 --> 00:31:39.000]  教會就是這樣教的
[00:31:39.000 --> 00:31:42.000]  《史盧信經》的傳說
[00:31:42.000 --> 00:31:44.000]  是很感動人的
[00:31:44.000 --> 00:31:46.000]  你知道嗎?
[00:31:46.000 --> 00:31:48.000]  故事是這樣說的
[00:31:48.000 --> 00:31:50.000]  12個使徒
[00:31:50.000 --> 00:31:53.000]  每天在自己家裡
[00:31:53.000 --> 00:31:56.000]  擦餅紀念主之後
[00:31:56.000 --> 00:32:01.000]  他們很懷念耶穌基督在他們當中的日子
[00:32:01.000 --> 00:32:02.000]  每天教訓他們
[00:32:02.000 --> 00:32:04.000]  但是耶穌已經升天了
[00:32:04.000 --> 00:32:07.000]  於是在聖靈的感動之下
[00:32:07.000 --> 00:32:10.000]  西門彼得當然是先開始說話
[00:32:10.000 --> 00:32:12.000]  福音書當然是這樣記載的
[00:32:12.000 --> 00:32:14.000]  彼得就開始說
[00:32:14.000 --> 00:32:16.000]  我信上帝
[00:32:16.000 --> 00:32:18.000]  弟弟安德烈馬上就駁下去
[00:32:18.000 --> 00:32:20.000]  全能的父
[00:32:20.000 --> 00:32:23.000]  然後第三個是誰呢?
[00:32:23.000 --> 00:32:26.000]  就是約翰
[00:32:26.000 --> 00:32:27.000]  創造天地的主
[00:32:27.000 --> 00:32:28.000]  在初有道
[00:32:28.000 --> 00:32:29.000]  道與神同在
[00:32:29.000 --> 00:32:30.000]  道就是神
[00:32:30.000 --> 00:32:32.000]  你有沒有讀過他的福音書?
[00:32:32.000 --> 00:32:35.000]  然後約翰的兄弟亞哥
[00:32:35.000 --> 00:32:36.000]  就跟著說
[00:32:36.000 --> 00:32:38.000]  我信我主耶穌基督
[00:32:38.000 --> 00:32:41.000]  到巴多羅馬
[00:32:41.000 --> 00:32:43.000]  還是多瑪還是馬太
[00:32:43.000 --> 00:32:44.000]  一路駁下去
[00:32:44.000 --> 00:32:45.000]  12使徒一個回合
[00:32:45.000 --> 00:32:47.000]  就整個《史盧信經》出來了
[00:32:47.000 --> 00:32:49.000]  你信不信?
[00:32:49.000 --> 00:32:52.000]  聽你們的笑聲
[00:32:52.000 --> 00:32:54.000]  大概你不會信
[00:32:54.000 --> 00:32:57.000]  你要懂得聽拉比的故事
[00:32:57.000 --> 00:32:59.000]  猶太人的故事
[00:32:59.000 --> 00:33:02.000]  不是說事實
[00:33:02.000 --> 00:33:04.000]  是說意義
[00:33:04.000 --> 00:33:07.000]  這個故事說的意義是什麼?
[00:33:07.000 --> 00:33:09.000]  就是《史盧信經》
[00:33:09.000 --> 00:33:11.000]  不是穿鑿附會
[00:33:11.000 --> 00:33:14.000]  是新約聖經的教導
[00:33:14.000 --> 00:33:16.000]  的濃縮
[00:33:16.000 --> 00:33:18.000]  是不是叫Q版?
[00:33:18.000 --> 00:33:20.000]  不是A4
[00:33:20.000 --> 00:33:23.000]  是原裝正版
[00:33:23.000 --> 00:33:24.000]  OK?
[00:33:24.000 --> 00:33:26.000]  那個是Quintessence
[00:33:26.000 --> 00:33:28.000]  信仰
[00:33:28.000 --> 00:33:31.000]  如果你要用最簡潔的版本
[00:33:31.000 --> 00:33:32.000]  說一次
[00:33:32.000 --> 00:33:34.000]  你背得到的
[00:33:34.000 --> 00:33:35.000]  《史盧信經》
[00:33:35.000 --> 00:33:38.000]  所以《史盧信經》說
[00:33:38.000 --> 00:33:40.000]  降在陰間
[00:33:40.000 --> 00:33:43.000]  有沒有提到監獄的靈?
[00:33:43.000 --> 00:33:44.000]  沒有
[00:33:44.000 --> 00:33:46.000]  有沒有提到釋放他們?
[00:33:46.000 --> 00:33:48.000]  沒有
[00:33:48.000 --> 00:33:50.000]  甚至連傳道都沒有說
[00:33:50.000 --> 00:33:54.000]  只是說耶穌受死埋葬
[00:33:54.000 --> 00:33:56.000]  降在陰間
[00:33:56.000 --> 00:33:59.000]  然後第三天從死人中復活
[00:33:59.000 --> 00:34:01.000]  所以《史盧信經》這句說話
[00:34:01.000 --> 00:34:03.000]  其實很審慎
[00:34:03.000 --> 00:34:05.000]  很小心
[00:34:05.000 --> 00:34:10.000]  它沒有將一些天花龍鳳的教會傳統
[00:34:10.000 --> 00:34:12.000]  都歸入去
[00:34:12.000 --> 00:34:15.000]  有的就只是我們自己說的那句
[00:34:15.000 --> 00:34:17.000]  衰了辣
[00:34:17.000 --> 00:34:19.000]  其實不是聖經說的
[00:34:19.000 --> 00:34:21.000]  也不是《史盧信經》說的
[00:34:21.000 --> 00:34:23.000]  《史盧信經》只是說
[00:34:23.000 --> 00:34:25.000]  耶穌死了
[00:34:25.000 --> 00:34:28.000]  在十字架上受死
[00:34:28.000 --> 00:34:30.000]  埋葬
[00:34:30.000 --> 00:34:32.000]  降在陰間
[00:34:32.000 --> 00:34:34.000]  今晚我想和你看一看
[00:34:34.000 --> 00:34:37.000]  究竟這裡聖經說什麼?
[00:34:37.000 --> 00:34:39.000]  嚴格來說
[00:34:39.000 --> 00:34:42.000]  耶穌死了之後
[00:34:42.000 --> 00:34:43.000]  聖經的記載
[00:34:43.000 --> 00:34:46.000]  還記不記得剛才周牧師和我們剛剛讀完
[00:34:46.000 --> 00:34:47.000]  聖經記載
[00:34:47.000 --> 00:34:50.000]  四卷福音書都記載
[00:34:50.000 --> 00:34:53.000]  耶穌埋葬了
[00:34:53.000 --> 00:34:55.000]  今天你去聖地
[00:34:55.000 --> 00:34:57.000]  有沒有參觀過空墳墓
[00:34:57.000 --> 00:34:59.000]  都有雙包案
[00:34:59.000 --> 00:35:02.000]  釘十字架有兩個不同的地點
[00:35:02.000 --> 00:35:05.000]  約旦河受洗有兩個不同的地點
[00:35:05.000 --> 00:35:07.000]  多個地方可以賣東西
[00:35:07.000 --> 00:35:09.000]  可以拍照
[00:35:09.000 --> 00:35:13.000]  所以這裡疏導交通
[00:35:13.000 --> 00:35:15.000]  我們去約旦河就是這樣
[00:35:15.000 --> 00:35:17.000]  巴勒斯坦的導遊
[00:35:17.000 --> 00:35:19.000]  有一點點性感
[00:35:19.000 --> 00:35:20.000]  他說這裡太多人了
[00:35:20.000 --> 00:35:21.000]  所以最近宣佈
[00:35:21.000 --> 00:35:23.000]  這裡是假的
[00:35:23.000 --> 00:35:24.000]  遲些才說
[00:35:24.000 --> 00:35:25.000]  早些的應該在那裡
[00:35:25.000 --> 00:35:28.000]  以色列的旅遊局就開了一個新的地方
[00:35:28.000 --> 00:35:30.000]  然後就說這裡是真的
[00:35:30.000 --> 00:35:32.000]  人們就去那裡疏導交通
[00:35:32.000 --> 00:35:39.000]  耶穌基督埋葬
[00:35:39.000 --> 00:35:41.000]  是聖經的記載
[00:35:41.000 --> 00:35:43.000]  四卷福音書都記載
[00:35:43.000 --> 00:35:45.000]  四卷福音書都一起說
[00:35:45.000 --> 00:35:47.000]  是因為一個人
[00:35:47.000 --> 00:35:49.000]  記得嗎?
[00:35:49.000 --> 00:35:53.000]  叫做亞利馬太人約瑟
[00:35:53.000 --> 00:35:57.000]  這個亞利馬太人約瑟做了一件事
[00:35:57.000 --> 00:36:01.000]  就是他在耶穌釘十字架之後
[00:36:01.000 --> 00:36:03.000]  他做了一件
[00:36:03.000 --> 00:36:05.000]  你可以說其實他不需要做的事
[00:36:05.000 --> 00:36:08.000]  就是他來見比拉多
[00:36:08.000 --> 00:36:10.000]  不是每個人都見到比拉多
[00:36:10.000 --> 00:36:12.000]  也是你去過耶路撒冷就知道
[00:36:12.000 --> 00:36:14.000]  因為比拉多
[00:36:14.000 --> 00:36:16.000]  不可以說解放軍
[00:36:16.000 --> 00:36:18.000]  因為解放軍有主權
[00:36:18.000 --> 00:36:20.000]  不過香港的解放軍都很乖
[00:36:20.000 --> 00:36:22.000]  經常都留在軍營裡面
[00:36:22.000 --> 00:36:25.000]  除了只是演習圍剿港獨之外
[00:36:25.000 --> 00:36:29.000]  羅馬的軍團
[00:36:29.000 --> 00:36:32.000]  就不是駐紮在耶路撒冷
[00:36:32.000 --> 00:36:34.000]  如果你去過聖地就知道
[00:36:34.000 --> 00:36:36.000]  他們是駐紮在Caesarea
[00:36:36.000 --> 00:36:37.000]  在蓋薩尼亞
[00:36:37.000 --> 00:36:39.000]  那裡是海邊
[00:36:39.000 --> 00:36:40.000]  通渠大道
[00:36:40.000 --> 00:36:42.000]  耶路撒冷交通沒那麼方便
[00:36:42.000 --> 00:36:44.000]  所以羅馬的兵
[00:36:44.000 --> 00:36:45.000]  在耶路撒冷裡面
[00:36:45.000 --> 00:36:53.000]  只有一個借用了以前大衛建造耶路撒冷的時候的保女
[00:36:53.000 --> 00:36:55.000]  就躲在裡面
[00:36:55.000 --> 00:36:57.000]  所以每年大節
[00:36:57.000 --> 00:36:59.000]  什麼叫大節
[00:36:59.000 --> 00:37:00.000]  不是農曆年
[00:37:00.000 --> 00:37:02.000]  是我們節日
[00:37:02.000 --> 00:37:04.000]  逾越節
[00:37:04.000 --> 00:37:06.000]  猶太人回來聖殿過節
[00:37:06.000 --> 00:37:10.000]  耶路撒冷突然之間人口膨脹了十倍
[00:37:10.000 --> 00:37:12.000]  那誰管理秩序
[00:37:12.000 --> 00:37:14.000]  羅馬兵
[00:37:14.000 --> 00:37:16.000]  沒有以色列兵
[00:37:16.000 --> 00:37:18.000]  以色列猶太人當時是亡國的
[00:37:18.000 --> 00:37:20.000]  怎麼可以給軍隊
[00:37:20.000 --> 00:37:21.000]  怎麼可以給武器
[00:37:21.000 --> 00:37:22.000]  羅馬兵團
[00:37:22.000 --> 00:37:25.000]  駐在耶路撒冷是短期的
[00:37:25.000 --> 00:37:30.000]  比拉多是整個猶太省的巡撫
[00:37:30.000 --> 00:37:33.000]  所以他是最高的官
[00:37:33.000 --> 00:37:34.000]  在這些時候
[00:37:34.000 --> 00:37:36.000]  他最怕的是什麼
[00:37:36.000 --> 00:37:38.000]  不是暴動
[00:37:38.000 --> 00:37:40.000]  是被人暗殺
[00:37:40.000 --> 00:37:41.000]  懂不懂
[00:37:41.000 --> 00:37:42.000]  是啊
[00:37:42.000 --> 00:37:43.000]  人多嘛
[00:37:43.000 --> 00:37:45.000]  誰會殺他
[00:37:45.000 --> 00:37:46.000]  你也認識一個
[00:37:46.000 --> 00:37:50.000]  叫做憤慮黨的西門
[00:37:50.000 --> 00:37:51.000]  懂不懂
[00:37:51.000 --> 00:37:53.000]  你說見耶穌十二個使徒
[00:37:53.000 --> 00:37:55.000]  有一個帶著炸彈的
[00:37:55.000 --> 00:37:56.000]  那個叫憤慮黨
[00:37:56.000 --> 00:37:57.000]  什麼叫憤慮黨
[00:37:57.000 --> 00:37:59.000]  不是憤卿會
[00:37:59.000 --> 00:38:01.000]  憤慮黨就是革命黨
[00:38:01.000 --> 00:38:02.000]  不是啊
[00:38:02.000 --> 00:38:03.000]  恐怖分子
[00:38:03.000 --> 00:38:04.000]  就是這麼簡單
[00:38:04.000 --> 00:38:06.000]  所以耶穌的時期
[00:38:06.000 --> 00:38:09.000]  你見比拉多非同小可
[00:38:09.000 --> 00:38:11.000]  所以這個亞利馬太人約瑟
[00:38:11.000 --> 00:38:14.000]  這張卡片我想是四面因
[00:38:14.000 --> 00:38:16.000]  他去見比拉多
[00:38:16.000 --> 00:38:18.000]  比拉多還立刻肯見他
[00:38:18.000 --> 00:38:20.000]  否則的話
[00:38:20.000 --> 00:38:22.000]  你按一字按兩字按三字
[00:38:22.000 --> 00:38:24.000]  按了一大輪之後
[00:38:24.000 --> 00:38:25.000]  打回原形
[00:38:25.000 --> 00:38:27.000]  還是不通過電話
[00:38:27.000 --> 00:38:29.000]  你見不到的
[00:38:29.000 --> 00:38:31.000]  我試過了
[00:38:31.000 --> 00:38:32.000]  這麼極
[00:38:32.000 --> 00:38:34.000]  還可以選下去
[00:38:34.000 --> 00:38:35.000]  就算有人聽也好
[00:38:35.000 --> 00:38:37.000]  三次問完你之後
[00:38:37.000 --> 00:38:39.000]  還是找不到你要找的人
[00:38:39.000 --> 00:38:41.000]  比拉多的確可以這樣
[00:38:41.000 --> 00:38:43.000]  亞利馬太人約瑟
[00:38:43.000 --> 00:38:44.000]  在耶穌什麼話
[00:38:44.000 --> 00:38:48.000]  下午三點鐘還未斷氣
[00:38:48.000 --> 00:38:51.000]  然後六點鐘就安息日開始
[00:38:51.000 --> 00:38:52.000]  他有多少個小時工作
[00:38:52.000 --> 00:38:54.000]  三個小時
[00:38:54.000 --> 00:38:55.000]  他要做什麼
[00:38:55.000 --> 00:38:57.000]  他要見比拉多
[00:38:57.000 --> 00:38:59.000]  求耶穌
[00:38:59.000 --> 00:39:01.000]  中文也很客氣
[00:39:01.000 --> 00:39:03.000]  身體
[00:39:03.000 --> 00:39:04.000]  不是
[00:39:04.000 --> 00:39:06.000]  屍體
[00:39:06.000 --> 00:39:07.000]  明白了
[00:39:07.000 --> 00:39:08.000]  是因為他搞出來的
[00:39:08.000 --> 00:39:10.000]  其實他不出現
[00:39:10.000 --> 00:39:11.000]  沒有人會說他傻的
[00:39:11.000 --> 00:39:12.000]  沒有人會怪他
[00:39:12.000 --> 00:39:15.000]  沒有人知道他原來是暗暗跟耶穌的
[00:39:15.000 --> 00:39:17.000]  所以這個人出現
[00:39:17.000 --> 00:39:20.000]  就引起了福音書記載
[00:39:20.000 --> 00:39:22.000]  馬可福音記載什麼呢
[00:39:22.000 --> 00:39:24.000]  44節
[00:39:24.000 --> 00:39:26.000]  剛才你讀的時候有沒有留意到
[00:39:26.000 --> 00:39:27.000]  比拉多
[00:39:27.000 --> 00:39:29.000]  詫異
[00:39:29.000 --> 00:39:31.000]  耶穌已經死了
[00:39:31.000 --> 00:39:33.000]  有沒有留意這句話
[00:39:33.000 --> 00:39:34.000]  沒有的
[00:39:34.000 --> 00:39:35.000]  我們讀聖經很快
[00:39:35.000 --> 00:39:36.000]  因為我們想著復活
[00:39:36.000 --> 00:39:38.000]  不死更好
[00:39:38.000 --> 00:39:40.000]  不用那麼麻煩
[00:39:40.000 --> 00:39:42.000]  比拉多也很奇怪
[00:39:42.000 --> 00:39:44.000]  這麼快會死
[00:39:44.000 --> 00:39:46.000]  你有常識知道釘十字架是怎樣死的嗎
[00:39:46.000 --> 00:39:48.000]  你知道的
[00:39:48.000 --> 00:39:52.000]  釘十字架其實是心臟病發
[00:39:52.000 --> 00:39:55.000]  因為你越來越虛弱
[00:39:55.000 --> 00:39:57.000]  越來越呼吸不來
[00:39:57.000 --> 00:39:59.000]  所以老人家不要凍親
[00:39:59.000 --> 00:40:02.000]  因為凍親會什麼
[00:40:02.000 --> 00:40:04.000]  一開始不是肺炎
[00:40:04.000 --> 00:40:05.000]  是喉嚨發炎
[00:40:05.000 --> 00:40:07.000]  後來是支氣管發炎
[00:40:07.000 --> 00:40:09.000]  後來是氣管發炎
[00:40:09.000 --> 00:40:11.000]  最後才是肺炎
[00:40:11.000 --> 00:40:12.000]  肺炎是怎樣
[00:40:12.000 --> 00:40:13.000]  是呼吸不來
[00:40:13.000 --> 00:40:14.000]  呼吸不來是怎樣
[00:40:14.000 --> 00:40:16.000]  不會窒息
[00:40:16.000 --> 00:40:19.000]  呼吸不來
[00:40:19.000 --> 00:40:22.000]  你的心臟就要加班
[00:40:22.000 --> 00:40:24.000]  要多泵點血
[00:40:24.000 --> 00:40:27.000]  讓你的身體有足夠的氧氣
[00:40:27.000 --> 00:40:31.000]  心臟如果是一個弱的老人家
[00:40:31.000 --> 00:40:33.000]  加班的結果是什麼
[00:40:33.000 --> 00:40:35.000]  就是心臟病
[00:40:35.000 --> 00:40:39.000]  所以老人家為什麼冬天會容易離開世界
[00:40:39.000 --> 00:40:42.000]  就是因為從感冒開始
[00:40:42.000 --> 00:40:44.000]  一切從洗手開始
[00:40:44.000 --> 00:40:45.000]  是對的
