
[00:00:00.000 --> 00:00:06.560]  剛才Jean老師解釋了Marketplace Alumni Club MAC
[00:19:01.000 --> 00:19:03.000]  這個字獨立出現
[00:19:03.000 --> 00:19:05.000]  剛毅穆勒
[00:19:05.000 --> 00:19:07.000]  用希伯來文
[00:19:07.000 --> 00:19:09.000]  口重舌重的
[00:19:09.000 --> 00:19:11.000]  才是我
[00:19:11.000 --> 00:19:13.000]  獨立代名詞Anarchy
[00:19:13.000 --> 00:19:15.000]  第二次出現
[00:19:15.000 --> 00:19:17.000]  在這麼短的說話當中
[00:19:17.000 --> 00:19:19.000]  開頭結尾
[00:19:19.000 --> 00:19:21.000]  這樣
[00:19:21.000 --> 00:19:23.000]  出現兩個
[00:19:23.000 --> 00:19:25.000]  獨立的代名詞
[00:19:25.000 --> 00:19:27.000]  我
[00:19:27.000 --> 00:19:31.000]  是很強調的重點
[00:19:31.000 --> 00:19:33.000]  所以
[00:19:33.000 --> 00:19:35.000]  你也看到的
[00:19:35.000 --> 00:19:37.000]  摩西主要說的話
[00:19:37.000 --> 00:19:39.000]  不是上帝在做什麼
[00:19:39.000 --> 00:19:41.000]  是他是一個怎樣的人
[00:19:41.000 --> 00:19:43.000]  我
[00:19:43.000 --> 00:19:45.000]  我
[00:19:45.000 --> 00:19:47.000]  我不是什麼
[00:19:47.000 --> 00:19:49.000]  我是什麼
[00:19:49.000 --> 00:19:51.000]  摩西整個態度
[00:19:51.000 --> 00:19:53.000]  看著的
[00:19:53.000 --> 00:19:55.000]  就是他自己是怎樣的
[00:19:55.000 --> 00:19:57.000]  上帝出手
[00:19:57.000 --> 00:19:59.000]  上帝說話
[00:19:59.000 --> 00:20:01.000]  上帝和僕人說話
[00:20:01.000 --> 00:20:03.000]  僕人應該聽
[00:20:03.000 --> 00:20:05.000]  不過
[00:20:05.000 --> 00:20:07.000]  聽完之後
[00:20:07.000 --> 00:20:09.000]  說完之後
[00:20:09.000 --> 00:20:11.000]  我仍然是我
[00:20:11.000 --> 00:20:13.000]  清楚了嗎?
[00:20:13.000 --> 00:20:15.000]  上帝怎樣回答摩西呢?
[00:20:15.000 --> 00:20:17.000]  上帝
[00:20:17.000 --> 00:20:19.000]  也不弱
[00:20:19.000 --> 00:20:21.000]  懂得讀聖經嗎?
[00:20:21.000 --> 00:20:23.000]  上帝有恩典
[00:20:23.000 --> 00:20:25.000]  有慈愛
[00:20:25.000 --> 00:20:27.000]  抱著摩西石
[00:20:27.000 --> 00:20:29.000]  送他很多禮物
[00:20:29.000 --> 00:20:31.000]  那是童話故事
[00:20:31.000 --> 00:20:33.000]  聖經裡的上帝
[00:20:33.000 --> 00:20:35.000]  不簡單
[00:20:35.000 --> 00:20:37.000]  你懂得讀嗎?
[00:20:37.000 --> 00:20:39.000]  接著上帝說什麼?
[00:20:39.000 --> 00:20:41.000]  耶和華對他說
[00:20:41.000 --> 00:20:43.000]  誰造人的口呢?
[00:20:43.000 --> 00:20:45.000]  誰使人口雅
[00:20:45.000 --> 00:20:47.000]  耳聾目明眼黑呢?
[00:20:47.000 --> 00:20:49.000]  你不是我
[00:20:49.000 --> 00:20:51.000]  耶和華嗎?
[00:20:51.000 --> 00:20:53.000]  摩西說不是我
[00:20:53.000 --> 00:20:55.000]  上帝說不是我
[00:20:55.000 --> 00:20:57.000]  現在去吧
[00:20:57.000 --> 00:21:01.000]  這個中文從來沒有譯出來的
[00:21:01.000 --> 00:21:03.000]  是我
[00:21:03.000 --> 00:21:05.000]  我必似你口才
[00:21:05.000 --> 00:21:07.000]  只教你所當說的話
[00:21:07.000 --> 00:21:09.000]  摩西說是我
[00:21:09.000 --> 00:21:11.000]  上帝又說是我
[00:21:11.000 --> 00:21:13.000]  摩西說不是我
[00:21:13.000 --> 00:21:15.000]  上帝又說不是我
[00:21:15.000 --> 00:21:17.000]  上帝又說不是我
[00:21:17.000 --> 00:21:19.000]  摩西說不是我
[00:21:19.000 --> 00:21:21.000]  上帝說不是我
[00:21:21.000 --> 00:21:23.000]  是我
[00:21:23.000 --> 00:21:25.000]  要看語氣
[00:21:25.000 --> 00:21:27.000]  在辦公室裡頂過去
[00:21:27.000 --> 00:21:29.000]  在家裡
[00:21:29.000 --> 00:21:31.000]  爸爸跟小孩說話
[00:21:31.000 --> 00:21:33.000]  學習他的口吻
[00:21:33.000 --> 00:21:35.000]  你做了父母了嗎?
[00:21:35.000 --> 00:21:37.000]  還沒有
[00:21:37.000 --> 00:21:39.000]  你就很難明白
[00:21:39.000 --> 00:21:41.000]  爸爸大人
[00:21:41.000 --> 00:21:43.000]  突然用小孩的聲音
[00:21:43.000 --> 00:21:45.000]  用他的觀念
[00:21:45.000 --> 00:21:47.000]  用他的思考方法
[00:21:47.000 --> 00:21:49.000]  來跟他溝通
[00:21:49.000 --> 00:21:51.000]  所以上帝不是兇的
[00:21:51.000 --> 00:21:53.000]  上帝不是兇的
[00:21:53.000 --> 00:21:55.000]  上帝不是針鋒相對
[00:21:55.000 --> 00:21:57.000]  你這樣讀聖經
[00:21:57.000 --> 00:21:59.000]  錯了
[00:21:59.000 --> 00:22:01.000]  上帝這個人
[00:22:01.000 --> 00:22:03.000]  不是你
[00:22:03.000 --> 00:22:05.000]  不是你
[00:22:05.000 --> 00:22:07.000]  不是你
[00:22:07.000 --> 00:22:09.000]  不是你
[00:22:09.000 --> 00:22:11.000]  不是你
[00:22:11.000 --> 00:22:13.000]  上帝在神學上
[00:22:13.000 --> 00:22:15.000]  我們叫 accommodation
[00:22:15.000 --> 00:22:17.000]  不是住居住
[00:22:17.000 --> 00:22:19.000]  accommodation 是
[00:22:19.000 --> 00:22:21.000]  符咒
[00:22:21.000 --> 00:22:23.000]  就是我剛才說
[00:22:23.000 --> 00:22:25.000]  一個爸爸
[00:22:25.000 --> 00:22:27.000]  跟三歲的兒子聊天
[00:22:27.000 --> 00:22:29.000]  嘟嘟車
[00:22:29.000 --> 00:22:31.000]  大人不是這樣說話
[00:22:31.000 --> 00:22:33.000]  但要小孩明白
[00:22:33.000 --> 00:22:35.000]  他會用他
[00:22:35.000 --> 00:22:37.000]  現在有的概念
[00:22:37.000 --> 00:22:39.000]  來跟他溝通
[00:22:39.000 --> 00:22:41.000]  來跟他溝通
[00:22:41.000 --> 00:22:43.000]  所以摩西
[00:22:43.000 --> 00:22:45.000]  你說不是你
[00:22:45.000 --> 00:22:47.000]  不是我 是我
[00:22:47.000 --> 00:22:49.000]  上帝又跟他說
[00:22:49.000 --> 00:22:51.000]  不是我 是我
[00:22:51.000 --> 00:22:53.000]  不過「我」就完全不同了
[00:22:53.000 --> 00:22:55.000]  所以有重複
[00:22:55.000 --> 00:22:57.000]  有不重複
[00:22:57.000 --> 00:22:59.000]  猶太學者
[00:22:59.000 --> 00:23:01.000]  教我們讀聖經
[00:23:01.000 --> 00:23:03.000]  讀到重複之中
[00:23:03.000 --> 00:23:05.000]  的不重複
[00:23:05.000 --> 00:23:07.000]  「我」是重複的
[00:23:07.000 --> 00:23:09.000]  不是「我」
[00:23:09.000 --> 00:23:11.000]  正正就是不重複
[00:23:11.000 --> 00:23:13.000]  上帝在說的「我」
[00:23:13.000 --> 00:23:15.000]  不是摩西
[00:23:15.000 --> 00:23:17.000]  摩西以為最重要的是「我」
[00:23:17.000 --> 00:23:19.000]  上帝說「是我」
[00:23:19.000 --> 00:23:21.000]  最重要的是「我」
[00:23:21.000 --> 00:23:23.000]  不過這個「我」
[00:23:23.000 --> 00:23:25.000]  是上帝自己
[00:23:25.000 --> 00:23:27.000]  誰造人的口
[00:23:27.000 --> 00:23:29.000]  這個我們明白
[00:23:29.000 --> 00:23:31.000]  摩西說
[00:23:31.000 --> 00:23:33.000]  他的口是沉重的
[00:23:33.000 --> 00:23:35.000]  無論什麼意思
[00:23:35.000 --> 00:23:37.000]  上帝說「是,我給你的」
[00:23:37.000 --> 00:23:39.000]  後面那句聽不聽得懂
[00:23:39.000 --> 00:23:47.000]  誰使人口雅耳聾目明眼瞎
[00:23:47.000 --> 00:23:49.000]  四個形容詞
[00:23:49.000 --> 00:23:53.000]  三個都好像是
[00:23:53.000 --> 00:23:55.000]  我們叫
[00:23:55.000 --> 00:23:57.000]  physically challenged
[00:23:57.000 --> 00:24:01.000]  不好的
[00:24:01.000 --> 00:24:03.000]  只有一個是好的
[00:24:03.000 --> 00:24:05.000]  目明
[00:24:05.000 --> 00:24:07.000]  吃了中藥
[00:24:07.000 --> 00:24:09.000]  杞子
[00:24:09.000 --> 00:24:11.000]  不要吃那麼多
[00:24:11.000 --> 00:24:13.000]  眼睛明亮
[00:24:13.000 --> 00:24:15.000]  就看到自己鐵齒條蛇
[00:24:15.000 --> 00:24:19.000]  但其實上帝在說的
[00:24:19.000 --> 00:24:21.000]  是什麼呢
[00:24:21.000 --> 00:24:23.000]  摩西這個「我」
[00:24:23.000 --> 00:24:25.000]  是不轉的
[00:24:25.000 --> 00:24:29.000]  上帝這個「我」
[00:24:29.000 --> 00:24:31.000]  隨時都轉的
[00:24:31.000 --> 00:24:35.000]  分別就在這裡
[00:24:35.000 --> 00:24:37.000]  分別就不同在這裡
[00:24:37.000 --> 00:24:39.000]  都是「我」
[00:24:39.000 --> 00:24:41.000]  說個「我」字
[00:24:41.000 --> 00:24:43.000]  perpendicular eye
[00:24:43.000 --> 00:24:45.000]  不同
[00:24:45.000 --> 00:24:47.000]  上帝這個「我」
[00:24:47.000 --> 00:24:49.000]  是無所不能
[00:24:49.000 --> 00:24:51.000]  上帝這個「我」
[00:24:51.000 --> 00:24:53.000]  是可以隨時
[00:24:53.000 --> 00:24:55.000]  令你眼瞎
[00:24:55.000 --> 00:24:57.000]  又令你眼明
[00:24:57.000 --> 00:24:59.000]  叫你啞
[00:24:59.000 --> 00:25:01.000]  叫你聾
[00:25:01.000 --> 00:25:03.000]  又可以開你的口
[00:25:03.000 --> 00:25:05.000]  刺你的口才
[00:25:05.000 --> 00:25:07.000]  為什麼不行呢
[00:25:07.000 --> 00:25:09.000]  有什麼不行呢
[00:25:09.000 --> 00:25:13.000]  是我
[00:25:13.000 --> 00:25:15.000]  但這個「我」
[00:25:15.000 --> 00:25:17.000]  正正就是
[00:25:17.000 --> 00:25:21.000]  那個不同的地方
[00:25:21.000 --> 00:25:23.000]  很難明白
[00:25:23.000 --> 00:25:25.000]  聖經原來那麼複雜
[00:25:25.000 --> 00:25:27.000]  我們讀日孝
[00:25:27.000 --> 00:25:29.000]  摩西明白就行了
[00:25:29.000 --> 00:25:31.000]  這句說話
[00:25:31.000 --> 00:25:33.000]  不是跟摩西說的
[00:25:33.000 --> 00:25:35.000]  你不明白
[00:25:35.000 --> 00:25:37.000]  我們都不是希伯來人
[00:25:37.000 --> 00:25:39.000]  都不是這樣說的
[00:25:39.000 --> 00:25:41.000]  但摩西聰明
[00:25:41.000 --> 00:25:43.000]  摩西IQ很高
[00:25:43.000 --> 00:25:45.000]  所以摩西這樣跟上帝說話
[00:25:45.000 --> 00:25:47.000]  其實很會說話
[00:25:47.000 --> 00:25:49.000]  上帝收起他
[00:25:49.000 --> 00:25:51.000]  一個字
[00:25:51.000 --> 00:25:53.000]  回覆他
[00:25:53.000 --> 00:25:55.000]  摩西其實聽得明白
[00:25:55.000 --> 00:25:57.000]  摩西聽得明白
[00:25:57.000 --> 00:25:59.000]  所以
[00:25:59.000 --> 00:26:01.000]  摩西繼續推搪
[00:26:01.000 --> 00:26:03.000]  上帝
[00:26:03.000 --> 00:26:05.000]  發怒
[00:26:05.000 --> 00:26:07.000]  我們就覺得
[00:26:07.000 --> 00:26:09.000]  事情
[00:26:09.000 --> 00:26:11.000]  就入了窮巷
[00:26:11.000 --> 00:26:13.000]  但其實
[00:26:13.000 --> 00:26:15.000]  主題
[00:26:15.000 --> 00:26:17.000]  沒有停在「我」
[00:26:17.000 --> 00:26:19.000]  這一段的經文
[00:26:19.000 --> 00:26:21.000]  最特別
[00:26:21.000 --> 00:26:23.000]  最好玩的地方
[00:26:23.000 --> 00:26:25.000]  就是
[00:26:25.000 --> 00:26:27.000]  這個獨立代名詞的重複出現
[00:26:27.000 --> 00:26:29.000]  在下文
[00:26:29.000 --> 00:26:31.000]  繼續下去
[00:26:31.000 --> 00:26:33.000]  耶和華向摩西發怒說
[00:26:33.000 --> 00:26:35.000]  不是有你的哥哥利美人亞倫嗎
[00:26:35.000 --> 00:26:37.000]  我知道
[00:26:37.000 --> 00:26:39.000]  他是能言的
[00:26:39.000 --> 00:26:41.000]  現在他
[00:26:41.000 --> 00:26:43.000]  出來迎接你
[00:26:43.000 --> 00:26:45.000]  他一見你
[00:26:45.000 --> 00:26:47.000]  他就說
[00:26:47.000 --> 00:26:49.000]  我不是你的哥哥
[00:26:49.000 --> 00:26:51.000]  我是你的弟弟
[00:26:51.000 --> 00:26:53.000]  他一見你
[00:26:53.000 --> 00:26:55.000]  心裡就歡喜
[00:26:55.000 --> 00:26:57.000]  我為什麼要用英文
[00:26:57.000 --> 00:26:59.000]  翻譯一次呢
[00:26:59.000 --> 00:27:01.000]  因為如果不是這樣
[00:27:01.000 --> 00:27:03.000]  你看不到
[00:27:03.000 --> 00:27:05.000]  其實不需要
[00:27:05.000 --> 00:27:07.000]  說那兩次「他」
[00:27:07.000 --> 00:27:09.000]  那個獨立代名詞
[00:27:09.000 --> 00:27:13.000]  Is there not Aaron your brother the Levite?
[00:27:13.000 --> 00:27:15.000]  第一句很清楚了
[00:27:15.000 --> 00:27:17.000]  I know
[00:27:17.000 --> 00:27:19.000]  that he will
[00:27:19.000 --> 00:27:21.000]  indeed speak
[00:27:21.000 --> 00:27:23.000]  你哥哥亞倫
[00:27:23.000 --> 00:27:25.000]  是能言的
[00:27:25.000 --> 00:27:27.000]  夠了
[00:27:27.000 --> 00:27:29.000]  希伯來文很奇怪
[00:27:29.000 --> 00:27:31.000]  在這一句說話最後
[00:27:31.000 --> 00:27:33.000]  他特意加多一個
[00:27:33.000 --> 00:27:35.000]  獨立代名詞
[00:27:35.000 --> 00:27:37.000]  He
[00:27:37.000 --> 00:27:39.000]  他
[00:27:39.000 --> 00:27:41.000]  是他
[00:27:41.000 --> 00:27:43.000]  完全不需要的
[00:27:43.000 --> 00:27:45.000]  然後
[00:27:45.000 --> 00:27:47.000]  現在他出來迎接你
[00:27:47.000 --> 00:27:49.000]  是And also look
[00:27:49.000 --> 00:27:51.000]  He
[00:27:51.000 --> 00:27:53.000]  獨立代名詞
[00:27:53.000 --> 00:27:55.000]  coming out to meet you
[00:27:55.000 --> 00:27:57.000]  有什麼特別呢
[00:27:57.000 --> 00:27:59.000]  其實接著再說
[00:27:59.000 --> 00:28:01.000]  他不需要獨立代名詞
[00:28:01.000 --> 00:28:03.000]  He sees you
[00:28:03.000 --> 00:28:05.000]  He rejoices in his heart
[00:28:05.000 --> 00:28:07.000]  他見到你心裡就歡喜
[00:28:07.000 --> 00:28:09.000]  就是正常的
[00:28:09.000 --> 00:28:11.000]  希伯來文
[00:28:11.000 --> 00:28:13.000]  動詞包括
[00:28:13.000 --> 00:28:15.000]  第三身代名詞
[00:28:15.000 --> 00:28:17.000]  中間的兩個他
[00:28:17.000 --> 00:28:19.000]  是特意放進去的
[00:28:19.000 --> 00:28:21.000]  這些叫文學技巧
[00:28:21.000 --> 00:28:23.000]  聖經沒有文學
[00:28:23.000 --> 00:28:25.000]  聖經只有歷史
[00:28:25.000 --> 00:28:27.000]  上帝本來是這樣說話
[00:28:27.000 --> 00:28:29.000]  錄了音錄了影
[00:28:29.000 --> 00:28:31.000]  就是這樣
[00:28:31.000 --> 00:28:33.000]  不是
[00:28:33.000 --> 00:28:35.000]  其實每一個字都斟酌過
[00:28:35.000 --> 00:28:37.000]  上文
[00:28:37.000 --> 00:28:39.000]  上帝和摩西說
[00:28:39.000 --> 00:28:41.000]  我
[00:28:41.000 --> 00:28:43.000]  是斟酌過
[00:28:43.000 --> 00:28:45.000]  摩西自己說
[00:28:45.000 --> 00:28:47.000]  我
[00:28:47.000 --> 00:28:49.000]  也是斟酌過
[00:28:49.000 --> 00:28:51.000]  現在上帝再說
[00:28:51.000 --> 00:28:53.000]  他
[00:28:53.000 --> 00:28:55.000]  也是特意兩次
[00:28:55.000 --> 00:28:57.000]  獨立的代名詞
[00:28:57.000 --> 00:28:59.000]  他
[00:28:59.000 --> 00:29:01.000]  他
[00:29:01.000 --> 00:29:03.000]  而這一句說話很特別
[00:29:03.000 --> 00:29:07.000]  這是我們第一次
[00:29:07.000 --> 00:29:09.000]  在崔埃及記
[00:29:09.000 --> 00:29:11.000]  知道
[00:29:11.000 --> 00:29:13.000]  摩西原來有個哥哥
[00:29:13.000 --> 00:29:17.000]  之前我們知道他有個姐姐
[00:29:17.000 --> 00:29:19.000]  姐姐很厲害
[00:29:19.000 --> 00:29:21.000]  在尼羅河監視著
[00:29:21.000 --> 00:29:23.000]  蒲草箱一路飄
[00:29:23.000 --> 00:29:25.000]  一路要走
[00:29:25.000 --> 00:29:27.000]  尼羅河除了蘆葦草之外
[00:29:27.000 --> 00:29:29.000]  還有鱷魚
[00:29:29.000 --> 00:29:31.000]  是啊
[00:29:31.000 --> 00:29:33.000]  這個姐姐很厲害
[00:29:33.000 --> 00:29:35.000]  還有見到公主
[00:29:35.000 --> 00:29:37.000]  通常就躲起來
[00:29:37.000 --> 00:29:39.000]  不是啊
[00:29:39.000 --> 00:29:41.000]  能言善道的是我
[00:29:41.000 --> 00:29:45.000]  米利暗號會說話
[00:29:45.000 --> 00:29:47.000]  他要想到怎樣
[00:29:47.000 --> 00:29:49.000]  將弟弟帶回家
[00:29:49.000 --> 00:29:51.000]  給媽媽
[00:29:51.000 --> 00:29:53.000]  不簡單
[00:29:53.000 --> 00:29:55.000]  所以這個會說話的
[00:29:55.000 --> 00:29:57.000]  Gene
[00:29:57.000 --> 00:29:59.000]  是在摩西的家族裏面
[00:29:59.000 --> 00:30:01.000]  他哥哥會說話
[00:30:01.000 --> 00:30:03.000]  他姐姐會說話 他不會說話
[00:30:03.000 --> 00:30:05.000]  會的
[00:30:05.000 --> 00:30:07.000]  不過好玩的就是
[00:30:07.000 --> 00:30:09.000]  上帝早就知道
[00:30:09.000 --> 00:30:11.000]  摩西會這樣說
[00:30:11.000 --> 00:30:15.000]  上帝在他還沒出生之前
[00:30:15.000 --> 00:30:17.000]  已經預備
[00:30:17.000 --> 00:30:19.000]  他哥哥
[00:30:19.000 --> 00:30:23.000]  聽到這個幽默感嗎
[00:30:23.000 --> 00:30:27.000]  摩西現在才說
[00:30:27.000 --> 00:30:29.000]  他不會說話
[00:30:29.000 --> 00:30:31.000]  上帝說我早就知道
[00:30:31.000 --> 00:30:33.000]  所以你還沒出生之前
[00:30:33.000 --> 00:30:35.000]  你哥哥已經說話了
[00:30:35.000 --> 00:30:37.000]  是他
[00:30:37.000 --> 00:30:39.000]  不是你
[00:30:39.000 --> 00:30:41.000]  是他
[00:30:41.000 --> 00:30:43.000]  是他現在出來
[00:30:43.000 --> 00:30:45.000]  很歡喜地
[00:30:45.000 --> 00:30:47.000]  見你
[00:30:47.000 --> 00:30:49.000]  上帝
[00:30:49.000 --> 00:30:51.000]  預備了
[00:30:51.000 --> 00:30:53.000]  他
[00:30:53.000 --> 00:30:57.000]  我們常常都以為
[00:30:57.000 --> 00:30:59.000]  只是摩西
[00:30:59.000 --> 00:31:01.000]  但你讀出埃及記
[00:31:01.000 --> 00:31:03.000]  你會發覺
[00:31:03.000 --> 00:31:05.000]  大部分的時間
[00:31:05.000 --> 00:31:07.000]  是摩西和
[00:31:07.000 --> 00:31:09.000]  阿倫
[00:31:09.000 --> 00:31:11.000]  有沒有留意到這些細節
[00:31:11.000 --> 00:31:13.000]  阿倫不是跟班
[00:31:13.000 --> 00:31:15.000]  阿倫
[00:31:15.000 --> 00:31:17.000]  是在摩西還沒
[00:31:17.000 --> 00:31:19.000]  出生之前
[00:31:19.000 --> 00:31:21.000]  上帝
[00:31:21.000 --> 00:31:23.000]  已經預備了
[00:31:23.000 --> 00:31:25.000]  給摩西的
[00:31:25.000 --> 00:31:27.000]  網絡
[00:31:27.000 --> 00:31:29.000]  不過摩西一直不知道
[00:31:29.000 --> 00:31:31.000]  摩西以為只有他自己
[00:31:31.000 --> 00:31:33.000]  我
[00:31:33.000 --> 00:31:35.000]  我是怎樣的人
[00:31:35.000 --> 00:31:37.000]  上帝你做我
[00:31:37.000 --> 00:31:39.000]  你預備我
[00:31:39.000 --> 00:31:41.000]  你給我有絕世武功
[00:31:41.000 --> 00:31:43.000]  你給我受了皇室的教育
[00:31:43.000 --> 00:31:45.000]  你又擺我在曠野四十年
[00:31:45.000 --> 00:31:47.000]  我
[00:31:47.000 --> 00:31:49.000]  上帝說不是你
[00:31:49.000 --> 00:31:51.000]  上帝說是我
[00:31:51.000 --> 00:31:53.000]  但上帝說還有他
[00:31:53.000 --> 00:31:55.000]  這是出乎我們意料
[00:31:55.000 --> 00:31:57.000]  我們以為上帝選我
[00:31:57.000 --> 00:31:59.000]  去為他做事
[00:31:59.000 --> 00:32:01.000]  這是我和上帝之間
[00:32:01.000 --> 00:32:03.000]  這是我靈性好
[00:32:03.000 --> 00:32:05.000]  這是我復興
[00:32:05.000 --> 00:32:07.000]  這是我願意擺上
[00:32:07.000 --> 00:32:09.000]  成為活祭
[00:32:09.000 --> 00:32:11.000]  我不喜歡化作活祭的化字
[00:32:11.000 --> 00:32:13.000]  太民間宗教了
[00:32:13.000 --> 00:32:15.000]  不是啊
[00:32:15.000 --> 00:32:17.000]  聖經不是這樣說的
[00:32:17.000 --> 00:32:19.000]  第一次上帝
[00:32:19.000 --> 00:32:21.000]  呼召揀選
[00:32:21.000 --> 00:32:23.000]  他的僕人摩西
[00:32:23.000 --> 00:32:25.000]  和呼召阿伯拉罕不同
[00:32:25.000 --> 00:32:27.000]  阿伯拉罕移民
[00:32:27.000 --> 00:32:29.000]  摩西這次是大事
[00:32:29.000 --> 00:32:31.000]  要帶以色列人
[00:32:31.000 --> 00:32:33.000]  出埃及
[00:32:33.000 --> 00:32:35.000]  過紅海
[00:32:35.000 --> 00:32:37.000]  去西乃山
[00:32:37.000 --> 00:32:39.000]  領受誡命律例典章
[00:32:39.000 --> 00:32:41.000]  猶太傳統
[00:32:41.000 --> 00:32:43.000]  甚至聖經本身
[00:32:43.000 --> 00:32:45.000]  都說
[00:32:45.000 --> 00:32:47.000]  最重要是摩西
[00:32:47.000 --> 00:32:49.000]  之後
[00:32:49.000 --> 00:32:51.000]  再沒有興起
[00:32:51.000 --> 00:32:53.000]  才知道像摩西
[00:32:53.000 --> 00:32:55.000]  但其實
[00:32:55.000 --> 00:32:57.000]  一開始
[00:32:57.000 --> 00:32:59.000]  聖經已經說了
[00:32:59.000 --> 00:33:01.000]  上帝
[00:33:01.000 --> 00:33:03.000]  預備的不只是摩西
[00:33:03.000 --> 00:33:05.000]  上帝在
[00:33:05.000 --> 00:33:07.000]  帶你進來
[00:33:07.000 --> 00:33:09.000]  忠臣之前
[00:33:09.000 --> 00:33:11.000]  已經為你
[00:33:11.000 --> 00:33:13.000]  預備了
[00:33:13.000 --> 00:33:15.000]  一班同路人
[00:33:15.000 --> 00:33:17.000]  他
[00:33:17.000 --> 00:33:21.000]  這是上帝
[00:33:21.000 --> 00:33:23.000]  的召命
[00:33:23.000 --> 00:33:25.000]  我們常以為召命就是我
[00:33:25.000 --> 00:33:27.000]  就是我
[00:33:27.000 --> 00:33:29.000]  上帝怎樣預備我
[00:33:29.000 --> 00:33:31.000]  上帝怎樣訓練我
[00:33:31.000 --> 00:33:33.000]  上帝怎樣裝備我
[00:33:33.000 --> 00:33:35.000]  你的代名詞走不出「我」字
[00:33:35.000 --> 00:33:37.000]  上帝第一件事告訴你
[00:33:37.000 --> 00:33:39.000]  不是你那個「我」
[00:33:39.000 --> 00:33:41.000]  是我
[00:33:41.000 --> 00:33:43.000]  是上帝
[00:33:43.000 --> 00:33:45.000]  都未完,不要停在前面13節
[00:33:45.000 --> 00:33:47.000]  上帝繼續說下去
[00:33:47.000 --> 00:33:49.000]  他特意說
[00:33:49.000 --> 00:33:51.000]  他
[00:33:51.000 --> 00:33:53.000]  最好玩的
[00:33:53.000 --> 00:33:55.000]  是最後結束
[00:33:55.000 --> 00:33:57.000]  看到
[00:33:57.000 --> 00:33:59.000]  獨立代名詞怎樣出現嗎
[00:33:59.000 --> 00:34:01.000]  當然看到
[00:34:01.000 --> 00:34:03.000]  我把紅色標了出來
[00:34:03.000 --> 00:34:05.000]  明白上帝在說什麼嗎
[00:34:05.000 --> 00:34:07.000]  首先上帝說
[00:34:07.000 --> 00:34:09.000]  「我」
[00:34:09.000 --> 00:34:11.000]  要賜你
[00:34:11.000 --> 00:34:13.000]  和他口才
[00:34:13.000 --> 00:34:15.000]  只教你們
[00:34:15.000 --> 00:34:17.000]  當行的事
[00:34:17.000 --> 00:34:19.000]  他
[00:34:19.000 --> 00:34:21.000]  獨立代名詞
[00:34:21.000 --> 00:34:23.000]  替你對百姓說話
[00:34:23.000 --> 00:34:25.000]  你要以
[00:34:25.000 --> 00:34:27.000]  他獨立代名詞
[00:34:27.000 --> 00:34:29.000]  作口
[00:34:29.000 --> 00:34:31.000]  他
[00:34:31.000 --> 00:34:33.000]  以你獨立代名詞
[00:34:33.000 --> 00:34:35.000]  作為神
[00:34:35.000 --> 00:34:37.000]  三個
[00:34:37.000 --> 00:34:39.000]  不同的代名詞
[00:34:39.000 --> 00:34:41.000]  我
[00:34:41.000 --> 00:34:43.000]  你
[00:34:43.000 --> 00:34:45.000]  他
[00:34:45.000 --> 00:34:47.000]  你說「狀彩」
[00:34:47.000 --> 00:34:49.000]  你說「狀彩」而已
[00:34:49.000 --> 00:34:51.000]  我不覺得是狀彩
[00:34:51.000 --> 00:34:53.000]  如果
[00:34:53.000 --> 00:34:55.000]  這個獨立代名詞
[00:34:55.000 --> 00:34:57.000]  一開始
[00:34:57.000 --> 00:34:59.000]  在摩西的口中
[00:34:59.000 --> 00:35:01.000]  在上帝的口中
[00:35:01.000 --> 00:35:03.000]  現在來到
[00:35:03.000 --> 00:35:05.000]  總結的時候
[00:35:05.000 --> 00:35:07.000]  你說「狀彩」
[00:35:07.000 --> 00:35:09.000]  我想不是
[00:35:09.000 --> 00:35:11.000]  這是一個總結
[00:35:11.000 --> 00:35:13.000]  完成使命
[00:35:13.000 --> 00:35:15.000]  帶領
[00:35:15.000 --> 00:35:17.000]  帶領以色列人
[00:35:17.000 --> 00:35:19.000]  離開埃及
[00:35:19.000 --> 00:35:21.000]  過紅海
[00:35:21.000 --> 00:35:23.000]  去到西乃和神納約
[00:35:23.000 --> 00:35:25.000]  上帝
[00:35:25.000 --> 00:35:27.000]  預備的
[00:35:27.000 --> 00:35:29.000]  我
[00:35:29.000 --> 00:35:31.000]  你
[00:35:31.000 --> 00:35:33.000]  他
[00:35:33.000 --> 00:35:35.000]  忠臣
[00:35:35.000 --> 00:35:37.000]  是這樣的一個群體
[00:35:37.000 --> 00:35:39.000]  研究院
[00:35:39.000 --> 00:35:41.000]  不是出去
[00:35:41.000 --> 00:35:43.000]  派卡片的
[00:35:43.000 --> 00:35:45.000]  派卡片也不要印忠臣
[00:35:45.000 --> 00:35:47.000]  你印個什麼
[00:35:47.000 --> 00:35:49.000]  MCS就要括MT
[00:35:49.000 --> 00:35:51.000]  人家不知道是什麼
[00:35:51.000 --> 00:35:53.000]  但你明白嗎
[00:35:53.000 --> 00:35:55.000]  不是那幾個字母
[00:35:55.000 --> 00:35:57.000]  是你一個人
[00:35:57.000 --> 00:35:59.000]  進來
[00:35:59.000 --> 00:36:01.000]  你出去的時候
[00:36:01.000 --> 00:36:03.000]  我有上帝
[00:36:03.000 --> 00:36:05.000]  不夠
