
[00:00:00.000 --> 00:00:14.600]  大象牧師 時間很快 其實是頭尾兩個星期 但第三次來到這裡
[00:22:28.680 --> 00:22:31.240]  一二三四五六七一直到二十一也好
[00:22:31.240 --> 00:22:33.200]  又或者是一個包著另外一個
[00:22:33.200 --> 00:22:34.240]  在第六第七的位置
[00:22:34.240 --> 00:22:35.680]  包著下一個系列的
[00:22:35.680 --> 00:22:38.120]  一二三四五六
[00:22:38.120 --> 00:22:39.360]  七七七
[00:22:39.360 --> 00:22:40.880]  這樣也好
[00:22:40.880 --> 00:22:42.200]  他有這個說法
[00:22:42.200 --> 00:22:44.520]  但卻不代表他能夠將
[00:22:44.520 --> 00:22:46.760]  一二三四五六七或者去到二十一
[00:22:46.760 --> 00:22:48.240]  彼此之間的關係
[00:22:48.240 --> 00:22:51.880]  順序彼此之間的邏輯關係說出來
[00:22:51.880 --> 00:22:53.520]  其實是說不出來的
[00:22:53.520 --> 00:22:58.320]  當然有些內容是他們那幾個號
[00:22:58.320 --> 00:23:02.360]  本身就已經有內部關聯的了
[00:23:02.360 --> 00:23:03.600]  那幾個項目
[00:23:03.600 --> 00:23:05.040]  譬如我們看第六章
[00:23:05.040 --> 00:23:06.560]  啟示錄的第六章
[00:23:06.560 --> 00:23:07.840]  是那四個印
[00:23:07.840 --> 00:23:11.240]  頭那四個印的確本身已經有內部關聯的了
[00:23:11.240 --> 00:23:13.240]  四匹馬 紅馬 白馬
[00:23:13.240 --> 00:23:16.920]  黑馬和灰馬
[00:23:16.920 --> 00:23:18.240]  本身就有
[00:23:18.240 --> 00:23:21.480]  因為四匹馬就將他們關聯著
[00:23:21.480 --> 00:23:24.800]  內容本身又不是
[00:23:24.800 --> 00:23:28.120]  我覺得我們真的要看內容的話
[00:23:28.120 --> 00:23:30.640]  你會發覺你很難做個決定
[00:23:30.640 --> 00:23:33.160]  其實第一個印之後
[00:23:33.160 --> 00:23:36.640]  現在是說事情發生的先後
[00:23:36.640 --> 00:23:40.280]  是第一個印所記載的事情發生了
[00:23:40.280 --> 00:23:41.760]  然後第二個印的事情發生了
[00:23:41.760 --> 00:23:43.080]  很難的
[00:23:43.080 --> 00:23:50.280]  我跟大家讀一下第六章的一至八節
[00:23:50.280 --> 00:23:53.000]  第一個印 第一個馬
[00:23:53.000 --> 00:23:55.680]  我看見高揚揭開七印中第一個印的時候
[00:23:55.680 --> 00:23:58.640]  就見到四活物當中的一個活物
[00:23:58.640 --> 00:24:00.400]  所以四活物一直都在
[00:24:00.400 --> 00:24:02.320]  事實上四活物和廿四長老
[00:24:02.320 --> 00:24:08.600]  是一直到最後七印七號七碗都完結
[00:24:08.600 --> 00:24:10.200]  活物和長老都在
[00:24:10.200 --> 00:24:14.600]  後面所有的異象
[00:24:14.600 --> 00:24:19.520]  其實都是在補助的異象當背景
[00:24:19.520 --> 00:24:23.200]  補助的異象包括廿四長老和四活物
[00:24:23.200 --> 00:24:25.320]  一直都在背景那裡
[00:24:25.320 --> 00:24:26.640]  沒有消失過
[00:24:26.640 --> 00:24:29.960]  第四章第五章約翰見到的東西
[00:24:29.960 --> 00:24:31.680]  從來都沒有消失過
[00:24:31.680 --> 00:24:33.120]  你會發覺四長老四活物
[00:24:33.120 --> 00:24:35.360]  到最後面都還有角色
[00:24:35.360 --> 00:24:37.640]  有聲音會說話
[00:24:37.640 --> 00:24:39.600]  所以我們看的時候
[00:24:39.600 --> 00:24:41.600]  一路迎著一件事情
[00:24:41.600 --> 00:24:44.160]  無論見到七印七號七碗
[00:24:44.160 --> 00:24:45.880]  無論見到兩隻獸在哪裡上來
[00:24:45.880 --> 00:24:48.240]  那個是前面的背景
[00:24:48.240 --> 00:24:51.880]  而背景是補助異象和廿四長老
[00:24:51.880 --> 00:24:53.200]  四活物一直都在
[00:24:53.200 --> 00:24:56.000]  在補助上的位置和高揚都在
[00:24:56.000 --> 00:24:57.200]  前面他又看到一些東西
[00:24:57.200 --> 00:24:58.560]  所以很立體的
[00:24:58.560 --> 00:25:00.880]  約翰見到一些東西
[00:25:00.880 --> 00:25:03.600]  第六章第一節
[00:25:03.600 --> 00:25:06.640]  其中一隻活物聲音如雷說
[00:25:06.640 --> 00:25:07.640]  你來
[00:25:07.640 --> 00:25:09.640]  你來
[00:25:09.640 --> 00:25:10.680]  約翰就看了
[00:25:10.680 --> 00:25:13.360]  觀看一匹白馬騎在馬上拿著弓
[00:25:13.360 --> 00:25:14.920]  並有冠冕賜給他
[00:25:14.920 --> 00:25:16.280]  他就出來得勝
[00:25:16.280 --> 00:25:17.760]  勝了又勝
[00:25:17.760 --> 00:25:19.800]  這只不過是指著
[00:25:19.800 --> 00:25:22.920]  馬一般都是戰爭的象徵
[00:25:22.920 --> 00:25:26.960]  騎白馬的就是打贏別人的騎白馬
[00:25:26.960 --> 00:25:28.120]  出來勝了又勝
[00:25:28.120 --> 00:25:32.160]  其實第一隻馬就指著戰爭自己本身
[00:25:32.160 --> 00:25:33.880]  就是有位仁兄
[00:25:33.880 --> 00:25:35.320]  總是有人贏
[00:25:35.320 --> 00:25:37.080]  戰爭一定有人贏的
[00:25:37.080 --> 00:25:39.880]  這個不需要是指著任何一個的戰爭
[00:25:39.880 --> 00:25:41.640]  總之就是戰爭
[00:25:41.640 --> 00:25:43.240]  第二匹馬就說
[00:25:43.240 --> 00:25:44.840]  揭開第二印的時候
[00:25:44.840 --> 00:25:47.360]  我看到第二隻活物說
[00:25:47.360 --> 00:25:49.320]  就有另一匹馬來到
[00:25:49.320 --> 00:25:50.840]  是紅的
[00:25:50.840 --> 00:25:53.880]  有權柄給了那匹騎馬的
[00:25:53.880 --> 00:25:55.240]  這裡加多一句
[00:25:55.240 --> 00:25:58.240]  就是有權柄給給他
[00:25:58.240 --> 00:26:00.920]  第一匹馬就說有冠冕賜給他
[00:26:00.920 --> 00:26:03.280]  就是他贏了勝利的那一位
[00:26:03.280 --> 00:26:06.280]  第二匹馬就有權柄給他
[00:26:06.280 --> 00:26:07.400]  騎馬的那位
[00:26:07.400 --> 00:26:09.840]  可以從地上奪去太平
[00:26:09.840 --> 00:26:11.520]  使人彼此相殺
[00:26:11.520 --> 00:26:13.520]  又有一把大刀賜給他
[00:26:13.520 --> 00:26:15.240]  都是和戰爭有關的
[00:26:15.240 --> 00:26:18.080]  不過這個就明顯一點
[00:26:18.080 --> 00:26:22.440]  因為是說地上的人彼此相殺
[00:26:22.440 --> 00:26:26.240]  那匹紅馬可以有權柄奪去地上太平
[00:26:26.240 --> 00:26:27.360]  這個是一個說法
[00:26:27.360 --> 00:26:29.960]  大家一定要知道這是一個說法
[00:26:29.960 --> 00:26:31.720]  就是你奪去地上
[00:26:31.720 --> 00:26:33.720]  怎樣才能夠奪去地上太平呢
[00:26:33.720 --> 00:26:35.720]  因為太平不是一樣東西
[00:26:35.720 --> 00:26:38.720]  我奪走他有權柄
[00:26:38.720 --> 00:26:39.680]  張牧師有權柄
[00:26:39.680 --> 00:26:42.560]  奪走我桌上的那瓶水
[00:26:42.560 --> 00:26:43.720]  他就奪走
[00:26:43.720 --> 00:26:45.440]  因為這瓶水是一樣東西
[00:26:45.440 --> 00:26:46.440]  他就能夠奪走
[00:26:46.440 --> 00:26:48.040]  太平是一樣東西
[00:26:48.040 --> 00:26:52.440]  我叫你把香港的太平奪走來試試
[00:26:52.440 --> 00:26:54.600]  其實也有人做到的
[00:26:54.600 --> 00:26:57.280]  也有人奪走了
[00:26:57.280 --> 00:26:59.280]  太平不是一樣東西
[00:26:59.280 --> 00:27:01.680]  而是一種關係
[00:27:01.680 --> 00:27:03.400]  是一種狀態
[00:27:03.400 --> 00:27:05.400]  所以也可以奪走的
[00:27:05.400 --> 00:27:10.400]  但不是他用手就能夠奪走
[00:27:10.400 --> 00:27:12.200]  而是一系列的決定
[00:27:12.200 --> 00:27:14.200]  一系列的事情
[00:27:14.200 --> 00:27:18.600]  一系列的事件發生了
[00:27:18.600 --> 00:27:20.200]  而且不是一個人
[00:27:20.200 --> 00:27:22.520]  眾多的持份者
[00:27:22.520 --> 00:27:23.280]  他們的決定
[00:27:23.280 --> 00:27:24.320]  他們的行為
[00:27:24.320 --> 00:27:27.480]  是一個人回應另外一件事
[00:27:27.480 --> 00:27:28.560]  之前發生了的另一件事
[00:27:28.560 --> 00:27:30.040]  一直連鎖下去
[00:27:30.040 --> 00:27:33.200]  結果就打起來了
[00:27:33.200 --> 00:27:36.200]  香港有些人覺得
[00:27:36.200 --> 00:27:39.720]  幾年前兩三年前都是這樣的情況
[00:27:39.720 --> 00:27:41.400]  失去了太平
[00:27:41.400 --> 00:27:42.560]  在這個意義上
[00:27:42.560 --> 00:27:44.200]  就是太平奪走了
[00:27:44.200 --> 00:27:47.320]  但這是給紅馬的權柄
[00:27:47.320 --> 00:27:49.600]  意思是地上亂了
[00:27:49.600 --> 00:27:51.160]  所以第一個
[00:27:51.160 --> 00:27:53.200]  第一隻馬就是有真戰
[00:27:53.200 --> 00:27:55.400]  有人贏的
[00:27:55.400 --> 00:27:58.560]  不會是打到爛攤子
[00:27:58.560 --> 00:27:59.720]  收拾不到又沒有人贏
[00:27:59.720 --> 00:28:00.880]  不是 是有人贏的
[00:28:00.880 --> 00:28:01.680]  第二個
[00:28:01.680 --> 00:28:04.960]  人被屎傷殺
[00:28:04.960 --> 00:28:08.080]  有把大刀刺給騎馬
[00:28:08.080 --> 00:28:09.120]  他們的傷殺
[00:28:09.120 --> 00:28:11.520]  真的殺了
[00:28:11.520 --> 00:28:15.280]  所以說的都是戰爭
[00:28:15.280 --> 00:28:18.960]  戰爭就好像是一個國家
[00:28:18.960 --> 00:28:22.040]  和另外一個國家的戰爭
[00:28:22.040 --> 00:28:23.720]  一個民族和另外一個民族
[00:28:23.720 --> 00:28:26.600]  本來就是敵對的
[00:28:26.600 --> 00:28:27.840]  那匹紅馬
[00:28:27.840 --> 00:28:30.480]  紅色的代表血也說不定
[00:28:30.480 --> 00:28:32.720]  那裡說到屎人彼此傷殺
[00:28:32.720 --> 00:28:36.920]  不一定是這個國家和那個國家
[00:28:36.920 --> 00:28:38.960]  可能是同一個社群裡面
[00:28:38.960 --> 00:28:41.280]  同一個國家裡面都出了問題
[00:28:41.280 --> 00:28:43.120]  所以可以說是嚴重一點
[00:28:43.120 --> 00:28:44.400]  升級版
[00:28:44.400 --> 00:28:45.600]  就不是
[00:28:45.600 --> 00:28:46.480]  我們是格見
[00:28:46.480 --> 00:28:48.840]  我們是要大家抵禦外敵
[00:28:48.840 --> 00:28:50.680]  好像八年抗戰那樣
[00:28:50.680 --> 00:28:52.120]  抵禦外敵就不是了
[00:28:52.120 --> 00:28:53.720]  裡面自己也搞不定
[00:28:53.720 --> 00:28:55.360]  可能是八年抗戰之後那幾年
[00:28:55.360 --> 00:28:57.800]  一直到1949年
[00:28:57.800 --> 00:29:00.040]  用這個做比喻來理解
[00:29:00.040 --> 00:29:01.040]  第三隻馬了
[00:29:01.040 --> 00:29:02.360]  在第三天的時候
[00:29:02.360 --> 00:29:03.760]  我看到第三個玩物說
[00:29:03.760 --> 00:29:05.760]  這裏我又看見了
[00:29:05.760 --> 00:29:06.600]  又抬頭觀看
[00:29:06.600 --> 00:29:08.880]  就看到一隻黑馬站在馬上
[00:29:08.880 --> 00:29:10.360]  拿著天秤
[00:29:10.360 --> 00:29:12.640]  我聽見四個玩物當中似乎有聲音說
[00:29:12.640 --> 00:29:14.400]  一錢銀子買一升墨紙
[00:29:14.400 --> 00:29:16.080]  一錢銀子買三升大麥
[00:29:16.080 --> 00:29:17.520]  大麥是巴黎
[00:29:17.520 --> 00:29:19.160]  大麥是便宜很多的
[00:29:19.160 --> 00:29:20.320]  營養價值
[00:29:20.320 --> 00:29:21.400]  各方面
[00:29:21.400 --> 00:29:22.680]  以前和今天
[00:29:22.680 --> 00:29:24.560]  現在沒有人吃巴黎的
[00:29:24.560 --> 00:29:27.320]  我們主要的穀物是米
[00:29:27.320 --> 00:29:29.840]  稻米和大麥
[00:29:29.840 --> 00:29:30.480]  對不起
[00:29:30.480 --> 00:29:32.520]  和小麥和米
[00:29:32.520 --> 00:29:33.720]  米和米
[00:29:33.720 --> 00:29:36.680]  在西方小麥比較多
[00:29:36.680 --> 00:29:39.120]  在東方亞洲就吃米
[00:29:39.120 --> 00:29:40.080]  或者非洲
[00:29:40.080 --> 00:29:42.440]  印度就吃米比較多
[00:29:42.440 --> 00:29:45.040]  但是就說價錢
[00:29:45.040 --> 00:29:46.680]  油和酒不可以租
[00:29:46.680 --> 00:29:47.880]  如果看價錢
[00:29:47.880 --> 00:29:50.920]  其實色經學者就會告訴你
[00:29:50.920 --> 00:29:54.040]  其實這個正正就是代表著
[00:29:54.040 --> 00:29:57.280]  在戰爭情況下的inflation
[00:29:57.280 --> 00:30:00.040]  有戰爭糧食就出現問題
[00:30:00.040 --> 00:30:03.480]  因為男人都徵調去打仗
[00:30:03.480 --> 00:30:04.960]  打仗就會死
[00:30:04.960 --> 00:30:07.120]  所以耕田的人
[00:30:07.120 --> 00:30:09.280]  就壯丁就去打仗
[00:30:09.280 --> 00:30:10.840]  有田無人耕
[00:30:10.840 --> 00:30:12.040]  不是耕開有人爭
[00:30:12.040 --> 00:30:13.880]  而是沒有人爭
[00:30:13.880 --> 00:30:15.160]  又或者
[00:30:15.160 --> 00:30:16.760]  在打仗的時期
[00:30:16.760 --> 00:30:19.240]  這個是以前的戰爭經常發生
[00:30:19.240 --> 00:30:20.920]  中世紀一直到
[00:30:20.920 --> 00:30:21.640]  宗教改革
[00:30:21.640 --> 00:30:24.840]  或者17世紀初的30年戰爭之後
[00:30:24.840 --> 00:30:25.640]  都一直發生的
[00:30:25.640 --> 00:30:27.200]  焦土政策
[00:30:27.200 --> 00:30:30.920]  就是我經過這個地方
[00:30:30.920 --> 00:30:32.320]  我自己有足夠的糧草
[00:30:32.320 --> 00:30:34.240]  我肯定自己有足夠的糧草供應
[00:30:34.240 --> 00:30:35.080]  我經過這個地方
[00:30:35.080 --> 00:30:36.880]  如果有糧草供應的可能
[00:30:36.880 --> 00:30:38.800]  我將它燒掉
[00:30:38.800 --> 00:30:41.440]  歐洲就經歷過很多次
[00:30:41.440 --> 00:30:42.840]  這些事情
[00:30:42.840 --> 00:30:43.720]  在打仗
[00:30:43.720 --> 00:30:45.880]  其中一方經過的地方
[00:30:45.880 --> 00:30:47.360]  將橄欖園
[00:30:47.360 --> 00:30:47.920]  葡萄園
[00:30:47.920 --> 00:30:49.440]  全部連根拔起
[00:30:49.440 --> 00:30:50.680]  將所有穀物
[00:30:50.680 --> 00:30:52.160]  種到的都燒掉
[00:30:52.160 --> 00:30:54.240]  等後面來的敵人
[00:30:54.240 --> 00:30:55.360]  就沒有東西
[00:30:55.360 --> 00:30:56.720]  沒有辦法有補給
[00:30:56.720 --> 00:31:01.480]  這是一種標準的焦土政策的做法
[00:31:01.480 --> 00:31:02.640]  這樣一來
[00:31:02.640 --> 00:31:03.760]  總之就百物騰龜
[00:31:03.760 --> 00:31:05.240]  尤其是糧食
[00:31:05.240 --> 00:31:07.680]  糧食就立刻升價
[00:31:07.680 --> 00:31:09.280]  這個是一升物資
[00:31:09.280 --> 00:31:11.560]  一錢銀三升大物
[00:31:11.560 --> 00:31:13.560]  買三升大物
[00:31:13.560 --> 00:31:16.320]  其實是一個貴的價錢
[00:31:16.320 --> 00:31:19.920]  代表著戰爭帶來的通貨膨脹
[00:31:19.920 --> 00:31:21.680]  是八倍的通貨膨脹
[00:31:21.680 --> 00:31:24.840]  按照某些的五倍至八倍的通貨膨脹
[00:31:24.840 --> 00:31:26.920]  按照某些學者的說法
[00:31:26.920 --> 00:31:28.440]  這個都是和戰爭有關的
[00:31:28.440 --> 00:31:29.880]  後果
[00:31:29.880 --> 00:31:30.760]  第四印
[00:31:30.760 --> 00:31:31.560]  我揭開第四印的時候
[00:31:31.560 --> 00:31:32.760]  我聽到第四個會物說
[00:31:32.760 --> 00:31:33.160]  你來
[00:31:33.160 --> 00:31:34.080]  就看了
[00:31:34.080 --> 00:31:37.800]  一匹灰馬騎起馬上名字叫做死
[00:31:37.800 --> 00:31:39.200]  這個講明了
[00:31:39.200 --> 00:31:40.880]  公仔說出場
[00:31:40.880 --> 00:31:42.000]  灰馬代表死亡
[00:31:42.000 --> 00:31:45.760]  其實灰呢
[00:31:45.760 --> 00:31:47.840]  大家都去過安息禮拜
[00:31:47.840 --> 00:31:48.520]  去過殯儀
[00:31:48.520 --> 00:31:49.800]  去沾養過遺容
[00:31:49.800 --> 00:31:54.160]  那些全部都是
[00:31:54.160 --> 00:31:54.960]  執過
[00:31:54.960 --> 00:31:58.160]  我們先離開的人
[00:31:58.160 --> 00:32:00.160]  做得很好看的
[00:32:00.160 --> 00:32:02.560]  但是如果你
[00:32:02.560 --> 00:32:03.240]  如果真的見過
[00:32:03.240 --> 00:32:04.360]  譬如去過戰場
[00:32:04.360 --> 00:32:05.560]  見到某些情況
[00:32:05.560 --> 00:32:06.800]  你見到屍體
[00:32:06.800 --> 00:32:09.560]  看電視就會真一點
[00:32:09.560 --> 00:32:11.680]  這裡其實不是灰色
[00:32:11.680 --> 00:32:13.960]  其實是灰灰綠綠的
[00:32:13.960 --> 00:32:14.960]  希臘文
[00:32:14.960 --> 00:32:15.920]  背後希臘文是
[00:32:15.920 --> 00:32:17.160]  Klorox
[00:32:17.160 --> 00:32:17.960]  高樂士
[00:32:17.960 --> 00:32:19.960]  飄白水
[00:32:19.960 --> 00:32:22.160]  就是這裡所用的灰
[00:32:22.160 --> 00:32:22.960]  其實不是灰
[00:32:22.960 --> 00:32:25.640]  而是青青灰灰
[00:32:25.640 --> 00:32:27.640]  有一點綠綠的
[00:32:27.640 --> 00:32:33.320]  都是死人的狀態
[00:32:33.320 --> 00:32:35.240]  皮膚的狀態
[00:32:35.240 --> 00:32:37.040]  所以名字叫死
[00:32:37.040 --> 00:32:38.280]  因虎也隨著他
[00:32:38.280 --> 00:32:39.440]  他去哪呢
[00:32:39.440 --> 00:32:41.240]  那匹馬去哪
[00:32:41.240 --> 00:32:43.040]  死亡就隨著他
[00:32:43.040 --> 00:32:44.400]  有權柄賜給他
[00:32:44.400 --> 00:32:45.600]  可以用刀劍
[00:32:45.600 --> 00:32:46.280]  饑荒
[00:32:46.280 --> 00:32:46.920]  瘟疫
[00:32:46.920 --> 00:32:47.560]  野獸
[00:32:47.560 --> 00:32:50.040]  殺害地上四分之一的人
[00:32:50.040 --> 00:32:52.400]  這裡就更加明顯
[00:32:52.400 --> 00:32:53.440]  講那個戰爭
[00:32:53.440 --> 00:32:55.000]  其實一二三四印
[00:32:55.000 --> 00:32:55.720]  那四匹馬
[00:32:55.720 --> 00:32:56.480]  都是同一件事
[00:32:56.480 --> 00:32:58.080]  都是講戰爭的
[00:32:58.080 --> 00:33:00.280]  沒有離開過戰爭這個主題
[00:33:00.280 --> 00:33:01.320]  去到第四印
[00:33:01.320 --> 00:33:03.680]  就反而是講到一清二楚
[00:33:03.680 --> 00:33:04.680]  就刀劍饑荒
[00:33:04.680 --> 00:33:05.960]  瘟疫和野獸
[00:33:05.960 --> 00:33:07.280]  是和古時的戰爭
[00:33:07.280 --> 00:33:08.200]  是連在一起
[00:33:08.200 --> 00:33:11.320]  分不開的
[00:33:11.320 --> 00:33:13.080]  打仗有刀劍
[00:33:13.080 --> 00:33:13.880]  有饑荒
[00:33:13.880 --> 00:33:17.720]  那匹黑馬就已經是饑荒
[00:33:17.720 --> 00:33:19.000]  痛復膨脹
[00:33:19.000 --> 00:33:20.280]  接著就瘟疫
[00:33:20.280 --> 00:33:21.040]  死亡
[00:33:21.040 --> 00:33:22.320]  疫情
[00:33:22.320 --> 00:33:23.720]  為什麼疫情
[00:33:23.720 --> 00:33:25.880]  疫症和打仗有關係
[00:33:25.880 --> 00:33:28.120]  因為野死糧不壯
[00:33:28.120 --> 00:33:29.240]  打仗的時候
[00:33:29.240 --> 00:33:31.480]  很多死屍來不及葬
[00:33:31.480 --> 00:33:33.080]  禍鼠不獲
[00:33:33.080 --> 00:33:34.440]  野死糧不壯
[00:33:34.440 --> 00:33:36.040]  這個應該是岳父詩
[00:33:36.040 --> 00:33:36.920]  如果我沒記錯
[00:33:36.920 --> 00:33:37.960]  中學的時候學
[00:33:37.960 --> 00:33:39.160]  野死糧不壯
[00:33:39.160 --> 00:33:39.960]  禍鼠不獲
[00:33:39.960 --> 00:33:41.440]  烏可食
[00:33:41.440 --> 00:33:43.920]  沒有人種田
[00:33:43.920 --> 00:33:47.200]  烏鴉吃腐肉
[00:33:47.200 --> 00:33:49.040]  鷹 烏鴉 禿鷹 鷹
[00:33:49.040 --> 00:33:50.000]  全部都吃腐肉
[00:33:50.000 --> 00:33:51.280]  烏可食
[00:33:51.280 --> 00:33:54.800]  屍體腐化
[00:33:54.800 --> 00:33:55.760]  污染水源
[00:33:55.760 --> 00:33:57.560]  接著疫情就來了
[00:33:57.560 --> 00:33:59.040]  所以現在都要燒
[00:33:59.040 --> 00:34:00.240]  你看看印度
[00:34:00.240 --> 00:34:01.680]  印度的疫情
[00:34:01.680 --> 00:34:05.680]  是令死的人多到來不及葬
[00:34:05.680 --> 00:34:07.720]  來不及葬是恐怖到一個地步
[00:34:07.720 --> 00:34:09.880]  人們就拋到恆河
[00:34:09.880 --> 00:34:11.880]  其實最初是燒
[00:34:11.880 --> 00:34:13.840]  燒都燒不及
[00:34:13.840 --> 00:34:15.640]  拋到河邊就算了
[00:34:15.640 --> 00:34:18.360]  真的污染水源
[00:34:18.360 --> 00:34:20.280]  在這些位置製造疫情
[00:34:20.280 --> 00:34:22.440]  所以都見饑荒瘟疫
[00:34:22.440 --> 00:34:23.480]  接著野獸
[00:34:23.480 --> 00:34:27.080]  因為這條村以前是有城市
[00:34:27.080 --> 00:34:29.640]  但是主要的地方
[00:34:29.640 --> 00:34:30.920]  一點點在地圖上
[00:34:30.920 --> 00:34:32.840]  其實都是村落 村莊
[00:34:32.840 --> 00:34:36.320]  打仗或者被戰爭遊論經過之後
[00:34:36.320 --> 00:34:37.840]  人走了 人死了
[00:34:37.840 --> 00:34:38.640]  或者家破人亡
[00:34:38.640 --> 00:34:39.200]  遷走了
[00:34:39.200 --> 00:34:40.520]  打仗來了 走了
[00:34:40.520 --> 00:34:41.800]  走都走不及
[00:34:41.800 --> 00:34:44.640]  沒有人在這裡進駐
[00:34:44.640 --> 00:34:46.040]  野獸進駐
[00:34:46.040 --> 00:34:48.400]  必然是這樣
[00:34:48.400 --> 00:34:52.280]  所以這是典型的古時對戰爭的描述
[00:34:52.280 --> 00:34:53.760]  由這個角度
[00:34:53.760 --> 00:34:57.960]  七印七號七本中間可以有內部邏輯
[00:34:57.960 --> 00:34:58.720]  是有的
[00:34:58.720 --> 00:35:00.840]  大家看這四個印頭
[00:35:00.840 --> 00:35:04.520]  那四個印很明顯有個內部邏輯包著
[00:35:04.520 --> 00:35:07.840]  但這個就不是次序上的內部邏輯
[00:35:07.840 --> 00:35:08.960]  因為一二三四印
[00:35:08.960 --> 00:35:11.080]  其實是同一樣東西
[00:35:11.080 --> 00:35:13.840]  是同一樣東西的不同方面
[00:35:13.840 --> 00:35:15.440]  打仗有人贏
[00:35:15.440 --> 00:35:19.440]  打仗焦點可以放在百密騰貴那裡
[00:35:19.440 --> 00:35:24.400]  打仗可以不單止是敵對傳統的敵人之間的戰爭
[00:35:24.400 --> 00:35:27.040]  可以是自己有裡面的戰爭
[00:35:27.040 --> 00:35:30.360]  然後第四印就總體各方面的打仗
[00:35:30.360 --> 00:35:32.160]  帶來不同的後果
[00:35:32.160 --> 00:35:35.360]  但是和第五第六印又不一樣
[00:35:35.360 --> 00:35:36.960]  如果我們看七印七號七本
[00:35:36.960 --> 00:35:38.600]  都有這樣的情況
[00:35:38.600 --> 00:35:41.040]  七印七號七本就不是六加一
[00:35:41.040 --> 00:35:44.880]  因為第七印和第七號是隔了一格放在後面
[00:35:44.880 --> 00:35:47.000]  往往就不是六加一的情況
[00:35:47.000 --> 00:35:48.080]  往往就是四
[00:35:48.080 --> 00:35:50.000]  頭四個是多些關聯的
[00:35:50.000 --> 00:35:50.800]  七號也是這樣
[00:35:50.800 --> 00:35:55.040]  頭四個比較像是出埃及的災
[00:35:55.040 --> 00:35:56.440]  頭四個印有關聯
[00:35:56.440 --> 00:36:01.400]  然後第五個印或者第五個號就完全不同的東西
[00:36:01.400 --> 00:36:05.440]  然後第六個又和第五個和頭四個又完全不同的東西
[00:36:05.440 --> 00:36:06.720]  然後才是第七
[00:36:06.720 --> 00:36:11.560]  所以可以說那三個系列的七的結構就是四
[00:36:11.560 --> 00:36:13.280]  有些人就說四加二加一
[00:36:13.280 --> 00:36:17.360]  可以說是四加一加一加一
[00:36:17.360 --> 00:36:22.640]  彼此之間除了頭四個之外是沒有什麼關聯
[00:36:22.640 --> 00:36:25.760]  你拿不到一個彼此之間的邏輯
[00:36:25.760 --> 00:36:28.080]  不是說一個故事
[00:36:28.080 --> 00:36:30.280]  也不是一個論證
[00:36:30.280 --> 00:36:31.400]  不是一個議論
[00:36:31.400 --> 00:36:45.040]  如果我們揭開第八章七節
[00:36:45.040 --> 00:36:46.800]  第一位天使吹號有冰雹和火
[00:36:46.800 --> 00:36:48.440]  攙著血丟在地上
[00:36:48.440 --> 00:36:49.400]  第二個天使吹號
[00:36:49.400 --> 00:36:50.280]  火的大山
[00:36:50.280 --> 00:36:52.880]  拎起海裏面海的三分之一變成血
[00:36:52.880 --> 00:36:58.360]  又令我們想起水變血
[00:36:58.360 --> 00:37:00.240]  埃及十災的事情
[00:37:00.240 --> 00:37:04.440]  第三第四號都是差不多的
[00:37:04.440 --> 00:37:05.800]  然後一去到第五號
[00:37:05.800 --> 00:37:07.600]  又完全是另外一件事
[00:37:07.600 --> 00:37:10.880]  突然有東西在無底坑上飄出來
[00:37:10.880 --> 00:37:12.960]  第六號又和第五號不一樣
[00:37:12.960 --> 00:37:15.000]  這次不是無底坑
[00:37:15.000 --> 00:37:23.000]  而是在說巴拉大河的四個使者被釋放
[00:37:23.000 --> 00:37:25.480]  被釋放的四個使者就預備好
[00:37:25.480 --> 00:37:27.320]  某年某月某日就要殺
[00:37:27.320 --> 00:37:28.720]  戰爭也是戰爭
[00:37:28.720 --> 00:37:30.400]  要殺人的三分之一
[00:37:30.400 --> 00:37:31.520]  馬軍有二萬萬
[00:37:31.520 --> 00:37:33.080]  他們的數目我聽見了
[00:37:33.080 --> 00:37:35.680]  講明是聽到出來
[00:37:35.680 --> 00:37:39.280]  第六號和第五號和一二三四號是沒有關係的
[00:37:39.280 --> 00:37:41.480]  如果我們看七碗
[00:37:41.480 --> 00:37:44.680]  七碗就移到後面一點
[00:37:44.680 --> 00:37:47.800]  去到第十六章
[00:37:47.800 --> 00:37:49.320]  第一個碗第二個碗
[00:37:49.320 --> 00:37:51.520]  第三個碗第四個碗
[00:37:51.520 --> 00:37:56.240]  可以說是地上的災
[00:37:56.240 --> 00:38:01.680]  那些碗是代表盛滿了災殃的上帝的憤怒
[00:38:01.680 --> 00:38:06.120]  頭四個唯一的關聯都是倒在地上
[00:38:06.120 --> 00:38:09.560]  和我們地球是有關係的
[00:38:09.560 --> 00:38:13.280]  或者起碼是即使太陽也好
[00:38:13.280 --> 00:38:14.800]  都是影響地球
[00:38:14.800 --> 00:38:18.720]  接著五六七就是很特別的
[00:38:18.720 --> 00:38:24.600]  第五個就是倒在獸的座位上
[00:38:24.600 --> 00:38:28.280]  不是指著大自然或者地球的環境
[00:38:28.280 --> 00:38:30.560]  不是倒在一個環境之上
[00:38:30.560 --> 00:38:34.360]  而是倒在一個標點
[00:38:34.360 --> 00:38:36.960]  一個標記
[00:38:36.960 --> 00:38:39.080]  或者一個對象身上
