
[00:00:00.000 --> 00:00:04.000]  早晨 新年快樂
[00:18:53.000 --> 00:18:55.000]  年紀大了
[00:18:55.000 --> 00:18:56.000]  帶著他的媳婦
[00:18:56.000 --> 00:18:58.000]  他的孫子
[00:18:58.000 --> 00:18:59.000]  他的太太
[00:18:59.000 --> 00:19:02.000]  去到諾曼地的美軍墳場
[00:19:02.000 --> 00:19:07.000]  看到John Miller的墳墓
[00:19:07.000 --> 00:19:10.000]  一幕一幕
[00:19:10.000 --> 00:19:16.000]  在戰爭裏面的景象浮現
[00:19:16.000 --> 00:19:19.000]  他開始回顧
[00:19:19.000 --> 00:19:22.000]  突然之間問他太太
[00:19:22.000 --> 00:19:24.000]  太太
[00:19:24.000 --> 00:19:27.000]  我是不是好人
[00:19:27.000 --> 00:19:29.000]  我這幾十年
[00:19:29.000 --> 00:19:31.000]  我回到美國
[00:19:31.000 --> 00:19:34.000]  我做了些什麼
[00:19:34.000 --> 00:19:36.000]  值不值得
[00:19:36.000 --> 00:19:38.000]  我的朋友Captain Miller
[00:19:38.000 --> 00:19:42.000]  和這麼多人為我犧牲
[00:19:42.000 --> 00:19:45.000]  我是不是辜負他們
[00:19:45.000 --> 00:19:47.000]  我做人是為了什麼
[00:19:47.000 --> 00:19:50.000]  我是不是好人
[00:19:50.000 --> 00:19:52.000]  人生是什麼
[00:19:52.000 --> 00:19:54.000]  我活得有沒有意義
[00:19:54.000 --> 00:19:56.000]  我會不會好像Captain Miller說的
[00:19:56.000 --> 00:19:58.000]  我是好好地做人
[00:19:58.000 --> 00:20:00.000]  他太太不知道
[00:20:00.000 --> 00:20:02.000]  突然之間嚇了一跳
[00:20:02.000 --> 00:20:04.000]  然後就說Ryan
[00:20:04.000 --> 00:20:06.000]  You are a good man 你是好人
[00:20:06.000 --> 00:20:08.000]  其實我們每個人都會問這個問題
[00:20:08.000 --> 00:20:10.000]  當我們回顧的時候會問
[00:20:10.000 --> 00:20:13.000]  今天有這麼多人為我們犧牲
[00:20:13.000 --> 00:20:15.000]  你父母
[00:20:15.000 --> 00:20:17.000]  你兒女
[00:20:17.000 --> 00:20:19.000]  主耶穌為你犧牲
[00:20:19.000 --> 00:20:22.000]  我們會問
[00:20:22.000 --> 00:20:24.000]  值不值得
[00:20:24.000 --> 00:20:26.000]  我們這樣的人生
[00:20:26.000 --> 00:20:27.000]  我們這樣的活著
[00:20:27.000 --> 00:20:29.000]  是值不值得
[00:20:29.000 --> 00:20:31.000]  因為我們辜負了他們
[00:20:31.000 --> 00:20:33.000]  這就是亞國
[00:20:33.000 --> 00:20:35.000]  寫這個亞國書第四章的時候
[00:20:35.000 --> 00:20:37.000]  他想到一個最重要的問題
[00:20:37.000 --> 00:20:39.000]  他叫我們坐下來想一想
[00:20:39.000 --> 00:20:41.000]  去回顧一下
[00:20:41.000 --> 00:20:43.000]  不要只顧著看
[00:20:43.000 --> 00:20:45.000]  在回應這回應那
[00:20:45.000 --> 00:20:47.000]  人生裡面有很多浪潮
[00:20:47.000 --> 00:20:49.000]  我們只會風來水蕩
[00:20:49.000 --> 00:20:52.000]  水來土掩
[00:20:52.000 --> 00:20:54.000]  一路這樣自己
[00:20:54.000 --> 00:20:56.000]  看得亂七八糟
[00:20:56.000 --> 00:20:58.000]  不知道自己在做什麼
[00:20:58.000 --> 00:21:00.000]  你叫我做什麼
[00:21:00.000 --> 00:21:02.000]  你要看到我走著走著
[00:21:02.000 --> 00:21:04.000]  宋明星你在哪裡
[00:21:04.000 --> 00:21:06.000]  不知道啊 總之我有地方去
[00:21:06.000 --> 00:21:08.000]  你覺得奇怪這個人是不是有點瘋狂
[00:21:08.000 --> 00:21:10.000]  但今天我們很多人都是這樣
[00:21:10.000 --> 00:21:12.000]  所以
[00:21:12.000 --> 00:21:14.000]  亞國一開始的時候
[00:21:14.000 --> 00:21:16.000]  他用一個很有趣的詞
[00:21:16.000 --> 00:21:18.000]  在希臘文的意思是什麼
[00:21:18.000 --> 00:21:22.000]  定下來想一想
[00:21:22.000 --> 00:21:24.000]  靜一靜來想一想
[00:21:24.000 --> 00:21:26.000]  聽著
[00:21:26.000 --> 00:21:28.000]  看著
[00:21:28.000 --> 00:21:30.000]  看這個時代有什麼標記
[00:21:30.000 --> 00:21:32.000]  聽著上帝有什麼話跟你說
[00:21:32.000 --> 00:21:34.000]  想一想你做人有沒有意思
[00:21:34.000 --> 00:21:36.000]  有沒有辜負到
[00:21:36.000 --> 00:21:38.000]  有很多人為你犧牲
[00:21:38.000 --> 00:21:40.000]  坐下來想一想
[00:21:40.000 --> 00:21:42.000]  今天我想我們很多時候
[00:21:42.000 --> 00:21:44.000]  是不懂得停下來想一想
[00:21:44.000 --> 00:21:46.000]  懂得
[00:21:46.000 --> 00:21:48.000]  我們只顧著我要煮飯
[00:21:48.000 --> 00:21:50.000]  我要做這個我要做那個
[00:21:50.000 --> 00:21:52.000]  不要坐下來想一想我做人為了什麼
[00:21:52.000 --> 00:21:54.000]  接著亞國就告訴你
[00:21:54.000 --> 00:21:56.000]  你們中間有話說
[00:21:56.000 --> 00:21:58.000]  一個回應的人生
[00:21:58.000 --> 00:22:00.000]  第一件事是什麼
[00:22:00.000 --> 00:22:02.000]  就是受什麼影響
[00:22:02.000 --> 00:22:04.000]  受什麼推動
[00:22:04.000 --> 00:22:06.000]  就是你們中間有話說
[00:22:06.000 --> 00:22:08.000]  你們中間有話說
[00:22:08.000 --> 00:22:10.000]  是指當時流行的哲學
[00:22:10.000 --> 00:22:12.000]  流行的人生觀
[00:22:12.000 --> 00:22:14.000]  我們多多少少
[00:22:14.000 --> 00:22:16.000]  是被當時這個世界上
[00:22:16.000 --> 00:22:18.000]  流行的人生觀在操縱著
[00:22:18.000 --> 00:22:20.000]  我們被這些
[00:22:20.000 --> 00:22:22.000]  框住在裡面
[00:22:22.000 --> 00:22:24.000]  我們只是跟著這個世界走
[00:22:24.000 --> 00:22:26.000]  我們只是跟風
[00:22:26.000 --> 00:22:28.000]  我們只是跟著這個路線走
[00:22:28.000 --> 00:22:30.000]  我們人生
[00:22:30.000 --> 00:22:32.000]  就是這樣
[00:22:32.000 --> 00:22:34.000]  你們中間有話說
[00:22:34.000 --> 00:22:36.000]  我們多少時候
[00:22:36.000 --> 00:22:38.000]  我們的做事
[00:22:38.000 --> 00:22:40.000]  我們的想法是跟著這個世界浪潮走的
[00:22:40.000 --> 00:22:42.000]  這個世界說
[00:22:42.000 --> 00:22:44.000]  做牧師是應該忙的
[00:22:44.000 --> 00:22:46.000]  那我就忙給你看
[00:22:46.000 --> 00:22:48.000]  這個世界告訴你
[00:22:48.000 --> 00:22:50.000]  你的子女應該有成就
[00:22:50.000 --> 00:22:52.000]  逼我們的子女有成就
[00:22:52.000 --> 00:22:54.000]  我們對人的聲音
[00:22:54.000 --> 00:22:56.000]  對周圍的環境
[00:22:56.000 --> 00:22:58.000]  是很敏感
[00:22:58.000 --> 00:23:00.000]  對上帝的聲音是絕不敏感的
[00:23:00.000 --> 00:23:02.000]  這個回應的心態就是
[00:23:02.000 --> 00:23:04.000]  我們時常走在這個人生的道路裡面
[00:23:04.000 --> 00:23:06.000]  這個人生
[00:23:06.000 --> 00:23:08.000]  是被這些世界的價值觀
[00:23:08.000 --> 00:23:10.000]  人生的
[00:23:10.000 --> 00:23:12.000]  人家的哲學
[00:23:12.000 --> 00:23:14.000]  人家的期望在這裡綑綁著我們走
[00:23:14.000 --> 00:23:16.000]  從沒有想過
[00:23:16.000 --> 00:23:18.000]  上帝要我做什麼
[00:23:18.000 --> 00:23:20.000]  而反應的第二種心態
[00:23:20.000 --> 00:23:22.000]  不單是活在你們的說話的框框裡面
[00:23:22.000 --> 00:23:24.000]  也活在今天
[00:23:24.000 --> 00:23:26.000]  明天
[00:23:26.000 --> 00:23:28.000]  我要的框框裡面
[00:23:28.000 --> 00:23:30.000]  什麼叫今天明天我要
[00:23:30.000 --> 00:23:32.000]  如果我們不明白
[00:23:32.000 --> 00:23:34.000]  你拿你的記事簿來看看
[00:23:34.000 --> 00:23:36.000]  今天要做什麼
[00:23:36.000 --> 00:23:38.000]  明天要做什麼
[00:23:38.000 --> 00:23:40.000]  後天要做什麼
[00:23:40.000 --> 00:23:42.000]  天天都在這裡充滿
[00:23:42.000 --> 00:23:44.000]  於是你就趕頭趕命去趕死線
[00:23:44.000 --> 00:23:46.000]  人生就是這樣
[00:23:46.000 --> 00:23:48.000]  很有趣的
[00:23:48.000 --> 00:23:50.000]  不是我們擁有時間
[00:23:50.000 --> 00:23:52.000]  而是時間操縱著我們
[00:23:52.000 --> 00:23:54.000]  今天明天我要什麼
[00:23:54.000 --> 00:23:56.000]  我們活在框框裡面
[00:23:56.000 --> 00:23:58.000]  用這個日式的
[00:23:58.000 --> 00:24:00.000]  Nissan的一個很出名的廣告
[00:24:00.000 --> 00:24:02.000]  我們不開車
[00:24:02.000 --> 00:24:04.000]  我們全都開車
[00:24:04.000 --> 00:24:06.000]  我們不是在駕車
[00:24:06.000 --> 00:24:08.000]  在司機位
[00:24:08.000 --> 00:24:10.000]  自己在開車
[00:24:10.000 --> 00:24:12.000]  我們全部是被人推著
[00:24:12.000 --> 00:24:14.000]  人家推我們
[00:24:14.000 --> 00:24:16.000]  死線推著我們
[00:24:16.000 --> 00:24:18.000]  老闆推著我們
[00:24:18.000 --> 00:24:20.000]  我全部坐下來想一想
[00:24:20.000 --> 00:24:22.000]  究竟我在做什麼
[00:24:22.000 --> 00:24:24.000]  在做什麼
[00:24:24.000 --> 00:24:26.000]  第三
[00:24:26.000 --> 00:24:28.000]  我們的反應心態是什麼呢
[00:24:28.000 --> 00:24:30.000]  和我們自我形象有關
[00:24:30.000 --> 00:24:32.000]  今天明天
[00:24:32.000 --> 00:24:34.000]  我要到某城裡做買賣
[00:24:34.000 --> 00:24:36.000]  在那裡得利
[00:24:36.000 --> 00:24:38.000]  我要在這裡做這個
[00:24:38.000 --> 00:24:40.000]  我要做那個
[00:24:40.000 --> 00:24:42.000]  我們要尋求我們的保障
[00:24:42.000 --> 00:24:44.000]  我們要尋求
[00:24:44.000 --> 00:24:46.000]  金錢的保障
[00:24:46.000 --> 00:24:48.000]  安全感
[00:24:48.000 --> 00:24:50.000]  我要建立這個
[00:24:50.000 --> 00:24:52.000]  我要建立那個
[00:24:52.000 --> 00:24:54.000]  希望我們自己有個安全感
[00:24:54.000 --> 00:24:56.000]  你說我做什麼
[00:24:56.000 --> 00:24:58.000]  我要建立我自己的安全感
[00:24:58.000 --> 00:25:00.000]  我要建立我自己的保障
[00:25:00.000 --> 00:25:02.000]  我有個朋友在香港做醫生
[00:25:02.000 --> 00:25:04.000]  在政府那裡工作
[00:25:04.000 --> 00:25:06.000]  他退休了
[00:25:06.000 --> 00:25:08.000]  他沒有結婚
[00:25:08.000 --> 00:25:10.000]  單身一個人
[00:25:10.000 --> 00:25:12.000]  他有很多錢
[00:25:12.000 --> 00:25:14.000]  我不知道他有多少身家
[00:25:14.000 --> 00:25:16.000]  他不知道怎麼做
[00:25:16.000 --> 00:25:18.000]  他找了個理財專家
[00:25:18.000 --> 00:25:20.000]  給他一些意見
[00:25:20.000 --> 00:25:22.000]  理財專家
[00:25:22.000 --> 00:25:24.000]  問他有多少身家
[00:25:24.000 --> 00:25:26.000]  政府有多少錢
[00:25:26.000 --> 00:25:28.000]  於是就說
[00:25:28.000 --> 00:25:30.000]  你每個月可以花多少錢
[00:25:30.000 --> 00:25:32.000]  你可以花到80歲
[00:25:32.000 --> 00:25:34.000]  都沒問題
[00:25:34.000 --> 00:25:36.000]  60歲退休
[00:25:36.000 --> 00:25:38.000]  80歲
[00:25:38.000 --> 00:25:40.000]  他很開心
[00:25:40.000 --> 00:25:42.000]  回家想想
[00:25:42.000 --> 00:25:44.000]  不是喔
[00:25:44.000 --> 00:25:46.000]  如果我70多歲就沒命
[00:25:46.000 --> 00:25:48.000]  那不是很吃虧嗎
[00:25:48.000 --> 00:25:50.000]  為什麼不用多一點
[00:25:50.000 --> 00:25:52.000]  是不是
[00:25:52.000 --> 00:25:54.000]  又沒錢
[00:25:54.000 --> 00:25:56.000]  又沒
[00:25:56.000 --> 00:25:58.000]  又沒怎麼留給誰
[00:25:58.000 --> 00:26:00.000]  他想加多一點
[00:26:00.000 --> 00:26:02.000]  和那個理財專家
[00:26:02.000 --> 00:26:04.000]  我想加多一點
[00:26:04.000 --> 00:26:06.000]  80歲我不知道我有沒有到80歲
[00:26:06.000 --> 00:26:08.000]  他還要去的時候想想
[00:26:08.000 --> 00:26:10.000]  超過80歲
[00:26:10.000 --> 00:26:12.000]  90歲後面幾年就沒錢
[00:26:12.000 --> 00:26:14.000]  又沒
[00:26:14.000 --> 00:26:16.000]  那究竟要多少錢
[00:26:16.000 --> 00:26:18.000]  整個星期睡不著覺
[00:26:18.000 --> 00:26:20.000]  雖然他有很多錢
[00:26:20.000 --> 00:26:22.000]  有時我想
[00:26:22.000 --> 00:26:24.000]  你奇怪
[00:26:24.000 --> 00:26:26.000]  我都沒有為了我
[00:26:26.000 --> 00:26:28.000]  退了休之後
[00:26:28.000 --> 00:26:30.000]  睡不著覺
[00:26:30.000 --> 00:26:32.000]  因為不是那麼多
[00:26:32.000 --> 00:26:34.000]  不用計那麼多
[00:26:34.000 --> 00:26:36.000]  我想我們人生裏面
[00:26:36.000 --> 00:26:38.000]  就是想這些東西
[00:26:38.000 --> 00:26:40.000]  我們會
[00:26:40.000 --> 00:26:42.000]  很多這些回應
[00:26:42.000 --> 00:26:44.000]  reactive
[00:26:44.000 --> 00:26:46.000]  但是雅各告訴你
[00:26:46.000 --> 00:26:48.000]  蠢材
[00:26:48.000 --> 00:26:50.000]  耶穌說的那個
[00:26:50.000 --> 00:26:52.000]  比喻
[00:26:52.000 --> 00:26:54.000]  我要建一個貨倉
[00:26:54.000 --> 00:26:56.000]  建一個貨倉
[00:26:56.000 --> 00:26:58.000]  下跛腳都不怕
[00:26:58.000 --> 00:27:00.000]  蠢材
[00:27:00.000 --> 00:27:02.000]  今晚要你的靈魂
[00:27:02.000 --> 00:27:04.000]  去哪裏
[00:27:04.000 --> 00:27:06.000]  這個是回應的心態
[00:27:06.000 --> 00:27:08.000]  我們再來看看
[00:27:08.000 --> 00:27:10.000]  回顧的心態
[00:27:10.000 --> 00:27:12.000]  是怎樣
[00:27:12.000 --> 00:27:14.000]  雅各就說
[00:27:14.000 --> 00:27:16.000]  其實明天如何
[00:27:16.000 --> 00:27:18.000]  你們還不知道
[00:27:18.000 --> 00:27:20.000]  回顧的心態
[00:27:20.000 --> 00:27:22.000]  我們是要明白到
[00:27:22.000 --> 00:27:24.000]  我們是有限
[00:27:24.000 --> 00:27:26.000]  明天如何
[00:27:26.000 --> 00:27:28.000]  你們還不知道
[00:27:28.000 --> 00:27:30.000]  有誰知道
[00:27:30.000 --> 00:27:32.000]  明天會發生什麼事
[00:27:32.000 --> 00:27:34.000]  我以前和大家說過一個故事
[00:27:34.000 --> 00:27:36.000]  沙特一個很出名的
[00:27:36.000 --> 00:27:38.000]  存在主義的
[00:27:38.000 --> 00:27:40.000]  哲學家
[00:27:40.000 --> 00:27:42.000]  他寫過一本小說叫卡拉古拉
[00:27:42.000 --> 00:27:44.000]  卡拉古拉是一個羅馬的皇帝
[00:27:44.000 --> 00:27:46.000]  他最愛的
[00:27:46.000 --> 00:27:48.000]  一個太太
[00:27:48.000 --> 00:27:50.000]  死了
[00:27:50.000 --> 00:27:52.000]  他就很傷心
[00:27:52.000 --> 00:27:54.000]  抱著屍體不肯放
[00:27:54.000 --> 00:27:56.000]  他跟著在外面看那些人
[00:27:56.000 --> 00:27:58.000]  為什麼那些羅馬人那麼開心
[00:27:58.000 --> 00:28:00.000]  我做皇帝都不開心
[00:28:00.000 --> 00:28:02.000]  他們做庶民就開心
[00:28:02.000 --> 00:28:04.000]  因為我太太死了
[00:28:04.000 --> 00:28:06.000]  他們太太還沒死
[00:28:06.000 --> 00:28:08.000]  但又想一想
[00:28:08.000 --> 00:28:10.000]  他們太太有一天都會死
[00:28:10.000 --> 00:28:12.000]  為什麼不想到他們太太有一天會死的時候
[00:28:12.000 --> 00:28:14.000]  他們就應該不開心
[00:28:14.000 --> 00:28:16.000]  他就想到
[00:28:16.000 --> 00:28:18.000]  因為他們逃避
[00:28:18.000 --> 00:28:20.000]  他們不想想
[00:28:20.000 --> 00:28:22.000]  我沒得逃避
[00:28:22.000 --> 00:28:24.000]  因為已經發生了
[00:28:24.000 --> 00:28:26.000]  我要試一下
[00:28:26.000 --> 00:28:28.000]  我試了明天
[00:28:28.000 --> 00:28:30.000]  於是他就製造一個
[00:28:30.000 --> 00:28:32.000]  恐怖的政治
[00:28:32.000 --> 00:28:34.000]  隨時抓人
[00:28:34.000 --> 00:28:36.000]  隨時將人殺死
[00:28:36.000 --> 00:28:38.000]  整個國家被恐怖全部遮蓋住
[00:28:38.000 --> 00:28:40.000]  突然間那些人
[00:28:40.000 --> 00:28:42.000]  個個都害怕
[00:28:42.000 --> 00:28:44.000]  這個卡拉古拉就說
[00:28:44.000 --> 00:28:46.000]  是啦
[00:28:46.000 --> 00:28:48.000]  他們之所以開心就只不過是逃避
[00:28:48.000 --> 00:28:50.000]  當他們面對現實的時候
[00:28:50.000 --> 00:28:52.000]  他們沒得逃避的時候
[00:28:52.000 --> 00:28:54.000]  就知道
[00:28:54.000 --> 00:28:56.000]  明天如何你們還不知道
[00:28:56.000 --> 00:29:00.000]  所羅門王在傳道書
[00:29:00.000 --> 00:29:02.000]  他講得很好
[00:29:02.000 --> 00:29:04.000]  他說
[00:29:04.000 --> 00:29:06.000]  第一句
[00:29:06.000 --> 00:29:08.000]  當我將這些事放在心裡
[00:29:08.000 --> 00:29:10.000]  詳細考究就知道
[00:29:10.000 --> 00:29:12.000]  我們所面前的無人知道
[00:29:12.000 --> 00:29:14.000]  或是愛或是恨
[00:29:14.000 --> 00:29:16.000]  就是他們面前無人了得
[00:29:16.000 --> 00:29:18.000]  這個中文聖經叫做
[00:29:18.000 --> 00:29:20.000]  詳細考究
[00:29:20.000 --> 00:29:22.000]  就是回顧這個字
[00:29:22.000 --> 00:29:24.000]  當我去回顧
[00:29:24.000 --> 00:29:26.000]  每年所發生的事
[00:29:26.000 --> 00:29:28.000]  當我看周圍的事
[00:29:28.000 --> 00:29:30.000]  我就會知道一件事
[00:29:30.000 --> 00:29:32.000]  每個人有一天都會失去明天
[00:29:32.000 --> 00:29:36.000]  所以耶穌就告訴我們
[00:29:36.000 --> 00:29:38.000]  不要為明天憂慮
[00:29:38.000 --> 00:29:40.000]  因為明天自有明天的憂慮
[00:29:40.000 --> 00:29:42.000]  一天的難處一天當就夠了
[00:29:42.000 --> 00:29:44.000]  把握今天
[00:29:44.000 --> 00:29:46.000]  不是比昨天明天
[00:29:46.000 --> 00:29:48.000]  活在一個框框裡
[00:29:48.000 --> 00:29:50.000]  一個回顧的心態
[00:29:50.000 --> 00:29:52.000]  看到每個人有一天都失去明天
[00:29:52.000 --> 00:29:54.000]  但他還懂得去享受今天
[00:29:54.000 --> 00:29:56.000]  把握今天
[00:29:56.000 --> 00:29:58.000]  你們的生命是什麼
[00:29:58.000 --> 00:30:00.000]  原來是一片雲霧出現小時就不見了
[00:30:00.000 --> 00:30:02.000]  希臘文有一個很有趣的字
[00:30:02.000 --> 00:30:04.000]  叫做Poia
[00:30:04.000 --> 00:30:06.000]  Poia是用音性的
[00:30:06.000 --> 00:30:08.000]  意思就是說
[00:30:08.000 --> 00:30:10.000]  生命為什麼要用到音性
[00:30:10.000 --> 00:30:12.000]  意思很簡單
[00:30:12.000 --> 00:30:14.000]  就是究竟我的人生
[00:30:14.000 --> 00:30:16.000]  是什麼
[00:30:16.000 --> 00:30:18.000]  我這麼多年來就像Ryan說
[00:30:18.000 --> 00:30:20.000]  我所做的事有沒有意義
[00:30:20.000 --> 00:30:22.000]  我對不對得起
[00:30:22.000 --> 00:30:24.000]  那些為我犧牲的人
[00:30:24.000 --> 00:30:26.000]  尤其是當我們
[00:30:26.000 --> 00:30:28.000]  所追求得到的時候
[00:30:28.000 --> 00:30:30.000]  原來是翻眼破
[00:30:30.000 --> 00:30:32.000]  出現小時就不見了
[00:30:32.000 --> 00:30:34.000]  所有的事都是翻眼破
[00:30:34.000 --> 00:30:36.000]  人生如朝露
[00:30:36.000 --> 00:30:38.000]  世事若幻影
[00:30:38.000 --> 00:30:40.000]  剛欽者百代知過客
[00:30:40.000 --> 00:30:42.000]  而浮生若夢
[00:30:42.000 --> 00:30:44.000]  為歡幾何
[00:30:44.000 --> 00:30:46.000]  一個回顧的心態
[00:30:46.000 --> 00:30:48.000]  很多時候
[00:30:48.000 --> 00:30:52.000]  是讓你反省到
[00:30:52.000 --> 00:30:54.000]  究竟是什麼
[00:30:54.000 --> 00:30:56.000]  上個星期
[00:30:56.000 --> 00:30:58.000]  我和我太太帶著兩個孫子
[00:30:58.000 --> 00:31:00.000]  去羅省
[00:31:00.000 --> 00:31:02.000]  探望我女兒
[00:31:02.000 --> 00:31:04.000]  我女兒將來要上班
[00:31:04.000 --> 00:31:06.000]  問我可不可以多帶兩個
[00:31:06.000 --> 00:31:08.000]  於是我和我太太
[00:31:08.000 --> 00:31:10.000]  就打響了心號
[00:31:10.000 --> 00:31:12.000]  很興奮的心情
[00:31:12.000 --> 00:31:14.000]  我們兩個人帶著四個小孩
[00:31:14.000 --> 00:31:16.000]  去Universal Studio
[00:31:16.000 --> 00:31:18.000]  一去到的時候
[00:31:18.000 --> 00:31:20.000]  嚇了一跳 人山人海
[00:31:20.000 --> 00:31:22.000]  個個都拿著紅旗
[00:31:22.000 --> 00:31:24.000]  一串全部是說普通話的
[00:31:24.000 --> 00:31:26.000]  紅旗 全部一對一對
[00:31:26.000 --> 00:31:28.000]  我們一個三歲
[00:31:28.000 --> 00:31:30.000]  一個五歲
[00:31:30.000 --> 00:31:32.000]  一個六歲 一個八歲
[00:31:32.000 --> 00:31:34.000]  我們兩個都七十歲
[00:31:34.000 --> 00:31:36.000]  看著他們
[00:31:36.000 --> 00:31:38.000]  本來我們很興奮的心情
[00:31:38.000 --> 00:31:40.000]  突然間去到Universal Studio的時候
[00:31:40.000 --> 00:31:42.000]  那些血壓上升
[00:31:42.000 --> 00:31:44.000]  全部看著
[00:31:44.000 --> 00:31:46.000]  嘩 真是驚險
[00:31:46.000 --> 00:31:48.000]  嘩 真是驚險
[00:31:48.000 --> 00:31:50.000]  真是非常驚險
[00:31:50.000 --> 00:31:52.000]  嘩 我說 最蠢 為什麼會
[00:31:52.000 --> 00:31:54.000]  為什麼這麼蠢帶著四個來呢
[00:31:54.000 --> 00:31:56.000]  我還要開兩輛車
[00:31:56.000 --> 00:31:58.000]  我太太開一輛 我開一輛
[00:31:58.000 --> 00:32:00.000]  這樣走去
[00:32:00.000 --> 00:32:02.000]  突然間想想
[00:32:02.000 --> 00:32:04.000]  何必要這樣呢
[00:32:04.000 --> 00:32:06.000]  上帝讓我 為什麼我不去享受一下呢
[00:32:06.000 --> 00:32:08.000]  於是
[00:32:08.000 --> 00:32:10.000]  好 一於享受
[00:32:10.000 --> 00:32:12.000]  我去了Studio Tour
[00:32:12.000 --> 00:32:14.000]  雖然我孫子就一直在那裏
[00:32:14.000 --> 00:32:16.000]  害怕 害怕 害怕
[00:32:16.000 --> 00:32:18.000]  我說不用害怕 享受一下
[00:32:18.000 --> 00:32:20.000]  就是這個問題
[00:32:20.000 --> 00:32:22.000]  就是這個問題
[00:32:22.000 --> 00:32:24.000]  我們以為我們擁有東西
[00:32:24.000 --> 00:32:26.000]  我們很開心
[00:32:26.000 --> 00:32:28.000]  到時候你發覺 原來這麼stressful
[00:32:28.000 --> 00:32:30.000]  原來這麼多
[00:32:30.000 --> 00:32:32.000]  但在這樣的情形下 你反過來想想
[00:32:32.000 --> 00:32:34.000]  上帝還給你一個恩典
[00:32:34.000 --> 00:32:36.000]  還給你一個時候 你把握這個機會
[00:32:36.000 --> 00:32:38.000]  好好享受今天
[00:32:38.000 --> 00:32:40.000]  我們不要誤會
[00:32:40.000 --> 00:32:42.000]  回顧的心態
[00:32:42.000 --> 00:32:44.000]  不是不計劃的
[00:32:44.000 --> 00:32:46.000]  不是命運色彩
[00:32:46.000 --> 00:32:48.000]  不是消極的 不是的
[00:32:48.000 --> 00:32:50.000]  回應是暫短的
[00:32:50.000 --> 00:32:52.000]  回顧是永恆的
[00:32:52.000 --> 00:32:54.000]  想遠一點的
[00:32:54.000 --> 00:32:56.000]  回應是當時沒有到的
[00:32:56.000 --> 00:32:58.000]  回顧是當時有到的
[00:32:58.000 --> 00:33:00.000]  回應是以自我中心的
[00:33:00.000 --> 00:33:02.000]  一味以為自己不夠穩
[00:33:02.000 --> 00:33:04.000]  而回顧是以神做中心
[00:33:04.000 --> 00:33:06.000]  雅各說
[00:33:06.000 --> 00:33:08.000]  願意你們可以活著
[00:33:08.000 --> 00:33:10.000]  也可以作者事 也可以作法事
[00:33:10.000 --> 00:33:12.000]  我們知道一件事
[00:33:12.000 --> 00:33:14.000]  我們所有東西都在上帝的手裏
[00:33:14.000 --> 00:33:18.000]  還擔心什麼
[00:33:18.000 --> 00:33:20.000]  擔心什麼
[00:33:20.000 --> 00:33:22.000]  Trucks Windor說過一句說話
[00:33:22.000 --> 00:33:24.000]  很好
[00:33:24.000 --> 00:33:26.000]  幫我很多
[00:33:26.000 --> 00:33:28.000]  他的子女
[00:33:28.000 --> 00:33:32.000]  養大子女 經常要看著他們
[00:33:32.000 --> 00:33:34.000]  有時看不到的時候就擔心
[00:33:34.000 --> 00:33:36.000]  為什麼要這麼蠢
[00:33:36.000 --> 00:33:38.000]  為什麼不找上帝看著
[00:33:38.000 --> 00:33:40.000]  上帝無所不在
[00:33:40.000 --> 00:33:42.000]  他走到哪裡都看著
[00:33:42.000 --> 00:33:44.000]  所以他就開始
[00:33:44.000 --> 00:33:46.000]  一味教金句給子女
[00:33:46.000 --> 00:33:48.000]  一味教什麼
[00:33:48.000 --> 00:33:50.000]  有些子女長大了 開車了
[00:33:50.000 --> 00:33:52.000]  通常父母
[00:33:52.000 --> 00:33:54.000]  嘩 開車行不行
[00:33:54.000 --> 00:33:56.000]  小朋友開車
[00:33:56.000 --> 00:33:58.000]  尤其是一開始開車的時候
[00:33:58.000 --> 00:34:00.000]  嘩 在高速公路 80米 90米
[00:34:00.000 --> 00:34:02.000]  一到80米 90米
[00:34:02.000 --> 00:34:04.000]  就聽到爸爸的聲音
[00:34:04.000 --> 00:34:06.000]  慢慢來
[00:34:06.000 --> 00:34:08.000]  防止意外
[00:34:08.000 --> 00:34:10.000]  即是slow down
[00:34:10.000 --> 00:34:12.000]  我想很重要的一件事
[00:34:12.000 --> 00:34:14.000]  我們不是不計劃
[00:34:14.000 --> 00:34:16.000]  我們是計劃
[00:34:16.000 --> 00:34:18.000]  但我們還要記得一件事
[00:34:18.000 --> 00:34:22.000]  是主要原因
[00:34:22.000 --> 00:34:24.000]  我們就可以做這件事
[00:34:24.000 --> 00:34:26.000]  我們不行的
[00:34:26.000 --> 00:34:28.000]  真的不行
[00:34:28.000 --> 00:34:30.000]  我今早回來的時候
[00:34:30.000 --> 00:34:32.000]  和太太談起
[00:34:32.000 --> 00:34:34.000]  2016年
[00:34:34.000 --> 00:34:36.000]  做了什麼
[00:34:36.000 --> 00:34:38.000]  我馬上想到
[00:34:38.000 --> 00:34:40.000]  我竟然可以在2016年
[00:34:40.000 --> 00:34:42.000]  讀完書畢業
[00:34:42.000 --> 00:34:44.000]  我馬上想到
[00:34:44.000 --> 00:34:46.000]  如果憑我自己
[00:34:46.000 --> 00:34:48.000]  永遠不讀書
[00:34:48.000 --> 00:34:50.000]  年紀這麼大
