
[00:00:00.000 --> 00:00:06.520]  我不知道大家聽到Ruby和Sophie
[00:18:02.200 --> 00:18:04.200]  你想願意今天決志信耶穌的
[00:18:04.200 --> 00:18:08.200]  剛才我看到有人舉手 還有沒有呢
[00:18:08.200 --> 00:18:11.200]  有沒有 或者我對基督教很有興趣
[00:18:11.200 --> 00:18:13.200]  不過我暫時未能決定
[00:18:13.200 --> 00:18:15.200]  但是你對基督教有興趣的
[00:18:15.200 --> 00:18:17.200]  可不可以請你舉手 有沒有呢 好
[00:18:17.200 --> 00:18:20.200]  對基督教有興趣的 好 感謝神
[00:18:20.200 --> 00:18:22.200]  有沒有呢 好 感謝神
[00:18:22.200 --> 00:18:25.200]  好 幾位都是對基督教有興趣的
[00:18:25.200 --> 00:18:27.200]  我都希望你們能夠真的
[00:18:27.200 --> 00:18:28.200]  聖經說了一件好事
[00:18:28.200 --> 00:18:30.200]  他說尋找一個尋見 叩門就毀開門
[00:18:30.200 --> 00:18:33.200]  你儘管找 神一定會為你
[00:18:33.200 --> 00:18:37.200]  好不好 我們請
[00:18:37.200 --> 00:18:39.200]  剛才舉手的
[00:18:39.200 --> 00:18:42.200]  無論你是決志或者有興趣
[00:18:42.200 --> 00:18:46.200]  我們走到前面 因為有些朋友想跟你認識
[00:18:46.200 --> 00:18:48.200]  還有你有什麼問題可以問他
[00:18:48.200 --> 00:18:51.200]  不會浪費大家很多時間
[00:18:51.200 --> 00:18:53.200]  來到前面 我也為你一個祈禱
[00:18:53.200 --> 00:18:56.200]  可不可以請剛才舉手的走到前面
[00:18:56.200 --> 00:18:59.200]  不用害羞的 我知道
[00:18:59.200 --> 00:19:03.200]  有些朋友可以
[00:19:03.200 --> 00:19:07.200]  走到前面 我們一起有個祈禱
[00:19:07.200 --> 00:19:11.200]  一會可以走後門
[00:19:11.200 --> 00:19:14.200]  如果你不是很舒服出來
[00:19:14.200 --> 00:19:18.200]  沒所謂的 真是不要緊
[00:19:18.200 --> 00:19:22.200]  OK 好 坐吧 坐吧
[00:19:22.200 --> 00:19:25.200]  在前面坐 隨便坐
[00:19:25.200 --> 00:19:29.200]  好 我們為這些朋友一起有個祈禱 好不好
[00:19:29.200 --> 00:19:31.200]  如果你是願意決志信主的
[00:19:31.200 --> 00:19:33.200]  那你就跟我一起祈禱
[00:19:33.200 --> 00:19:36.200]  你跟我講一句 接受耶穌的教導 好不好
[00:19:36.200 --> 00:19:37.200]  我們一起有個祈禱
[00:19:37.200 --> 00:19:41.200]  主耶穌 我多謝祢
[00:19:41.200 --> 00:19:44.200]  讓我知道我是一個罪人
[00:19:44.200 --> 00:19:49.200]  求祢赦免我的罪 饒恕我的過犯
[00:19:49.200 --> 00:19:52.200]  我願意打開我的心
[00:19:52.200 --> 00:19:56.200]  讓主耶穌進入在我心裏面
[00:19:56.200 --> 00:20:00.200]  做我個人救主和主宰
[00:20:00.200 --> 00:20:02.200]  掌管我的一生
[00:20:02.200 --> 00:20:05.200]  求祢聽我禱告
[00:20:05.200 --> 00:20:07.200]  奉耶穌基督命求 阿們
[00:20:07.200 --> 00:20:08.200]  天父我們多謝祢
[00:20:08.200 --> 00:20:10.200]  祢說地上有一人悔改現象
[00:20:10.200 --> 00:20:12.200]  天上的天使都會歡喜快樂
[00:20:12.200 --> 00:20:14.200]  我們為我們今天願意決志信主
[00:20:14.200 --> 00:20:16.200]  或者對基督教有興趣的朋友
[00:20:16.200 --> 00:20:18.200]  我們交在耶穌的手裏面
[00:20:18.200 --> 00:20:21.200]  幫助他們能夠尋找到真理
[00:20:21.200 --> 00:20:25.200]  找到人生的意義 生命的答案
[00:20:25.200 --> 00:20:27.200]  求祢祝福保守
[00:20:27.200 --> 00:20:30.200]  我們今天祈禱 奉耶穌基督命求 阿們

