
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹主內平安
[00:29:42.000 --> 00:29:47.000]  回應祂對你的照明
[00:29:47.000 --> 00:29:49.000]  我們安靜默討
[00:29:49.000 --> 00:29:54.000]  然後我們就結束講道的時間
[00:29:54.000 --> 00:29:56.000]  (字幕製作:貝爾)
[00:29:57.000 --> 00:29:59.000]  (字幕製作:貝爾)
[00:30:00.000 --> 00:30:02.000]  (字幕製作:貝爾)
[00:30:03.000 --> 00:30:05.000]  (字幕製作:貝爾)
[00:30:06.000 --> 00:30:08.000]  (字幕製作:貝爾)
[00:30:08.000 --> 00:30:11.000]  (字幕由 Amara.org 社群提供)

