
[00:00:00.000 --> 00:00:05.000]  各位電視節目的各位朋友 你們好
[00:19:26.600 --> 00:19:30.700]  自此這個跛走就過著恐懼痛苦的生活
[00:19:30.700 --> 00:19:33.200]  藏在山卡拉的地方
[00:19:33.200 --> 00:19:35.700]  傷到約拿丹的兒子
[00:19:35.700 --> 00:19:37.900]  竟落得如此
[00:19:37.900 --> 00:19:40.100]  如今他走都走不了
[00:19:40.100 --> 00:19:41.600]  逃都逃不了
[00:19:41.600 --> 00:19:43.600]  聽到大衛要走上門
[00:19:43.600 --> 00:19:46.300]  他心裡一定恐慌
[00:19:46.300 --> 00:19:48.300]  你是可想而知的
[00:19:48.300 --> 00:19:49.900]  但大衛怎樣呢?
[00:19:49.900 --> 00:19:51.900]  他自己曾經逃亡過
[00:19:51.900 --> 00:19:55.500]  曾經在山卡拉的地方過過水人的生活
[00:19:55.500 --> 00:19:58.900]  他連恤和體諒米飛波撤
[00:19:58.900 --> 00:20:00.100]  他明白他的痛苦
[00:20:00.100 --> 00:20:02.400]  一開始就說你不用怕
[00:20:02.400 --> 00:20:05.900]  我必因你父親約拿丹的緣故私恩與你
[00:20:05.900 --> 00:20:08.900]  將你祖父一切的田地歸還給你
[00:20:08.900 --> 00:20:11.700]  並且邀請他自己到家裡吃飯
[00:20:11.700 --> 00:20:14.400]  與他好像和他的兒子一樣
[00:20:14.400 --> 00:20:16.600]  這就是連恤體諒
[00:20:16.600 --> 00:20:20.000]  一個過來人了解他的心情
[00:20:20.000 --> 00:20:21.900]  明白他的感受
[00:20:21.900 --> 00:20:26.000]  這種心痛感受就是耶穌道成肉身的精髓
[00:20:26.000 --> 00:20:30.200]  事實上我們對人的需要是要敏感的
[00:20:30.200 --> 00:20:33.800]  這是一個非常非常重要的基督徒的品格
[00:20:33.800 --> 00:20:37.700]  我想在COVID-19期間
[00:20:37.700 --> 00:20:40.100]  很多時候我們一連串的措施
[00:20:40.100 --> 00:20:43.100]  不是要人遵守的
[00:20:43.100 --> 00:20:48.300]  我們就要硬邦邦去執行這些措施
[00:20:48.300 --> 00:20:50.600]  有時候是令人反感的
[00:20:50.600 --> 00:20:52.900]  沒有了人情味
[00:20:52.900 --> 00:20:56.200]  我們常常要記住
[00:20:56.200 --> 00:20:58.600]  這些措施沒錯我們要實行
[00:20:58.600 --> 00:21:00.200]  要保障我們的安全
[00:21:00.200 --> 00:21:03.900]  但是不要忘記我們是有血有淚
[00:21:03.900 --> 00:21:06.200]  是需要有支援的人
[00:21:06.200 --> 00:21:10.000]  我們能不能夠體諒、能不能夠連恤呢?
[00:21:10.000 --> 00:21:11.700]  最後真誠
[00:21:11.700 --> 00:21:15.800]  在整段經文裏面我們看到大衛是一個真誠的人
[00:21:15.800 --> 00:21:20.600]  他不是玩政治 他不是演戲
[00:21:20.600 --> 00:21:26.000]  他甚至開放他自己的家給米飛波錢
[00:21:26.000 --> 00:21:29.000]  看他怎樣對待他的兒子、他的家人
[00:21:29.000 --> 00:21:31.800]  這個是不預的 Transparent
[00:21:31.800 --> 00:21:35.500]  有時候我們認識一個人幾十年都不知道他這個人是怎樣的
[00:21:35.500 --> 00:21:40.400]  你對著牧師爺跟你說了幾十年都不知道他怎樣的
[00:21:40.400 --> 00:21:44.800]  但是一個人能夠坦蕩蕩地將自己表達出來
[00:21:44.800 --> 00:21:49.900]  他不是扮演一個角色 而是有真誠
[00:21:49.900 --> 00:21:54.900]  你是一個有承諾、有責任感、有連恤的心腸
[00:21:54.900 --> 00:21:57.600]  有體諒、有真誠的人
[00:21:57.600 --> 00:21:59.600]  這個就是基督徒的品格
[00:21:59.600 --> 00:22:02.100]  這個就是基督徒的人情味
[00:22:02.100 --> 00:22:05.300]  普羅稱這個叫做基督的香氣
[00:22:05.300 --> 00:22:08.000]  你有沒有他的香氣在裏面呢?
[00:22:08.000 --> 00:22:13.000]  求主憐憫我們 讓我們有這個基督徒的品格
[00:22:13.000 --> 00:22:17.900]  基督徒的人情味 請祢同心、低頭我們都同祂講
[00:22:17.900 --> 00:22:21.900]  天父求祢讓我們學習大衛
[00:22:21.900 --> 00:22:29.300]  一個充滿有感情、有人情味、有連恤的心的一個人
[00:22:29.300 --> 00:22:34.400]  讓我們能夠有責任感、有承諾、也有真誠
[00:22:34.400 --> 00:22:39.600]  祢憐憫幫助我們 我們知道我們做不到
[00:22:39.600 --> 00:22:42.800]  很多時候我們不能夠開放我們自己
[00:22:42.800 --> 00:22:45.900]  很多時候我們也是以自己來做中心
[00:22:45.900 --> 00:22:50.400]  祢憐憫幫助我們 求主聽我們的禱告
[00:22:50.400 --> 00:22:52.900]  奉耶穌基督的名求 阿們
[00:22:53.900 --> 00:22:54.900]  阿們
[00:22:55.900 --> 00:22:56.900]  阿們
[00:22:57.900 --> 00:22:58.900]  阿們
[00:22:59.900 --> 00:23:00.900]  阿們
[00:23:01.900 --> 00:23:02.900]  阿們
[00:23:03.900 --> 00:23:04.900]  阿們
[00:23:05.900 --> 00:23:06.900]  阿們
[00:23:06.900 --> 00:23:09.900]  (字幕由 Amara.org 社群提供)

