
[00:00:00.000 --> 00:00:07.200]  各位政協姐妹 平安 新年快樂
[00:33:13.880 --> 00:33:21.880]  他睡覺已經睡到日落西下、太陽西下
[00:33:21.880 --> 00:33:24.880]  這個眼角都睡了很久
[00:33:24.880 --> 00:33:26.880]  他才起床
[00:33:26.880 --> 00:33:30.880]  一起床他在陽台看出去
[00:33:30.880 --> 00:33:34.880]  就遠遠的看到在護城河那裏
[00:33:34.880 --> 00:33:40.880]  可能有一個很漂亮的女人在那裏沐浴
[00:33:40.880 --> 00:33:49.880]  其實從陽台看起碼應該有百多二百碼
[00:33:49.880 --> 00:33:54.880]  百多二百米的地方你看一個人
[00:33:54.880 --> 00:33:58.880]  你怎會看到其貌甚美呢
[00:33:58.880 --> 00:34:02.880]  他一定是注目到一個地步
[00:34:02.880 --> 00:34:04.880]  目不轉睛到一個地步
[00:34:04.880 --> 00:34:11.880]  那時沒有望遠鏡的 要凝視很久才會看到
[00:34:11.880 --> 00:34:14.880]  是因為這樣的緣故
[00:34:14.880 --> 00:34:16.880]  你看到這些東西的時候
[00:34:16.880 --> 00:34:18.880]  你沒有制止自己的眼睛
[00:34:18.880 --> 00:34:22.880]  不要去看那些不應該看的東西
[00:34:22.880 --> 00:34:29.880]  今天同樣很多人沒有制止自己的眼睛
[00:34:29.880 --> 00:34:36.880]  去看網上那些黃色的廣告
[00:34:36.880 --> 00:34:38.880]  黃色的影片
[00:34:38.880 --> 00:34:40.880]  黃色的照片
[00:34:40.880 --> 00:34:42.880]  各方面這些東西
[00:34:42.880 --> 00:34:46.880]  美國這個大淫蟲
[00:34:46.880 --> 00:34:51.880]  為什麼會吸引這麼多的人來做那些東西呢
[00:34:51.880 --> 00:34:56.880]  就是因為很多很多這些政府的要人
[00:34:56.880 --> 00:35:00.880]  上流人物 有錢的人 有權的人
[00:35:00.880 --> 00:35:04.880]  他們基本上都沒有制止自己的眼睛
[00:35:04.880 --> 00:35:06.880]  跟著第二件事
[00:35:06.880 --> 00:35:08.880]  大衛一看到的時候
[00:35:08.880 --> 00:35:12.880]  因為看到那個女的其貌甚美
[00:35:12.880 --> 00:35:16.880]  所以就叫了手下去請他來皇宮
[00:35:16.880 --> 00:35:19.880]  這個就是更加大的問題
[00:35:19.880 --> 00:35:22.880]  他沒有制止自己的慾念
[00:35:22.880 --> 00:35:28.880]  他任憑他的慾念繼續來發酵
[00:35:28.880 --> 00:35:31.880]  在過去的裏面
[00:35:31.880 --> 00:35:37.880]  我也嘗試來幫助一些犯錯的
[00:35:37.880 --> 00:35:41.880]  一些甚至是傳道人
[00:35:41.880 --> 00:35:45.880]  因為他們拍攝別人群體的照片
[00:35:45.880 --> 00:35:49.880]  因為他們是有些非禮的行動
[00:35:49.880 --> 00:35:53.880]  對學生 對其他人都是這樣
[00:35:53.880 --> 00:35:57.880]  因為這樣的緣故就被拘捕
[00:35:57.880 --> 00:36:04.880]  然後他們就很想找人來寫求情信
[00:36:04.880 --> 00:36:06.880]  我就跟他們說
[00:36:06.880 --> 00:36:08.880]  我向你求情不是不行
[00:36:08.880 --> 00:36:16.880]  但最重要的就是真正誠懇地認錯認罪
[00:36:16.880 --> 00:36:21.880]  另一方面是讓人看到你一個真正痛悔的心
[00:36:21.880 --> 00:36:23.880]  好像大衛一樣
[00:36:23.880 --> 00:36:27.880]  痛悔的心 神就一定不會輕可
[00:36:27.880 --> 00:36:29.880]  我警告他們
[00:36:29.880 --> 00:36:32.880]  如果你沒有這種痛悔的心的時候
[00:36:32.880 --> 00:36:36.880]  很快這些罪會再一次出來
[00:36:36.880 --> 00:36:44.880]  很可惜 有些人不是犯一次又再犯
[00:36:46.880 --> 00:36:48.880]  如果他們找我的時候
[00:36:48.880 --> 00:36:50.880]  我已經講得清清楚楚
[00:36:50.880 --> 00:36:52.880]  我不會再犯
[00:36:52.880 --> 00:36:55.880]  我對他已經失去信心
[00:36:55.880 --> 00:36:57.880]  沒有辦法
[00:36:57.880 --> 00:37:06.880]  另外大衛不單止沒有制止自己的慾念
[00:37:06.880 --> 00:37:08.880]  他還借刀殺人
[00:37:08.880 --> 00:37:17.880]  將烏尼亞女人的丈夫拆到一個很危險的敵國的地方
[00:37:17.880 --> 00:37:23.880]  然後就叫那些將士在烏尼亞帶兵去到那個地方
[00:37:23.880 --> 00:37:26.880]  因為他們已經深入虎穴
[00:37:26.880 --> 00:37:30.880]  你就快點離開 不要跟著去
[00:37:30.880 --> 00:37:35.880]  任憑那些敵人將烏尼亞殺死
[00:37:35.880 --> 00:37:37.880]  其實這個借刀殺人
[00:37:37.880 --> 00:37:41.880]  就是因為他要掩瞞他自己的罪
[00:37:41.880 --> 00:37:43.880]  掩瞞他的錯
[00:37:43.880 --> 00:37:51.880]  另外他還想有理由將別人的太太接到宮中
[00:37:51.880 --> 00:37:57.880]  作自己另外一個所謂的妻妾
[00:37:57.880 --> 00:38:02.880]  所以我們看到大衛犯的這些罪是一連串的
[00:38:02.880 --> 00:38:05.880]  沒有制止自己的眼睛
[00:38:05.880 --> 00:38:08.880]  第二沒有制止自己的慾念
[00:38:08.880 --> 00:38:11.880]  第三跟著行動 借刀殺人
[00:38:11.880 --> 00:38:14.880]  帶來的結果是怎樣呢?
[00:38:14.880 --> 00:38:20.880]  拿丹去到那裏非常清楚說道
[00:38:20.880 --> 00:38:23.880]  刀劍必不離開你的家
[00:38:23.880 --> 00:38:26.880]  你要為這些負責任
[00:38:26.880 --> 00:38:31.880]  大家都知道的確大衛的家
[00:38:31.880 --> 00:38:36.880]  你可以這樣說 刀劍沒有離開
[00:38:36.880 --> 00:38:39.880]  甚至你自己也好
[00:38:39.880 --> 00:38:47.880]  他都被自己的兒子來追殺
[00:38:47.880 --> 00:38:50.880]  跟著過了之後
[00:38:50.880 --> 00:38:53.880]  所羅門上任之前
[00:38:53.880 --> 00:38:57.880]  他的家族裏面兄弟共長
[00:38:57.880 --> 00:39:00.880]  兄弟互相殘殺
[00:39:00.880 --> 00:39:05.880]  姦淫的事發生在他自己的家裏
[00:39:05.880 --> 00:39:14.880]  為何親兄弟可以姦污自己的同父異母的妹妹呢?
[00:39:14.880 --> 00:39:16.880]  為何要做這些事呢?
[00:39:16.880 --> 00:39:19.880]  是因為他的板不好
[00:39:19.880 --> 00:39:24.880]  影響到他自己的子女都沒有一個好的板去跟
[00:39:24.880 --> 00:39:27.880]  所以拿丹才知道
[00:39:27.880 --> 00:39:32.880]  他的預言全應在大衛的身上
[00:39:32.880 --> 00:39:38.880]  但是大衛他自己本身痛悔流淚
[00:39:38.880 --> 00:39:40.880]  哀悼的靈
[00:39:40.880 --> 00:39:43.880]  同樣神都會赦免他
[00:39:43.880 --> 00:39:49.880]  但這個代價是非常沉重
[00:39:49.880 --> 00:39:56.880]  我們今天當聽完最後三屆的時候
[00:39:56.880 --> 00:40:02.880]  我們要看看我們人生的GPS到底是為了什麼呢?
[00:40:02.880 --> 00:40:11.880]  一個去南美歐家族傳福音的一位宣教士
[00:40:11.880 --> 00:40:14.880]  他的名字叫Jim Elliott
[00:40:14.880 --> 00:40:16.880]  他說了一句話
[00:40:16.880 --> 00:40:22.880]  一個曉得放棄那些不能永遠保留的東西
[00:40:22.880 --> 00:40:27.880]  去得著那些不能夠失去的東西
[00:40:27.880 --> 00:40:32.880]  這個人絕對不是一個傻瓜
[00:40:32.880 --> 00:40:39.880]  He is no fool who gives up what he cannot keep to gain
[00:40:39.880 --> 00:40:42.880]  what he cannot lose
[00:40:42.880 --> 00:40:47.880]  這個人是絕頂聰明的人
[00:40:47.880 --> 00:40:51.880]  因為他知道什麼是永遠擁有
[00:40:51.880 --> 00:40:56.880]  有什麼是絕對不能帶著走
[00:40:56.880 --> 00:41:02.880]  馬太福音六章十九至二十一節
[00:41:02.880 --> 00:41:07.880]  我都希望大家能夠更清楚看到我們對錢財
[00:41:07.880 --> 00:41:11.880]  我們的GPS到底是怎樣
[00:41:11.880 --> 00:41:16.880]  不如為自己在地上積蓄財寶
[00:41:16.880 --> 00:41:25.880]  地上有蟲子鳥能受壞也有賊挖孤窿來偷
[00:41:25.880 --> 00:41:28.880]  要在天上積蓄財寶
[00:41:28.880 --> 00:41:30.880]  天上沒有蟲子鳥
[00:41:30.880 --> 00:41:34.880]  不會受壞也沒有賊挖洞來偷
[00:41:34.880 --> 00:41:37.880]  因為你的財寶在那裏
[00:41:37.880 --> 00:41:40.880]  你的心也在那裏
[00:41:40.880 --> 00:41:46.880]  弟兄姊妹,聖經的教導非常清楚
[00:41:46.880 --> 00:41:51.880]  我們一定要看到什麼是短暫會過去
[00:41:51.880 --> 00:41:54.880]  你不能夠保留
[00:41:54.880 --> 00:41:56.880]  不是他要離開你
[00:41:56.880 --> 00:41:58.880]  就是你要離開他
[00:41:58.880 --> 00:42:00.880]  這些短暫的事
[00:42:00.880 --> 00:42:05.880]  你不要為他積蓄這麼多
[00:42:05.880 --> 00:42:07.880]  因為你帶不走
[00:42:07.880 --> 00:42:13.880]  反而你要將你的財寶積蓄在天上
[00:42:13.880 --> 00:42:15.880]  為什麼呢?
[00:42:15.880 --> 00:42:20.880]  我們為主擺上所有的東西
[00:42:20.880 --> 00:42:24.880]  在天上要加百倍
[00:42:24.880 --> 00:42:26.880]  是因為這樣的緣故
[00:42:26.880 --> 00:42:30.880]  西門彼得告訴耶穌基督
[00:42:30.880 --> 00:42:32.880]  我們為你的緣故
[00:42:32.880 --> 00:42:37.880]  已經撇下我們的房屋各方面的東西跟從你
[00:42:37.880 --> 00:42:39.880]  耶穌就告訴他們
[00:42:39.880 --> 00:42:43.880]  你不僅能夠將來享受永恆的生命
[00:42:43.880 --> 00:42:47.880]  而且你在地上擺上的
[00:42:47.880 --> 00:42:51.880]  就是天上以一百倍來回報你
[00:42:51.880 --> 00:42:53.880]  你又怎樣呢?
[00:42:53.880 --> 00:42:56.880]  我們一起看看
[00:42:56.880 --> 00:43:03.880]  這段聖經自衛者跟我們說
[00:43:03.880 --> 00:43:06.880]  你要保守自己的心
[00:43:06.880 --> 00:43:09.880]  勝過保守一切
[00:43:09.880 --> 00:43:13.880]  或者說你要切切保守你的心
[00:43:13.880 --> 00:43:15.880]  勝過保守一切
[00:43:15.880 --> 00:43:22.880]  因為一生的果效是由心發出的
[00:43:22.880 --> 00:43:27.880]  果效這個詞學沙
[00:43:27.880 --> 00:43:32.880]  學沙這個詞只是複數
[00:43:32.880 --> 00:43:36.880]  為什麼要用複數去形容這個果效呢?
[00:43:36.880 --> 00:43:40.880]  原來它裡面包含的東西非常多
[00:43:40.880 --> 00:43:44.880]  原來是由我們的心產生出來的
[00:43:44.880 --> 00:43:46.880]  那些東西包括到什麼呢?
[00:43:46.880 --> 00:43:48.880]  是我們的行動
[00:43:48.880 --> 00:43:49.880]  我們的行為
[00:43:49.880 --> 00:43:50.880]  我們的目標
[00:43:50.880 --> 00:43:51.880]  我們的疆界
[00:43:51.880 --> 00:43:52.880]  我們的地圖
[00:43:52.880 --> 00:43:54.880]  我們樣樣的東西
[00:43:54.880 --> 00:43:59.880]  這些都可以成為由心發出來
[00:43:59.880 --> 00:44:05.880]  而影響了我們去貪別人的東西
[00:44:05.880 --> 00:44:07.880]  因為這樣的緣故
[00:44:07.880 --> 00:44:10.880]  聖經要我們首先要做
[00:44:10.880 --> 00:44:15.880]  日日繼續不斷保守我們的心
[00:44:15.880 --> 00:44:17.880]  但是你保守你的心
[00:44:17.880 --> 00:44:20.880]  你知道你自己不是聖人
[00:44:20.880 --> 00:44:22.880]  你要保守你的眼目
[00:44:22.880 --> 00:44:26.880]  不要注目在不應該看的東西上
[00:44:26.880 --> 00:44:32.880]  不要注目在不應該知道太多的東西上
[00:44:32.880 --> 00:44:34.880]  你聽得越多
[00:44:34.880 --> 00:44:36.880]  你的影響就越大
[00:44:36.880 --> 00:44:37.880]  你看得越多
[00:44:37.880 --> 00:44:39.880]  不屬於神要你看的
[00:44:39.880 --> 00:44:42.880]  你的影響也會越大
[00:44:42.880 --> 00:44:44.880]  跟那些人
[00:44:44.880 --> 00:44:51.880]  有些人是你不可以跟他單獨相處的
[00:44:51.880 --> 00:44:54.880]  你是結了婚的人
[00:44:54.880 --> 00:44:57.880]  但是你跟一個單身的女人
[00:44:57.880 --> 00:45:00.880]  在一個單獨的房間
[00:45:00.880 --> 00:45:04.880]  甚至你要跟她一起旅行
[00:45:04.880 --> 00:45:07.880]  你說魔鬼不引誘你
[00:45:07.880 --> 00:45:09.880]  還引誘誰呢?
[00:45:09.880 --> 00:45:10.880]  是因為這樣的緣故
[00:45:10.880 --> 00:45:13.880]  我自己立志
[00:45:13.880 --> 00:45:15.880]  我做傳道人
[00:45:15.880 --> 00:45:21.880]  如果有單獨的姐妹找我約談
[00:45:21.880 --> 00:45:23.880]  我一定需要
[00:45:23.880 --> 00:45:25.880]  除非她丈夫跟她一起
[00:45:25.880 --> 00:45:27.880]  如果不是的話
[00:45:27.880 --> 00:45:29.880]  我太太一定會在
[00:45:29.880 --> 00:45:31.880]  跟我一起見面
[00:45:31.880 --> 00:45:40.880]  我絕對不會單獨跟一個姐妹約談
[00:45:40.880 --> 00:45:43.880]  在你祖父那裡
[00:45:43.880 --> 00:45:44.880]  另一方面
[00:45:44.880 --> 00:45:47.880]  在同宮出外宣教的時候
[00:45:47.880 --> 00:45:49.880]  我也會有指引
[00:45:49.880 --> 00:45:52.880]  絕對不容許一個男一個女
[00:45:52.880 --> 00:45:55.880]  一起出發去宣教
[00:45:55.880 --> 00:45:58.880]  除非他們是夫婦
[00:45:58.880 --> 00:46:00.880]  我們的做法是什麼呢?
[00:46:00.880 --> 00:46:04.880]  三個人一起去
[00:46:04.880 --> 00:46:06.880]  或者兩個姐妹
[00:46:06.880 --> 00:46:09.880]  或者兩個弟兄一起去
[00:46:09.880 --> 00:46:10.880]  目的是什麼呢?
[00:46:10.880 --> 00:46:14.880]  是避免撒旦有機可乘
[00:46:14.880 --> 00:46:16.880]  我們看到過去的裡面
[00:46:16.880 --> 00:46:20.880]  太多這些負面的醜聞出現
[00:46:20.880 --> 00:46:23.880]  我感謝神
[00:46:23.880 --> 00:46:25.880]  當我願意這樣做的時候
[00:46:25.880 --> 00:46:27.880]  甚至我去宣教
[00:46:27.880 --> 00:46:28.880]  我也會三個人
[00:46:28.880 --> 00:46:30.880]  一個姐妹兩個弟兄
[00:46:30.880 --> 00:46:33.880]  或者一個弟兄兩個姐妹一起去
[00:46:33.880 --> 00:46:35.880]  這樣的情況下
[00:46:35.880 --> 00:46:38.880]  我們比較能夠互相守望
[00:46:38.880 --> 00:46:41.880]  這是包裹
[00:46:41.880 --> 00:46:44.880]  撒旦是無機可乘
[00:46:44.880 --> 00:46:46.880]  我們守住這個關
[00:46:46.880 --> 00:46:49.880]  神是恩待我們的
[00:46:49.880 --> 00:46:50.880]  這麼多年的裡面
[00:46:50.880 --> 00:46:53.880]  我也看到神的恩典
[00:46:53.880 --> 00:46:55.880]  繼續在我們當中
[00:46:55.880 --> 00:46:57.880]  各位弟兄姐妹
[00:46:57.880 --> 00:46:59.880]  各位朋友
[00:46:59.880 --> 00:47:04.880]  面對著最後的這三屆
[00:47:04.880 --> 00:47:10.880]  你最能夠被提醒的是什麼呢?
[00:47:10.880 --> 00:47:15.880]  是貪某一些的東西
[00:47:15.880 --> 00:47:19.880]  是貪某一些的名
[00:47:19.880 --> 00:47:23.880]  是貪某一些的學歷
[00:47:23.880 --> 00:47:26.880]  是貪錢財
[00:47:26.880 --> 00:47:31.880]  是貪某一些你很喜歡的東西
[00:47:31.880 --> 00:47:34.880]  然後是私私言
[00:47:34.880 --> 00:47:37.880]  靠人不知道就據為己有
[00:47:37.880 --> 00:47:39.880]  有沒有呢?
[00:47:39.880 --> 00:47:43.880]  另外對我們心裡面
[00:47:43.880 --> 00:47:48.880]  整個方面的慾念
[00:47:48.880 --> 00:47:50.880]  我們有多少時候
[00:47:50.880 --> 00:47:52.880]  制止我們的眼睛
[00:47:52.880 --> 00:47:56.880]  不去看那些黃色的廣告
[00:47:56.880 --> 00:47:58.880]  色情的電影
[00:47:58.880 --> 00:48:02.880]  色情的影片
[00:48:02.880 --> 00:48:06.880]  免得我們被玷污
[00:48:06.880 --> 00:48:09.880]  保守你們的眼
[00:48:09.880 --> 00:48:14.880]  還有我們對那些不屬於我們的東西
[00:48:14.880 --> 00:48:15.880]  任何東西
[00:48:15.880 --> 00:48:18.880]  有沒有一個很堅定的信念
[00:48:18.880 --> 00:48:22.880]  這些東西不是我們的
[00:48:22.880 --> 00:48:23.880]  如果有一些東西
[00:48:23.880 --> 00:48:27.880]  你是從某一個人的身上得來
[00:48:27.880 --> 00:48:29.880]  你寫文的時候
[00:48:29.880 --> 00:48:33.880]  能不能夠寫出某某人這樣說
[00:48:33.880 --> 00:48:36.880]  然後註腳呢?
[00:48:36.880 --> 00:48:39.880]  這是我們對自己的誠實
[00:48:39.880 --> 00:48:42.880]  這是非常重要
[00:48:42.880 --> 00:48:44.880]  我們今天最重要的
[00:48:44.880 --> 00:48:47.880]  就是將一切這些罪
[00:48:47.880 --> 00:48:52.880]  從我們的身上一刀兩斷
[00:48:52.880 --> 00:48:56.880]  我們一起低頭做一個禱告
[00:48:56.880 --> 00:48:58.880]  香港的天父
[00:48:58.880 --> 00:49:00.880]  多謝你的恩典
[00:49:00.880 --> 00:49:03.880]  你用十誡的形式
[00:49:03.880 --> 00:49:08.880]  來指明我們是不可以
[00:49:08.880 --> 00:49:11.880]  不可以偷渡
[00:49:11.880 --> 00:49:14.880]  不可以作假見證
[00:49:14.880 --> 00:49:15.880]  陷害人
[00:49:15.880 --> 00:49:21.880]  不可以貪戀屬於人家一切的東西
[00:49:21.880 --> 00:49:26.880]  特別是在我們的慾念上面
[00:49:26.880 --> 00:49:28.880]  對性的方面
[00:49:28.880 --> 00:49:30.880]  是叫我們更加要小心
[00:49:30.880 --> 00:49:33.880]  希望我們多謝你的提醒
[00:49:33.880 --> 00:49:39.880]  我們見到在色情的廣告滿目皆是
[00:49:39.880 --> 00:49:42.880]  無論是網上的東西也好
[00:49:42.880 --> 00:49:44.880]  周街的東西也好
[00:49:44.880 --> 00:49:47.880]  唯恐我們不想當一樣
[00:49:47.880 --> 00:49:50.880]  我求你幫助我們
[00:49:50.880 --> 00:49:53.880]  不要將我們的眼目注視在
[00:49:53.880 --> 00:49:55.880]  我們不應該看的東西上
[00:49:55.880 --> 00:49:58.880]  要小心謹慎
[00:49:58.880 --> 00:50:01.880]  免得我們被撒旦趁空而入
[00:50:01.880 --> 00:50:03.880]  求你聽我們的禱告
[00:50:03.880 --> 00:50:05.880]  恩待我們每一個人
[00:50:05.880 --> 00:50:07.880]  奉耶穌基督的名堂
[00:50:07.880 --> 00:50:09.880]  阿門
[00:50:20.880 --> 00:50:21.880]  阿門
[00:50:21.880 --> 00:50:22.880]  阿門
[00:50:22.880 --> 00:50:23.880]  阿門
[00:50:23.880 --> 00:50:24.880]  阿門
[00:50:24.880 --> 00:50:25.880]  阿門
[00:50:25.880 --> 00:50:26.880]  阿門
[00:50:26.880 --> 00:50:27.880]  阿門
[00:50:27.880 --> 00:50:29.880]  阿門
