
[00:00:00.000 --> 00:00:16.720]  講到馬太這個人物 大家不可不知他是一個瑞利 羅馬當中的政府公務員
[00:42:19.920 --> 00:42:22.920]  不是的 我給你建議
[00:42:22.920 --> 00:42:28.920]  領主妹 順帶一句 今天信徒的祈禱都是這樣
[00:42:28.920 --> 00:42:33.920]  祈禱永遠是開清單給上帝做的
[00:42:33.920 --> 00:42:39.920]  不是問上帝你想我怎樣做
[00:42:39.920 --> 00:42:46.920]  你說你一樣一家人 不要這麼客氣 有話直說
[00:42:46.920 --> 00:42:52.920]  不是的 你在這裡指示耶穌這樣做
[00:42:52.920 --> 00:42:58.920]  還要是各人自己吃自己
[00:42:58.920 --> 00:43:04.920]  心態仍然是個別對個人士
[00:43:04.920 --> 00:43:10.920]  今天很多信徒都這樣 回教會時常說我們一體同為一個心態
[00:43:10.920 --> 00:43:17.920]  但現在說到很多事情就各自自己 只顧自己
[00:43:17.920 --> 00:43:25.920]  耶穌說不用叫他們走 你們給他們吃吧
[00:43:25.920 --> 00:43:28.920]  耶穌說這句話真的好拿他們命
[00:43:28.920 --> 00:43:34.920]  夫子你麻煩你搞定這件事
[00:43:34.920 --> 00:43:39.920]  現在這麼多人跟著你 超過五千人
[00:43:39.920 --> 00:43:46.920]  我給你一個好建議 你不執行還要叫我給他們吃
[00:43:46.920 --> 00:43:50.920]  讓他們死 說得俗套一點
[00:43:50.920 --> 00:43:56.920]  叛徒在這一刻真的可以這樣說 夫子你是不是在玩
[00:43:56.920 --> 00:44:01.920]  我給建議你們不做還要叫我去給他們死
[00:44:01.920 --> 00:44:05.920]  這幫人怎麼回答 馬上回答
[00:44:05.920 --> 00:44:15.920]  我們這裡只有五個餅兩條魚 他們首先封了自己後門
[00:44:15.920 --> 00:44:22.920]  用今天廣東話的翻譯 長貧難顧啊夫子
[00:44:22.920 --> 00:44:30.920]  我們只有這麼多 五個餅兩條魚 只有這麼多
[00:44:30.920 --> 00:44:41.920]  那怎麼搞呢 耶穌說 拿過來給
[00:44:41.920 --> 00:44:47.920]  事情在這裡我先說到這裡吧
[00:44:47.920 --> 00:44:56.920]  如何解釋聖經 如果要解釋有兩個重要的字詞你們一定要掌握
[00:44:56.920 --> 00:45:03.920]  第一個字就是這女 這個字眼
[00:45:03.920 --> 00:45:11.920]  這女這個字眼在這裡重複出現 例如第十七節
[00:45:11.920 --> 00:45:19.920]  門徒說 我們這女只有五個餅兩條魚
[00:45:19.920 --> 00:45:26.920]  然後去到第十八節 拿過來給我
[00:45:26.920 --> 00:45:33.920]  於是就吩咐人坐在草地拿著這五個餅兩條魚 看著天祝福之後
[00:45:33.920 --> 00:45:40.920]  他們就在那裡吃了
[00:45:40.920 --> 00:45:47.920]  這段聖經來到最後 其實第21節也重新再說到
[00:45:47.920 --> 00:45:56.920]  這女吃的人有多少個 除了婦人之外 約有五千
[00:45:56.920 --> 00:46:06.920]  在希臘文裡面指的是這裡總共吃的有五千人
[00:46:06.920 --> 00:46:17.920]  並且有這女 其實是有些婦女和孩子在這個地方
[00:46:17.920 --> 00:46:28.920]  這個字眼很重要 為什麼呢 其實有多少魚多少餅不重要
[00:46:28.920 --> 00:46:38.920]  重要的是你們願意在這女 但當你在這女的時候
[00:46:38.920 --> 00:46:45.920]  你看見誰和你同在呢 我自己和自己同在 所以各自解散
[00:46:45.920 --> 00:46:51.920]  晚上自己回家 多倫多也難一點 香港也難一點
[00:46:51.920 --> 00:47:01.920]  不是台灣夜市 晚上可以買碗蜆仔飯蜆仔湯蜆仔麵
[00:47:01.920 --> 00:47:08.920]  東文化不是這樣的 沒有夜市的
[00:47:08.920 --> 00:47:13.920]  最重要的是這女是誰和你同在
[00:47:13.920 --> 00:47:17.920]  於是我和大家看 耶穌當拿了這東西之後
[00:47:17.920 --> 00:47:21.920]  第19節 拿了五個餅 兩條魚之後
[00:47:21.920 --> 00:47:28.920]  於是就吩咐眾人坐在草地上 拿著這五個餅 兩條魚
[00:47:28.920 --> 00:47:34.920]  望著天祝福 一個很普通的行為
[00:47:34.920 --> 00:47:40.920]  猶太人每次進食都感謝上帝
[00:47:40.920 --> 00:47:46.920]  就像我們平時吃飯都有謝飯 向天祝福
[00:47:46.920 --> 00:47:53.920]  然後什麼 張開餅第二級門徒 門徒又第二級眾人
[00:47:53.920 --> 00:48:02.920]  要留意 耶穌沒有親自派這五個餅 兩條魚所衍生出來的食物
[00:48:02.920 --> 00:48:12.920]  交回給門徒 耶穌在這裡很強調 門徒是和他同在
[00:48:12.920 --> 00:48:17.920]  並且他們是同宮 最後怎麼樣
[00:48:17.920 --> 00:48:25.920]  剩下的總共收回一些稅 剩下的都有12個男子
[00:48:25.920 --> 00:48:37.920]  在主那裡 原本人看為有限 在主同在之下
[00:48:37.920 --> 00:48:48.920]  好像餵飽 而餵飽是人在肉身上最大的滿足狀態
[00:48:48.920 --> 00:48:57.920]  耶穌在整件事裡 主要只是做了後台的工作
[00:48:57.920 --> 00:49:06.920]  他沒有做前台的工夫 他寧願把曝光的情況交給門徒去做
[00:49:06.920 --> 00:49:18.920]  讓門徒把這五個餅 兩條魚所衍生出來的食物 交回給這五千多六千多人
[00:49:18.920 --> 00:49:23.920]  所以換句話說 從這段聖經裡 讓我們看到
[00:49:23.920 --> 00:49:31.920]  耶穌基督的工作仍然像天國一樣帶著含蓄
[00:49:31.920 --> 00:49:42.920]  不是打鑼打鼓 招惹更多人來跟從 因為他是神職的來源
[00:49:42.920 --> 00:49:47.920]  耶穌有沒有這樣做? 沒有 交給了門徒去做
[00:49:47.920 --> 00:49:55.920]  還有這段聖經在馬太的記載裡是一件很特別的事
[00:49:55.920 --> 00:50:07.920]  特別在什麼? 最後特別提到除了婦女孩子約有五千人
[00:50:07.920 --> 00:50:16.920]  特別在什麼? 聖經從來可以不說的都不會說的
[00:50:16.920 --> 00:50:24.920]  因為紙張實在太寶貴 但馬太在這裡讓你和我 包括她的讀者要知道
[00:50:24.920 --> 00:50:32.920]  在這五千人裡面 其實是包括了婦女和孩子
[00:50:32.920 --> 00:50:40.920]  特別在什麼? 婦女一般是不被提的
[00:50:40.920 --> 00:50:47.920]  但馬太從第一章開始就提婦女
[00:50:47.920 --> 00:50:56.920]  所以馬太福音是一個我們稱為群體的All-inclusive community
[00:50:56.920 --> 00:51:06.920]  馬太寫的馬太福音是要給所有群體裡面的人都有參與的一份子
[00:51:06.920 --> 00:51:12.920]  而這些人是徒步地跟隨著的
[00:51:12.920 --> 00:51:24.920]  聽著 耶穌其實是把傳道的工作 曝光的機會交給了你
[00:51:24.920 --> 00:51:33.920]  我們的責任是什麼? 就是把主告訴我們的東西 準確地傳遞給人
[00:51:33.920 --> 00:51:43.920]  這就是傳道應有的責任 但是今天的教會 今天的信徒
[00:51:43.920 --> 00:51:50.920]  我們經常說要在主的裡面得到滿足 得到主的保佑
[00:51:50.920 --> 00:51:57.920]  使我們問題得到解決 但你有沒有想和上帝一起?
[00:51:57.920 --> 00:52:04.920]  有 我很想和他一起 有福的時候我就和他一起 我有需要的時候就和他一起
[00:52:04.920 --> 00:52:10.920]  平日你沒有需要 是不是這群人的狀態?
[00:52:10.920 --> 00:52:16.920]  這群人不是主動來跟隨耶穌 主動去到抗疫的地方
[00:52:16.920 --> 00:52:25.920]  去尋求親近 同主同座 因為他們知道如果他們能夠同主同座的時候
[00:52:25.920 --> 00:52:34.920]  無論怎樣都好 已經有一種滿足 我用一個簡單例子 你一定會明白
[00:52:34.920 --> 00:52:43.920]  大家談戀愛 當你有一個心儀的對象跟你談戀愛的時候
[00:52:43.920 --> 00:52:54.920]  你的反應是怎麼樣呢? 你是很想去見他一面 和他一起
[00:52:54.920 --> 00:53:01.920]  還是因為他是我談戀愛的對象 但我去陪他不行呢?
[00:53:01.920 --> 00:53:09.920]  如果你的心態是因為我要和他談戀愛 所以我不陪他不行
[00:53:09.920 --> 00:53:14.920]  因為不陪他他可能和我散拖 於是我一定要和他一起
[00:53:14.920 --> 00:53:21.920]  我多不喜歡都和他一起 我可以告訴你你的關係是怎麼樣
[00:53:21.920 --> 00:53:28.920]  但如果你說我很想和他多點在一起 因為很想見他幾面的時候
[00:53:28.920 --> 00:53:34.920]  認識多點有關於他的東西 你的關係有一個建立
[00:53:34.920 --> 00:53:46.920]  耶穌和這五千多以上的人 包括婦女和孩童 一起和耶穌走在一起
[00:53:46.920 --> 00:53:52.920]  他們有沒有期望得到任何東西吃呢? 他們沒有期望
[00:53:52.920 --> 00:54:02.920]  他們出去只是想跟著耶穌 甚至在聖經裡沒有記載他們要求耶穌治他們的病
[00:54:02.920 --> 00:54:09.920]  是耶穌主動因為看到他們當中憐憫那些病人去醫治
[00:54:09.920 --> 00:54:19.920]  這些人沒有要求日落的時候就要解散 甚至沒有要求解散都要給我吃
[00:54:19.920 --> 00:54:28.920]  沒有啊 因為他們知道我只需要和主耶穌在一起 我就已經滿足了
[00:54:28.920 --> 00:54:47.920]  因此這段聖經其實想說什麼呢? 耶穌叫人得到滿足其實是要靠著我們回到上帝的憐憫
[00:54:47.920 --> 00:54:55.920]  而能夠回到上帝的憐憫裡 我們必須要以上帝的話為基礎
[00:54:55.920 --> 00:55:04.920]  跟隨耶穌基督不只是祈求有什麼神蹟奇事 或者有什麼好處可以在他身上得著
[00:55:04.920 --> 00:55:11.920]  而是只不過我想靠近上帝多一點 和他走近多一步
[00:55:11.920 --> 00:55:22.920]  而這也是你活在永恆當中唯一的期盼 或者唯一要做的事
[00:55:22.920 --> 00:55:29.920]  如果你不想和上帝在一起 何必要去天國裡面呢?
[00:55:29.920 --> 00:55:41.920]  這個神蹟其實就是要告訴你和我知道 告訴馬太的群體知道
[00:55:41.920 --> 00:55:50.920]  你和耶穌走在一起 你有沒有做出主動的需求的心智?
[00:55:50.920 --> 00:55:53.920]  多謝您心底透露
[00:55:53.920 --> 00:56:05.920]  多謝您讓我們透過這段聖經 讓我們學會如何在我們人生路上作出選擇
[00:56:05.920 --> 00:56:11.920]  這班住在城鎮裡的人 他們各有自己的工作
[00:56:11.920 --> 00:56:20.920]  但只要他們聽到耶穌的時候 他們就主動去尋求親近耶穌基督
[00:56:20.920 --> 00:56:31.920]  他們選擇了應當要做的事 因著要求你幫助我們
[00:56:31.920 --> 00:56:41.920]  我們在人生每一個環節裡有很多的東西 我們有沒有做一個有智慧的選擇?
[00:56:41.920 --> 00:56:51.920]  還是人做我做? 人家上班我上班 人家吃飯我吃飯
[00:56:51.920 --> 00:56:59.920]  還是我們很期望在工作裡見證上帝?
[00:56:59.920 --> 00:57:06.920]  還是我們期望在吃飯之後有能力奔跑上帝的交託?
[00:57:06.920 --> 00:57:15.920]  兩種截然不同的心智 感謝主你透過這段聖經作出提醒
[00:57:15.920 --> 00:57:27.920]  我們需要你的聖靈給我們有屬天的智慧 在每一件事情上作出準確的選擇
[00:57:27.920 --> 00:57:35.920]  而這些選擇是讓我們與上帝你們天國的心意相同的
[00:57:35.920 --> 00:57:41.920]  求你的幫助 我們向神祈禱告 奉靠主耶穌基督的名字
[00:57:41.920 --> 00:57:45.920]  我們下次再見 感謝您的收看
[00:57:45.920 --> 00:57:48.920]  由 Amara.org 社群提供的字幕
[00:57:48.920 --> 00:57:51.920]  由 Amara.org 社群提供的字幕
[00:57:51.920 --> 00:57:54.920]  由 Amara.org 社群提供的字幕
[00:57:54.920 --> 00:57:57.920]  由 Amara.org 社群提供的字幕
[00:57:57.920 --> 00:58:00.920]  (字幕由 Amara.org 社群提供)
[00:58:00.920 --> 00:58:03.920]  (字幕由 Amara.org 社群提供)

