
[00:00:00.000 --> 00:00:02.760]   (waves crashing)
[00:16:32.660 --> 00:16:35.260]   And it would just give me a way
[00:16:35.260 --> 00:16:37.260]   of trying to really understand
[00:16:37.260 --> 00:16:39.220]   in through my own articulation
[00:16:39.220 --> 00:16:40.640]   the very words that God had spoken.
[00:16:40.640 --> 00:16:42.640]   And here's the crazy thing, as I did it,
[00:16:42.640 --> 00:16:45.480]   the book came alive.
[00:16:45.480 --> 00:16:50.020]   It wasn't just that I was reading passages any longer,
[00:16:50.020 --> 00:16:53.500]   it's that God was speaking those passages to me.
[00:16:53.500 --> 00:16:58.500]   I realized that this book isn't dead, it's living.
[00:16:58.500 --> 00:17:02.940]   It's speaking and it's changing me
[00:17:02.940 --> 00:17:04.740]   and it can change you too.
[00:17:04.740 --> 00:17:08.300]   We must become an expert in the word of God.
[00:17:08.300 --> 00:17:10.740]   We need to know what we believe,
[00:17:10.740 --> 00:17:12.140]   because then if we don't,
[00:17:12.140 --> 00:17:13.620]   we'll struggle with what Paul says next.
[00:17:13.620 --> 00:17:15.740]   Let's keep going, verse 16.
[00:17:15.740 --> 00:17:18.380]   "But avoid irreverent babble.
[00:17:18.380 --> 00:17:20.500]   "It'll lead people into more and more ungodliness
[00:17:20.500 --> 00:17:22.880]   "and their talk will spread like gangrene.
[00:17:22.880 --> 00:17:25.880]   "Among them are Hymenaeus and Philetus
[00:17:25.880 --> 00:17:27.520]   "who have swerved from the truth,
[00:17:27.520 --> 00:17:29.620]   "saying that the resurrection has already happened.
[00:17:29.620 --> 00:17:30.940]   "They're upsetting the faith of some,
[00:17:30.940 --> 00:17:33.100]   "but God's firm foundation stands bearing the seal.
[00:17:33.100 --> 00:17:35.420]   "The Lord knows who are his
[00:17:35.420 --> 00:17:37.140]   "and let everyone who names the name of the Lord
[00:17:37.140 --> 00:17:39.700]   "depart from iniquity."
[00:17:39.700 --> 00:17:40.900]   The second thing that Paul teaches us,
[00:17:40.900 --> 00:17:43.780]   if we wanna live a life that is honorable,
[00:17:43.780 --> 00:17:47.620]   is we should guard against ungodly influences.
[00:17:47.620 --> 00:17:50.580]   Guard against ungodly influences.
[00:17:50.580 --> 00:17:53.540]   He says that these false teachers,
[00:17:53.540 --> 00:17:55.620]   they speak irreverent babble,
[00:17:55.620 --> 00:17:56.620]   which I don't know about you,
[00:17:56.620 --> 00:17:58.300]   but for me, it was a little difficult to understand.
[00:17:58.300 --> 00:18:00.580]   Like, what does that actually even mean?
[00:18:00.580 --> 00:18:01.900]   And so the way we understand it
[00:18:01.900 --> 00:18:03.060]   is just taking it word by word
[00:18:03.060 --> 00:18:04.620]   and trying to really parse through
[00:18:04.620 --> 00:18:08.020]   what they are definitionally interpreted as.
[00:18:08.020 --> 00:18:09.500]   And so if you think about the word irreverent,
[00:18:09.500 --> 00:18:11.860]   irreverent means it's disrespectful
[00:18:11.860 --> 00:18:14.540]   or it's inappropriate or it's improper.
[00:18:14.540 --> 00:18:17.220]   Like, it would be going to an interview
[00:18:17.220 --> 00:18:19.580]   and wearing swim trunks.
[00:18:19.580 --> 00:18:20.980]   There's nothing wrong with an interview.
[00:18:20.980 --> 00:18:22.380]   There's nothing wrong with swim trunks,
[00:18:22.380 --> 00:18:24.180]   but they are very wrong together.
[00:18:24.180 --> 00:18:27.340]   That is an inappropriate sort of situation.
[00:18:27.340 --> 00:18:29.540]   That's what it looks like to be irreverent.
[00:18:29.540 --> 00:18:33.700]   That word babble, it's the idea of nonsense.
[00:18:33.700 --> 00:18:37.380]   So our baby boy, Cash, he is almost a year old,
[00:18:37.380 --> 00:18:38.660]   but in the last few months,
[00:18:38.660 --> 00:18:41.540]   he's really started babbling quite a lot.
[00:18:41.540 --> 00:18:45.020]   And while adorable, it is absolute nonsense.
[00:18:45.020 --> 00:18:46.940]   He looked at a squirrel today and said, "Da-da."
[00:18:46.940 --> 00:18:48.740]   I mean, you know, it's like, dude, that's not your da-da.
[00:18:48.740 --> 00:18:49.580]   I'm your da-da.
[00:18:49.580 --> 00:18:51.420]   Like, that is just noise coming out of you.
[00:18:51.420 --> 00:18:55.540]   You're not making any kind of sense whatsoever.
[00:18:55.540 --> 00:18:57.140]   Paul is saying there are a lot of people in the world
[00:18:57.140 --> 00:18:59.020]   that are making noise.
[00:18:59.020 --> 00:19:02.500]   A lot of people in the world that speak nonsense.
[00:19:02.500 --> 00:19:07.500]   Timothy and Christian do not listen to them.
[00:19:07.500 --> 00:19:14.540]   They may sound convincing, but they will not be convicting
[00:19:14.540 --> 00:19:17.340]   because there's not an ounce of truth
[00:19:17.340 --> 00:19:18.860]   in the things that they say.
[00:19:18.860 --> 00:19:23.020]   That's why they're called false teachers.
[00:19:23.020 --> 00:19:23.900]   And here's the thing,
[00:19:23.900 --> 00:19:26.520]   they didn't just exist in Timothy's day.
[00:19:26.520 --> 00:19:29.700]   They exist, and maybe even in greater degree,
[00:19:29.700 --> 00:19:32.380]   within our own right now.
[00:19:32.380 --> 00:19:34.620]   This isn't just something that we look at in the text
[00:19:34.620 --> 00:19:36.660]   and we realize it was a problem for them there.
[00:19:36.660 --> 00:19:38.460]   No, it's something we look at in our lives
[00:19:38.460 --> 00:19:40.920]   and we realize it is a problem here now.
[00:19:40.920 --> 00:19:44.980]   And it's in greater degree than we likely even suspect,
[00:19:44.980 --> 00:19:48.140]   because what you realize is people can, via social media,
[00:19:48.140 --> 00:19:51.340]   gather crowds and assemble followers
[00:19:51.340 --> 00:19:53.900]   and disseminate whatever they wanna teach,
[00:19:53.900 --> 00:19:57.040]   whatever dreams they have, whatever thoughts they think,
[00:19:57.040 --> 00:19:58.420]   whatever words they've received,
[00:19:58.420 --> 00:20:00.180]   whatever signs they can share.
[00:20:00.180 --> 00:20:02.340]   That's what happens in social media.
[00:20:02.340 --> 00:20:05.500]   And the crazy thing about it is people believe them.
[00:20:05.500 --> 00:20:08.380]   They believe them because, well, they're not credible,
[00:20:08.380 --> 00:20:10.660]   but they're approvable, they're popular,
[00:20:10.660 --> 00:20:12.540]   they're trendy, and they're pretty,
[00:20:12.540 --> 00:20:14.700]   and they're funny, and they're witty.
[00:20:14.700 --> 00:20:17.300]   Instead, I'm gonna believe whatever they have to say
[00:20:17.300 --> 00:20:19.740]   just because they're charismatic and intelligent.
[00:20:19.740 --> 00:20:23.900]   Believer, we don't do that.
[00:20:23.900 --> 00:20:27.540]   We don't just assume someone is speaking truth
[00:20:27.540 --> 00:20:32.060]   because they're compelling in the way they speak it.
[00:20:32.060 --> 00:20:34.460]   No, we listen to the words of John.
[00:20:34.460 --> 00:20:35.300]   First John 4, one says,
[00:20:35.300 --> 00:20:38.860]   "Beloved, do not believe every spirit,
[00:20:38.860 --> 00:20:41.620]   "but test the spirits to see whether they're from God,
[00:20:41.620 --> 00:20:46.620]   "for many false prophets have gone out into the world."
[00:20:46.620 --> 00:20:47.960]   You hear it?
[00:20:47.960 --> 00:20:51.800]   We don't trust spirits, we test spirits.
[00:20:51.800 --> 00:20:54.820]   We take anything anyone has ever said
[00:20:54.820 --> 00:20:58.220]   and we compare it against everything God has ever said,
[00:20:58.220 --> 00:21:02.220]   and then we evaluate what is and is not true.
[00:21:02.220 --> 00:21:06.700]   And the reason why we have to be vigilant in this
[00:21:06.700 --> 00:21:08.540]   is there are so many people,
[00:21:08.540 --> 00:21:11.500]   so many so-called Christians here today
[00:21:11.500 --> 00:21:13.740]   that are willing to leverage the things of God
[00:21:13.740 --> 00:21:15.880]   for their own personal gain.
[00:21:15.880 --> 00:21:18.820]   And some of them, they're not hard to spot.
[00:21:18.820 --> 00:21:22.300]   Christian thirst traps, they're suspect, man.
[00:21:22.300 --> 00:21:25.220]   You know, you shouldn't really listen to those guys.
[00:21:25.220 --> 00:21:26.060]   The guy who's like,
[00:21:26.060 --> 00:21:27.880]   "The devil doesn't want you to keep scrolling,
[00:21:27.880 --> 00:21:29.680]   "so stop," don't listen to him.
[00:21:29.680 --> 00:21:31.500]   He's suspect as well.
[00:21:31.500 --> 00:21:33.500]   Some TikTok prophets, you can look at them and say,
[00:21:33.500 --> 00:21:37.220]   "Man, you seem like you are completely off the reservation."
[00:21:37.220 --> 00:21:39.300]   And yet the truth of the matter is,
[00:21:39.300 --> 00:21:40.660]   while there are some that are so obvious,
[00:21:40.660 --> 00:21:44.440]   there are some that are not so obvious.
[00:21:44.440 --> 00:21:45.940]   Listen to me.
[00:21:45.940 --> 00:21:47.780]   I love you enough to say this to you.
[00:21:47.780 --> 00:21:52.940]   Your therapist is not Jesus.
[00:21:52.940 --> 00:21:56.180]   Can they be helpful?
[00:21:56.180 --> 00:21:57.660]   Absolutely.
[00:21:57.660 --> 00:22:00.320]   Are they necessary at times in life?
[00:22:00.320 --> 00:22:02.060]   1,000%.
[00:22:02.060 --> 00:22:03.420]   Would it serve you to have one?
[00:22:03.420 --> 00:22:05.480]   I know it served me.
[00:22:05.480 --> 00:22:06.940]   And yet the truth of the matter is,
[00:22:06.940 --> 00:22:08.660]   just because your therapist says it
[00:22:08.660 --> 00:22:10.520]   doesn't mean it's right.
[00:22:10.520 --> 00:22:14.020]   It isn't confirmed as truth.
[00:22:14.020 --> 00:22:18.260]   I have met young adults that have foregone
[00:22:18.260 --> 00:22:20.860]   the biblical counsel of their community
[00:22:20.860 --> 00:22:23.100]   and the convictions of God's own spirit
[00:22:23.100 --> 00:22:26.160]   because their therapist disagreed and said so differently.
[00:22:27.140 --> 00:22:30.780]   Listen, I'm not calling your therapist a false teacher.
[00:22:30.780 --> 00:22:37.140]   But if they disagree with him, you disagree with them.
[00:22:37.140 --> 00:22:40.700]   There's only one voice of truth,
[00:22:40.700 --> 00:22:42.620]   and it is the voice of Jesus.
[00:22:42.620 --> 00:22:43.580]   I'll give you another one.
[00:22:43.580 --> 00:22:46.500]   Another good one is your favorite podcaster.
[00:22:46.500 --> 00:22:48.360]   They aren't Jesus.
[00:22:48.360 --> 00:22:50.180]   And look, I like podcasts.
[00:22:50.180 --> 00:22:51.500]   I listen to them myself.
[00:22:51.500 --> 00:22:53.540]   And yet what you have to know is it doesn't matter
[00:22:53.540 --> 00:22:57.020]   how much self-help or personal development
[00:22:57.020 --> 00:22:59.220]   they seem to offer, how many experts
[00:22:59.220 --> 00:23:00.740]   they bring in and interview,
[00:23:00.740 --> 00:23:03.920]   how much research they try to share.
[00:23:03.920 --> 00:23:07.260]   It doesn't matter how convincing they may seem.
[00:23:07.260 --> 00:23:09.500]   It doesn't make 'em right.
[00:23:09.500 --> 00:23:12.220]   There's only been one man that's ever been right.
[00:23:12.220 --> 00:23:14.220]   He was righteous for the unrighteous,
[00:23:14.220 --> 00:23:16.660]   and his name was Jesus.
[00:23:16.660 --> 00:23:19.780]   And so if your favorite podcaster disagrees with him,
[00:23:19.780 --> 00:23:21.740]   then you disagree with them.
[00:23:21.740 --> 00:23:23.540]   I'll give you one more.
[00:23:23.540 --> 00:23:24.740]   This is not a comprehensive list,
[00:23:24.740 --> 00:23:26.580]   but I do think these will be helpful
[00:23:26.580 --> 00:23:29.060]   because these are really prevalent today.
[00:23:29.060 --> 00:23:31.040]   Your political party isn't Jesus.
[00:23:31.040 --> 00:23:33.260]   It's fascinating.
[00:23:33.260 --> 00:23:36.420]   If you track the data that's really been coming out
[00:23:36.420 --> 00:23:38.460]   in the articles surrounding it all,
[00:23:38.460 --> 00:23:42.100]   there is a resurgence of young men
[00:23:42.100 --> 00:23:43.160]   coming back to the church.
[00:23:43.160 --> 00:23:45.580]   They're actually outpacing young women
[00:23:45.580 --> 00:23:50.260]   in their involvement within religious spaces like this.
[00:23:50.260 --> 00:23:51.660]   And yet according to some publications,
[00:23:51.660 --> 00:23:53.500]   one being notably the New York Times,
[00:23:53.500 --> 00:23:55.160]   so much of that spiritual resurgence
[00:23:55.160 --> 00:23:58.900]   is tied to personal political preference.
[00:23:58.900 --> 00:24:02.160]   In contrast, young women that are leaving the church,
[00:24:02.160 --> 00:24:04.040]   they share the same cause.
[00:24:04.040 --> 00:24:06.300]   They have personal political preference
[00:24:06.300 --> 00:24:09.420]   that is leading them to do that instead.
[00:24:09.420 --> 00:24:11.860]   Now, I'm not saying that it's wrong
[00:24:11.860 --> 00:24:13.060]   to have political positions.
[00:24:13.060 --> 00:24:14.420]   I think that you should have some,
[00:24:14.420 --> 00:24:16.700]   you should consider God has given three institutions
[00:24:16.700 --> 00:24:19.240]   in this world, the church, the family, and the government,
[00:24:19.240 --> 00:24:21.600]   and so you need to understand what you think
[00:24:21.600 --> 00:24:23.920]   when it comes to these areas and issues.
[00:24:23.920 --> 00:24:25.420]   And what I would say though,
[00:24:25.420 --> 00:24:28.760]   is that your political preference
[00:24:28.760 --> 00:24:31.980]   doesn't get to shape your beliefs about Jesus.
[00:24:31.980 --> 00:24:33.380]   Your beliefs about Jesus
[00:24:33.380 --> 00:24:37.500]   get to shape your political preferences.
[00:24:37.500 --> 00:24:40.920]   If they disagree with him, you disagree with them.
[00:24:40.920 --> 00:24:45.260]   Now, let me be abundantly clear
[00:24:45.260 --> 00:24:47.780]   for the sake of avoiding some emails that may come my way.
[00:24:47.780 --> 00:24:49.260]   I'm not saying you're a therapist,
[00:24:49.260 --> 00:24:50.740]   I'm not saying you're a favorite podcaster,
[00:24:50.740 --> 00:24:55.740]   and I'm not saying your political party is a false teacher.
[00:24:55.740 --> 00:24:59.340]   But what I am saying
[00:24:59.340 --> 00:25:03.820]   is that wolves still wear sheep's clothing.
[00:25:03.820 --> 00:25:05.780]   And so they might sound convincing,
[00:25:05.780 --> 00:25:08.420]   but you should not be so easily convinced.
[00:25:08.420 --> 00:25:10.140]   Jesus says in Matthew 10, 16,
[00:25:10.140 --> 00:25:14.860]   "Behold, I am sending you out as sheep in the midst of wolves
[00:25:14.860 --> 00:25:19.860]   "so be wise as serpents and innocent as doves."
[00:25:20.740 --> 00:25:23.660]   You be on guard, Christian,
[00:25:23.660 --> 00:25:27.020]   and you hold fast to what's true.
[00:25:27.020 --> 00:25:28.140]   You hold fast to him.
[00:25:28.140 --> 00:25:32.580]   The next one Paul gives us is in 20 through 22.
[00:25:32.580 --> 00:25:34.260]   He says, "Now in a great house,
[00:25:34.260 --> 00:25:36.400]   "there are not only vessels of gold and silver,
[00:25:36.400 --> 00:25:38.960]   "but also of wood and clay, some for honorable use,
[00:25:38.960 --> 00:25:40.600]   "some for dishonorable use.
[00:25:40.600 --> 00:25:42.340]   "Therefore, if anyone cleanses himself
[00:25:42.340 --> 00:25:43.900]   "from what is dishonorable,
[00:25:43.900 --> 00:25:45.600]   "he'll be a vessel for honorable use,
[00:25:45.600 --> 00:25:47.740]   "set apart as holy, useful to the master of the house,
[00:25:47.740 --> 00:25:49.820]   "ready for every good work."
[00:25:49.820 --> 00:25:52.940]   22, "So flee youthful passions and pursue righteousness,
[00:25:52.940 --> 00:25:54.320]   "faith, love, and peace,
[00:25:54.320 --> 00:25:57.980]   "along with those who call on the Lord from a pure heart."
[00:25:57.980 --> 00:25:59.700]   The third thing that Paul wants you to know
[00:25:59.700 --> 00:26:01.660]   if you wanna live an honorable life
[00:26:01.660 --> 00:26:05.540]   is that you need to separate yourself from worldly passions.
[00:26:05.540 --> 00:26:08.520]   You need to separate yourself from worldly passions.
[00:26:08.520 --> 00:26:11.300]   Now, admittedly, there's a lack of consensus
[00:26:11.300 --> 00:26:13.420]   amongst scholars on what Paul means
[00:26:13.420 --> 00:26:16.380]   whenever he uses this analogy of gold and silver vessels
[00:26:16.380 --> 00:26:19.020]   versus those vessels of wood and clay instead.
[00:26:19.020 --> 00:26:21.820]   Some people, they look at the analogy
[00:26:21.820 --> 00:26:23.440]   and they think that it's characteristic
[00:26:23.440 --> 00:26:24.780]   of believers and non-believers,
[00:26:24.780 --> 00:26:27.340]   that there is a noble and ignoble use.
[00:26:27.340 --> 00:26:29.200]   The other side of the fence would say
[00:26:29.200 --> 00:26:31.240]   that it's not a reference to believer, non-believer,
[00:26:31.240 --> 00:26:33.120]   it's a reference to different classes of believers,
[00:26:33.120 --> 00:26:34.820]   those that are honorable and those that are dishonorable,
[00:26:34.820 --> 00:26:36.780]   and yet all of them are vessels within the same house,
[00:26:36.780 --> 00:26:40.700]   and so therefore, they are all saved by faith.
[00:26:40.700 --> 00:26:41.860]   At the end of the day,
[00:26:41.860 --> 00:26:44.500]   it does not matter what your interpretation is
[00:26:44.500 --> 00:26:48.240]   because the takeaway is the same for both.
[00:26:49.000 --> 00:26:52.200]   We all want to be vessels of honor.
[00:26:52.200 --> 00:26:53.360]   That's the takeaway.
[00:26:53.360 --> 00:26:57.400]   You want to be a vessel of honorable use.
[00:26:57.400 --> 00:26:59.200]   Like nobody wants to be a dog bowl.
[00:26:59.200 --> 00:27:02.360]   Everybody wants to be fine china.
[00:27:02.360 --> 00:27:03.200]   Why?
[00:27:03.200 --> 00:27:05.800]   Because a dog bowl, it sits on the ground,
[00:27:05.800 --> 00:27:09.140]   it's likely chewed up, you don't wash it off in the sink,
[00:27:09.140 --> 00:27:11.040]   you rinse it off with a water hose.
[00:27:11.040 --> 00:27:11.920]   But if you think about fine china,
[00:27:11.920 --> 00:27:14.600]   fine china is arranged in a cabinet,
[00:27:14.600 --> 00:27:17.040]   it's put on display for all to see,
[00:27:17.040 --> 00:27:20.480]   is only ever pulled out for the most distinguished of guests.
[00:27:20.480 --> 00:27:23.040]   Now, is it true that you could use both
[00:27:23.040 --> 00:27:24.960]   for the same purpose?
[00:27:24.960 --> 00:27:26.960]   I guess.
[00:27:26.960 --> 00:27:29.360]   But nobody wants you to do that.
[00:27:29.360 --> 00:27:30.920]   Nobody wants you to pull out a dog bowl
[00:27:30.920 --> 00:27:32.680]   and serve them dinner in it.
[00:27:32.680 --> 00:27:33.520]   Why?
[00:27:33.520 --> 00:27:35.800]   Because that is not honorable, that is dishonorable,
[00:27:35.800 --> 00:27:38.840]   that is deeply offensive.
[00:27:38.840 --> 00:27:45.340]   God is pulling together believers for honorable purpose.
[00:27:46.180 --> 00:27:47.620]   For honorable purpose.
[00:27:47.620 --> 00:27:53.780]   For that which is important and special and distinct.
[00:27:53.780 --> 00:27:56.740]   Don't you want that to be your story?
[00:27:56.740 --> 00:27:59.800]   Then what you must do is you must cleanse yourself
[00:27:59.800 --> 00:28:01.240]   of what is dishonorable.
[00:28:01.240 --> 00:28:03.580]   How do you do that?
[00:28:03.580 --> 00:28:05.160]   You do so in two different ways.
[00:28:05.160 --> 00:28:06.380]   Paul tells us, number one,
[00:28:06.380 --> 00:28:08.260]   you cleanse yourself of what is dishonorable,
[00:28:08.260 --> 00:28:11.780]   and number two, you flee youthful passions and lusts.
[00:28:11.780 --> 00:28:13.980]   He says you cleanse yourself of what's dishonorable.
[00:28:13.980 --> 00:28:14.820]   I love this.
[00:28:14.820 --> 00:28:15.740]   I love the word cleanse.
[00:28:15.740 --> 00:28:18.220]   It's the same word for catharsis.
[00:28:18.220 --> 00:28:23.860]   Most people, whenever they try to do some catharsis,
[00:28:23.860 --> 00:28:26.180]   are trying to engage in activity
[00:28:26.180 --> 00:28:28.180]   that changes their mentality.
[00:28:28.180 --> 00:28:30.120]   They've got some stress or some raw emotions
[00:28:30.120 --> 00:28:31.420]   that they need to work out.
[00:28:31.420 --> 00:28:32.620]   And so what they'll do is they'll go to the gym
[00:28:32.620 --> 00:28:33.460]   because they know, you know what,
[00:28:33.460 --> 00:28:35.060]   I gotta sweat this thing out.
[00:28:35.060 --> 00:28:36.980]   Or they're gonna pour themselves a bubble bath
[00:28:36.980 --> 00:28:39.380]   and a glass of wine, and they're gonna lay back,
[00:28:39.380 --> 00:28:41.020]   and they're gonna try to unwind in that space,
[00:28:41.020 --> 00:28:41.900]   or they're gonna find a friend,
[00:28:41.900 --> 00:28:44.740]   and they're gonna emotionally dump on that friend
[00:28:44.740 --> 00:28:46.940]   because they've gotta vent out their frustrations.
[00:28:46.940 --> 00:28:48.180]   Instead, or they'll go for a run
[00:28:48.180 --> 00:28:49.660]   and they'll listen to Olivia Rodrigo
[00:28:49.660 --> 00:28:51.540]   or whatever angsty teen music you like
[00:28:51.540 --> 00:28:53.100]   because that's gonna help you process
[00:28:53.100 --> 00:28:55.140]   everything that you're emoting inside.
[00:28:55.140 --> 00:28:56.400]   I don't know what it is for you,
[00:28:56.400 --> 00:29:01.400]   and yet the reality is we need to change our thinking.
[00:29:01.400 --> 00:29:05.300]   That's what it means to go through a cathartic experience.
[00:29:05.300 --> 00:29:07.700]   It's an activity that changes your mentality.
[00:29:07.700 --> 00:29:11.520]   And Paul is saying to cleanse yourself
[00:29:11.520 --> 00:29:15.580]   is to write your mindset.
[00:29:15.580 --> 00:29:17.640]   I love the way one pastor said, he said,
[00:29:17.640 --> 00:29:21.980]   "Your mindset is determined by what you set your mind on."
[00:29:21.980 --> 00:29:25.600]   So let me ask you, what are you setting your mind on?
[00:29:25.600 --> 00:29:28.960]   And I wanna challenge you, like really think about it.
[00:29:28.960 --> 00:29:30.120]   Like don't just consider like,
[00:29:30.120 --> 00:29:31.320]   well, what kind of music do I listen to?
[00:29:31.320 --> 00:29:34.520]   No, why don't you consider what kind of lyrics
[00:29:34.520 --> 00:29:36.760]   are found within the music you listen to?
[00:29:36.760 --> 00:29:39.880]   Would you be comfortable reading those to your mom?
[00:29:39.880 --> 00:29:41.520]   How about the shows you watch?
[00:29:41.520 --> 00:29:44.880]   Not just, well, it's a teenage drama.
[00:29:44.880 --> 00:29:49.000]   Why don't you consider what's the message of that show?
[00:29:49.000 --> 00:29:53.260]   Would you be willing to defend that
[00:29:53.260 --> 00:29:55.460]   in front of a room like this right now?
[00:29:55.460 --> 00:29:57.400]   Maybe it's not that.
[00:29:57.400 --> 00:29:58.780]   Maybe it's your calendar.
[00:29:58.780 --> 00:30:01.400]   Your schedule reflects your priorities.
[00:30:01.400 --> 00:30:03.160]   If we looked at yours, would we actually see
[00:30:03.160 --> 00:30:05.240]   that the things you claim to care about,
[00:30:05.240 --> 00:30:07.600]   you back up with a life that cares about them?
[00:30:08.720 --> 00:30:09.880]   Maybe it's not that.
[00:30:09.880 --> 00:30:12.800]   When you and your friends talk about other people,
[00:30:12.800 --> 00:30:14.600]   because listen, we know that you do.
[00:30:14.600 --> 00:30:16.680]   When you and your friends get together
[00:30:16.680 --> 00:30:18.280]   and you talk about other people,
[00:30:18.280 --> 00:30:21.380]   would you be embarrassed to tell the person
[00:30:21.380 --> 00:30:24.140]   you're talking about what exactly was said about them?
[00:30:24.140 --> 00:30:28.540]   First Corinthians 15, 33 says, "Do not be deceived.
[00:30:28.540 --> 00:30:32.380]   "Bad company ruins good morals."
[00:30:32.380 --> 00:30:36.720]   If you wanna change your mindset, friend, listen,
[00:30:36.720 --> 00:30:39.800]   you need to change the things that you set your mind on.
[00:30:39.800 --> 00:30:40.780]   That's the first thing.
[00:30:40.780 --> 00:30:43.320]   Cleanse yourself of dishonorable,
[00:30:43.320 --> 00:30:45.400]   of that which is dishonorable.
[00:30:45.400 --> 00:30:48.740]   The second thing Paul says is you need to flee youthful lusts.
[00:30:48.740 --> 00:30:51.120]   That word flee is one of my favorite words in Greek
[00:30:51.120 --> 00:30:53.160]   because it's the word fugo or fuego,
[00:30:53.160 --> 00:30:57.960]   and the idea is it's the same root word behind fugitive.
[00:30:57.960 --> 00:31:01.400]   It means to flee or to escape or to run away.
[00:31:01.400 --> 00:31:04.140]   Now, no one's ever met a fugitive
[00:31:04.140 --> 00:31:06.640]   who looked at them and said, "I don't know, man.
[00:31:06.640 --> 00:31:08.280]   "I'm really struggling to get away
[00:31:08.280 --> 00:31:09.560]   "from the people that are chasing me.
[00:31:09.560 --> 00:31:11.720]   "Like, it's so hard not to go back."
[00:31:11.720 --> 00:31:13.800]   No, they'd be a really bad fugitive
[00:31:13.800 --> 00:31:15.440]   if that's the way they reacted.
[00:31:15.440 --> 00:31:16.320]   What do they do?
[00:31:16.320 --> 00:31:19.600]   They know, "My life depends on me running,
[00:31:19.600 --> 00:31:21.840]   "getting away, escaping to the hills."
[00:31:21.840 --> 00:31:24.240]   And so what they do is they run as fast
[00:31:24.240 --> 00:31:26.600]   and as far as they can,
[00:31:26.600 --> 00:31:29.720]   and we should do the same when it comes to sin
[00:31:29.720 --> 00:31:31.560]   because just as their freedom depends on it,
[00:31:31.560 --> 00:31:34.080]   your freedom depends on it too.
[00:31:34.080 --> 00:31:36.440]   And yet here's the thing, as I talk to young adults,
[00:31:36.440 --> 00:31:39.320]   every single week right down here at the foot of the stage,
[00:31:39.320 --> 00:31:42.180]   I find within people just like yourself
[00:31:42.180 --> 00:31:44.040]   that one of two things is often true.
[00:31:44.040 --> 00:31:47.160]   One, we're not willing to run fast enough.
[00:31:47.160 --> 00:31:50.400]   Well, Kylan, it's almost the holidays.
[00:31:50.400 --> 00:31:52.200]   I know I've kind of got a problem with alcohol,
[00:31:52.200 --> 00:31:53.420]   but everyone's coming in
[00:31:53.420 --> 00:31:55.320]   and they're going to be opening up the liquor cabinet,
[00:31:55.320 --> 00:31:57.320]   and I want to be able to enjoy what everybody's enjoying.
[00:31:57.320 --> 00:31:59.280]   It's going to ruin my experience.
[00:31:59.280 --> 00:32:02.320]   You're not willing to move fast enough then.
[00:32:02.320 --> 00:32:04.200]   Others of you, you know, like,
[00:32:04.200 --> 00:32:06.260]   "Man, we've crossed so many boundaries in my relationship,
[00:32:06.260 --> 00:32:08.320]   "and he's not a believer, she's not a believer,
[00:32:08.320 --> 00:32:10.240]   "and we're just toxic together."
[00:32:10.240 --> 00:32:11.080]   But you know what?
[00:32:11.080 --> 00:32:11.900]   Like, they've really shown promise.
[00:32:11.900 --> 00:32:13.040]   I think that they may actually be able
[00:32:13.040 --> 00:32:13.920]   to pull this thing through.
[00:32:13.920 --> 00:32:15.400]   You know, we've had some spiritual conversations.
[00:32:15.400 --> 00:32:16.960]   That gives me a lot of hope for the future.
[00:32:16.960 --> 00:32:18.200]   And the reality is you need to break up.
[00:32:18.200 --> 00:32:20.560]   You're just not willing to move fast enough.
[00:32:20.560 --> 00:32:22.480]   Others, it's not that you're unwilling to move fast enough.
[00:32:22.480 --> 00:32:25.360]   It's that you're not willing to go far enough.
[00:32:25.360 --> 00:32:27.600]   Like, you won't actually get a dumb phone
[00:32:27.600 --> 00:32:29.000]   even though that's the quickest way
[00:32:29.000 --> 00:32:31.740]   to you getting over your porn addiction.
[00:32:31.740 --> 00:32:34.400]   Some of you, you're unwilling to deactivate
[00:32:34.400 --> 00:32:36.900]   your social media even though you know.
[00:32:36.900 --> 00:32:41.720]   All it does is breed envy and discontentment in your life.
[00:32:41.720 --> 00:32:44.180]   Others, you won't stop hanging out with those friends
[00:32:44.180 --> 00:32:46.460]   even though cutting them out of your life,
[00:32:46.460 --> 00:32:49.020]   and yes, I know that's a biting thing to say.
[00:32:49.020 --> 00:32:52.060]   It feels even maybe slightly aggressive from this stage,
[00:32:52.060 --> 00:32:53.320]   but cutting them out of your life
[00:32:53.320 --> 00:32:57.760]   is actually the best way to preserve your godliness.
[00:32:57.760 --> 00:33:01.860]   You're not willing to go far enough.
[00:33:01.860 --> 00:33:04.060]   Now, as I say all this, here's the thing I know.
[00:33:04.060 --> 00:33:07.520]   I know it can feel like Christianity is such a drag.
[00:33:07.520 --> 00:33:10.100]   It can feel like such a killjoy.
[00:33:10.100 --> 00:33:11.380]   Like, Kyle, what are you telling me then?
[00:33:11.380 --> 00:33:14.540]   Like, I'm never gonna listen to good music again?
[00:33:14.540 --> 00:33:15.900]   You're telling me like I'm not allowed
[00:33:15.900 --> 00:33:17.980]   to have any fun whatsoever,
[00:33:17.980 --> 00:33:20.060]   that I have to forego all entertainment
[00:33:20.060 --> 00:33:21.700]   for the rest of my days,
[00:33:21.700 --> 00:33:23.920]   and I'm gonna be alone for the rest of my life?
