
[00:00:00.000 --> 00:00:07.000]   Hello, good evening everyone.
[00:25:01.980 --> 00:25:08.940]   It's Him that gave us that breath that we're even able to have our hearts pumping.
[00:25:08.940 --> 00:25:14.940]   And so this is a ministry work that Paul is trying to remind the people of Corinth and
[00:25:14.940 --> 00:25:17.100]   also us.
[00:25:17.100 --> 00:25:22.580]   Now remember the story of Gideon in the book of Judges.
[00:25:22.580 --> 00:25:26.860]   So the Israelites, they were captured by these Midianites for seven years.
[00:25:26.860 --> 00:25:28.380]   So they were captured.
[00:25:28.380 --> 00:25:35.420]   And so God has raised Gideon and said, "All right, fight against the Midianites."
[00:25:35.420 --> 00:25:37.140]   And how many men does he have?
[00:25:37.140 --> 00:25:44.580]   He has 32,000 Israelites fighting against 120,000.
[00:25:44.580 --> 00:25:48.900]   So if numbers is not your favorite thing, it's one quarter, okay?
[00:25:48.900 --> 00:25:52.140]   25% of that fighting force.
[00:25:52.140 --> 00:25:58.460]   So if that translates into the probability of them winning, that's 25%.
[00:25:58.460 --> 00:26:01.340]   But God says, "No, no, no, there's too many of you guys.
[00:26:01.340 --> 00:26:06.760]   Because if you win now, you're going to think it's because of you, not because of me."
[00:26:06.760 --> 00:26:14.460]   So he asked Gideon, "Whoever is afraid, whoever's in fear, just ask them to go home."
[00:26:14.460 --> 00:26:18.300]   So there was 10,000 men left.
[00:26:18.300 --> 00:26:22.780]   So 10,000 men, God still says, "It's too much."
[00:26:22.780 --> 00:26:25.700]   But you know, 10,000 men is one over 12.
[00:26:25.700 --> 00:26:28.880]   It's about, is it 8% or so?
[00:26:28.880 --> 00:26:35.380]   And so to us, we'll be like, "Well, 25% was better than 8%, right?
[00:26:35.380 --> 00:26:37.340]   But now we're down to 8%.
[00:26:37.340 --> 00:26:42.940]   And yet God still says, "It's too much, too many people."
[00:26:42.940 --> 00:26:46.660]   So he asked Gideon, "Ask the people to go to the river.
[00:26:46.660 --> 00:26:52.420]   And as they are drinking the water, those who lap like the dogs, ask them to leave."
[00:26:52.420 --> 00:26:55.800]   And so there are 300 men left.
[00:26:55.800 --> 00:27:03.620]   And do you know what 300 over 120,000 men, what is that percentage?
[00:27:03.620 --> 00:27:06.700]   I had done the math with my calculator.
[00:27:06.700 --> 00:27:09.660]   It's 0.25%.
[00:27:09.660 --> 00:27:13.300]   That is less than 1%.
[00:27:13.300 --> 00:27:19.380]   Honestly, I want to say that is foolishness in anybody's eyes.
[00:27:19.380 --> 00:27:24.940]   Why would you have 32,000 men and not fight with them and then use 300 men?
[00:27:24.940 --> 00:27:27.440]   I'm pretty sure God can just use one.
[00:27:27.440 --> 00:27:30.220]   And if you wanted to, none.
[00:27:30.220 --> 00:27:31.660]   But what does that say?
[00:27:31.660 --> 00:27:42.300]   It means that true wisdom is this realization that we are insignificant and that it's all
[00:27:42.300 --> 00:27:45.700]   about God and his risen power.
[00:27:45.700 --> 00:27:49.780]   And he is the one that will give us true wisdom.
[00:27:49.780 --> 00:27:53.780]   He's the one that we need to and should lean onto.
[00:27:53.780 --> 00:28:00.060]   I don't know about you, whatever issues that you're facing, whether it's marriage, whether
[00:28:00.060 --> 00:28:06.700]   it is your work, whether it's singleness and you're still waiting, or rather it is your
[00:28:06.700 --> 00:28:12.740]   working situation, maybe you think things aren't getting better.
[00:28:12.740 --> 00:28:15.180]   Things are actually getting worse.
[00:28:15.180 --> 00:28:20.220]   And it looks like there's no way out for I don't know how many years to go.
[00:28:20.220 --> 00:28:28.040]   There seems to be no end to this problem or issue, maybe a health issue as well.
[00:28:28.040 --> 00:28:32.980]   But if we have true wisdom, we're going to lean on to Jesus.
[00:28:32.980 --> 00:28:38.100]   Now I still remember when I was single and I was like 20 something.
[00:28:38.100 --> 00:28:43.540]   And then I still remember where I felt like, okay, I still got like 50% of getting married
[00:28:43.540 --> 00:28:44.980]   or maybe 25.
[00:28:44.980 --> 00:28:45.980]   I don't quite know.
[00:28:45.980 --> 00:28:48.700]   There's like a certain percentage in my mind, right?
[00:28:48.700 --> 00:28:52.220]   So as I progress older, I'm like, wait, I think it's dropping a little bit.
[00:28:52.220 --> 00:28:54.780]   Wait, wait, dropping a little bit more.
[00:28:54.780 --> 00:29:00.000]   And so over time, it just seems like, oh, it's going to be harder and harder.
[00:29:00.000 --> 00:29:10.000]   But if we, and God at that time gave me more faith that Jesus Christ is the key, he is
[00:29:10.000 --> 00:29:13.720]   the wisdom of this world, not the percentages.
[00:29:13.720 --> 00:29:17.600]   He can work with 0.25.
[00:29:17.600 --> 00:29:23.640]   And I mean, I'm not that young, although I am still quite young, but not that young.
[00:29:23.640 --> 00:29:28.600]   And considering that I'm pregnant, even that to me was very hard.
[00:29:28.600 --> 00:29:30.920]   Each year I was like, all right, you read about it.
[00:29:30.920 --> 00:29:34.680]   All right, you just dropped however many percent.
[00:29:34.680 --> 00:29:37.880]   And this year I'm 38.
[00:29:37.880 --> 00:29:39.120]   I don't mind telling you guys.
[00:29:39.120 --> 00:29:43.400]   I used to put it on Facebook, I think.
[00:29:43.400 --> 00:29:48.880]   But what I want to say is true wisdom, because the possibility, I don't know, I don't want
[00:29:48.880 --> 00:29:49.880]   to calculate.
[00:29:49.880 --> 00:29:52.120]   I don't know the calculation.
[00:29:52.120 --> 00:29:57.080]   But I wanted to say, oh, even my sister, by the way, oh, does anybody know?
[00:29:57.080 --> 00:29:59.360]   Okay, I'm exposing my sister.
[00:29:59.360 --> 00:30:01.000]   She's in China.
[00:30:01.000 --> 00:30:03.580]   She can't do anything about it.
[00:30:03.580 --> 00:30:09.200]   So after God allowed me to get pregnant, I told her, oh, God showed me this way.
[00:30:09.200 --> 00:30:11.480]   And now she's also pregnant.
[00:30:11.480 --> 00:30:15.880]   She's like six years older than I am.
[00:30:15.880 --> 00:30:20.680]   I mean, and she's been wanting to have a baby sometime.
[00:30:20.680 --> 00:30:27.920]   But I always wanted to say that true wisdom isn't depending on us to solve the issue,
[00:30:27.920 --> 00:30:33.560]   isn't dependent on us to figure out more things and be more anxious.
[00:30:33.560 --> 00:30:37.160]   It is true wisdom in Christ.
[00:30:37.160 --> 00:30:42.020]   It's knowing that He is our ultimate person that we depend on.
[00:30:42.020 --> 00:30:46.060]   We don't depend on anyone else but Him.
[00:30:46.060 --> 00:30:50.780]   Because there's just a bit of us that's still trying to depend on ourselves.
[00:30:50.780 --> 00:30:55.220]   We don't, when we haven't arrived to this true wisdom.
[00:30:55.220 --> 00:30:59.180]   And now this isn't an escape for those who are like, oh, well, in that case, you know
[00:30:59.180 --> 00:31:01.860]   what, let me sit back and do nothing.
[00:31:01.860 --> 00:31:08.240]   No, just because true wisdom comes from God, we still need to do our part.
[00:31:08.240 --> 00:31:13.380]   We still need to do whatever it is that God asked us, which remember earlier what they
[00:31:13.380 --> 00:31:19.740]   were, for example, unity, fellowshipping with Jesus Christ.
[00:31:19.740 --> 00:31:23.300]   You can't just, like I don't want you to have, okay, you know what, I'm just not going to
[00:31:23.300 --> 00:31:24.300]   do anything.
[00:31:24.300 --> 00:31:25.300]   I won't send out my resume.
[00:31:25.300 --> 00:31:28.460]   It's going to come knocking on my door.
[00:31:28.460 --> 00:31:36.160]   I'll keep myself fat and never exercise and expect to have a baby.
[00:31:36.160 --> 00:31:39.980]   So it isn't a way out for us to do nothing.
[00:31:39.980 --> 00:31:43.700]   It is a way for us to be obedient to God.
[00:31:43.700 --> 00:31:49.660]   What He says, what He tells us to do, when we follow Him and realize the outcome is in
[00:31:49.660 --> 00:31:57.260]   His hand, we're not going to try to grasp it because with 0.25%, He can do miracles.
[00:31:57.260 --> 00:31:59.660]   He can turn water into wine.
[00:31:59.660 --> 00:32:03.260]   He's the one that has risen from the tomb.
[00:32:03.260 --> 00:32:06.580]   My goodness, risen from the tomb.
[00:32:06.580 --> 00:32:09.500]   I'm out.
[00:32:09.500 --> 00:32:12.740]   So there's nothing that our God cannot do.
[00:32:12.740 --> 00:32:20.540]   And so the ministry that Paul really is not only to the people in Corinth, but to us and
[00:32:20.540 --> 00:32:25.700]   many of his letters, he really wants us to know the resurrected Jesus.
[00:32:25.700 --> 00:32:28.660]   He wants us to be one with Him.
[00:32:28.660 --> 00:32:35.460]   So let us really ponder or prepare ourselves that we are to be blameless.
[00:32:35.460 --> 00:32:40.780]   That is the goal and God is helping us if we let Him.
[00:32:40.780 --> 00:32:46.140]   We're not going to become blameless if we don't fellowship with Him and continue our
[00:32:46.140 --> 00:32:47.140]   ways.
[00:32:47.140 --> 00:32:52.500]   All we do is we might get salvation and that's it, but we're not going to become blameless.
[00:32:52.500 --> 00:32:58.940]   But if you and I want to be His followers, we need to fellowship with Him, read His word,
[00:32:58.940 --> 00:33:05.700]   bow His words every day, every moment that the evil spirits try to tell us that you can't
[00:33:05.700 --> 00:33:09.740]   do this, you can't do that, or nothing's ever going to change.
[00:33:09.740 --> 00:33:12.520]   That's the moment we fellowship with God.
[00:33:12.520 --> 00:33:16.260]   That's the moment we're going to have a breakthrough.
[00:33:16.260 --> 00:33:19.260]   And then to come together as a unity.
[00:33:19.260 --> 00:33:21.380]   Don't break the unity.
[00:33:21.380 --> 00:33:26.860]   The only person that wants the unity to be broken is Satan.
[00:33:26.860 --> 00:33:33.500]   But as followers of Christ, let us not fall into that trap.
[00:33:33.500 --> 00:33:40.140]   If God speaks to you in a particular way to ask you to follow Him, be obedient in certain
[00:33:40.140 --> 00:33:43.060]   ways, you go and you do it.
[00:33:43.060 --> 00:33:45.480]   You just listen to Him and you do it.
[00:33:45.480 --> 00:33:47.860]   No questions asked.
[00:33:47.860 --> 00:33:51.560]   And the last thing really is to have that true wisdom.
[00:33:51.560 --> 00:33:58.960]   Obedient on God, because He is the ultimate person that can do anything.
[00:33:58.960 --> 00:34:01.280]   So we really need to surrender to Him.
[00:34:01.280 --> 00:34:04.920]   I pray that this is for all of us.
[00:34:04.920 --> 00:34:13.440]   No longer ourselves, no longer our own lords, but that He is our Lord Jesus Christ.
[00:34:13.440 --> 00:34:21.200]   No longer dependent on our power or holding on to the outcome, but knowing that He is
[00:34:21.200 --> 00:34:26.280]   a God who can do anything and He loves you and He will do that.
[00:34:26.280 --> 00:34:29.640]   So I pray that, you know, let us surrender ourselves.
[00:34:29.640 --> 00:34:33.080]   Let us not be like Saturday night Christians.
[00:34:33.080 --> 00:34:36.500]   I know another time will be Sunday Christians, right?
[00:34:36.500 --> 00:34:43.460]   But not just like two hours coming in, check, you know, I'm done my like duty.
[00:34:43.460 --> 00:34:47.960]   But that let Him change us.
[00:34:47.960 --> 00:34:51.840]   Let us surrender to Him to never be the same again.
[00:34:51.840 --> 00:34:54.800]   Let Him really be our Lord and Savior.
[00:34:54.800 --> 00:34:58.320]   Okay, let us pray together.
[00:34:58.320 --> 00:35:01.420]   Dear Heavenly Father, we thank you.
[00:35:01.420 --> 00:35:06.240]   We thank you that you're the perfecter of our faith, that you did not come to save us
[00:35:06.240 --> 00:35:08.520]   and then just leave us be.
[00:35:08.520 --> 00:35:13.640]   But you came to save us so that we can have life more abundantly.
[00:35:13.640 --> 00:35:20.880]   You came to save us to be our Lord so that you can change us, you can make us like you.
[00:35:20.880 --> 00:35:25.500]   You came for us so that we would have life, true life.
[00:35:25.500 --> 00:35:31.560]   And Father, we pray that we surrender ourselves to you, that every day with our problems or
[00:35:31.560 --> 00:35:34.960]   with our happiness, Father, we will fellowship with you.
[00:35:34.960 --> 00:35:37.320]   You're the person that we go to.
[00:35:37.320 --> 00:35:43.760]   And that Father, any day of the week, any time, Father, we remember that you are the
[00:35:43.760 --> 00:35:47.000]   Lord that does impossible things.
[00:35:47.000 --> 00:35:51.600]   Help us to continue to just depend on you and not ourselves.
[00:35:51.600 --> 00:35:54.680]   Father, help us to keep that unity.
[00:35:54.680 --> 00:35:56.140]   You love unity.
[00:35:56.140 --> 00:35:58.360]   You love us to love each other.
[00:35:58.360 --> 00:36:05.160]   And so Father, we pray that we'll surrender ourselves more and to have you totally take
[00:36:05.160 --> 00:36:06.160]   over us.
[00:36:06.160 --> 00:36:11.720]   And we pray for the day where we see you and we be blameless because you've sustained
[00:36:11.720 --> 00:36:12.720]   us.
[00:36:12.720 --> 00:36:13.720]   In Jesus Christ's name we pray.
[00:36:13.720 --> 00:36:13.720]   Amen.
[00:36:13.720 --> 00:36:14.720]   Amen.
[00:36:14.720 --> 00:36:24.720]   [BLANK_AUDIO]

