
[00:00:00.000 --> 00:00:11.480]  大家好,我是Conti,今年第二年在港福堂服侍
[00:24:14.480 --> 00:24:19.480]  但是,記得我說過,重點是什麼?
[00:24:19.480 --> 00:24:21.480]  重點不是我們認識多少人
[00:24:21.480 --> 00:24:27.480]  而是我們原心當中有沒有一兩個親密而真實的關係
[00:24:27.480 --> 00:24:34.480]  真實的關係是一段真誠、互相接納、彼此信任的關係
[00:24:34.480 --> 00:24:39.480]  真實的關係是你最大的支持、最強的後盾
[00:24:39.480 --> 00:24:46.480]  真實的關係是無論發生什麼事,對方都會在你身邊
[00:24:46.480 --> 00:24:51.480]  各位explorer,你身邊有沒有一個這樣的人?
[00:24:51.480 --> 00:24:56.480]  可能你會想,要找到一個這樣的人,真的很難
[00:24:56.480 --> 00:25:03.480]  是的,的確,在世上要找到這樣的關係,實在很不容易
[00:25:03.480 --> 00:25:07.480]  但是,請你不要忘記,我們還有耶穌
[00:25:07.480 --> 00:25:12.480]  當血流淚人在最需要的時候,他找到耶穌
[00:25:12.480 --> 00:25:18.480]  當血流淚人,孤苦伶仃,無依無靠,人際關係一團糟的時候
[00:25:18.480 --> 00:25:20.480]  他找到耶穌
[00:25:20.480 --> 00:25:27.480]  我們呢,或者在世上我們真的很難找到一個完全真實的關係
[00:25:27.480 --> 00:25:31.480]  但是當耶穌今天說,我就在你身邊
[00:25:31.480 --> 00:25:37.480]  你願意依靠耶穌,尋求祂的幫助嗎?
[00:25:37.480 --> 00:25:43.480]  耶穌一直在等,祂希望我們與人建立真實的關係
[00:25:43.480 --> 00:25:48.480]  而更進一步的是,其實祂一直在等
[00:25:48.480 --> 00:25:53.480]  希望可以與你建立最真實、最密切的關係
[00:25:53.480 --> 00:25:57.480]  耶穌是我們的way maker,你相信嗎?
[00:25:57.480 --> 00:26:00.480]  你願意真實的與耶穌相遇嗎?
[00:26:00.480 --> 00:26:04.480]  生命就會得到更新、改變
[00:26:04.480 --> 00:26:08.480]  待會我會邀請敬拜隊帶領我們再唱way maker
[00:26:08.480 --> 00:26:12.480]  到那時候,我希望你細心的留意歌詞
[00:26:12.480 --> 00:26:15.480]  用心的去唱這首詩歌
[00:26:15.480 --> 00:26:19.480]  因為真實的遇見神,來自真實的敬拜
[00:26:19.480 --> 00:26:24.480]  而真實的關係,出自一顆完全真誠的心
[00:26:24.480 --> 00:26:27.480]  (字幕由 Amara.org 社群提供)

