
[00:00:00.000 --> 00:00:06.240]   So good evening everyone.
[00:26:51.740 --> 00:26:55.740]   Rather being a basketball player, rather being a mother,
[00:26:55.740 --> 00:27:01.740]   they're giving it all for Jesus, for God.
[00:27:01.740 --> 00:27:04.740]   To live is Christ.
[00:27:04.740 --> 00:27:09.740]   To die is gain.
[00:27:09.740 --> 00:27:13.740]   So today we go back to the question, "Is life worth living?"
[00:27:13.740 --> 00:27:20.740]   Well, the simple answer is, it is if you live for God,
[00:27:20.740 --> 00:27:26.740]   because you would have gained your soul and that you would receive eternal life
[00:27:26.740 --> 00:27:31.740]   and at the end be remembered by God and received from him,
[00:27:31.740 --> 00:27:34.740]   the best gain that you'll ever have.
[00:27:34.740 --> 00:27:39.740]   But at the same time, it is all just vanity.
[00:27:39.740 --> 00:27:45.740]   Toil under the sun if it's only under the sun,
[00:27:45.740 --> 00:27:51.740]   but if it's under heavens, then it is worth living.
[00:27:51.740 --> 00:27:55.740]   And so we always have to make a decision to live for now,
[00:27:55.740 --> 00:28:00.740]   the temporal for yourself, or to live for the eternal and for God.
[00:28:00.740 --> 00:28:06.740]   Now in a moment we'll be singing "Give Me Jesus" as a response song.
[00:28:06.740 --> 00:28:13.740]   Now part of the lyrics go like this, "Give me Jesus, give me Jesus.
[00:28:13.740 --> 00:28:18.740]   You can have all this world, but give me Jesus."
[00:28:18.740 --> 00:28:22.740]   And as you sing that song, I really want you to ponder on those words,
[00:28:22.740 --> 00:28:29.740]   because I want to say that, you know, these lyrics, they're romantic.
[00:28:29.740 --> 00:28:33.740]   You can say it almost during a vow.
[00:28:33.740 --> 00:28:38.740]   And it's almost, it sounds as spiritual as it gets.
[00:28:38.740 --> 00:28:42.740]   But do you really only want Jesus?
[00:28:42.740 --> 00:28:48.740]   I mean, how much time do you spend pondering about him each day?
[00:28:48.740 --> 00:28:51.740]   And when you bump into a problem,
[00:28:51.740 --> 00:28:58.740]   do you think how is it that you can live in light of eternity?
[00:28:58.740 --> 00:29:03.740]   Or are you still trying to figure out this thing?
[00:29:03.740 --> 00:29:08.740]   And you see, if Curry can play basketball for God,
[00:29:08.740 --> 00:29:13.740]   and his mother can teach his kids to be faithful to God,
[00:29:13.740 --> 00:29:18.740]   then certainly for us, whether we are students right now,
[00:29:18.740 --> 00:29:22.740]   whether we are wife and husband,
[00:29:22.740 --> 00:29:25.740]   whether we are mother or father,
[00:29:25.740 --> 00:29:29.740]   or whether we are single, or whether it's grandma, grandpa,
[00:29:29.740 --> 00:29:33.740]   or whether we are in our profession that we are in,
[00:29:33.740 --> 00:29:37.740]   we can and we should be living for God.
[00:29:37.740 --> 00:29:41.740]   And that is the gain that we will have.
[00:29:41.740 --> 00:29:47.740]   So I'll ask the band to come up and play some background music for us.
[00:29:47.740 --> 00:29:53.740]   And I just wanted us to take a moment, like take a minute or so,
[00:29:53.740 --> 00:29:59.740]   where we get a chance to speak to God.
[00:29:59.740 --> 00:30:05.740]   If you felt like you haven't been living your life with God as the center,
[00:30:05.740 --> 00:30:12.740]   you haven't been looking into the eternal things, but the temporal ones,
[00:30:12.740 --> 00:30:18.740]   I invite you at this time to really repent.
[00:30:18.740 --> 00:30:21.740]   Say to God, "Help me.
[00:30:21.740 --> 00:30:24.740]   Help me to put you first.
[00:30:24.740 --> 00:30:28.740]   Help me to keep my eyes on the eternal
[00:30:28.740 --> 00:30:34.740]   so that I might gain the most important thing in this world."
[00:30:34.740 --> 00:30:38.740]   So let's take a moment now, and I will do a rapid prayer
[00:30:38.740 --> 00:30:42.740]   before we sing the response song.
[00:30:43.740 --> 00:30:45.740]   (Whispering)
[00:30:46.740 --> 00:30:48.740]   (Praying)
[00:30:49.740 --> 00:30:51.740]   (Praying)
[00:31:17.740 --> 00:31:19.740]   (Piano playing)
[00:31:20.740 --> 00:31:22.740]   (Piano playing)
[00:31:23.740 --> 00:31:25.740]   (Piano playing)
[00:31:26.740 --> 00:31:28.740]   (Piano playing)
[00:31:28.740 --> 00:31:39.740]   (Piano playing)
[00:31:39.740 --> 00:31:44.740]   (Piano playing)
[00:31:44.740 --> 00:31:50.740]   (Piano playing)
[00:31:50.740 --> 00:31:52.740]   (Piano playing)
[00:31:52.740 --> 00:32:03.740]   Dear Heavenly Father,
[00:32:03.740 --> 00:32:09.740]   we pray that we won't be superficial Christians.
[00:32:09.740 --> 00:32:15.740]   And I don't think you have that word in your Bible.
[00:32:15.740 --> 00:32:20.740]   Father, we repent.
[00:32:20.740 --> 00:32:25.740]   There must be many times when we don't think about you,
[00:32:25.740 --> 00:32:30.740]   when we don't put you in the center of our lives,
[00:32:30.740 --> 00:32:39.740]   and we run as if all that matters is today.
[00:32:39.740 --> 00:32:45.740]   But we pray, Father, that your Holy Spirit continues to guide us,
[00:32:45.740 --> 00:32:49.740]   to mold us, to transform us,
[00:32:49.740 --> 00:32:56.740]   to look at what is the most important thing.
[00:32:56.740 --> 00:32:59.740]   We don't want to go through life
[00:32:59.740 --> 00:33:04.740]   and then just realize it's hebel, futile.
[00:33:04.740 --> 00:33:07.740]   We want to go through life,
[00:33:07.740 --> 00:33:13.740]   and in the end, know that we've gained,
[00:33:13.740 --> 00:33:20.740]   we've gained you, the most important person.
[00:33:20.740 --> 00:33:24.740]   So, Father, we lift up all our hearts to you.
[00:33:24.740 --> 00:33:30.740]   It isn't easy, but we pray that even with the distractions in life,
[00:33:30.740 --> 00:33:34.740]   that our hearts would always turn towards you
[00:33:34.740 --> 00:33:37.740]   in all the situations that we face,
[00:33:37.740 --> 00:33:40.740]   in all the places that you place us, Father.
[00:33:40.740 --> 00:33:42.740]   May you have all the honor and glory.
[00:33:42.740 --> 00:33:46.740]   In Jesus Christ's name we pray, amen.

