
[00:00:00.000 --> 00:00:06.480]   It's been great.
[00:27:46.960 --> 00:27:49.520]   He wants to come to camp tomorrow."
[00:27:49.520 --> 00:27:52.400]   It's a youth camp.
[00:27:52.400 --> 00:27:55.920]   He signs up, and he comes to camp.
[00:27:55.920 --> 00:27:58.640]   And slowly he gets to know God more.
[00:27:58.640 --> 00:28:00.560]   And I invite him out.
[00:28:00.560 --> 00:28:06.520]   We hand out food boxes every week, and I invite him out because he likes to help out.
[00:28:06.520 --> 00:28:12.820]   And I invite him out to our fellowship time, and he starts coming to fellowship every week.
[00:28:12.820 --> 00:28:18.500]   He starts coming to hand out boxes every other week, food boxes every other week.
[00:28:18.500 --> 00:28:27.160]   And three months later, I decided, I was like, "I'm going to fully share the gospel with
[00:28:27.160 --> 00:28:28.160]   him."
[00:28:28.160 --> 00:28:32.600]   And so we go to, we play basketball, and then afterwards we have dinner together.
[00:28:32.600 --> 00:28:36.400]   And so there's the three of us, and we have dinner together.
[00:28:36.400 --> 00:28:41.940]   And then afterwards, I'm just like, "Hey, I want to share something with you."
[00:28:41.940 --> 00:28:45.700]   And I draw the gospel for him.
[00:28:45.700 --> 00:28:54.400]   And I explain it fully to him, and I explain fully how Jesus is our only way to eternity.
[00:28:54.400 --> 00:29:00.820]   And through this meal, he asked Jesus into his life.
[00:29:00.820 --> 00:29:10.380]   And so what started off was an introduction meal, became regular fellowship, and then
[00:29:10.380 --> 00:29:19.860]   became a rehearsal for eternal fellowship because he asked Jesus into his life, and
[00:29:19.860 --> 00:29:25.460]   that's the beginning of eternal life.
[00:29:25.460 --> 00:29:35.220]   And so my question to you as we look at this empty table is, who do you want to invite
[00:29:35.220 --> 00:29:38.300]   to this table?
[00:29:38.300 --> 00:29:43.420]   Who do you want to invite to this table?
[00:29:43.420 --> 00:29:48.860]   As the worship band comes up, I'm going to ask us to reflect on who has God placed in
[00:29:48.860 --> 00:29:52.200]   your life?
[00:29:52.200 --> 00:29:59.140]   Maybe it's a business person, it's a coworker, maybe it's a fellow student in your life.
[00:29:59.140 --> 00:30:04.400]   Maybe these people are struggling, or maybe they're lonely.
[00:30:04.400 --> 00:30:10.260]   Maybe you're good friends with them and you have dinner regularly.
[00:30:10.260 --> 00:30:20.420]   How will you use the table to lead people towards eternity?
[00:30:20.420 --> 00:30:30.820]   How will you use the table the Lord has given you to lead people towards eternity?
[00:30:30.820 --> 00:30:39.560]   Maybe it's your relative because there's a holiday coming up and it's a family holiday.
[00:30:39.560 --> 00:30:50.260]   Maybe this is the time to use the table, the dinner table fellowship as an opportunity
[00:30:50.260 --> 00:30:56.100]   to lead them closer towards eternity.
[00:30:56.100 --> 00:31:11.980]   Let us take a moment to reflect, and then we will respond with a song later.
[00:31:11.980 --> 00:31:29.580]   Heavenly Father, we thank you for the examples you've taught us in the Bible.
[00:31:29.580 --> 00:31:31.620]   Feasting is not just about food.
[00:31:31.620 --> 00:31:34.060]   It can be so much more.
[00:31:34.060 --> 00:31:42.060]   It can be about horizontal fellowship with each other, and ultimately vertical fellowship
[00:31:42.060 --> 00:31:43.060]   with you.
[00:31:43.060 --> 00:31:49.140]   I thank you, Lord, for the different people that you've placed in our lives.
[00:31:49.140 --> 00:31:56.380]   Give us spiritual eyes, Lord, that we might see the needs of the people, and that we might
[00:31:56.380 --> 00:32:05.220]   use this table as a tool to lead them one step closer towards eternity.
[00:32:05.220 --> 00:32:07.700]   In Christ's name we pray.
[00:32:07.700 --> 00:32:08.460]   Amen.
[00:32:08.460 --> 00:32:18.460]   [BLANK_AUDIO]

