
[00:00:00.000 --> 00:00:02.000]   You
[00:30:19.140 --> 00:30:23.060]   But it finishes like this. I want you to take these words in
[00:30:23.060 --> 00:30:27.020]   So let us learn how to serve
[00:30:27.020 --> 00:30:30.740]   and in our lives in thrown him
[00:30:30.740 --> 00:30:35.140]   Each others needs to prefer
[00:30:35.140 --> 00:30:39.220]   For it is Christ
[00:30:39.220 --> 00:30:41.260]   We're serving
[00:30:41.260 --> 00:30:46.940]   And the chorus goes like this. This is our God the servant King. He calls us now
[00:30:46.940 --> 00:30:48.860]   to follow him
[00:30:48.860 --> 00:30:52.620]   to bring our lives as a daily offering of
[00:30:52.620 --> 00:30:55.780]   worship
[00:30:55.780 --> 00:30:57.780]   to the servant King
[00:30:57.780 --> 00:31:00.140]   Can we do that? I asked the band to come up
[00:31:00.140 --> 00:31:05.500]   I'm gonna ask you to stand
[00:31:05.500 --> 00:31:10.820]   And what we're gonna do we don't often finish like this is we're gonna read a prayer together
[00:31:10.820 --> 00:31:15.340]   I'm gonna put it on the screen in a moment. We're gonna read a prayer together and
[00:31:16.260 --> 00:31:18.260]   Then we're gonna sing the servant King
[00:31:18.260 --> 00:31:24.100]   If it's a song that's unfamiliar to you just look at the words, they're beautiful
[00:31:24.100 --> 00:31:27.940]   But we're gonna sing that together as we finish our service today
[00:31:27.940 --> 00:31:32.340]   Right, we've got on screen. Thank you very much
[00:31:32.340 --> 00:31:39.620]   Okay, you ready we're gonna read this together one two three my dearest Lord Jesus
[00:31:39.620 --> 00:31:42.180]   You did not come to be served
[00:31:42.820 --> 00:31:50.460]   But to serve and to give your life as a ransom for me. I love you. Thank you for that
[00:31:50.460 --> 00:31:56.460]   Thank you for forgiving me when I have a self-centered what's in it for me
[00:31:56.460 --> 00:31:59.100]   consumer mentality I
[00:31:59.100 --> 00:32:02.860]   Want to have a what can I do to help?
[00:32:02.860 --> 00:32:05.580]   servant mentality
[00:32:05.580 --> 00:32:07.580]   Because I want to serve you
[00:32:07.740 --> 00:32:13.060]   I'm so grateful that you're making me a masterpiece for good purposes
[00:32:13.060 --> 00:32:21.100]   Thank you for preparing eternally significant things for me. I want to discover what I'm made for I
[00:32:21.100 --> 00:32:28.100]   Want to add connections work side by side with others for a thriving life
[00:32:28.100 --> 00:32:31.700]   Making a difference for others for now and forever
[00:32:32.620 --> 00:32:39.140]   Your kingdom come your will be done in me through me all because of you
[00:32:39.140 --> 00:32:42.140]   I asked this in your name and authority
[00:32:42.140 --> 00:32:45.660]   Amen, let's worship together
[00:32:45.660 --> 00:32:47.660]   (burps)

