
[00:00:00.000 --> 00:00:04.760]   - Thanks, Pastor John.
[00:17:39.100 --> 00:17:42.060]   and therefore he exalts or glorifies himself
[00:17:42.060 --> 00:17:43.220]   to show mercy to you.
[00:17:43.220 --> 00:17:46.340]   God is not served by human hands
[00:17:46.340 --> 00:17:48.820]   and he's not honored when we try to obey him
[00:17:48.820 --> 00:17:51.980]   by our own strength or when we try to fight sin
[00:17:51.980 --> 00:17:54.220]   and love others by our own works.
[00:17:54.220 --> 00:17:57.380]   But God glorifies himself by showing grace and mercy to us.
[00:17:57.380 --> 00:18:01.940]   God designed everything so that he would get the glory.
[00:18:01.940 --> 00:18:05.660]   Salvation is by faith in Christ so that no one can boast.
[00:18:05.660 --> 00:18:08.500]   If we can earn our own righteousness by works,
[00:18:08.500 --> 00:18:11.460]   the credit or the glory would go to us.
[00:18:11.460 --> 00:18:13.860]   But we are saved by faith so that God gets the glory
[00:18:13.860 --> 00:18:15.260]   through Jesus Christ.
[00:18:15.260 --> 00:18:18.540]   And in the same way, when we continue to live by faith
[00:18:18.540 --> 00:18:21.020]   and to serve by the strength that God supplies,
[00:18:21.020 --> 00:18:23.060]   he also gets the glory.
[00:18:23.060 --> 00:18:24.860]   He gets the praise and glory for saving us
[00:18:24.860 --> 00:18:28.260]   and for continually working his grace in us.
[00:18:28.260 --> 00:18:31.420]   And he is also honored and glorified when we rely on him,
[00:18:31.420 --> 00:18:33.580]   when we have faith in him
[00:18:33.580 --> 00:18:36.220]   and count him as worthy to be trusted.
[00:18:36.220 --> 00:18:40.060]   Also, why would we even want to rely on our own strength?
[00:18:40.060 --> 00:18:42.740]   Remember how we were once slaves to sin?
[00:18:42.740 --> 00:18:45.540]   Remember all the times that we failed to love others?
[00:18:45.540 --> 00:18:48.020]   Even now, when we sought our own interests to love
[00:18:48.020 --> 00:18:51.420]   and serve ourselves rather than to serve others.
[00:18:51.420 --> 00:18:54.340]   So would we rather rely on our own weak strength
[00:18:54.340 --> 00:18:56.340]   or by the strength that an all-powerful,
[00:18:56.340 --> 00:18:59.420]   omnipotent God supplies us in Christ?
[00:18:59.420 --> 00:19:01.580]   God's strength is better than our strength.
[00:19:01.580 --> 00:19:04.260]   And so we should love and serve one another
[00:19:04.260 --> 00:19:07.780]   by relying on God so that God gets the glory
[00:19:07.780 --> 00:19:08.780]   and we get the help.
[00:19:08.780 --> 00:19:10.940]   As John Piper puts it,
[00:19:10.940 --> 00:19:13.940]   the beauty of the gospel is we get the help
[00:19:13.940 --> 00:19:15.940]   and God gets the glory.
[00:19:15.940 --> 00:19:20.260]   We are freely given grace, God's riches at Christ's expense
[00:19:20.260 --> 00:19:22.340]   and God gets all of the honor and praise.
[00:19:22.340 --> 00:19:25.780]   When we trust in God, we get the strength
[00:19:25.780 --> 00:19:27.340]   and God gets the glory.
[00:19:27.340 --> 00:19:29.660]   So we should love and serve one another
[00:19:29.660 --> 00:19:32.300]   by relying on God's strength, by faith.
[00:19:32.300 --> 00:19:37.020]   Now, the third thing that Peter calls us to do
[00:19:37.020 --> 00:19:39.180]   is to endure suffering,
[00:19:39.180 --> 00:19:42.460]   to endure suffering through joyful faith,
[00:19:42.460 --> 00:19:45.180]   endure suffering through joyful faith.
[00:19:45.180 --> 00:19:49.620]   Verse 12 says, "Beloved, do not be surprised
[00:19:49.620 --> 00:19:52.780]   "at the fiery trial when it comes upon you to test you
[00:19:52.780 --> 00:19:55.780]   "as if something strange were happening to you."
[00:19:55.780 --> 00:19:58.140]   Let's stop here and first note that suffering
[00:19:58.140 --> 00:20:01.020]   should not take us by surprise, right?
[00:20:01.020 --> 00:20:03.900]   We should not be surprised at the fiery trial
[00:20:03.900 --> 00:20:05.740]   when it comes upon us to test us.
[00:20:05.740 --> 00:20:07.540]   It's not strange.
[00:20:07.540 --> 00:20:10.340]   And one reason that's given for why suffering is expected
[00:20:10.340 --> 00:20:13.660]   is because Christ also suffered, as we saw earlier.
[00:20:13.660 --> 00:20:16.820]   Christ suffered because of his obedience to God.
[00:20:16.820 --> 00:20:19.300]   And we will share in Christ's suffering as well
[00:20:19.300 --> 00:20:21.260]   when we live in obedience to God.
[00:20:21.260 --> 00:20:25.100]   If Christ had to suffer, we should also expect to suffer.
[00:20:25.100 --> 00:20:27.220]   Second Timothy says, "Indeed, all who desire
[00:20:27.220 --> 00:20:31.100]   "to live a godly life in Christ Jesus will be persecuted."
[00:20:31.100 --> 00:20:32.700]   And Jesus said in John 15,
[00:20:32.700 --> 00:20:34.880]   "A servant is not greater than his master.
[00:20:34.880 --> 00:20:38.420]   "If they persecuted me, they will also persecute you."
[00:20:38.420 --> 00:20:39.700]   We should expect suffering.
[00:20:39.700 --> 00:20:42.180]   It shouldn't take us by surprise.
[00:20:42.180 --> 00:20:44.940]   God never promised us ease and comfort in this life.
[00:20:44.940 --> 00:20:49.820]   He never promised us wealth and health in this age.
[00:20:49.820 --> 00:20:54.580]   Rather, he promises that we will be hated for his namesake
[00:20:54.580 --> 00:20:56.260]   and maybe to briefly digress,
[00:20:56.260 --> 00:20:58.340]   if we're fitting in perfectly with the world,
[00:20:58.340 --> 00:21:01.220]   if we're not really ruffling any feathers, so to speak.
[00:21:01.220 --> 00:21:04.260]   Maybe we should reflect a little on why that really is.
[00:21:04.260 --> 00:21:08.300]   But anyways, God doesn't promise that life will be easy.
[00:21:08.300 --> 00:21:10.260]   But what he does promise to us,
[00:21:10.260 --> 00:21:13.020]   even though it might be difficult,
[00:21:13.020 --> 00:21:14.740]   is that all our suffering,
[00:21:14.740 --> 00:21:17.380]   all the trials of this life will be worth it.
[00:21:17.380 --> 00:21:21.500]   Verse 13 says, "Rejoice insofar
[00:21:21.500 --> 00:21:23.180]   "as you share Christ's sufferings,
[00:21:23.180 --> 00:21:25.740]   "that you may also rejoice and be glad
[00:21:25.740 --> 00:21:27.380]   "when his glory is revealed."
[00:21:27.380 --> 00:21:32.020]   We may rejoice and be glad when his glory is revealed.
[00:21:32.020 --> 00:21:34.220]   So why should we rejoice in suffering?
[00:21:34.220 --> 00:21:38.260]   We should rejoice knowing that our suffering has a purpose.
[00:21:38.260 --> 00:21:40.900]   Notice it says, "We are to rejoice in suffering,
[00:21:40.900 --> 00:21:43.700]   "so that with the purpose and result that
[00:21:43.700 --> 00:21:45.840]   "we can also rejoice in Christ's glory
[00:21:45.840 --> 00:21:48.460]   "as revealed at his second coming."
[00:21:48.460 --> 00:21:50.900]   We can rejoice in suffering because we trust
[00:21:50.900 --> 00:21:52.900]   that our suffering has a purpose.
[00:21:52.900 --> 00:21:54.420]   God is testing our faith.
[00:21:54.420 --> 00:21:57.540]   He is refining us through trials.
[00:21:57.540 --> 00:21:59.380]   This points back to chapter one.
[00:21:59.380 --> 00:22:01.380]   "We rejoice in our living hope,
[00:22:01.380 --> 00:22:03.820]   "though now for a little while, if necessary,
[00:22:03.820 --> 00:22:06.320]   "you have been grieved by various trials,
[00:22:06.320 --> 00:22:09.300]   "so that the tested genuineness of your faith,
[00:22:09.300 --> 00:22:11.060]   "more precious than gold that perishes,
[00:22:11.060 --> 00:22:13.060]   "though it is tested by fire,
[00:22:13.060 --> 00:22:16.620]   "may be found to result in praise and glory and honor
[00:22:16.620 --> 00:22:18.460]   "at the revelation of Jesus Christ."
[00:22:18.460 --> 00:22:20.700]   So we can rejoice in suffering
[00:22:20.700 --> 00:22:24.160]   because we can hold fast to the hope that we have.
[00:22:24.160 --> 00:22:25.900]   When we consider Christ more precious
[00:22:25.900 --> 00:22:27.680]   than anything the world has to offer,
[00:22:27.680 --> 00:22:30.020]   when we're looking forward to this reward,
[00:22:30.020 --> 00:22:32.020]   this eternal joy that awaits us,
[00:22:32.020 --> 00:22:33.180]   then we can rejoice in suffering,
[00:22:33.180 --> 00:22:37.020]   knowing that God is preparing that for us through our trials
[00:22:37.020 --> 00:22:38.660]   and even with tears in our eyes,
[00:22:38.660 --> 00:22:41.540]   whatever trials or sufferings that come our way,
[00:22:41.540 --> 00:22:42.540]   we can rejoice.
[00:22:42.540 --> 00:22:46.080]   We can rejoice because our souls are full
[00:22:46.080 --> 00:22:47.820]   because of the eternal glory that awaits us
[00:22:47.820 --> 00:22:49.220]   on the day of Christ,
[00:22:49.220 --> 00:22:50.300]   even if it hurts right now,
[00:22:50.300 --> 00:22:52.400]   even if there's pain right now.
[00:22:52.400 --> 00:22:57.420]   More than that, we can also count ourselves blessed.
[00:22:57.420 --> 00:23:00.700]   Verse 14, "If you're insulted for the name of Christ,
[00:23:00.700 --> 00:23:03.220]   "you are blessed because the spirit of glory
[00:23:03.220 --> 00:23:04.700]   "and of God rests upon you."
[00:23:04.700 --> 00:23:08.500]   We are blessed for one, because our faith,
[00:23:08.500 --> 00:23:10.460]   our perseverance in suffering is a mark
[00:23:10.460 --> 00:23:12.460]   that we are God's people,
[00:23:12.460 --> 00:23:16.220]   that we will inherit the hope that awaits us.
[00:23:16.220 --> 00:23:19.820]   Also, we are blessed now in the present
[00:23:19.820 --> 00:23:23.240]   because the spirit of glory and of God rests upon us.
[00:23:23.240 --> 00:23:26.340]   We are blessed because God is with us
[00:23:26.340 --> 00:23:28.260]   even now in our suffering.
[00:23:28.260 --> 00:23:30.380]   He didn't leave us out to dry.
[00:23:30.380 --> 00:23:31.660]   Christ didn't just go to heaven,
[00:23:31.660 --> 00:23:33.980]   but he also, he did return to heaven,
[00:23:33.980 --> 00:23:36.460]   but he also sent a helper who is with us,
[00:23:36.460 --> 00:23:38.080]   the spirit who empowers us.
[00:23:38.080 --> 00:23:41.900]   He's watching over us, disciplining us for good,
[00:23:41.900 --> 00:23:44.220]   and he empowers us by his spirit
[00:23:44.220 --> 00:23:47.620]   to persevere by the strength that he supplies
[00:23:47.620 --> 00:23:48.980]   so that God gets the glory.
[00:23:49.860 --> 00:23:54.260]   So people with hope endure suffering through joyful hope.
[00:23:54.260 --> 00:23:57.260]   We have joy because we hold onto our hope
[00:23:57.260 --> 00:23:58.900]   when we look to the reward
[00:23:58.900 --> 00:24:00.820]   that we will live for the rest of time
[00:24:00.820 --> 00:24:03.620]   in the presence of God with no more pain,
[00:24:03.620 --> 00:24:04.660]   no more suffering,
[00:24:04.660 --> 00:24:07.180]   where he will wipe every tear from our eyes,
[00:24:07.180 --> 00:24:09.740]   where we will be his people and he will be our God.
[00:24:09.740 --> 00:24:13.020]   When we have that hope, we can rejoice
[00:24:13.020 --> 00:24:16.340]   because we are blessed, because God's spirit is with us.
[00:24:17.380 --> 00:24:19.740]   And so Peter sums all this up in verse 19.
[00:24:19.740 --> 00:24:22.540]   It says, "Therefore, let those who suffer
[00:24:22.540 --> 00:24:25.300]   "according to God's will and trust their souls
[00:24:25.300 --> 00:24:27.900]   "to a faithful creator while doing good."
[00:24:27.900 --> 00:24:32.900]   So let us endure suffering, trusting in God while doing good.
[00:24:32.900 --> 00:24:34.500]   That's what people with hope do.
[00:24:34.500 --> 00:24:38.300]   People with hope endure suffering through joyful hope
[00:24:38.300 --> 00:24:40.000]   while trusting God and doing good.
[00:24:40.000 --> 00:24:44.060]   We endure suffering through joyful hope.
[00:24:46.120 --> 00:24:49.300]   So again, today we set out to answer the question,
[00:24:49.300 --> 00:24:53.180]   what attitude drives the life of a people with hope?
[00:24:53.180 --> 00:24:55.360]   We saw that Peter commanded a few actions.
[00:24:55.360 --> 00:24:58.340]   We're to fight sin, love and serve one another,
[00:24:58.340 --> 00:24:59.600]   endure suffering.
[00:24:59.600 --> 00:25:02.600]   And behind the commands, he gives some attitudes,
[00:25:02.600 --> 00:25:05.080]   some motivations behind them.
[00:25:05.080 --> 00:25:08.320]   We should follow Christ, follow Christ's example.
[00:25:08.320 --> 00:25:09.920]   We should rely on God's grace,
[00:25:09.920 --> 00:25:11.480]   looking forward to the future
[00:25:11.480 --> 00:25:14.480]   and endure through our joyful hope.
[00:25:14.480 --> 00:25:17.180]   Those are the attitudes that people with hope live by.
[00:25:17.180 --> 00:25:20.600]   And actually, everything that we've looked at today
[00:25:20.600 --> 00:25:24.560]   can be summed up in one word, and that is faith.
[00:25:24.560 --> 00:25:28.760]   Everything that we've seen today can be distilled in this.
[00:25:28.760 --> 00:25:31.460]   People with hope live by faith.
[00:25:31.460 --> 00:25:33.720]   See, we live by faith
[00:25:33.720 --> 00:25:36.200]   when we follow Christ's example in suffering.
[00:25:36.200 --> 00:25:40.360]   Jesus obeyed God with faith that God would judge justly
[00:25:40.360 --> 00:25:43.800]   and that God's will, that God's plan was good
[00:25:43.800 --> 00:25:46.160]   and that it would be worth the pain.
[00:25:46.160 --> 00:25:48.800]   We live by faith when we rely on God's grace
[00:25:48.800 --> 00:25:50.720]   and live by the strength that he supplies.
[00:25:50.720 --> 00:25:52.960]   We serve and love one another
[00:25:52.960 --> 00:25:55.480]   by the strength that God supplies.
[00:25:55.480 --> 00:25:58.120]   And we live by faith when we endure suffering
[00:25:58.120 --> 00:26:01.080]   with hope, with this joyful faith
[00:26:01.080 --> 00:26:03.840]   that God has prepared an inheritance for us
[00:26:03.840 --> 00:26:08.140]   that is imperishable, undefiled and unfading.
[00:26:08.140 --> 00:26:10.960]   We live by faith with our eyes fixed on the reward,
[00:26:10.960 --> 00:26:14.360]   persevering for the joy that is set before us.
[00:26:14.360 --> 00:26:16.400]   People with hope live by faith.
[00:26:16.400 --> 00:26:19.160]   That's the attitude of a people with faith.
[00:26:19.160 --> 00:26:20.600]   It should be clear from this chapter,
[00:26:20.600 --> 00:26:22.360]   from what we've seen so far,
[00:26:22.360 --> 00:26:25.080]   that Peter calls us to persevere by faith.
[00:26:25.080 --> 00:26:28.440]   Also, the statement in itself should be kind of obvious,
[00:26:28.440 --> 00:26:30.240]   that people with hope live by faith.
[00:26:30.240 --> 00:26:34.360]   You see, faith is having confidence in hope.
[00:26:34.360 --> 00:26:35.840]   Hebrews 11 says,
[00:26:35.840 --> 00:26:38.600]   "Faith is the assurance of things hoped for,
[00:26:38.600 --> 00:26:40.920]   the conviction of things not seen."
[00:26:40.920 --> 00:26:43.840]   Faith and hope are not the same thing,
[00:26:43.840 --> 00:26:46.200]   but they are very closely related.
[00:26:46.200 --> 00:26:48.300]   Faith is the assurance of hope.
[00:26:48.300 --> 00:26:49.600]   So all we're really saying here,
[00:26:49.600 --> 00:26:51.640]   by people with hope live by faith,
[00:26:51.640 --> 00:26:53.680]   is that people with hope will live by
[00:26:53.680 --> 00:26:56.700]   that same joyful, soul-satisfying assurance
[00:26:56.700 --> 00:26:58.360]   of their hope in Christ.
[00:26:58.360 --> 00:27:00.140]   And that's what we call faith.
[00:27:00.140 --> 00:27:02.560]   People who are confident of their hope
[00:27:02.560 --> 00:27:05.700]   live by that same assurance of their hope.
[00:27:05.700 --> 00:27:08.260]   This is pretty straightforward stuff
[00:27:08.260 --> 00:27:10.880]   that people with hope live by hope.
[00:27:10.880 --> 00:27:13.600]   It's not really a groundbreaking discovery.
[00:27:13.600 --> 00:27:16.520]   It's kind of like singing, singers sing.
[00:27:16.520 --> 00:27:18.200]   That's what singers do, they sing.
[00:27:18.200 --> 00:27:20.080]   Or dancers dance.
[00:27:20.080 --> 00:27:23.000]   This isn't like 200 IQ stuff.
[00:27:23.000 --> 00:27:26.000]   Like even the great philosopher Taylor Swift once said,
[00:27:26.000 --> 00:27:28.800]   "The player is gonna play, play, play, play, play.
[00:27:28.800 --> 00:27:32.220]   And the haters gonna hate, hate, hate, hate, hate."
[00:27:32.220 --> 00:27:36.880]   And in the same way, people with faith live by faith.
[00:27:36.880 --> 00:27:40.160]   Hopers gonna hope, hope, hope, hope, hope.
[00:27:40.160 --> 00:27:43.160]   It's pretty simple, right?
[00:27:43.160 --> 00:27:45.960]   God's people who have been saved by faith
[00:27:45.960 --> 00:27:48.480]   live by that same faith.
[00:27:48.480 --> 00:27:51.840]   As it's written, "The righteous shall live by faith."
[00:27:51.840 --> 00:27:54.000]   People with faith live by faith.
[00:27:54.000 --> 00:27:57.440]   And the question for us all today is,
[00:27:57.440 --> 00:28:00.600]   are we living by faith?
[00:28:00.600 --> 00:28:02.720]   Do we live by faith?
[00:28:02.720 --> 00:28:04.760]   And by that, I don't just mean,
[00:28:04.760 --> 00:28:09.340]   have you believed that Jesus has died for the cross?
[00:28:09.340 --> 00:28:12.920]   That is an essential part of a faith.
[00:28:12.920 --> 00:28:16.560]   But faith doesn't just stop there looking back, right?
[00:28:16.560 --> 00:28:19.840]   The faith that Jesus, that Peter describes,
[00:28:19.840 --> 00:28:22.200]   isn't stuck with its head in the past.
[00:28:22.200 --> 00:28:25.800]   It believes that God is at work both here and now
[00:28:25.800 --> 00:28:29.680]   and in the future, just as he was in the past
[00:28:29.680 --> 00:28:31.440]   when Christ died on the cross.
[00:28:31.440 --> 00:28:33.520]   Peter calls us to look forward
[00:28:33.520 --> 00:28:36.200]   to God's final judgment in our fight against sin.
[00:28:36.200 --> 00:28:38.800]   He directs us to look forward to the end of all things
[00:28:38.800 --> 00:28:40.000]   in our love and service.
[00:28:40.000 --> 00:28:42.600]   And he points us to the hope of Christ's return
[00:28:42.600 --> 00:28:44.520]   as we endure in suffering.
[00:28:44.520 --> 00:28:46.160]   And the hope that Peter presents us
[00:28:46.160 --> 00:28:49.100]   is that God will continue to do good to us in the future.
[00:28:49.100 --> 00:28:52.600]   See, true faith believes in the cross,
[00:28:52.600 --> 00:28:54.720]   but not just as a historical fact.
[00:28:54.720 --> 00:28:59.000]   Faith believes that Christ has bought for us on the cross
[00:28:59.000 --> 00:29:02.300]   all of God's promises and all of God's blessings,
[00:29:02.300 --> 00:29:04.720]   that they all find their yes in Christ.
[00:29:04.720 --> 00:29:06.920]   True faith believes that the cross guarantees
[00:29:06.920 --> 00:29:09.040]   that God will always be good to us
[00:29:09.040 --> 00:29:11.920]   both now and for the rest of eternity.
[00:29:11.920 --> 00:29:13.800]   And if you have this kind of faith,
[00:29:13.800 --> 00:29:16.480]   it will necessarily change your life.
[00:29:16.480 --> 00:29:20.000]   You can't have true faith and be unchanged, right?
[00:29:20.000 --> 00:29:22.120]   If you truly believe that sin brings death,
[00:29:22.120 --> 00:29:26.840]   but God's will is life, then we will fight sin.
[00:29:26.840 --> 00:29:28.640]   When we find Christ more precious
[00:29:28.640 --> 00:29:30.000]   than all the riches of this world,
[00:29:30.000 --> 00:29:32.160]   than anything this world has to offer,
[00:29:32.160 --> 00:29:35.140]   when we truly believe that this light momentary affliction
[00:29:35.140 --> 00:29:37.500]   is preparing for us an eternal weight of glory
[00:29:37.500 --> 00:29:39.440]   beyond all comparison,
[00:29:39.440 --> 00:29:43.140]   we won't even be able to stop our souls from rejoicing.
[00:29:43.140 --> 00:29:45.100]   If we lose sight of that hope,
[00:29:45.100 --> 00:29:46.820]   if we try to obey God by our own strength
[00:29:46.820 --> 00:29:49.200]   rather than the strength that he supplies,
[00:29:49.200 --> 00:29:51.060]   that's how we will be discouraged.
[00:29:51.060 --> 00:29:52.220]   We'll be shaken and discouraged
[00:29:52.220 --> 00:29:53.980]   whenever we face any kind of trials
[00:29:53.980 --> 00:29:57.600]   because we're working on our own strength.
[00:29:57.600 --> 00:30:01.700]   And that's why Peter calls us to set our hope fully,
[00:30:01.700 --> 00:30:04.940]   our hope completely on the grace that will be brought to us
[00:30:04.940 --> 00:30:07.200]   at the revelation of Jesus Christ,
[00:30:07.200 --> 00:30:09.900]   so that we would live every day by faith,
[00:30:09.900 --> 00:30:11.900]   by the strength that God supplies.
[00:30:11.900 --> 00:30:13.580]   So are we living by faith?
[00:30:13.580 --> 00:30:17.380]   And if you can answer yes to that question, honestly,
[00:30:17.380 --> 00:30:19.240]   if the spirit is truly filling your hearts
[00:30:19.240 --> 00:30:22.060]   with hope and joy, then praise God.
[00:30:22.060 --> 00:30:24.180]   That is truly a work of God.
[00:30:24.180 --> 00:30:26.500]   That is his grace in you.
[00:30:26.500 --> 00:30:27.460]   And if that's the case,
[00:30:27.460 --> 00:30:31.060]   I encourage you brothers and sisters to press on in faith
[00:30:31.060 --> 00:30:33.180]   with the joy that's set before you.
[00:30:33.180 --> 00:30:34.620]   But if you're here feeling discouraged,
[00:30:34.620 --> 00:30:38.140]   thinking falling God really is tough.
[00:30:38.140 --> 00:30:39.640]   Christian life is exhausting.
[00:30:39.640 --> 00:30:41.140]   I don't know if I can do it.
[00:30:41.140 --> 00:30:44.660]   God's commands feel like a huge burden on me, a huge weight.
[00:30:44.660 --> 00:30:48.040]   If that's the case, then fix your eyes on Christ
[00:30:48.040 --> 00:30:50.040]   and he will give you rest.
[00:30:50.040 --> 00:30:51.580]   God's demands will seem heavy
[00:30:51.580 --> 00:30:53.860]   if you try to obey on your own strength.
[00:30:53.860 --> 00:30:56.620]   But when you trust God and when you love him,
[00:30:56.620 --> 00:30:58.420]   then his words will be sweeter than honey
[00:30:58.420 --> 00:31:00.380]   and more precious than gold.
[00:31:00.380 --> 00:31:01.940]   If you live by faith,
[00:31:01.940 --> 00:31:04.180]   then we will understand what Jesus meant when he said,
[00:31:04.180 --> 00:31:07.260]   "His yoke is easy and his burden is light."
[00:31:07.260 --> 00:31:09.380]   Seek him with all your heart today.
[00:31:09.380 --> 00:31:11.740]   God is waiting to be gracious to you
[00:31:11.740 --> 00:31:14.540]   and he exalts himself to show mercy to you.
[00:31:14.540 --> 00:31:17.820]   So are we living by faith?
[00:31:17.820 --> 00:31:20.280]   Does the hope of Christ guide our thoughts
[00:31:20.280 --> 00:31:22.540]   and mold every inch of our life?
[00:31:22.540 --> 00:31:25.020]   Does it compel us to obedience to good works,
[00:31:25.020 --> 00:31:30.020]   to boldness, for greater love and service to each other?
[00:31:30.160 --> 00:31:31.320]   Do you have that faith?
[00:31:31.320 --> 00:31:34.820]   I'll close by reminding us again
[00:31:34.820 --> 00:31:37.480]   of our hope from chapter one.
[00:31:37.480 --> 00:31:39.180]   On us all to reflect on this.
[00:31:39.180 --> 00:31:43.340]   Does this hope fill our hearts with inexpressible joy?
[00:31:43.340 --> 00:31:48.380]   Does it stir us to live boldly in obedience to God?
[00:31:48.380 --> 00:31:50.820]   I pray that this all will be an encouragement to us,
[00:31:50.820 --> 00:31:52.980]   that this hope, this reminder of this hope
[00:31:52.980 --> 00:31:55.200]   will spur us on to live by faith.
[00:31:57.960 --> 00:32:01.220]   Blessed be the God and Father of our Lord Jesus Christ.
[00:32:01.220 --> 00:32:02.940]   According to his great mercy,
[00:32:02.940 --> 00:32:06.060]   he has caused us to be born again to a living hope
[00:32:06.060 --> 00:32:09.220]   through the resurrection of Jesus Christ from the dead,
[00:32:09.220 --> 00:32:11.700]   to an inheritance that is imperishable,
[00:32:11.700 --> 00:32:13.940]   undefiled and unfading,
[00:32:13.940 --> 00:32:15.420]   kept in heaven for you,
[00:32:15.420 --> 00:32:17.980]   who by God's power are being guarded through faith
[00:32:17.980 --> 00:32:21.220]   for salvation ready to be revealed in the last time.
[00:32:21.220 --> 00:32:24.260]   In this you rejoice, though not now for a little while,
[00:32:24.260 --> 00:32:27.500]   if necessary, you've been grieved by various trials,
[00:32:27.500 --> 00:32:30.140]   so that the tested genuineness of your faith,
[00:32:30.140 --> 00:32:32.320]   more precious than gold that perishes,
[00:32:32.320 --> 00:32:34.400]   though it is tested by fire,
[00:32:34.400 --> 00:32:38.200]   would be found to result in praise and glory and honor
[00:32:38.200 --> 00:32:40.480]   at the revelation of Jesus Christ.
[00:32:40.480 --> 00:32:43.360]   Though you have not seen him, you love him.
[00:32:43.360 --> 00:32:46.160]   Though you do not now see him, you believe in him
[00:32:46.160 --> 00:32:48.680]   and rejoice with joy that is inexpressible
[00:32:48.680 --> 00:32:49.920]   and filled with glory,
[00:32:49.920 --> 00:32:52.280]   obtaining the outcome of your faith,
[00:32:52.280 --> 00:32:54.320]   the salvation of your souls.
[00:32:55.240 --> 00:32:57.500]   This is the true great grace of God.
[00:32:57.500 --> 00:32:58.800]   Let us stand for a minute.
[00:32:58.800 --> 00:33:00.620]   Let's pray.
[00:33:00.620 --> 00:33:04.560]   Father, we thank you that we have this hope
[00:33:04.560 --> 00:33:07.200]   that you have blessed us in Christ.
[00:33:07.200 --> 00:33:09.220]   Lord, we believe in you.
[00:33:09.220 --> 00:33:10.920]   Help our unbelief.
[00:33:10.920 --> 00:33:13.700]   Help us to fix our eyes firmly on the hope
[00:33:13.700 --> 00:33:15.860]   that is set before us in Christ.
[00:33:15.860 --> 00:33:18.580]   Lord, we are weak, but you are strong.
[00:33:18.580 --> 00:33:20.340]   Lord, you have saved us in Christ.
[00:33:20.340 --> 00:33:22.060]   You empower us by your spirit.
[00:33:22.060 --> 00:33:25.620]   We pray that you would have us follow Christ
[00:33:25.620 --> 00:33:29.560]   in his suffering, that we would endure by faith.
[00:33:29.560 --> 00:33:31.740]   Lord, we can't do this on our own,
[00:33:31.740 --> 00:33:33.940]   but we trust you that you are good,
[00:33:33.940 --> 00:33:36.820]   that in Christ, all the promises of God find their yes.
[00:33:36.820 --> 00:33:40.220]   So Lord, we pray this with confidence
[00:33:40.220 --> 00:33:42.060]   in the cross of Christ.
[00:33:42.060 --> 00:33:42.900]   Amen.

