
[00:00:00.000 --> 00:00:05.760]   Hi, everybody.
[00:22:57.160 --> 00:22:58.980]   And he wanted to invite him to church.
[00:22:58.980 --> 00:23:01.440]   And Ken was not a Christian yet.
[00:23:01.440 --> 00:23:02.940]   And Ken was like, come to church.
[00:23:02.940 --> 00:23:05.260]   You know, I think God can help you.
[00:23:05.260 --> 00:23:06.900]   It's because he came to our community.
[00:23:06.900 --> 00:23:13.560]   I mean, he saw what God's community can do, what God's people can do, what God's holy
[00:23:13.560 --> 00:23:17.360]   priesthood could do.
[00:23:17.360 --> 00:23:24.900]   Ken as a non-Christian invited Justin, a non-Christian, to come to SEP because he felt the community,
[00:23:24.900 --> 00:23:27.120]   the love of God.
[00:23:27.120 --> 00:23:30.200]   And that's what we've been called to do.
[00:23:30.200 --> 00:23:40.500]   We've been called to help people come out of darkness to see his light, to see his light.
[00:23:40.500 --> 00:23:46.220]   And so not only has Ken come to know Jesus, eventually me and Justin, he had a lot of
[00:23:46.220 --> 00:23:47.220]   questions.
[00:23:47.220 --> 00:23:49.640]   He was very curious about God.
[00:23:49.640 --> 00:23:57.040]   And after he went back to the UK, he also came into a loving relationship with Jesus.
[00:23:57.040 --> 00:24:03.340]   He came out of the spiritual darkness into the spiritual light.
[00:24:03.340 --> 00:24:12.560]   And so let me summarize what grace we have received from Jesus, that we have received
[00:24:12.560 --> 00:24:15.160]   a new identity.
[00:24:15.160 --> 00:24:24.580]   It's no longer lies and tangs and snell groves and chungs and engs and wongs.
[00:24:24.580 --> 00:24:28.580]   We are Christians.
[00:24:28.580 --> 00:24:34.060]   It's no longer lows and roths and fungs.
[00:24:34.060 --> 00:24:35.060]   We are Christians.
[00:24:35.060 --> 00:24:37.760]   We are part of the same family.
[00:24:37.760 --> 00:24:40.160]   We have a new identity.
[00:24:40.160 --> 00:24:45.420]   And that is found in Jesus Christ.
[00:24:45.420 --> 00:24:52.120]   Do you still see yourself as separated from God's family?
[00:24:52.120 --> 00:24:54.720]   Or do you have a new identity?
[00:24:54.720 --> 00:24:58.740]   And that is in Jesus Christ.
[00:24:58.740 --> 00:25:05.540]   What we need to do is come into obedience, submit to him, and be a part of this spiritual
[00:25:05.540 --> 00:25:08.880]   family.
[00:25:08.880 --> 00:25:14.020]   God's grace is that we have a new direction.
[00:25:14.020 --> 00:25:16.140]   We have a new spiritual direction.
[00:25:16.140 --> 00:25:18.640]   Jesus is our cornerstone.
[00:25:18.640 --> 00:25:21.280]   Cornerstone is the first stone you lay.
[00:25:21.280 --> 00:25:28.100]   And then after that, every stone goes according to that first cornerstone.
[00:25:28.100 --> 00:25:30.380]   Jesus is our new direction.
[00:25:30.380 --> 00:25:33.640]   Jesus has built up the body of Christ.
[00:25:33.640 --> 00:25:36.600]   We are the body of Christ.
[00:25:36.600 --> 00:25:38.180]   We have a new direction.
[00:25:38.180 --> 00:25:41.460]   We are not living for the earthly and the temporary.
[00:25:41.460 --> 00:25:44.800]   We are living for the eternal and the heavenly.
[00:25:44.800 --> 00:25:47.620]   We have a new direction.
[00:25:47.620 --> 00:25:50.060]   We have a new service.
[00:25:50.060 --> 00:25:57.940]   We are called to be priests, to mediate between us and God.
[00:25:57.940 --> 00:26:02.160]   Those who do not know God to God.
[00:26:02.160 --> 00:26:03.380]   We have a new service.
[00:26:03.380 --> 00:26:06.620]   We need to pray for those who do not know Jesus.
[00:26:06.620 --> 00:26:08.580]   We need to confess our own sins.
[00:26:08.580 --> 00:26:16.540]   We need to offer up our talents and our services to the Lord as holy and pleasing sacrifices
[00:26:16.540 --> 00:26:17.640]   to him.
[00:26:17.640 --> 00:26:20.300]   We have a new service.
[00:26:20.300 --> 00:26:23.340]   Are you willing to serve the Lord?
[00:26:23.340 --> 00:26:28.140]   No longer serve yourself, but serve the Lord.
[00:26:28.140 --> 00:26:31.940]   And lastly, we are a new people.
[00:26:31.940 --> 00:26:33.620]   We have a new covenant.
[00:26:33.620 --> 00:26:36.100]   Before it was God's chosen people.
[00:26:36.100 --> 00:26:42.780]   The Israelites, they had this calling to be a holy people.
[00:26:42.780 --> 00:26:45.180]   Chosen to serve God.
[00:26:45.180 --> 00:26:49.700]   And now this covenant is no longer just with the Israelites.
[00:26:49.700 --> 00:26:51.220]   It is with us.
[00:26:51.220 --> 00:26:55.980]   You, me, all of you on Zoom here.
[00:26:55.980 --> 00:26:59.780]   We are all part of God's holy nation.
[00:26:59.780 --> 00:27:03.140]   We have a new covenant.
[00:27:03.140 --> 00:27:14.060]   And this covenant is a calling to not just receive blessings from God, but to be a blessing.
[00:27:14.060 --> 00:27:21.220]   And so are you willing to be a blessing to those around you?
[00:27:21.220 --> 00:27:22.800]   Maybe it's your family.
[00:27:22.800 --> 00:27:25.220]   Be a blessing to them.
[00:27:25.220 --> 00:27:27.300]   Build them up.
[00:27:27.300 --> 00:27:31.340]   Help them to come one step closer towards Jesus.
[00:27:31.340 --> 00:27:34.860]   Maybe it's people at your workplace.
[00:27:34.860 --> 00:27:36.700]   It's often tricky, right?
[00:27:36.700 --> 00:27:40.500]   How do we share Jesus with those in the workplace?
[00:27:40.500 --> 00:27:46.980]   Connect with them, build trust, and set an example for them of the love and grace you've
[00:27:46.980 --> 00:27:49.980]   experienced from God.
[00:27:49.980 --> 00:27:54.220]   And so, do we have a new identity?
[00:27:54.220 --> 00:27:56.740]   Do we have a new direction?
[00:27:56.740 --> 00:27:59.540]   Do we have a new service?
[00:27:59.540 --> 00:28:04.220]   Do we have a new covenant with Christ?
[00:28:04.220 --> 00:28:06.300]   We're going to sing a song.
[00:28:06.300 --> 00:28:08.300]   It's called Cornerstone.
[00:28:08.300 --> 00:28:11.940]   Jesus is our cornerstone.
[00:28:11.940 --> 00:28:18.740]   He is the one that upholds our faith and builds us up.
[00:28:18.740 --> 00:28:19.740]   Let's pray.
[00:28:19.740 --> 00:28:26.240]   Heavenly Father, bless us so that we can be a blessing to others.
[00:28:26.240 --> 00:28:28.580]   Thank you for your grace, Father.
[00:28:28.580 --> 00:28:34.260]   We ask that you would help us to submit to you so that we can build others up.
[00:28:34.260 --> 00:28:38.780]   Call those who are in darkness into your wonderful light.

