
[00:00:00.000 --> 00:00:02.000]   Okay, good evening everybody.
[00:23:21.580 --> 00:23:25.740]   "so also wives should submit in everything
[00:23:25.740 --> 00:23:27.700]   "to their husbands.
[00:23:27.700 --> 00:23:31.380]   "Husbands, love your wives as Christ loved the church
[00:23:31.380 --> 00:23:33.680]   "and gave himself up for her,
[00:23:33.680 --> 00:23:35.760]   "that he might sanctify her,
[00:23:35.760 --> 00:23:40.500]   "having cleansed her by the washing of water with the word,
[00:23:40.500 --> 00:23:44.140]   "so that he might present the church to himself in splendor,
[00:23:44.140 --> 00:23:48.060]   "without spot or wrinkle or any such thing,
[00:23:48.060 --> 00:23:51.140]   "that she might be holy and without blemish.
[00:23:51.140 --> 00:23:55.480]   "In the same way, husbands should love their wives
[00:23:55.480 --> 00:23:57.300]   "as their own bodies.
[00:23:57.300 --> 00:24:00.640]   "He who loves his wife loves himself,
[00:24:00.640 --> 00:24:02.740]   "for no one ever hated his own flesh,
[00:24:02.740 --> 00:24:05.400]   "but nourishes and cherishes it,
[00:24:05.400 --> 00:24:07.620]   "just as Christ does the church,
[00:24:07.620 --> 00:24:10.500]   "because we are members of his body.
[00:24:10.500 --> 00:24:16.480]   "Therefore, a man should leave his father and mother,"
[00:24:16.720 --> 00:24:18.040]   not leave his wife,
[00:24:18.040 --> 00:24:20.700]   "Therefore, a man should leave his father and mother
[00:24:20.700 --> 00:24:22.960]   "and hold fast to his wife,
[00:24:22.960 --> 00:24:26.160]   "and the two shall become one flesh.
[00:24:26.160 --> 00:24:28.080]   "This mystery is profound,
[00:24:28.080 --> 00:24:30.100]   "and I am saying this,
[00:24:30.100 --> 00:24:32.920]   "that it refers to Christ and the church.
[00:24:32.920 --> 00:24:37.680]   "However, let each one of you love his wife as himself,
[00:24:37.680 --> 00:24:42.240]   "and let his wife see that she respects her husband."
[00:24:42.240 --> 00:24:45.880]   Right here in chapter five,
[00:24:45.880 --> 00:24:50.880]   we get a great imagery of what it means
[00:24:50.880 --> 00:24:53.460]   that Christ loves the church,
[00:24:53.460 --> 00:24:57.360]   and how a husband should love his wife.
[00:24:57.360 --> 00:25:01.920]   And here are five ways that Jesus loved the church.
[00:25:01.920 --> 00:25:03.760]   And the first thing that we see
[00:25:03.760 --> 00:25:08.760]   is that Jesus loved the church as the head, as the head.
[00:25:08.760 --> 00:25:11.380]   It said, right,
[00:25:11.380 --> 00:25:14.600]   "For the husband is the head of the wife,
[00:25:14.600 --> 00:25:17.840]   "even as Christ is the head of the church,
[00:25:17.840 --> 00:25:21.720]   "his body, and is himself its savior."
[00:25:21.720 --> 00:25:25.320]   What Jesus did was he took responsibility,
[00:25:25.320 --> 00:25:30.600]   took responsibility as the head of the church.
[00:25:30.600 --> 00:25:37.520]   And because we are sinners,
[00:25:37.520 --> 00:25:42.520]   he took the responsibility of our sin upon himself.
[00:25:44.000 --> 00:25:45.360]   And so the second thing we see
[00:25:45.360 --> 00:25:48.920]   is that Jesus is our savior, right?
[00:25:48.920 --> 00:25:53.920]   Jesus himself gave himself up to save us
[00:25:53.920 --> 00:25:56.160]   from the problem of sin.
[00:25:56.160 --> 00:25:57.860]   And we see that in the next slide,
[00:25:57.860 --> 00:26:03.760]   that Christ is the gap, he's the bridge.
[00:26:03.760 --> 00:26:07.000]   He died on the cross once and for all,
[00:26:07.000 --> 00:26:12.000]   so that this problem of sin would no longer be there,
[00:26:12.720 --> 00:26:16.580]   so that we could be reunited with our Father.
[00:26:16.580 --> 00:26:19.040]   Christ is the giver.
[00:26:19.040 --> 00:26:21.240]   He gave himself up.
[00:26:21.240 --> 00:26:25.440]   He gave up his body for the church.
[00:26:25.440 --> 00:26:27.680]   He gave it for us.
[00:26:27.680 --> 00:26:33.740]   And next, we see that he is the sanctifier and cleanser,
[00:26:33.740 --> 00:26:36.560]   sanctifier and cleanser.
[00:26:36.560 --> 00:26:40.360]   Jesus sanctifies us with his blood.
[00:26:40.360 --> 00:26:41.960]   He washes us clean.
[00:26:42.960 --> 00:26:47.960]   All right, he's trying to make us more and more like himself
[00:26:47.960 --> 00:26:52.560]   to become more and more like the Father.
[00:26:52.560 --> 00:26:56.840]   He is also the nourisher and cherisher, right?
[00:26:56.840 --> 00:26:59.140]   Just like in verse 29, it says,
[00:26:59.140 --> 00:27:01.920]   "For no one ever hated his own flesh,
[00:27:01.920 --> 00:27:04.760]   "but nourishes and cherishes it,"
[00:27:04.760 --> 00:27:07.240]   just as Christ does the church
[00:27:07.240 --> 00:27:11.120]   because we are members of his body.
[00:27:11.120 --> 00:27:15.720]   Christ cherishes the church and nourishes the church.
[00:27:15.720 --> 00:27:22.720]   These are the five ways that Christ loves the church.
[00:27:22.720 --> 00:27:29.760]   He's seeking for us to become more and more holy, right?
[00:27:29.760 --> 00:27:33.280]   He's nourishing us, sanctifying us,
[00:27:33.280 --> 00:27:38.000]   changing us so that we become more and more like him.
[00:27:38.000 --> 00:27:41.000]   So we repent of our sins.
[00:27:41.000 --> 00:27:43.640]   We stop following the ways of our flesh,
[00:27:43.640 --> 00:27:47.800]   but now we are free to follow,
[00:27:47.800 --> 00:27:51.380]   follow Jesus.
[00:27:51.380 --> 00:27:57.520]   And so how Christ loves the church is the same way
[00:27:57.520 --> 00:28:03.680]   how Paul says that husbands should love their wives.
[00:28:03.680 --> 00:28:08.080]   Husbands should love their wives as Jesus loved the church.
[00:28:09.080 --> 00:28:12.080]   Husbands should cherish their wives,
[00:28:12.080 --> 00:28:17.120]   love their wives,
[00:28:17.120 --> 00:28:24.080]   and wives should submit to their husbands
[00:28:24.080 --> 00:28:27.680]   as the church submits to Jesus.
[00:28:27.680 --> 00:28:31.800]   Do you recognize how loved you are?
[00:28:31.800 --> 00:28:36.040]   You're so loved that God,
[00:28:36.040 --> 00:28:41.040]   you're so loved that God took responsibility
[00:28:41.040 --> 00:28:43.920]   of the punishment that you and I deserve,
[00:28:43.920 --> 00:28:48.680]   died on the cross for us, gave up his life for us.
[00:28:48.680 --> 00:28:50.960]   He loves the church so much.
[00:28:50.960 --> 00:28:55.960]   You are so loved because you are members of God's church.
[00:29:01.200 --> 00:29:02.480]   And so the question is,
[00:29:02.480 --> 00:29:07.080]   are you acting like a loved son and daughter?
[00:29:07.080 --> 00:29:11.560]   Are you acting like a loved son and daughter?
[00:29:11.560 --> 00:29:15.320]   Or are you going out in the world,
[00:29:15.320 --> 00:29:18.040]   trying to fill your heart with things
[00:29:18.040 --> 00:29:24.640]   that will never satisfy, that will never satisfy?
[00:29:24.640 --> 00:29:30.760]   If you're acting like a loved son and daughter,
[00:29:31.480 --> 00:29:36.120]   you're no longer slaves to seeking love from all directions.
[00:29:36.120 --> 00:29:40.640]   But now you know you're loved,
[00:29:40.640 --> 00:29:42.920]   and you can instead go out there
[00:29:42.920 --> 00:29:47.920]   and be free to love others as Jesus loves them.
[00:29:47.920 --> 00:29:57.320]   One of the youth, he grew up,
[00:29:59.440 --> 00:30:01.240]   he grew up with his parents
[00:30:01.240 --> 00:30:04.240]   telling him about the 10 commandments
[00:30:04.240 --> 00:30:07.160]   every night almost, and God's judgment.
[00:30:07.160 --> 00:30:11.360]   And so he has this mindset
[00:30:11.360 --> 00:30:14.320]   that he always deserves punishment,
[00:30:14.320 --> 00:30:18.000]   that God is a God of wrath, right?
[00:30:18.000 --> 00:30:19.720]   God will punish you.
[00:30:19.720 --> 00:30:23.680]   And so he grew up like that in our church.
[00:30:25.280 --> 00:30:30.040]   And it was hard for him to recognize
[00:30:30.040 --> 00:30:32.400]   that God was a loving father.
[00:30:32.400 --> 00:30:37.160]   There was this one time we went hiking actually,
[00:30:37.160 --> 00:30:39.160]   and we were sitting together.
[00:30:39.160 --> 00:30:42.840]   And he was like, "Johnny, I'm so mad at God.
[00:30:42.840 --> 00:30:44.520]   "I'm so mad at God.
[00:30:44.520 --> 00:30:48.360]   "I deserve punishment."
[00:30:48.360 --> 00:30:53.360]   And he even said, "If God wants to punish me so bad,
[00:30:54.200 --> 00:30:56.600]   "He can just strike me down right now."
[00:30:56.600 --> 00:31:00.560]   And I'm just like, "Yo, buddy, just relax, man.
[00:31:00.560 --> 00:31:02.080]   "God loves you."
[00:31:02.080 --> 00:31:06.160]   And we went through some scripture.
[00:31:06.160 --> 00:31:10.680]   Actually, before, he only read the Old Testament
[00:31:10.680 --> 00:31:13.800]   'cause he was like, "Yeah, God is a God of wrath
[00:31:13.800 --> 00:31:15.400]   "and judgment."
[00:31:15.400 --> 00:31:18.480]   And so we started looking into the New Testament
[00:31:18.480 --> 00:31:21.240]   and who Jesus actually is.
[00:31:21.240 --> 00:31:22.720]   And actually, in the Old Testament,
[00:31:22.720 --> 00:31:25.080]   it also talks about God is love, right?
[00:31:25.080 --> 00:31:27.200]   But he only chose to read those parts
[00:31:27.200 --> 00:31:31.440]   of condemnation and judgment.
[00:31:31.440 --> 00:31:36.280]   And so as we started to look more and more
[00:31:36.280 --> 00:31:40.960]   through the New Testament and the Old Testament as well,
[00:31:40.960 --> 00:31:43.520]   to get a full picture of redemption,
[00:31:43.520 --> 00:31:47.160]   God's plan of redemption.
[00:31:47.160 --> 00:31:51.200]   God softened his heart.
[00:31:51.200 --> 00:31:53.280]   And God helped him to realize
[00:31:53.280 --> 00:31:59.720]   that he's not just a punishment, wrathful God,
[00:31:59.720 --> 00:32:02.920]   that he is also a loving God.
[00:32:02.920 --> 00:32:07.260]   He's just and he's love at the same time.
[00:32:07.260 --> 00:32:11.840]   And so once he started to realize that,
[00:32:11.840 --> 00:32:13.480]   "Wow, God is love.
[00:32:13.480 --> 00:32:17.100]   "God sent Jesus 'cause he loves us so much
[00:32:17.100 --> 00:32:19.020]   "to bring us back to him."
[00:32:20.120 --> 00:32:25.120]   Then he was able to start loving others.
[00:32:25.120 --> 00:32:29.960]   Before he was also very quick to condemn and judge others.
[00:32:29.960 --> 00:32:31.920]   Right, he was like, "Oh, these people are bad.
[00:32:31.920 --> 00:32:33.780]   "They deserve to be punished."
[00:32:33.780 --> 00:32:39.480]   And he's so loving now.
[00:32:39.480 --> 00:32:44.400]   In fact, he joined one of these non-Christian groups
[00:32:44.400 --> 00:32:48.700]   and he's trying to reach them.
[00:32:49.700 --> 00:32:52.260]   He joined some non-Christian group
[00:32:52.260 --> 00:32:55.700]   and he's praying for them and getting to know them
[00:32:55.700 --> 00:32:58.100]   and really trying to share God's love with them.
[00:32:58.100 --> 00:33:01.980]   This is a story of a kid
[00:33:01.980 --> 00:33:04.740]   who didn't understand that he was loved.
[00:33:04.740 --> 00:33:08.000]   And so he couldn't go out and love others.
[00:33:08.000 --> 00:33:11.440]   That once he recognized that he was a loved son,
[00:33:11.440 --> 00:33:17.380]   he was able to go out and love others
[00:33:17.380 --> 00:33:22.380]   and share love of others, love of God to others.
[00:33:22.380 --> 00:33:27.400]   And that's what we're doing here at this church as well
[00:33:27.400 --> 00:33:28.720]   through this outreach.
[00:33:28.720 --> 00:33:32.040]   We wanna reach out to our community.
[00:33:32.040 --> 00:33:37.340]   Those who don't have masks, we wanna supply it to them.
[00:33:37.340 --> 00:33:39.980]   We wanna go out in the love of Christ.
[00:33:39.980 --> 00:33:44.020]   And that's something that we can all join in.
[00:33:44.020 --> 00:33:46.800]   We can all join in.
[00:33:47.800 --> 00:33:52.160]   And so to conclude, here are some application points.
[00:33:52.160 --> 00:33:57.160]   The first is, have you been adopted as a son and daughter?
[00:33:57.160 --> 00:34:00.840]   Have you been adopted as a son and daughter?
[00:34:00.840 --> 00:34:05.120]   Do you recognize that you are a child of God?
[00:34:05.120 --> 00:34:09.580]   If you haven't confessed Jesus to be the Lord
[00:34:09.580 --> 00:34:13.220]   and Savior of your life, you can do that.
[00:34:13.220 --> 00:34:15.280]   You can do that tonight.
[00:34:16.460 --> 00:34:20.160]   And ask Jesus into your life to be a Lord and Savior
[00:34:20.160 --> 00:34:22.580]   and to become a child of God.
[00:34:22.580 --> 00:34:28.680]   The second thing is, do you recognize the love of God?
[00:34:28.680 --> 00:34:34.600]   God loves you so much that he's willing to die for you.
[00:34:34.600 --> 00:34:40.560]   God sent him to die on the cross for our sins,
[00:34:40.560 --> 00:34:42.580]   the punishment that we deserve.
[00:34:43.540 --> 00:34:47.020]   Do you recognize how much God loves you?
[00:34:47.020 --> 00:34:50.740]   You are loved and you are adopted.
[00:34:50.740 --> 00:34:55.660]   And if you are loved and adopted,
[00:34:55.660 --> 00:35:00.660]   are you acting like adopted, loved sons and daughters of God?
[00:35:00.660 --> 00:35:10.100]   You know, we're in a society right now with so much fear,
[00:35:11.460 --> 00:35:13.820]   fear of this virus that is going on.
[00:35:13.820 --> 00:35:19.620]   But God did not give us a spirit of fear,
[00:35:19.620 --> 00:35:23.520]   he gave us a spirit of power, of love.
[00:35:23.520 --> 00:35:30.900]   Can we go out there and be his love?
[00:35:30.900 --> 00:35:34.080]   Share the hope of Jesus Christ.
[00:35:34.080 --> 00:35:37.580]   People need the message of hope
[00:35:37.580 --> 00:35:40.400]   of the love of Jesus Christ more than ever.
[00:35:41.400 --> 00:35:46.280]   In a time of fear, in time of hopelessness,
[00:35:46.280 --> 00:35:49.640]   can we be his light?
[00:35:49.640 --> 00:35:54.360]   Go out and shine forth, be a city on the hill.
[00:35:54.360 --> 00:35:58.880]   And the fourth thing is, are we reaching out
[00:35:58.880 --> 00:35:59.920]   with the love of God?
[00:35:59.920 --> 00:36:02.000]   Are we reaching out with the love of God?
[00:36:02.000 --> 00:36:04.680]   How did Jesus reach out?
[00:36:04.680 --> 00:36:08.240]   He touched the leper.
[00:36:08.240 --> 00:36:10.740]   He spent time with the tax collectors.
[00:36:10.740 --> 00:36:15.780]   He had compassion upon those who are poor.
[00:36:15.780 --> 00:36:19.720]   Can we go out with the love of Christ?
[00:36:19.720 --> 00:36:23.360]   Because we know we are loved ourselves.
[00:36:23.360 --> 00:36:26.160]   We're not out there to try and gain God's favor
[00:36:26.160 --> 00:36:28.920]   and gain, you know, make ourselves feel good.
[00:36:28.920 --> 00:36:30.680]   No, we are already loved.
[00:36:30.680 --> 00:36:33.120]   We are already loved children of God.
[00:36:34.560 --> 00:36:39.560]   Can we go out there and be the hands and feet of Jesus?
[00:36:39.560 --> 00:36:43.700]   And I encourage you to join this outreach.
[00:36:43.700 --> 00:36:47.120]   Pray for the people in our city
[00:36:47.120 --> 00:36:54.020]   that God would heal our city and help us.
[00:36:54.020 --> 00:36:57.640]   So let's pray.
[00:36:57.640 --> 00:36:59.720]   Heavenly Father, we thank you
[00:36:59.720 --> 00:37:01.760]   that through your word you remind us
[00:37:01.760 --> 00:37:05.800]   that we are adopted and that we are loved.
[00:37:05.800 --> 00:37:10.800]   Help us to go out as your adopted sons and daughters
[00:37:10.800 --> 00:37:14.420]   to shine forth your light and your love
[00:37:14.420 --> 00:37:16.880]   to our city and to the rest of the world.
[00:37:16.880 --> 00:37:19.520]   In Christ's name we pray, amen.
[00:37:19.520 --> 00:37:29.520]   [BLANK_AUDIO]

