
[00:00:00.000 --> 00:00:07.000]   Alright, how's everybody tonight?
[00:23:22.360 --> 00:23:23.880]   We're constantly thinking about work.
[00:23:23.880 --> 00:23:25.400]   Joseph loves to think about work.
[00:23:25.400 --> 00:23:27.800]   That's how he gets to sleep.
[00:23:27.800 --> 00:23:28.800]   He told me.
[00:23:28.800 --> 00:23:31.320]   I'm not putting words in his mouth.
[00:23:31.320 --> 00:23:38.760]   But work, the preacher says, "Work is pain and grief because we can't rest.
[00:23:38.760 --> 00:23:43.000]   We're constantly thinking about it."
[00:23:43.000 --> 00:23:46.760]   And so that's why he's disgusted with life.
[00:23:46.760 --> 00:23:48.920]   Well, he doesn't say disgusted.
[00:23:48.920 --> 00:23:51.280]   He says vanity and meaningless.
[00:23:51.280 --> 00:23:55.000]   You just put a fancy title to catch your attention.
[00:23:55.000 --> 00:23:58.520]   He's disgusted with life because pleasure is meaningless.
[00:23:58.520 --> 00:24:00.040]   He's tried everything.
[00:24:00.040 --> 00:24:02.940]   Everything he set his eyes on, he's tried.
[00:24:02.940 --> 00:24:05.920]   Everything his heart has wanted, he's tried it.
[00:24:05.920 --> 00:24:10.960]   But at the end of the day, it's nothing.
[00:24:10.960 --> 00:24:13.760]   He's tried wisdom, the wise way of living.
[00:24:13.760 --> 00:24:16.200]   But at the end, we all have the same fate.
[00:24:16.200 --> 00:24:17.360]   What's the point?
[00:24:17.360 --> 00:24:19.640]   He's tried work.
[00:24:19.640 --> 00:24:25.000]   But what's the point of work and storing up treasures when you don't know where this treasure
[00:24:25.000 --> 00:24:29.680]   is going to go?
[00:24:29.680 --> 00:24:36.400]   He makes it seem as if life, there's no point.
[00:24:36.400 --> 00:24:41.040]   We should all just give up right now.
[00:24:41.040 --> 00:24:43.460]   And that's how he sets us up.
[00:24:43.460 --> 00:24:47.600]   He sets it up where everything is doom and gloom.
[00:24:47.600 --> 00:24:50.560]   He ends with a conclusion.
[00:24:50.560 --> 00:24:52.680]   Let's read this conclusion together.
[00:24:52.680 --> 00:24:53.680]   Let's read it.
[00:24:53.680 --> 00:24:55.520]   Therefore, ready, set, go.
[00:24:55.520 --> 00:25:02.040]   Therefore is nothing better for a person than that he should eat and drink and find enjoyment
[00:25:02.040 --> 00:25:03.920]   in his toil.
[00:25:03.920 --> 00:25:07.520]   This also I saw from the hand of God.
[00:25:07.520 --> 00:25:12.680]   For apart from him, who can eat and who can have enjoyment?
[00:25:12.680 --> 00:25:18.600]   For the one who pleases him, God has given wisdom and knowledge and joy.
[00:25:18.600 --> 00:25:24.920]   But to the sinner, he has given the business of gathering and collecting only to give to
[00:25:24.920 --> 00:25:27.240]   the one who pleases God.
[00:25:27.240 --> 00:25:32.560]   This also is vanity and a striving after the wind.
[00:25:32.560 --> 00:25:36.280]   So he's been for how many chapters?
[00:25:36.280 --> 00:25:38.040]   24 chapters.
[00:25:38.040 --> 00:25:39.640]   Kobe Bryant time, right?
[00:25:39.640 --> 00:25:44.120]   For 24 chapters, he's been talking about life is meaningless.
[00:25:44.120 --> 00:25:51.520]   And then he, at the end, he throws in three verses to try and catch you off guard.
[00:25:51.520 --> 00:25:53.360]   And this is what he says.
[00:25:53.360 --> 00:25:59.280]   It's interesting because the first thing we notice is that he believes in God.
[00:25:59.280 --> 00:26:01.560]   He believes in God.
[00:26:01.560 --> 00:26:03.200]   And what does he believe about God?
[00:26:03.200 --> 00:26:13.880]   He believes that God has given us this ability to eat and drink and have satisfaction.
[00:26:13.880 --> 00:26:18.560]   He has given this ability to us.
[00:26:18.560 --> 00:26:21.080]   It's not random.
[00:26:21.080 --> 00:26:27.120]   It's not just randomness.
[00:26:27.120 --> 00:26:28.120]   There was a design.
[00:26:28.120 --> 00:26:29.600]   There was a purpose.
[00:26:29.600 --> 00:26:31.440]   Somebody allowed it to happen.
[00:26:31.440 --> 00:26:36.960]   There was an intelligent designer that allowed this to happen.
[00:26:36.960 --> 00:26:43.840]   And so the first thing he says, how to make the most of your life, my first point is to
[00:26:43.840 --> 00:26:52.360]   recognize that God has given us the ability to eat and drink and find satisfaction in
[00:26:52.360 --> 00:26:55.000]   our work.
[00:26:55.000 --> 00:27:01.040]   And I wanna invite Winnie and Ricky to come up and share about how they have experienced
[00:27:01.040 --> 00:27:09.640]   God and how God has given them the ability to eat and drink and find satisfaction.
[00:27:09.640 --> 00:27:12.640]   Let's give them a hand.
[00:27:12.640 --> 00:27:18.160]   - Hi.
[00:27:18.160 --> 00:27:24.840]   So we are here to share about how good it is to be able to eat and drink.
[00:27:24.840 --> 00:27:27.000]   And we like eating, don't we?
[00:27:27.000 --> 00:27:28.000]   We like eating.
[00:27:28.000 --> 00:27:33.720]   And just about two months ago, we actually went to a staycation, staying in this hotel
[00:27:33.720 --> 00:27:34.720]   in May.
[00:27:34.720 --> 00:27:40.560]   And throughout the two days in the hotel, we did nothing, just eating, eating, and eating.
[00:27:40.560 --> 00:27:42.920]   Yeah, it's so enjoyable.
[00:27:42.920 --> 00:27:45.160]   And God allowed us to do that.
[00:27:45.160 --> 00:27:51.240]   And it's amazing because at that time, we didn't know that something is happening.
[00:27:51.240 --> 00:27:52.760]   We have no idea.
[00:27:52.760 --> 00:27:57.680]   And we do know that very soon, we are going to have another staycation, just a different
[00:27:57.680 --> 00:27:59.680]   type of staycation.
[00:27:59.680 --> 00:28:05.240]   So it all happened on the 26th of June.
[00:28:05.240 --> 00:28:07.640]   It was a Sunday evening.
[00:28:07.640 --> 00:28:12.840]   Our family had a family dinner with Tony's family, and we totally enjoyed it.
[00:28:12.840 --> 00:28:15.440]   It was late in the night when we partied.
[00:28:15.440 --> 00:28:19.120]   And on the way to the car park, I was walking behind him.
[00:28:19.120 --> 00:28:22.960]   And when I looked at him, he walked as if he's pretty tired.
[00:28:22.960 --> 00:28:28.520]   He's as if he wasn't lifting his left leg up properly.
[00:28:28.520 --> 00:28:32.480]   So we asked him, and he said, "I have no problem.
[00:28:32.480 --> 00:28:34.040]   I'm fine."
[00:28:34.040 --> 00:28:35.680]   So we didn't let him drive.
[00:28:35.680 --> 00:28:37.400]   Our son Chester drove home.
[00:28:37.400 --> 00:28:40.640]   But when we arrived at home, he actually threw up, right?
[00:28:40.640 --> 00:28:42.560]   He threw up a little bit.
[00:28:42.560 --> 00:28:43.560]   And then what did he say?
[00:28:43.560 --> 00:28:47.680]   He said, "Oh, I'm having travel sickness because I'm used to be the driver.
[00:28:47.680 --> 00:28:50.400]   I'm not used to sitting at the back."
[00:28:50.400 --> 00:28:56.040]   So he was complaining about the driving skills of his son.
[00:28:56.040 --> 00:28:57.040]   So we brushed it aside.
[00:28:57.040 --> 00:28:59.640]   We brushed it aside, and we went home.
[00:28:59.640 --> 00:29:02.480]   And of course, I was the first one to grab the bathroom.
[00:29:02.480 --> 00:29:03.480]   I took a bath.
[00:29:03.480 --> 00:29:05.920]   I changed into my pajamas, and I sat there.
[00:29:05.920 --> 00:29:12.840]   It was like 10 to 15 minutes before the clock strikes 12, and that would be my serbath Monday.
[00:29:12.840 --> 00:29:17.640]   And I'm totally relaxed, enjoying my time there, winding down.
[00:29:17.640 --> 00:29:20.720]   And then he went into the bathroom to take a bath.
[00:29:20.720 --> 00:29:26.880]   And out of the blue, I got this idea in my head, popped him up suddenly, and I said,
[00:29:26.880 --> 00:29:30.320]   "I should take him to the hospital for a checkup."
[00:29:30.320 --> 00:29:36.200]   And strange enough, as lazy as I am, I got up onto my feet.
[00:29:36.200 --> 00:29:40.720]   I get myself changed even before he finished his bath.
[00:29:40.720 --> 00:29:43.400]   And when he came out from the bathroom, I said, "I'm taking you to the hospital for
[00:29:43.400 --> 00:29:44.400]   a check now."
[00:29:44.400 --> 00:29:45.400]   And he said, "Why?
[00:29:45.400 --> 00:29:46.400]   I have no problem."
[00:29:46.400 --> 00:29:49.640]   So, we went to the hospital.
[00:29:49.640 --> 00:29:53.500]   It was like 10 minutes past midnight.
[00:29:53.500 --> 00:29:59.400]   We were in the private hospital, and I explained my concern.
[00:29:59.400 --> 00:30:04.160]   And the doctor checked on him, examined him, and the doctor said, "Whoa, he's fine.
[00:30:04.160 --> 00:30:06.440]   He has no problem."
[00:30:06.440 --> 00:30:15.200]   But I cannot preclude that he might have had a minor stroke earlier on when he threw up.
[00:30:15.200 --> 00:30:23.640]   So, if you are keen to have a brain scan, because I asked for a brain scan, yeah, you
[00:30:23.640 --> 00:30:26.000]   can do it, but it's not worth doing it right now.
[00:30:26.000 --> 00:30:27.000]   You can wait till the morning.
[00:30:27.000 --> 00:30:28.000]   It's not urgent.
[00:30:28.000 --> 00:30:31.520]   He might have recovered by himself already, this minor stroke, because he's not perfectly
[00:30:31.520 --> 00:30:32.520]   okay.
[00:30:32.520 --> 00:30:36.520]   But it's good to find out whether he has had a minor stroke.
[00:30:36.520 --> 00:30:38.520]   So he said, "Okay, I'm going home."
[00:30:38.520 --> 00:30:39.760]   I said, "No, you're not going home.
[00:30:39.760 --> 00:30:40.760]   You're staying here in the hospital.
[00:30:40.760 --> 00:30:44.440]   And tomorrow morning, you're going to get a scan."
[00:30:44.440 --> 00:30:49.000]   So in the morning, the nurses asked him, "Why are you hospitalized, and what did you tell
[00:30:49.000 --> 00:30:50.000]   them?"
[00:30:50.000 --> 00:30:56.200]   And I told her that my family was watching queer behavior, queer manner.
[00:30:56.200 --> 00:30:58.280]   So the nurse said, "I don't think so.
[00:30:58.280 --> 00:30:59.280]   You are all okay.
[00:30:59.280 --> 00:31:01.520]   You are normal.
[00:31:01.520 --> 00:31:03.680]   So I don't understand why you are here."
[00:31:03.680 --> 00:31:07.120]   Yeah, the nurse said he's all right.
[00:31:07.120 --> 00:31:13.080]   And then a neurologist came, actually a specialist came, and examined all over again.
[00:31:13.080 --> 00:31:18.920]   And he also considered that he's pretty normal, absolutely okay.
[00:31:18.920 --> 00:31:21.440]   So I was pressing and pressing for a brain scan.
[00:31:21.440 --> 00:31:27.740]   But since he's a normal patient, his scanning was kept being deferred.
[00:31:27.740 --> 00:31:33.400]   And it wasn't until 21 minutes past six, I think, in the evening, that he started to
[00:31:33.400 --> 00:31:35.480]   go into that room for a scan.
[00:31:35.480 --> 00:31:40.240]   And because I kept pressing to see the doctor, so the doctor came up to see me, it was like
[00:31:40.240 --> 00:31:41.880]   6.40.
[00:31:41.880 --> 00:31:43.240]   He was still in the room.
[00:31:43.240 --> 00:31:50.440]   MRI report wasn't out yet, but the doctor invited me to go and sit in front of a computer
[00:31:50.440 --> 00:31:53.120]   and look at the scan real time.
[00:31:53.120 --> 00:31:54.940]   And I saw this image.
[00:31:54.940 --> 00:31:57.160]   So can you interpret that?
[00:31:57.160 --> 00:32:05.480]   Actually, all that gray band over that little element, instead of a walnut in the skull,
[00:32:05.480 --> 00:32:07.560]   were blood.
[00:32:07.560 --> 00:32:13.960]   On the right, it was two, according to the report afterwards, on the right, the belt
[00:32:13.960 --> 00:32:16.660]   measures 2.44 cm.
[00:32:16.660 --> 00:32:20.240]   On the left, the belt measures 1.41 cm.
[00:32:20.240 --> 00:32:23.040]   And it's like a helmet all around his head.
[00:32:23.040 --> 00:32:28.900]   And if you look at the front scan, actually, the blood went all down to the eyebrow.
[00:32:28.900 --> 00:32:37.280]   So his brain was like being filled up by blood, taking up at least 25 to 30% of the space
[00:32:37.280 --> 00:32:39.040]   of his original size.
[00:32:39.040 --> 00:32:40.280]   So that was what happened.
[00:32:40.280 --> 00:32:45.160]   I feel really sorry for this poor neurologist, because in the morning, on a Monday morning,
[00:32:45.160 --> 00:32:50.840]   he went into the hospital, he ran into this patient who is perfectly normal and okay.
[00:32:50.840 --> 00:32:54.880]   And then he has a paranoid wife who kept pressing for an MRI scan.
[00:32:54.880 --> 00:32:56.480]   This wife is paranoid.
[00:32:56.480 --> 00:33:00.920]   But by the evening, when she looked at this scan, she didn't even raise her eyebrow.
[00:33:00.920 --> 00:33:02.880]   She said, "Oh, there's a lot of blood."
[00:33:02.880 --> 00:33:05.120]   And she's insanely calm.
[00:33:05.120 --> 00:33:11.760]   So he decided to do something to help me realize the significance of the situation.
[00:33:11.760 --> 00:33:14.880]   And he said, "Does he have any other family members?"
[00:33:14.880 --> 00:33:15.880]   "Yeah."
[00:33:15.880 --> 00:33:16.880]   He got two sons.
[00:33:16.880 --> 00:33:18.480]   "Are they in Hong Kong?"
[00:33:18.480 --> 00:33:19.480]   "Yeah."
[00:33:19.480 --> 00:33:21.480]   "Should I ask them to come over?"
[00:33:21.480 --> 00:33:22.480]   "Of course."
[00:33:22.480 --> 00:33:25.480]   Okay, rush our sons over.
[00:33:25.480 --> 00:33:28.880]   That's his instruction that he need an operation.
[00:33:28.880 --> 00:33:34.400]   So I think it was around seven, he came up back to the ward.
[00:33:34.400 --> 00:33:36.280]   And he looked a little bit perplexed.
[00:33:36.280 --> 00:33:38.320]   "Got blood in my brain?
[00:33:38.320 --> 00:33:39.320]   A lot?"
[00:33:39.320 --> 00:33:41.400]   Yeah, a lot.
[00:33:41.400 --> 00:33:50.840]   And so I sent the photo over to my sons, because the MRI report is actually not yet even printed.
[00:33:50.840 --> 00:33:55.280]   I just took a picture, a photo from the screen monitor.
[00:33:55.280 --> 00:33:58.240]   And my son Ryan actually sent it over to his doctor friends.
[00:33:58.240 --> 00:34:01.160]   And the doctor friends says, "Every minute counts.
[00:34:01.160 --> 00:34:02.160]   Every minute counts.
[00:34:02.440 --> 00:34:03.840]   This hospital is so slow.
[00:34:03.840 --> 00:34:08.440]   You immediately rush him over to casualty in a public hospital and get the surgery done
[00:34:08.440 --> 00:34:11.200]   immediately to remove the blood."
[00:34:11.200 --> 00:34:12.840]   And I said, "Son, hold on.
[00:34:12.840 --> 00:34:16.800]   While we're waiting for the papers to be discharged, let me make a call."
[00:34:16.800 --> 00:34:24.480]   So I called our friend who is the parent of Chester, our eldest son, one of his best friends
[00:34:24.480 --> 00:34:25.480]   in school.
[00:34:25.480 --> 00:34:27.520]   And we called that parent.
[00:34:27.520 --> 00:34:32.800]   And we just made it in time, because he was a professor, head of a heart center in Bat
[00:34:32.800 --> 00:34:34.160]   Tibbs Hospital.
[00:34:34.160 --> 00:34:38.280]   He was about to go into operation theater himself.
[00:34:38.280 --> 00:34:40.720]   We just catch him in time.
[00:34:40.720 --> 00:34:41.720]   So he immediately...
[00:34:41.720 --> 00:34:42.720]   - Postponed it.
[00:34:42.720 --> 00:34:43.720]   - Yeah.
[00:34:43.720 --> 00:34:45.760]   He just make all the arrangements.
[00:34:45.760 --> 00:34:48.840]   In 20 minutes, he gave me a call.
[00:34:48.840 --> 00:34:49.840]   He has everything.
[00:34:49.840 --> 00:34:51.200]   Everything is done.
[00:34:51.200 --> 00:34:52.960]   So it's so smooth.
[00:34:52.960 --> 00:34:53.960]   It's so smooth.
[00:34:53.960 --> 00:34:54.960]   And there's no worries.
[00:34:55.080 --> 00:35:01.320]   Because if he has gone into the theater, then we will be running around asking for surgeons
[00:35:01.320 --> 00:35:03.000]   and so on and so forth.
[00:35:03.000 --> 00:35:11.160]   So anyway, that's what happened that night in around, I think, 8 o'clock or so, a little
[00:35:11.160 --> 00:35:12.160]   bit past 8.
[00:35:12.160 --> 00:35:13.160]   - 8 o'clock, okay.
[00:35:13.160 --> 00:35:17.880]   - The director of ICU of Bat Tibbs Hospital rushed over.
[00:35:17.880 --> 00:35:26.080]   And he was here to escort him on an ambulance to the hospital on the current site for surgery.
[00:35:26.080 --> 00:35:32.320]   And when he arrived, we as a family was actually standing around the bed, chatting.
[00:35:32.320 --> 00:35:34.800]   And he practically jumped.
[00:35:34.800 --> 00:35:39.320]   Maybe not as Bonnie.
[00:35:39.320 --> 00:35:40.320]   He actually...
[00:35:40.320 --> 00:35:41.840]   It made him jump.
[00:35:41.840 --> 00:35:45.600]   He totally jumped up and said, "Oh my goodness, this is a patient?
[00:35:45.600 --> 00:35:46.760]   You really scared me.
[00:35:46.760 --> 00:35:49.000]   Why are you not lying on the bed?
[00:35:49.000 --> 00:35:50.400]   This is very dangerous.
[00:35:50.400 --> 00:35:52.400]   This is something very dangerous to do.
[00:35:52.400 --> 00:35:56.240]   Please, please, please, immediately get back onto the bed and lie down, not sit down.
[00:35:56.240 --> 00:36:00.960]   And from this moment onward, you're not to lay your feet onto the ground again.
[00:36:00.960 --> 00:36:04.400]   And even when the ambulance come, we're going to transfer you through a stretcher.
[00:36:04.400 --> 00:36:07.360]   You should not move at all," he said.
[00:36:07.360 --> 00:36:08.840]   You should not move at all.
[00:36:08.840 --> 00:36:14.200]   But, well, he has been moving around for a long time, okay?
[00:36:14.200 --> 00:36:16.200]   With all those blood in his head.
[00:36:16.200 --> 00:36:19.320]   And then he set up the things and he measured the blood pressure.
[00:36:19.320 --> 00:36:22.320]   Let's check on his memory, see whether he's okay.
[00:36:22.320 --> 00:36:24.200]   I think it's about more than...
[00:36:24.200 --> 00:36:25.200]   Greater than 180.
[00:36:25.200 --> 00:36:26.200]   His blood pressure is very high.
[00:36:26.200 --> 00:36:27.200]   Blood pressure was over 180.
[00:36:27.200 --> 00:36:28.200]   Yeah, but I don't feel any dizziness.
[00:36:28.200 --> 00:36:29.200]   I feel okay.
[00:36:29.200 --> 00:36:30.200]   There is no numbness.
[00:36:30.200 --> 00:36:31.200]   There is no headache.
[00:36:31.200 --> 00:36:32.200]   Everything is normal.
[00:36:32.200 --> 00:36:33.200]   Any headache?
[00:36:33.200 --> 00:36:34.200]   No headache.
[00:36:34.200 --> 00:36:35.200]   Any dizziness?
[00:36:35.200 --> 00:36:36.200]   Anything numb?
[00:36:36.200 --> 00:36:37.200]   No.
[00:36:37.200 --> 00:36:38.200]   He is very normal.
[00:36:38.200 --> 00:36:51.920]   So just think of anyone with a blood pressure of over 180, yeah, and he's still normal.
[00:36:51.920 --> 00:36:56.360]   And the doctor explained that the high blood pressure was result because of super high
[00:36:56.360 --> 00:36:59.960]   pressure inside the skull because of all those blood.
[00:36:59.960 --> 00:37:07.360]   Anyway, so we got onto the ambulance and let's check on his memory again.
[00:37:07.360 --> 00:37:10.320]   Who did the most talking on the ambulance?
[00:37:10.320 --> 00:37:15.640]   On the journey from Singapore Hospital to the Petro-Circuital, the consultant of the
[00:37:15.640 --> 00:37:23.240]   ICU of Petro-Circuital just together with me in the ambulance, I talked with him over
[00:37:23.240 --> 00:37:24.240]   the...
[00:37:24.240 --> 00:37:26.720]   On another journey and I do all the...
[00:37:26.720 --> 00:37:28.080]   I do most of the talking.
[00:37:28.080 --> 00:37:29.080]   He was...
[00:37:29.080 --> 00:37:30.080]   He could not stop talking.
[00:37:30.080 --> 00:37:33.360]   He was talking and talking, chatting and chatting throughout.
[00:37:33.360 --> 00:37:34.360]   With the doctor.
[00:37:34.360 --> 00:37:36.680]   And he answered phones and texted and...
[00:37:36.680 --> 00:37:40.520]   Because a lot of people, Sister and Brothers in Church, are horrified at the news and people
[00:37:40.520 --> 00:37:41.520]   are asking me, "Is this alert?
[00:37:41.520 --> 00:37:42.520]   Is this conscious?"
[00:37:42.520 --> 00:37:45.680]   It's not just alert and conscious, it was talking and talking.
[00:37:45.680 --> 00:37:48.160]   And he was very jolly, actually.
[00:37:48.160 --> 00:37:52.400]   So we arrived at the hospital, get everything checked and...
[00:37:52.400 --> 00:37:54.040]   Oh, yeah.
[00:37:54.040 --> 00:37:59.440]   The doctor actually asked what's the cause of that blood, the bleeding.
[00:37:59.440 --> 00:38:03.360]   And he asked him, "Have you hit your head in the past week?"
[00:38:03.360 --> 00:38:05.240]   We said, "No, definitely not."
[00:38:05.240 --> 00:38:07.440]   "How about in the past two or three weeks?"
[00:38:07.440 --> 00:38:09.200]   We said, "No, definitely not."
[00:38:09.200 --> 00:38:10.520]   He said, "No, it's impossible.
[00:38:10.520 --> 00:38:15.920]   There must be caused by some hitting on the head."
[00:38:15.920 --> 00:38:21.320]   And eventually we realised it was actually two long months ago, not two to three weeks
[00:38:21.320 --> 00:38:22.320]   ago.
[00:38:22.320 --> 00:38:23.320]   Two months ago, yeah.
[00:38:23.320 --> 00:38:25.520]   What happened on the 29th of April?
[00:38:25.520 --> 00:38:26.520]   Yeah.
[00:38:26.520 --> 00:38:34.040]   In the afternoon, I drove my car out of the car park of the PP, particular place.
[00:38:34.040 --> 00:38:37.920]   And I collided with the tail of the Norway.
[00:38:37.920 --> 00:38:40.660]   The Norway is coming down, I'm waking up.
[00:38:40.660 --> 00:38:47.400]   So it is quite lucky for me, or thanks God, we don't have head-to-head condition.
[00:38:47.400 --> 00:38:50.520]   Otherwise, the consequences cannot be imagined.
[00:38:50.520 --> 00:38:53.900]   But the airbags, both airbags actually popped out.
[00:38:53.900 --> 00:38:57.360]   So the force was strong.
[00:38:57.360 --> 00:39:01.720]   But he said he's not hurt.
[00:39:01.720 --> 00:39:02.840]   And we did our part.
[00:39:02.840 --> 00:39:06.040]   We forced him to go to the hospital for a checkup.
[00:39:06.040 --> 00:39:07.960]   And the hospital checked him over.
[00:39:07.960 --> 00:39:10.880]   And the hospital released him and said he is fine.
[00:39:10.880 --> 00:39:12.740]   And he's actually fine.
[00:39:12.740 --> 00:39:20.720]   If every minute counts, I counted roughly, it was about 85,200 minutes has passed.
[00:39:20.720 --> 00:39:24.880]   And he was running around carrying those blood in his brain.
[00:39:24.880 --> 00:39:30.520]   And we went to a staycation, eating and eating and drinking, allowed by God, enjoying life.
[00:39:30.520 --> 00:39:34.880]   He did a lot of things those two weeks.
[00:39:34.880 --> 00:39:39.880]   And there were, according to the doctor, there were bleeding on various locations throughout
[00:39:39.880 --> 00:39:41.880]   those two months.
[00:39:41.880 --> 00:39:50.200]   Anyway, so the next photo I want to show you is the photo we took just the very moment
[00:39:50.200 --> 00:39:53.480]   before he went into the surgery room.
[00:39:53.480 --> 00:39:57.680]   So we were allowed to go into the ICU to see him two by two.
[00:39:57.680 --> 00:40:00.200]   So that's why we took pictures two by two.
[00:40:00.200 --> 00:40:02.840]   And I lay down on him and prayed for him.
[00:40:02.840 --> 00:40:09.160]   And then I hope you agree with me that do you see panic in our eyes?
[00:40:09.160 --> 00:40:11.600]   Do you see worries in our eyes?
[00:40:11.600 --> 00:40:12.800]   We are actually smiling.
[00:40:12.800 --> 00:40:17.400]   And when I show this photo to one of the sister in my clan, she actually said, it looked more
[00:40:17.400 --> 00:40:21.360]   like you're going into a delivery room about to deliver a baby.
[00:40:21.360 --> 00:40:27.040]   I praised the Lord for giving us that supernatural peace.
[00:40:27.040 --> 00:40:30.400]   It's absolutely supernatural peace.
[00:40:30.400 --> 00:40:34.000]   Are you afraid at that moment?
[00:40:34.000 --> 00:40:35.320]   I wasn't afraid.
[00:40:35.320 --> 00:40:39.280]   And then he went into the operation theatre.
[00:40:39.280 --> 00:40:43.480]   We went downstairs to wait for the surgery to be done.
[00:40:43.480 --> 00:40:49.000]   A lot of loving brothers and sisters did not sleep that night lifting us up in prayers
[00:40:49.000 --> 00:40:54.320]   because the surgery was started like 15 minutes past midnight.
[00:40:54.320 --> 00:41:00.400]   And Bella actually called me and then she said, how come you sounded a lot calmer than
[00:41:00.400 --> 00:41:01.400]   I do?
[00:41:01.400 --> 00:41:05.640]   So because we are not afraid, we really are not afraid.
[00:41:05.640 --> 00:41:07.160]   Why am I not afraid?
[00:41:07.480 --> 00:41:14.120]   When I look at that much blood in the brain, I know that it was God who has sustained him
[00:41:14.120 --> 00:41:15.480]   over the past two months.
[00:41:15.480 --> 00:41:21.640]   If God has sustained him over the past two months, why should he not sustain him on this
[00:41:21.640 --> 00:41:22.640]   day?
[00:41:22.640 --> 00:41:23.640]   Why?
[00:41:23.640 --> 00:41:25.120]   I cannot think of a reason why.
[00:41:25.120 --> 00:41:28.560]   And if God is for us, who can be against us?
[00:41:28.560 --> 00:41:30.040]   Yeah, thanks.
[00:41:30.040 --> 00:41:35.960]   I feel so thankful for the Lord, not just for everything going so smooth, also for the
[00:41:35.960 --> 00:41:39.240]   supernatural peace that we are experiencing.
[00:41:39.240 --> 00:41:40.760]   Okay, question.
[00:41:40.760 --> 00:41:44.880]   Why did God allow us to wait that long for this scan?
[00:41:44.880 --> 00:41:49.240]   We waited for 18 hours before the scan was done.
[00:41:49.240 --> 00:41:50.880]   Guess what?
[00:41:50.880 --> 00:41:54.660]   Next slide, please.
[00:41:54.660 --> 00:42:00.720]   On that very Monday, my son was taking his pre-wedding photo on the beach with the whole
[00:42:00.720 --> 00:42:01.980]   crew.
[00:42:01.980 --> 00:42:06.240]   So he kept testing us and asking for results of the scan, and he said he didn't even start
[00:42:06.240 --> 00:42:07.900]   to do his scan.
[00:42:07.900 --> 00:42:14.380]   And the scan was only done by the time they finished the shooting.
[00:42:14.380 --> 00:42:16.900]   All things work for good for those who love God.
[00:42:16.900 --> 00:42:19.420]   This really amazing grace, we really thank God.
[00:42:19.420 --> 00:42:21.700]   All the timing, everything were in God's hand.
[00:42:21.700 --> 00:42:22.700]   He's sovereign.
[00:42:22.700 --> 00:42:26.220]   He's totally sovereign, so praise the Lord.
[00:42:26.220 --> 00:42:36.340]   And the last photo I want to show you is the photo we took as we left the hospital five
[00:42:36.340 --> 00:42:37.340]   days after the surgery.
[00:42:37.340 --> 00:42:39.540]   Actually, oh, can I ask you a question?
[00:42:39.540 --> 00:42:45.060]   Do you still remember what time did you send out your first text message after the surgery?
[00:42:45.060 --> 00:42:52.140]   When I was sent out from the surgery theater, I sent out my first message to my family.
[00:42:52.140 --> 00:42:55.220]   It is about half past seven in the morning.
[00:42:55.220 --> 00:43:00.940]   We finished this operation three in the, 3 a.m., and four and a half hours later, this
[00:43:00.940 --> 00:43:03.660]   guy is texting his family.
[00:43:03.660 --> 00:43:06.860]   And in the morning, in less than 12 hours, he's eating and drinking again.
[00:43:06.860 --> 00:43:10.140]   He's eating and drinking in the hospital again.
[00:43:10.140 --> 00:43:14.900]   And he could get off his bed, there's any brain damage on you.
[00:43:14.900 --> 00:43:19.980]   Actually, the doctor explained that the danger of his case was that a lot of people with
[00:43:19.980 --> 00:43:24.380]   that much blood in their brain would have passed out, and then they never woke up again,
[00:43:24.380 --> 00:43:26.180]   they would just pass away.
[00:43:26.180 --> 00:43:31.020]   And another possibility was that they would probably, even after surgery, they could have
[00:43:31.020 --> 00:43:35.980]   brain damage because the brain stem is being pressed so much.
[00:43:35.980 --> 00:43:38.580]   But this did not happen to us.
[00:43:38.580 --> 00:43:43.620]   And so we took a selfie as we left the hospital because my son said it really felt like a
[00:43:43.620 --> 00:43:44.620]   staycation.
[00:43:44.620 --> 00:43:51.380]   We have great family time over the week, a lot of family time, and I continue to water
[00:43:51.380 --> 00:43:53.740]   my plants during that week.
[00:43:53.740 --> 00:43:58.660]   I bake some scones, I make tea.
[00:43:58.660 --> 00:44:02.660]   People ask me whether it's a roller coaster week for me, I would say no.
[00:44:02.660 --> 00:44:10.260]   For me, I think it's a joyful week because God has revealed himself to us in our family.
[00:44:10.260 --> 00:44:14.180]   And I think that something great, something exciting is coming our way.
[00:44:14.180 --> 00:44:16.820]   I praise the Lord for that.
[00:44:16.820 --> 00:44:19.100]   And what do you have to say about this vacation?
[00:44:19.340 --> 00:44:28.380]   Yes, I would like to say that it's my feeling that nothing should be taken for granted.
[00:44:28.380 --> 00:44:30.540]   Nothing should be taken for granted.
[00:44:30.540 --> 00:44:33.660]   So we have to praise God.
[00:44:33.660 --> 00:44:41.820]   And I also like to praise God for his mercy and protection for me and for my family.
[00:44:41.820 --> 00:44:48.380]   And I also like to thank the church members who put me in their prayers.
[00:44:48.380 --> 00:44:55.580]   I know that when I was receiving the surgery in the early morning, some of the church members
[00:44:55.580 --> 00:44:57.100]   would not sleep.
[00:44:57.100 --> 00:44:58.700]   They say prayers for me.
[00:44:58.700 --> 00:44:59.700]   A lot of people were asleep.
[00:44:59.700 --> 00:45:06.540]   A lot of people just praying for me until my surgery is over.
