
[00:00:00.000 --> 00:00:08.120]   I'm excited about tonight.
[00:28:02.540 --> 00:28:06.380]   I'm supposed to love them like I would love my own kids."
[00:28:06.380 --> 00:28:10.740]   And suddenly, I just had this love.
[00:28:10.740 --> 00:28:12.140]   And I was like everyone else.
[00:28:12.140 --> 00:28:14.740]   Yeah, this is a picture of me.
[00:28:14.740 --> 00:28:22.420]   This was during our trip to Ethiopia on our 20-year anniversary.
[00:28:22.420 --> 00:28:26.700]   So just like seven years ago, we're like, "Gosh, all our greatest times are when we
[00:28:26.700 --> 00:28:28.580]   go out and serve."
[00:28:28.580 --> 00:28:33.700]   And so we go, "Okay, I haven't been to Ethiopia yet and we've been volunteering there, serving
[00:28:33.700 --> 00:28:34.700]   there."
[00:28:34.700 --> 00:28:42.020]   And this girl, I mean, I've never seen anyone like that, that bad.
[00:28:42.020 --> 00:28:45.420]   I've seen a lot of poverty, but not like that.
[00:28:45.420 --> 00:28:48.780]   And I remember just, I didn't know if I could touch her.
[00:28:48.780 --> 00:28:53.580]   I didn't know, you know, when I asked the leader, I go, you know, and her stomach was
[00:28:53.580 --> 00:28:54.580]   distended.
[00:28:54.580 --> 00:28:57.700]   That means like her organs were already eating themselves.
[00:28:57.700 --> 00:29:03.140]   And he just said, "She's not going to live no matter what we do."
[00:29:03.140 --> 00:29:04.940]   I said, "But can I pray for her?"
[00:29:04.940 --> 00:29:07.820]   He goes, "Oh, yeah, you can pray for her."
[00:29:07.820 --> 00:29:08.820]   And I just begged God.
[00:29:08.820 --> 00:29:12.500]   I said, "Oh, God, can you save her?
[00:29:12.500 --> 00:29:17.160]   Just keep her alive long enough to worship you."
[00:29:17.160 --> 00:29:20.620]   And there were thousands of kids like this.
[00:29:20.620 --> 00:29:25.100]   Just you know, her brothers, sisters, they're all dead.
[00:29:25.100 --> 00:29:26.100]   It's just weird.
[00:29:26.100 --> 00:29:32.020]   I've been on trips where I just watched mothers screaming like crazy because their child just
[00:29:32.020 --> 00:29:35.580]   died.
[00:29:35.580 --> 00:29:37.620]   But I think I sent the next picture too.
[00:29:37.620 --> 00:29:40.700]   You can go to the next slide.
[00:29:40.700 --> 00:29:45.900]   That's her, the same girl a few years ago.
[00:29:45.900 --> 00:29:55.020]   And I can't tell you the thrill of going, you know, that day we were chasing each other
[00:29:55.020 --> 00:29:56.020]   around.
[00:29:56.020 --> 00:29:59.980]   We were playing tag and she's just laughing, laughing, laughing.
[00:29:59.980 --> 00:30:05.020]   Then we have a worship service and I just see her with her hands up in the air worshiping
[00:30:05.020 --> 00:30:06.020]   Jesus.
[00:30:06.020 --> 00:30:09.140]   I go, "God, that's the one thing I prayed for.
[00:30:09.140 --> 00:30:14.620]   Have her live so she could be used to worship you."
[00:30:14.620 --> 00:30:18.140]   There's no way I can explain to you.
[00:30:18.140 --> 00:30:25.180]   I mean, I'm trying to explain it to you, but I can't have you taste what it's like to chase
[00:30:25.180 --> 00:30:32.300]   a girl like that around and play tag with her and listen to her laugh and know that
[00:30:32.300 --> 00:30:38.060]   had we not gone on that trip, she would have died.
[00:30:38.060 --> 00:30:40.100]   And she should have died.
[00:30:40.100 --> 00:30:43.580]   And there's thousands more and sometimes we get there too late.
[00:30:43.580 --> 00:30:46.700]   But it's the joy.
[00:30:46.700 --> 00:30:48.420]   It's the joy.
[00:30:48.420 --> 00:30:51.420]   It doesn't compare.
[00:30:51.420 --> 00:30:56.020]   You know, when I came home from Africa the first time, I told my wife, I go, "You don't
[00:30:56.020 --> 00:30:57.020]   understand.
[00:30:57.020 --> 00:31:00.140]   These kids, they make me so happy."
[00:31:00.140 --> 00:31:02.100]   It's not like I feel guilty.
[00:31:02.100 --> 00:31:04.500]   I go, "I just, I want to give whatever we can."
[00:31:04.500 --> 00:31:09.940]   And we didn't have very much, but we had a house.
[00:31:09.940 --> 00:31:14.300]   And I was like, "Do you mind if we sell our house?
[00:31:14.300 --> 00:31:18.620]   You know, we can just move into a trailer or something like that."
[00:31:18.620 --> 00:31:22.420]   I said, "Because these kids, I have to do something for them.
[00:31:22.420 --> 00:31:25.700]   I want to do something for them."
[00:31:25.700 --> 00:31:30.380]   And my wife, you know, at that time I think she was maybe pregnant with our third or we
[00:31:30.380 --> 00:31:32.060]   had at least two.
[00:31:32.060 --> 00:31:37.860]   And she goes, "Well, it's not, I didn't go with you on the trip.
[00:31:37.860 --> 00:31:41.740]   So I don't feel what you're feeling.
[00:31:41.740 --> 00:31:47.700]   But if you think God wants us to sell our house, then let's do it."
[00:31:47.700 --> 00:31:53.180]   And so that day we went out looking for trailer parks and trailers to live in and sold our
[00:31:53.180 --> 00:31:57.540]   home and found a smaller place to live in.
[00:31:57.540 --> 00:32:04.300]   And the joy of being able to help these people.
[00:32:04.300 --> 00:32:12.340]   And then I remember, gosh, probably 12, 13 years ago, you know, we kept giving and seeing
[00:32:12.340 --> 00:32:14.700]   the results and we kept getting happier.
[00:32:14.700 --> 00:32:22.580]   I remember one time after a service, I'm going, "God, there's so many rich people in our church."
[00:32:22.580 --> 00:32:30.380]   I go, "But if they really believed in heaven, why wouldn't they be giving it all away?
[00:32:30.380 --> 00:32:33.020]   Because you say this is forever.
[00:32:33.020 --> 00:32:39.380]   And everything I give you, you're going to reward me for a hundredfold forever.
[00:32:39.380 --> 00:32:40.380]   That's a good investment."
[00:32:40.380 --> 00:32:42.620]   Okay?
[00:32:42.620 --> 00:32:46.500]   And so I go, "If they believe that, why won't they give more?
[00:32:46.500 --> 00:32:50.020]   Why do they have to live so luxuriously?
[00:32:50.020 --> 00:32:54.900]   Why can't they just live like a normal person and give the rest of the money if they believe
[00:32:54.900 --> 00:32:57.140]   in heaven?"
[00:32:57.140 --> 00:33:03.780]   And in my prayer, I go, "God," at the end, I said, "God, either change him," I said,
[00:33:03.780 --> 00:33:05.260]   "or you can make me rich."
[00:33:05.260 --> 00:33:09.980]   Seriously, this was my prayer.
[00:33:09.980 --> 00:33:15.900]   And I told God, "If you make me rich, I will still live the same way.
[00:33:15.900 --> 00:33:17.660]   I won't spend any of it.
[00:33:17.660 --> 00:33:25.980]   I'll give it all away because I am so happy knowing you that money won't change me.
[00:33:25.980 --> 00:33:30.100]   Money can't make me happier."
[00:33:30.100 --> 00:33:35.460]   And I just kind of said that like I wasn't that serious to say, "Change them or make
[00:33:35.460 --> 00:33:40.780]   me rich and I'll give it all away and show the world that it doesn't matter."
[00:33:40.780 --> 00:33:45.340]   And the next year, I made a million dollars.
[00:33:45.340 --> 00:33:52.180]   US, not just a little Hong Kong million, like US million.
[00:33:52.180 --> 00:33:53.900]   And I'm going, "What?"
[00:33:53.900 --> 00:33:57.340]   Because I wrote a book I didn't know I could write.
[00:33:57.340 --> 00:33:59.780]   My English was terrible.
[00:33:59.780 --> 00:34:06.940]   My math was awesome, but my Chinese, you know, but the English was horrible.
[00:34:06.940 --> 00:34:10.620]   And then I write a book and it becomes a bestseller.
[00:34:10.620 --> 00:34:12.540]   And I'm going, "What?"
[00:34:12.540 --> 00:34:15.180]   And they go, "Yeah, you'll have...
[00:34:15.180 --> 00:34:19.180]   Looks like you'll have millions of dollars coming in."
[00:34:19.180 --> 00:34:25.260]   And I told my wife, I'm like, "We're not touching any of it."
[00:34:25.260 --> 00:34:29.660]   I told God, "If you made me rich, I don't want it.
[00:34:29.660 --> 00:34:31.500]   I'll give it all away."
[00:34:31.500 --> 00:34:37.020]   And immediately, we signed over all the royalties, you know, to a nonprofit and just saying,
[00:34:37.020 --> 00:34:44.140]   you know, we spend the last, I don't know, 10 years or so just giving away millions of
[00:34:44.140 --> 00:34:46.700]   dollars around the world.
[00:34:46.700 --> 00:34:51.820]   And that's why I feel like we're the happiest people in the world.
[00:34:51.820 --> 00:34:56.460]   And we still drove the same old car, same old clothes.
[00:34:56.460 --> 00:34:58.780]   I mean, this is the only...
[00:34:58.780 --> 00:35:03.460]   This is the only time I've ever preached in a suit, you know, like, because I heard that's
[00:35:03.460 --> 00:35:06.820]   what you do.
[00:35:06.820 --> 00:35:07.820]   And I just bought this.
[00:35:07.820 --> 00:35:10.620]   I had the same suit for 20 years.
[00:35:10.620 --> 00:35:13.620]   And then my second, third daughter just got married.
[00:35:13.620 --> 00:35:18.220]   So we bought this for $100.
[00:35:18.220 --> 00:35:24.500]   But before the suit, I just wore the same old clothes because it's like, it doesn't
[00:35:24.500 --> 00:35:26.780]   matter.
[00:35:26.780 --> 00:35:34.020]   For me to live is Christ and to die is gain.
[00:35:34.020 --> 00:35:35.020]   This is why...
[00:35:35.020 --> 00:35:38.100]   How much time do I have?
[00:35:38.100 --> 00:35:39.100]   I'm okay?
[00:35:39.100 --> 00:35:41.500]   Okay, I'll tell one more story.
[00:35:41.500 --> 00:35:44.260]   Okay, all right.
[00:35:44.260 --> 00:35:53.380]   Like when I read in the book of Luke, in the book of Luke, Jesus is talking to rich people.
[00:35:53.380 --> 00:35:59.020]   In Luke 18, you remember the story of the rich young ruler?
[00:35:59.020 --> 00:36:07.260]   And the rich young ruler comes to Jesus and he says, "What do I have to do to go to heaven?"
[00:36:07.260 --> 00:36:12.860]   And Jesus answered him in a way that we wouldn't.
[00:36:12.860 --> 00:36:14.860]   He says, "Well, have you obeyed the commands?"
[00:36:14.860 --> 00:36:17.500]   And the guy's like, "Yeah, yeah, I obeyed them."
[00:36:17.500 --> 00:36:21.100]   And then Jesus says something crazy.
[00:36:21.100 --> 00:36:25.060]   I mean, this man is just asking, "How do I go to heaven?"
[00:36:25.060 --> 00:36:33.100]   And Jesus, "Sell everything you have and give it to the poor."
[00:36:33.100 --> 00:36:41.180]   And the man, it says, he walked away sad because he had so much.
[00:36:41.180 --> 00:36:50.100]   See that's the way some people respond when we ask them to give to those who are in need.
[00:36:50.100 --> 00:36:57.100]   They almost get sad, like, "Ugh, give to the poor."
[00:36:57.100 --> 00:36:59.420]   And for this man, it was everything.
[00:36:59.420 --> 00:37:07.220]   And the Son of God asked him to do it and he was sad because he felt like someone's
[00:37:07.220 --> 00:37:14.380]   taking away something I love.
[00:37:14.380 --> 00:37:20.740]   But then in the very next chapter, after Jesus says, "Oh, it's so hard for the rich to enter
[00:37:20.740 --> 00:37:22.580]   the kingdom of heaven.
[00:37:22.580 --> 00:37:27.300]   It's easier for a camel to go through the eye of a needle than for a rich man to enter
[00:37:27.300 --> 00:37:30.060]   the gates of heaven."
[00:37:30.060 --> 00:37:36.100]   But then in the next chapter, in the next chapter, there's a man named Zacchaeus.
[00:37:36.100 --> 00:37:45.580]   And the Bible specifically says in Luke 19, in verse 2, "There was a man named Zacchaeus.
[00:37:45.580 --> 00:37:51.900]   He was a chief tax collector and was rich."
[00:37:51.900 --> 00:37:56.740]   And he was seeking to see who Jesus was, but on account of the crowd, he couldn't because
[00:37:56.740 --> 00:37:57.740]   he was small.
[00:37:57.740 --> 00:38:02.980]   So he ran on ahead, climbed up a sycamore tree.
[00:38:02.980 --> 00:38:08.540]   And then, you know, Jesus sees him and says, "Get down, I want to come to your house."
[00:38:08.540 --> 00:38:10.860]   And you know the story, Zacchaeus is like, "What?
[00:38:10.860 --> 00:38:11.860]   Jesus?
[00:38:11.860 --> 00:38:15.220]   Jesus is going to come to my house?"
[00:38:15.220 --> 00:38:18.460]   He gets so excited.
[00:38:18.460 --> 00:38:24.280]   So he came down and received him joyfully.
[00:38:24.280 --> 00:38:32.120]   And then in verse 8, "Zacchaeus stood and said to the Lord, 'Behold, Lord, half of my
[00:38:32.120 --> 00:38:35.120]   goods I give to the poor.
[00:38:35.120 --> 00:38:41.980]   And if I have defrauded anyone of anything, I restore it fourfold.'
[00:38:41.980 --> 00:38:47.100]   And Jesus said to him, 'Today salvation has come to this house.'"
[00:38:47.100 --> 00:38:52.100]   Remember, Jesus says it's hard for the rich.
[00:38:52.100 --> 00:38:58.660]   But then here it says he's a rich man and he goes, "Salvation has come to this house."
[00:38:58.660 --> 00:39:02.700]   What's crazy is you don't even have a record of Jesus saying, "Well, give to the poor."
[00:39:02.700 --> 00:39:06.900]   Zacchaeus just goes, "I can't believe you're in my house.
[00:39:06.900 --> 00:39:08.220]   You're in my house.
[00:39:08.220 --> 00:39:10.220]   The Son of God is in my house.
[00:39:10.220 --> 00:39:14.020]   Okay, everyone, half of everything I own goes to the poor.
[00:39:14.020 --> 00:39:16.020]   And I know I've stolen money from some of you.
[00:39:16.020 --> 00:39:20.580]   I'll give you four times as much back with the rest of my money."
[00:39:20.580 --> 00:39:25.620]   And Jesus just sees Zacchaeus and goes, "Salvation has come to this house."
[00:39:25.620 --> 00:39:30.180]   Do you see the difference in the attitude?
[00:39:30.180 --> 00:39:34.340]   One person is looking at his money going, "Oh, I don't know.
[00:39:34.340 --> 00:39:35.700]   I don't know.
[00:39:35.700 --> 00:39:37.060]   I don't know."
[00:39:37.060 --> 00:39:38.420]   You're asking for everything.
[00:39:38.420 --> 00:39:40.460]   I don't know.
[00:39:40.460 --> 00:39:46.340]   The other person, Zacchaeus is like, "Jesus, you're Jesus.
[00:39:46.340 --> 00:39:47.620]   You're the Son of God.
[00:39:47.620 --> 00:39:49.460]   You want to come into my house?
[00:39:49.460 --> 00:39:50.460]   Seriously?
[00:39:50.460 --> 00:39:51.860]   Oh my gosh, this is crazy.
[00:39:51.860 --> 00:39:53.700]   Here, take all my money.
[00:39:53.700 --> 00:39:54.980]   You guys, I know I stole from you.
[00:39:54.980 --> 00:39:55.980]   Here's the money."
[00:39:55.980 --> 00:39:59.420]   He's not thinking about his money.
[00:39:59.420 --> 00:40:04.220]   He's looking at Jesus and going, "I can't believe you're willing to come into my house."
[00:40:04.220 --> 00:40:15.620]   You see, when you really understand who Jesus is, when you've really tasted and you really
[00:40:15.620 --> 00:40:21.820]   go, "Wait, so Jesus, you went earth.
[00:40:21.820 --> 00:40:23.340]   And then the earth just showed up?"
[00:40:23.340 --> 00:40:26.420]   He's like, "Yeah, yeah, that's what I did."
[00:40:26.420 --> 00:40:31.460]   "Oh my gosh, and you're in my house.
[00:40:31.460 --> 00:40:33.060]   Like you seriously, what did you do?
[00:40:33.060 --> 00:40:34.060]   You just said light?"
[00:40:34.060 --> 00:40:36.100]   He goes, "Yeah, I just said light."
[00:40:36.100 --> 00:40:38.820]   And just, "That's it?"
[00:40:38.820 --> 00:40:42.580]   And then light, like the sun, "Well, how did it?"
[00:40:42.580 --> 00:40:46.180]   And now you're in my house.
[00:40:46.180 --> 00:40:49.700]   Of course I'm not thinking about my money.
[00:40:49.700 --> 00:40:54.140]   Of course I'm not thinking about retirement.
[00:40:54.140 --> 00:40:59.020]   You spoke the world into existence and now you're about to go to the cross and you're
[00:40:59.020 --> 00:41:01.620]   going to die for me?
[00:41:01.620 --> 00:41:07.540]   To pay for everything I've done wrong?
[00:41:07.540 --> 00:41:09.620]   Because you want me?
[00:41:09.620 --> 00:41:13.340]   Because Jesus, you want me?
[00:41:13.340 --> 00:41:16.580]   You want relationship?
[00:41:16.580 --> 00:41:20.780]   You want to know me?
[00:41:20.780 --> 00:41:24.620]   My own dad didn't want to know me.
[00:41:24.620 --> 00:41:28.860]   And you who spoke the world into existence, you're going to die on a cross because you
[00:41:28.860 --> 00:41:32.560]   want me?
[00:41:32.560 --> 00:41:36.060]   This is crazy.
[00:41:36.060 --> 00:41:40.420]   This is insane.
[00:41:40.420 --> 00:41:46.020]   That's why a few million dollars, you're talking about money?
[00:41:46.020 --> 00:41:48.620]   You think I care about money?
[00:41:48.620 --> 00:41:56.100]   Man, I go, "God, thank you.
[00:41:56.100 --> 00:41:57.100]   Thank you.
[00:41:57.100 --> 00:42:02.520]   You gave me a gift.
[00:42:02.520 --> 00:42:06.220]   You opened my eyes."
[00:42:06.220 --> 00:42:10.180]   And now money, nothing matters.
[00:42:10.180 --> 00:42:12.740]   You have it all.
[00:42:12.740 --> 00:42:18.940]   Because for me to live is Christ and to die is gain.
[00:42:18.940 --> 00:42:32.980]   And I'm praying that some of you would be honest enough to admit, "Wow, I feel more
[00:42:32.980 --> 00:42:36.860]   like the rich young ruler than I do Zacchaeus.
[00:42:36.860 --> 00:42:38.380]   I'm looking at all these things.
[00:42:38.380 --> 00:42:43.340]   I didn't have to give up to really follow Jesus and I still love them all.
[00:42:43.340 --> 00:42:48.500]   And I don't know if I'm ready to follow him.
[00:42:48.500 --> 00:42:54.260]   But I see Zacchaeus and now you're explaining who Jesus is?"
[00:42:54.260 --> 00:43:01.420]   And I'm going, "Wow, he really did that for me?"
[00:43:01.420 --> 00:43:08.340]   And maybe tonight he's going to open your eyes because I prayed that.
[00:43:08.340 --> 00:43:14.580]   For some of you, maybe you're like a lot of the people in the church I grew up with where
[00:43:14.580 --> 00:43:19.500]   you did things, you obeyed things.
[00:43:19.500 --> 00:43:26.740]   You didn't do anything super evil, you know, all the thou shall not command, you got them
[00:43:26.740 --> 00:43:27.740]   down.
[00:43:27.740 --> 00:43:30.040]   You stayed away from those things.
[00:43:30.040 --> 00:43:37.380]   But this joy of tasting God and going, "Oh, I love him.
[00:43:37.380 --> 00:43:41.000]   I just want to leave this earth and be with him.
[00:43:41.000 --> 00:43:46.240]   Jesus, please come because I miss you.
[00:43:46.240 --> 00:43:48.200]   I just want to be with you.
[00:43:48.200 --> 00:43:53.880]   I just want to hold you and experience you even more."
[00:43:53.880 --> 00:43:55.480]   That's what I'm praying for.
[00:43:56.360 --> 00:44:07.800]   In fact, even right now, I'm going to pray that God would give some of you the gift.
[00:44:07.800 --> 00:44:12.600]   I'm not asking you to give, okay?
[00:44:12.600 --> 00:44:15.160]   I'm going to ask God to give.
[00:44:15.160 --> 00:44:20.680]   I want him to give you sight like Zacchaeus.
[00:44:20.680 --> 00:44:26.920]   I want him to give you generosity like the Macedonians.
[00:44:26.920 --> 00:44:41.400]   Father, right now, I praise you.
[00:44:41.400 --> 00:44:58.280]   I worship you for opening up my eyes to how beautiful you are, for giving me generosity.
[00:44:58.280 --> 00:45:11.480]   God, I was just as selfish as anyone until you opened my eyes to what a treasure I have
[00:45:11.480 --> 00:45:16.040]   in Jesus.
[00:45:16.040 --> 00:45:21.280]   Money is ridiculous to me now, Lord.
[00:45:21.280 --> 00:45:24.680]   That's a gift from you.
[00:45:24.680 --> 00:45:38.200]   And I pray for my new friends in this room that you would pour your grace out on them,
[00:45:38.200 --> 00:45:49.880]   that they would see you even now as we worship you, that they would taste of you.
[00:45:49.880 --> 00:46:15.560]   Holy Spirit, please fall on this room.
[00:46:15.560 --> 00:46:19.320]   In Jesus' name we pray, amen.
[00:46:19.320 --> 00:46:29.320]   [BLANK_AUDIO]

