
[00:00:00.000 --> 00:00:02.000]  今個weekend係easter weekend
[00:23:03.200 --> 00:23:05.200]  His response
[00:23:05.200 --> 00:23:08.200]  My Lord and my God
[00:23:08.200 --> 00:23:10.200]  所以我們看到
[00:23:10.200 --> 00:23:14.200]  Thomas went from doubt to faith
[00:23:14.200 --> 00:23:16.200]  From doubt to faith
[00:23:16.200 --> 00:23:20.200]  我們現在邀請Nixon上來
[00:23:20.200 --> 00:23:22.200]  你上了港府多久?
[00:23:22.200 --> 00:23:24.200]  一兩年
[00:23:24.200 --> 00:23:28.200]  你之前有沒有回教會?
[00:23:28.200 --> 00:23:30.200]  我有
[00:23:30.200 --> 00:23:32.200]  都跟家人回
[00:23:32.200 --> 00:23:35.200]  為什麼會過來港府?
[00:23:35.200 --> 00:23:42.200]  因為之前教會的少年組沒有了
[00:23:42.200 --> 00:23:44.200]  我哥哥帶我回來
[00:23:44.200 --> 00:23:47.200]  你是在找一個youth service
[00:23:47.200 --> 00:23:49.200]  youth community
[00:23:49.200 --> 00:23:51.200]  你將來想讀什麼?
[00:23:51.200 --> 00:23:53.200]  或者做什麼?
[00:23:53.200 --> 00:23:57.200]  可能讀手藝
[00:23:57.200 --> 00:24:01.200]  和動物相關
[00:24:01.200 --> 00:24:03.200]  你最喜歡什麼?
[00:24:03.200 --> 00:24:04.200]  狗還是貓?
[00:24:04.200 --> 00:24:05.200]  狗
[00:24:05.200 --> 00:24:07.200]  哪種狗?
[00:24:07.200 --> 00:24:10.200]  拉布拉多
[00:24:10.200 --> 00:24:12.200]  英文是什麼?
[00:24:12.200 --> 00:24:14.200]  Lavador
[00:24:14.200 --> 00:24:17.200]  什麼顏色?
[00:24:17.200 --> 00:24:19.200]  什麼顏色都可以
[00:24:19.200 --> 00:24:23.200]  是嗎?
[00:24:23.200 --> 00:24:25.200]  黃色和黑色
[00:24:25.200 --> 00:24:27.200]  你喜歡黃色還是黑色?
[00:24:27.200 --> 00:24:29.200]  兩個都可以
[00:24:29.200 --> 00:24:31.200]  混在一起
[00:24:31.200 --> 00:24:33.200]  好
[00:24:33.200 --> 00:24:37.200]  如果你在耶穌的復活的時候
[00:24:37.200 --> 00:24:40.200]  你覺得你的反應會是怎樣?
[00:24:40.200 --> 00:24:44.200]  我覺得我會好像Thomas那樣
[00:24:44.200 --> 00:24:49.200]  因為沒有人復活過
[00:24:49.200 --> 00:24:51.200]  雖然有
[00:24:51.200 --> 00:24:54.200]  沒有人像他那樣戰勝死亡
[00:24:54.200 --> 00:24:58.200]  我覺得整件事都很瘋狂
[00:24:58.200 --> 00:25:01.200]  所以那一刻應該不會馬上相信
[00:25:01.200 --> 00:25:05.200]  但是我慢慢就會相信
[00:25:05.200 --> 00:25:12.200]  因為耶穌之前都做了很多奇蹟
[00:25:12.200 --> 00:25:15.200]  所以我覺得都有可能
[00:25:15.200 --> 00:25:19.200]  你在基督教家庭長大
[00:25:19.200 --> 00:25:25.200]  你怎樣開始相信耶穌或祂的復活?
[00:25:25.200 --> 00:25:38.200]  因為我之前嘗試去面對一些困難
[00:25:38.200 --> 00:25:44.200]  我發現不是每樣事情都可以自己解決
[00:25:44.200 --> 00:25:46.200]  就像比賽那樣
[00:25:46.200 --> 00:25:53.200]  那時候因為比賽有很大壓力
[00:25:53.200 --> 00:25:58.200]  我就想如果我的技術好了
[00:25:58.200 --> 00:26:02.200]  會不會更有信心
[00:26:02.200 --> 00:26:06.200]  但結果還是有這個壓力
[00:26:06.200 --> 00:26:09.200]  我還是很擔心
[00:26:09.200 --> 00:26:14.200]  所以我就開始祈禱
[00:26:14.200 --> 00:26:22.200]  開始問上帝和叫祂幫助我
[00:26:22.200 --> 00:26:26.200]  當我依靠祂的時候
[00:26:26.200 --> 00:26:31.200]  我就好像慢慢沒那麼害怕去比賽
[00:26:31.200 --> 00:26:34.200]  還有這個壓力也小了
[00:26:34.200 --> 00:26:44.200]  所以我覺得這是為什麼我認為上帝是我的救贖
[00:26:44.200 --> 00:26:50.200]  接著你也有一個經歷到神的故事
[00:26:50.200 --> 00:26:53.200]  有一次我輸了比賽
[00:26:53.200 --> 00:26:55.200]  就是最終賽
[00:26:55.200 --> 00:26:59.200]  我輸完那一刻也很不開心
[00:26:59.200 --> 00:27:02.200]  因為我也努力了很久
[00:27:02.200 --> 00:27:06.200]  輸完那一刻就很憂鬱
[00:27:06.200 --> 00:27:08.200]  整個人很低落
[00:27:08.200 --> 00:27:14.200]  我就回家找一個安靜的地方去祈禱
[00:27:14.200 --> 00:27:18.200]  我就問上帝這是不是我要經歷的事
[00:27:18.200 --> 00:27:24.200]  雖然我當時沒有馬上得到這個答覆
[00:27:24.200 --> 00:27:26.200]  但過了一陣子後我發現
[00:27:26.200 --> 00:27:30.200]  輸了一場比賽讓我成長了更多
[00:27:30.200 --> 00:27:37.200]  我覺得我沒那麼成熟了
[00:27:37.200 --> 00:27:41.200]  非常好,讓我們鼓掌給Nixon
[00:27:41.200 --> 00:27:43.200]  謝謝你今天與我們分享
[00:27:43.200 --> 00:27:47.200]  好,我們再看最後一個角色
[00:27:47.200 --> 00:27:49.200]  最後一個角色是菩薩
[00:27:49.200 --> 00:27:51.200]  最後一個角色是菩薩
[00:27:51.200 --> 00:27:55.200]  所以Simon Peter從懺悔到恢復
[00:27:55.200 --> 00:28:01.200]  Mary Magdalene從懺悔到信徒
[00:28:01.200 --> 00:28:03.200]  Thomas從懷疑到信念
[00:28:03.200 --> 00:28:06.200]  現在我們來看看菩薩
[00:28:06.200 --> 00:28:08.200]  我們讀馬太福音28章
[00:28:08.200 --> 00:28:10.200]  1,2,3
[00:28:10.200 --> 00:28:12.200]  女士們正在前進
[00:28:12.200 --> 00:28:15.200]  有些保衛人員進入城市
[00:28:15.200 --> 00:28:19.200]  向領導人報告發生的一切
[00:28:25.200 --> 00:28:34.200]  (英文翻譯)
[00:28:34.200 --> 00:28:49.200]  (英文翻譯)
[00:28:49.200 --> 00:28:57.200]  菩薩聽到耶穌復活的消息
[00:28:57.200 --> 00:28:59.200]  他們就在恐慌
[00:28:59.200 --> 00:29:01.200]  他們在恐慌什麼呢?
[00:29:01.200 --> 00:29:03.200]  他們在恐慌什麼呢?
[00:29:03.200 --> 00:29:05.200]  他們在恐慌什麼呢?
[00:29:05.200 --> 00:29:07.200]  沒有人知道
[00:29:07.200 --> 00:29:12.200]  他們收到訊息
[00:29:12.200 --> 00:29:19.200]  Empty tomb收到訊息是有地震的
[00:29:19.200 --> 00:29:21.200]  石頭是轉移的
[00:29:21.200 --> 00:29:24.200]  但他們聽到這個消息
[00:29:24.200 --> 00:29:29.200]  他們就不相信
[00:29:29.200 --> 00:29:32.200]  可能真是耶穌復活
[00:29:32.200 --> 00:29:34.200]  可能我們做錯了
[00:29:34.200 --> 00:29:38.200]  可能真是耶穌活著
[00:29:38.200 --> 00:29:40.200]  為什麼他們不相信呢?
[00:29:40.200 --> 00:29:42.200]  為什麼呢?
[00:29:42.200 --> 00:29:45.200]  因為他們在乎什麼呢?
[00:29:45.200 --> 00:29:47.200]  他們在乎的是什麼呢?
[00:29:47.200 --> 00:29:54.200]  他們在乎的是他們自己的權力
[00:29:54.200 --> 00:29:59.200]  如果他們相信耶穌復活
[00:29:59.200 --> 00:30:02.200]  他是真正的教師
[00:30:02.200 --> 00:30:10.200]  (英文翻譯)
[00:30:10.200 --> 00:30:12.200]  他們要怎樣呢?
[00:30:12.200 --> 00:30:15.200]  他們要投靠耶穌基督的權力
[00:30:15.200 --> 00:30:19.200]  他們不肯
[00:30:19.200 --> 00:30:20.200]  他們想要什麼呢?
[00:30:20.200 --> 00:30:22.200]  保持他們自己的權力
[00:30:22.200 --> 00:30:25.200]  他們是自私的
[00:30:25.200 --> 00:30:27.200]  我們看下一頁
[00:30:27.200 --> 00:30:30.200]  (英文翻譯)
[00:30:30.200 --> 00:30:36.200]  (英文翻譯)
[00:30:36.200 --> 00:30:38.200]  為什麼他們想要譴責門徒
[00:30:38.200 --> 00:30:41.200]  去拿走耶穌的身體呢?
[00:30:41.200 --> 00:30:42.200]  為什麼呢?
[00:30:42.200 --> 00:30:44.200]  為什麼他們想要這樣呢?
[00:30:44.200 --> 00:30:46.200]  為什麼他們想要譴責呢?
[00:30:46.200 --> 00:30:51.200]  為什麼呢?
[00:30:51.200 --> 00:30:53.200]  為什麼他們想要譴責門徒呢?
[00:30:53.200 --> 00:31:01.200]  (英文翻譯)
[00:31:01.200 --> 00:31:07.200]  他們相信門徒想要假裝耶穌的復活
[00:31:07.200 --> 00:31:10.200]  所以他們譴責門徒
[00:31:10.200 --> 00:31:11.200]  他們偷了耶穌的身體
[00:31:11.200 --> 00:31:13.200]  假裝耶穌的復活
[00:31:13.200 --> 00:31:15.200]  那就不用解釋了
[00:31:15.200 --> 00:31:18.200]  那就沒有威脅羅馬人
[00:31:18.200 --> 00:31:23.200]  沒有威脅人們拿走他們的權力
[00:31:23.200 --> 00:31:28.200]  門徒覺得需要的是保護他們的權力
[00:31:28.200 --> 00:31:29.200]  保護他們的權力
[00:31:29.200 --> 00:31:32.200]  他們的回應是從拒絕去掩蓋
[00:31:32.200 --> 00:31:35.200]  從拒絕去掩蓋
[00:31:35.200 --> 00:31:37.200]  很有意思
[00:31:37.200 --> 00:31:43.200]  菩薩第一時間看到這個事件發生
[00:31:43.200 --> 00:31:45.200]  耶穌的死亡
[00:31:45.200 --> 00:31:51.200]  祂看到天空變黑
[00:31:51.200 --> 00:31:56.200]  祂看到衣服從上到下被打碎
[00:31:56.200 --> 00:32:00.200]  祂看到空無一物,地震
[00:32:00.200 --> 00:32:03.200]  但是祂自己也不相信
[00:32:03.200 --> 00:32:08.200]  (英文翻譯)
[00:32:08.200 --> 00:32:15.200]  (英文翻譯)
[00:32:15.200 --> 00:32:19.200]  (英文翻譯)
[00:32:19.200 --> 00:32:22.200]  (英文翻譯)
[00:32:22.200 --> 00:32:25.200]  (英文翻譯)
[00:32:25.200 --> 00:32:27.200]  他們的回應不是邏輯的
[00:32:27.200 --> 00:32:29.200]  他們不是真的想去研究
[00:32:29.200 --> 00:32:30.200]  是不是真的呢?
[00:32:30.200 --> 00:32:32.200]  耶穌是不是真的復活呢?
[00:32:32.200 --> 00:32:34.200]  他們的回應不是邏輯的
[00:32:34.200 --> 00:32:38.200]  他們的回應是自我保護
[00:32:38.200 --> 00:32:40.200]  驕傲
[00:32:40.200 --> 00:32:45.200]  付出謊言,而不是尋求真相
[00:32:45.200 --> 00:32:50.200]  付出謊言,而不是尋求真相
[00:32:50.200 --> 00:32:54.200]  所以其實很傷心
[00:32:54.200 --> 00:32:57.200]  這些菩薩這麼多的知識
[00:32:57.200 --> 00:32:59.200]  他們記錄了聖經
[00:32:59.200 --> 00:33:02.200]  但耶穌卻打在他們的臉上
[00:33:02.200 --> 00:33:06.200]  而他們卻不認識主和菩薩
[00:33:06.200 --> 00:33:09.200]  這很傷心
[00:33:09.200 --> 00:33:13.200]  如果我們這麼驕傲
[00:33:13.200 --> 00:33:15.200]  這麼堅定我們的心
[00:33:15.200 --> 00:33:18.200]  耶穌可以打在我們臉上
[00:33:18.200 --> 00:33:21.200]  而我們卻不能認識祂
[00:33:21.200 --> 00:33:23.200]  那就是我們今天
[00:33:23.200 --> 00:33:25.200]  那就是我們今天
[00:33:25.200 --> 00:33:28.200]  耶穌給你們發出證據
[00:33:28.200 --> 00:33:30.200]  耶穌給你們發出訊息
[00:33:30.200 --> 00:33:32.200]  祂在你們面前
[00:33:32.200 --> 00:33:34.200]  但你們的心這麼堅定
[00:33:34.200 --> 00:33:37.200]  你們卻不能認識祂
[00:33:37.200 --> 00:33:41.200]  你們卻不能認識耶穌的聲音
[00:33:41.200 --> 00:33:43.200]  即使祂在你們面前
[00:33:43.200 --> 00:33:45.200]  就像這些菩薩一樣
[00:33:45.200 --> 00:33:49.200]  從否認,到掩蓋
[00:33:49.200 --> 00:33:52.200]  從否認,到掩蓋
[00:33:52.200 --> 00:33:55.200]  所以今天我們看到四個回應
[00:33:55.200 --> 00:33:57.200]  第一個回應是
[00:33:57.200 --> 00:34:01.200]  由懺悔到復活
[00:34:01.200 --> 00:34:06.200]  由懺悔到傳訊
[00:34:06.200 --> 00:34:09.200]  從懺悔到信仰
[00:34:09.200 --> 00:34:14.200]  從否認到掩蓋
[00:34:14.200 --> 00:34:23.200]  他們感受到耶穌的原諒
[00:34:23.200 --> 00:34:27.200]  Mary Magdalene感受到耶穌的連結
[00:34:27.200 --> 00:34:29.200]  當耶穌喊了她的名字
[00:34:29.200 --> 00:34:31.200]  Mary
[00:34:31.200 --> 00:34:35.200]  她就說,老師
[00:34:35.200 --> 00:34:39.200]  Thomas需要證據
[00:34:39.200 --> 00:34:43.200]  菩薩需要懺悔
[00:34:43.200 --> 00:34:46.200]  他們需要懺悔他們的心
[00:34:46.200 --> 00:34:49.200]  而他們沒有
[00:34:49.200 --> 00:34:54.200]  他們是從懺悔到掩蓋
[00:34:54.200 --> 00:34:56.200]  他們是從懺悔到掩蓋
[00:34:56.200 --> 00:34:58.200]  我們先停一停
[00:34:58.200 --> 00:35:01.200]  今天我們沒有時間去祈禱
[00:35:01.200 --> 00:35:02.200]  但我們會花點時間
[00:35:02.200 --> 00:35:04.200]  我們閉上眼睛
[00:35:04.200 --> 00:35:08.200]  我們閉上眼睛
[00:35:08.200 --> 00:35:14.200]  今天的耶穌基督復活的回應是什麼?
[00:35:14.200 --> 00:35:18.200]  今天的回應是什麼?
[00:35:18.200 --> 00:35:22.200]  我們像Simon Peter一樣嗎?
[00:35:22.200 --> 00:35:26.200]  他對自己的罪恨充滿憎恨
[00:35:26.200 --> 00:35:28.200]  我不值得耶穌
[00:35:28.200 --> 00:35:30.200]  我不值得耶穌
[00:35:30.200 --> 00:35:33.200]  因為我做了很多錯事
[00:35:33.200 --> 00:35:36.200]  我是個壞人
[00:35:36.200 --> 00:35:41.200]  可能我們像Simon Peter一樣
[00:35:41.200 --> 00:35:44.200]  覺得我們是罪人
[00:35:44.200 --> 00:35:48.200]  不值得耶穌
[00:35:48.200 --> 00:35:51.200]  不值得耶穌
[00:35:51.200 --> 00:35:55.200]  可能我們像Mary Magdalene一樣
[00:35:55.200 --> 00:35:59.200]  我們在尋找和耶穌的連繫
[00:35:59.200 --> 00:36:01.200]  個人的連繫
[00:36:01.200 --> 00:36:03.200]  回應和祈禱
[00:36:03.200 --> 00:36:06.200]  和認同
[00:36:06.200 --> 00:36:12.200]  你們是不是像Mary Magdalene一樣?
[00:36:12.200 --> 00:36:17.200]  你們想要從耶穌聽到
[00:36:17.200 --> 00:36:20.200]  或者你們像Thomas一樣
[00:36:20.200 --> 00:36:23.200]  Thomas是個懷疑者
[00:36:23.200 --> 00:36:28.200]  他拒絕了耶穌的復活
[00:36:28.200 --> 00:36:30.200]  你們需要證據
[00:36:30.200 --> 00:36:31.200]  你們需要證據
[00:36:31.200 --> 00:36:34.200]  你們今天像Thomas一樣嗎?
[00:36:34.200 --> 00:36:39.200]  你們需要耶穌的復活證據
[00:36:39.200 --> 00:36:47.200]  你能感受到他的手上的指甲和他的旁邊的玻璃環嗎?
[00:36:47.200 --> 00:36:51.200]  或許你像菩薩一樣
[00:36:51.200 --> 00:36:54.200]  你一生都來教會
[00:36:54.200 --> 00:36:56.200]  你聽過所有的故事
[00:36:56.200 --> 00:36:58.200]  你已經放開了心
[00:36:58.200 --> 00:37:03.200]  你沒有放開心
[00:37:03.200 --> 00:37:06.200]  你沒有放開心讓耶穌進入你的生命
[00:37:07.200 --> 00:37:10.200]  你像菩薩一樣
[00:37:10.200 --> 00:37:16.200]  你更關心你的粉絲的數量
[00:37:16.200 --> 00:37:26.200]  比你尋求的那個人更關心
[00:37:26.200 --> 00:37:29.200]  你今天是誰?
[00:37:29.200 --> 00:37:31.200]  在這個故事中
[00:37:31.200 --> 00:37:36.200]  你今天是誰?
[00:37:37.200 --> 00:37:39.200]  我們相信你
[00:37:39.200 --> 00:37:41.200]  我們相信你的復活
[00:37:41.200 --> 00:37:45.200]  幫助我們從疑惑到信仰
[00:37:45.200 --> 00:37:48.200]  從憂鬱到復活
[00:37:48.200 --> 00:37:51.200]  從悲傷到你所傳達的信息
[00:37:51.200 --> 00:37:53.200]  從悲傷到你所傳達的信息
[00:37:53.200 --> 00:37:55.200]  祝福我們
[00:37:55.200 --> 00:37:57.200]  祝福我們
[00:37:57.200 --> 00:37:59.200]  在這個復活星期天
[00:37:59.200 --> 00:38:01.200]  在耶穌的名下我們祈禱
[00:38:01.200 --> 00:38:03.200]  Amen
