
[00:00:00.000 --> 00:00:22.000]  《新教育法例》第十三章 第十一至十六節 舊約聖經596頁
[00:29:15.000 --> 00:29:18.000]  我們知不知道自己的召命是什麼?
[00:29:18.000 --> 00:29:21.000]  你知不知道上帝想你怎樣?
[00:29:21.000 --> 00:29:26.000]  上帝對於我們這群信徒的召命
[00:29:26.000 --> 00:29:28.000]  是很清晰
[00:29:28.000 --> 00:29:30.000]  祂要我們愛神
[00:29:30.000 --> 00:29:32.000]  祂要我們愛人
[00:29:32.000 --> 00:29:35.000]  祂要我們傳福音
[00:29:35.000 --> 00:29:39.000]  祂要我們去作耶穌基督的
[00:29:39.000 --> 00:29:41.000]  使人作耶穌基督的門徒
[00:29:41.000 --> 00:29:44.000]  祂要我們過聖潔的生活
[00:29:44.000 --> 00:29:49.000]  如果我們因為這個世界
[00:29:49.000 --> 00:29:52.000]  對我們製造了很多的懼怕
[00:29:52.000 --> 00:29:54.000]  而放下了這個召命
[00:29:54.000 --> 00:29:57.000]  沒有去踐行信徒的積分
[00:29:57.000 --> 00:29:59.000]  我們就是過著一個
[00:29:59.000 --> 00:30:03.000]  被懼怕拉扯著的人生
[00:30:03.000 --> 00:30:07.000]  所以弟兄姊妹
[00:30:07.000 --> 00:30:09.000]  我們很需要學尼熙米
[00:30:09.000 --> 00:30:12.000]  詩篇第十六篇第八節說
[00:30:12.000 --> 00:30:16.000]  「我將耶和華常擺在我面前
[00:30:16.000 --> 00:30:18.000]  因祂在我右邊
[00:30:18.000 --> 00:30:20.000]  我便不自動搖」
[00:30:20.000 --> 00:30:24.000]  當我們清晰我們作為基督徒的使命
[00:30:24.000 --> 00:30:26.000]  召命的時候
[00:30:26.000 --> 00:30:28.000]  這些挑戰
[00:30:28.000 --> 00:30:31.000]  這些令我們懼怕困難的事
[00:30:31.000 --> 00:30:34.000]  不會令我們動搖
[00:30:34.000 --> 00:30:38.000]  我們這個主題是
[00:30:38.000 --> 00:30:41.000]  這麼久講到的主題是
[00:30:41.000 --> 00:30:43.000]  「並肩勇闖」
[00:30:43.000 --> 00:30:46.000]  旺枕六十年了
[00:30:46.000 --> 00:30:50.000]  我們要邁向下一個六十年
[00:30:50.000 --> 00:30:53.000]  是需要無比的勇氣去爭戰
[00:30:53.000 --> 00:30:56.000]  但我經常都很想問
[00:30:56.000 --> 00:30:59.000]  我們「並肩勇闖」去哪裏?
[00:30:59.000 --> 00:31:03.000]  我們「並肩勇闖」去哪裏?
[00:31:03.000 --> 00:31:05.000]  弟兄姊妹
[00:31:05.000 --> 00:31:07.000]  其實我相信每一個人
[00:31:07.000 --> 00:31:12.000]  上帝都有擺照明在你們的心裏
[00:31:12.000 --> 00:31:21.000]  我們會因著我們的感動
[00:31:21.000 --> 00:31:23.000]  我們的負擔
[00:31:23.000 --> 00:31:31.000]  我們心裏有些心之所繫
[00:31:31.000 --> 00:31:35.000]  我們有我們的恩賜
[00:31:35.000 --> 00:31:37.000]  有我們的能力
[00:31:37.000 --> 00:31:39.000]  我們有我們的性格
[00:31:39.000 --> 00:31:42.000]  我們有我們的際遇
[00:31:42.000 --> 00:31:46.000]  我們在旺枕
[00:31:46.000 --> 00:31:47.000]  弟兄姊妹
[00:31:47.000 --> 00:31:49.000]  當我們「並肩勇闖」
[00:31:49.000 --> 00:31:53.000]  當旺枕在這個時代裏面
[00:31:53.000 --> 00:31:57.000]  有這麼多的挑戰
[00:31:57.000 --> 00:32:03.000]  有很多教會因為疫情的關係
[00:32:03.000 --> 00:32:07.000]  因為有很多會眾移民的關係
[00:32:07.000 --> 00:32:11.000]  很多教會正在萎縮
[00:32:11.000 --> 00:32:13.000]  但旺枕「並肩勇闖」
[00:32:13.000 --> 00:32:16.000]  我們正正是福音的工作
[00:32:16.000 --> 00:32:19.000]  沒有停過地不斷地擴展
[00:32:19.000 --> 00:32:22.000]  我們有很多的需要
[00:32:22.000 --> 00:32:24.000]  好像我服侍的地方
[00:32:24.000 --> 00:32:26.000]  我服侍有年部
[00:32:26.000 --> 00:32:31.000]  我們其實少了很多的導師
[00:32:32.000 --> 00:32:34.000]  我們現在缺乏很多的導師
[00:32:34.000 --> 00:32:36.000]  在疫情之下
[00:32:36.000 --> 00:32:39.000]  很多的小朋友發展緩慢了
[00:32:39.000 --> 00:32:43.000]  因為他們沒有機會出去外面社交
[00:32:43.000 --> 00:32:46.000]  沒有機會有很多的訓練
[00:32:46.000 --> 00:32:48.000]  很多的刺激幫他們成長
[00:32:48.000 --> 00:32:51.000]  我們很缺乏這些人手
[00:32:51.000 --> 00:32:57.000]  我們亦都照顧了很多基層的群體
[00:32:57.000 --> 00:32:59.000]  很多的家長
[00:32:59.000 --> 00:33:01.000]  他們因為經濟的困難
[00:33:01.000 --> 00:33:03.000]  因為家庭裏面
[00:33:03.000 --> 00:33:07.000]  疫情裏面常常都有困獸鬥的情況
[00:33:07.000 --> 00:33:10.000]  家人有很多的需要
[00:33:10.000 --> 00:33:12.000]  弟兄姊妹
[00:33:12.000 --> 00:33:16.000]  當我們說我們要去關顧他們
[00:33:16.000 --> 00:33:18.000]  要將福音帶給他們的時候
[00:33:18.000 --> 00:33:22.000]  你願不願意和我們一起「並肩勇闖」
[00:33:22.000 --> 00:33:26.000]  你願不願意按著上帝在你身上
[00:33:26.000 --> 00:33:28.000]  個人的照明
[00:33:28.000 --> 00:33:31.000]  在你的個性、你的際遇
[00:33:31.000 --> 00:33:33.000]  你願不願意去回應他
[00:33:33.000 --> 00:33:38.000]  第二,我會看到的就是
[00:33:38.000 --> 00:33:43.000]  李希米是一個隨時隨地向神禱告的人
[00:33:43.000 --> 00:33:46.000]  《李希米記》是一本
[00:33:46.000 --> 00:33:49.000]  有一個神學的主題
[00:33:49.000 --> 00:33:51.000]  就是李希米和上帝有很親密
[00:33:51.000 --> 00:33:54.000]  很活潑、很深切的關係
[00:33:55.000 --> 00:33:58.000]  《李希米記》記載了李希米禱告十二次
[00:33:58.000 --> 00:34:00.000]  在第六章
[00:34:00.000 --> 00:34:03.000]  記載了其中的兩次
[00:34:03.000 --> 00:34:07.000]  分別是第九節和第十四節
[00:34:07.000 --> 00:34:11.000]  第九節和第十四節有一個共通點
[00:34:11.000 --> 00:34:16.000]  就是當敵人要叫他懼怕的同時
[00:34:16.000 --> 00:34:19.000]  他就向上帝禱告
[00:34:19.000 --> 00:34:23.000]  第九節他求上帝堅固他的手
[00:34:23.000 --> 00:34:29.000]  第十四節他求上帝要詆毀抹黑傷害他的受敵
[00:34:29.000 --> 00:34:32.000]  當一個人
[00:34:32.000 --> 00:34:36.000]  當一個人常常與主親近
[00:34:36.000 --> 00:34:37.000]  常常禱告
[00:34:37.000 --> 00:34:39.000]  我發覺他很懂得祈禱
[00:34:39.000 --> 00:34:43.000]  我發覺他很懂得上帝的心意
[00:34:43.000 --> 00:34:47.000]  我發覺慢慢他的自我越來越放低
[00:34:47.000 --> 00:34:51.000]  上帝的真理、上帝的心意
[00:34:51.000 --> 00:34:54.000]  是放在了他的心裡
[00:34:54.000 --> 00:34:59.000]  當人誹謗他
[00:34:59.000 --> 00:35:01.000]  說他要叛變的時候
[00:35:01.000 --> 00:35:03.000]  他沒有為自己伸冤
[00:35:03.000 --> 00:35:05.000]  他只說了一句話
[00:35:05.000 --> 00:35:08.000]  「你所說的這事一概沒有
[00:35:08.000 --> 00:35:10.000]  是你心裡捏造的」
[00:35:10.000 --> 00:35:13.000]  接著他就祈禱
[00:35:13.000 --> 00:35:16.000]  求上帝堅固他的手
[00:35:16.000 --> 00:35:18.000]  我覺得他很有型
[00:35:18.000 --> 00:35:20.000]  如果被人誹謗、抹黑
[00:35:20.000 --> 00:35:23.000]  明明自己不是
[00:35:23.000 --> 00:35:24.000]  你實開記者招待會
[00:35:24.000 --> 00:35:27.000]  列明很多的實例、證據
[00:35:27.000 --> 00:35:28.000]  說自己不是
[00:35:28.000 --> 00:35:30.000]  但他不是
[00:35:30.000 --> 00:35:32.000]  他沒有為自己辯護過一句
[00:35:32.000 --> 00:35:35.000]  他只是對對方說「我不是」
[00:35:35.000 --> 00:35:37.000]  然後他就祈禱
[00:35:37.000 --> 00:35:38.000]  他將自己的需要
[00:35:38.000 --> 00:35:41.000]  將自己的聲譽放在一邊
[00:35:41.000 --> 00:35:43.000]  乾脆交給上帝
[00:35:43.000 --> 00:35:45.000]  到了第十四節
[00:35:45.000 --> 00:35:48.000]  當人要謀害他
[00:35:48.000 --> 00:35:52.000]  誘使他得罪上帝的時候
[00:35:52.000 --> 00:35:58.000]  他也繼續沒有停工
[00:35:58.000 --> 00:36:00.000]  集中焦點建造城牆
[00:36:00.000 --> 00:36:02.000]  但他的禱告是
[00:36:02.000 --> 00:36:07.000]  求主紀念多比亞、森巴拉
[00:36:07.000 --> 00:36:09.000]  女先知羅亞底
[00:36:09.000 --> 00:36:12.000]  和其餘先知所做的惡事
[00:36:13.000 --> 00:36:15.000]  面對抹黑
[00:36:15.000 --> 00:36:17.000]  他沒有唱衰他們
[00:36:17.000 --> 00:36:19.000]  他沒有以惡報惡
[00:36:19.000 --> 00:36:23.000]  他只求上帝公義的審判
[00:36:23.000 --> 00:36:27.000]  並且保護他免受敵人的傷害
[00:36:27.000 --> 00:36:31.000]  所以尼西米
[00:36:31.000 --> 00:36:34.000]  他一個這麼活潑的靈命
[00:36:34.000 --> 00:36:38.000]  和神這麼多相交的領袖
[00:36:38.000 --> 00:36:40.000]  他不慌不忙
[00:36:40.000 --> 00:36:43.000]  他可以經常保持清晰的頭腦
[00:36:43.000 --> 00:36:44.000]  有分辨的能力
[00:36:44.000 --> 00:36:47.000]  一看就知道敵人的意圖
[00:36:47.000 --> 00:36:50.000]  我很深信這份能力
[00:36:50.000 --> 00:36:55.000]  就是因為他經常和上帝緊密相交
[00:36:55.000 --> 00:36:58.000]  他很清楚上帝的心意
[00:36:58.000 --> 00:37:03.000]  所以我看到的是
[00:37:03.000 --> 00:37:04.000]  弟兄姊妹
[00:37:04.000 --> 00:37:05.000]  當我們奮勇向上帝
[00:37:05.000 --> 00:37:08.000]  給予我們的目標邁進的時候
[00:37:08.000 --> 00:37:09.000]  與此同時
[00:37:09.000 --> 00:37:11.000]  我們和上帝的關係
[00:37:11.000 --> 00:37:14.000]  是必須非常緊密
[00:37:14.000 --> 00:37:16.000]  以至我們自己人
[00:37:16.000 --> 00:37:20.000]  慢慢的心思意念想法
[00:37:20.000 --> 00:37:22.000]  就像我們的上帝
[00:37:22.000 --> 00:37:25.000]  第三
[00:37:25.000 --> 00:37:28.000]  第十五至第十六節
[00:37:28.000 --> 00:37:32.000]  「以六月二十五日成祥修完了
[00:37:32.000 --> 00:37:34.000]  共修了五十二天
[00:37:34.000 --> 00:37:36.000]  我們一切仇敵
[00:37:36.000 --> 00:37:39.000]  四圍的愛邦人聽見了便懼怕
[00:37:39.000 --> 00:37:41.000]  愁眉不展
[00:37:41.000 --> 00:37:44.000]  因為見者工作完成
[00:37:44.000 --> 00:37:47.000]  是出乎我們的神」
[00:37:47.000 --> 00:37:51.000]  成祥在這麼多艱難挑戰下
[00:37:51.000 --> 00:37:53.000]  用了五十二天去建成
[00:37:53.000 --> 00:37:55.000]  是不可思議的事
[00:37:55.000 --> 00:37:56.000]  第十六節
[00:37:56.000 --> 00:37:58.000]  你看看那群仇敵
[00:37:58.000 --> 00:38:00.000]  聖經如何形容他們?
[00:38:00.000 --> 00:38:02.000]  聖經說
[00:38:02.000 --> 00:38:05.000]  現在害怕的不是尼西米
[00:38:05.000 --> 00:38:06.000]  而是猶太人
[00:38:06.000 --> 00:38:08.000]  現在害怕的是誰?
[00:38:08.000 --> 00:38:10.000]  現在害怕的是那群仇敵
[00:38:10.000 --> 00:38:12.000]  他們害怕到
[00:38:12.000 --> 00:38:14.000]  聖經的原文說
[00:38:14.000 --> 00:38:17.000]  他們垂下他們的眼睛
[00:38:17.000 --> 00:38:20.000]  表達的是他們意志消沉
[00:38:20.000 --> 00:38:22.000]  表達的是
[00:38:22.000 --> 00:38:27.000]  當初尼西米回去建成祥之前
[00:38:27.000 --> 00:38:29.000]  這個城是被欺凌
[00:38:29.000 --> 00:38:30.000]  被欺壓
[00:38:30.000 --> 00:38:33.000]  是很卑賤、很羞愧
[00:38:33.000 --> 00:38:36.000]  但今天成祥被建起來的時候
[00:38:36.000 --> 00:38:37.000]  這個城
[00:38:37.000 --> 00:38:39.000]  這群子民
[00:38:39.000 --> 00:38:41.000]  可以昂然抬起頭
[00:38:41.000 --> 00:38:45.000]  因為上帝的工作在他們當中
[00:38:45.000 --> 00:38:50.000]  但奇蹟地完成了
[00:38:50.000 --> 00:38:52.000]  而這群仇敵
[00:38:52.000 --> 00:38:56.000]  就變得羞愧、羞辱
[00:38:56.000 --> 00:39:00.000]  我覺得這裡很好的反思
[00:39:00.000 --> 00:39:02.000]  讓我們一起有很好的反思
[00:39:02.000 --> 00:39:04.000]  其實我們值得思考
[00:39:04.000 --> 00:39:05.000]  我們要害怕
[00:39:05.000 --> 00:39:07.000]  應該害怕誰?
[00:39:07.000 --> 00:39:11.000]  我們面對無數的懼怕
[00:39:11.000 --> 00:39:13.000]  如何可以化軟弱
[00:39:13.000 --> 00:39:15.000]  變成堅固?
[00:39:15.000 --> 00:39:18.000]  根源就是要敬畏神
[00:39:18.000 --> 00:39:22.000]  敬畏神這個畏懼
[00:39:22.000 --> 00:39:25.000]  其實就可以除去其他的畏懼
[00:39:25.000 --> 00:39:27.000]  害怕神
[00:39:27.000 --> 00:39:29.000]  就不用害怕其他東西
[00:39:30.000 --> 00:39:33.000]  我們看到第六章出現了五次懼怕
[00:39:33.000 --> 00:39:37.000]  四章十四節都出現了兩次
[00:39:37.000 --> 00:39:39.000]  那兩次的懼怕是甚麼?
[00:39:39.000 --> 00:39:41.000]  那兩次的懼怕告訴我們
[00:39:41.000 --> 00:39:43.000]  是不要怕他們
[00:39:43.000 --> 00:39:48.000]  當記得主是大而可畏的
[00:39:48.000 --> 00:39:53.000]  敬畏神就不需要懼怕困難
[00:39:53.000 --> 00:39:55.000]  不需要懼怕仇敵
[00:39:56.000 --> 00:40:00.000]  我想起哥倫多後書四章八至九節
[00:40:00.000 --> 00:40:02.000]  提到保羅說
[00:40:02.000 --> 00:40:05.000]  我們四面受敵,卻不被困住
[00:40:05.000 --> 00:40:08.000]  心裡作難,卻不致失望
[00:40:08.000 --> 00:40:11.000]  遭迫伯,卻不被掉棄
[00:40:11.000 --> 00:40:14.000]  打倒了,卻不致死亡
[00:40:14.000 --> 00:40:16.000]  原因是甚麼?
[00:40:16.000 --> 00:40:17.000]  是第七節
[00:40:17.000 --> 00:40:21.000]  我們有者寶貝放在瓦器裡
[00:40:21.000 --> 00:40:25.000]  要顯明者莫大的能力是出於神
[00:40:25.000 --> 00:40:28.000]  不是出於我們
[00:40:28.000 --> 00:40:32.000]  我們只是瓦器
[00:40:32.000 --> 00:40:34.000]  就算尼希米
[00:40:34.000 --> 00:40:37.000]  就算保羅是一個多麼偉大的領袖
[00:40:37.000 --> 00:40:39.000]  他們都要坦然承認
[00:40:39.000 --> 00:40:41.000]  我們只不過是瓦器
[00:40:41.000 --> 00:40:45.000]  但我們的能力為何會有這麼大的智慧
[00:40:45.000 --> 00:40:46.000]  不需要畏懼
[00:40:46.000 --> 00:40:49.000]  就是因為有寶貝在我們的生命裡
[00:40:49.000 --> 00:40:53.000]  有耶穌基督的救恩在我們的生命裡
[00:40:53.000 --> 00:40:56.000]  所以我們應該要思考
[00:40:56.000 --> 00:41:00.000]  我們不要將焦點放在害怕的事情上
[00:41:00.000 --> 00:41:03.000]  我們反而要轉念思考
[00:41:03.000 --> 00:41:07.000]  神啊,祢要我們做甚麼?
[00:41:07.000 --> 00:41:11.000]  神啊,祢要我們做甚麼?
[00:41:11.000 --> 00:41:16.000]  有一年,阿Paul是我的老公
[00:41:16.000 --> 00:41:19.000]  他在港交所裡做了一件事
[00:41:19.000 --> 00:41:22.000]  就是他們要公佈一些消息給外界
[00:41:22.000 --> 00:41:25.000]  然後讓人去做一些買賣
[00:41:25.000 --> 00:41:28.000]  那次很特別的就是
[00:41:28.000 --> 00:41:30.000]  他們將一個小數點
[00:41:30.000 --> 00:41:32.000]  不知道是撥前還是撥後
[00:41:32.000 --> 00:41:34.000]  很大件事
[00:41:34.000 --> 00:41:37.000]  你可以想像在港交所裡
[00:41:37.000 --> 00:41:39.000]  你公佈消息撥前和撥後
[00:41:39.000 --> 00:41:41.000]  是影響了很多
[00:41:41.000 --> 00:41:49.000]  當時在南華早報頭版的一個角落
[00:41:49.000 --> 00:41:51.000]  就寫了他的名字
[00:41:51.000 --> 00:41:56.000]  其實那個出錯當然是他的同事做的
[00:41:56.000 --> 00:42:00.000]  但作為上司,他是責無旁貸
[00:42:00.000 --> 00:42:04.000]  不過他心裡很想逃避
[00:42:04.000 --> 00:42:07.000]  他很害怕,他很害怕承認責任
[00:42:07.000 --> 00:42:09.000]  雖然不是他做錯
[00:42:09.000 --> 00:42:12.000]  但他可能最初也會想方法
[00:42:12.000 --> 00:42:15.000]  明明是我的下屬做錯的
[00:42:15.000 --> 00:42:19.000]  但是他心裡很害怕失去工作
[00:42:19.000 --> 00:42:22.000]  很害怕,不知道如何面對老闆
[00:42:22.000 --> 00:42:23.000]  但他只想了一句
[00:42:23.000 --> 00:42:27.000]  「神啊,你要我做什麼?」
[00:42:27.000 --> 00:42:32.000]  「作為你的門徒,你要我做什麼?」
[00:42:32.000 --> 00:42:37.000]  結果他敲門進去老闆房
[00:42:37.000 --> 00:42:39.000]  坦然承擔責任
[00:42:39.000 --> 00:42:43.000]  所以,結果,放心
[00:42:43.000 --> 00:42:46.000]  他不是因為被解僱而讀神學
[00:42:46.000 --> 00:42:50.000]  他是繼續好好地做好這份工作
[00:42:50.000 --> 00:42:53.000]  直到上帝呼召他為止
[00:42:53.000 --> 00:42:57.000]  我看過一篇文章
[00:42:57.000 --> 00:43:01.000]  那篇文章說空中飛人在練習的時候
[00:43:01.000 --> 00:43:04.000]  下面有一個很大的安全網
[00:43:04.000 --> 00:43:06.000]  雖然是這樣
[00:43:06.000 --> 00:43:09.000]  當他們剛剛開始練習的時候
[00:43:09.000 --> 00:43:11.000]  他們覺得很害怕
[00:43:11.000 --> 00:43:15.000]  就算有安全網,他們也很害怕
[00:43:15.000 --> 00:43:17.000]  究竟如何克服呢?
[00:43:17.000 --> 00:43:23.000]  原來,除非他們有掉進安全網的經驗
[00:43:23.000 --> 00:43:26.000]  當他們掉進去的時候
[00:43:26.000 --> 00:43:28.000]  他們才實實際際地經歷到
[00:43:28.000 --> 00:43:31.000]  這個安全網是真的安全
[00:43:31.000 --> 00:43:34.000]  掉進去是沒事的
[00:43:34.000 --> 00:43:37.000]  當他們擁有了很多掉進去的經歷之後
[00:43:37.000 --> 00:43:40.000]  他們就越來越不怕掉進去
[00:43:40.000 --> 00:43:44.000]  他們對於安全網的信心就增加了
[00:43:44.000 --> 00:43:46.000]  給了他們勇氣
[00:43:46.000 --> 00:43:51.000]  其實一樣,當我們做上帝的事的時候
[00:43:51.000 --> 00:43:56.000]  我們很害怕掉出去安恕區外
[00:43:56.000 --> 00:44:00.000]  不過當我們要對神有信心
[00:44:00.000 --> 00:44:02.000]  當然我們要對神有信心
[00:44:02.000 --> 00:44:06.000]  這樣我們才可以除去懼怕
[00:44:06.000 --> 00:44:11.000]  我們可以選擇畏懼的人生
[00:44:11.000 --> 00:44:13.000]  讓懼怕追著我們的人生
[00:44:13.000 --> 00:44:15.000]  但我們也可以選擇
[00:44:15.000 --> 00:44:18.000]  上帝在我們前頭的人生
[00:44:18.000 --> 00:44:20.000]  是一個平安的人生
[00:44:20.000 --> 00:44:23.000]  唯有敬畏上帝
[00:44:23.000 --> 00:44:25.000]  才能夠除去恐懼
[00:44:25.000 --> 00:44:28.000]  化軟弱為堅固
[00:44:28.000 --> 00:44:28.500]  够了

