
[00:00:00.000 --> 00:00:01.000]   Pastor Mark.
[00:25:28.920 --> 00:25:45.240]   So my conclusion will come to this question.
[00:25:45.240 --> 00:25:48.800]   Does your life make the gospel attractive?
[00:25:48.800 --> 00:25:52.200]   (speaking in foreign language)
[00:25:52.200 --> 00:25:55.240]   Now, when someone sees you,
[00:25:55.240 --> 00:25:58.480]   would that person want to follow Jesus
[00:25:58.480 --> 00:26:00.880]   after watching how you live?
[00:26:00.880 --> 00:26:04.800]   (speaking in foreign language)
[00:26:04.800 --> 00:26:10.720]   And a contagious Christian life is worshipful, joyful,
[00:26:10.720 --> 00:26:14.680]   and, you know, it's a sharing life.
[00:26:14.680 --> 00:26:18.600]   (speaking in foreign language)
[00:26:19.600 --> 00:26:24.600]   And that is the life of church this Holy Spirit creates.
[00:26:24.600 --> 00:26:26.640]   Well, it doesn't mean we are all perfect.
[00:26:26.640 --> 00:26:31.120]   We all have our flaws and we all have our shortcomings.
[00:26:31.120 --> 00:26:34.560]   But, you know, that's what the Spirit is trying to create,
[00:26:34.560 --> 00:26:36.080]   a new church, a new life.
[00:26:36.080 --> 00:26:38.600]   And it's not a private life and that's not personal life,
[00:26:38.600 --> 00:26:40.040]   but a visible life.
[00:26:40.040 --> 00:26:43.080]   It's not a strange life, but a generous life.
[00:26:43.080 --> 00:26:47.000]   (speaking in foreign language)
[00:26:47.000 --> 00:26:47.960]   See, you come to God today
[00:26:47.960 --> 00:26:50.760]   and God wants to do something for you.
[00:26:50.760 --> 00:26:53.200]   You know, God wants to transform your life.
[00:26:53.200 --> 00:26:55.960]   God wants your life and your heart and your home
[00:26:55.960 --> 00:26:59.960]   to be contagious with His love and grace and generosity.
[00:26:59.960 --> 00:27:05.320]   (speaking in foreign language)
[00:27:05.320 --> 00:27:08.240]   Just like people were drawn and being attracted
[00:27:08.240 --> 00:27:10.560]   to the community of Acts 2.
[00:27:10.560 --> 00:27:16.000]   (speaking in foreign language)
[00:27:16.000 --> 00:27:19.960]   And that's why we are here today.
[00:27:19.960 --> 00:27:23.880]   (speaking in foreign language)
[00:27:23.880 --> 00:27:28.400]   And that's why we are here today.
[00:27:28.400 --> 00:27:32.320]   (speaking in foreign language)
[00:27:32.320 --> 00:27:36.480]   So there are three important steps or simple steps
[00:27:36.480 --> 00:27:39.080]   I want to suggest to you today.
[00:27:39.080 --> 00:27:43.000]   (speaking in foreign language)
[00:27:43.000 --> 00:27:48.240]   First, starting today, read the Bible every day
[00:27:48.240 --> 00:27:51.080]   and connect with other Christians.
[00:27:51.080 --> 00:27:56.240]   (speaking in foreign language)
[00:27:56.240 --> 00:27:58.160]   And practice generosity.
[00:27:58.160 --> 00:28:02.080]   (speaking in foreign language)
[00:28:03.080 --> 00:28:06.520]   And we all need to give as much generously
[00:28:06.520 --> 00:28:10.040]   to support the ministry.
[00:28:10.040 --> 00:28:13.720]   And third is to worship God wholeheartedly.
[00:28:13.720 --> 00:28:17.640]   (speaking in foreign language)
[00:28:17.640 --> 00:28:20.800]   Now, remember last week, what happened?
[00:28:20.800 --> 00:28:24.200]   You know, each of you get a name, right?
[00:28:24.200 --> 00:28:28.440]   (speaking in foreign language)
[00:28:28.440 --> 00:28:30.040]   Did you learn that name?
[00:28:30.040 --> 00:28:31.640]   (speaking in foreign language)
[00:28:31.640 --> 00:28:33.000]   Did you pray for that person?
[00:28:33.000 --> 00:28:34.160]   (speaking in foreign language)
[00:28:34.160 --> 00:28:35.480]   You did, I see nodding heads.
[00:28:35.480 --> 00:28:36.880]   That's great, that's great.
[00:28:36.880 --> 00:28:37.920]   (speaking in foreign language)
[00:28:37.920 --> 00:28:41.440]   If you've forgotten, if you've forgotten about it,
[00:28:41.440 --> 00:28:42.680]   (speaking in foreign language)
[00:28:42.680 --> 00:28:43.520]   that's okay.
[00:28:43.520 --> 00:28:44.520]   (speaking in foreign language)
[00:28:44.520 --> 00:28:45.840]   You have one more week to go.
[00:28:45.840 --> 00:28:47.240]   (speaking in foreign language)
[00:28:47.240 --> 00:28:50.000]   So this coming week, remember that person, okay?
[00:28:50.000 --> 00:28:53.880]   (speaking in foreign language)
[00:28:53.880 --> 00:28:56.600]   And today, I know there are new faces among us.
[00:28:56.600 --> 00:28:59.720]   (speaking in foreign language)
[00:28:59.720 --> 00:29:01.320]   So I want you, after the service,
[00:29:01.320 --> 00:29:05.000]   to go to someone who's new to us.
[00:29:05.000 --> 00:29:08.920]   (speaking in foreign language)
[00:29:08.920 --> 00:29:14.160]   And learn that person's name.
[00:29:14.160 --> 00:29:15.320]   (speaking in foreign language)
[00:29:15.320 --> 00:29:16.440]   And then pray for that person.
[00:29:16.440 --> 00:29:17.520]   (speaking in foreign language)
[00:29:17.520 --> 00:29:20.520]   All right, so remember these three things.
[00:29:20.520 --> 00:29:21.720]   (speaking in foreign language)
[00:29:21.720 --> 00:29:24.480]   Okay, read the Bible every day and connect with others.
[00:29:24.480 --> 00:29:25.800]   (speaking in foreign language)
[00:29:25.800 --> 00:29:27.960]   And then practice generosity.
[00:29:27.960 --> 00:29:28.920]   (speaking in foreign language)
[00:29:28.920 --> 00:29:30.560]   And worship God wholeheartedly.
[00:29:30.560 --> 00:29:31.800]   (speaking in foreign language)
[00:29:31.800 --> 00:29:36.360]   And after the service, I want you to do a little more, okay?
[00:29:36.360 --> 00:29:39.440]   (speaking in foreign language)
[00:29:39.440 --> 00:29:42.680]   Remember you had the name from last week.
[00:29:42.680 --> 00:29:44.520]   (speaking in foreign language)
[00:29:44.520 --> 00:29:46.320]   Okay, after the service.
[00:29:46.320 --> 00:29:47.440]   (speaking in foreign language)
[00:29:47.440 --> 00:29:48.560]   Go to that person.
[00:29:48.560 --> 00:29:49.760]   (speaking in foreign language)
[00:29:49.760 --> 00:29:51.800]   And this is what you're gonna say.
[00:29:51.800 --> 00:29:53.400]   (speaking in foreign language)
[00:29:53.400 --> 00:29:55.880]   Thank you for worshiping with us today.
[00:29:55.880 --> 00:29:58.000]   (speaking in foreign language)
[00:29:58.000 --> 00:29:59.160]   Okay, can you do that?
[00:29:59.160 --> 00:30:00.000]   (speaking in foreign language)
[00:30:00.000 --> 00:30:00.960]   It's pretty easy, right?
[00:30:00.960 --> 00:30:05.080]   Secondly, okay, thank you for joining us in worship today.
[00:30:05.080 --> 00:30:06.320]   And secondly, you're gonna say,
[00:30:06.320 --> 00:30:08.560]   how can I pray for you this week?
[00:30:08.560 --> 00:30:12.840]   (speaking in foreign language)
[00:30:12.840 --> 00:30:17.320]   And third thing is I wanna worship you next week.
[00:30:17.320 --> 00:30:19.440]   Worship with you next week.
[00:30:19.440 --> 00:30:23.200]   (speaking in foreign language)
[00:30:23.200 --> 00:30:25.080]   Okay, first thing is what?
[00:30:25.080 --> 00:30:25.920]   (speaking in foreign language)
[00:30:25.920 --> 00:30:26.760]   Go to that person and say,
[00:30:26.760 --> 00:30:28.200]   thank you for worshiping with us today.
[00:30:28.200 --> 00:30:31.680]   (speaking in foreign language)
[00:30:31.680 --> 00:30:33.840]   Secondly is how can I pray for you this week?
[00:30:33.840 --> 00:30:36.240]   (speaking in foreign language)
[00:30:36.240 --> 00:30:38.080]   Now don't talk too long, okay?
[00:30:38.080 --> 00:30:39.360]   (speaking in foreign language)
[00:30:39.360 --> 00:30:42.040]   Okay, it's very, very concise and tell them,
[00:30:42.040 --> 00:30:45.040]   you know, okay, this is how I can pray for you this week.
[00:30:45.040 --> 00:30:46.800]   (speaking in foreign language)
[00:30:46.800 --> 00:30:51.000]   And thirdly is I wanna see you next week.
[00:30:51.000 --> 00:30:53.680]   I wanna worship God with you next Sunday.
[00:30:53.680 --> 00:30:57.600]   (speaking in foreign language)
[00:30:57.600 --> 00:31:01.040]   Shall we do that?
[00:31:01.040 --> 00:31:02.640]   (speaking in foreign language)
[00:31:02.640 --> 00:31:05.360]   And remember, we have to build the church together.
[00:31:05.360 --> 00:31:07.080]   (speaking in foreign language)
[00:31:07.080 --> 00:31:08.800]   Every single one of us.
[00:31:08.800 --> 00:31:10.080]   (speaking in foreign language)
[00:31:10.080 --> 00:31:12.800]   To build this family together for the glory of God.
[00:31:12.800 --> 00:31:16.600]   (speaking in foreign language)
[00:31:16.600 --> 00:31:17.600]   Well, let's pray.
[00:31:17.600 --> 00:31:19.480]   (speaking in foreign language)
[00:31:19.480 --> 00:31:22.120]   Father, we wanna give you thanks.
[00:31:22.120 --> 00:31:24.440]   (speaking in foreign language)
[00:31:24.440 --> 00:31:27.520]   Because you are the God of our church.
[00:31:27.520 --> 00:31:29.680]   (speaking in foreign language)
[00:31:29.680 --> 00:31:32.040]   Thank you for your presence.
[00:31:32.040 --> 00:31:33.880]   (speaking in foreign language)
[00:31:33.880 --> 00:31:35.480]   Thank you for loving us.
[00:31:35.480 --> 00:31:37.120]   (speaking in foreign language)
[00:31:37.120 --> 00:31:41.200]   And I wanna pray for each and every one of us today.
[00:31:41.200 --> 00:31:44.400]   (speaking in foreign language)
[00:31:44.400 --> 00:31:47.520]   May we act in faith to worship you, to follow you,
[00:31:47.520 --> 00:31:49.160]   then you will bless us.
[00:31:50.040 --> 00:31:53.960]   (speaking in foreign language)
[00:31:53.960 --> 00:31:57.680]   And I pray that you will continue
[00:31:57.680 --> 00:31:59.480]   to build our church together.
[00:31:59.480 --> 00:32:03.000]   (speaking in foreign language)
[00:32:03.000 --> 00:32:07.520]   May your love transform us so that we can work for you
[00:32:07.520 --> 00:32:09.680]   and we can serve you and worship you.
[00:32:09.680 --> 00:32:13.600]   (speaking in foreign language)
[00:32:13.600 --> 00:32:18.480]   We pay all this in Jesus' name.
[00:32:18.480 --> 00:32:22.400]   (speaking in foreign language)
[00:32:22.400 --> 00:32:24.440]   Well, thank you for being with us today.
[00:32:24.440 --> 00:32:25.760]   (speaking in foreign language)
[00:32:25.760 --> 00:32:29.480]   Remember the three things I wanna do to your neighbor.
[00:32:29.480 --> 00:32:32.760]   (speaking in foreign language)
[00:32:32.760 --> 00:32:34.680]   Okay, remember that, go to that person,
[00:32:34.680 --> 00:32:35.760]   thank you for being with us.
[00:32:35.760 --> 00:32:37.520]   And secondly, how can I pray for you?
[00:32:37.520 --> 00:32:41.200]   Third is I wanna worship God with you next week.
[00:32:41.200 --> 00:32:45.120]   (speaking in foreign language)
[00:32:45.120 --> 00:32:47.720]   (gentle music)
[00:32:47.720 --> 00:32:51.320]   And God bless you.
[00:32:51.320 --> 00:32:55.240]   (speaking in foreign language)
[00:33:12.440 --> 00:33:15.040]   (gentle music)
[00:33:15.040 --> 00:33:34.680]   (gentle music)
[00:33:34.680 --> 00:33:37.280]   (gentle music)
[00:33:37.280 --> 00:33:39.880]   (gentle music)
[00:33:39.880 --> 00:33:42.480]   (gentle music)
[00:33:42.480 --> 00:33:45.080]   (gentle music)
[00:33:45.080 --> 00:33:47.680]   (gentle music)
[00:33:47.680 --> 00:33:50.280]   (gentle music)
[00:33:50.280 --> 00:33:52.880]   (gentle music)
[00:33:52.880 --> 00:33:55.480]   (gentle music)
[00:33:55.480 --> 00:34:08.080]   (gentle music)
[00:34:08.080 --> 00:34:14.080]   (gentle music)
[00:34:20.080 --> 00:34:22.680]   (gentle music)
[00:34:22.680 --> 00:34:35.280]   (gentle music)
[00:34:35.280 --> 00:34:41.880]   (gentle music)
[00:34:41.880 --> 00:34:49.280]   (gentle music)
[00:34:49.480 --> 00:34:52.080]   (gentle music)
[00:34:52.080 --> 00:34:54.660]   (upbeat music)

