
[00:00:00.000 --> 00:00:00.840]   - The phone?
[00:19:41.620 --> 00:19:47.580]   Paul starts out by using, again, the spatial relationship
[00:19:47.580 --> 00:19:50.800]   to show the differences before and now.
[00:19:50.800 --> 00:19:52.200]   He says, consequently,
[00:19:52.200 --> 00:19:55.080]   you are no longer foreigners and strangers.
[00:19:55.080 --> 00:19:56.880]   What does foreigner and stranger,
[00:19:56.880 --> 00:19:59.300]   when you think about that, what comes to mind?
[00:19:59.300 --> 00:20:02.360]   You live in a land that is not your own homeland.
[00:20:02.360 --> 00:20:05.560]   You live with the people who are not your people,
[00:20:05.560 --> 00:20:06.840]   who are not your tribe.
[00:20:06.840 --> 00:20:08.600]   So what does that mean?
[00:20:08.600 --> 00:20:09.800]   You are outsider.
[00:20:09.800 --> 00:20:12.680]   You don't belong.
[00:20:12.680 --> 00:20:14.600]   But Paul continues to elaborate.
[00:20:14.600 --> 00:20:16.480]   But fellow citizens with God's people
[00:20:16.480 --> 00:20:18.480]   and also member of his household.
[00:20:18.480 --> 00:20:19.720]   We are citizens.
[00:20:19.720 --> 00:20:21.700]   We are part of God's family right now.
[00:20:21.700 --> 00:20:24.520]   We are not second-class citizens.
[00:20:24.520 --> 00:20:26.440]   We are the same of the Jewish people.
[00:20:28.000 --> 00:20:32.740]   Or let's say this new humanity that Christ created.
[00:20:32.740 --> 00:20:35.780]   As stated in chapter one, verse five,
[00:20:35.780 --> 00:20:37.540]   God already said he has destined us
[00:20:37.540 --> 00:20:39.940]   for a daughter and sonship.
[00:20:39.940 --> 00:20:41.400]   This is the closest relationship
[00:20:41.400 --> 00:20:43.300]   that you can have with someone.
[00:20:43.300 --> 00:20:47.020]   But think about the process of you becoming our citizen,
[00:20:47.020 --> 00:20:49.020]   like the ones that have become, right?
[00:20:49.020 --> 00:20:50.920]   You have to come to this country.
[00:20:50.920 --> 00:20:54.700]   You have to become a good member for a couple years.
[00:20:54.700 --> 00:20:55.740]   Make sure you follow the law
[00:20:55.740 --> 00:20:58.300]   and be a good person in society.
[00:20:58.300 --> 00:21:00.580]   And then you have to study for a test.
[00:21:00.580 --> 00:21:02.420]   And then you make sure you pass the test.
[00:21:02.420 --> 00:21:04.720]   Then you might be able to become a US citizen.
[00:21:04.720 --> 00:21:07.100]   But what happen if I say,
[00:21:07.100 --> 00:21:10.260]   today the US president came to you personally and said,
[00:21:10.260 --> 00:21:11.940]   "You don't have to do any of that.
[00:21:11.940 --> 00:21:15.480]   "I will accept you in as a member.
[00:21:15.480 --> 00:21:18.980]   "At the same time, I will adopt you into my personal family."
[00:21:18.980 --> 00:21:21.840]   That is what the household of God looks like.
[00:21:24.120 --> 00:21:25.880]   Now in verse 20, Paul can you elaborate
[00:21:25.880 --> 00:21:30.040]   how this household is built upon, this universal church?
[00:21:30.040 --> 00:21:31.800]   He said, "It's built upon the foundation
[00:21:31.800 --> 00:21:34.040]   "of the apostles and the prophets."
[00:21:34.040 --> 00:21:36.240]   So the apostles, it's basically talking
[00:21:36.240 --> 00:21:38.200]   about the 12 apostles and Paul himself,
[00:21:38.200 --> 00:21:43.200]   who Jesus personally chose to proclaim the gospel.
[00:21:43.200 --> 00:21:44.880]   And how about these prophets?
[00:21:44.880 --> 00:21:47.360]   These prophets, based on this context,
[00:21:47.360 --> 00:21:50.240]   I would see they are not the Old Testament prophets
[00:21:50.240 --> 00:21:53.440]   because Paul in chapter three, verse five says,
[00:21:53.440 --> 00:21:55.280]   "The mystery of the gospel is not known
[00:21:55.280 --> 00:21:57.400]   "to any other generation until now."
[00:21:57.400 --> 00:22:01.160]   So I would say these prophets are the people
[00:22:01.160 --> 00:22:05.180]   along with the apostles who might have walked with Jesus,
[00:22:05.180 --> 00:22:10.180]   or these prophets are people that the apostles converted,
[00:22:10.180 --> 00:22:13.580]   and they continue to preserve the teaching of Jesus Christ,
[00:22:13.580 --> 00:22:16.700]   because if they don't continue to preserve the teaching,
[00:22:16.700 --> 00:22:21.700]   this new humanity will not have its foundation to rely on.
[00:22:21.840 --> 00:22:24.500]   But however, that's not the main and most important element.
[00:22:24.500 --> 00:22:28.140]   As Paul continue, he says, "Jesus Christ himself
[00:22:28.140 --> 00:22:30.100]   "as the chief cornerstone."
[00:22:30.100 --> 00:22:34.560]   As you see, Paul emphasize this point.
[00:22:34.560 --> 00:22:38.280]   He uses the word himself to tell
[00:22:38.280 --> 00:22:40.480]   that Jesus is the chief cornerstone.
[00:22:40.480 --> 00:22:41.480]   What does that mean?
[00:22:41.480 --> 00:22:45.080]   In the ancient world, the builders,
[00:22:45.080 --> 00:22:47.240]   the first stone that they lay is the cornerstone.
[00:22:47.240 --> 00:22:48.880]   That's the most important stone.
[00:22:48.880 --> 00:22:51.160]   It's the stone that gives the direction
[00:22:51.160 --> 00:22:52.440]   where the building's gonna go,
[00:22:52.440 --> 00:22:56.020]   and it determines if that building will be stable.
[00:22:56.020 --> 00:23:01.040]   And other stones are built upon this cornerstone.
[00:23:01.040 --> 00:23:04.120]   Therefore, Jesus ensure the stability
[00:23:04.120 --> 00:23:06.020]   of the system of salvation.
[00:23:06.020 --> 00:23:11.500]   As we continue on to the last two verses, 21 and 22,
[00:23:11.500 --> 00:23:16.500]   Paul continue to elaborate that we also are the stones
[00:23:16.500 --> 00:23:20.280]   along with the prophets by using the word you too,
[00:23:20.280 --> 00:23:22.880]   that we, well, for him, he's meaning the Gentiles,
[00:23:22.880 --> 00:23:25.120]   but we are the Gentiles too right now.
[00:23:25.120 --> 00:23:28.000]   We take part in building this temple too.
[00:23:28.000 --> 00:23:32.480]   Again, within those two verses, Paul is saying,
[00:23:32.480 --> 00:23:35.260]   "We are joined and built together
[00:23:35.260 --> 00:23:36.820]   "to construct this household."
[00:23:36.820 --> 00:23:39.240]   It gives us, symbolize the closeness
[00:23:39.240 --> 00:23:41.920]   that we have between believers.
[00:23:41.920 --> 00:23:45.000]   And it also shows us this church
[00:23:45.000 --> 00:23:47.440]   should be a continuous growing body
[00:23:47.440 --> 00:23:51.160]   because through our evangelism and discipleship,
[00:23:51.160 --> 00:23:53.520]   it should continue to be growing.
[00:23:53.520 --> 00:23:56.140]   And at the end, the last verse, it says,
[00:23:56.140 --> 00:24:00.440]   Jesus also dwells within his household.
[00:24:00.440 --> 00:24:05.440]   It shows that God and the people, the believer,
[00:24:05.440 --> 00:24:07.840]   we should have a close relationship also.
[00:24:07.840 --> 00:24:11.620]   But overall, Jesus is in charge
[00:24:11.620 --> 00:24:13.860]   of connecting all these stones.
[00:24:13.860 --> 00:24:16.560]   Therefore, he is responsible
[00:24:16.560 --> 00:24:18.800]   of retaining all these relationships, not us.
[00:24:18.800 --> 00:24:24.280]   But everything is emphasized on Jesus Christ himself.
[00:24:24.280 --> 00:24:26.040]   Everything is linked to him.
[00:24:26.040 --> 00:24:29.960]   The house functions probably only because of Jesus.
[00:24:29.960 --> 00:24:33.520]   We, the people, are the church.
[00:24:33.520 --> 00:24:37.240]   We're not talking about the building, but Jesus is the head.
[00:24:37.240 --> 00:24:41.120]   Now, this brings me to this picture.
[00:24:41.120 --> 00:24:43.700]   If you guys take a look, as you take a look,
[00:24:43.700 --> 00:24:46.420]   something's wrong with this building.
[00:24:46.420 --> 00:24:49.680]   This is actually a building that collapsed
[00:24:49.680 --> 00:24:51.520]   because of an earthquake that happened
[00:24:51.520 --> 00:24:53.520]   in 2017 in Mexico City.
[00:24:53.520 --> 00:24:58.640]   Actually, Mexico is known to be a place
[00:24:58.640 --> 00:24:59.600]   with a lot of earthquakes,
[00:24:59.600 --> 00:25:02.820]   so their building regulation is pretty rigorous.
[00:25:02.820 --> 00:25:07.040]   However, why so many buildings still collapse
[00:25:07.040 --> 00:25:09.320]   is mainly due to because of corruption.
[00:25:09.320 --> 00:25:13.880]   A lot of these engineers still sign off on that blueprint
[00:25:13.880 --> 00:25:17.360]   knowing that they do not meet the safety inspection.
[00:25:17.360 --> 00:25:22.380]   I mean, when glamorous time, when everything is fine,
[00:25:22.380 --> 00:25:23.960]   I mean, the building looks fine, right?
[00:25:23.960 --> 00:25:27.540]   But when hard times come, you can see what happens.
[00:25:27.540 --> 00:25:29.260]   But I could assure you,
[00:25:29.260 --> 00:25:32.340]   our Christian faith in the church
[00:25:32.340 --> 00:25:35.060]   has endured a lot of hardship and trial
[00:25:35.060 --> 00:25:36.900]   throughout the many centuries, right?
[00:25:36.900 --> 00:25:39.380]   Yet, it stands solid as a rock
[00:25:39.380 --> 00:25:41.220]   because who is our cornerstone?
[00:25:41.220 --> 00:25:42.280]   Jesus Christ.
[00:25:43.120 --> 00:25:46.520]   Therefore, we continue to be confident
[00:25:46.520 --> 00:25:48.080]   to place ourselves as rocks
[00:25:48.080 --> 00:25:50.920]   to continue to build this household, this church.
[00:25:50.920 --> 00:25:55.400]   In conclusion, let me get back to my story
[00:25:55.400 --> 00:25:58.840]   of my family few.
[00:25:58.840 --> 00:26:01.460]   My uncles, they're currently still enemies.
[00:26:01.460 --> 00:26:04.400]   They have a hatred toward each other,
[00:26:04.400 --> 00:26:07.400]   but from the way I see it,
[00:26:07.400 --> 00:26:08.920]   there's a sense of hopelessness in them.
[00:26:08.920 --> 00:26:10.400]   They don't know, they can't see the light
[00:26:10.400 --> 00:26:11.600]   at the end of the tunnel.
[00:26:12.440 --> 00:26:15.600]   Because there's no mediator for them to help them see it.
[00:26:15.600 --> 00:26:19.920]   But unlike my family member, unlike my uncles,
[00:26:19.920 --> 00:26:22.440]   the church has Jesus Christ as the cornerstones,
[00:26:22.440 --> 00:26:23.640]   brothers and sisters.
[00:26:23.640 --> 00:26:25.120]   He's the one that made the peace
[00:26:25.120 --> 00:26:27.560]   between human to human and with God.
[00:26:27.560 --> 00:26:30.200]   Therefore, we should have an attitude
[00:26:30.200 --> 00:26:32.880]   of profound thankfulness towards God
[00:26:32.880 --> 00:26:37.240]   because we are in a very, very privileged position
[00:26:37.240 --> 00:26:41.200]   as member of God's new community, which is the church.
[00:26:41.200 --> 00:26:42.800]   Let's pray.
[00:26:42.800 --> 00:26:47.100]   Father, we just wanna thank you, Lord.
[00:26:47.100 --> 00:26:52.160]   Just help us see the big contrast of where we were.
[00:26:52.160 --> 00:26:54.400]   We were not your family.
[00:26:54.400 --> 00:26:56.240]   We were cut off.
[00:26:56.240 --> 00:26:59.760]   We don't have any part of what the Israelites had.
[00:26:59.760 --> 00:27:05.860]   And our goal, the end point was hopelessness, Lord.
[00:27:05.860 --> 00:27:10.360]   But again, Father, Jesus changed that for us
[00:27:10.360 --> 00:27:14.880]   without us doing anything, while we were still his enemy,
[00:27:14.880 --> 00:27:19.720]   Lord, and he changed us and he put us as citizens
[00:27:19.720 --> 00:27:21.280]   right here along with everyone else
[00:27:21.280 --> 00:27:23.640]   who profess faith in Jesus Christ,
[00:27:23.640 --> 00:27:28.360]   where we get to build the church along with him, Lord.
[00:27:28.360 --> 00:27:31.040]   We thank you for this privileged position, Lord.
[00:27:31.040 --> 00:27:33.080]   Help the brothers and sisters right here
[00:27:33.080 --> 00:27:37.900]   have that, meditate on that, Father,
[00:27:37.900 --> 00:27:40.380]   that this position is not something
[00:27:40.380 --> 00:27:42.900]   that we could take granted for, Lord,
[00:27:42.900 --> 00:27:46.360]   but to be thankful every day of where we are,
[00:27:46.360 --> 00:27:50.420]   especially our status with you, Father God.
[00:27:50.420 --> 00:27:51.480]   We thank you so much.
[00:27:51.480 --> 00:27:53.020]   In Jesus' name we pray, amen.
[00:27:53.020 --> 00:28:03.020]   [BLANK_AUDIO]

