
[00:00:00.000 --> 00:00:05.200]  第二節也是講到比對研究
[00:22:27.800 --> 00:22:31.800]  他所經過的洪水,他survive了
[00:22:31.800 --> 00:22:33.800]  他能夠生還
[00:22:33.800 --> 00:22:35.800]  這樣對比的時候你會發現
[00:22:35.800 --> 00:22:37.800]  原來那個故事的脈絡
[00:22:37.800 --> 00:22:40.800]  或者那個記載的方法形式
[00:22:40.800 --> 00:22:43.800]  都是非常相似的
[00:22:43.800 --> 00:22:46.800]  所以為什麼會有比對研究
[00:22:46.800 --> 00:22:48.800]  會造成一些爭議
[00:22:48.800 --> 00:22:51.800]  你就想到到底有什麼爭議
[00:22:51.800 --> 00:22:55.800]  我們下一節就繼續講這個爭議
[00:22:56.800 --> 00:22:58.800]  如果你喜歡我們的影片
[00:22:58.800 --> 00:23:01.800]  就記得要讚好,留言和分享吧
[00:23:01.800 --> 00:23:04.800]  (字幕由 Amara.org 社群提供)

