
[00:00:00.000 --> 00:00:03.000]   (audience clapping)
[00:19:29.980 --> 00:19:32.580]   And he is the only perfect example for us.
[00:19:32.580 --> 00:19:38.180]   So maybe some of you here,
[00:19:38.180 --> 00:19:41.180]   you're in a season where you're just standing face to face
[00:19:41.180 --> 00:19:44.500]   with suffering or just with a lot of brokenness,
[00:19:44.500 --> 00:19:47.740]   whether it is physically, relationally,
[00:19:47.740 --> 00:19:50.060]   emotionally, or mentally.
[00:19:50.060 --> 00:19:53.700]   Or maybe are you in a season
[00:19:53.700 --> 00:19:56.500]   where the realities and pressure of life
[00:19:56.500 --> 00:19:58.220]   just feels so overwhelming.
[00:19:58.220 --> 00:20:04.820]   Or maybe like the psalmist here in Psalm 39,
[00:20:04.820 --> 00:20:07.300]   you are currently just facing the deafening silence
[00:20:07.300 --> 00:20:10.660]   from the Lord, despite countless days and nights
[00:20:10.660 --> 00:20:12.740]   of prayers and fasting.
[00:20:12.740 --> 00:20:18.860]   And if I'm being honest, I am familiar with this currently.
[00:20:22.700 --> 00:20:25.300]   Or perhaps there's just a particular sin
[00:20:25.300 --> 00:20:28.700]   or addiction in your life that you have prayed
[00:20:28.700 --> 00:20:31.700]   and asked the Lord to kind of like remove you from,
[00:20:31.700 --> 00:20:33.820]   but you're just struggling to overcome.
[00:20:33.820 --> 00:20:37.100]   Of course, I want to acknowledge
[00:20:37.100 --> 00:20:40.820]   that all of these experience are true and real,
[00:20:40.820 --> 00:20:42.460]   and I don't view them lightly.
[00:20:42.460 --> 00:20:46.740]   But maybe, just maybe at the same time,
[00:20:46.740 --> 00:20:48.580]   this might be an opportunity for us
[00:20:48.580 --> 00:20:50.980]   to learn how to hope in the Lord.
[00:20:51.100 --> 00:20:54.380]   How to put our faith and trust in Jesus.
[00:20:54.380 --> 00:20:56.620]   Again, because our faith does not just get perfected
[00:20:56.620 --> 00:20:58.060]   in an instance.
[00:20:58.060 --> 00:20:59.460]   To be able to hope in the Lord
[00:20:59.460 --> 00:21:02.180]   actually requires a lot of practice.
[00:21:02.180 --> 00:21:06.100]   It requires constantly coming before the Lord,
[00:21:06.100 --> 00:21:10.180]   asking Him, and in some ways, when He responds to us,
[00:21:10.180 --> 00:21:13.060]   that are the basis of our future hope in Him as well.
[00:21:13.060 --> 00:21:15.780]   So once again, before I end,
[00:21:15.780 --> 00:21:18.340]   I want to encourage you all with the truth
[00:21:18.340 --> 00:21:20.500]   that the psalmist here in Psalm 39
[00:21:20.500 --> 00:21:24.660]   that even in the midst of our sin and suffering,
[00:21:24.660 --> 00:21:28.100]   we can put our hope in the Lord.
[00:21:28.100 --> 00:21:32.100]   So I'm gonna pray us, so let's bow our head in prayers.
[00:21:32.100 --> 00:21:42.500]   Heavenly Father, we just want to give our praise
[00:21:42.500 --> 00:21:45.300]   and give our thanks to you.
[00:21:45.300 --> 00:21:48.260]   For you are our hope,
[00:21:48.260 --> 00:21:50.020]   and we are grateful to you.
[00:21:50.020 --> 00:21:56.060]   For you are the only one that we can put our hope in,
[00:21:56.060 --> 00:21:58.340]   and the only one that would never fail us.
[00:21:58.340 --> 00:22:04.540]   Jesus, we praise you,
[00:22:04.540 --> 00:22:08.300]   for you are the only one that provide the means
[00:22:08.300 --> 00:22:11.060]   for us to be able to reconcile to the Father again.
[00:22:11.060 --> 00:22:17.140]   And you're not only a God, but you are fully human as well.
[00:22:17.140 --> 00:22:20.380]   A great high priest who is able to empathize
[00:22:20.380 --> 00:22:22.020]   with our weakness,
[00:22:22.020 --> 00:22:24.700]   because you have been tended in every way,
[00:22:24.700 --> 00:22:27.540]   just as we are, yet without sin.
[00:22:27.540 --> 00:22:33.020]   So even when we face just a different suffering
[00:22:33.020 --> 00:22:35.260]   and challenges that life thrown at us,
[00:22:35.260 --> 00:22:38.780]   we know that Lord, we know that Jesus,
[00:22:38.780 --> 00:22:40.380]   you know how he feels,
[00:22:40.380 --> 00:22:43.860]   and you are with us in the midst of our sin and suffering.
[00:22:45.780 --> 00:22:48.420]   Holy Spirit, we thank you for,
[00:22:48.420 --> 00:22:53.420]   you are the living and active spirit living in us.
[00:22:53.420 --> 00:22:56.740]   You intercede for us when we do not know
[00:22:56.740 --> 00:22:59.340]   what we ought to say or what we ought to pray for.
[00:22:59.340 --> 00:23:03.100]   And yet, you know our hearts,
[00:23:03.100 --> 00:23:06.900]   and you pour out your prayers on our behalf before the Father.
[00:23:06.900 --> 00:23:11.180]   Lord, would you just teach us
[00:23:11.180 --> 00:23:13.740]   to learn how to put our hope in you
[00:23:13.740 --> 00:23:16.620]   in a way that honors you,
[00:23:16.620 --> 00:23:19.100]   in a way that brings glory to you,
[00:23:19.100 --> 00:23:21.820]   in a way that show the broken world
[00:23:21.820 --> 00:23:26.820]   that our God is a God that is worthy of all the praise
[00:23:26.820 --> 00:23:29.500]   and all the glory and all the honor.
[00:23:29.500 --> 00:23:32.940]   So we pray this in your son's name, amen.
[00:23:32.940 --> 00:23:35.440]   (piano music)

