
[00:00:00.000 --> 00:00:01.920]   - Thanks, Kelly.
[00:21:58.960 --> 00:22:04.980]   It is a garland of grace, it's a crown of splendor.
[00:22:05.600 --> 00:22:10.480]   If you get wisdom, you get crown of splendor, right?
[00:22:10.480 --> 00:22:15.960]   Supremely, you know, super positive terms to describe,
[00:22:15.960 --> 00:22:19.300]   you know, living a life of wisdom in front of God.
[00:22:19.300 --> 00:22:22.720]   Developing our spiritual life,
[00:22:22.720 --> 00:22:27.140]   developing our close relationship with our God, our creator.
[00:22:27.140 --> 00:22:30.840]   Positive terms, you know, positive effect
[00:22:30.840 --> 00:22:33.680]   of the descriptors that we use.
[00:22:33.680 --> 00:22:38.680]   Some years ago, there was a famous,
[00:22:38.680 --> 00:22:42.900]   a very famous speech therapist.
[00:22:42.900 --> 00:22:47.040]   Her name is Nina Rustin, Nina Rustin.
[00:22:47.040 --> 00:22:53.040]   She is a British therapist to help children
[00:22:53.040 --> 00:22:58.000]   how to correct their pronunciation,
[00:22:58.000 --> 00:22:59.840]   how to correct their speech.
[00:22:59.840 --> 00:23:04.840]   And what Nina Rustin does is more than
[00:23:04.840 --> 00:23:07.520]   the typical therapist will do.
[00:23:07.520 --> 00:23:10.440]   A typical therapist will correct the pronunciation,
[00:23:10.440 --> 00:23:13.480]   the saying of how they pronounce terms
[00:23:13.480 --> 00:23:18.240]   and how they make sound for the children.
[00:23:18.240 --> 00:23:22.680]   And that is necessary, but Rustin does more than that.
[00:23:22.680 --> 00:23:26.660]   Rustin call on the whole family of the child
[00:23:26.660 --> 00:23:30.960]   into her office and she assign assignment
[00:23:30.960 --> 00:23:34.440]   to each of the family members.
[00:23:34.440 --> 00:23:37.760]   And every family members, she said,
[00:23:37.760 --> 00:23:40.120]   "You have to do something in your family.
[00:23:40.120 --> 00:23:44.440]   "And what you do is you have to go home
[00:23:44.440 --> 00:23:47.440]   "and every single day make it a daily habit
[00:23:47.440 --> 00:23:52.440]   "to praise one of the family members."
[00:23:52.440 --> 00:23:54.000]   To find something specific,
[00:23:54.000 --> 00:23:55.640]   to praise one of the family members,
[00:23:55.640 --> 00:23:57.600]   maybe your sibling, maybe your parents.
[00:23:57.600 --> 00:24:01.560]   But you find something specific to appreciate,
[00:24:01.560 --> 00:24:04.520]   to thank, to praise.
[00:24:04.520 --> 00:24:08.280]   And then the one who is receiving the appreciation
[00:24:08.280 --> 00:24:12.480]   has to say something to receive it.
[00:24:12.480 --> 00:24:15.440]   You can't say a typical Asian way, right?
[00:24:15.440 --> 00:24:17.880]   No, no, no, no, I'm not good, right?
[00:24:17.880 --> 00:24:19.760]   We always pretend to be humble, right?
[00:24:19.760 --> 00:24:21.060]   This is our Asian culture.
[00:24:22.440 --> 00:24:25.920]   The one who is receiving has to say something
[00:24:25.920 --> 00:24:28.780]   in positive term.
[00:24:28.780 --> 00:24:31.920]   So for example, mom can say,
[00:24:31.920 --> 00:24:34.500]   "John, I love how you share with Matthew."
[00:24:34.500 --> 00:24:38.520]   And John cannot refuse it.
[00:24:38.520 --> 00:24:41.200]   John has to make it happen as well.
[00:24:41.200 --> 00:24:42.840]   John has to say something like,
[00:24:42.840 --> 00:24:45.800]   "Thanks, I appreciate the compliment.
[00:24:45.800 --> 00:24:48.120]   "It made me happier, thanks mom."
[00:24:49.680 --> 00:24:53.760]   And this dialogue has to be a daily habit
[00:24:53.760 --> 00:24:56.120]   in the whole family.
[00:24:56.120 --> 00:24:57.760]   And Linda Woodson finds that
[00:24:57.760 --> 00:25:02.200]   if you wanna improve a child,
[00:25:02.200 --> 00:25:05.040]   improve her speech,
[00:25:05.040 --> 00:25:08.880]   you cannot do it alone, right?
[00:25:08.880 --> 00:25:11.360]   You cannot just fix the child.
[00:25:11.360 --> 00:25:15.980]   You have to have the entire family get involved.
[00:25:17.040 --> 00:25:21.520]   And by doing so, the entire family culture has changed.
[00:25:21.520 --> 00:25:25.560]   We appreciate each other and encourage each other
[00:25:25.560 --> 00:25:28.480]   and build up the confidence of one another.
[00:25:28.480 --> 00:25:30.600]   And especially, it will help the child
[00:25:30.600 --> 00:25:32.800]   who is struggling with speech.
[00:25:32.800 --> 00:25:37.800]   And what's funny is that right after the therapy,
[00:25:37.800 --> 00:25:44.320]   not only the child, speech has been corrected.
[00:25:46.360 --> 00:25:48.840]   The husband and wife relationship has improved.
[00:25:48.840 --> 00:25:51.500]   And they come back to Linda Woodson and say,
[00:25:51.500 --> 00:25:53.920]   "Thank you, thank you for improving our marriage
[00:25:53.920 --> 00:25:55.000]   "and our family."
[00:25:55.000 --> 00:25:57.120]   So that is the principle.
[00:25:57.120 --> 00:25:59.880]   It is common sense, right?
[00:25:59.880 --> 00:26:04.400]   But to make our goal, to make the system attractive,
[00:26:04.400 --> 00:26:07.840]   make it positive, will increase the possibility
[00:26:07.840 --> 00:26:09.980]   of achieving our goal.
[00:26:09.980 --> 00:26:11.560]   The last principle, number 10.
[00:26:12.440 --> 00:26:16.080]   It is to establish system, not goal.
[00:26:16.080 --> 00:26:22.560]   Think about not goal, but the system achieving the goal.
[00:26:22.560 --> 00:26:26.720]   It's not the end that you most concerned about.
[00:26:26.720 --> 00:26:31.040]   It's the means to the end that is most important.
[00:26:31.040 --> 00:26:36.040]   So here I want to quote a long quote from Atomic Habits.
[00:26:36.040 --> 00:26:40.920]   And I only have the Chinese, but what it says is that,
[00:26:40.920 --> 00:26:45.920]   goal and results are not so much important.
[00:26:45.920 --> 00:26:47.760]   Why?
[00:26:47.760 --> 00:26:52.760]   Because he gives the example of Olympic athletes.
[00:26:52.760 --> 00:26:57.960]   All the Olympic athletes are trying to get the goal, right?
[00:26:57.960 --> 00:27:01.480]   Every one of them has the same goal, to win,
[00:27:01.480 --> 00:27:02.720]   to get the goal.
[00:27:02.720 --> 00:27:07.620]   So what is the difference between a winner and loser?
[00:27:07.620 --> 00:27:11.520]   The winner has set up a system with tiny habits
[00:27:11.520 --> 00:27:14.120]   of training himself or herself
[00:27:14.120 --> 00:27:18.520]   in order to get the gold medal, right?
[00:27:18.520 --> 00:27:20.480]   That is the only difference.
[00:27:20.480 --> 00:27:24.240]   The difference is not at the goals that they set.
[00:27:24.240 --> 00:27:27.440]   It's the system, it's the habits that they have.
[00:27:27.440 --> 00:27:31.440]   So all of this interesting, insightful psychology
[00:27:31.440 --> 00:27:35.040]   is telling us how to build a good life.
[00:27:35.040 --> 00:27:39.160]   And actually if you find, if you read the book of Proverbs,
[00:27:39.160 --> 00:27:42.480]   it has so much to say about how we should set up
[00:27:42.480 --> 00:27:45.760]   a good system in our life, right?
[00:27:45.760 --> 00:27:49.140]   Now in the book of Proverbs, the first nine chapters,
[00:27:49.140 --> 00:27:51.680]   first nine long chapters,
[00:27:51.680 --> 00:27:54.560]   are the introduction of the whole book.
[00:27:54.560 --> 00:27:56.000]   The introduction of the whole book.
[00:27:56.000 --> 00:27:58.520]   And this introduction is very interesting.
[00:27:58.520 --> 00:28:01.140]   It introduced two characters.
[00:28:01.140 --> 00:28:03.760]   The first character we can call lady wisdom,
[00:28:03.760 --> 00:28:05.800]   or woman wisdom.
[00:28:05.800 --> 00:28:09.400]   So wisdom is being personified,
[00:28:09.400 --> 00:28:13.320]   being described as a person, as a lady, as a woman.
[00:28:13.320 --> 00:28:15.740]   And the other character, the second character,
[00:28:15.740 --> 00:28:19.840]   is lady folly, or woman folly.
[00:28:19.840 --> 00:28:22.960]   That's very interesting because you find wisdom,
[00:28:22.960 --> 00:28:27.080]   it's like you look for a good wife, right?
[00:28:27.080 --> 00:28:32.080]   If you reject wisdom, if you love folly or foolishness,
[00:28:32.360 --> 00:28:36.480]   you will find yourself marrying to a wrong woman, right?
[00:28:36.480 --> 00:28:40.640]   That's very interesting, but if you consider the context,
[00:28:40.640 --> 00:28:43.540]   you understand why it is being described in such a way.
[00:28:43.540 --> 00:28:49.800]   Because the book of Proverbs is teaching of wisdom
[00:28:49.800 --> 00:28:53.420]   from the father to the son.
[00:28:53.420 --> 00:28:55.440]   When the son is growing up,
[00:28:55.440 --> 00:28:57.840]   one of the main goals in his life
[00:28:57.840 --> 00:29:01.500]   is to establish a good family, right?
[00:29:01.500 --> 00:29:03.120]   To find a good wife.
[00:29:03.120 --> 00:29:06.440]   So the father is using this means, this metaphor,
[00:29:06.440 --> 00:29:09.720]   to teach the son what is most important,
[00:29:09.720 --> 00:29:12.460]   is to find wisdom in God.
[00:29:12.460 --> 00:29:16.220]   In chapter nine, verses one to three,
[00:29:16.220 --> 00:29:18.720]   it says wisdom has built her house,
[00:29:18.720 --> 00:29:21.700]   he has held out his seven pillars.
[00:29:21.700 --> 00:29:25.520]   The wisdom, or lady wisdom, has prepared her meat
[00:29:25.520 --> 00:29:27.680]   and mixed with her wine.
[00:29:27.680 --> 00:29:32.460]   She has also set her big table, big table of good food,
[00:29:32.460 --> 00:29:34.540]   sent out her servant, her mates,
[00:29:34.540 --> 00:29:38.820]   and she calls from the highest point of the city.
[00:29:38.820 --> 00:29:43.260]   Is calling out to the young men, the young people,
[00:29:43.260 --> 00:29:47.100]   to come to her table, come to her house.
[00:29:47.100 --> 00:29:49.140]   She's calling out and yelling out
[00:29:49.140 --> 00:29:51.220]   from the highest point of the city.
[00:29:51.220 --> 00:29:56.220]   That is what the lady wisdom is trying to say.
[00:29:56.540 --> 00:30:00.640]   And then also, the lady folly has so much to say,
[00:30:00.640 --> 00:30:03.140]   and what she said is actually similar
[00:30:03.140 --> 00:30:06.400]   to what wisdom wants to say.
[00:30:06.400 --> 00:30:10.020]   Chapter nine, verses 13 to 14.
[00:30:10.020 --> 00:30:13.060]   The woman folly is loud,
[00:30:13.060 --> 00:30:15.660]   she's undisciplined, without knowledge.
[00:30:15.660 --> 00:30:18.980]   She sits at the door of her house,
[00:30:18.980 --> 00:30:20.700]   again prepare a table,
[00:30:20.700 --> 00:30:25.700]   on the seat at the highest point of the city.
[00:30:26.240 --> 00:30:28.620]   So the lady wisdom is calling out
[00:30:28.620 --> 00:30:29.760]   from the highest point of the city,
[00:30:29.760 --> 00:30:32.080]   and then the lady folly is calling out
[00:30:32.080 --> 00:30:34.380]   from the highest point of the city.
[00:30:34.380 --> 00:30:36.200]   And what's interesting about this phrase,
[00:30:36.200 --> 00:30:37.980]   at the highest point of the city,
[00:30:37.980 --> 00:30:40.240]   is at the top of the mountain.
[00:30:40.240 --> 00:30:44.120]   Now in the biblical culture,
[00:30:44.120 --> 00:30:46.580]   when you see a mountain,
[00:30:46.580 --> 00:30:49.480]   mountain top,
[00:30:49.480 --> 00:30:53.500]   you usually think of the temple,
[00:30:54.540 --> 00:30:59.060]   because all the temples are built on the Acropolis,
[00:30:59.060 --> 00:31:00.700]   the highest point of the city.
[00:31:00.700 --> 00:31:04.920]   So here lady wisdom at the highest point of the city,
[00:31:04.920 --> 00:31:07.780]   calling out to those who need wisdom,
[00:31:07.780 --> 00:31:11.860]   and the lady folly also calling out from the same place,
[00:31:11.860 --> 00:31:13.740]   from the highest point of the city.
[00:31:13.740 --> 00:31:14.740]   What does it mean?
[00:31:14.740 --> 00:31:19.080]   It means wisdom is not just secular,
[00:31:19.080 --> 00:31:23.020]   self-improvement pieces of advice.
[00:31:23.020 --> 00:31:27.340]   Wisdom is actually God himself, right?
[00:31:27.340 --> 00:31:29.780]   God is calling out from the highest point of the city
[00:31:29.780 --> 00:31:31.940]   to his temple, his house,
[00:31:31.940 --> 00:31:36.580]   to invite us to build relationship with him, right?
[00:31:36.580 --> 00:31:39.260]   But at the same time, the false gods,
[00:31:39.260 --> 00:31:41.180]   the gods of the culture,
[00:31:41.180 --> 00:31:43.260]   the gods out there, the false gods,
[00:31:43.260 --> 00:31:45.560]   are also calling out from the same place,
[00:31:45.560 --> 00:31:46.740]   from their temples,
[00:31:46.740 --> 00:31:52.280]   to entice people or to tempt people to follow them.
[00:31:53.240 --> 00:31:55.680]   So if you come to this point,
[00:31:55.680 --> 00:31:58.000]   you understand the book of Proverbs
[00:31:58.000 --> 00:32:02.400]   is not just talking about self-improvement strategies.
[00:32:02.400 --> 00:32:04.400]   It's not just being better.
[00:32:04.400 --> 00:32:07.600]   It's not just becoming a better man or woman.
[00:32:07.600 --> 00:32:09.160]   It's actually about worship,
[00:32:09.160 --> 00:32:13.000]   about your relationship with God.
[00:32:13.000 --> 00:32:17.280]   Remember the fear of the Lord is the beginning of wisdom.
[00:32:17.280 --> 00:32:21.200]   The fear of the Lord is the proper relationship
[00:32:21.200 --> 00:32:23.680]   between you and God is the beginning,
[00:32:23.680 --> 00:32:25.800]   is the foundation of wisdom.
[00:32:25.800 --> 00:32:29.720]   So it's not just talking about self-improvement.
[00:32:29.720 --> 00:32:34.100]   It's talking about us worshiping the right God,
[00:32:34.100 --> 00:32:35.020]   the true God.
[00:32:35.020 --> 00:32:39.500]   So I hope that we will end this series
[00:32:39.500 --> 00:32:41.760]   by this appeal,
[00:32:41.760 --> 00:32:45.920]   that God is calling you from his temple,
[00:32:45.920 --> 00:32:47.640]   from his dwelling place,
[00:32:47.640 --> 00:32:52.240]   to invite you to build a right relationship with him.
[00:32:52.240 --> 00:32:55.640]   And the good news we have from the Bible
[00:32:55.640 --> 00:32:58.640]   is that we, as sinners,
[00:32:58.640 --> 00:33:03.640]   we are being prepared for the salvation of Christ.
[00:33:03.640 --> 00:33:08.720]   And Jesus came in our place,
[00:33:08.720 --> 00:33:10.200]   in the place of sinner,
[00:33:10.200 --> 00:33:13.740]   to die for us, to sacrifice himself for us on the cross,
[00:33:13.740 --> 00:33:16.320]   in order to bring us back and redeem us
[00:33:16.320 --> 00:33:19.480]   so that we can be the children of God.
[00:33:19.480 --> 00:33:23.340]   And I hope that this will be true to each and every one of us
[00:33:23.340 --> 00:33:27.140]   that we will build on the beginning of wisdom
[00:33:27.140 --> 00:33:30.680]   to get to know God in Christ.
[00:33:30.680 --> 00:33:32.920]   Everyone who has accepted Jesus Christ
[00:33:32.920 --> 00:33:37.120]   as his personal savior and the Lord of his life
[00:33:37.120 --> 00:33:41.120]   will be related to God,
[00:33:41.120 --> 00:33:43.800]   totally forgiven,
[00:33:43.800 --> 00:33:47.520]   and stand righteous in front of the Holy God.
[00:33:47.520 --> 00:33:49.640]   And that is the beginning of wisdom.
[00:33:49.640 --> 00:33:52.840]   And I hope that this will be your decision today
[00:33:52.840 --> 00:33:55.200]   to get to know God in Jesus Christ,
[00:33:55.200 --> 00:33:58.080]   and you will begin a life of wisdom.
[00:33:58.080 --> 00:33:59.080]   Let's pray together.
[00:33:59.080 --> 00:34:05.440]   Father, we love you because you came to save us.
[00:34:05.440 --> 00:34:09.440]   You came to redeem us in Christ Jesus.
[00:34:09.440 --> 00:34:12.120]   Thank you for the way of wisdom
[00:34:12.120 --> 00:34:16.600]   that is laid before us.
[00:34:16.600 --> 00:34:19.360]   Thank you for bringing us back to you.
[00:34:19.360 --> 00:34:25.320]   And our Lord Jesus is the way, the truth, and life.
[00:34:25.320 --> 00:34:29.660]   So we come and approach you without fear,
[00:34:29.660 --> 00:34:32.040]   approach you afloat,
[00:34:32.040 --> 00:34:34.520]   fearlessly,
[00:34:34.520 --> 00:34:39.080]   all because Jesus Christ has done so much for us,
[00:34:39.080 --> 00:34:42.480]   forgiving our sins and accepting us just as we are.
[00:34:42.480 --> 00:34:45.680]   Thank you for what Jesus has done for us
[00:34:45.680 --> 00:34:49.360]   to die on the cross, die for our sin,
[00:34:49.360 --> 00:34:50.640]   so that we can live.
[00:34:50.640 --> 00:34:56.520]   And thank you for inviting us into your relationship.
[00:34:56.520 --> 00:34:59.400]   And I pray that each and every one of us
[00:34:59.400 --> 00:35:04.020]   will begin with our relationship with you,
[00:35:04.020 --> 00:35:07.600]   to invite Jesus to be our savior,
[00:35:07.600 --> 00:35:09.720]   that we can call you as our father.
[00:35:09.720 --> 00:35:13.760]   Thank you, and make us new.
[00:35:13.760 --> 00:35:16.920]   Help us to build new habit of wisdom,
[00:35:16.920 --> 00:35:20.200]   to live wisely,
[00:35:20.200 --> 00:35:23.560]   to live in the fear of you,
[00:35:23.560 --> 00:35:27.580]   and to live wisely, to walk wisely,
[00:35:27.580 --> 00:35:29.240]   to bring glory to you.
[00:35:29.240 --> 00:35:31.300]   In Christ's name, we pray.
[00:35:31.300 --> 00:35:33.600]   Well, God bless you all,
[00:35:33.600 --> 00:35:35.860]   and I hope to see you next week,
[00:35:35.860 --> 00:35:38.040]   and we continue to worship our God.
[00:35:38.040 --> 00:35:39.800]   Stay behind for our lunch,
[00:35:39.800 --> 00:35:42.520]   and after our lunch, around one o'clock,
[00:35:42.520 --> 00:35:45.240]   we will split into different groups for Bible study,
[00:35:45.240 --> 00:35:48.080]   and we'll continue to study the Gospel of Mark.
[00:35:48.080 --> 00:35:49.120]   All right, God bless.

