
[00:00:00.000 --> 00:00:01.160]   Good morning, guys.
[00:21:17.860 --> 00:21:20.260]   And at the same time, if we understand
[00:21:20.260 --> 00:21:24.740]   that we have experienced grace of God, right?
[00:21:24.740 --> 00:21:26.700]   The lavish grace of God.
[00:21:26.700 --> 00:21:33.340]   It should motivate us to be generous people, right?
[00:21:34.100 --> 00:21:36.260]   We are so generous.
[00:21:36.260 --> 00:21:39.580]   We can be so generous because we are so blessed.
[00:21:39.580 --> 00:21:41.420]   I know Thanksgiving is around the corner
[00:21:41.420 --> 00:21:45.300]   and I've been thinking about grace,
[00:21:45.300 --> 00:21:47.580]   the goodness of God, the blessing of God,
[00:21:47.580 --> 00:21:50.340]   and our responses.
[00:21:50.340 --> 00:21:54.620]   I wanna close today with a parable, a parable by Jesus.
[00:21:54.620 --> 00:21:56.260]   And usually when we hear this parable,
[00:21:56.260 --> 00:21:57.660]   when we study this parable,
[00:22:00.940 --> 00:22:04.260]   we don't read this parable with the perspective
[00:22:04.260 --> 00:22:07.900]   of inheritance, the father's house, right?
[00:22:07.900 --> 00:22:09.540]   The household, the big household.
[00:22:09.540 --> 00:22:15.660]   Usually we read this parable understanding the love of God.
[00:22:15.660 --> 00:22:16.900]   Yeah, definitely.
[00:22:16.900 --> 00:22:20.660]   But I wanna go through this parable with you
[00:22:20.660 --> 00:22:24.140]   and with this perspective.
[00:22:24.140 --> 00:22:25.940]   Remember the parable of prodigal son?
[00:22:25.940 --> 00:22:28.020]   The prodigal son?
[00:22:29.260 --> 00:22:32.900]   The younger son who is rebellious, right?
[00:22:32.900 --> 00:22:35.740]   And he took his inheritance and go to far country
[00:22:35.740 --> 00:22:37.580]   and waste them all, right?
[00:22:37.580 --> 00:22:40.100]   And he was suffering and he just thought on him,
[00:22:40.100 --> 00:22:42.180]   hey, maybe I should return to the father's house
[00:22:42.180 --> 00:22:44.260]   and rather be a servant, right?
[00:22:44.260 --> 00:22:46.580]   That's a parable of prodigal son.
[00:22:46.580 --> 00:22:48.500]   But actually if you read it carefully,
[00:22:48.500 --> 00:22:52.460]   the parable of prodigal son is parable of two sons.
[00:22:52.460 --> 00:22:58.380]   Two sons, the younger and the older, right?
[00:22:58.380 --> 00:23:00.540]   The younger and the firstborn.
[00:23:00.540 --> 00:23:01.980]   The younger son, as I said, goes away
[00:23:01.980 --> 00:23:04.740]   and spend all of his inheritance from the father
[00:23:04.740 --> 00:23:06.180]   and he suffered so much.
[00:23:06.180 --> 00:23:08.900]   And then the son realized the patience
[00:23:08.900 --> 00:23:12.660]   of the father is enduring, right?
[00:23:12.660 --> 00:23:17.660]   So he decided to just go back to the father's house.
[00:23:17.660 --> 00:23:23.060]   He hurts his father deeply and he knows
[00:23:23.060 --> 00:23:26.080]   he does not deserve the favor of God.
[00:23:27.260 --> 00:23:29.580]   So he made up his mind and say,
[00:23:29.580 --> 00:23:32.480]   no, I'm not worthy to be called my father's son,
[00:23:32.480 --> 00:23:35.300]   but I would rather go back to be one of his servants.
[00:23:35.300 --> 00:23:40.300]   So he goes back and he just wanna work for his father
[00:23:40.300 --> 00:23:44.020]   as a slave working for the master.
[00:23:44.020 --> 00:23:46.420]   But when the son returns home, what did he find?
[00:23:46.420 --> 00:23:50.460]   He does not see a stern master,
[00:23:50.460 --> 00:23:53.860]   but a loving and patient father waiting for him.
[00:23:55.380 --> 00:23:57.740]   The loving father is waiting for him.
[00:23:57.740 --> 00:24:00.700]   He saw him and felt compassion and ran
[00:24:00.700 --> 00:24:03.620]   and embraced and kissed him.
[00:24:03.620 --> 00:24:07.300]   Now, this sort of actions, usually in that kind of culture,
[00:24:07.300 --> 00:24:11.560]   in biblical culture, means humiliation.
[00:24:11.560 --> 00:24:14.820]   Old men don't run.
[00:24:14.820 --> 00:24:17.900]   They walk slowly, right?
[00:24:17.900 --> 00:24:21.100]   And respectfully, keeping their honor.
[00:24:21.100 --> 00:24:23.700]   But this father seeing the younger son coming back,
[00:24:23.700 --> 00:24:27.620]   he ran and embraced him and kissed him
[00:24:27.620 --> 00:24:30.140]   and threw a party for him and celebrate.
[00:24:30.140 --> 00:24:31.640]   So the son returns home,
[00:24:31.640 --> 00:24:36.060]   returned to his father's land and inheritance.
[00:24:36.060 --> 00:24:42.860]   Now, at this point, the firstborn,
[00:24:42.860 --> 00:24:45.260]   the elder son came back, right?
[00:24:45.260 --> 00:24:48.460]   And how did he react?
[00:24:48.460 --> 00:24:53.240]   He comes home from the farm
[00:24:53.240 --> 00:24:56.060]   and he heard about the celebration
[00:24:56.060 --> 00:25:01.060]   for the long lost younger brother, but he was angry.
[00:25:01.060 --> 00:25:03.740]   He said, "It's not fair."
[00:25:03.740 --> 00:25:04.720]   Why?
[00:25:04.720 --> 00:25:07.060]   Because he has been working so hard, right,
[00:25:07.060 --> 00:25:08.700]   to earn his father's favor.
[00:25:08.700 --> 00:25:14.140]   And he was angry against his father
[00:25:14.140 --> 00:25:17.120]   and the younger son, his brother,
[00:25:17.120 --> 00:25:19.540]   because he has been working so hard
[00:25:19.540 --> 00:25:22.500]   to earn the favor of God.
[00:25:22.500 --> 00:25:24.640]   And the father never threw a party for him.
[00:25:24.640 --> 00:25:28.780]   He, the elder son, is a dutiful son.
[00:25:28.780 --> 00:25:33.540]   He's a very faithful son, but he never realized, sadly,
[00:25:33.540 --> 00:25:37.720]   he is already living in and enjoying
[00:25:37.720 --> 00:25:39.560]   all the inheritance of the father,
[00:25:39.560 --> 00:25:42.840]   all the inheritance of the father,
[00:25:42.840 --> 00:25:44.880]   every single day since he was born.
[00:25:44.880 --> 00:25:50.900]   He would enjoy it and he would inherit
[00:25:51.680 --> 00:25:54.020]   all the land and inheritance.
[00:25:54.020 --> 00:25:57.200]   You see here, the two sons,
[00:25:57.200 --> 00:26:02.200]   one find that God's favor is undeserved.
[00:26:02.200 --> 00:26:05.800]   The other one is trying, working so hard
[00:26:05.800 --> 00:26:08.600]   in order to earn that, right?
[00:26:08.600 --> 00:26:10.760]   And the parable ends with, you know,
[00:26:10.760 --> 00:26:15.760]   you don't have to do that because God is so rich
[00:26:15.760 --> 00:26:21.440]   and God has blessed you and give you the inheritance.
[00:26:21.440 --> 00:26:24.960]   Now, usually theologians would define grace
[00:26:24.960 --> 00:26:27.400]   as unmerited favor.
[00:26:27.400 --> 00:26:30.360]   What does it mean, unmerited favor?
[00:26:30.360 --> 00:26:34.700]   It means that you don't deserve the grace of God,
[00:26:34.700 --> 00:26:36.360]   the love of God.
[00:26:36.360 --> 00:26:39.160]   Nonetheless, God loves you.
[00:26:39.160 --> 00:26:41.540]   God loves you even you don't deserve it,
[00:26:41.540 --> 00:26:44.660]   even you feel you don't deserve it.
[00:26:44.660 --> 00:26:46.460]   God still loves you.
[00:26:46.460 --> 00:26:48.320]   That is grace, right?
[00:26:48.320 --> 00:26:51.280]   No debate about it, unmerited favor.
[00:26:51.280 --> 00:26:54.760]   You don't deserve it, unmerited, but it comes upon you.
[00:26:54.760 --> 00:26:57.580]   But this is only one side of the coin.
[00:26:57.580 --> 00:27:03.320]   I will say grace is also dismerited favor.
[00:27:03.320 --> 00:27:06.400]   Now, what does it mean, dismerited favor?
[00:27:06.400 --> 00:27:07.720]   I don't know how to translate in Chinese,
[00:27:07.720 --> 00:27:09.200]   so yeah, don't worry about it.
[00:27:09.200 --> 00:27:12.080]   It's called dismerited favor.
[00:27:12.080 --> 00:27:16.480]   What it means is that you deserve judgment.
[00:27:18.000 --> 00:27:21.600]   We sinners, we deserve condemnation,
[00:27:21.600 --> 00:27:25.420]   yet condemnation does not come to us.
[00:27:25.420 --> 00:27:29.280]   God forgives.
[00:27:29.280 --> 00:27:34.280]   God forgives us even we do deserve condemnation.
[00:27:34.280 --> 00:27:37.880]   That is dismerited favor.
[00:27:37.880 --> 00:27:41.800]   It's not just unmerited favor, it's dismerited favor.
[00:27:41.800 --> 00:27:43.320]   This ought to be the motivation
[00:27:43.320 --> 00:27:46.060]   for our entire Christian life, right?
[00:27:46.380 --> 00:27:51.380]   You don't have to work so hard to earn God's favor,
[00:27:51.380 --> 00:27:56.060]   but it has given to you unmerited and dismerited.
[00:27:56.060 --> 00:27:59.260]   Once we experience the grace of God,
[00:27:59.260 --> 00:28:04.940]   our relationship with God should be motivated
[00:28:04.940 --> 00:28:09.180]   by a grateful response.
[00:28:09.180 --> 00:28:12.900]   Since God loves me so much, and I'm not worthy,
[00:28:13.980 --> 00:28:18.900]   I'm not dismerited, yet God's love comes upon my life,
[00:28:18.900 --> 00:28:21.620]   and I want to respond to God with gratitude,
[00:28:21.620 --> 00:28:25.260]   with worship, with my service.
[00:28:25.260 --> 00:28:28.540]   Yesterday, I read something really,
[00:28:28.540 --> 00:28:31.240]   I think it's meaningful for this season, Thanksgiving.
[00:28:31.240 --> 00:28:36.260]   That short piece is about gratefulness and gratitude.
[00:28:36.260 --> 00:28:39.440]   It's a reminder for me,
[00:28:39.440 --> 00:28:43.460]   and I want to close my sermon with this.
[00:28:44.140 --> 00:28:48.420]   There's a fine line between doing things for God
[00:28:48.420 --> 00:28:51.460]   with a strong sense of responsibility,
[00:28:51.460 --> 00:28:56.460]   and serving God with gratitude, gratefulness.
[00:28:56.460 --> 00:28:59.380]   So that short piece talks about this.
[00:28:59.380 --> 00:29:01.940]   Let me run it through.
[00:29:01.940 --> 00:29:08.080]   Grateful for, house to clean.
[00:29:08.080 --> 00:29:11.020]   You can take it as, I have to clean my house.
[00:29:11.020 --> 00:29:13.580]   Such a burden for me, right?
[00:29:13.580 --> 00:29:15.500]   Have you cleaned your house lately?
[00:29:15.500 --> 00:29:16.420]   Such a burden.
[00:29:16.420 --> 00:29:21.440]   But you can also reflect it on the other side.
[00:29:21.440 --> 00:29:25.420]   Yeah, I can clean my house because I'm grateful.
[00:29:25.420 --> 00:29:28.780]   God has given me a safe shelter to live.
[00:29:28.780 --> 00:29:32.100]   Doing laundry, right?
[00:29:32.100 --> 00:29:33.820]   It sucks doing laundry.
[00:29:33.820 --> 00:29:36.580]   I don't do it, my wife does.
[00:29:36.580 --> 00:29:38.700]   It sucks.
[00:29:40.420 --> 00:29:42.460]   But consider, we are doing laundry
[00:29:42.460 --> 00:29:47.460]   because God has been so blessing us with clothes to wear.
[00:29:47.460 --> 00:29:51.580]   Doing dishes, last night I was doing dishes,
[00:29:51.580 --> 00:29:53.940]   a lot of dishes, because my son came back
[00:29:53.940 --> 00:29:56.300]   to spend the night.
[00:29:56.300 --> 00:29:58.700]   Yeah, there were so many dishes, right?
[00:29:58.700 --> 00:30:01.380]   I do dishes, it sucks.
[00:30:01.380 --> 00:30:06.820]   You know, it come from a spirit of just being responsible.
[00:30:06.820 --> 00:30:09.000]   The elder son, by the way, the elder son.
[00:30:09.000 --> 00:30:10.400]   I'm working so hard, right?
[00:30:10.400 --> 00:30:16.220]   But gratitude says, we have food to eat, right?
[00:30:16.220 --> 00:30:18.020]   That's why we do dishes.
[00:30:18.020 --> 00:30:19.740]   Grocery shopping, right?
[00:30:19.740 --> 00:30:21.660]   It's routine, it's tedious.
[00:30:21.660 --> 00:30:26.180]   But God has provided me money, it's proficient.
[00:30:26.180 --> 00:30:27.420]   I have to clean toilets.
[00:30:27.420 --> 00:30:30.860]   But thank God for indoor plumbing.
[00:30:30.860 --> 00:30:35.660]   There were a lot of noise in my life,
[00:30:35.660 --> 00:30:38.660]   but thank God, we have people around us
[00:30:38.660 --> 00:30:40.100]   who care about us.
[00:30:40.100 --> 00:30:43.380]   There are endless questions about homework,
[00:30:43.380 --> 00:30:45.580]   for the kids especially, right?
[00:30:45.580 --> 00:30:47.500]   Endless assignments they have to do.
[00:30:47.500 --> 00:30:49.960]   Oh, so tired.
[00:30:49.960 --> 00:30:56.020]   But gratefulness says, hey, my kids are growing, right?
[00:30:56.020 --> 00:31:00.060]   Early wake-ups, just like this morning, right?
[00:31:00.060 --> 00:31:01.620]   Early wake-ups.
[00:31:01.620 --> 00:31:02.840]   Or Monday, right?
[00:31:02.840 --> 00:31:06.720]   Anyone has Monday blue?
[00:31:06.720 --> 00:31:08.220]   I do, right?
[00:31:08.860 --> 00:31:11.820]   Oh, what a day, we have to drag our body,
[00:31:11.820 --> 00:31:14.060]   you know, away from the mattress, right?
[00:31:14.060 --> 00:31:16.100]   To wake up, early wake-up.
[00:31:16.100 --> 00:31:19.440]   But hey, if you're taking care of the young kids,
[00:31:19.440 --> 00:31:23.140]   children to love, praise God.
[00:31:23.140 --> 00:31:26.900]   Throwing tire in bed, it sucks.
[00:31:26.900 --> 00:31:29.480]   But thank God I'm still alive.
[00:31:29.480 --> 00:31:33.900]   And by the way, ties an offering, right?
[00:31:33.900 --> 00:31:37.040]   One-tenth of our income goes into offering.
[00:31:37.880 --> 00:31:42.880]   Um, it feels burdensome.
[00:31:42.880 --> 00:31:44.520]   Yeah, I must say that, you know,
[00:31:44.520 --> 00:31:46.320]   I'm a Christian for many, many years.
[00:31:46.320 --> 00:31:50.660]   I feel like ties and offering, yeah, right?
[00:31:50.660 --> 00:31:55.000]   Yeah, it would be heaven if there was no ties and offering.
[00:31:55.000 --> 00:31:59.720]   However, gratefulness says,
[00:31:59.720 --> 00:32:03.000]   I do have the resources to bless other people, right?
[00:32:03.000 --> 00:32:06.600]   Last week we had the General Assembly
[00:32:06.600 --> 00:32:08.760]   and usually at the end of the year,
[00:32:08.760 --> 00:32:10.880]   all the churches and most of the organizations
[00:32:10.880 --> 00:32:13.300]   are lacking some resources.
[00:32:13.300 --> 00:32:16.480]   We do, our church does, yeah.
[00:32:16.480 --> 00:32:18.720]   It's challenging this year, right?
[00:32:18.720 --> 00:32:23.720]   Yesterday I was dining out in a restaurant with someone
[00:32:23.720 --> 00:32:26.720]   and then I paid the bill.
[00:32:26.720 --> 00:32:30.000]   $30 each person.
[00:32:30.000 --> 00:32:33.920]   $30 a meal, right?
[00:32:33.920 --> 00:32:35.660]   That's crazy, I didn't have enough.
[00:32:36.500 --> 00:32:40.140]   I was still hungry, leaving the restaurant, right?
[00:32:40.140 --> 00:32:42.860]   So I paid $60, right?
[00:32:42.860 --> 00:32:44.620]   The biggest struggle I have these days,
[00:32:44.620 --> 00:32:46.640]   dining out, is the tips.
[00:32:46.640 --> 00:32:50.740]   Can I cut the tips, right?
[00:32:50.740 --> 00:32:52.880]   Life is hard.
[00:32:52.880 --> 00:32:56.740]   But gratitude says,
[00:32:56.740 --> 00:32:59.060]   we have the resources to bless other people.
[00:32:59.060 --> 00:33:01.620]   God is too good.
[00:33:01.620 --> 00:33:02.860]   God is too resourceful.
[00:33:04.580 --> 00:33:05.500]   God of blessing.
[00:33:05.500 --> 00:33:07.300]   Let's all pray.
[00:33:07.300 --> 00:33:13.540]   Father, thank you for being our God, our infinite God.
[00:33:13.540 --> 00:33:17.540]   And you are the God of blessings.
[00:33:17.540 --> 00:33:19.920]   You are the God full of resources.
[00:33:19.920 --> 00:33:22.260]   And you are infinite.
[00:33:22.260 --> 00:33:26.120]   And your love never exhausts.
[00:33:26.120 --> 00:33:29.860]   Your patience towards us never exhausts.
[00:33:29.860 --> 00:33:32.540]   Thank you for being our great God.
[00:33:32.540 --> 00:33:34.660]   Thank you for the fact that in Christ,
[00:33:34.660 --> 00:33:38.420]   we enjoy the unmerited,
[00:33:38.420 --> 00:33:39.760]   dismerited favor.
[00:33:39.760 --> 00:33:43.600]   That we are in Christ, no more condemnation.
[00:33:43.600 --> 00:33:46.620]   And in Christ, we have new life.
[00:33:46.620 --> 00:33:49.020]   Thank you for all the good things
[00:33:49.020 --> 00:33:51.460]   that you have showered upon us.
[00:33:51.460 --> 00:33:54.500]   Especially as we end our service with communion,
[00:33:54.500 --> 00:33:58.960]   we pick up the bread and the cup of grape juice
[00:33:58.960 --> 00:34:01.900]   to remember how great you are
[00:34:01.900 --> 00:34:03.360]   and your love is so great.
[00:34:03.360 --> 00:34:06.500]   Beyond our comprehension,
[00:34:06.500 --> 00:34:09.380]   yet becomes a reality in our life.
[00:34:09.380 --> 00:34:11.700]   Encourage us and give us hope.
[00:34:11.700 --> 00:34:16.700]   Give us this new strength to live for you,
[00:34:16.700 --> 00:34:18.660]   to serve you.
[00:34:18.660 --> 00:34:19.560]   In Christ, we pray.

