
[00:00:00.000 --> 00:00:01.600]   our time to John.
[00:24:00.600 --> 00:24:02.720]   And you know, I always find it interesting
[00:24:02.720 --> 00:24:05.720]   when I speak to my friends who come from places
[00:24:05.720 --> 00:24:09.280]   where the church was severely persecuted,
[00:24:09.280 --> 00:24:12.600]   and you're one of them, people who come from China,
[00:24:12.600 --> 00:24:15.960]   people who come from Vietnam, Romania,
[00:24:15.960 --> 00:24:20.360]   and so many other countries around the world.
[00:24:20.360 --> 00:24:25.120]   You know when it's the most dangerous to be a Christian?
[00:24:25.120 --> 00:24:27.640]   When you're meeting together.
[00:24:27.640 --> 00:24:29.880]   It is.
[00:24:30.880 --> 00:24:35.880]   And yet they still do everything possible
[00:24:35.880 --> 00:24:38.380]   to meet together.
[00:24:38.380 --> 00:24:44.880]   Because they know that there is a day coming
[00:24:44.880 --> 00:24:47.880]   when the Lord will return,
[00:24:47.880 --> 00:24:50.400]   and he will set all things right.
[00:24:50.400 --> 00:24:53.920]   The earth will be his footstool.
[00:24:53.920 --> 00:24:57.000]   He will sit on his throne as the righteous judge,
[00:24:57.000 --> 00:24:58.460]   and all will be well.
[00:24:59.460 --> 00:25:02.980]   And those who are members of his body,
[00:25:02.980 --> 00:25:06.420]   those whose names are written in the Lamb's Book of Life,
[00:25:06.420 --> 00:25:07.820]   have nothing to worry about.
[00:25:07.820 --> 00:25:13.020]   We encourage each other towards that day.
[00:25:13.020 --> 00:25:16.340]   I know it's hard right now, I know you're suffering right now
[00:25:16.340 --> 00:25:20.580]   but the day is coming when Jesus will make all things right.
[00:25:20.580 --> 00:25:26.900]   Let's hold firm to our hope together.
[00:25:26.900 --> 00:25:29.920]   Let's hang on to his promises together.
[00:25:29.920 --> 00:25:33.740]   Let's spur each other on to good works.
[00:25:33.740 --> 00:25:37.100]   Let's spur each other on towards love,
[00:25:37.100 --> 00:25:41.220]   not giving up meeting together.
[00:25:41.220 --> 00:25:50.900]   You know in Acts chapter two, verse 42,
[00:25:50.900 --> 00:25:54.180]   there's this description of the church.
[00:25:54.180 --> 00:25:57.260]   They devoted themselves to the apostles' teachings
[00:25:57.260 --> 00:26:00.660]   and to fellowship, to the breaking of bread and to prayer.
[00:26:00.660 --> 00:26:04.140]   Everyone was filled with awe at the many wonders
[00:26:04.140 --> 00:26:06.620]   and signs performed by the apostles.
[00:26:06.620 --> 00:26:10.480]   All the believers were together and had everything in common.
[00:26:10.480 --> 00:26:12.460]   They sold property and possessions
[00:26:12.460 --> 00:26:16.140]   to give to anyone who had need.
[00:26:16.140 --> 00:26:19.040]   Every day they continued to meet together
[00:26:19.040 --> 00:26:20.320]   in the temple courts.
[00:26:20.320 --> 00:26:23.340]   They broke bread in their homes
[00:26:23.340 --> 00:26:26.460]   and ate together with glad and sincere hearts,
[00:26:26.460 --> 00:26:29.940]   praising God and enjoying the favor of all the people
[00:26:29.940 --> 00:26:32.740]   and the Lord added to their number daily
[00:26:32.740 --> 00:26:34.600]   those who were being saved.
[00:26:34.600 --> 00:26:38.980]   Until the Lord returns,
[00:26:38.980 --> 00:26:43.000]   the church is encouraged by being united.
[00:26:43.000 --> 00:26:47.540]   They encourage each other when they are united
[00:26:47.540 --> 00:26:50.220]   by being together.
[00:26:51.820 --> 00:26:55.020]   Don't forsake gathering as some are in the habit of doing.
[00:26:55.020 --> 00:26:57.220]   Yes, worship together on Sundays
[00:26:57.220 --> 00:26:59.900]   and yes, study the word together on Mondays
[00:26:59.900 --> 00:27:03.580]   and then yes, break bread and pray together on Tuesdays
[00:27:03.580 --> 00:27:07.300]   and let's make sure that every day of the week
[00:27:07.300 --> 00:27:11.020]   we are sharing and caring, then breaking bread again.
[00:27:11.020 --> 00:27:17.460]   Let's make sure that we keep worshiping together,
[00:27:17.460 --> 00:27:20.100]   encouraging each other, spurring each other on
[00:27:21.380 --> 00:27:23.420]   towards love and good works.
[00:27:23.420 --> 00:27:26.500]   Do this until the day of the Lord.
[00:27:26.500 --> 00:27:28.740]   The gathering of believers,
[00:27:28.740 --> 00:27:33.500]   which is what the word church literally means,
[00:27:33.500 --> 00:27:35.880]   ecclesia means gathering,
[00:27:35.880 --> 00:27:41.280]   it should give us a taste of heaven.
[00:27:41.280 --> 00:27:45.780]   I'm not overstating that,
[00:27:45.780 --> 00:27:48.720]   it should give us a foretaste of heaven.
[00:27:49.980 --> 00:27:51.260]   Gloria and I, my wife and I,
[00:27:51.260 --> 00:27:54.540]   we experienced that when we were in seminary.
[00:27:54.540 --> 00:27:58.300]   Wow, how amazing it is to be in a place
[00:27:58.300 --> 00:28:02.060]   where everybody's kind of running in the same direction.
[00:28:02.060 --> 00:28:06.540]   And then we've experienced that in churches
[00:28:06.540 --> 00:28:08.680]   we've been members of.
[00:28:08.680 --> 00:28:11.500]   We've experienced that when we're surrounded
[00:28:11.500 --> 00:28:13.540]   by like college students,
[00:28:13.540 --> 00:28:15.180]   when we were going to college together
[00:28:15.180 --> 00:28:18.220]   and all the different things that college students go through
[00:28:18.220 --> 00:28:21.700]   and we're all running together because of Jesus.
[00:28:21.700 --> 00:28:27.860]   An urban voice, 2.0,
[00:28:27.860 --> 00:28:32.400]   can and does experience this foretaste of heaven too.
[00:28:32.400 --> 00:28:39.500]   Experience Jesus and all his benefits.
[00:28:39.500 --> 00:28:47.260]   And so many of those are right here in the body of Christ.
[00:28:48.260 --> 00:28:53.020]   Right here in the body of Christ.
[00:28:53.020 --> 00:28:55.820]   I'm gonna ask you to bow your heads with me and pray.
[00:28:55.820 --> 00:29:06.020]   I wanna give you a chance to just tell God
[00:29:06.020 --> 00:29:12.620]   how thankful you are for the gospel of Jesus Christ.
[00:29:16.060 --> 00:29:18.700]   And if you don't know Jesus,
[00:29:18.700 --> 00:29:21.900]   then you don't yet have that to be thankful for.
[00:29:21.900 --> 00:29:31.140]   But if you wanna experience the power of the gospel
[00:29:31.140 --> 00:29:35.860]   to change your life, to give meaning to your life,
[00:29:35.860 --> 00:29:39.460]   have you been wondering about your own identity?
[00:29:39.460 --> 00:29:42.400]   Who am I and why am I here?
[00:29:42.400 --> 00:29:44.180]   What's the meaning of all this?
[00:29:45.380 --> 00:29:47.820]   Jesus has that answer.
[00:29:47.820 --> 00:29:49.280]   He is the answer.
[00:29:49.280 --> 00:29:53.180]   And I'm inviting you to come,
[00:29:53.180 --> 00:30:00.100]   come, taste and see how good Jesus is.
[00:30:00.100 --> 00:30:12.780]   And you can pray something like this.
[00:30:14.580 --> 00:30:18.280]   God, I don't need that preacher to tell me I'm a sinner.
[00:30:18.280 --> 00:30:24.460]   I know there's so much wickedness in my heart.
[00:30:24.460 --> 00:30:26.840]   There is rebellion in my heart.
[00:30:26.840 --> 00:30:29.980]   There is hate in my heart.
[00:30:29.980 --> 00:30:35.160]   There's jealousy in my heart.
[00:30:35.160 --> 00:30:41.060]   There are all these things that I wish were not there,
[00:30:41.060 --> 00:30:42.200]   but it's true.
[00:30:43.620 --> 00:30:45.380]   There's so much sin in my heart.
[00:30:45.380 --> 00:30:50.500]   And I cannot carry it anymore.
[00:30:50.500 --> 00:30:53.820]   I cannot carry that guilt anymore.
[00:30:53.820 --> 00:30:58.420]   And I'm asking you, Jesus, I'm trusting you by faith
[00:30:58.420 --> 00:31:02.900]   that you will relieve me, you will save me from that guilt.
[00:31:02.900 --> 00:31:06.740]   And that's not all.
[00:31:06.740 --> 00:31:13.460]   That you will unite me with the creator of the world,
[00:31:13.460 --> 00:31:17.980]   the one who knit me together in my mother's womb,
[00:31:17.980 --> 00:31:21.060]   the one who has fearfully and wonderfully made me,
[00:31:21.060 --> 00:31:25.580]   that I can know my creator, the God of the universe.
[00:31:25.580 --> 00:31:31.800]   Lord Jesus, I want to know you.
[00:31:31.800 --> 00:31:37.940]   I want to be a child of God.
[00:31:39.660 --> 00:31:42.140]   Forgive me for my sin.
[00:31:42.140 --> 00:31:44.380]   Forgive me for my offenses.
[00:31:44.380 --> 00:31:50.620]   And declare me by faith, declare me righteous,
[00:31:50.620 --> 00:31:53.200]   pure, and holy.
[00:31:53.200 --> 00:31:59.600]   And God, would you show me the new life that you promise?
[00:31:59.600 --> 00:32:03.080]   The new life today and tomorrow,
[00:32:03.080 --> 00:32:05.300]   but also the new life that comes
[00:32:05.300 --> 00:32:07.840]   when the day of the Lord comes,
[00:32:07.840 --> 00:32:09.840]   when all things are made right,
[00:32:09.840 --> 00:32:14.420]   that on that day I will be counted
[00:32:14.420 --> 00:32:17.360]   among the children of God too.
[00:32:17.360 --> 00:32:28.500]   Thank you for Jesus, the perfect high priest
[00:32:28.500 --> 00:32:32.980]   who laid his own life down on the cross for me,
[00:32:34.260 --> 00:32:38.280]   paying the penalty for my sin,
[00:32:38.280 --> 00:32:41.580]   although he was without sin.
[00:32:41.580 --> 00:32:46.360]   And thank you that he proved
[00:32:46.360 --> 00:32:49.440]   that he even has power over death
[00:32:49.440 --> 00:32:52.940]   when he rose again on the third day.
[00:32:52.940 --> 00:32:59.560]   And I join the body of Christ, the church,
[00:32:59.560 --> 00:33:02.960]   the people who are around me, my brothers and sisters,
[00:33:02.960 --> 00:33:06.080]   in longing and waiting for that day,
[00:33:06.080 --> 00:33:09.580]   the day of the Lord, when you will return.
[00:33:09.580 --> 00:33:13.140]   And you will claim me as your own.
[00:33:13.140 --> 00:33:20.840]   God, as Urban Voice Community Church continues forward,
[00:33:20.840 --> 00:33:24.880]   I pray that you will bring them
[00:33:24.880 --> 00:33:28.100]   into a new season of fruitfulness,
[00:33:29.760 --> 00:33:34.760]   a season where many, many hear the good news
[00:33:34.760 --> 00:33:36.680]   and come to faith.
[00:33:36.680 --> 00:33:41.680]   People who speak English and Mandarin and Cantonese
[00:33:41.680 --> 00:33:46.340]   speak all manners of languages
[00:33:46.340 --> 00:33:49.280]   that are around us in Chicagoland,
[00:33:49.280 --> 00:33:52.480]   so many, too many to count,
[00:33:52.480 --> 00:33:54.880]   that they will hear the good news
[00:33:54.880 --> 00:33:57.520]   and they too will be saved.
[00:33:57.920 --> 00:34:01.760]   Lord, protect this church
[00:34:01.760 --> 00:34:08.120]   because there is an evil one who roars
[00:34:08.120 --> 00:34:13.480]   and he is like a lion looking for whom he might devour.
[00:34:13.480 --> 00:34:19.860]   But we know that we have Jesus.
[00:34:19.860 --> 00:34:24.860]   The Bible calls him the Lion of Judah, a greater lion.
[00:34:26.200 --> 00:34:30.120]   And we ask you, Lord, hold your church together.
[00:34:30.120 --> 00:34:33.820]   Unite us under Jesus.
[00:34:33.820 --> 00:34:37.960]   Lord, as we go to lunch today,
[00:34:37.960 --> 00:34:39.440]   I'm just gonna pray it right now.
[00:34:39.440 --> 00:34:43.400]   Let us have a great meal together and great fellowship.
[00:34:43.400 --> 00:34:46.440]   Thank you for the bounty that will be on the table.
[00:34:46.440 --> 00:34:52.320]   Thank you for the bounty that is around the table,
[00:34:52.320 --> 00:34:53.640]   the family of God.
[00:34:55.040 --> 00:34:58.080]   Lord, we praise you, we celebrate you.
[00:34:58.080 --> 00:35:00.320]   We thank you for the cross.
[00:35:00.320 --> 00:35:03.640]   We thank you that because of Jesus,
[00:35:03.640 --> 00:35:06.980]   we are a family, the Urban Voice family.
[00:35:06.980 --> 00:35:10.240]   And it's in Jesus' name we pray, amen.

