
[00:00:00.000 --> 00:00:01.200]  有請Mark Sir
[00:19:24.160 --> 00:19:28.760]  我開車離開時
[00:19:28.760 --> 00:19:31.240]  「這次真的被阿芝勝出了」
[00:19:32.680 --> 00:19:37.120]  讓她看見我如此慌亂的狀態
[00:19:37.120 --> 00:19:43.480]  我們確實有很多恐懼影響我們的生命
[00:19:43.480 --> 00:19:45.160]  無論是世界上發生的事
[00:19:45.160 --> 00:19:49.040]  政權、政治發生的事
[00:19:49.040 --> 00:19:51.240]  國與國之間
[00:19:51.240 --> 00:19:52.520]  或是可能在我們的生命中
[00:19:52.520 --> 00:19:56.120]  我們也會有些時候感到失控
[00:19:56.120 --> 00:19:59.600]  我離開時感激著
[00:19:59.600 --> 00:20:01.600]  感激著很多人千里迢迢來遇到我
[00:20:03.680 --> 00:20:04.720]  對
[00:20:04.720 --> 00:20:07.600]  當你恐懼的時候
[00:20:07.600 --> 00:20:12.120]  你確實會完全失去所有控制
[00:20:12.120 --> 00:20:13.400]  失去理性
[00:20:13.400 --> 00:20:18.520]  但這些情況通常都不在我身上出現
[00:20:18.520 --> 00:20:20.280]  很少出現
[00:20:20.280 --> 00:20:21.800]  無論如何
[00:20:21.800 --> 00:20:22.880]  我預備的時候
[00:20:22.880 --> 00:20:24.880]  我記起好幾年前
[00:20:24.880 --> 00:20:29.840]  有一位年輕人突然打電話給我
[00:20:29.920 --> 00:20:33.120]  他哭著地打電話給我
[00:20:33.120 --> 00:20:35.120]  他在電話中跟我解釋
[00:20:35.120 --> 00:20:39.360]  他失去了數千元
[00:20:39.360 --> 00:20:42.560]  失去了數千元,原來是怎樣的
[00:20:42.560 --> 00:20:43.840]  原來他收到一個電話
[00:20:43.840 --> 00:20:46.520]  誤稱是IRS打給他
[00:20:46.520 --> 00:20:48.040]  稅局打給他
[00:20:48.040 --> 00:20:51.360]  稅局在電話中跟他說
[00:20:51.360 --> 00:20:55.440]  「你過去幾年都沒有報稅」
[00:20:55.440 --> 00:20:59.280]  「所以你欠了四、五千元的稅項」
[00:21:00.280 --> 00:21:05.400]  「你怎樣去處理稅項呢」
[00:21:05.400 --> 00:21:10.200]  「你就去蘋果商場買禮物卡」
[00:21:10.200 --> 00:21:13.520]  蘋果商場的禮物卡
[00:21:13.520 --> 00:21:16.480]  應該不會有五千元的禮物卡吧
[00:21:16.480 --> 00:21:18.680]  你是幾百元買的
[00:21:18.680 --> 00:21:22.080]  他就去了蘋果商場
[00:21:22.080 --> 00:21:23.960]  「大哥,IRS打給你」
[00:21:23.960 --> 00:21:27.200]  IRS是全世界最大的黑社會
[00:21:27.280 --> 00:21:29.920]  你不怕嗎?雙腿發抖吧
[00:21:29.920 --> 00:21:34.240]  他確實想起過去幾年都是欠缺稅項
[00:21:34.240 --> 00:21:37.320]  所以他去了蘋果商場
[00:21:37.320 --> 00:21:41.760]  然後他買了300元、200元、300元
[00:21:41.760 --> 00:21:45.480]  200元,儲起來就有四、五千元
[00:21:45.480 --> 00:21:46.840]  然後拿回家
[00:21:46.840 --> 00:21:49.240]  買了禮物卡,你只能刮
[00:21:49.240 --> 00:21:50.800]  逐張刮
[00:21:50.800 --> 00:21:54.520]  然後報告給所有人
[00:21:54.600 --> 00:21:57.440]  說我的禮物卡的號碼是甚麼
[00:21:57.440 --> 00:22:03.000]  結果他逐張刮給對方
[00:22:03.000 --> 00:22:06.360]  於是他就報了四、五千元
[00:22:06.360 --> 00:22:08.760]  你說我很瘋狂嗎
[00:22:08.760 --> 00:22:10.760]  很瘋狂吧
[00:22:10.760 --> 00:22:14.080]  我回想起來,如果我恐慌的時候
[00:22:14.080 --> 00:22:15.840]  如果Chimmy問我拿錢
[00:22:15.840 --> 00:22:17.160]  可能我也會給他
[00:22:17.160 --> 00:22:22.160]  無論如何
[00:22:22.240 --> 00:22:24.640]  當你恐慌、被恐懼控制的時候
[00:22:24.640 --> 00:22:27.040]  你就會做很多沒想過的事
[00:22:27.040 --> 00:22:29.200]  可能他早點致電給我
[00:22:29.200 --> 00:22:30.760]  這樣就沒事了,對嗎
[00:22:30.760 --> 00:22:32.360]  對,是嗎
[00:22:32.360 --> 00:22:35.120]  問清楚,對吧
[00:22:35.120 --> 00:22:39.320]  或者問一些經紀或熟悉的人
[00:22:39.320 --> 00:22:44.600]  在恐懼中,我們確實有很多錯誤反應
[00:22:44.600 --> 00:22:46.880]  但詩篇第46篇告訴我們
[00:22:46.880 --> 00:22:50.720]  即使兵臨城下,也要謹記
[00:22:51.880 --> 00:22:54.400]  「夜禍是與我同在」,對吧
[00:22:54.400 --> 00:22:57.760]  上星期有一宗新聞
[00:22:57.760 --> 00:23:01.120]  很多人都留意的,對吧
[00:23:01.120 --> 00:23:03.000]  Alex Honnold
[00:23:03.000 --> 00:23:09.800]  Alex Honnold赤手空拳爬高山超壁
[00:23:09.800 --> 00:23:14.640]  他準備了很久去爬台北101
[00:23:14.640 --> 00:23:16.360]  你們有去過嗎
[00:23:16.360 --> 00:23:17.640]  有去過101,對吧
[00:23:17.640 --> 00:23:18.960]  你不是爬上去的
[00:23:20.440 --> 00:23:23.040]  他的赤手空拳不需要安全帶
[00:23:23.040 --> 00:23:24.840]  不需要任何輔助
[00:23:24.840 --> 00:23:29.360]  就這樣爬上去台北101
[00:23:29.360 --> 00:23:36.080]  很多時候我們看見這些影片時
[00:23:36.080 --> 00:23:38.360]  我們會有點心驚動魄
[00:23:38.360 --> 00:23:39.800]  有誰有看
[00:23:39.800 --> 00:23:42.440]  雖然我們覺得很害怕,但我們也想看
[00:23:42.440 --> 00:23:44.280]  很奇怪吧
[00:23:46.960 --> 00:23:50.760]  他只用了90分鐘
[00:23:50.760 --> 00:23:55.800]  就爬到上面的避雷針尖頂
[00:23:55.800 --> 00:24:02.560]  你會發現有很多人報道或回應時
[00:24:02.560 --> 00:24:03.720]  我覺得很有趣
[00:24:03.720 --> 00:24:06.720]  其中一個回應我覺得很有意思
[00:24:06.720 --> 00:24:13.000]  就是他不是不怕死
[00:24:14.120 --> 00:24:17.080]  而是他準備到一個地步不會死
[00:24:17.080 --> 00:24:21.360]  他不是不怕死
[00:24:21.360 --> 00:24:23.680]  你也怕死,我也怕死,對吧
[00:24:23.680 --> 00:24:27.720]  但他準備到一個地步不會死
[00:24:27.720 --> 00:24:30.400]  或將死的風險減到最低
[00:24:30.400 --> 00:24:33.120]  另一個回應我覺得很有意思
[00:24:33.120 --> 00:24:34.360]  他說我們經常想
[00:24:34.360 --> 00:24:38.480]  我們要走出我們的舒服圈
[00:24:38.480 --> 00:24:40.160]  我們的舒適圈
[00:24:40.160 --> 00:24:42.080]  過去一年,我們說要跨越
[00:24:42.160 --> 00:24:44.200]  我們要走出我們的舒適圈
[00:24:44.200 --> 00:24:48.120]  這個人Alex就剛剛相反
[00:24:48.120 --> 00:24:50.400]  他說不是走出我們的舒服圈
[00:24:50.400 --> 00:24:53.120]  而是擴大我們的舒服圈
[00:24:53.120 --> 00:24:57.120]  以前我們不敢舒服的東西
[00:24:57.120 --> 00:24:58.880]  我們願意去擴大它
[00:24:58.880 --> 00:25:00.880]  如何擴大
[00:25:00.880 --> 00:25:03.000]  你看見的只是他用90分鐘
[00:25:03.000 --> 00:25:05.320]  爬到台北101
[00:25:05.320 --> 00:25:09.800]  但你沒看見的就是他爬之前
[00:25:09.880 --> 00:25:13.560]  他有好幾千次重複練習同一個動作
[00:25:13.560 --> 00:25:19.040]  重複練習每一個手、腳的位置
[00:25:19.040 --> 00:25:21.680]  每一個觸摸的地方
[00:25:21.680 --> 00:25:23.720]  他會重複每一次
[00:25:23.720 --> 00:25:25.800]  我們會覺得很瘋狂,對吧
[00:25:25.800 --> 00:25:28.200]  對嗎?會覺得很瘋狂
[00:25:28.200 --> 00:25:30.200]  如果你的兒子是這樣
[00:25:30.200 --> 00:25:32.400]  你真的不可活
[00:25:32.400 --> 00:25:37.400]  如果你的兒子每天都做這些事
[00:25:37.400 --> 00:25:39.480]  不知道他何時死
[00:25:40.040 --> 00:25:42.840]  我們覺得很瘋狂,其實他一點也不瘋狂
[00:25:42.840 --> 00:25:45.640]  他是一個很有理性的人
[00:25:45.640 --> 00:25:47.240]  因為同一條路線
[00:25:47.240 --> 00:25:49.040]  他可以練習40次以上
[00:25:49.040 --> 00:25:51.720]  是重複日常
[00:25:51.720 --> 00:25:54.280]  每一個腳點、手點、觸點
[00:25:54.280 --> 00:25:57.040]  他都寫在他的很詳細的筆記中
[00:25:57.040 --> 00:26:02.640]  一直在心裡複雜、練習
[00:26:02.640 --> 00:26:07.680]  這讓我們提醒
[00:26:07.760 --> 00:26:12.400]  原來恐懼是可以去管理的
[00:26:12.400 --> 00:26:16.960]  起碼在我們的心靈裡,我們可以開始
[00:26:16.960 --> 00:26:18.560]  但《詩篇》、《石榴篇》
[00:26:18.560 --> 00:26:24.200]  它沒有假裝過沒有大水
[00:26:24.200 --> 00:26:25.520]  沒有崩裂的時候
[00:26:25.520 --> 00:26:29.920]  亦沒有假裝
[00:26:29.920 --> 00:26:33.520]  假裝說烈國沒有影響我們、威脅我們
[00:26:33.520 --> 00:26:35.360]  世界不會有動盪
[00:26:36.880 --> 00:26:38.320]  但《詩篇》、《石榴篇》
[00:26:38.320 --> 00:26:40.160]  在現實裡
[00:26:40.160 --> 00:26:44.520]  背後有一個最終極的我們可以倚靠
[00:26:44.520 --> 00:26:49.160]  諸事力放在背後
[00:26:49.160 --> 00:26:51.400]  這位耶和華
[00:26:51.400 --> 00:26:55.240]  這位可以戰勝大水
[00:26:55.240 --> 00:26:57.120]  與我們同在
[00:26:57.120 --> 00:26:59.400]  當我們心不安穩的時候
[00:26:59.400 --> 00:27:02.280]  萬君子耶和華與我們同在
[00:27:02.280 --> 00:27:05.240]  生活裡可能有不同的挑戰
[00:27:06.400 --> 00:27:10.080]  一種樂觀是家庭、經濟等等
[00:27:10.080 --> 00:27:13.360]  令你心也會融化
[00:27:13.360 --> 00:27:17.720]  但起碼我們心態上可以有安穩
[00:27:17.720 --> 00:27:20.840]  你們要休息,要知道我是神
[00:27:20.840 --> 00:27:24.240]  或者可能有一點
[00:27:24.240 --> 00:27:27.240]  邁尾的時候的提醒
[00:27:27.240 --> 00:27:30.600]  我們不妨練習一下
[00:27:30.600 --> 00:27:32.560]  焦慮來到的時候
[00:27:33.480 --> 00:27:36.920]  我們跑去的是上帝面前
[00:27:36.920 --> 00:27:41.480]  不是用我們那種焦慮、恐慌的模式
[00:27:41.480 --> 00:27:44.440]  來解決問題
[00:27:44.440 --> 00:27:46.520]  跑去上帝面前
[00:27:46.520 --> 00:27:48.440]  主要是這個時候我需要你
[00:27:48.440 --> 00:27:55.560]  並且這些事情可以每天鍛鍊
[00:27:55.560 --> 00:27:58.240]  嘗試去停頓、去安靜
[00:27:58.240 --> 00:28:02.360]  這也是我一生的功課
[00:28:03.760 --> 00:28:05.240]  因為大家知道我做事很急
[00:28:05.240 --> 00:28:07.360]  很難停下來
[00:28:07.360 --> 00:28:10.280]  每天停下來
[00:28:10.280 --> 00:28:13.520]  嘗試去感受一下、呼吸一下
[00:28:13.520 --> 00:28:16.720]  知道控制權不在我身上
[00:28:16.720 --> 00:28:17.880]  而是在上帝身上
[00:28:17.880 --> 00:28:21.120]  並且將這篇詩篇活出來
[00:28:21.120 --> 00:28:23.400]  就是說我們每天
[00:28:23.400 --> 00:28:25.560]  其實可以在我們生命裡
[00:28:25.560 --> 00:28:28.440]  去演繹這個副歌
[00:28:28.440 --> 00:28:32.720]  「夜禍萬君子耶和華與我們同在」
[00:28:33.600 --> 00:28:35.080]  當我們跟別人有爭執
[00:28:35.080 --> 00:28:37.560]  或者當我們有很多繃緊的時候
[00:28:37.560 --> 00:28:40.520]  我們知道上帝仍然是掌權
[00:28:40.520 --> 00:28:43.480]  於是我們應該…
[00:28:43.480 --> 00:28:45.240]  有這樣的信念的時候
[00:28:45.240 --> 00:28:46.920]  其實可以影響我們對話
[00:28:46.920 --> 00:28:49.280]  對話可以平靜
[00:28:49.280 --> 00:28:53.440]  對人可以溫柔一點
[00:28:53.440 --> 00:29:00.720]  最後不是我們掌權
[00:29:00.720 --> 00:29:03.000]  是上帝掌權
[00:29:04.480 --> 00:29:05.800]  可以同心協力祈禱嗎
[00:29:05.800 --> 00:29:09.520]  天父,我們感謝你
[00:29:09.520 --> 00:29:11.640]  因為你是我們的避難所
[00:29:11.640 --> 00:29:12.760]  是我們的力量
[00:29:12.760 --> 00:29:15.520]  可以挽難裡面隨時的幫助
[00:29:15.520 --> 00:29:21.200]  當我們心慌、意亂、迷失的時候
[00:29:21.200 --> 00:29:24.480]  求你帶我們回到你的船上
[00:29:24.480 --> 00:29:26.680]  讓我們知道你是那位
[00:29:26.680 --> 00:29:28.480]  穩如泰山的上帝
[00:29:28.480 --> 00:29:30.800]  教導我們安靜
[00:29:31.240 --> 00:29:34.240]  安靜,知道你是神
[00:29:34.240 --> 00:29:36.840]  教導我們在生命裡
[00:29:36.840 --> 00:29:40.080]  如何用安穩、信靠、平安
[00:29:40.080 --> 00:29:42.080]  來生活
[00:29:42.080 --> 00:29:47.720]  在這個時候也邀請大英姐妹
[00:29:47.720 --> 00:29:50.920]  你最近可能遇見不同的境況
[00:29:50.920 --> 00:29:52.320]  不同的情況
[00:29:52.320 --> 00:29:55.320]  你很需要你的位主
[00:29:55.320 --> 00:29:58.800]  需要位主給你那種安穩
[00:30:00.760 --> 00:30:03.240]  可以花點時間來到上帝面前
[00:30:03.240 --> 00:30:04.920]  去休息、去安靜
[00:30:04.920 --> 00:30:07.400]  知道耶和華才是神
[00:30:31.760 --> 00:30:32.760]  上帝,我很感謝你
[00:30:32.760 --> 00:30:35.280]  因為縱然世界、生命裡
[00:30:35.280 --> 00:30:36.640]  可能有很多動搖
[00:30:36.640 --> 00:30:40.120]  但你卻永遠是神
[00:30:40.120 --> 00:30:44.240]  不僅你的能力沒有改變
[00:30:44.240 --> 00:30:46.680]  你永遠是無法控制的
[00:30:46.680 --> 00:30:49.400]  在我們生命裡的每一個細節
[00:30:49.400 --> 00:30:50.640]  你都是無法控制的
[00:30:50.640 --> 00:30:53.800]  並且我們知道你對我們的愛
[00:30:53.800 --> 00:30:56.440]  是堅定不移的
[00:30:58.880 --> 00:31:01.360]  在我們今天來到你自己的聖餐桌前
[00:31:01.360 --> 00:31:08.400]  在世世代代所行的聖餐禮當中
[00:31:08.400 --> 00:31:10.920]  我們拿起這個餅、這個杯
[00:31:10.920 --> 00:31:14.000]  知道你的愛對我們的救恩
[00:31:14.000 --> 00:31:17.040]  是沒有改變過的
[00:31:17.040 --> 00:31:19.200]  是鐵一般的事實
[00:31:19.200 --> 00:31:21.960]  就是你自己的愛子耶穌基督
[00:31:21.960 --> 00:31:23.960]  在十字架上為我們死
[00:31:23.960 --> 00:31:26.640]  在墳墓裡為我們復活
[00:31:27.880 --> 00:31:29.240]  給我們一個新的生命
[00:31:29.240 --> 00:31:31.960]  讓我們能夠享受你對我們的同在
[00:31:31.960 --> 00:31:34.360]  最要求你預備我們的心靈
[00:31:34.360 --> 00:31:35.920]  來領受這個聖餐
[00:31:35.920 --> 00:31:40.520]  知道無論世界發生任何事
[00:31:40.520 --> 00:31:44.680]  我們多麼軟弱、多麼破碎
[00:31:44.680 --> 00:31:46.840]  你依然接納我們
[00:31:46.840 --> 00:31:49.520]  我們感恩讚美,祈禱奉主明教
