
[00:00:00.000 --> 00:00:02.000]   - Good morning everyone.
[00:25:10.500 --> 00:25:12.540]   So Psalm 1 is a precious psalm.
[00:25:12.540 --> 00:25:16.380]   It stands as a gate, as the opening door,
[00:25:16.380 --> 00:25:19.980]   as the entrance into the presence of God.
[00:25:19.980 --> 00:25:24.220]   Before entering into the presence of God, worshiping Him,
[00:25:24.220 --> 00:25:28.140]   we ask ourselves the questions, where are we standing?
[00:25:28.140 --> 00:25:30.940]   What kind of person are we becoming?
[00:25:30.940 --> 00:25:34.860]   (speaking in foreign language)
[00:25:40.340 --> 00:25:42.420]   I want to invite you to pray with me,
[00:25:42.420 --> 00:25:45.980]   to make this commitment today.
[00:25:45.980 --> 00:25:50.740]   (speaking in foreign language)
[00:25:50.740 --> 00:25:51.780]   Let's pray together.
[00:25:51.780 --> 00:25:53.300]   (speaking in foreign language)
[00:25:53.300 --> 00:25:55.620]   Dear Lord, thank you for your word,
[00:25:55.620 --> 00:25:58.260]   showing us the way of eternal life.
[00:25:58.260 --> 00:26:04.500]   And we do ask you to help us to take delight in your truth.
[00:26:04.500 --> 00:26:09.980]   Be rooted like a tree by streams of water.
[00:26:10.740 --> 00:26:14.660]   (speaking in foreign language)
[00:26:14.660 --> 00:26:22.540]   We ask you to keep us from drifting
[00:26:22.540 --> 00:26:26.140]   into paths that lead away from you.
[00:26:26.140 --> 00:26:29.500]   We ask you to teach us to walk in your ways,
[00:26:29.500 --> 00:26:32.340]   so that our lives may bear fruit for your glory.
[00:26:32.340 --> 00:26:36.260]   (speaking in foreign language)
[00:26:36.260 --> 00:26:38.260]   In Jesus' name we pray.
[00:26:38.260 --> 00:26:40.180]   (speaking in foreign language)
[00:26:40.180 --> 00:26:41.020]   Amen.
[00:26:41.020 --> 00:26:41.860]   - Amen.
[00:26:41.860 --> 00:26:43.220]   - All right, well God bless you,
[00:26:43.220 --> 00:26:44.580]   and I want to see you next week,
[00:26:44.580 --> 00:26:47.660]   and make sure you do your homework, right?
[00:26:47.660 --> 00:26:50.940]   Every day, just one chapter, okay, just one chapter.
[00:26:50.940 --> 00:26:54.260]   You can read more, okay, but it is one chapter.
[00:26:54.260 --> 00:26:56.820]   So you say, where to start, right?
[00:26:56.820 --> 00:26:58.660]   We'll start with Psalm, okay?
[00:26:58.660 --> 00:27:03.660]   Psalm one, two, three, four, five, six, seven, eight.
[00:27:03.660 --> 00:27:08.660]   Psalm one, two, three, four, five, six, seven, all right?
[00:27:08.660 --> 00:27:12.620]   (speaking in foreign language)
[00:27:12.620 --> 00:27:16.820]   Okay, I'll see you next week.
[00:27:16.820 --> 00:27:20.740]   (speaking in foreign language)

