
[00:00:00.000 --> 00:00:01.880]   - Good morning, everyone.
[00:26:51.240 --> 00:26:53.200]   We will choose kindness.
[00:26:53.200 --> 00:26:56.200]   And we will seek first the kingdom of God.
[00:26:56.200 --> 00:26:59.160]   That is your basic postures change.
[00:26:59.160 --> 00:27:02.440]   Your mindset will change and we shape your priority.
[00:27:02.440 --> 00:27:03.920]   We shape your values.
[00:27:03.920 --> 00:27:09.860]   (speaking in foreign language)
[00:27:20.560 --> 00:27:23.040]   Well, let me conclude with three points here.
[00:27:23.040 --> 00:27:25.120]   Maybe you can take home with this three points.
[00:27:25.120 --> 00:27:30.120]   First, is to pray first and then act secondly.
[00:27:30.120 --> 00:27:35.120]   When anxiety hits us, the Psalm says,
[00:27:35.120 --> 00:27:40.120]   "Run to God before you run into trouble."
[00:27:40.120 --> 00:27:45.680]   (speaking in foreign language)
[00:27:49.600 --> 00:27:53.440]   Solutions, maybe a sentence prayer,
[00:27:53.440 --> 00:27:56.200]   "Lord, be my refuge at this point.
[00:27:56.200 --> 00:27:59.000]   "Be my strength right now."
[00:27:59.000 --> 00:28:02.920]   (speaking in foreign language)
[00:28:20.400 --> 00:28:25.400]   And secondly, you can practice stillness every day.
[00:28:25.400 --> 00:28:30.280]   You know, just like Alex practiced thousands of times,
[00:28:30.280 --> 00:28:32.440]   every foothold and handhold.
[00:28:32.440 --> 00:28:35.520]   We, in our soul, we need practice.
[00:28:35.520 --> 00:28:39.800]   You know, take at least 60 seconds or a few minutes a day.
[00:28:39.800 --> 00:28:43.200]   You know, practice, be still in the presence of God.
[00:28:43.200 --> 00:28:46.200]   Put your phone down, turn off your computer,
[00:28:47.240 --> 00:28:51.000]   breathe slowly, surrender yourself,
[00:28:51.000 --> 00:28:52.960]   and say to God, "You are God.
[00:28:52.960 --> 00:28:54.160]   "I trust in you."
[00:28:54.160 --> 00:28:59.220]   (speaking in foreign language)
[00:28:59.220 --> 00:29:15.160]   And third, to live the Psalm as a witness in our lives.
[00:29:15.160 --> 00:29:17.240]   You can repeat the chorus every day,
[00:29:17.240 --> 00:29:21.000]   the chorus being, "The Lord of hosts is with you.
[00:29:21.000 --> 00:29:25.720]   "Be still and know that I am God."
[00:29:25.720 --> 00:29:29.980]   Choose to repeat the chorus and choose to choose one action
[00:29:29.980 --> 00:29:33.480]   that will show the stillness and the peace that we have.
[00:29:33.480 --> 00:29:37.200]   Maybe speak to one another gently.
[00:29:37.200 --> 00:29:39.440]   You know, sometimes we get tensions in our family
[00:29:39.440 --> 00:29:44.080]   with relationships, with just the chaotic world.
[00:29:44.080 --> 00:29:49.080]   We can act gently, with kindness,
[00:29:49.080 --> 00:29:51.960]   to show that, you know, the Lord is in control.
[00:29:51.960 --> 00:29:54.520]   The Lord of hosts is with us.
[00:29:54.520 --> 00:29:58.440]   (speaking in foreign language)
[00:30:14.080 --> 00:30:15.080]   Amen. - Amen.
[00:30:15.080 --> 00:30:17.240]   - Let's pray.
[00:30:17.240 --> 00:30:20.280]   (speaking in foreign language)
[00:30:20.280 --> 00:30:22.960]   Father, you are our refuge and our strength,
[00:30:22.960 --> 00:30:25.520]   a very present help in trouble.
[00:30:25.520 --> 00:30:28.960]   Our heart race and our minds feel like chaos.
[00:30:28.960 --> 00:30:31.360]   So bring us back into your presence
[00:30:31.360 --> 00:30:34.320]   and teach us to be still and to know that you,
[00:30:34.320 --> 00:30:36.360]   you alone are our God.
[00:30:36.360 --> 00:30:40.280]   (speaking in foreign language)
[00:30:45.040 --> 00:30:48.040]   And help us to practice peace this week.
[00:30:48.040 --> 00:30:51.480]   Slow us down and lead us into praying first.
[00:30:51.480 --> 00:30:54.800]   And we shape our words and our actions
[00:30:54.800 --> 00:30:56.600]   with gentleness and kindness.
[00:30:56.600 --> 00:31:00.000]   Make our homes, our church, a place of calm faith
[00:31:00.000 --> 00:31:03.000]   so that other people can see that the Lord of hosts
[00:31:03.000 --> 00:31:06.200]   is with us, you are with us.
[00:31:06.200 --> 00:31:10.200]   (speaking in foreign language)
[00:31:14.080 --> 00:31:18.000]   (speaking in foreign language)
[00:31:18.000 --> 00:31:33.360]   - And in Jesus' name, we pray.
[00:31:33.360 --> 00:31:35.200]   (speaking in foreign language)
[00:31:35.200 --> 00:31:36.040]   - Amen.
