
[00:00:00.000 --> 00:00:01.880]   Hello, brothers and sisters.
[00:30:07.420 --> 00:30:09.920]   about her own political allegiance.
[00:30:09.920 --> 00:30:11.520]   However, the important thing here
[00:30:11.520 --> 00:30:15.000]   is to know that she is not part of Israel.
[00:30:15.000 --> 00:30:18.080]   And physically, she also lives at least 10 miles away
[00:30:18.080 --> 00:30:19.920]   from the battlefield.
[00:30:19.920 --> 00:30:21.400]   And so this reinforced the narrative
[00:30:21.400 --> 00:30:24.400]   that she is the least likely person, the least likely
[00:30:24.400 --> 00:30:27.180]   character to participate in this battle.
[00:30:27.180 --> 00:30:28.640]   And yet, her appearance will actually
[00:30:28.640 --> 00:30:31.240]   set the stage for the most unexpected way
[00:30:31.240 --> 00:30:33.200]   the Lord would deliver Israel.
[00:30:33.200 --> 00:30:59.320]   [NON-ENGLISH SPEECH]
[00:30:59.320 --> 00:31:03.900]   So let's look at verse 18 to 21, "So Jael went out to meet
[00:31:03.900 --> 00:31:07.900]   Sisera and say to him, come, my lord, come right in.
[00:31:07.900 --> 00:31:09.340]   Don't be afraid.
[00:31:09.340 --> 00:31:13.420]   So he entered her tent, and she covered him with a blanket.
[00:31:13.420 --> 00:31:14.820]   I am thirsty, he said.
[00:31:14.820 --> 00:31:16.860]   Please give me some water.
[00:31:16.860 --> 00:31:19.820]   And so she opened a skin of milk, gave him a drink,
[00:31:19.820 --> 00:31:21.860]   and covered him up.
[00:31:21.860 --> 00:31:24.380]   Stand in the doorway of the tent, he told her.
[00:31:24.380 --> 00:31:27.420]   If someone comes by and asks you, is anyone in there,
[00:31:27.420 --> 00:31:29.200]   say no.
[00:31:29.200 --> 00:31:34.120]   But Jael, Herbert's wife, picked up a tent peg and hammer
[00:31:34.120 --> 00:31:38.860]   and went quietly to him while he lay fast asleep, exhausted.
[00:31:38.860 --> 00:31:42.500]   She drove the tent peg through his temple into the ground,
[00:31:42.500 --> 00:31:44.260]   and he died."
[00:31:44.260 --> 00:32:10.580]   [NON-ENGLISH SPEECH]
[00:32:10.580 --> 00:32:25.960]   [NON-ENGLISH SPEECH]
[00:32:25.960 --> 00:32:28.840]   And so now, the promise is fulfilled,
[00:32:28.840 --> 00:32:31.160]   and there is no ambiguity left.
[00:32:31.160 --> 00:32:33.560]   Just as the Lord promised through Deborah,
[00:32:33.560 --> 00:32:37.100]   he delivers Sisera into the hands of a woman.
[00:32:37.100 --> 00:32:40.760]   This woman is not Deborah herself, but it is Jael,
[00:32:40.760 --> 00:32:43.740]   who is the least likely person in this story.
[00:32:43.740 --> 00:33:01.400]   [NON-ENGLISH SPEECH]
[00:33:01.400 --> 00:33:02.760]   And then verse 22.
[00:33:02.760 --> 00:33:06.520]   "Just then, Barak came by in pursuit of Sisera,
[00:33:06.520 --> 00:33:08.680]   and Jael went out to meet him.
[00:33:08.680 --> 00:33:10.520]   'Come,' she said, 'I will show you
[00:33:10.520 --> 00:33:12.560]   the man you are looking for.'
[00:33:12.560 --> 00:33:14.160]   So he went in with her, and there
[00:33:14.160 --> 00:33:18.660]   lay Sisera with the tent peg through his temple, dead."
[00:33:18.660 --> 00:33:33.400]   [NON-ENGLISH SPEECH]
[00:33:33.400 --> 00:33:36.400]   And so through Jael's invitation into her tent,
[00:33:36.400 --> 00:33:41.960]   Barak himself got to witness how the Lord fulfilled his promise.
[00:33:41.960 --> 00:33:44.200]   And I can imagine that at this moment,
[00:33:44.200 --> 00:33:46.960]   seeing what had happened in front of him,
[00:33:46.960 --> 00:33:49.840]   the commander of the enemy, who had cruelly
[00:33:49.840 --> 00:33:52.360]   oppressed Israel for the past 20 years,
[00:33:52.360 --> 00:33:55.200]   now laying dead on the ground.
[00:33:55.200 --> 00:33:57.680]   Barak probably gained a greater faith and confidence
[00:33:57.680 --> 00:33:59.720]   in the Lord at this moment.
[00:33:59.720 --> 00:34:22.560]   [NON-ENGLISH SPEECH]
[00:34:22.560 --> 00:34:25.160]   And even though Barak shows some signs of spiritual weakness
[00:34:25.160 --> 00:34:28.240]   and trying to negotiate with God's command,
[00:34:28.240 --> 00:34:30.680]   God, on the other hand, continued to show his patience
[00:34:30.680 --> 00:34:32.640]   and his faithfulness to Barak.
[00:34:32.640 --> 00:34:36.360]   And he did so by using both women in the story, Deborah
[00:34:36.360 --> 00:34:40.560]   as the messenger and Jael as the executor of the promise,
[00:34:40.560 --> 00:34:43.260]   to show Barak that his words never fail
[00:34:43.260 --> 00:34:45.400]   and he can be fully trusted.
[00:34:45.400 --> 00:35:12.120]   [NON-ENGLISH SPEECH]
[00:35:12.120 --> 00:35:13.040]   So let's finish up.
[00:35:13.040 --> 00:35:17.160]   Verse 23, "On that day, God subdued Jabin, king of Canaan,
[00:35:17.160 --> 00:35:18.800]   before the Israelites.
[00:35:18.800 --> 00:35:21.520]   And the hand of the Israelites pressed harder and harder
[00:35:21.520 --> 00:35:25.160]   against Jabin, king of Canaan, until they destroyed him."
[00:35:25.160 --> 00:35:35.920]   [NON-ENGLISH SPEECH]
[00:35:35.920 --> 00:35:38.640]   And so here's the main idea that I want us to take away with us
[00:35:38.640 --> 00:35:41.080]   today, that we can lean on the Lord,
[00:35:41.080 --> 00:35:43.720]   even in the midst of adversities or doubts,
[00:35:43.720 --> 00:35:48.360]   because he is trustworthy and his promise never fail.
[00:35:48.360 --> 00:36:01.200]   [NON-ENGLISH SPEECH]
[00:36:01.200 --> 00:36:04.440]   And this is the invitation that lies before us.
[00:36:04.440 --> 00:36:06.320]   Would you trust him?
[00:36:06.320 --> 00:36:08.440]   Would you hold on to God's promise,
[00:36:08.440 --> 00:36:11.380]   even when life seems out of control?
[00:36:11.380 --> 00:36:13.480]   And would you choose the way of Jesus,
[00:36:13.480 --> 00:36:17.240]   even when it is inconvenient or uncomfortable?
[00:36:17.240 --> 00:36:37.680]   [NON-ENGLISH SPEECH]
[00:36:37.680 --> 00:36:40.240]   And so I want to end my sermon by showing the full YouTube
[00:36:40.240 --> 00:36:43.760]   shorts of the mom bringing her daughter to climb.
[00:36:43.760 --> 00:36:46.440]   And as you watch later, I want to draw your attention
[00:36:46.440 --> 00:36:49.120]   to these two very different perspectives,
[00:36:49.120 --> 00:36:53.000]   from the daughter's perspective and the mom's perspective.
[00:36:53.000 --> 00:36:54.920]   And so from the daughter's perspective,
[00:36:54.920 --> 00:36:57.560]   when she is at the brink of a breakdown,
[00:36:57.560 --> 00:37:00.580]   her doubts and fears affects her trust in her mom,
[00:37:00.580 --> 00:37:04.440]   as well as her mom's ability to keep her safe.
[00:37:04.440 --> 00:37:07.560]   But from the mom's perspective, her daughter
[00:37:07.560 --> 00:37:10.040]   is actually never in danger, because she
[00:37:10.040 --> 00:37:12.440]   is right there with her.
[00:37:12.440 --> 00:37:14.880]   And instead of letting the mutual trust of her daughter
[00:37:14.880 --> 00:37:18.400]   to get into her, the mom patiently guides her daughter
[00:37:18.400 --> 00:37:21.680]   step by step and lovingly encourages her
[00:37:21.680 --> 00:37:23.680]   until she gets to the top.
[00:37:23.680 --> 00:37:51.960]   [NON-ENGLISH SPEECH]
[00:37:51.960 --> 00:38:04.000]   [NON-ENGLISH SPEECH]
[00:38:04.000 --> 00:38:05.160]   So let's watch it together.
[00:38:17.640 --> 00:38:22.040]   Man, nice work, man, oh, great work.
[00:38:22.040 --> 00:38:31.480]   [NON-ENGLISH SPEECH]
[00:38:31.480 --> 00:38:32.480]   Nice, bud.
[00:38:32.480 --> 00:38:38.960]   Great work, buddy.
[00:38:38.960 --> 00:38:46.960]   [NON-ENGLISH SPEECH]
[00:38:46.960 --> 00:38:47.960]   Oh, yeah.
[00:38:47.960 --> 00:38:54.960]   [NON-ENGLISH SPEECH]
[00:38:54.960 --> 00:39:01.440]   [NON-ENGLISH SPEECH]
[00:39:01.440 --> 00:39:06.920]   [NON-ENGLISH SPEECH]
[00:39:06.920 --> 00:39:10.920]   [NON-ENGLISH SPEECH]
[00:39:10.920 --> 00:39:11.920]   To your left, mate.
[00:39:11.920 --> 00:39:12.920]   There you go.
[00:39:12.920 --> 00:39:15.920]   Well done, buddy.
[00:39:15.920 --> 00:39:20.400]   [NON-ENGLISH SPEECH]
[00:39:20.400 --> 00:39:24.400]   [NON-ENGLISH SPEECH]
[00:39:24.400 --> 00:39:28.400]   [NON-ENGLISH SPEECH]
[00:39:28.400 --> 00:39:40.400]   [NON-ENGLISH SPEECH]
[00:39:40.400 --> 00:39:44.400]   So it is the same when it comes to our life.
[00:39:44.400 --> 00:39:47.400]   When we see things from our own limited perspective,
[00:39:47.400 --> 00:39:50.880]   we can easily lose faith when we are confronted
[00:39:50.880 --> 00:39:52.960]   by our own doubts and fear.
[00:39:52.960 --> 00:39:55.360]   But if we can learn to lean on the Lord
[00:39:55.360 --> 00:39:57.960]   and look at things from His perspective,
[00:39:57.960 --> 00:39:59.880]   we would know that we can fully trust Him,
[00:39:59.880 --> 00:40:02.320]   because He is always right there with us,
[00:40:02.320 --> 00:40:04.760]   and He is always trustworthy.
[00:40:04.760 --> 00:40:27.920]   [NON-ENGLISH SPEECH]
[00:40:27.920 --> 00:40:30.600]   So, Church, let's continue to grow our faith in Him.
[00:40:30.600 --> 00:40:31.360]   Let's pray.
[00:40:31.360 --> 00:40:35.760]   [NON-ENGLISH SPEECH]
[00:40:35.760 --> 00:40:40.120]   Lord, thank you for being a faithful and trustworthy God.
[00:40:40.120 --> 00:40:42.480]   We know that your promise never fails,
[00:40:42.480 --> 00:40:46.280]   and we rest in the fact that nothing, nothing can ever
[00:40:46.280 --> 00:40:49.400]   stop you from accomplishing your word.
[00:40:49.400 --> 00:40:53.200]   So, Lord, increase our faith in you.
[00:40:53.200 --> 00:40:57.640]   Remind us of your goodness and your faithfulness in our life.
[00:40:57.640 --> 00:40:59.960]   Strengthen us in areas of our life
[00:40:59.960 --> 00:41:03.160]   where our faith is incomplete.
[00:41:03.160 --> 00:41:06.320]   Heal us of our deepest fear and doubt
[00:41:06.320 --> 00:41:09.840]   so that we can come before you with greater trust.
[00:41:09.840 --> 00:41:30.760]   [NON-ENGLISH SPEECH]
[00:41:40.640 --> 00:41:43.560]   And in Jesus' name, we pray, amen.
[00:41:43.560 --> 00:41:46.520]   [NON-ENGLISH SPEECH]
[00:41:46.520 --> 00:41:47.760]   Amen.
[00:41:47.760 --> 00:41:51.120]   OK, thank you all for joining us this morning.
[00:41:51.120 --> 00:41:52.920]   And as Kelly has mentioned, Pastor Mark
[00:41:52.920 --> 00:41:56.880]   is preaching at Wheaton today, so he won't be with us.
[00:41:56.880 --> 00:42:00.720]   But I would still encourage you to stay, hang out a little bit,
[00:42:00.720 --> 00:42:02.680]   and connect with one another.
[00:42:02.680 --> 00:42:03.880]   So go in peace.
[00:42:03.880 --> 00:42:04.440]   You're loved.
[00:42:09.840 --> 00:42:10.340]   you
