
[00:00:00.000 --> 00:00:03.600]   - Thank you, Patrick.
[00:27:09.280 --> 00:27:13.480]   Jesus says, "Blessed are the poor in spirit."
[00:27:13.480 --> 00:27:16.680]   When the world is chasing after happiness and pleasure,
[00:27:16.680 --> 00:27:20.520]   Jesus says, "Blessed are those who mourn."
[00:27:20.520 --> 00:27:24.080]   When the world is getting after power and status,
[00:27:24.080 --> 00:27:27.680]   Jesus says, "Blessed are the meek."
[00:27:27.680 --> 00:27:31.520]   When the world says, "Eye for an eye and tooth for a tooth,"
[00:27:31.520 --> 00:27:34.600]   Jesus says, "Turn the other cheek."
[00:27:34.600 --> 00:27:38.360]   And when the world says, "Love your own
[00:27:38.360 --> 00:27:41.480]   "and hate those that are not like you,"
[00:27:41.480 --> 00:27:43.880]   Jesus says, "Love your enemies
[00:27:43.880 --> 00:27:46.400]   "and pray for those who persecute you."
[00:27:46.400 --> 00:27:51.200]   (speaking in foreign language)
[00:27:52.200 --> 00:27:55.200]   And so when the world is figuring out how to get rich,
[00:27:55.200 --> 00:27:58.200]   Jesus says, "Blessed are the poor in spirit."
[00:27:58.200 --> 00:28:01.200]   When the world is getting after happiness and pleasure,
[00:28:01.200 --> 00:28:04.200]   Jesus says, "Blessed are those who mourn."
[00:28:04.200 --> 00:28:07.200]   When the world is getting after power and status,
[00:28:07.200 --> 00:28:10.200]   Jesus says, "Blessed are the meek."
[00:28:10.200 --> 00:28:14.200]   When the world says, "Eye for an eye and tooth for a tooth,"
[00:28:14.200 --> 00:28:17.200]   Jesus says, "Turn the other cheek."
[00:28:17.200 --> 00:28:20.200]   And when the world says, "Love your own
[00:28:20.200 --> 00:28:23.200]   "and hate those who persecute you,"
[00:28:23.200 --> 00:28:26.200]   Jesus says, "Blessed are the meek."
[00:28:26.200 --> 00:28:29.200]   When the world is figuring out how to get rich,
[00:28:29.200 --> 00:28:32.200]   Jesus says, "Blessed are the poor in spirit."
[00:28:32.200 --> 00:28:35.200]   When the world is getting after power and status,
[00:28:35.200 --> 00:28:38.200]   Jesus says, "Blessed are the meek."
[00:28:38.200 --> 00:28:41.200]   When the world is getting after power and status,
[00:28:41.200 --> 00:28:44.200]   Jesus says, "Blessed are the meek."
[00:28:44.200 --> 00:28:47.200]   When the world is getting after power and status,
[00:28:47.200 --> 00:28:50.200]   Jesus says, "Blessed are the meek."
[00:28:50.200 --> 00:28:53.200]   When the world is figuring out how to get rich,
[00:28:53.200 --> 00:28:56.200]   Jesus says, "Blessed are the poor in spirit."
[00:28:56.200 --> 00:28:59.200]   When the world is getting after power and status,
[00:28:59.200 --> 00:29:02.200]   Jesus says, "Blessed are the meek."
[00:29:02.200 --> 00:29:05.200]   When the world is figuring out how to get rich,
[00:29:05.200 --> 00:29:08.200]   Jesus says, "Blessed are the poor in spirit."
[00:29:08.200 --> 00:29:11.200]   When the world is figuring out how to get rich,
[00:29:11.200 --> 00:29:14.200]   Jesus says, "Blessed are the poor in spirit."
[00:29:14.200 --> 00:29:17.200]   When the world is figuring out how to get rich,
[00:29:17.200 --> 00:29:20.200]   Jesus says, "Blessed are the poor in spirit."
[00:29:20.200 --> 00:29:23.200]   When the world is figuring out how to get rich,
[00:29:23.200 --> 00:29:26.200]   Jesus says, "Blessed are the poor in spirit."
[00:29:26.200 --> 00:29:29.200]   When the world is figuring out how to get rich,
[00:29:29.200 --> 00:29:32.200]   Jesus says, "Blessed are the poor in spirit."
[00:29:32.200 --> 00:29:35.200]   When the world is figuring out how to get rich,
[00:29:35.200 --> 00:29:38.200]   Jesus says, "Blessed are the poor in spirit."
[00:29:38.200 --> 00:29:41.200]   When the world is figuring out how to get rich,
[00:29:41.200 --> 00:29:44.200]   Jesus says, "Blessed are the poor in spirit."
[00:29:44.200 --> 00:29:47.200]   When the world is figuring out how to get rich,
[00:29:47.200 --> 00:29:50.200]   Jesus says, "Blessed are the poor in spirit."
[00:29:50.200 --> 00:29:53.200]   When the world is figuring out how to get rich,
[00:29:53.200 --> 00:29:56.200]   Jesus says, "Blessed are the poor in spirit."
[00:29:56.200 --> 00:29:59.200]   When the world is figuring out how to get rich,
[00:29:59.200 --> 00:30:02.200]   Jesus says, "Blessed are the poor in spirit."
[00:30:02.200 --> 00:30:05.200]   When the world is figuring out how to get rich,

