
[00:00:00.000 --> 00:00:01.400]   All right, thanks, Kelly.
[00:22:38.900 --> 00:22:40.800]   No, Jesus is not like that.
[00:22:41.300 --> 00:22:43.300]   Remember the first verse of this letter,
[00:22:43.300 --> 00:22:47.100]   Jesus said, "I am the Amen, I'm the ruler of the creation.
[00:22:47.100 --> 00:22:49.500]   I'm the Cosmos guy, you know.
[00:22:49.500 --> 00:22:52.200]   I create the cosmos.
[00:22:52.200 --> 00:22:55.700]   I create the universe and I am in charge of the universe."
[00:22:55.700 --> 00:22:59.200]   However, Jesus is saying with gentle words,
[00:22:59.200 --> 00:23:06.100]   "I am standing outside and I'm knocking on your door.
[00:23:06.100 --> 00:23:11.200]   I desire fellowship, relationship with you."
[00:23:12.200 --> 00:23:14.900]   Verse 21, "To him who overcomes,
[00:23:14.900 --> 00:23:20.600]   I'll give the right to sit with me on the throne.
[00:23:20.600 --> 00:23:26.500]   Just as I overcome and sat down with my Father on His throne.
[00:23:26.500 --> 00:23:32.000]   He who has ear, let him hear what the Spirit says to the churches."
[00:23:32.000 --> 00:23:36.200]   As we close and finish off this series,
[00:23:36.200 --> 00:23:38.000]   this is the seventh letter
[00:23:38.000 --> 00:23:41.300]   and this is the most, my beloved letter
[00:23:41.300 --> 00:23:43.300]   because it says so much about us.
[00:23:43.300 --> 00:23:46.400]   It says so much about me as well.
[00:23:46.400 --> 00:23:50.300]   Sometimes I just busy with my work
[00:23:50.300 --> 00:23:53.800]   and I forgot that what Jesus really desire
[00:23:53.800 --> 00:23:56.600]   is a moment with me
[00:23:56.600 --> 00:24:00.400]   so that I can read His word.
[00:24:00.400 --> 00:24:04.800]   I can listen to His voice and have fellowship together.
[00:24:05.700 --> 00:24:11.000]   When was the last time you really enjoy relationship with God?
[00:24:11.000 --> 00:24:14.000]   And you just spend hours and hours
[00:24:14.000 --> 00:24:20.200]   praying and nurturing the relationship,
[00:24:20.200 --> 00:24:26.800]   talking, talking to Christ, someone who loves us.
[00:24:26.800 --> 00:24:31.000]   Just this letter is filled with warnings,
[00:24:31.000 --> 00:24:33.200]   is filled with builds.
[00:24:33.200 --> 00:24:35.100]   There's no praises here.
[00:24:35.300 --> 00:24:38.400]   But you know, don't misunderstand.
[00:24:38.400 --> 00:24:42.000]   You know, God sometimes has some hard words for us.
[00:24:42.000 --> 00:24:44.100]   It's not because He hates us.
[00:24:44.100 --> 00:24:47.500]   It's not because He wants to condemn us.
[00:24:47.500 --> 00:24:53.400]   Some of those hard words, tough words are tough love.
[00:24:53.400 --> 00:24:58.700]   Jesus said, "I want to sit down with you
[00:24:58.700 --> 00:25:01.600]   to have a meal."
[00:25:02.600 --> 00:25:05.000]   Meal, quite no agenda.
[00:25:05.000 --> 00:25:07.500]   It's like a close friend.
[00:25:07.500 --> 00:25:09.700]   Intimacy.
[00:25:09.700 --> 00:25:13.700]   We come before Christ today.
[00:25:13.700 --> 00:25:16.200]   Let us turn and repent.
[00:25:16.200 --> 00:25:21.200]   God looks at us now.
[00:25:21.200 --> 00:25:23.700]   God looks at your heart right now.
[00:25:23.700 --> 00:25:28.100]   He doesn't count you, how much you have accumulated
[00:25:28.500 --> 00:25:32.800]   or how much achievement for Him at this moment.
[00:25:32.800 --> 00:25:37.800]   Jesus said, "I'm knocking on the door."
[00:25:37.800 --> 00:25:41.200]   Knocking on the door of your heart, open,
[00:25:41.200 --> 00:25:45.400]   and I'll come in and have intimacy, fellowship with you.
[00:25:45.400 --> 00:25:49.000]   Let's all pray together.
[00:25:49.000 --> 00:25:56.500]   Father, we confess that sometimes we treat our faith
[00:25:57.400 --> 00:26:00.200]   as just a concept of philosophy or idea.
[00:26:00.200 --> 00:26:05.700]   No matter how good the idea sounds,
[00:26:05.700 --> 00:26:08.300]   that is not the point, that is not the core.
[00:26:08.300 --> 00:26:11.100]   The core is coming before you
[00:26:11.100 --> 00:26:14.300]   and know that you love us
[00:26:14.300 --> 00:26:19.900]   and know that we respond with love.
[00:26:19.900 --> 00:26:24.800]   I know you are knocking on our door every single day
[00:26:26.300 --> 00:26:28.700]   and we confess that sometimes we pretend
[00:26:28.700 --> 00:26:31.900]   that we don't hear it.
[00:26:31.900 --> 00:26:36.000]   We just go about our lives without you
[00:26:36.000 --> 00:26:37.800]   and treat you as a footnote.
[00:26:37.800 --> 00:26:39.800]   So we've confessed our sins.
[00:26:39.800 --> 00:26:44.200]   We just confess our weaknesses.
[00:26:44.200 --> 00:26:48.400]   And at this time, we just pray that your Spirit
[00:26:48.400 --> 00:26:52.000]   will speak to us and turn our hearts back to you
[00:26:52.900 --> 00:26:57.600]   so that we will enjoy our relationship with you,
[00:26:57.600 --> 00:27:01.300]   so that our lives will abide in your Word,
[00:27:01.300 --> 00:27:04.500]   our lives will abide in your love,
[00:27:04.500 --> 00:27:07.600]   that your life, your eternal life,
[00:27:07.600 --> 00:27:10.600]   the life of Christ, the life of the gospel,
[00:27:10.600 --> 00:27:11.700]   can live through us.
[00:27:11.700 --> 00:27:18.500]   So Jesus, we open the door.
[00:27:18.500 --> 00:27:21.600]   You come into our hearts
[00:27:22.800 --> 00:27:26.500]   and be our Lord, be our ruler,
[00:27:26.500 --> 00:27:30.500]   just as you are ruler of the entire universe.
[00:27:30.500 --> 00:27:33.700]   So yes, we come before you
[00:27:33.700 --> 00:27:37.400]   and thank you for being our loving God.
[00:27:37.400 --> 00:27:40.300]   In Christ, we pray.
[00:27:40.300 --> 00:27:45.300]   Well, we're gonna close off with our verse of the month.
[00:27:45.300 --> 00:27:46.740]   All right?
[00:27:46.740 --> 00:27:48.500]   Verse of the month.
[00:27:48.500 --> 00:27:52.000]   I hope you have that memorized.
[00:27:52.200 --> 00:27:54.400]   If not, we're gonna recite it together.
[00:27:54.400 --> 00:27:58.300]   Now, this is a relevant promise
[00:27:58.300 --> 00:28:00.900]   out of the letter of 1 John.
[00:28:00.900 --> 00:28:04.100]   And it's a very appropriate closing
[00:28:04.100 --> 00:28:07.400]   for the last letter of the seven churches.
[00:28:07.400 --> 00:28:09.200]   1 John 1, 9.
[00:28:09.200 --> 00:28:10.900]   Why don't we read together?
[00:28:10.900 --> 00:28:14.100]   "If we confess our sins,
[00:28:14.100 --> 00:28:16.600]   He is faithful and just
[00:28:16.600 --> 00:28:18.900]   and will forgive us our sins
[00:28:19.300 --> 00:28:23.000]   and purify us from all unrighteousness."
[00:28:23.000 --> 00:28:28.000]   If we confess our sins, He's faithful and just.
[00:28:28.000 --> 00:28:32.000]   He is righteous and He will forgive us in Christ.
[00:28:32.000 --> 00:28:34.300]   All of our sins and clean us up
[00:28:34.300 --> 00:28:37.700]   from all the unrighteousness,
[00:28:37.700 --> 00:28:39.900]   all the injustice, all the sinfulness.
[00:28:39.900 --> 00:28:43.900]   And God is gonna live in our hearts.
[00:28:43.900 --> 00:28:46.900]   Today, if you echo with my prayers,
[00:28:47.700 --> 00:28:49.300]   I do wanna urge you,
[00:28:49.300 --> 00:28:53.900]   let us spend more time with God.
[00:28:53.900 --> 00:28:59.500]   Now, every day, you know, take 10 minutes, 15 minutes,
[00:28:59.500 --> 00:29:02.800]   you know, rather than, you know, scrolling through our phone
[00:29:02.800 --> 00:29:05.300]   and, you know, looking at TikTok videos,
[00:29:05.300 --> 00:29:10.500]   Instagram updates or whatever crazy news out there.
[00:29:10.500 --> 00:29:12.600]   Know that God is in control.
[00:29:12.600 --> 00:29:15.500]   Spend some time of intimacy with Him
[00:29:16.000 --> 00:29:18.700]   because God always desires your heart.
[00:29:18.700 --> 00:29:21.700]   Right? Let your heart be open to Him.
[00:29:21.700 --> 00:29:23.800]   So we do that.
[00:29:23.800 --> 00:29:26.200]   And today, as we end our service,
[00:29:26.200 --> 00:29:28.400]   and we're gonna have some refreshment,
[00:29:28.400 --> 00:29:32.400]   and please stay, please stay for Bible study.
[00:29:32.400 --> 00:29:34.200]   You know, don't treat Bible study
[00:29:34.200 --> 00:29:35.900]   as an intellectual exercise only.
[00:29:35.900 --> 00:29:39.700]   Your faith needs the Word of God.
[00:29:39.700 --> 00:29:42.100]   If you wanna grow,
[00:29:42.100 --> 00:29:45.400]   there's no way that you can just go through the motions.
[00:29:45.400 --> 00:29:47.600]   You need the Word of God to dwell in your heart.
[00:29:47.600 --> 00:29:49.100]   All right?
[00:29:49.100 --> 00:29:51.500]   So we do invite you to stay
[00:29:51.500 --> 00:29:54.400]   for about an hour of Bible study,
[00:29:54.400 --> 00:29:59.400]   and we're going to chapter two of the Book of Romans.
[00:29:59.400 --> 00:30:00.900]   And I'll lead the English group,
[00:30:00.900 --> 00:30:03.400]   and Paul is gonna lead the Chinese group.
[00:30:03.400 --> 00:30:06.100]   And we're gonna enjoy our time and have fellowship
[00:30:06.100 --> 00:30:09.700]   and abide in God's Word.

