
[00:00:00.000 --> 00:00:08.440]  第五部分 文化古文作需要了解
[00:19:03.080 --> 00:19:05.080]  Arcadian的version
[00:19:05.080 --> 00:19:11.080]  還是黑人的文字有另一個我們還不知道的版本
[00:19:11.080 --> 00:19:15.080]  那個版本可能早過我們現在知道的Arcadian的version
[00:19:15.080 --> 00:19:17.080]  希望你弄清楚
[00:19:17.080 --> 00:19:23.080]  不是一定是黑人抄襲巴比倫的版本
[00:19:23.080 --> 00:19:25.080]  所以黑人是後期
[00:19:25.080 --> 00:19:27.080]  這個黑人也不後期
[00:19:27.080 --> 00:19:29.080]  這個黑人的版本是Lebron的時候
[00:19:29.080 --> 00:19:31.080]  1500-1200BC的時候
[00:19:31.080 --> 00:19:35.080]  還是黑人有另一個版本我們現在找不到的
[00:19:35.080 --> 00:19:39.080]  而巴比倫和黑人都是抄襲那個版本
[00:19:39.080 --> 00:19:41.080]  他們故事的根源是從那裡來的
[00:19:41.080 --> 00:19:43.080]  只不過我們還沒有找到
[00:19:43.080 --> 00:19:45.080]  我們還不知道有
[00:19:45.080 --> 00:19:46.080]  這裏很有趣
[00:19:46.080 --> 00:19:48.080]  為什麼他提這個黑人的版本呢
[00:19:48.080 --> 00:19:50.080]  就是有趣的地方
[00:19:50.080 --> 00:19:56.080]  就是他刪減了巴比倫烏魯克的故事的細節
[00:19:56.080 --> 00:19:58.080]  不說那個城多偉大
[00:19:58.080 --> 00:20:02.080]  而詳述的就是那個黎巴嫩森林之旅
[00:20:02.080 --> 00:20:04.080]  如果你看地圖你就知道
[00:20:04.080 --> 00:20:08.080]  因為很可能在黑人
[00:20:08.080 --> 00:20:10.080]  黑屠殺在這裏
[00:20:10.080 --> 00:20:12.080]  黑人的版本的Gilgamesh Epic
[00:20:12.080 --> 00:20:16.080]  他們對有什麼有興趣呢
[00:20:16.080 --> 00:20:21.080]  巴比倫在烏魯克的城有多偉大
[00:20:21.080 --> 00:20:23.080]  他們不在乎
[00:20:23.080 --> 00:20:29.080]  他們在乎的是近距離他們的黎巴嫩森林的旅程
[00:20:29.080 --> 00:20:31.080]  才是最吸引他們的讀者
[00:20:31.080 --> 00:20:35.080]  所以他們留下的就是一個比較詳盡的
[00:20:35.080 --> 00:20:41.080]  Lebron Conquest的故事
[00:20:41.080 --> 00:20:43.080]  Lebron就在這裏
[00:20:43.080 --> 00:20:46.080]  就是拿近東世界裏面最好的木材
[00:20:46.080 --> 00:20:48.080]  香柏木就在這裏
[00:20:48.080 --> 00:20:51.080]  你記得所羅門王建造耶路撒冷聖殿的時候
[00:20:51.080 --> 00:20:53.080]  你回去看那個細節
[00:20:53.080 --> 00:20:55.080]  就是問誰拿木材
[00:20:55.080 --> 00:20:57.080]  就是問推羅西頓
[00:20:57.080 --> 00:21:02.080]  泰西西頓的Hiram
[00:21:02.080 --> 00:21:03.080]  希蘭王
[00:21:03.080 --> 00:21:04.080]  就是拿什麼呢
[00:21:04.080 --> 00:21:06.080]  巴比倫的香柏木
[00:21:06.080 --> 00:21:09.080]  然後將它運到約柏港
[00:21:09.080 --> 00:21:11.080]  然後找牛車也好
[00:21:11.080 --> 00:21:12.080]  找人也好
[00:21:12.080 --> 00:21:15.080]  拉上去耶路撒冷建第一個聖殿
[00:21:15.080 --> 00:21:17.080]  所以巴比倫
[00:21:17.080 --> 00:21:20.080]  一個黎巴嫩的森林
[00:21:20.080 --> 00:21:22.080]  對於客人來說就大感興趣
[00:21:22.080 --> 00:21:23.080]  因為他們最近
[00:21:23.080 --> 00:21:28.080]  和他們最有興趣知道的一個故事
[00:21:28.080 --> 00:21:29.080]  所以無論如何
[00:21:29.080 --> 00:21:33.080]  你講文學背後的關係的時候
[00:21:33.080 --> 00:21:36.080]  就不一定是先有巴比倫
[00:21:36.080 --> 00:21:38.080]  然後有他們的版本1234
[00:21:38.080 --> 00:21:41.080]  然後客人抄襲他們
[00:21:41.080 --> 00:21:46.080]  其實可能大家都是源自一個更早的版本
[00:21:46.080 --> 00:21:49.080]  這個原則
[00:21:49.080 --> 00:21:50.080]  你就明白了
[00:21:50.080 --> 00:21:53.080]  在一個這樣的大文學文化裏
[00:21:53.080 --> 00:21:56.080]  大家在assume911裏面
[00:21:56.080 --> 00:21:58.080]  不同的著作
[00:21:58.080 --> 00:22:00.080]  不同的傳識等等
[00:22:00.080 --> 00:22:02.080]  你就需要明白
[00:22:02.080 --> 00:22:04.080]  是不是就好像Delos
[00:22:04.080 --> 00:22:07.080]  1902年八十多年前
[00:22:07.080 --> 00:22:09.080]  那種幼稚的說法
[00:22:09.080 --> 00:22:10.080]  巴比倫先
[00:22:10.080 --> 00:22:12.080]  所以就正一點
[00:22:12.080 --> 00:22:14.080]  然後希伯來聖經就後一點
[00:22:14.080 --> 00:22:16.080]  所以是差一點
[00:22:16.080 --> 00:22:17.080]  劣一點
[00:22:17.080 --> 00:22:20.080]  在這裏你又需要留意
[00:22:20.080 --> 00:22:22.080]  聖經的傳統
[00:22:22.080 --> 00:22:24.080]  強調什麼呢
[00:22:24.080 --> 00:22:25.080]  你留意聖經
[00:22:25.080 --> 00:22:28.080]  由第一章到第十一章
[00:22:28.080 --> 00:22:30.080]  到阿巴拉罕出現的時候
[00:22:30.080 --> 00:22:31.080]  都是強調
[00:22:31.080 --> 00:22:34.080]  阿巴拉罕是米索不達米亞的人
[00:22:34.080 --> 00:22:36.080]  阿巴拉罕是什麼人
[00:22:36.080 --> 00:22:40.080]  阿巴拉罕是南米索不達米亞的吾爾人
[00:22:40.080 --> 00:22:42.080]  即是他在那裏出來的
[00:22:42.080 --> 00:22:45.080]  整本聖經經常都有留意
[00:22:45.080 --> 00:22:47.080]  甚至五經以外都有這樣說
[00:22:47.080 --> 00:22:49.080]  約書亞記
[00:22:49.080 --> 00:22:50.080]  第十四章
[00:22:50.080 --> 00:22:51.080]  這裏最後結束了
[00:22:51.080 --> 00:22:53.080]  所謂事件之約
[00:22:53.080 --> 00:22:55.080]  那個講話
[00:22:55.080 --> 00:22:56.080]  約書亞講什麼呢
[00:22:56.080 --> 00:22:57.080]  對中百姓講
[00:22:57.080 --> 00:22:59.080]  耶和華神是如此說
[00:22:59.080 --> 00:23:03.080]  古時你們的列祖就是阿巴拉罕拿學的父
[00:23:03.080 --> 00:23:04.080]  他拉
[00:23:04.080 --> 00:23:05.080]  他住在哪裏
[00:23:05.080 --> 00:23:07.080]  大河那邊
[00:23:07.080 --> 00:23:08.080]  across the river
[00:23:08.080 --> 00:23:10.080]  那個river是什麼river
[00:23:10.080 --> 00:23:12.080]  就是Euphrates
[00:23:12.080 --> 00:23:14.080]  兩河流域
[00:23:14.080 --> 00:23:15.080]  米索不達米亞
[00:23:15.080 --> 00:23:16.080]  一條最大的河
[00:23:16.080 --> 00:23:18.080]  上面就是Tigris
[00:23:18.080 --> 00:23:19.080]  底格拉斯河
[00:23:19.080 --> 00:23:21.080]  然後這條就是所謂大河
[00:23:21.080 --> 00:23:22.080]  就是Euphrates
[00:23:22.080 --> 00:23:24.080]  幼法拉底河
[00:23:24.080 --> 00:23:26.080]  他是哪邊的人
[00:23:26.080 --> 00:23:27.080]  即是他們來到事件
[00:23:27.080 --> 00:23:28.080]  入主迦南
[00:23:28.080 --> 00:23:29.080]  然後說
[00:23:29.080 --> 00:23:32.080]  記得你們的先祖在哪裏
[00:23:32.080 --> 00:23:34.080]  大河那邊
[00:23:34.080 --> 00:23:36.080]  我們回去查一下原文
[00:23:36.080 --> 00:23:38.080]  約書亞這句說話
[00:23:38.080 --> 00:23:41.080]  其實開始的時候不是講古時什麼的
[00:23:41.080 --> 00:23:43.080]  第一句說話是
[00:23:43.080 --> 00:23:45.080]  住在哪邊
[00:23:45.080 --> 00:23:47.080]  住在大河那邊
[00:23:47.080 --> 00:23:50.080]  所以強調列祖的原居地
[00:23:50.080 --> 00:23:52.080]  他是什麼人
[00:23:52.080 --> 00:23:54.080]  米索不達米亞
[00:23:54.080 --> 00:23:55.080]  當然是不是說
[00:23:55.080 --> 00:23:56.080]  阿巴拉罕出吾爾的時候
[00:23:56.080 --> 00:23:59.080]  他帶著一些禮板
[00:23:59.080 --> 00:24:01.080]  或者等等不同的記載
[00:24:01.080 --> 00:24:03.080]  這個不能夠證明
[00:24:03.080 --> 00:24:05.080]  就算是口傳文化
[00:24:05.080 --> 00:24:06.080]  All culture
[00:24:06.080 --> 00:24:09.080]  他都會知道有什麼故事等等
[00:24:09.080 --> 00:24:11.080]  洪水故事
[00:24:11.080 --> 00:24:14.080]  我們講到創世紀1至11章
[00:24:14.080 --> 00:24:16.080]  經常都提到米索不達米亞
[00:24:16.080 --> 00:24:17.080]  為什麼
[00:24:17.080 --> 00:24:20.080]  因為1至11章是非常濃厚
[00:24:20.080 --> 00:24:23.080]  有米索不達米亞的意識和思潮在裏面
[00:24:23.080 --> 00:24:24.080]  那種思想
[00:24:24.080 --> 00:24:26.080]  洪水也是
[00:24:26.080 --> 00:24:28.080]  所以這個比對研究
[00:24:28.080 --> 00:24:31.080]  去到逼我們去想
[00:24:31.080 --> 00:24:34.080]  到底共享的文化是怎樣
[00:24:34.080 --> 00:24:36.080]  所以我們不需要驚訝
[00:24:36.080 --> 00:24:43.080]  為什麼這些洪水故事和近東的故事這麼相似
[00:24:43.080 --> 00:24:45.080]  根本應該是相似的
[00:24:45.080 --> 00:24:50.080]  正如你拿起兩三本不同911的講論書
[00:24:50.080 --> 00:24:52.080]  只不過詮釋是很不同
[00:24:52.080 --> 00:24:53.080]  所以這個
[00:24:53.080 --> 00:24:55.080]  下一次我們繼續講
[00:24:55.080 --> 00:24:58.080]  這個洪水故事的詮釋上
[00:24:58.080 --> 00:25:00.080]  到底有什麼distinctive
[00:25:00.080 --> 00:25:02.080]  有什麼獨特的地方
[00:25:03.080 --> 00:25:05.080]  如果你喜歡我們的YouTube頻道
[00:25:05.080 --> 00:25:08.080]  就記得Like, Comment和Subscribe

